"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","infraspecificEpithet","yearIdentified","monthIdentified","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-30 12:33:02-03","EAO","IAN","44129","PreservedSpecimen","Plantae",NA,NA,"Potamogetonaceae","Ruppia","maritima","Ruppia maritima","L.","Fosberg, FR","21707","1944","04","04",NA,"Colômbia","Boyaca","Very abundant ditch n salt flat.","2575","2575",NA,"Podogynes very easily deciduous when mature, fruiting peduncle slender.","IAN044129",NA,"Paipa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:33:02-03","EAO","IAN","47116","PreservedSpecimen","Plantae",NA,NA,"Potamogetonaceae","Ruppia","maritima","Ruppia maritima","L.","Black, GA","6417","1937","06","30",NA,"Estados Unidos","Wyoming","Perto de Four Bridges.",NA,NA,NA,NA,"IAN047116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:33:02-03","EAO","IAN","87822","PreservedSpecimen","Plantae",NA,NA,"Potamogetonaceae","Ruppia","maritima","Ruppia maritima","L.","Killip, EP","43382","1953","12","20",NA,"Estados Unidos","Flórida","Monroe Co.: Big Pine Key. Bay west of inn. Abundant in upper part of bay in shallow water.",NA,NA,NA,NA,"IAN087822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:33:02-03","EAO","IAN","92992","PreservedSpecimen","Plantae",NA,NA,"Potamogetonaceae","Ruppia","maritima","Ruppia maritima minor","Mert. & W.D.J.Koch","Lima, A","1888","1954","07","17","Southern America","Brasil","Piauí","Amarração. Em pequeno poço entre as dunas.",NA,NA,NA,"Erva submersa.","IAN092992","Lima, A",NA,NA,NA,NA,NA,NA,NA,NA,"minor",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:33:02-03","EAO","IAN","92588","PreservedSpecimen","Plantae",NA,NA,"Potamogetonaceae","Ruppia","maritima","Ruppia maritima pacifica","H. St. John & Fosberg","Fosberg, FR","14038","1937","06","13",NA,"Estados Unidos","Hawai","Submerged in brackish estuary, Kailua Beach, Kailua Oahu, Hawaiian Islands.",NA,NA,NA,NA,"IAN092588",NA,"Honolulu",NA,NA,NA,NA,NA,NA,NA,"pacifica",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:33:02-03","EAO","IAN","92587","PreservedSpecimen","Plantae",NA,NA,"Potamogetonaceae","Ruppia","maritima","Ruppia maritima subcapitata","Fernald & Wiegand","Ogden, EC; Ogden, EB","s.n.","1940","09","28",NA,"Estados Unidos","Maine","Tidal mud-flat.",NA,NA,NA,NA,"IAN092587",NA,"Hancock",NA,NA,NA,NA,NA,NA,NA,"subcapitata",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:33:02-03","EAO","IAN","84429","PreservedSpecimen","Plantae",NA,NA,"Potamogetonaceae","Ruppia","maritima","Ruppia maritima","L.","Moraes, JC de","1016","1953","10","18","Southern America","Brasil","Paraíba",NA,NA,NA,NA,"Submersa em rio. Erva","IAN084429","Lima, DH","Areia","-35.6916999816895","-6.96332979202271",NA,"15425","auto",NA,NA,NA,"1955",NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:33:02-03","EAO","IAN","92992","PreservedSpecimen","Plantae",NA,NA,"Potamogetonaceae","Ruppia","maritima","Ruppia maritima minor","Mert. & W.D.J.Koch","Lima, A","1888","1954","07","17","Southern America","Brasil","Piauí","Amarração. Em pequeno poço entre as dunas.",NA,NA,NA,"Erva submersa.","IAN092992","Lima, A",NA,NA,NA,NA,NA,NA,NA,NA,"minor",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:33:02-03","EAO","IAN","92588","PreservedSpecimen","Plantae",NA,NA,"Potamogetonaceae","Ruppia","maritima","Ruppia maritima pacifica","H. St. John & Fosberg","Fosberg, FR","14038","1937","06","13",NA,"Estados Unidos","Hawai","Submerged in brackish estuary, Kailua Beach, Kailua Oahu, Hawaiian Islands.",NA,NA,NA,NA,"IAN092588",NA,"Honolulu",NA,NA,NA,NA,NA,NA,NA,"pacifica",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:33:02-03","EAO","IAN","92587","PreservedSpecimen","Plantae",NA,NA,"Potamogetonaceae","Ruppia","maritima","Ruppia maritima subcapitata","Fernald & Wiegand","Ogden, EC; Ogden, EB","s.n.","1940","09","28",NA,"Estados Unidos","Maine","Tidal mud-flat.",NA,NA,NA,NA,"IAN092587",NA,"Hancock",NA,NA,NA,NA,NA,NA,NA,"subcapitata",NA,NA,NA,NA,NA,NA,NA
"21","2020-02-27 21:09:35-03","PUCPR","HUCP","6050","S","Plantae","Monocotiledonea",NA,"Ruppiaceae","Ruppia","maritima","Ruppia maritima","Bittencourt","Shirata, MT","1062","1989","11","11",NA,"Brasil","Paraná","Barra do Saí",NA,NA,NA,NA,"HUCP00018011","Jaszczerski, JC","Guaratuba","-48.5746994018555","-25.8827991485596","HUCP00018011","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:29:15-03","UFBA","ALCB","08118","PreservedSpecimen","Plantae","Monocotyledon",NA,"Ruppiaceae","Ruppia","maritima","Ruppia maritima",NA,"Grupo Pedra do Cavalo","753","1980","09",NA,"Southern America","Brasil","Bahia","Recôncavo Sul, Vale dos rios Paraguaçu e Jacuípe. Estrada da Pedra do Cavalo","40","120",NA,"aquática.","ALCB005977","Giulietti, AM","Cachoeira","-39.083333","-12.533333","ALCB005977",NA,NA,"-39.083333","-12.533333",NA,"2000","05",NA,NA,NA,NA,NA
"23","2019-10-09 11:29:15-03","UFBA","ALCB","15162","PreservedSpecimen","Plantae","Monocotyledon",NA,"Ruppiaceae","Ruppia","maritima","Ruppia maritima",NA,"Guedes, ML","s/n","1984","12","06","Southern America","Brasil","Bahia","Recôncavo Sul, Viveiros de Camaräes da PESCON",NA,NA,NA,NA,"ALCB005976","Guedes, ML","Salinas da Margarida","-38.75","-12.866667","ALCB005976",NA,NA,"-38.75","-12.866667",NA,"1984","12",NA,NA,NA,NA,NA
"24","2020-02-08 08:43:25-03","NBC","NL-BOTANY","L.1200475","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Ostendorf-Doy C",NA,"1953","05","01","Southern America","Surinam",NA,"Paramaribo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1200475 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1200475",NA,NA,NA,NA,"NL-L1200475",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 08:43:25-03","NBC","NL-BOTANY","L.1200476","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Ostendorf-Doy C",NA,"1953","05","01","Southern America","Surinam",NA,"Paramaribo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1200476 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1200476",NA,NA,NA,NA,"NL-L1200476",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 08:43:25-03","NBC","NL-BOTANY","L.1200477","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Ostendorf-Doy C",NA,"1953","05","01","Southern America","Surinam",NA,"Paramaribo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1200477 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1200477",NA,NA,NA,NA,"NL-L1200477",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 08:43:25-03","NBC","NL-BOTANY","L.1200478","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Ostendorf-Doy C",NA,"1953","05","01","Southern America","Surinam",NA,"Paramaribo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1200478 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1200478",NA,NA,NA,NA,"NL-L1200478",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 08:43:25-03","NBC","NL-BOTANY","L.1200479","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Acleto Osorio C",NA,"1960","09","29","Southern America","Peru",NA,"Bahia de la Indepencia, Dpto ICA.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1200479 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1200479",NA,NA,NA,NA,"NL-L1200479",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1574918","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Idrobo JM; Cleef AM",NA,"1973","07","09","Southern America","Colombia",NA,"Departamento de Cordoba; Cienaga de Ayapel.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1574918 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1574918",NA,NA,NA,NA,"NL-U1574918",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 08:43:25-03","NBC","NL-BOTANY","WAG.1548104","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Sterringa JT",NA,"1969","03","20","Southern America","Surinam",NA,"Wia-Wia res., ruim 2km Z. v. kamp op 3 km O. v. Motkreek.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1548104 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1548104",NA,NA,NA,NA,"NL-WAG1548104",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 08:43:25-03","NBC","NL-BOTANY","WAG.1548105","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Sterringa JT",NA,"1969","03","12","Southern America","Surinam",NA,"Wia-Wia res., 650m Z. v. kamp, 3 km O. v. Motkreek.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1548105 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1548105",NA,NA,NA,NA,"NL-WAG1548105",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 08:43:25-03","NBC","NL-BOTANY","L.1200533","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima rostellata","(Koch ex Rchb.) Asch. & Graebn.","Jaymeboêthodeboreas",NA,"1959","10","07","Southern America","Brazil",NA,"Im rio de aquas salobras; regioés sêcas; estado da Paraiba. [!].",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1200533 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1200533",NA,NA,NA,NA,"NL-L1200533",NA,NA,NA,NA,"rostellata",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 08:43:25-03","NBC","NL-BOTANY","L.1200534","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima rostellata","(Koch ex Rchb.) Asch. & Graebn.","Jaymeboêthodeboreas",NA,"1959","10","07","Southern America","Brazil",NA,"Im rio de aquas salobras; regioés sêcas; estado da Paraiba. [!].",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1200534 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1200534",NA,NA,NA,NA,"NL-L1200534",NA,NA,NA,NA,"rostellata",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 08:43:25-03","NBC","NL-BOTANY","L.1200535","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima rostellata","(Koch ex Rchb.) Asch. & Graebn.","Hummelinck PW",NA,"1937","02","18","Southern America","Venezuela",NA,"Paraguana, Estanque de Santa Fé, N.E. Moruy.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1200535 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1200535",NA,NA,NA,NA,"NL-L1200535",NA,NA,NA,NA,"rostellata",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1574920","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima rostellata","Asch. & Graebn.","Steyermark JA; Manara BJ; Morillo GN",NA,"1973","09","15","Southern America","Venezuela",NA,"Note Solitary peduncle, Estado sucre: Laguna de Patos, 3.5 km al Suroeste de Cumana en frente de Hotel Cumanagoto.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1574920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1574920",NA,NA,NA,NA,"NL-U1574920",NA,NA,NA,NA,"rostellata",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 08:43:25-03","NBC","NL-BOTANY","L.1200533","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima rostellata","(Koch ex Rchb.) Asch. & Graebn.","Jaymeboêthodeboreas",NA,"1959","10","07","Southern America","Brazil",NA,"Im rio de aquas salobras; regioés sêcas; estado da Paraiba. [!].",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1200533 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1200533",NA,NA,NA,NA,"NL-L1200533",NA,NA,NA,NA,"rostellata",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 08:43:25-03","NBC","NL-BOTANY","L.1200534","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima rostellata","(Koch ex Rchb.) Asch. & Graebn.","Jaymeboêthodeboreas",NA,"1959","10","07","Southern America","Brazil",NA,"Im rio de aquas salobras; regioés sêcas; estado da Paraiba. [!].",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1200534 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1200534",NA,NA,NA,NA,"NL-L1200534",NA,NA,NA,NA,"rostellata",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 08:43:25-03","NBC","NL-BOTANY","L.1200535","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima rostellata","(Koch ex Rchb.) Asch. & Graebn.","Hummelinck PW",NA,"1937","02","18","Southern America","Venezuela",NA,"Paraguana, Estanque de Santa Fé, N.E. Moruy.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1200535 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1200535",NA,NA,NA,NA,"NL-L1200535",NA,NA,NA,NA,"rostellata",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1574920","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","maritima","Ruppia maritima rostellata","Asch. & Graebn.","Steyermark JA; Manara BJ; Morillo GN",NA,"1973","09","15","Southern America","Venezuela",NA,"Note Solitary peduncle, Estado sucre: Laguna de Patos, 3.5 km al Suroeste de Cumana en frente de Hotel Cumanagoto.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1574920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1574920",NA,NA,NA,NA,"NL-U1574920",NA,NA,NA,NA,"rostellata",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1574917","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","rostellata","Ruppia rostellata","Koch ex Rchb.","Coêlho de Moraes J",NA,"1959","10","07","Southern America","Brazil",NA,"Areia-Paraiba, Em Rio de aguas salobras, regioas secas, estado da Paraiba, ayme Coelho de brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1574917 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1574917",NA,NA,NA,NA,"NL-U1574917",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1574921","PreservedSpecimen","Plantae",NA,"Alismatales","Ruppiaceae","Ruppia","rostellata","Ruppia rostellata","Koch ex Rchb.","Iltis HH; Iltis CM; Ugent D; Ugent V",NA,"1962","12","11","Southern America","Peru",NA,"Dept. Lima, Prov. Canete, Edge of Salina ca. 2km S of Chilca.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1574921 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1574921",NA,NA,NA,NA,"NL-U1574921",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-11-04 11:19:04-03","ESALQ","ESA","94197","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Souza, V.C.","32235.0","2004","01","01",NA,"Brasil","São Paulo","Ilha Comprida.",NA,NA,NA,"Erva aquática, com inflorescências esverdeadas emersas. Lagoa temporária de água salobra em dunas.","ESA094197","Souza, V.C.","Cananéia","-47.9199981689453","-25.0100002288818",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-31 13:41:33-03","MN","R","110400","PreservedSpecimen","Plantae",NA,NA,"Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","s.col.",NA,"1938","05",NA,NA,"Estados Unidos","New York","Willow Creak",NA,NA,NA,NA,"R010066060","ECL",NA,NA,NA,"R010066060",NA,NA,NA,NA,NA,"1959","08",NA,"13",NA,NA,NA
"44","2021-03-31 13:41:33-03","MN","R","191879","PreservedSpecimen","Plantae",NA,NA,"Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Schwacke, C.A.W.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010066061","Haynes, R.R.",NA,NA,NA,"R010066061",NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA
"45","2021-03-31 13:41:33-03","MN","R","191890","PreservedSpecimen","Plantae",NA,NA,"Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Segadas-Vianna, F.","4386","1965","09","05",NA,"Brasil","Rio de Janeiro","Lagoa de Marapendi",NA,NA,NA,NA,"R010066080,R010066081","Haynes, R.R.",NA,NA,NA,"R010066080 R010066081",NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA
"46","2021-03-31 13:41:33-03","MN","R","215995","PreservedSpecimen","Plantae",NA,NA,"Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Leite, B.M.B.","19","2000","03","04",NA,"Brasil","Rio de Janeiro","Praia de Manguinhos",NA,NA,"Álcool 70%","Coleção líquida e exsicata","R010066072,R010067687","Canalli, Y.M.","Armação dos Búzios",NA,NA,"R010066072",NA,NA,NA,NA,NA,"2015","03",NA,"10",NA,NA,NA
"47","2021-03-31 13:41:33-03","MN","R","216393","PreservedSpecimen","Plantae",NA,NA,"Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Over, W.H.","15869","1924","07","16",NA,"Estados Unidos","Carolina do Norte",NA,NA,NA,NA,NA,"R010066063",NA,"White Lake",NA,NA,"R010066063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-31 13:41:33-03","MN","R","216394","PreservedSpecimen","Plantae",NA,NA,"Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Herm, H.",NA,"1868","06",NA,NA,"França",NA,NA,NA,NA,NA,"Herbier E. Gaudefroy. Herbário J. de Saldanha 3045","R010066064","Horn af Rantzien, H.","Monte Saint-Michel",NA,NA,"R010066064",NA,NA,NA,NA,NA,"1952",NA,NA,NA,NA,NA,NA
"49","2021-03-31 13:41:33-03","MN","R","216395","PreservedSpecimen","Plantae",NA,NA,"Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Malbranche, A.F.",NA,"1861","08",NA,NA,"França",NA,"Se Trépou, Seine-Inférieure",NA,NA,NA,"Reliquae Mailleana 1869. Herbário J. de Saldanha 3043","R010066065","Horn af Rantzien, H.",NA,NA,NA,"R010066065",NA,NA,NA,NA,NA,"1952",NA,NA,NA,NA,NA,NA
"50","2021-03-31 13:41:33-03","MN","R","216396","PreservedSpecimen","Plantae",NA,NA,"Ruppiaceae","Ruppia","maritima","Ruppia maritima","L.","Netto, L.S.M.","4205","1863","10",NA,NA,"França",NA,NA,NA,NA,NA,NA,"R010066066",NA,"Bordeau",NA,NA,"R010066066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
