"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount"
"1506","2021-03-04 15:44:10-03","IF","SPSF","46498","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"A.Amaral Jr. & J.O.Mendonça & O.Dias & V.Evangelista","1998","10","17","Brasil","MS","Anaurilândia","-52.929167","-22.397778",NA,NA,"COLETA: Árvore com 8m de altura, com flores amarelo-esverdeadas. &nf;Nome vulgar: canela.; GEOGRAFIA: Ilha a montante da Barragem de Porto Primavera. Solo arenoso.;",NA,NA,NA,NA,NA,"246","Rio Paraná",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1507","2021-03-04 15:44:10-03","IF","SPSF","48563","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","P.R.L.Moraes","V.C.Souza & L.Capellari Jr. & J.P.Souza & F.F.Mazine","1998","09","11","Brasil","GO","Niquelândia","-48.536389","-14.451667",NA,NA,"COLETA: Arbusto;botões na cor creme.; GEOGRAFIA: Aprox. 2Km da entrada de Indianápolis. Arredores do córrego Buritizinho.&nf;Cerrado com mata ciliar adjacente.;",NA,NA,"2003","03","01","21511","Estrada de acesso à Indianápolis",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1508","2021-03-04 15:44:10-03","IF","SPSF","49185","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J.B.Baitello","R.Cielo-Filho & F. Periotto","2014","10","10","Brasil","PR","Matelândia","-53.955556","-25.306944",NA,NA,"COLETA: Árvore, 10m, flor em botão verde, flor creme.; GEOGRAFIA: Mata dos Biazuz I, Floresta Estacional Semidecidual, floresta primária alterada.;",NA,NA,"2014","10","15","1551","Linha Bananal, Sítio do Sr. Otacir Merquiori.","446","446","Magnoliophyta","Laurales","América do Sul",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1509","2021-03-04 15:44:10-03","IF","SPSF","52048","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J.B.Baitello","M.G.K. Cornia & N.M.Ivanauskas & R. Esteves & M.C.Assis & L.N. Gonçalves","2014","03","18","Brasil","MG","Delfim Moreira","-45.266389","-22.526667",NA,NA,"COLETA: Árvore de 4m de altura. Indivíduo nº 8887 da Fitossociologia. Material infértil.; GEOGRAFIA: Unidade Alegria. Parcela da Fitossociologia. Floresta Ombrófila Mista.;",NA,NA,"2014","06","10","507","Fazenda Bartira","1307","1307","Magnoliophyta","Laurales","América do Sul",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1510","2021-03-04 15:44:10-03","IF","SPSF","52184","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","G.A.D.C.Franco","R.L.R.Santos & T.M.Ribeiro & R.T.Polisel","2009","07","20","Brasil","SP","Itaberá","-49.144167","-23.833889",NA,NA,"COLETA: Indivíduo com flores brancas.; GEOGRAFIA: Floresta Ombrófila Mista.;",NA,NA,"2010","09","08","57","Estação Ecológica de Itaberá","700","700","Magnoliophyta","Laurales","América do Sul",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1511","2021-03-04 15:44:10-03","IF","SPSF","53075","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","S.A.Nicolau","R.J. Almeida-Scabbia et al.","2012","10","30","Brasil","SP","Arujá","-46.369722","-23.395278",NA,NA,"COLETA: Árvore com aprox. 12m de altura. Flores na cor creme, com odor delicioso. Na casca o odor é mais fraco.; GEOGRAFIA: Floresta com áreas de dossel relativamente preservado e algumas clareiras.&nf;Imediações da Rua Jujiro Nakayama.;",NA,NA,NA,NA,NA,"804",NA,"716","716","Magnoliophyta","Laurales","América do Sul",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1512","2021-03-04 15:44:10-03","IF","SPSF","17156","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"O.J.Pereira","1992","08","14","Brasil","ES","Aracruz","-40.2733001708984","-19.8202991485596",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: restinga&nf;;",NA,NA,NA,NA,NA,"3710","Aracruz Celulose",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"37987","auto","Magnoliopsida",NA,NA,NA,NA
"1513","2021-03-04 15:44:10-03","IF","SPSF","22186","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"S.P.C.Silva","1997","07","18","Brasil","GO","Ipameri","-48.1596984863281","-17.7219009399414",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"668",NA,NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"102542","auto","Magnoliopsida",NA,NA,NA,NA
"1514","2021-03-04 15:44:10-03","IF","SPSF","41300","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"L.F.Yamamoto",NA,NA,NA,"Brasil","MG","Extrema","-46.3182983398438","-22.854700088501",NA,NA,"COLETA: Árvore 6m, flor amarela.; GEOGRAFIA: Borda de estrada;",NA,NA,NA,NA,NA,"870","serra do Lopo","1450","1450","Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"15223","auto","Magnoliopsida",NA,NA,NA,NA
"1515","2021-03-04 15:44:10-03","IF","SPSF","40895","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J.B.Baitello","G.Pedreira","2008","03","05","Brasil","MG","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"COLETA: Floresta Paludosa de Altitude&nf;Árvore.;",NA,NA,"2008","11","12",NA,"Parque Estadual do Itacolomi",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"44599","auto","Magnoliopsida",NA,NA,NA,NA
"1516","2021-03-04 15:44:10-03","IF","SPSF","40896","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"G.Pedreira","2008","02","27","Brasil","MG","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"COLETA: Floresta Paludosa de Altitude&nf;Árvore.;",NA,NA,NA,NA,NA,NA,"Parque Estadual do Itacolomi",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"44599","auto","Magnoliopsida",NA,NA,NA,NA
"1517","2021-03-04 15:44:10-03","IF","SPSF","14179","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"C.A.Conceicao","1988","05","19","Brasil","MS","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"161190","auto","Magnoliopsida",NA,NA,NA,NA
"1518","2021-03-04 15:44:10-03","IF","SPSF","14175","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"C.A.Conceicao","1987","08","10","Brasil","MS","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"2135",NA,NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"161190","auto","Magnoliopsida",NA,NA,NA,NA
"1519","2021-03-04 15:44:10-03","IF","SPSF","14174","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"C.A.Conceicao","1988","06","16","Brasil","MS","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"161190","auto","Magnoliopsida",NA,NA,NA,NA
"1520","2021-03-04 15:44:10-03","IF","SPSF","18712","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J.B.Baitello","G.F.Arbocz","1994","09","30","Brasil","MS","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"2010","06","25","843","margem da estrada para o Pantanal",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"295160","auto","Magnoliopsida",NA,NA,NA,NA
"1521","2021-03-04 15:44:10-03","IF","SPSF","22025","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"C.A.C.","1983","07","22","Brasil","MS","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"1440","margens do rio Paragrai",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"295160","auto","Magnoliopsida",NA,NA,NA,NA
"1522","2021-03-04 15:44:10-03","IF","SPSF","22029","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"C.A.C.","1990","05","23","Brasil","MS","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"2628","passo do Lontra",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"295160","auto","Magnoliopsida",NA,NA,NA,NA
"1523","2021-03-04 15:44:10-03","IF","SPSF","43460","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J.B.Baitello","C.R.Baracat","1993","08","20","Brasil","MS","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"COLETA: Mata Ciliar de Planície&nf;Árvore, flores brancas.&nf;EX COR-3240.; GEOGRAFIA: Solo arenoso.;",NA,NA,"2004","07","20","88","Passo do Lontra",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"295160","auto","Magnoliopsida",NA,NA,NA,NA
"1524","2021-03-04 15:44:10-03","IF","SPSF","32274","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"G. Hatschbach","2002","05","18","Brasil","MS","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"73129","Passo do Lontra",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"295160","auto","Magnoliopsida",NA,NA,NA,NA
"1525","2021-03-04 15:44:10-03","IF","SPSF","15073","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J.B.Baitello","A.C.Cervi","1991","08","20","Brasil","MS","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"2010","06","23","3239","Salina do Cabecinha",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"295160","auto","Magnoliopsida",NA,NA,NA,NA
"1526","2021-03-04 15:44:10-03","IF","SPSF","12766","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"C.A.Conceição","1988","05","18","Brasil","MS","Miranda","-56.3782997131348","-20.2406005859375",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: área inundável&nf;;",NA,NA,NA,NA,NA,"2233","passo da Lontra",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"92112","auto","Magnoliopsida",NA,NA,NA,NA
"1527","2021-03-04 15:44:10-03","IF","SPSF","22028","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"A.K.M.Oliveira","1989","05","31","Brasil","MS","Miranda","-56.3782997131348","-20.2406005859375",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: terreno inundável&nf;;",NA,NA,NA,NA,NA,NA,"passo do Lontra",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"92112","auto","Magnoliopsida",NA,NA,NA,NA
"1528","2021-03-04 15:44:10-03","IF","SPSF","23651","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"A.Allem & G.Vieira","1979","10","10","Brasil","MT","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: capao de mata limitando com campo&nf;;",NA,NA,NA,NA,NA,"2615","fazenda Santa Izabel",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"200792","auto","Magnoliopsida",NA,NA,NA,NA
"1529","2021-03-04 15:44:10-03","IF","SPSF","47797","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","M.L.Brotto","A.C.Cervi","1989","11","22","Brasil","PR","Foz do Iguaçú","-54.5881004333496","-25.5478000640869",NA,NA,"COLETA: Árvore 12 m; flores creme.&nf;Nome popular: Canela-louro.&nf;1 duplicata; GEOGRAFIA: Mata pluvial.;",NA,NA,"2012","10","23","3034","Parque Nacional do Iguaçú",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"39570","auto","Magnoliopsida",NA,NA,NA,NA
"1530","2021-03-04 15:44:10-03","IF","SPSF","26630","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"P.E.Carvalho","1979","11","17","Brasil","PR","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"12","Floresta Ombrófila mista",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"47271","auto","Magnoliopsida",NA,NA,NA,NA
"1531","2021-03-04 15:44:10-03","IF","SPSF","12729","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"N.T.Kokubo","1988","10","21","Brasil","PR","Maringá","-51.9385986328125","-23.4253005981445",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"463","parque do Ingá",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"19250","auto","Magnoliopsida",NA,NA,NA,NA
"1532","2021-03-04 15:44:10-03","IF","SPSF","26458","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"S.R.Ziller & W.Maschio","1995","11","21","Brasil","PR","Pato Branco","-52.6706008911133","-26.2285995483398",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"1026","floresta ombrofila mista montana",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"26000","auto","Magnoliopsida",NA,NA,NA,NA
"1533","2021-03-04 15:44:10-03","IF","SPSF","12725","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"M.C.Souza-Stevaux","1988","07","17","Brasil","PR","Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"ilha de Porto Rico",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"18063","auto","Magnoliopsida",NA,NA,NA,NA
"1534","2021-03-04 15:44:10-03","IF","SPSF","12724","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"M.Curti","1988","07","17","Brasil","PR","Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"ilha de Porto Rico",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"18063","auto","Magnoliopsida",NA,NA,NA,NA
"1535","2021-03-04 15:44:10-03","IF","SPSF","12728","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"M.C.Souza-Stevaux","1988","05","10","Brasil","PR","Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"ilha de Porto Rico",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"18063","auto","Magnoliopsida",NA,NA,NA,NA
"1536","2021-03-04 15:44:10-03","IF","SPSF","08765","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,"J.B.Baitello","M.J.Robim & J.P.M. Carvalho","1984","11","09","Brasil","SP","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1985","10","10",NA,"P.E. de Campos do Jordão",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA
"1537","2021-03-04 15:44:10-03","IF","SPSF","06194","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"K.Kubitzki","1981","02","21","Brasil","SP","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"81-30","Parque Estadual da Ilha do Cardoso",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"37574","auto","Magnoliopsida",NA,NA,NA,NA
"1538","2021-03-04 15:44:10-03","IF","SPSF","23705","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"M.Galletti","1999","02","10","Brasil","SP","Galia","-49.5499992370605","-22.2900009155273",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata estacional semidecidua&nf;;",NA,NA,NA,NA,NA,NA,"E.Ecol.Caetetus",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"23314","auto","Magnoliopsida",NA,NA,NA,NA
"1539","2021-03-04 15:44:10-03","IF","SPSF","46243","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J.B.Baitello","M.R.Pereira Noronha","1995","08","05","Brasil","SP","Ilha Solteira","-51.3400001525879","-20.4300003051758",NA,NA,"COLETA: Árvore ca. de 13m de altura, botões verdes.; GEOGRAFIA: Mata degradada pelo gado com muito angico, algumas perobas.;",NA,NA,"1998","05","16","1373","fazenda São José",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"31913","auto","Magnoliopsida",NA,NA,NA,NA
"1540","2021-03-04 15:44:10-03","IF","SPSF","21250","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"M.R.Pereira-Noronha","1995","08","05","Brasil","SP","Ilha Solteira","-51.3400001525879","-20.4300003051758",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"1373","mata degradada",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"31913","auto","Magnoliopsida",NA,NA,NA,NA
"1541","2021-03-04 15:44:10-03","IF","SPSF","18719","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"G.F.Arbocz","1994","10","14","Brasil","SP","Joanópolis","-46.2700004577637","-22.9300003051758",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"895","estrada para Cachoeira dos Pretos",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"22329","auto","Magnoliopsida",NA,NA,NA,NA
"1542","2021-03-04 15:44:10-03","IF","SPSF","41288","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"L.F.Yamamoto","1998","10","14","Brasil","SP","Pedreira","-46.9000015258789","-22.7399997711182",NA,NA,"COLETA: Árvore 20m, flor verde amarelada.;",NA,NA,NA,NA,NA,"267","fazenda Bela Vista",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"12927","auto","Magnoliopsida",NA,NA,NA,NA
"1543","2021-03-04 15:44:10-03","IF","SPSF","12233","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"J.Y.Tamashiro","1986","12","02","Brasil","SP","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"18810","P.E.Morro do Diabo",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"54606","auto","Magnoliopsida",NA,NA,NA,NA
"1544","2021-03-04 15:44:10-03","IF","SPSF","11529","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"J.B.Baitello","1986","12","02","Brasil","SP","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"223","P.E.Morro do Diabo",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"54606","auto","Magnoliopsida",NA,NA,NA,NA
"1545","2021-03-04 15:44:10-03","IF","SPSF","11296","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"O.T. Aguiar","1986","12","04","Brasil","SP","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"202","P.E.Morro do Diabo",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"54606","auto","Magnoliopsida",NA,NA,NA,NA
"1546","2021-03-04 15:44:10-03","IF","SPSF","09523","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,NA,"J.B.Baitello","1985","10","23","Brasil","SP","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"161","P.E.Morro do Diabo",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,"54606","auto","Magnoliopsida",NA,NA,NA,NA
"1547","2021-03-04 15:44:19-03","IF","SPSF","09689","PreservedSpecimen","Plantae","Lauraceae","Ocotea","suaveolens","Ocotea suaveolens",NA,NA,"C.N.Cunha","1984","10","11","Brasil","MS","Pocone",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"1228","fazenda Santa Izabel",NA,NA,"Magnoliophyta","Laurales","América do Sul",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1548","2017-09-11 17:10:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Oreodaphne","diospyrifolia","Oreodaphne diospyrifolia","Meisn.",NA,"Riedel, L; Langsdorff, GH Baron von",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"m. Nov.",NA,NA,NA,NA,NA,"74","in Brasilia, loco non indicato",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549","2017-09-11 17:10:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Oreodaphne","diospyrifolia","Oreodaphne diospyrifolia incopta","Meisn.",NA,"Spruce, R",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"Najas; HABITAT: Najas",NA,NA,NA,NA,NA,"3122","prope San Carlos ad Rio Negro, Brasil. boreal.",NA,NA,NA,NA,"Southern America",NA,NA,"incopta",NA,NA,NA,NA,NA,NA,NA
"1550","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Oreodaphne","suaveolens","Oreodaphne suaveolens","Meisn.",NA,"Gibert, JE",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"m. Jun., Jul.",NA,NA,NA,NA,NA,"56","in Paraguay circa Assumpçion et in Gran Chaco Boliviae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Oreodaphne","suaveolens","Oreodaphne suaveolens","Meisn.",NA,"Gibert, JE",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","in Paraguay circa Assumpçion et in Gran Chaco Boliviae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Oreodaphne","suaveolens","Oreodaphne suaveolens","Meisn.",NA,"Gibert, JE",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","in Paraguay circa Assumpçion et in Gran Chaco Boliviae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553","2021-02-08 12:42:57-03","UFRGS","ICN","121378","S","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Moraes, P","Chagas; Silva, F","1992","01","23","Brasil","PR","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore 20m de altura; botões florais esverdeados; flores amareladas frequente na área.","ICN00014380","ICN00014380 ICN00014380_1",NA,NA,NA,"1555","Parque Estadual Mata dos Godoy estrada de acesso",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"1554","2021-02-08 12:42:57-03","UFRGS","ICN","043893","S","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Moraes, P","Pereira, AB",NA,NA,NA,"Brasil","RS","Lagoa Vermelha","-51.5257987976074","-28.2085990905762",NA,NA,"Árvore 6m altura, solitária; Campo, local alto","ICN00014359","ICN00014359",NA,NA,NA,"s.n.","Fazenda Jaboticaba",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"42261","auto",NA,NA,NA,NA,NA
"1555","2021-02-08 12:42:57-03","UFRGS","ICN","184137","S","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Sobral, M","Jarenkow, JA; Jarenkow, Maurício L","1999","11","27","Brasil","RS","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,"Árvore com ca. 15 m alt., em borda de mata. Com botões esbranquiçados.; Floresta Estacional","ICN00014357","ICN00014357","2001",NA,NA,"3872","Mata do Sétimo Céu",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"18635","auto",NA,NA,NA,NA,NA
