"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"271","2021-03-01 16:43:07-03","UNICAMP","UEC","155776","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Mello, FNA; Junqueira, TV; Moraes, TM; Yamagishi, JC",NA,"Brazil","Estrada Diamantina - Biribiri",NA,NA,"Árvore, ca. 2,5m. Cálice verde com manchas marrons, corola alva com rosa.&nf;&nf;&nf;&nf;; Campo rupestre.","UEC055125","2008","09","25","Magnoliopsida",NA,NA,"Spreng.","Shimizu, GH","472","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC055125",NA,NA,"101169","auto",NA,NA,"2014","04",NA,NA,NA,NA,NA
"272","2021-03-01 16:43:07-03","UNICAMP","UEC","27923","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Giulietti, AM; Pirani, JR; Furlan, A; Cordeiro, I; Rossi, L; et al.",NA,"Brazil","Estrada Diamantina-Biribiri, a 14km de Diamantina; proximo do Corrego Soberbo. 3300 pés.",NA,NA,"Arvoreta. Flores alvas com estrias róseas.; Campo Rupestre.","UEC016768","1981","10","31","Magnoliopsida",NA,NA,"Spreng.","Lisboa, M","2470","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC016768",NA,NA,"101169","auto",NA,NA,"2000","08","07",NA,NA,NA,NA
"273","2021-03-01 16:43:07-03","UNICAMP","UEC","174855","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Rosa, PO; et al.",NA,"Brazil","Estrada diamantina-Curvelo, ca. de 15km de Gouveia,&nf;18º 33'37''s, 43º50' 07'' w&nf;1057 m.",NA,NA,"Árvore, ca 3m, botão floral róseo.; Campo rupestre.","UEC068707","2008","10","23","Magnoliopsida",NA,NA,"Spreng.",NA,"1150","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC068707",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-03-01 16:43:07-03","UNICAMP","UEC","152906","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Giulietti, AM; Menezes, N; Hensold, N; Furlan, A; Rossi, L; Cordeiro, I; Pirani, JR",NA,"Brazil","Estrada Diamantina, Extração, a 7Km de Diamantina.",NA,NA,"Arvoreta 3m. Pétalas alvas com estrias cor-de-vinho.","UEC030215","1981","10","29","Magnoliopsida",NA,NA,"Spreng.",NA,"s.n.","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2021-03-01 16:43:07-03","UNICAMP","UEC","165972","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Gonçalves, DJP; Cota, MMT",NA,"Brazil","Estrada Diamantina - São Gonçalo do Rio das Pedras - 1110 msm.",NA,NA,"Árvore ca. 3m, pétalas brancas com manchas róseas.; Cerrado.","UEC009720","2011","11","21","Magnoliopsida",NA,NA,"Spreng.",NA,"221","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC009720",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2021-03-01 16:43:07-03","UNICAMP","UEC","174857","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Romero, R; Machado, AIMR; Gonçalves, DJ; Freitas, FS; Soares, PN",NA,"Brazil","Estrada gouveia - Curvelo, ca. 20km de Diamantina,&nf;18º 33' 36''s&nf;43º51' 14'' w.&nf;1060m.",NA,NA,"Árvore, ca. 3,5m. Furtos imaturos castanhos, botões esverdeados.; Campo rupestre.","UEC068705","2011","09","23","Magnoliopsida",NA,NA,"Spreng.","Gonçalves, DJP","8114","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC068705",NA,NA,"101169","auto",NA,NA,"2011","09",NA,NA,NA,NA,NA
"277","2021-03-01 16:43:07-03","UNICAMP","UEC","165970","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Gonçalves, DJP; Cota, MMT",NA,"Brazil","Estrada Mendanha- Inhaí, 739 msm&nf;17.999.091. s, 43.578.873 w.",NA,NA,"Árvore ca. 2,5m, frutos imaturos com superfície pilosa.","UEC039204","2011","11","16","Magnoliopsida",NA,NA,"Spreng.",NA,"159","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2021-03-01 16:43:07-03","UNICAMP","UEC","152912","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Harley, RM; Stannard, BL; Longhi-Wagner, HM",NA,"Brazil","Estrada para Biribiri a 2km da saída da cidade.",NA,NA,"Arbusto até 2m alt., flores alvas com manchas vermelhas.","UEC030230","1984","11","18","Magnoliopsida",NA,NA,"Spreng.","Shimizu, GH","CFCR6155","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC030230",NA,NA,"101169","auto",NA,NA,"2009","01",NA,NA,NA,NA,NA
"279","2021-03-01 16:43:07-03","UNICAMP","UEC","152912","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Harley, RM; Stannard, BL; Longhi-Wagner, HM",NA,"Brazil","Estrada para Biribiri, À 2Km da saída da cidade.",NA,NA,"Arbusto até 2m alt., flores alvas com manchas vermelhas.",NA,"1984","11","18","Magnoliopsida",NA,NA,"Spreng.","Shimizu, GH","s.n.","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,"2009","01",NA,NA,NA,NA,NA
"280","2021-03-01 16:43:07-03","UNICAMP","UEC","174858","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Mello, FNA; Nakajima, JN; Rosa, PO; Santos, APM",NA,"Brazil","Estrada para Biribiri, cochoeiras após a primeira ponte. 18º07'5, 43º27'w",NA,NA,"Arbusto ca. 1,6m. Brácteas involucrais marron, papílo creme.; Campo rupestre.","UEC068703","2007","10","19","Magnoliopsida",NA,NA,"Spreng.","Gonçalves, DJP","38","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC068703","999","999","101169","auto",NA,NA,"2013","04","11",NA,NA,NA,NA
"281","2021-03-01 16:43:07-03","UNICAMP","UEC","155692","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Mello, FNA; Nakajima, JN; Rosa, PO; Santos, APM",NA,"Brazil","Estrada para Biribiri, cochoeiras após a primeira ponte. 18º07'5, 43º27'w",NA,NA,"Arbusto ca. 1,6m. Brácteas involucrais marron, papílo creme.; Campo rupestre.","UEC055118","2007","10","19","Magnoliopsida",NA,NA,"Spreng.","Gonçalves, DJP","38","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC055118","999","999","101169","auto",NA,NA,"2013","04","11",NA,NA,NA,NA
"282","2021-03-01 16:43:07-03","UNICAMP","UEC","165987","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Gonçalves, DJP",NA,"Brazil","Estrada para Curralinho, caminho até a sede da Pousada do Salitre - 1119 msm.",NA,NA,"Árvore ca. 2,5m, pétalas branca com manchas centrais róseas.; Cerrado.","UEC039045","2011","11","23","Magnoliopsida",NA,NA,"Spreng.",NA,"236","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC039045",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2021-03-01 16:43:07-03","UNICAMP","UEC","165978","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Gonçalves, DJP; Cota, MMT",NA,"Brazil","Estrada para Mendanha, primeira estrada vindo de Diamantina, próximo a cachoeira Santa Polônia - 710 msm.&nf;18108516s 43534487w.",NA,NA,"arvoreta ca. 2,5m, na margem de um pequeno riacho de água desviada.; Cerrado.","UEC039210","2011","11","16","Magnoliopsida",NA,NA,"Spreng.",NA,"153","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC039210",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2021-03-01 16:43:07-03","UNICAMP","UEC","165977","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Gonçalves, DJP; Cota, MMT",NA,"Brazil","Estrada Soapa - São João da Chapada, 1153 msm.",NA,NA,"árvore ca. 4,5m, folhas glaucas, pétala branca com manchas lilases.; Cerrado.","UEC039214","2011","11","15","Magnoliopsida",NA,NA,"Spreng.",NA,"149","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC039214",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2021-03-01 16:43:07-03","UNICAMP","UEC","174861","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Gonçalves, DJP; Matheus, MMT; Gonçalves, JL; Gonçalves, SPM",NA,"Brazil","Estrada Sopa- São João da Chapada, local com afloramento rochoso.&nf;1260 msm,&nf;18, 200763999s&nf;43, 707655000w",NA,NA,"Arvoreta ca. 1,5m, frutos castanhos.; Campo rupestre.","UEC010715","2012","04","29","Magnoliopsida",NA,NA,"Spreng.",NA,"517","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC010715",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2021-03-01 16:43:07-03","UNICAMP","UEC","174862","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Gonçalves, DJP; Matheus, MMT; Gonçalves, JL; Gonçalves, SPM",NA,"Brazil","Estrada Sopa- São João da Chapada, local com afloramento rochoso.&nf;1260 msm,&nf;18, 200763999s&nf;45, 707655000w",NA,NA,"Arvoreta ca. 1,5m,; Campo rupestre.","UEC010717","2012","04","29","Magnoliopsida",NA,NA,"Spreng.",NA,"519","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC010717",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2021-03-01 16:43:07-03","UNICAMP","UEC","174860","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Gonçalves, DJP; Matheus, MMT; Gonçalves, JL; Gonçalves, SPM",NA,"Brazil","Estrada Sopa- São João da Chapada, local com afloramento rochoso.&nf;1260 msm,&nf;18, 20076399s&nf;44, 70765500w",NA,NA,"Arvoreta ca. 1,5m.; Campo rupestre.","UEC010718","2012","04","29","Magnoliopsida",NA,NA,"Spreng.",NA,"518","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC010718",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2021-03-01 16:43:07-03","UNICAMP","UEC","174859","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Gonçalves, DJP; Matheus, MMT; Gonçalves, JL; Gonçalves, SPM",NA,"Brazil","Estrada Sopa- São João da Chapada, local com afloramento rochoso.&nf;1265 msm,&nf;18, 200865s&nf;43, 70768900w",NA,NA,"Arvoreta ca. 1,5m.; Campo rupestre.","UEC010720","2012","04","29","Magnoliopsida",NA,NA,"Spreng.",NA,"520","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC010720",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2021-03-01 16:43:07-03","UNICAMP","UEC","174257","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Lima, HC",NA,"Brazil","Estrada Turmalina - Diamantina, 1300msm.",NA,NA,"Arvoreto 3-4m de altura, folhas levemente discolor e nítida na face ventral, botões esverdeados com máculas vinosas.Flor com pétalas maior alva com mácula central violacea. frutos acastanhados. Saxícola de campos rupestres.; Campo rupe","UEC026310","1979","05","13","Magnoliopsida",NA,NA,"Spreng.","Lisboa, MLG","1046","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC026310",NA,NA,"101169","auto",NA,NA,"1996","06","13",NA,NA,NA,NA
"290","2021-03-01 16:43:07-03","UNICAMP","UEC","174863","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Gonçalves, DJP; Matheus, MMT; Gonçalves, JL; Gonçalves, SPM",NA,"Brazil","Estr. Diamantina-Milho Verde.&nf;18,385902000000002s , 43,53748900000001w.",NA,NA,"Árvore ca. 2,5m, frutos marrons.; Campo rupestre antropizado.","UEC010386","2012","04","30","Magnoliopsida",NA,NA,"Spreng.",NA,"532","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC010386","1012","1012","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2021-03-01 16:43:07-03","UNICAMP","UEC","166054","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Gonçalves, DJP; Kotovski, ER; Cota, MMT; Silva, LAF",NA,"Brazil","Estr. Rodeador e Conselheiro Mata.&nf;18,28453599999999s , 43,974043999999999w",NA,NA,"Árvore 2,5m. Frutos castanhos.&nf;18,284535999999999s , 43,974043999999999w; Cerrado árvore.","UEC024496","2012","01","24","Magnoliopsida",NA,NA,"Spreng.",NA,"410","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC024496","993","993","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2021-03-01 16:43:07-03","UNICAMP","UEC","62871","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"Costa, LV",NA,"Brazil","Mineração Tejucana",NA,NA,"árvore; cerrado","UEC127871","1989","04",NA,"Magnoliopsida",NA,"cordata","Spreng.","Yamamoto, K","475","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC127871",NA,NA,"101169","auto",NA,NA,"1993",NA,NA,NA,NA,NA,NA
"293","2021-03-01 16:43:07-03","UNICAMP","UEC","176272","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Sousa, VC; Lorenzi, H; Romão, GO",NA,"Brazil","Próximo ao Distrito de Mendanha e o Rio Jequitinhonha.",NA,NA,"Árvore, ca. 4m alt.; Frutos castanhos.; Cerrado com solo arenoso na beira de alforamento rochoso.","UEC051245","2003","12","18","Magnoliopsida",NA,NA,"Spreng.","Gonçalves, DJP","29633","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","UEC051245",NA,NA,"101169","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA
"294","2021-03-01 16:43:07-03","UNICAMP","UEC","21523","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata elongata",NA,"Rocha, DS",NA,"Brazil","Fazenda Paraíso.&nf;Cerrado.",NA,NA,"Arbusto 1,70 m, flores róseas.","UEC010102","1979","09","03","Magnoliopsida",NA,"elongata","(Warm.) M.Lisboa & K.Yamamoto","Lisboa, MLG","10588","Minas Gerais","Esmeraldas","-44.3138999938965","-19.7625007629395","UEC010102",NA,NA,"23009","auto",NA,NA,"2000","08","07",NA,NA,NA,NA
"295","2021-03-01 16:43:07-03","UNICAMP","UEC","74451","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Yamamoto, LF",NA,"Brazil","Serra do Lopo, Condomínio Portal de Minas. Borda da estrada.",NA,NA,"9m. Flor branca/rosada com manchas vináceas.","UEC013327","2002","10","17","Magnoliopsida",NA,NA,"Spreng.","Shimizu, GH","779","Minas Gerais","Extrema","-46.3182983398438","-22.854700088501","UEC013327",NA,NA,"15223","auto",NA,NA,"2008","02",NA,NA,NA,NA,NA
"296","2021-03-01 16:43:07-03","UNICAMP","UEC","166065","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Gonçalves, DJP; Hattori, EKO; Costa, LB; Quaresma, AS",NA,"Brazil","Estr. p/ Barão de Guaicuí.&nf;18,3638079999999s , 43,780234999999998w",NA,NA,"Àrvore ca. 2,5m. Frutos imaturos castanhos. Prensado em álcool.; Campo rupestre.","UEC009213","2011","12","13","Magnoliopsida",NA,NA,"Spreng.",NA,"307","Minas Gerais","Gouveia","-43.7407989501953","-18.4543991088867","UEC009213","1266","1266","37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2021-03-01 16:43:07-03","UNICAMP","UEC","176055","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Souza, JP; Souza, DG; Souza, LMPP",NA,"Brazil","ca 7km da cidade em direção a Belo Horizonte. Campo rupestre - Beira de estrada.",NA,NA,"Árvore ca 3,5m alt. Botões verdes.","UEC002248","1995","10","14","Magnoliopsida",NA,NA,"Spreng.","Gonçalves, DJP","266","Minas Gerais","Itabirito","-43.801399230957","-20.2532997131348","UEC002248",NA,NA,"20553","auto",NA,NA,"2013","04",NA,NA,NA,NA,NA
"298","2021-03-01 16:43:07-03","UNICAMP","UEC","74029","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Teixeira, WA",NA,"Brazil","Pico do Itabirito. Próximo aos afloramentos de quartzito",NA,NA,"Árboreo. Flores liláses com mancha roxa no centro.; Campo rupestre.","UEC016790","1994","10","14","Magnoliopsida",NA,NA,"Spreng.","Lisboa, M","26032","Minas Gerais","Itabirito","-43.801399230957","-20.2532997131348","UEC016790",NA,NA,"20553","auto",NA,NA,"2000","08","07",NA,NA,NA,NA
"299","2021-03-01 16:43:07-03","UNICAMP","UEC","174255","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Farney, C; et al.",NA,"Brazil","Serra do Itabirito, campos rupestres próximo do Belvedere da Rodovia Itabirito/Ouro Preto, próxio, 1200- 1300msm.",NA,NA,"Arvoreto, 4m,heliófila, folhas coriáceas verdes, discolores, frutos imaturos castanhos, caule amarelo.; Campo Rupestre.","UEC026307","1986","01","23","Magnoliopsida",NA,NA,"Spreng.","Vianna, MC","s.n.","Minas Gerais","Itabirito","-43.801399230957","-20.2532997131348","UEC026307",NA,NA,"20553","auto",NA,NA,"1987","08","20",NA,NA,NA,NA
"300","2021-03-01 16:43:07-03","UNICAMP","UEC","15748","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Joly, AB; Semir, J; Ugadim, Y",NA,"Brazil","Km114 ao longo da rodovia Lagoa Santa- Conceição do Mato Dentro.",NA,NA,"Flores branco-vermelhas, árvore pequena.","UEC016778","2000","06","07","Magnoliopsida",NA,NA,"Spreng.","Lisboa, M","802","Minas Gerais","Jaboticatubas","-43.7449989318848","-19.513599395752","UEC016778",NA,NA,"31264","auto",NA,NA,"2000","08","07",NA,NA,NA,NA
"301","2021-03-01 16:43:07-03","UNICAMP","UEC","15747","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Joly, AB; Giulietti, AM; Menezes, NL; Windisch, PG",NA,"Brazil","Serra do Cipó, km 112 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro.&nf;Diamantina.",NA,NA,"Labelo alvo e roxo. Árvore 4 metros. Frutos velhos.","UEC030266","1973","10","18","Magnoliopsida",NA,NA,"Spreng.","Lisboa, MLG","4859","Minas Gerais","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,"31264","auto",NA,NA,"2000","08","07",NA,NA,NA,NA
"302","2021-03-01 16:43:07-03","UNICAMP","UEC","15751","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Joly, AB; Giulietti, AM; Menezes, NL; Windisch, PG",NA,"Brazil","Serra do Cipó, km 113 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro.",NA,NA,"Árvore pequena, 3m. Flores branco-roxas. (tudo queimado)","UEC030263","1973","10","18","Magnoliopsida",NA,NA,"Spreng.","Lisboa, MLG","4519","Minas Gerais","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,"31264","auto",NA,NA,"2000","08","07",NA,NA,NA,NA
"303","2021-03-01 16:43:07-03","UNICAMP","UEC","165983","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Gonçalves, DJP; Cota, MMT; Kotovski, ER",NA,"Brazil","Parque Estadual da Serra do Cabral, estrada para Varzea da Oalma - 1199 msm.",NA,NA,"arbusto ca. 2m, frutos castanhos.; Campo rupestre com água.","UEC024520","2012","01","23","Magnoliopsida",NA,NA,"Spreng.",NA,"395","Minas Gerais","Joaquim Felício","-44.1721992492676","-17.7574996948242","UEC024520",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2021-03-01 16:43:07-03","UNICAMP","UEC","165984","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Gonçalves, DJP; Kotovski, ER; Cota, MMT",NA,"Brazil","Parque Estadual da Serra do Cabral, estrada para Várzea da Palma, areal em frente a igrejinha abandonada - 1128 msm.",NA,NA,"Árvore ca. 5m, frutos castanhos.; Cerrado rupestre.","UEC024521","2012","01","23","Magnoliopsida",NA,NA,"Spreng.",NA,"401","Minas Gerais","Joaquim Felício","-44.1721992492676","-17.7574996948242","UEC024521",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2021-03-01 16:43:07-03","UNICAMP","UEC","152093","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Silva, AF",NA,"Brazil","Estrada Lagoa Santa - Conceição do Mato Dentro, Próximo ao chapéu de sol, campo rupestre, lado direito da estrada.",NA,NA,"Árvore com cerca de 8m. de altura com flores amarelas e frutos verdes. Campo rupestre Km 115.","UEC030276","1980","10","24","Magnoliopsida",NA,NA,"Spreng.","Shimizu, GH","260","Minas Gerais","Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,NA,"12338","auto",NA,NA,"2008","04",NA,NA,NA,NA,NA
"306","2021-03-01 16:43:07-03","UNICAMP","UEC","124900","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata dichotoma",NA,"Valente, A; Araújo, F",NA,"Brazil","Conceição do Ibitipoca Vilarejo de Mogol",NA,NA,"Arvoreta. Ca. 1,8m em mata baixa. Cálice vede e pétalas em creme com manchas internas vináceas. Flores de odor agradável.",NA,"2001","11","23","Magnoliopsida",NA,"dichotoma","(Mart.) M.Lisboa & K.Yamamoto","Shimizu, GH","47","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,"990","990","30417","auto",NA,NA,"2008","02",NA,NA,NA,NA,NA
"307","2021-03-01 16:43:07-03","UNICAMP","UEC","62867","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Stehmann, JR; Pedralli, G; Teixeira, MCB",NA,"Brazil","Cerrado.",NA,NA,"Árvore. Flores branco/lilás.","UEC016800","1987","10","12","Magnoliopsida",NA,NA,"Spreng.","Lisboa, M","14474","Minas Gerais","Minas Novas","-42.5903015136719","-17.218599319458","UEC016800",NA,NA,"54253","auto",NA,NA,"2000","08","07",NA,NA,NA,NA
"308","2021-03-01 16:43:07-03","UNICAMP","UEC","62874","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"Lopes, E; Grandi, TSM",NA,"Brazil","Serra da Moeda, Campo rupestre.",NA,NA,"Arbórea.","UEC010085","1985","10","05","Magnoliopsida",NA,"cordata","Spreng.","Lisboa, MLG","1988","Minas Gerais","Moeda","-44.0527992248535","-20.3330993652344","UEC010085",NA,NA,"14750","auto",NA,NA,"2000","08","07",NA,NA,NA,NA
"309","2021-03-01 16:43:07-03","UNICAMP","UEC","62869","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"Pequeno, PHA; et al.",NA,"Brazil","Serra da Moeda, Campo rupestre.",NA,NA,"Herbáceo.","UEC010084","1989","10","04","Magnoliopsida",NA,"cordata","Spreng.","Lisboa, MLG","129","Minas Gerais","Moeda","-44.0527992248535","-20.3330993652344","UEC010084",NA,NA,"14750","auto",NA,NA,"2000","08","07",NA,NA,NA,NA
"310","2021-03-01 16:43:07-03","UNICAMP","UEC","62873","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Andrade, PM; Grandi, TSM",NA,"Brazil","Morro-do-Chapéu.",NA,NA,"Árboreo.; campo rupestre.","UEC016767","1982","10","27","Magnoliopsida",NA,NA,"Spreng.","Lisboa, M","1201","Minas Gerais","Nova Lima","-43.8466987609863","-19.9855995178223","UEC016767",NA,NA,"29211","auto",NA,NA,"2000","08","07",NA,NA,NA,NA
"311","2021-03-01 16:43:07-03","UNICAMP","UEC","174256","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Perom, M",NA,"Brazil","Fazenda das Candeias.&nf;1200mam.",NA,NA,"Árvore 3m. Heliófilo, folhas coriaceas, flores verdes, pétalas brancas com estrias roxas.; Cerrado.","UEC026305","1987","10","15","Magnoliopsida",NA,NA,"Spreng.","Peron, M","422","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","UEC026305",NA,NA,"44599","auto",NA,NA,"1987","11","13",NA,NA,NA,NA
"312","2019-08-20 10:28:09-03","UNICAMP","UEC","204911","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata elongata",NA,"Tameirão Neto, E; Werneck, MS",NA,"Brazil","Ilha formada pelo reservatório de UHE Nova ponte, CEMIG",NA,NA,NA,"UEC190216","1994","09","26","Magnoliopsida",NA,"elongata","(Warm.) M.Lisboa & K.Yamamoto",NA,"1691","Minas Gerais","Perdizes","-47.2928009033203","-19.3528003692627","UEC190216",NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2021-03-01 16:43:07-03","UNICAMP","UEC","152090","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Barbosa, AAA",NA,"Brazil","Estrada Lagoa Santa - Conceição do Mato Dentro, Campo rupestre, área próximo a cachoeira do Hotel.",NA,NA,"Árvore com ca. de 3m de altura, casca grossa; fruto imaturo marrom.","UEC030275","1989","06","07","Magnoliopsida",NA,NA,"Spreng.","Shimizu, GH","352","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,"26557","auto",NA,NA,"2008","04",NA,NA,NA,NA,NA
"314","2021-03-01 16:43:06-03","UNICAMP","UEC","117818","S","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"Salatino, A; Santos, DYAC; Conceição, AA; Patrício, MCB; Mimura, MRM",NA,"Brazil","Faz. Monjolos",NA,NA,"Árvore com aproximadamente 4 metros de altura, folhas discolores. Inflorescencia com flores de pétalas alvas, com mancha púrpura circundante na base da pétala. Estames com filetes verdes e anteras amarelas. Frutos velhos castanhos.","UEC030279","1995","09","25","Magnoliopsida",NA,NA,"Spreng.","Gonçalves, DJP","50","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,"26557","auto",NA,NA,"2013","04",NA,NA,NA,NA,NA
