"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","recordNumber","continentOcean","coordinatePrecision","preparationType","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","typeStatus"
"311","2015-09-03 18:49:50-03","MNHN","RECOLNAT_MNHN_P","P02027560","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.","Rainer",NA,NA,NA,"Glaziou, A.","1870","10","12","Brasil","Rio de Janeiro",NA,"Brésil. Belem à Queimados.",NA,NA,NA,NA,NA,NA,"P02027560","P02027560_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02027560' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"312","2015-09-03 18:49:51-03","MNHN","RECOLNAT_MNHN_P","P02027566","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Remy, J.","1855","1","1","Equateur","Guayas",NA,"Bord de la rivière Goyaquil","-79.88333","-2.18333",NA,NA,NA,NA,"P02027566","P02027566_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02027566' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"313","2015-09-03 18:49:51-03","MNHN","RECOLNAT_MNHN_P","P02027584","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Boom, B.","1987","3","28","Guyana","Mahaica-Berbice",NA,"Abary River mouth near coastline. Mangrove formation and margins. 06°30'N, 57°45'W. Sea level elev.","-57.75","6.525",NA,NA,NA,NA,"P02027584","P02027584_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02027584' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"314","2015-09-03 18:49:50-03","MNHN","RECOLNAT_MNHN_P","P02027550","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.","Rainer",NA,NA,NA,"Salzmann",NA,NA,NA,"Brasil","Bahia",NA,"Brésil.",NA,NA,NA,NA,NA,NA,"P02027550","P02027550_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02027550' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"315","2015-09-04 08:24:57-03","MNHN","RECOLNAT_MNHN_P","P00220967","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.","Bordenave",NA,NA,NA,"Bordenave, B.","1994","4","14","Guyane française",NA,NA,"Commune de Matoury - Ile de Cayenne","-52.33333","4.85",NA,NA,"3",NA,"P00220967","P00220967_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00220967' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"988",NA,NA,NA
"316","2008-04-23 11:30:21-03","MNHN","RECOLNAT_MNHN_P","P00734943","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Commun sur les bords de la mer dans la province de Sainte Catherine",NA,NA,NA,NA,NA,NA,"P00734943","P00734943_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00734943' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"1753",NA,NA,NA
"317","2015-10-02 07:13:52-03","MNHN","RECOLNAT_MNHN_P","P00734944","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.","Rainer",NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Commun sur les bords de la mer dans la province de Sainte Catherine",NA,NA,NA,NA,NA,NA,"P00734944","P00734944_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00734944' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"1753",NA,NA,NA
"318","2015-09-03 18:50:58-03","MNHN","RECOLNAT_MNHN_P","P01619324","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Pignal, M.","1993","5","23","Brésil","Bahia",NA,"Près de Salvador, Praia do Forte, Timeantube.","-38","-12.33333",NA,NA,NA,NA,"P01619324","P01619324_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01619324' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"319","2015-09-04 13:36:58-03","MNHN","RECOLNAT_MNHN_P","P016963","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Pignal, M.|Lechat, F.","1993","5","23","Brésil","bahia","praia do forte","Praia do Forte, Timeantube","-38","-12.56667",NA,NA,"10","20","P016963","P016963_01","Projet Pau brasil <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p016963' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"H 1",NA,NA,NA
"320","2015-09-03 18:49:29-03","MNHN","RECOLNAT_MNHN_P","P02027456","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Pipoly, J.J.","1986","12","2","Guyana","Demerara-Mahaica",NA,"Atlantic coastline facing leper colony & hospital at mouth of Mahaica R. 6°38'N, 57°55'W. Elev. 1 m. Mangrove formation strand vegetation, disturbed areas. Along Mahaica Sluice & along edge of coconut plantation.","-57.91889","6.69964",NA,NA,NA,NA,"P02027456","P02027456_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02027456' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"321","2016-03-17 12:22:22-03","MNHN","RECOLNAT_MNHN_P","P02027547","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.","Gomes-Bezerra",NA,NA,NA,"Salzmann",NA,NA,NA,"Brasil","Bahia",NA,"Bahia.",NA,NA,NA,NA,NA,NA,"P02027547","P02027547_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02027547' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"322","2015-09-03 18:49:41-03","MNHN","RECOLNAT_MNHN_P","P02027548","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.","Rainer",NA,NA,NA,"Burchell, W.J.",NA,NA,NA,"Brasil",NA,NA,"Brésil.",NA,NA,NA,NA,NA,NA,"P02027548","P02027548_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02027548' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"8464",NA,NA,NA
"323","2015-09-03 18:49:41-03","MNHN","RECOLNAT_MNHN_P","P02027549","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.","Rainer",NA,NA,NA,"Saint-Hilaire, A.",NA,NA,NA,"Brasil",NA,NA,"Brasilia. Dans les provinces de Rio Janeiro et Espirito Santo.",NA,NA,NA,NA,NA,NA,"P02027549","P02027549_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02027549' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"324","2015-09-03 18:49:50-03","MNHN","RECOLNAT_MNHN_P","P02027561","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Gaudichaud","1831","1","1","Brasil","Rio de Janeiro",NA,"Brésil. Culti. pré Rio de Janeiro par Gaudichaud (de l´ herbier du Muséum).","-42.70761","-22.35343",NA,NA,NA,NA,"P02027561","P02027561_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02027561' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"805",NA,NA,NA
"325","2015-09-03 18:49:51-03","MNHN","RECOLNAT_MNHN_P","P02027565","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Oldeman","1966","2","16","Guyane Française","(Guyane Française)",NA,"Ile de Cayenne.","-52.33333","4.83333",NA,NA,NA,NA,"P02027565","P02027565_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02027565' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"326","2015-09-03 18:49:51-03","MNHN","RECOLNAT_MNHN_P","P02027583","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Oldeman","1970","10","8","Guyane Française","(Guyane Française)",NA,"Marécage à eau salée, derrière la plage de Montjoly, environ 1 km du Carrefour de Suzini, à gauche en venent de Cayenne.","-52.29821","4.92119",NA,NA,NA,NA,"P02027583","P02027583_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02027583' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"327","2015-09-03 18:49:51-03","MNHN","RECOLNAT_MNHN_P","P02027582","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,NA,"1952","5","21","Guyane Française","(Guyane Française)",NA,"R. eau en amont de Dégrad Strata Crique Sparwine (Maroni)","-54.16637","5.33985",NA,NA,NA,NA,"P02027582","P02027582_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02027582' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"328","2015-09-03 18:49:51-03","MNHN","RECOLNAT_MNHN_P","P02027585","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Oldeman","1966","12","29","Guyane Française","(Guyane Française)",NA,"Route de Stoupan. Ile de Cayenne.","-52.3449","4.86145",NA,NA,NA,NA,"P02027585","P02027585_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02027585' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"329","2015-09-03 19:00:36-03","MNHN","RECOLNAT_MNHN_P","P02034943","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Junikka, L.","2000","9","13","Guyane Française","(Guyane Française)",NA,"Saûl, Les Eaux Claires","-53.22222","3.675",NA,NA,NA,NA,"P02034943","P02034943_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02034943' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"330","2015-09-03 19:00:36-03","MNHN","RECOLNAT_MNHN_P","P02034942","PreservedSpecimen",NA,"Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Granville|de, J.-J.","2002","2","17","Guyane Française","(Guyane Française)",NA,"Savane Angélique, Marais de Kaw, station flottante.","-52.10071","4.61496",NA,NA,NA,NA,"P02034942","P02034942_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02034942' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"331","2020-11-16 13:23:03-03","UFT","HTO","10562","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"M. Miranda","2013","01","24","Brasil","TO","Palmas","Próximo à Av. Teotônio Segurado e ao Lago de Palmas. Cerrado sentido restrito","-48.3602981567383","-10.2128000259399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62375",NA,"auto",NA,NA,NA,NA,NA,NA
"332","2020-10-01 14:25:30-03","JBB","HEPH","11237","S","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Pontes, AF","2002","12",NA,"Fabris, LC","1986","10","18","Brasil","Espírito Santo","Vitória","Ilha do Frade","-40.3377990722656","-20.3194007873535",NA,NA,NA,NA,NA,NA,NA,"Magnoliid","Magnoliales","66","Southern America","15291",NA,"auto",NA,NA,NA,NA,NA,NA
"333","2020-12-11 11:31:30-03","UFMG","BHCB","105955","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,"Pivari, MOD","2007","02","09","Brasil","Espírito Santo","Linhares","Reserva Natural da Companhia Vale do Rio Doce","-39.936944","-19.165833","-39.936944","-19.165833","23","23","BHCB050312",NA,"Arvoreta, emergente, ca. 3 m alt., há 0,6 m prof. Infrutescência verde-avermelhada.","Dicotyledon",NA,"501","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2020-12-11 11:31:30-03","UFMG","BHCB","34327","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","Southern America","28215",NA,"auto",NA,NA,NA,NA,NA,NA
"335","2020-12-11 11:31:30-03","UFMG","BHCB","34327","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","Southern America","28215",NA,"auto",NA,NA,NA,NA,NA,NA
"336","2019-05-06 14:24:24-03","UFMA","MAR","10123","S","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"SERRA, F.C.V","2012","12","08","Brasil","Maranhão","São José de Ribamar","Sitio Aguahy","-44.138722","-2.559389","44º8'19.4W","2º33'33.8S",NA,NA,NA,NA,"Arvore, ca de 4m, frutos amarelos",NA,NA,"105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2021-02-12 12:24:30-03","UFMA","MAR","9261","S","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"AMORIM, G. S","2015","04","11","Brasil","Maranhão","Paço do Lumiar","Praia do Araçagy","-44.183417","-2.46375","44º11'0.3W","02º27'49.5S",NA,NA,NA,NA,NA,NA,NA,"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2021-02-11 17:17:50-03","UFPR","UPCB","36396","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Silva, S.M.","1998","12",NA,"Borgo, M.","1998","12","15","Brasil","Paraná","Guaratuba","Baía de Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"Árvore de 7,5m, flores creme-amareladas com frutos jovens, em manguezal no interior da Baía..",NA,NA,"242",NA,"41937",NA,"auto",NA,NA,NA,NA,NA,NA
"339","2021-02-11 17:17:50-03","UFPR","UPCB","44414","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Hatschbach, G.","2000","01","01","Hatschbach, G.","2000","12","13","Brasil","Santa Catarina","Laguna","Caputera","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,NA,"Arbusto, 2m, flor creme, base interna vermelha. Mangue à beira da lagoa, 5-8m s.n.m..",NA,NA,"71889",NA,"21199",NA,"auto",NA,NA,NA,NA,NA,NA
"340","2021-02-11 17:17:50-03","UFPR","UPCB","41146","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Silva, S.M.","2000","03",NA,"Jaster, C.B.","1999","12","16","Brasil","Paraná","Guaraqueçaba","Ilha das Peças, porção sul","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,NA,"Árvore com frutos, DAP=13,2cm, h=5m. Floresta de restinga em estágio precoce, ambiente úmido, parcialmente inundado (caxetal), vegetação densa, baixa, 1-22-2. Distância do mar ±220m..",NA,NA,NA,NA,"37295",NA,"auto",NA,NA,NA,NA,NA,NA
"341","2021-02-11 17:17:50-03","UFPR","UPCB","27831","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Hatschbach, G.",NA,NA,NA,"Schwarz, E.A.","1982","12","05","Brasil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"Árvore com 5m de altura; botão floral verde, pétalas bege pigmentada de lilás; frequente na área do mangue..",NA,NA,"133",NA,"24916",NA,"auto",NA,NA,NA,NA,NA,NA
"342","2021-02-11 17:17:50-03","UFPR","UPCB","31313","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Silva, S.M.","1995","05",NA,"Silva, S.M.","1995","05","10","Brasil","Paraná","Paranaguá","Ilha do Mel - Praia do Farol","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"Plantas jovens estabelecidas na praia, em zona de vegetação pioneira herbácea..",NA,NA,NA,NA,"24916",NA,"auto",NA,NA,NA,NA,NA,NA
"343","2021-02-11 17:17:50-03","UFPR","UPCB","40105","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Guimarães, O.A.","2000","01","24","Bastos, D.","2000","01","24","Brasil","Paraná","Guaratuba","Piçarras (próximo ao Aeroporto)","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"Árvore pequena, ± 1,5m. Fruto imaturo verde..",NA,NA,NA,NA,"41937",NA,"auto",NA,NA,NA,NA,NA,NA
"344","2021-02-11 17:17:50-03","UFPR","UPCB","36486","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Hatschbach, G.","1998","01","01","Hatschbach, G.","1998","11","19","Brasil","Paraná","Antonina","Pinheirinho","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,"Árvore 4m. Orla do mangue..",NA,NA,"68867",NA,"38300",NA,"auto",NA,NA,NA,NA,NA,NA
"345","2018-08-08 09:48:00-03","MO","MOBOT","101062708","PreservedSpecimen","Plantae","Annonaceae","Annona","australis","Annona australis","A. St.-Hil.",NA,NA,NA,NA,"A. Saint-Hilaire",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint-Hilaire s.n.","South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"346","2008-05-27 22:02:00-03","MO","MOBOT","1157099","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","L. Chatrou et al. (U)",NA,NA,NA,"Folke Fagerlind|Per-Göran Wibom",NA,NA,NA,"Ecuador","El Oro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fagerlind 445","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2011-02-22 10:38:00-03","MO","MOBOT","1742539","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","G. E. Schatz",NA,NA,NA,"Enrique Rentería A.|et al.","1985","6","29","Colombia","Antioquia",NA,"Rio Bohios, frente a Don Eladio, margen del Rio",NA,NA,NA,NA,"30.00000000",NA,NA,NA,NA,NA,NA,"Rentería Arriaga 4297","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2008-05-27 22:02:00-03","MO","MOBOT","1745620","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Alwyn H. Gentry","1972","5","5","Colombia","Antioquia",NA,"Turbo, swampy area near Golfo de Uraba.","-76.7316667","8.0980555",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gentry 5188","South America",NA,NA,NA,NA,NA,"3048",NA,NA,NA
"349","2014-11-11 11:15:00-02","MO","MOBOT","1839503","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","van Rooden",NA,NA,NA,"Gerrit Davidse|Nelson A. Rosa|Milton G. da Silva|Carlos S. Rosário","1980","4","3","Brazil","Pará",NA,"Mun. de Marapanim: just E of the fishing village of Camara, which is ca. 11 km NW of Marudá.","-47.6833333","-0.6166667",NA,NA,"2.00000000","20.00000000",NA,NA,NA,NA,NA,"Davidse 17786B","South America",NA,NA,NA,NA,NA,"80-8","1",NA,NA
"350","2013-10-05 06:33:00-03","MO","MOBOT","1843712","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","R. Liesner",NA,NA,NA,"Gerrit Davidse|Ángel C. González","1980","6","17","Venezuela","Falcón",NA,"Distrito Puerto Zazárida; shore of Golfo de Venezuela",NA,NA,NA,NA,"1.00000000",NA,NA,NA,NA,NA,NA,"Davidse 18193","South America",NA,NA,NA,NA,NA,"1395",NA,NA,NA
"351","2009-07-21 23:34:00-03","MO","MOBOT","2453077","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Fries, R. E.",NA,NA,NA,"Per Dusén",NA,NA,NA,"Brazil","Paraná",NA,"Guaratula, Wald",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusén 13746","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2008-05-27 22:02:00-03","MO","MOBOT","3357714","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","H. Rainer",NA,NA,NA,"W. Wayt Thomas|A. Carvalho|André M. Amorim","1993","10","17","Brazil","Bahia",NA,"Mun. Ilhéus. 40 km north of Ilhéus on road to Serra Grande, at river marking boundary of mun. with Mun. Uruçuca. Riverside vegetation with mangrove influence. Growing with Montrichardia.","-39.06666","-14.53333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thomas 9954","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2008-05-27 22:02:00-03","MO","MOBOT","3410235","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","M.F. Silva & L.Coelho",NA,NA,NA,"William A. Rodrigues","1970","3","16","Brazil",NA,NA,"Igarape do segundo Petropolis, rio Jose Florencio. Arvore pequena, bastante esgalhada, ocasional na capeira a margem do igarape; fruot quando maduros amarelo, comestiveis. Condessa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodrigues 8763","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2009-10-27 06:06:00-02","MO","MOBOT","3410427","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Kenneth R. Robertson|Daniel F. Austin","1967","6","18","Guyana",NA,NA,"E of Georgetown, beach at Hope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robertson 313","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2014-05-13 21:13:00-03","MO","MOBOT","3411133","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"W. Wilbert|E. Wade Davis|T. Rivero|Ayala Lafée, Cecilia","1997","5",NA,"Venezuela",NA,NA,"Banks of the Winikina River near the village of Morichito, Delta Amacuro State. Fruit is used as bait to fish fro morocoto (Callosoma macropomus) and ca chama; 2 A good source of firwood because it dries quickly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wilbert 193","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2014-02-27 21:59:00-03","MO","MOBOT","3411221","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"W. Wilbert","1983","8","5","Venezuela",NA,NA,"Winikinaro; Ebaudwaha; criollo; Catuche.","-61.5","9.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wilbert 88353","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2010-11-22 05:54:00-02","MO","MOBOT","3411488","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","P.J.M. Maas",NA,NA,NA,"Terry W. Henkel|R. Williams|Mohammed H. Ameer","1993","8","17","Guyana",NA,NA,"Region: Demerara-Mahaica. Mahaica Coast near Cane Grove. Creekside secondary forest; brackish trenches.","-57.96666","6.66666",NA,NA,"0E8","10.00000000",NA,NA,NA,NA,NA,"Henkel 2614","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2014-01-20 09:24:00-02","MO","MOBOT","3411606","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"R. Romero Castañeda","1966",NA,NA,"Colombia","Magdalena",NA,"Isla de Salamanca. Km 20 de la carretera Cienaga B./ouilla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romero Castañeda 10506","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2008-05-27 22:02:00-03","MO","MOBOT","3411623","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","A. Carvalho",NA,NA,NA,"Sant'Ana","1993","10","9","Brazil",NA,NA,"Mun. de Sta Luzia do Itanhi-SE. Cerca de 2.0 km do Distrito de Crasto, na estrada p Sta Luzia do Itanhi. Orla da Mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sant'Ana 418","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2010-11-22 05:49:00-02","MO","MOBOT","3411700","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","H. Rainer",NA,NA,NA,"B. Hoffman|Harold Ameer|C. Capellaro","1992","1","19","Guyana",NA,NA,"Region Demerara-Mahaica. Atlantic coastline W. of Mahaica R. between seawall and hospital. Distrurbed coastal strand vegetation.","-57.91666","6.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoffman 737","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2008-05-27 22:02:00-03","MO","MOBOT","3411738","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","P.J.M. Maas",NA,NA,NA,"John James Pipoly, III","1987","3","28","Guyana",NA,NA,"Mahaica-Berbice Region: Abary River mouth & along canals leading into river, between coastal hwy & ocean. Sea level. Dominants-Rhizophora, Bonita and Conocarpus. Mangrove formation.","-57.78333","6.58333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pipoly 11256","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2012-04-16 15:45:00-03","MO","MOBOT","3411780","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Luz Myriam Moreno B.","1979","3",NA,"Colombia","Magdalena",NA,"Los Naranjos, cerca de la desembocadura del rio Piedras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moreno B. 384","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
