"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","previousCatalogNumber","typeStatus","relatedCatalogItem","fieldNumber","individualCount"
"102","2020-10-20 14:18:17-03","UFOPA","HSTM","5848","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Giacomin, L.L.; Bohs, L.; Gouvêa, Y.F.","1837","2012","06","03",NA,"Brasil","Rio de Janeiro","Varre-Sai","Estrada não pavimentada que leva a fazenda Bom destino. Fragmento de floresta estacional semidecidual secundária, marginal à estrada.","-41.89","-20.879722","750",NA,NA,"HSTM005848","HSTM005848",NA,"750",NA,NA,"41º53'24''W","20º52'47''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-10-20 14:18:17-03","UFOPA","HSTM","7938","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Garcia, R.J.F.; Pascalicchio, F.F.; Barretto, E.H.P.; Almeida Neto, J.F.","3809","2014","08","12",NA,"Brasil","São Paulo","São Paulo","Parque Chácara do Jóquei. Clube antes da implantação do parque.","-46.631667","-23.913333",NA,NA,NA,"HSTM007938","HSTM007938","Barretto, E.H.P.",NA,NA,NA,"46º37'54''W","23º54'48''S","2014","09","01",NA,NA,NA,NA,NA,NA
"104","2020-10-20 14:18:17-03","UFOPA","HSTM","5867","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Giacomin, L.L.; Almeida, T.E.","1821","2012","05","12",NA,"Brasil","Minas Gerais","Caldas","Distrito de Pocinhos do Rio Verde, Próximo a sede da Fazendinha. Em subosque de fragmento de floresta ombrófila/ mata de galeria.","-46.433611","-21.929167","1105",NA,NA,"HSTM005867","HSTM005867",NA,"1105",NA,NA,"46º26'1''W","21º55'45''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-10-20 14:18:17-03","UFOPA","HSTM","10723","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Tovar, J.D.; Giacomin, L.L.","369","2018","02","28",NA,"Brasil","Minas Gerais","Belo Horizonte","Campus da UFMG, remanescente entre o ICB e o estacionamento do Mineirão. Fragmento de vegetação secundária.","-43.968056","-19.868056","828",NA,NA,"HSTM010723","HSTM010723","Giacomin, L.L.","828",NA,NA,"43º58'5''W","19º52'5''S","2018","02","28",NA,NA,NA,NA,NA,NA
"106","2020-10-20 14:18:17-03","UFOPA","HSTM","5877","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Giacomin, L.L.; Bohs, L.; Gouvêa, Y.F.","1824","2012","06","01",NA,"Brasil","Rio de Janeiro","Itaipava","Estrada que liga Itaipava à Teresópolis. BR 459, ca.5km após Itaipava, às margens de fragmento de floresta ombrófila densa, em barranco próximo da estrada.","-43.099167","-22.411944","700",NA,NA,"HSTM005877","HSTM005877",NA,"700",NA,NA,"43º5'57''W","22º24'43''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-11-21 14:46:12-03","UFJF","CESJ","34794","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","F.R.G. Salimena; P.H. Nobre","948","2001","10","21","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"Arvoreta ca. 5 m, flores alvas, estames amarelos, na mata.","CESJ034794",NA,"F.R.G. Salimena; R.M. Castro",NA,"11991","auto",NA,NA,"2001","11",NA,NA,NA,NA,NA,NA,NA
"108","2019-11-21 14:46:12-03","UFJF","CESJ","31391","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","P.C. Zampa","s.n.","2000","08","08","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"Arvoreta, 3 m, inflorescência densamente pilosa marrom-claro Pamaceia.","CESJ031391",NA,"L.L. Giocomis",NA,"11991","auto",NA,NA,"2009","05",NA,NA,NA,NA,NA,NA,NA
"109","2019-11-21 14:46:12-03","UFJF","CESJ","19634","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","S.V.M.Sarmento","s.n.","1983","05",NA,"América do Sul","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"arbustinho na beira da mata","CESJ019634",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-21 14:46:12-03","UFJF","CESJ","1076","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","L. Krieger","CESJ1076","1945","06","10","América do Sul","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"Árvore pequena na capoeira. Flores brancas.","CESJ001076",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-21 14:46:12-03","UFJF","CESJ","57860","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","B.E. Conde","122","2011","05","05","América do Sul","Brasil","Minas Gerais","Juiz de Fora","bairro Eldorado, Horta caseira de D. Lucéilia","-43.3502998352051","-21.7642002105713",NA,NA,"Panacéia. Arbusto ca. 3m alt., folhas discolores, caule com pelos de cor amarelada. Utilizada como depurativo do sangue.","CESJ057860",NA,"B.E. Conde",NA,"36144","auto",NA,NA,"2011","05","10",NA,NA,NA,NA,NA,NA
"112","2019-11-21 14:46:12-03","UFJF","CESJ","57697","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","F.R.G. Salimena; C. Neves; M.S. Machado; P.H. Nobre","3260","2011","03","26","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF - Mata do Krambeck, Ca.850m altitude.","-43.3502998352051","-21.7642002105713",NA,NA,"Árvore ca. 3,5m, flores alvas, folhas discolores. Em mata.","CESJ057697",NA,"F.R.G. Salimena",NA,"36144","auto",NA,NA,"2011","03","26",NA,NA,NA,NA,NA,NA
"113","2019-11-21 14:46:12-03","UFJF","CESJ","48609","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","E.A. Feliciano; L. Menini Neto; A.S.M. Valente","15","2006","11","25","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713",NA,NA,"Arvoreta, ca. 2m alt., folhas discolores, flores alvas, antera amarela, na borda da mata.","CESJ048609",NA,"E.A. Feliciano",NA,"36144","auto",NA,NA,"2006","11","25",NA,NA,NA,NA,NA,NA
"114","2019-11-21 14:46:12-03","UFJF","CESJ","71659","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","L.V. Rippel; S.P. Tavares; L. Menini Neto; S.G. Furtado","10","2018","09","28","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF","-43.366667","-21.733333","600",NA,"Arbórea; pétalas brancas; estames amarelos; folha com face abaxial descolor","CESJ071659",NA,"L.V. Rippel; S.P. Tavares; C.T. Miranda","600",NA,NA,"-43.366667","-21.733333","2018","10","05",NA,NA,NA,NA,NA,NA
"115","2019-11-21 14:46:12-03","UFJF","CESJ","20670","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","F.R.G. Salimena; M. Fernandes","67","1985","06","14","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.3502998352051","-21.7642002105713",NA,NA,"Árbusto à beira do caminho próximo à mina de caulim, com inflorescência.","CESJ020670",NA,"F.R.G. Salimena",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-21 14:46:12-03","UFJF","CESJ","9943","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","L. Krieger","CESJ9943","1971","02","06","América do Sul","Brasil","Minas Gerais","Laranjal",NA,"-42.4768981933594","-21.3743991851807",NA,NA,"Arbusto, beira da mata, folhas brancas na face dorsal. Pelos brancos no caule e na inflorescência. Flores brancas.","CESJ009943","CESJ009943",NA,NA,"14056","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-21 14:46:12-03","UFJF","CESJ","51536","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","R.M. Castro","1345","2007","08","26","América do Sul","Brasil","Minas Gerais","Lima Duarte","RPPN Pedra do Gavião","-43.793098449707","-21.8425006866455",NA,NA,"Árvore no pasto, flores alvas.","CESJ051536",NA,"R.M. Castro",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-21 14:46:12-03","UFJF","CESJ","50104","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","L.B.V. Matta; L. Menini Neto","102","2008","04","18","América do Sul","Brasil","Minas Gerais","Matias Barbosa","Área Verde","-43.3194007873535","-21.8691997528076",NA,NA,"Arvoreta ca. 2,5m. Folhas discolores. Flores alvas, tricomas dourados. Frutos verdes passando a vináceos.","CESJ050104",NA,NA,NA,"10884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-21 14:46:12-03","UFJF","CESJ","42690","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","G. Del-Vechio","s.n.","2004","05","06","América do Sul","Brasil","Minas Gerais","São João Del Rei","Distrito Rio das Mortes (Goiabeiras)","-44.2616996765137","-21.1355991363525",NA,NA,"Subarbusto, área semi-sombreada.","CESJ042690",NA,"F.M. Ferreira",NA,"39093","auto",NA,NA,"2001","08","02",NA,NA,NA,NA,NA,NA
"120","2019-11-21 14:46:12-03","UFJF","CESJ","61133","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","D.R. Gonzaga","52","2012","11","24","América do Sul","Brasil","Minas Gerais","Barbacena","Mata do Sítio Rancho Novo, Entrada da mata","-43.7736015319824","-21.2257995605469",NA,NA,"Arbusto, ca.3m, folhas com região abaxial brancas; caule piloso; flores alvas com estames amarelos.","CESJ061133",NA,"L. Menini Neto",NA,"27982","auto",NA,NA,"2012","11",NA,NA,NA,NA,NA,NA,NA
"121","2019-11-21 14:46:12-03","UFJF","CESJ","34120","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","L.C.S. Assis; M.K. Ladeira","72","2001","04","13","América do Sul","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,"Árvore com 3 m encontrada na borda da mata. Flores brancas com anteras amarelas. Tronco pardacento, Dap. 12 cm. É comum no local.","CESJ034120",NA,"L.C.S. Assis",NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 14:46:12-03","UFJF","CESJ","41134","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","L.C.S. Assis; A.S.M. Valente; M.O.D. Pivari; R.M. Castro","946","2004","01","30","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"Arvoreta ca. 2 m alt. na borda da floresta. Flores alvas.","CESJ041134",NA,"E.A. Feliciano",NA,"11991","auto",NA,NA,"2004","03","26",NA,NA,NA,NA,NA,NA
"123","2019-11-21 14:46:12-03","UFJF","CESJ","65063","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","A.E. Martins","31","2014",NA,NA,"América do Sul","Brasil","Minas Gerais","Goianá","Fazenda Fortaleza de Santana","-43.2016983032227","-21.5372009277344",NA,NA,"Árvore com aprox. 3 metros de altura, com folhas grandes e flores brancas, coletada próxima a estrada de acesso da fazenda","CESJ065063",NA,"A.E. Martins",NA,"10933","auto",NA,NA,"2014","07",NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 14:46:12-03","UFJF","CESJ","57860","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","B.E. Conde","122","2011","05","05","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Bairro Alto Eldorado, horta caseira de D.Lucélia","-43.3502998352051","-21.7642002105713",NA,NA,"Panacéia. Arbusto ca. 3 malt., folhas discolores, caule com pelos de cor amarelada. Utilizada como depurativo do sangue.","CESJ057860",NA,"B.E. Conde",NA,"36144","auto",NA,NA,"2011","05","10",NA,NA,NA,NA,NA,NA
"125","2019-11-21 14:46:12-03","UFJF","CESJ","57854","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","B.E. Conde","116","2011","05","05","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Bairro Alto Eldorado, horta caseira de Sr. Luiz","-43.3502998352051","-21.7642002105713",NA,NA,"Panacéia. Arbusto ca. 2 m alt., folhas discolores pêlos brancos no caule. Usada como depurativa do sangue.","CESJ057854",NA,"B.E. Conde",NA,"36144","auto",NA,NA,"2011","05","09",NA,NA,NA,NA,NA,NA
"126","2019-11-21 14:46:12-03","UFJF","CESJ","46169","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Laboratório de Bioquímica","E014","2004","05","08","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Filgueiras","-43.3502998352051","-21.7642002105713",NA,NA,NA,"CESJ046169",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-21 14:46:12-03","UFJF","CESJ","55316","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","A.O. Soares; et al.","s.n.","2003","04","25","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Mata da Faculdade de Educação Física-UFJF","-43.3502998352051","-21.7642002105713",NA,NA,"Arbusto","CESJ055316",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-21 14:46:12-03","UFJF","CESJ","48609","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","E.A. Feliciano; L. Menini Neto; A.S.M. Valente; P.O. Garcia; L.B.V.Mata; A.L.Santiago; T.Santos","15","2006","11","25","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713",NA,NA,"Arvoreta, ca. 2m alt., folhas discolores, flores alvas, antera amarela, na borda da mata.","CESJ048609",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-21 14:46:12-03","UFJF","CESJ","32520","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","R.G. Silveira; M.L.G. Lisboa","s.n.","1993",NA,NA,"América do Sul","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,NA,"CESJ032520",NA,"D.S. Pifano; J.R. Stehmann",NA,"36144","auto",NA,NA,"2002","06",NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 14:46:12-03","UFJF","CESJ","22839","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","B.B.S. Coelho; L. Krieger","181",NA,NA,NA,"América do Sul","Brasil","Minas Gerais","Juiz de Fora","Museu Mariano Procópio","-43.3502998352051","-21.7642002105713",NA,NA,"Arbusto grande, de ramos grossos, pelos pardacentos e compridos, folhas alternas, flores brancas, pubescente, em cimeiras, frutos baga amarela. Medicinal. Originária do Brasil.","CESJ022839",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-21 14:46:12-03","UFJF","CESJ","44686","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","L.B.Freitas; M.A. Clemente; F.M.F. Viana; A.J. Fernandes Júnior","15","2005","02","23","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Parque da Lajinha","-43.3502998352051","-21.7642002105713",NA,NA,"Árvore cerca de 12 m flores brancas com antera amarela e branca, folha discolor, interior da mata.","CESJ044686",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-21 14:46:12-03","UFJF","CESJ","30347","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","R.C. Almeida-Lafetá","84","1996","03","09","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,NA,"Árvore, ca. 3 m., em trilha dentro da floresta, local úmido e sombreado.","CESJ030347",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-21 14:46:12-03","UFJF","CESJ","62454","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","A.M. de Siqueira; I.T.S. Rogério; A.D. Costa; B.R. Conde","101","2013","04","07","América do Sul","Brasil","Minas Gerais","Santos Dumont","São Sebastião da Boa Vista","-43.5525016784668","-21.4566993713379",NA,NA,"Coletada em barranco, arbusto, pelos pardos no caule,n.popular:panacea","CESJ062454",NA,"B.E. Conde",NA,"25699","auto",NA,NA,"2013","04","23",NA,NA,NA,NA,NA,NA
"134","2019-11-21 14:46:12-03","UFJF","CESJ","60534","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","A.M. de Siqueira; I.T.S. Rogério; A.D.Costa; B.E. Conde","85","2012","08","07","América do Sul","Brasil","Minas Gerais","Santos Dumont","São Sebastião da Boa Vista","-43.5525016784668","-21.4566993713379",NA,NA,"Folhas simples, inteiras,flores amareladas dispostas em cimeiras nas axilas foliares.","CESJ060534",NA,"B.E. Conde",NA,"25699","auto",NA,NA,"2012","08","23",NA,NA,NA,NA,NA,NA
"135","2019-11-21 14:46:12-03","UFJF","CESJ","40464","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","D.S. Pifano; R.M. Castro; R.O.Garcia; K. Antunes; A.S.M. Valente","459","2003","02","11","América do Sul","Brasil","Minas Gerais","São João Nepomuceno","Serra dos Núcleos - Fazenda Primavera","-43.0106010437012","-21.5400009155273",NA,NA,"Arbusto ca. 2 m na mata sentido de seu inetrior. Planta em local de meia luz. Flores de corola alva e anteras amarelas. Tricomas nas inflorescência.","CESJ040464",NA,"D.S. Pifano",NA,"20981","auto",NA,NA,"2003","02","11",NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:41:39-03","UNICAMP","UEC","159426","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Silva, JS; Tozzi, AMGA; Costa, MFB; Pinto, RB; et al.","1072","2011","11","16",NA,"Brazil","Minas Gerais","Fortaleza de Minas","Ramal para a Fazenda São José","-46.7475","-20.932222","1114",NA,"Arbustivo com 2,5 m de altura. Pétalas brancas e estames amarelos, cálice verde.","UEC015291","UEC015291","Stehmann, JR","1114",NA,NA,"-46.7475","-20.932222","2019","07","10",NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:41:39-03","UNICAMP","UEC","180422","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Scatigna, AV; Monge, M","204","2012","09","13",NA,"Brazil","Rio de Janeiro","São José do Vale do Rio Preto","Estrada para Morro Grande. Afloramento rochoso em Mata Estacional.","-42.921389","-22.206667",NA,NA,"Arvoreta ca. 2m. Frutos velhos, cálice persistente cor palha.","UEC086777","UEC086777","Gouvêa, YF",NA,NA,NA,"-42.921389","-22.206667","2019","07",NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:41:39-03","UNICAMP","UEC","187331","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Pereira, B","s.n.","2013","06",NA,NA,"Brazil","São Paulo","Paulínia","CPMA, CPQBA, Betel.","-47.1","-22.783333",NA,NA,"Arbustiva. Encontra-se cultivada em ex situ.","UEC115585","UEC115585",NA,NA,NA,NA,"-47.1","-22.783333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-08-20 10:26:38-03","UNICAMP","UEC","52359","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Costa, FAPL","23450","1984","09",NA,NA,"Brazil","Minas Gerais","Juiz de Fora","Reserva Biológica Municipal do Poço D'Anta. Em beira de Mata.","-43.3502998352051","-21.7642002105713",NA,NA,NA,"UEC074376","UEC074376",NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:41:39-03","UNICAMP","UEC","33737","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Leitão Filho, HF; Semir, J; Yamamoto, K; Tozzi, AMGA; et al.","15156","1983","12","06",NA,"Brazil","Minas Gerais","Tiradentes","Campo rupestre próximo à cidade.","-44.1781005859375","-21.1103000640869",NA,NA,"Arbusto até 2m, flores branco lilazes.","UEC074374","UEC074374",NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:41:39-03","UNICAMP","UEC","181072","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Cavalheiro, F","68","1988","08","23",NA,"Brazil","São Paulo","Rio Claro",NA,"-47.560001373291","-22.4099998474121",NA,NA,"Arbusto 3m de alt, não lenhosa, infl com pêlos castanhos, flores brancas.","UEC074375","UEC074375","Furlan, A",NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:41:39-03","UNICAMP","UEC","72572","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Stehmann, JR","s.n.","1994","09","27",NA,"Brazil","São Paulo","São Paulo","Instituto de Botânica.","-46.6300010681152","-23.5400009155273",NA,NA,"Arbusto, na borda da trilha em interior da mata, flores brancas.","UEC074373","UEC074373",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-19 14:09:37-03","UFRPE","PEUFR","33590","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","jubatum","Solanum jubatum","Roem. & Schult.","F.B. Ramalho","375","1975","02","11",NA,"Brasil","Piauí","Bertulinia","Fazenda Irapuã",NA,NA,NA,NA,"Árvore com aproximadamente 3m de altura, flores roxas, perfume leve agradável.","PEUFR033590",NA,"C. T. Rizzini",NA,NA,NA,NA,NA,"1975","02","04",NA,NA,NA,NA,NA,NA
"144","2020-04-22 16:25:28-03","UFPB","JPB","24140","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Solanaceae","Solanum","cernnum","Solanum cernnum","Vell.","Ponte, AC; et al.","JPB24140","1993","11","11","Southern America","Brasil","São Paulo","Ubatuba","Morro do Puruba","-45.0699996948242","-23.4300003051758",NA,NA,"; DESC: Arbusto com ca. 2 m de alt.; infrutecência muito pilosa; frutos arroxeados.",NA,NA,"Agra, MF",NA,"34265","auto",NA,NA,"1993","11","26",NA,NA,NA,NA,NA,NA
"145","2019-12-18 15:50:58-03","UFOP","OUPR","30594","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Urriago, L.M.; Jardim, C.M.","85","2017","08","18",NA,"Brasil","Minas Gerais","Ouro Preto","Morro da Queimada","-43.493611","-20.383889",NA,NA,"Arbusto. Pecíolo coberto por folíolos. Cultivada",NA,NA,"Messias, M.C.T.B.",NA,NA,NA,"-43.493611","-20.383889","2017","08",NA,NA,NA,NA,NA,NA,NA
"146","2019-11-06 09:57:43-03","UFOP","OUPR","32907","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Trindade, R.C. da","34","2019","05","20",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.508056","-20.2875",NA,NA,"Planta de pequeno porte, folhas discolores verde-claras na face adaxial e alvas na abaxial, frutos castanhos. Cultivada em quintal",NA,NA,"Messias, M.C.T.B.",NA,NA,NA,"-43.508056","-20.2875","2019","07",NA,NA,NA,NA,NA,NA,NA
"147","2019-11-06 09:57:43-03","UFOP","OUPR","32926","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Trindade, R.C. da","130","2019","07","25",NA,"Brasil","Minas Gerais","Mariana",NA,"-43.416111","-20.377778",NA,NA,"Planta de pequeno porte, folhas verde-escuras na face abaxial e alvas na adaxial, frutos castanhos. Cultivada em quintal",NA,NA,"Messias, M.C.T.B.",NA,NA,NA,"-43.416111","-20.377778","2019","08",NA,NA,NA,NA,NA,NA,NA
"148","2019-11-06 09:57:43-03","UFOP","OUPR","33312","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Mazine, F.F.; Vieira, S. & Romão, G.O.","871","2003","02","25",NA,"Brasil","Minas Gerais","Mariana","Distrito de Monsenhor Horta, Próximo à Ponte do Gama.","-43.297194","-20.269694",NA,NA,"Árvore 6m. Flores brancas. Beira de estrada. Mata Estacional. Próximo à curso d'água.",NA,NA,"Giacomin, L.L.",NA,NA,NA,"-43.297194","-20.269694","2005","08",NA,NA,NA,NA,NA,NA,NA
"149","2019-11-06 09:57:43-03","UFOP","OUPR","25194","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Cândido, E.S.; Scalon, V.R.; Bünger, M.O.; Silva, J.L. & Cândido, E.S.","421","2010","05","07",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Estrada do Cibrão","-43.410583","-20.445","713",NA,"Arbusto. 1,6-1,8 m. Pétalas alvas. Flores passadas acastanhadas. Frutos arroxeados glabrescentes. Ramos e inflorescência com indumento cinério-acastanhado. Parte abaxial das folhas com indumento alvo. Aromática (cheiro de tabaco e fruto fermentado).",NA,NA,"Cândido, E.S.","713",NA,NA,"-43.410583","-20.445","2010","05","07",NA,NA,NA,NA,NA,NA
