"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","stateProvince","decimalLongitude","decimalLatitude","month","day","county","coordinatePrecision","geoFlag","class","typeStatus","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"11","2020-02-08 08:51:01-03","NBC","NL-BOTANY","U 0001320","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Piptocarpha","umbellulata","Piptocarpha umbellulata","Baker",NA,"Prance GT; et al.","1971","Southern America","Brazil","Território do RoraimaVicinity of Uaicá airstrip, Rio Uraricoeira",NA,"Forest on terra firme.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200001320 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0001320","NL-U0001320",NA,"Roraima","-63.183333","3.55","03","02",NA,NA,NA,"Magnoliopsidae","isotype","-63.183333","3.55","292341 B",NA,NA,NA,NA,NA,NA,NA
"12","2019-02-15 11:34:25-02","IPA","IPA","25466","S","Plantae","Plantae",NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","(Spreng.) Baker","Barroso, G.M.","Pinheiro, R.S.","1967","Southern America","Brasil","Juçari, Fazenda Marineda. Plantação de cacau.",NA,"Planta de 4m de altura; flores brancas","IPA0025466","IPA0025466","267","Bahia","-39.2803001403809","-14.7855997085571","10","13","Itabuna","30592","auto",NA,NA,NA,NA,NA,"1978",NA,NA,NA,NA,NA,NA
"13","2020-12-20 21:15:59-03","UFV","VIC","22447","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","Esteves, R.L.","Bovini, M.G.","1998",NA,"Brasil","Parque Estadual do Rio Doce (PERD), Estrada para o restaurante.",NA,"Arbusto escandente heliófilo, frequente em toda a beira da trilha. Folhas discolores. Brácteas esverdeadas.","VIC022447","VIC022447","1435","Minas Gerais","-42.7322006225586","-19.7122001647949","08","13","Marliéria","28215","auto",NA,NA,NA,NA,NA,"2004","07","21",NA,NA,NA,NA
"14","2020-12-20 21:15:59-03","UFV","VIC","1496","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","Dematteis, M.","Kuhlmann, J.G.","1934",NA,"Brasil","E. S. A. V.",NA,NA,"VIC001496","VIC001496","s.n.","Minas Gerais","-42.8819007873535","-20.7539005279541","10","15","Viçosa","13937","auto",NA,NA,NA,NA,NA,"2007","07",NA,NA,NA,NA,NA
"15","2014-10-14 15:56:23-03","BS","M","M-0029414","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.",NA,"Pohl, J.B.E.",NA,NA,"Brasil","In Brasilia. Rio de Janeiro Corcovado.",NA,NA,"M0029414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-04-27 16:08:53-03","UFES","VIES","21966","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","Zorzanelli, J.P.F.","Zorzanelli, J.P.F.","2012",NA,"Brasil","Serra do Valentim.",NA,NA,"VIES021966","VIES021966","499","Espírito Santo","-41.5358009338379","-20.3458003997803","02",NA,"Iúna","32198","auto",NA,NA,NA,NA,NA,"2012","04",NA,NA,NA,NA,NA
"17","2020-06-29 09:29:34-03","UFRRJ","RBR","17331","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","T.A. Amorim","V.F. Ferreira","1981",NA,"Brasil","Sítio 'Coraniarca' , em frente ao BNH",NA,NA,"RBR00017331","RBR00017331","1716","Espírito Santo",NA,NA,"05","10","Cachoeira de Itapemirim",NA,NA,NA,NA,NA,NA,NA,"2019","11","11",NA,NA,NA,NA
"18","2020-06-29 09:29:34-03","UFRRJ","RBR","46082","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","M. Gomes","A.S.C. Junqueira","2013",NA,"Brasil","Solo de textura média e alta declividade no terreno.",NA,NA,"RBR00046082",NA,"s/n","Rio de Janeiro","-42.3","-21.869722","12","16","Cantagalo",NA,NA,NA,NA,"42º18'W","21º52'11''S",NA,"2018","03","28","460","460",NA,NA
"19","2020-06-29 09:29:34-03","UFRRJ","RBR","14551","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","Baker",NA,"M.M.S. Conde","1986",NA,"Brasil","Estação ecológica, próximo ao inicio da picada 1.",NA,NA,"RBR00014551","RBR00014551","313","Rio de Janeiro","-43.8981018066406","-22.6291999816895","06","03","Piraí","20293","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-18 10:55:49-03","UFRRJ","RBR","39428","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","Baker",NA,"H. Trevisan","1999",NA,"Brasil","Floresta da Tijuca.",NA,NA,"RBR00039428","RBR00039428",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","10","24","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2015-09-04 19:06:09-03","MNHN","RECOLNAT_MNHN_P","P00683037","PreservedSpecimen",NA,NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","Smith","Gaudichaud, C.",NA,NA,"Brésil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00683037' target='other'> <mi>dwc_moreinfo</mi></a>","P00683037","P00683037_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"670",NA
"22","2015-10-04 07:00:59-03","MNHN","RECOLNAT_MNHN_P","P00683038","PreservedSpecimen",NA,NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","Smith","Gaudichaud, C.",NA,NA,"Brésil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00683038' target='other'> <mi>dwc_moreinfo</mi></a>","P00683038","P00683038_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"670",NA
"23","2015-10-04 05:01:59-03","MNHN","RECOLNAT_MNHN_P","P00683040","PreservedSpecimen",NA,NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","Smith","Pohl, J.E.",NA,NA,"Brésil","s.loc.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00683040' target='other'> <mi>dwc_moreinfo</mi></a>","P00683040","P00683040_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"néotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-07-16 11:45:20-03","MNHN","RECOLNAT_MNHN_P","P02536343","PreservedSpecimen",NA,NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","Volet","Vauthier, M.",NA,NA,"Brésil","Brésil","hb","Donné par m. de Lessert. 1843 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02536343' target='other'> <mi>dwc_moreinfo</mi></a>","P02536343","P02536343_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"173",NA
"25","2019-07-16 11:55:52-03","MNHN","RECOLNAT_MNHN_P","P02536347","PreservedSpecimen",NA,NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","Volet","Riedel, L.","31",NA,"Brésil","Bresil. Rio de J.","hb","Dedit Guillemin 1841 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02536347' target='other'> <mi>dwc_moreinfo</mi></a>","P02536347","P02536347_01",NA,"Rio de Janeiro",NA,NA,"7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134",NA
"26","2017-04-20 16:47:10-03","MNHN","RECOLNAT_MNHN_P","P02703150","PreservedSpecimen",NA,NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","Nakajima","Vauthier",NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02703150' target='other'> <mi>dwc_moreinfo</mi></a>","P02703150","P02703150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-09-04 05:36:42-03","MNHN","RECOLNAT_MNHN_P","P02715594","PreservedSpecimen",NA,NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","Nakajima",NA,NA,NA,"Brasil","Brésil.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02715594' target='other'> <mi>dwc_moreinfo</mi></a>","P02715594","P02715594_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:33:21-03","UFMG","BHCB","54739","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.",NA,"Barreto, HLM","1935","Southern America","Brasil","Fazenda da Cachoeira.",NA,"Mata. Frequência regular. Cipó.",NA,NA,"1666","Minas Gerais","-42.0228004455566","-20.9046993255615","07","19","Tombos","16749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:33:23-03","UFMG","BHCB","54740","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","(Spreng.) Baker",NA,"Oliveira, JE de","1941","Southern America","Brasil","Usina.",NA,"Capoeirinha em pasto. Muito frequente. Arbustivo. Ramos deitados.",NA,NA,"447","Minas Gerais","-42.0228004455566","-20.9046993255615","06","12","Tombos","16749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-11 17:18:07-03","UFPR","UPCB","56354","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","Volet, D.","Farney, C.","1987",NA,"Brasil","Restinga de Ipitangas",NA,"Arbusto volúvel, folhas discolores face dorsal alvacenta, capítulos com brácteas castanhas, papus branco. Mata de restinga..",NA,NA,"1486","Rio de Janeiro","-42.5102996826172","-22.9200000762939","09","01","Saquarema","17036","auto",NA,NA,NA,NA,NA,"2016","02",NA,NA,NA,NA,NA
"31","2009-10-10 16:09:00-03","MO","MOBOT","3361793","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","G.L.Smith","J. Lhotsky","1831","South America","Brazil","In slyvis prope.",NA,NA,NA,NA,"Lhotsky 199","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2012-04-24 12:29:00-03","MO","MOBOT","3362212","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","G.L.Smith","Apparicio P. Duarte|Edmundo Pereira","1959","South America","Brazil","Estado da Guanabara, Jacarepagua, Floresta da Covanca.",NA,NA,NA,NA,"Duarte 4814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-26 14:12:26-03","CPACT","ECT","6593","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","D.P.Volet","L.S.Leoni","2006",NA,"Brasil","Rio Carangola. Fazenda Santa Clara. Área de Impacto Ambiental da PCH. Coordenadas geográficas obtidas secundariamente, com base nos dados de localidade.",NA,NA,"ECT0006593",NA,"6541","Minas Gerais","-42.03","-20.731389","08","05","Carangola",NA,NA,NA,NA,"42º1'48''W","20º43'53''S",NA,"2006","08","05","425","425",NA,NA
"34","2021-04-07 16:08:49-03","UENF","HUENF","9651","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","Lima, H.C.","Lima, H.C.; Gribel, R.; Martins, R.L.; Gomes, J.C.","2015",NA,"Brasil","Núcleo Massambaba, Jacarepiá, estrada do Cajueiro, Glebas 5-6. Mata de restinga, solo arenoso. Parque Estadual da Costa do Sol",NA,"Trepadeira com ramos volúveis. Folhas discolores com face dorsal canescente. Inflorescências com brácteas escapais esverdeadas, flores alvas. Frequente. Amostra banco DNA.","HUENF00009655",NA,NA,"Rio de Janeiro","-42.440556","-22.924722","07","08","Saquarema",NA,NA,NA,NA,"42º26'26''W","22º55'29''S",NA,NA,NA,NA,"15","15",NA,NA
"35","2021-02-09 10:12:16-03","UENF","HUENF","6050","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","Baker",NA,"Nascimento, M.T.","2003",NA,"Brasil","Mata do Mergulhão",NA,"P2, liana","HUENF00006053",NA,"196","Rio de Janeiro","-41.2575","-21.778333","06","17","São Francisco de Itabapoana",NA,NA,NA,NA,"41º15'27''W","21º46'42''S",NA,NA,NA,NA,"18","18",NA,NA
"36","2021-02-09 10:12:16-03","UENF","HUENF","6067","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","Baker",NA,"Nascimento, M.T.; Rabelo, G.R.","2003",NA,"Brasil","Mata do Mergulhão",NA,"P2","HUENF00006070",NA,"241","Rio de Janeiro","-41.2575","-21.778333","06","25","São Francisco de Itabapoana",NA,NA,NA,NA,"41º15'27''W","21º46'42''S",NA,NA,NA,NA,"18","18",NA,NA
"37","2021-02-09 10:12:16-03","UENF","HUENF","2598","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","Baker",NA,"Nascimento, M.T.; Rabelo, G.R.","2003",NA,"Brasil","Mata do Mergulhão",NA,"P2","HUENF00002600",NA,"257","Rio de Janeiro","-41.2575","-21.778333","06","25","Campos dos Goytacazes",NA,NA,NA,NA,"41º15'27''W","21º46'42''S",NA,NA,NA,NA,"18","18",NA,NA
"38","2021-02-09 10:12:16-03","UENF","HUENF","6059","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","Baker",NA,"Nascimento, M.T.; Rabelo, G.R.","2003",NA,"Brasil","Mata do Mergulhão",NA,"P2, liana","HUENF00006062",NA,"210","Rio de Janeiro","-41.2575","-21.778333","06","17","São Francisco de Itabapoana",NA,NA,NA,NA,"41º15'27''W","21º46'42''S",NA,NA,NA,NA,"18","18",NA,NA
"39","2021-02-09 10:12:16-03","UENF","HUENF","6070","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","Baker",NA,"Nascimento, M.T.; Rabelo, G.R.","2003",NA,"Brasil","Mata do Mergulhão",NA,"P2","HUENF00006073",NA,"246","Rio de Janeiro","-41.2575","-21.778333","06","25","São Francisco de Itabapoana",NA,NA,NA,NA,"41º15'27''W","21º46'42''S",NA,NA,NA,NA,"18","18",NA,NA
"40","2021-02-09 10:12:16-03","UENF","HUENF","6084","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","Baker",NA,"Nascimento, M.T.; Rabelo, G.R.","2003",NA,"Brasil","Mata do Mergulhão",NA,"P3, látex, fértil","HUENF00006087",NA,"290","Rio de Janeiro","-41.2575","-21.778333","07","10","São Francisco de Itabapoana",NA,NA,NA,NA,"41º15'27''W","21º46'42''S",NA,NA,NA,NA,"18","18",NA,NA
"41","2020-09-12 05:00:02-03","US","US","1199394","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.",NA,"N. Sunoud","1916","South America","Brazil","E. do Rio.",NA,NA,"US01633829","US01633829_01","14877",NA,NA,NA,"12",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"42","2020-09-12 05:00:02-03","US","US","2925732","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.",NA,"J. P. P. Carauta, E. S.Rocha, C. Lire, D. Souza & H. Q. Boudet Fernandes","1987","South America - Neotropics","Brazil","Brasil, Estado do Rio de Jane8iro. Pádua, Murauá, porto da Fatrada para Ibitiguaçu. [interpreted]",NA,NA,"US01633830","US01633830_01","3730","Rio de Janeiro",NA,NA,"4","28",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"43","2020-09-12 05:00:02-03","US","US","3400388","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.",NA,"M. Barreto","1935","South America","Brazil","Fazenda da Cachoeir. Municipio Tombos.",NA,NA,"US01633828","US01633828_01","1666",NA,NA,NA,"7","19",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"44","2019-10-07 09:11:55-03","UEFS","HUEFS","218546","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.",NA,"Lima, H.C.de","2015",NA,"Brasil","Parque Estadual Costa do Sol, Núcleo Massambaba, Jacarepiá, estrada do Cajueiro, Glebas 5-6.",NA,"Mata de Restinga.","HUEFS0218546","HUEFS0218546","8011","Rio de Janeiro","-42.440556","-22.924722","07","08","Saquarema",NA,NA,"Asteranae",NA,"42W26'26''","22S55'29''",NA,NA,NA,NA,"15","15",NA,NA
"45","2020-07-23 11:59:25-03","CEPLAC","CEPEC","4305","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana",NA,"SpeciesLink/lacunas","R. P. Belém","1968",NA,"Brasil","Saida p/ Itambe. Mata de Cipo.",NA,"EXSICATA NÃO ENCONTRADA NO ACERVO!",NA,NA,"3676","Bahia","-40.9094009399414","-15.5313997268677","05","27","ENCRUZILHADA","49333","auto",NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-07-23 11:59:25-03","CEPLAC","CEPEC","1465","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana",NA,"SpeciesLink/lacunas","C. M. Magalhães","1964",NA,"Brasil","Beira da estrada. Arataca.",NA,"EXSICATA NÃO ENCONTRADA NO ACERVO!",NA,NA,"309","Bahia","-39.0752983093262","-15.2932996749878","09","17","UNA","36070","auto",NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-07-23 11:59:25-03","CEPLAC","CEPEC","265","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana",NA,"SpeciesLink/lacunas","R. P. Belém","1965",NA,"Brasil","Reserva Florestal de Sooretama.",NA,NA,NA,NA,"1492","Espírito Santo","-40.0722007751465","-19.3910999298096","08","09","LINHARES","48094","auto",NA,NA,"0W0'0","0S0'0","10/09/1966",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-01 14:54:21-03","UnB","UB","124268","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","Smith, GL","Magalhães, GM","1950","Southern America","Brasil",NA,NA,"Cipó robusto, decumbente, sem gavinhas; Restos de mata",NA,NA,"s.n.","Minas Gerais","-43.4160995483398","-20.377799987793","01","20","Mariana","33524","auto",NA,NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA
"49","2021-01-25 11:52:34-03","UFU","HUFU","80131","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","brasiliana","Piptocarpha brasiliana","Cass.","Volet, D.P.","Leoni, L.S.","2006",NA,"Brasil","Rio Carangola, Fazenda Santa Clara. Área de impacto ambiental da PCH",NA,"Trepadeira volúvel, ;enhosa, ramos flexíveis, corola brancacentra, flores aromáticas.","HUFU00078307",NA,"6541","Minas Gerais","-42.0293998718262","-20.7331008911133","08","05","Carangola","21913","auto",NA,NA,NA,NA,NA,"2019","08",NA,NA,NA,NA,NA
