"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","infraspecificEpithet","typeStatus","continentOcean","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relationshipType","relatedCatalogItem","sex"
"168","2021-01-14 15:27:21-03","MN","R","31261","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.",NA,NA,NA,NA,"Mexia, Y.","5691","1931","04","22","Brasil","Minas Gerais","Corinto",NA,"-44.4564018249512","-18.3808002471924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49021","auto",NA,NA,NA,NA,NA,NA
"169","2021-01-14 15:27:21-03","MN","R","29220","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","O'Donnell","1950",NA,NA,"Lutz, B.M.J.; Cochran, D.",NA,"1935","03",NA,"Brasil","Minas Gerais","Pirapora",NA,"-44.9418983459473","-17.3449993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25004","auto",NA,NA,NA,NA,NA,NA
"170","2021-01-14 15:27:21-03","MN","R","135854","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.",NA,NA,NA,NA,"Santos, E.A.A.; Trinta, E.F.","3560","1974","10","28","Brasil","Paraná","Clevelândia",NA,"-52.4707984924316","-26.3957996368408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30860","auto",NA,NA,NA,NA,NA,NA
"171","2021-01-14 15:27:21-03","MN","R","40352","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","O'Donnell","1950",NA,NA,"Sampaio, A.J.","1569","1916","04","21","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"172","2021-01-14 15:27:21-03","MN","R","135849","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Bárbara do Sul",NA,"-53.247200012207","-28.3582992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30203","auto",NA,NA,NA,NA,NA,NA
"173","2021-01-14 15:27:21-03","MN","R","135853","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.",NA,NA,NA,NA,"Santos, E.A.A.; Trinta, E.F.","3470","1974","10","23","Brasil","Santa Catarina","Capinzal",NA,"-51.6119003295898","-27.343599319458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19949","auto",NA,NA,NA,NA,NA,NA
"174","2021-01-14 15:27:21-03","MN","R","135852","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.",NA,NA,NA,NA,"Santos, E.A.A.; Trinta, E.F.","3509","1974","10","25","Brasil","Santa Catarina","Chapecó",NA,"-52.6183013916016","-27.096399307251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22671","auto",NA,NA,NA,NA,NA,NA
"175","2021-01-14 15:27:21-03","MN","R","135855","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.",NA,NA,NA,NA,"Santos, E.A.A.; Trinta, E.F.","3649","1975","10","23","Brasil","Santa Catarina","Seara",NA,"-52.3106002807617","-27.1494007110596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19437","auto",NA,NA,NA,NA,NA,NA
"176","2021-01-14 15:27:21-03","MN","R","12322","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Ferreira. P.P.A.","2012","10","24","Glaziou, A.F.M.","4888","1871","05","05","Brasil","Rio de Janeiro","Rio de Janeiro","São Cristovão","-43.2075004577637","-22.9027996063232",NA,NA,"R000012322","R000012322_001",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"177","2021-01-14 15:27:26-03","MN","R","116897","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima var.rosea","Hallier",NA,NA,NA,NA,"Asplund, E.","9011","1939","10","03","Equador","Napo-Pastaza","Tena",NA,NA,NA,NA,NA,NA,NA,NA,NA,"var.rosea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-01-14 15:27:32-03","MN","R","200848","PreservedSpecimen","Plantae","Convolvulaceae","Quamoclit","hederifolia","Quamoclit hederifolia","(L.) Choisy",NA,NA,NA,NA,"Asplund, E.","15927","1955","03","28","Equador","Prov. Guayas","vicinity of Guayaquil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-04-07 21:46:22-03","UFPI","TEPB","6922","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","D. F. Austin","1984","01","01","P.P. Moreno","4776","1980","11","26","Nicarágua","León",NA,"El Transito, Estero El Guineo y alrededores.","-86.7","12.05","86°42'W","12°03'N",NA,NA,NA,NA,NA,NA,NA,NA,"Enrendadera, flores rojas","20","20",NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-04-02 11:40:12-03","UFPI","TEPB","4706","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","D. F. Austin","1981",NA,NA,"W. D. STEVENS","11003","1978","11","26","Nicarágua","Managua",NA,"Along new road from Hwy. 1 (N of San Jacinto entrance) to San Francisco del Carnicero, between ca. 2 and 6 km W of Hwy. 1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roaside thicket, forming dense mass, twining vine, corolla red. Ambiente: Low scrub forest on old lakebed, heavy black soil on low ground and gravelly red soil on high ground.","100","100",NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-04-02 11:40:12-03","UFPI","TEPB","4797","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","D. F. Austin","1905","06","03","W. D. STEVENS","16430","1979","12","13","Nicarágua","Madriz",NA,"Lower W slope of Cerro Volcán de Somoto.","-86.583333","13.416667","86°35'W","13°25'N",NA,NA,NA,NA,NA,NA,NA,NA,"Twining herbaceous vine, corolla bright red. Ambiente: Pastures below and disturbed deciduous forest above.","900","1300",NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-04-02 11:40:12-03","UFPI","TEPB","4709","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","D. F. Austin","1981",NA,NA,"W. D. STEVENS","11076","1978","12","12","Nicarágua","Managua",NA,"S shore of Lago de Managua, ca. 31 km on Carretera Nueva a León near Piedras Azules.","-86.466667","12.25","86°28'W","12°15'N",NA,NA,NA,NA,NA,NA,NA,NA,"Tricket back from beach, twining herbaceous vine, corolla bright red. Ambiente: Sand and shell beach to dry bluffs below Hwy.","40","50",NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-06-12 12:04:11-03","UFPI","TEPB","26892","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia",NA,NA,NA,NA,NA,"Mendes, M. R. A.","419","2000","05","20","Brasil","Piauí","São João da Canabrava","Jacarés","-41.3431015014648","-6.81666994094849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cipó, muito frequente, flores laranjas, substrato argilo-pedregoso Ambiente: Caatinga <ll>dwc_commonname:</ll> primavera",NA,NA,"34436","auto",NA,NA,NA,NA,NA,NA
"184","2021-03-22 17:45:20-03","UFPI","TEPB","4930","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","A. S. Lopes et. A. B. de Sousa","1986","06","11","A. S. Lopes",NA,"1986","05","19","Brasil","Piauí","Teresina","Parque da Cidade","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trepadeira. Ambiente: Mata de Capoeira",NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA
"185","2021-04-06 09:00:33-03","UFPI","TEPB","6903","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","Choisy","D. F. Austin","1984","01","01","P.P. Moreno","315","1980","05","10","Nicarágua","Boaco","Boaco","Cerro Mombachito, al SE de la ciudad de Boaco.","-85.55","12.4","85°33'W","12°24'N",NA,NA,NA,NA,NA,NA,NA,NA,"Enredadera, flores moradas, frutos verdes.","900","1000",NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-04-02 11:40:12-03","UFPI","TEPB","4793","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","Choisy","D. F. Austin","1905","06","03","W. D. STEVENS",NA,"1979","02","12","Nicarágua","Matagalpa",NA,"Lower W slope of Cerro Musun, Quebrada El Jobo, a tributary of Río Paiwas","-85.266667","12.916667","85°16'W","12°55'N",NA,NA,NA,NA,NA,NA,NA,NA,"Roadside, trailing, corolla pale purple Ambiente: Galery forest and semi-evergreen forest on gentle slopes.","300","300",NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-11-19 10:25:14-03","CPAP","CPAP","15739","PreserverdSpecimen","Plantae","Rubiaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.",NA,NA,NA,NA,"Pott, A.","7823","1996","06","17","Brasil","MS","Corumbá","Fazenda Taruma, Tromba dos Macacos","-57.7","-19.2","57°42' W","19°12' S",NA,NA,NA,NA,NA,NA,NA,NA,"volúvel. FLOR: vermelha. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Mancha ocasional. AMBIENTE: Pastagem cultivada, em transição caatinga/cerrado/chaco. SUBSTRATO: solo litólico de minério de Fe. RELEVO: encosta inferior.","130","130",NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-11-19 10:23:13-03","CPAP","CPAP","21109","PreserverdSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.)Choisy","Salis,S.M. & Jesus,E.M.",NA,NA,NA,"Jesus, E. M.","265","2009","02","03","Brasil","MS","Ladário","Fazenda Banda Alta - trilha 1","-57.6016998291016","-19.0046997070312","057°34'50","19°08'42.2",NA,NA,NA,NA,NA,NA,NA,NA,"Liana. FLOR: violeta. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Frequente. AMBIENTE: Mata ciliar. SUBSTRATO: solo argiloso. RELEVO: levemente onduloso.",NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"189","2015-07-02 14:01:30-03","JBP","HPL","2432","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","Linn","H. Lorenzi","1990","06","30","H. Lorenzi","46","1991","09","30","Brasil","MG","São Sebastião do Paraiso","Coletada na Faz. Ipoméia.","-46.9914","-20.9169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24792","auto",NA,NA,NA,NA,NA,NA
"190","2015-07-02 14:01:30-03","JBP","HPL","2431","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","Linn","H. Lorenzi","1990","06","30","H. Lorenzi","14","1990","06","30","Brasil","PR","Ponta Grossa","IAPAR, Fazenda Experimental Vila Velha.","-50.1619","-25.095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"191","2015-07-02 14:01:30-03","JBP","HPL","2433","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","Linn","H. Lorenzi","1990","06","27","H. Lorenzi","13","1990","06","27","Brasil","SP","Campinas","IAC, Fazenda Santa Elisa.","-47.06","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"192","2019-02-15 11:37:00-02","IPA","IPA","78636","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Araújo, D.","2008","06","03","Albuquerque, N.A.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","542","2007","10","19","Brasil","Pernambuco","Igarassu","Mata da Zambana, Usina São José. Borda da mata com canavial.","-34.9063987731934","-7.83416986465454",NA,NA,"IPA0078636",NA,"Plantae",NA,NA,NA,"Southern America",NA,"Trepadeira. Flores vermelhas. Fruto verde.",NA,NA,"24709","auto",NA,NA,NA,NA,NA,NA
"193","2019-02-15 11:37:00-02","IPA","IPA","78312","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Wood, J.R.I.","2014","08","14","Albuquerque, N.A.; Marques, J.S.; Alves-Araújo, A.; Araújo, D.; Marques, J.S.; Alves-Araújo, A.; Araújo, D.","309","2007","07","17","Brasil","Pernambuco","Igarassu","Mata da Zambana, Usina São José. Na estrada para Zambana, entre o canavial.","-34.9063987731934","-7.83416986465454",NA,NA,"IPA0078312",NA,"Plantae",NA,NA,NA,"Southern America",NA,"Trepadeira. Flores vermelhas",NA,NA,"24709","auto",NA,NA,NA,NA,NA,NA
"194","2019-02-15 11:37:00-02","IPA","IPA","25294","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Wood, J.R.I.","2014","08","14","Andrade-Lima","71-6419","1971","07","21","Brasil","Pernambuco","Arcoverde","Estação Experimental, Capoeira.","-37.0539016723633","-8.41888999938965",NA,NA,"IPA0025294",NA,"Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,"23066","auto",NA,NA,NA,NA,NA,NA
"195","2019-02-15 11:37:00-02","IPA","IPA","25293","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Wood, J.R.I.","2014","08","14","Andrade-Lima","71-6418","1971","07","21","Brasil","Pernambuco","Arcoverde","Estação Experimental do IPA, capoeira.","-37.0539016723633","-8.41888999938965",NA,NA,"IPA0025293",NA,"Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,"23066","auto",NA,NA,NA,NA,NA,NA
"196","2019-02-15 11:37:00-02","IPA","IPA","4664","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Wood, J.R.I.","2014","08","14","Pickel, B.","384","1916",NA,NA,"Brasil","Pernambuco","Olinda","cercas.","-34.8553009033203","-8.00889015197754",NA,NA,"IPA0004664",NA,"Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,"7110","auto",NA,NA,NA,NA,NA,NA
"197","2019-02-15 11:37:00-02","IPA","IPA","19608","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Wood, J.R.I.","2014","08","14","Academia Brasileira de Ciências","724","1971","05","12","Brasil","Pernambuco",NA,"entre Salgueiro, Cedro e Jardim.",NA,NA,NA,NA,"IPA0019608",NA,"Plantae",NA,NA,NA,"Southern America",NA,"Volúvel com flores rubras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-02-15 11:37:00-02","IPA","IPA","44064","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Verdcourt, B.","1980",NA,NA,"Harley, R.M.; et al.; et al.","21970","1980","05","01","Brasil","Bahia",NA,"Chapadão Ocidental da Bahia, 5km to the N of Tabocas, which is 10km. NW of Serra Dourada.","-44.033333","-12.65","-44.033333","-12.65","IPA0044064",NA,"Plantae",NA,NA,NA,"Southern America",NA,"Twining herb to 7m. Leaves mid green, paler beneath. Sepals pale green. Corolla with orange tube and bright red limb within. Throat orange. Tube widening abruptly into rotate lim. Fruit pale green.; Disturbed deciduous forest, cultiva","500","500",NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-02-15 11:37:00-02","IPA","IPA","51999","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Wood, J.R.I.","2014","08","14","Dantas, A.; Flor, R.; Flor, R.","216","1984","12","06","Brasil","Rio Grande do Norte","Tibau do Sul","Praia de Pipa, Tabuleiros litorâneoa.","-35.083333","-6.183333","-35.083333","-6.183333","IPA0051999",NA,"Plantae",NA,NA,NA,"Southern America",NA,"Trepadeira, 1,70m de altura; flor vermelha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-02-15 11:37:00-02","IPA","IPA","61917","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Lima-Verde, L.W.; Fernandes, O.","1996","05",NA,"Figueiredo, M.A.; Lima-Verde, L.W.; Barros, E de O; Melo, L de MR; Leite, D.J.M.; Lima-Verde, L.W.; Barros, E de O; Melo, L de MR; Leite, D.J.M.","577","1996","04","25","Brasil","Ceará","Aiuaba","Estação Ecológica de Aiuaba, Volta do Meio.","-40.133333","-6.616667","-40.133333","-6.616667","IPA0061917",NA,"Plantae",NA,NA,NA,"Southern America",NA,"Erva terrestre; folhas simples, alternas, textura membranácea, com pelos nas nervuras; flor vermelha, corola infundibulifrome, cálice verde com poucos pelos; estilete marrom claro, sulcado, ligeiramente piloso.; Caatinga arbustivo-arb","400","400",NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-02-15 11:37:00-02","IPA","IPA","61923","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Lima-Verde, L.W.; Oliveira, O.F.","1996","08",NA,"Lima-Verde, L.W.; Figueiredo, M.A.; Paula-Zárate, E.P. de; Gomes, O.M.; Oliveira; Figueiredo, M.A.; Paula-Zárate, E.P. de; Gomes, O.M.; Oliveira, O.F. de","272","1996","06","13","Brasil","Ceará","Quixeré","Distrito de Quixeré, Chapada do Apodi. Mato alto.","-37.816667","-5.183333","-37.816667","-5.183333","IPA0061923",NA,"Plantae",NA,NA,NA,"Southern America",NA,"Trepadeira, terrestre. Caule volúvel. Casca verde lisa. Folhas simples alternas membranáceas. Cálice verde. Corola vermelha; estigma globoso. Frequente.; Caatinga arbustiva arbórea. Grupo Apodi -calcário jandaíra.","110","110",NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-02-15 11:37:00-02","IPA","IPA","67280","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Wood, J.R.I.","2014","08","14","Alcina Viana; Félix, L.P.; Oliveira, J.B.S.; Félix, L.P.; Oliveira, J.B.S.","519","2003","11","06","Brasil","Pernambuco","Jaqueira","RPPN - Frei Caneca, borda da mata.","-35.8425","-8.737778","-35.8425","-8.737778","IPA0067280",NA,"Plantae",NA,NA,NA,"Southern America",NA,"Flores vermelhas, cálice verde, estames amarelos.; Mata Atlântica. Floresta Ombrófila Aberta de Montana. Substrato podizólico vermelho-amarelo-distrófico.","530","530",NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-02-15 11:37:00-02","IPA","IPA","68146","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.",NA,NA,NA,NA,"Barros, R.; Sousa, M.; Marques Filho, J.; Silva, A.; Pimenta, C.; Sousa, M.; Marques Filho, J.; Silva, A.; Pimenta, C.","1502","2002","04","27","Brasil","Piauí","São José do Piauí","Fazenda Baxio","-41.468611","-6.8525","-41.468611","-6.8525","IPA0068146",NA,"Plantae",NA,NA,NA,"Southern America",NA,"Erva escandente; folhas membranáceas; flores vermelhas.","482","482",NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-02-15 11:37:00-02","IPA","IPA","78587","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Araújo, D.","2008","06","03","Marques, J.S.; Albuquerque, N.A.; Araújo, D.; Albuquerque, N.A.; Araújo, D.","279","2007","11","13","Brasil","Pernambuco","Igarassu","Mata dos Macacos, Usina São José. Borda da mata com canavial.","-34.665972","-7.779389","-34.665972","-7.779389","IPA0078587",NA,"Plantae",NA,NA,NA,"Southern America",NA,"Trepadeira. Flor vermelha, verde imaturo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-02-15 11:37:00-02","IPA","IPA","79451","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.",NA,NA,NA,NA,"Alves-Araújo, A.; Araújo, D.; Marques, J.S.; Albuquerque, N.A.; Araújo, D.; Marques, J.S.; Albuquerque, N.A.","436","2007","07","17","Brasil","Pernambuco","Igarassu","Usina São José, Usina São José. Borda da mata. Canavial a caminho da mata da Zambana","-34.986944","-7.725556","-34.986944","-7.725556","IPA0079451",NA,"Plantae",NA,NA,NA,"Southern America",NA,"Trepadeira, flores vermelhas, látex alvo.; Mata Atlântica.","130","130",NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-02-15 11:37:00-02","IPA","IPA","79731","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Melo, A.","2007","09","13","Melo, A.; Marques, J.S.; Albuquerque, N.A.; Marques, J.S.; Albuquerque, N.A.","141","2007","09","12","Brasil","Pernambuco","Igarassu","Usina São José, Mata de Piedade, borda da mata.","-35.002222","-7.831944","-35.002222","-7.831944","IPA0079731",NA,"Plantae",NA,NA,NA,"Southern America",NA,"Subarbusto ca. 80cm de altura, flores vermelhas.; Mata Atlântica.","171","171",NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-02-15 11:37:00-02","IPA","IPA","79801","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Alves-Araújo, A.","2007","10","04","Alves-Araújo, A.; Sotero, D.; Alves, G.; Dutillh, J.; Alves, M.; Sotero, D.; Alves, G.; Dutillh, J.; Alves, M.","603","2007","10","04","Brasil","Pernambuco","Igarassu","Usina São José, Usina São José, borda da mata.","-35.020833","-7.785556","-35.020833","-7.785556","IPA0079801",NA,"Plantae",NA,NA,NA,"Southern America",NA,"Trepadeira, flores vermelhas, látex ausente ou incolor.; Mata Atlântica.","130","130",NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-02-15 11:37:00-02","IPA","IPA","82908","S","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Delgado Junior, G.C.","2013","02","25","Rita Pereira; Costa; Silva, M.B.; Santos, E. .A.; Alcina Viana; Silva, J.S.; Ros; Costa; Silva, M.B.; Santos, E. .A.; Alcina Viana; Silva, J.S.; Rosselini, R.","2833","2008","06","17","Brasil","Pernambuco","Buíque","Vale do Catimbau, Estrada para o Vale do Catimbau","-37.1557998657227","-8.62306022644043",NA,NA,"IPA0082908",NA,"Plantae",NA,NA,NA,"Southern America",NA,"Erva trepadeira. Flores vermelhas. Odor intenso; Caatinga",NA,NA,"38964","auto",NA,NA,NA,NA,NA,NA
"209","2019-02-15 11:37:03-02","IPA","IPA","17816","S","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","Wood, J.R.I.","2014","08","14","Giulietti, A.M.","487","1968","10","13","Brasil","Mato Grosso","Xavantina","margens do Rio das Mortes até o Rio Areões.",NA,NA,NA,NA,"IPA0017816",NA,"Plantae",NA,NA,NA,"Southern America",NA,"Volúvel; flor lilás com fauce purpúrea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-08-27 13:33:17-03","IAP","PACA-AGP","114486","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","P.P.A. Ferreira",NA,NA,NA,"P.P.A. Ferreira","688","2011","02","26","Brasil","SC","Águas Mornas",NA,"-48.823600769043","-27.6938991546631",NA,NA,"PACA114486",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,"Hábito: trepadeira",NA,NA,"26556","auto","Magnoliatae",NA,NA,NA,NA,NA
"211","2020-12-20 21:16:41-03","UFV","VIC","036640","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.",NA,NA,NA,NA,"Neri, A.V.; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Paraopeba","FLONA de Paraopeba, Cerradão.","-44.4042015075684","-19.2744007110596",NA,NA,"VIC036640","VIC036640",NA,NA,NA,NA,NA,NA,"Coletada na borda de estrada, flor de corola alaranjada, com látex branco.",NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA
"212","2020-12-20 21:16:41-03","UFV","VIC","10796","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.",NA,"2017","12","07","Oliveira, M.J.F. de","60","1989","05","31","Brasil","Minas Gerais","Ponte Nova","Estação Experimental da EPAMIG","-42.9085998535156","-20.4164009094238",NA,NA,"VIC010796","VIC010796",NA,NA,NA,NA,NA,NA,"Planta herbácea, trepadeira sem gavinhas; flores de corolação vermelho intenso. Ocorrência rara.",NA,NA,"16921","auto",NA,NA,NA,NA,NA,NA
"213","2020-12-20 21:16:41-03","UFV","VIC","48065","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.",NA,NA,NA,NA,"Filardi, F.L.R.; et al.","538","2004","05","07","Brasil","Minas Gerais","Volta Grande","Psicultura-Clube","-48","-20","-48","-20","VIC048065","VIC048065",NA,NA,NA,NA,NA,NA,"Flores.Trepadeira; Trepadeira; Mata Ciliar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-12-20 21:16:42-03","UFV","VIC","48066","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy",NA,NA,NA,NA,"Filardi, F.L.R.; et al.","542","2004","05","07","Brasil","Minas Gerais","Volta Grande","Psicultura-Clube","-48","-20","-48","-20","VIC048066","VIC048066",NA,NA,NA,NA,NA,NA,"Flores.Trepadeira; Trepadeira; Mata Ciliar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-12-20 21:16:42-03","UFV","VIC","7305","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","Falcão, J.","1983","11","03","Moura, L.S. de","58","1981","06","05","Brasil","Minas Gerais",NA,"Em plantação de pimenta.",NA,NA,NA,NA,"VIC007305","VIC007305",NA,NA,NA,NA,NA,NA,"Flores lilases.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-10-20 14:17:14-03","UFOPA","HSTM","12362","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","Pastore, M.","2019","06","12","Almeida, T.E.; Giacomin, L.L.; Almeida, N.E.","4811","2018","09","01","Brasil","Pará","Santarém","Distrito de São Francisco de Carapanari. Restaurante Casa do Saulo, estrada de acesso ao restaurante, próximo à estrada Interpraias. Vegetação de transição entre savana e vegetação ripária.","-54.841667","-2.430556","54º50'30''W","2º25'50''S","HSTM012362",NA,NA,NA,NA,NA,NA,NA,NA,"51","51",NA,NA,NA,NA,NA,NA,NA,NA
