"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","class","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"48","2018-04-09 14:51:00-03","MO","MOBOT","101038756","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Michael H. Nee","Nee 58726","2011","12","22","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Griseb.","Santa Cruz","Vallegrande","On gravel road toward Moro Moro, 0.8 km (by air) WSW of SanJuan del Chaco, 6.4 km (by road) SW of turnoff from the Trigal-Vallegrande road.","-64.2097222","-18.3394444","1840.00000000","1860.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"49","2016-11-15 05:15:00-02","MO","MOBOT","1054291","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 30786","1977","3","31","South America","Argentina",NA,NA,NA,NA,NA,NA,"Griseb.","Jujuy",NA,"Dept. El Carmen. Perico, Aeropuerto El Cadillal.",NA,NA,NA,NA,NA,"fide W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2013-03-09 05:41:00-03","MO","MOBOT","1322096","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Alfredo F. Fuentes|G. Navarro","Fuentes Claros 2313","1998","2","12","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Griseb.","Santa Cruz","Cordillera","Parque Nacional Kaa-Iya del Gran Chaco, Paleodunas 25 Km. al NE de Palmar de las Islas. Matorrales, arbustales y herbazales seriales del bosque chaqueño seco de transición, producidos por fuego, suelos arenosos. 3 Km. al E de las paleodunas.","-60.40916","-19.24472","270.00000000",NA,NA,"A. Fuentes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","1524697","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Michael H. Nee","Nee 43101",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Griseb.","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166","500.00000000",NA,NA,"W. R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","1598085","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Martha Serrano","Serrano 769","1994","3","6","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Griseb.","Chuquisaca","Belisario Boeto","Comunidad Ovejeros, 4 km al NE de V. Serrano","-64.3","-19.1","2300.00000000",NA,NA,"M. Serrano (HSB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2014-03-26 12:52:00-03","MO","MOBOT","1710590","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Elsa M. Zardini|Leongino Guerrero","Zardini 57624","2001","11","7","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Griseb.","Concepción",NA,"Estancia San Fernando.","-57.3686111","-22.915",NA,NA,NA,"W.D. Stevens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1247","1",NA
"54","2016-08-31 15:24:00-03","MO","MOBOT","1849418","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Rosa Degen|Fátima Mereles","Degen 2723","1992",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Griseb.","Boquerón",NA,"Nueland, Cruce Dematei-Picada Histórica. Orilla de bosque",NA,NA,NA,NA,NA,"W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"55","2018-05-17 05:28:00-03","MO","MOBOT","2229422","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Renée H. Fortunato|María E. Múlgura|A. Martínez","Fortunato 1458","1990","11","18","South America","Argentina",NA,NA,NA,NA,NA,NA,"Griseb.","Chaco","General Güemes","Bajo Verde.","-61.83333","-24.33333",NA,NA,NA,"Múlgura, M. E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2009-07-15 12:23:00-03","MO","MOBOT","2253106","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Renée H. Fortunato","Fortunato 264","1983","11","7","South America","Argentina",NA,NA,NA,NA,NA,NA,"Griseb.","Formosa","Matacos","4 km al S de Ing. Guillermo N. Juárez por ruta 39.",NA,NA,NA,NA,NA,"Fortunato, R. H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2010-04-23 20:55:00-03","MO","MOBOT","2253139","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Osvaldo Morrone|Norma B. Deginani|Ana M. Cialdella|Liliana M. Giussani","Morrone 2983","1998","2","22","South America","Argentina",NA,NA,NA,NA,NA,NA,"Griseb.","Jujuy","Santa Bárbara","3 km del Infiernillo camino a Maíz Gordo, Serranías de Maíz Gordo","-64.25","-24.26666","630.00000000",NA,NA,"Múlgura de Romero, M. E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2010-04-23 20:55:00-03","MO","MOBOT","2289951","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Osvaldo Morrone|Norma B. Deginani|Ana M. Cialdella|Liliana M. Giussani","Morrone 3029","1998","2","22","South America","Argentina",NA,NA,NA,NA,NA,NA,"Griseb.","Jujuy","Santa Bárbara","ierras del Maíz Gordo, 4 km del Infiernillo camino al Puesto de Maíz Gordo, próximo al Río Maíz Gordo","-64.25","-24.26666","1050.00000000",NA,NA,"Múlgura de Romero, M. E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2012-05-09 05:09:00-03","MO","MOBOT","2402666","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","V.G. Solís Neffa|G.J. Seijo|D. Hojsgaard|J. Chillan","Solís Neffa 581","2002","1","14","South America","Argentina",NA,NA,NA,NA,NA,NA,"Griseb.","Formosa","Bermejo","Ruta 81, a 1 Km W de Morteros","-61.05","-24.39722","171.00000000",NA,NA,"Anderson, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2011-06-08 17:15:00-03","MO","MOBOT","2550528","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","José Steinbach","Steinbach G. 2671","1916","8","22","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Griseb.","Santa Cruz",NA,"Cercado: between Piray and Terebinto",NA,NA,"500.00000000",NA,NA,"fide Foster's cards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2009-08-27 17:10:00-03","MO","MOBOT","2837987","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","William R. Anderson","Anderson 11173","1974","3","20","South America","Brazil",NA,NA,NA,NA,NA,NA,"Griseb.","Paraná",NA,"Parque Estadual Vila Velha, ca. 30 km SE of Ponta Grossa; grassy campo with sandy soil.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-08-23 05:45:00-03","MO","MOBOT","2838064","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","S.A. Renvoize","Renvoize 3112","1978",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Griseb.","Misiones","Apóstoles","San Jose, Escuela Agrotecnico Don Bosco, Grassland with mixed scrub forest mostly along river courses. Soil thin.",NA,NA,"200.00000000",NA,NA,"M.J. Sauda 16.7.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-05-27 04:37:00-03","MO","MOBOT","3153185","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Michael H. Nee|Moises Mendoza","Nee 51865","2001","5","25","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Griseb.","Santa Cruz","Florida","0.5 km S of highway in Mairana, along Río Mairana. Shrubby vegetation in borad semi-aris valley.","-63.95833","-18.125","1300.00000000",NA,NA,"W. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2013-11-26 05:40:00-02","MO","MOBOT","3368217","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","A. Carretero|Reinaldo Lozano|J. Hurtado","Carretero 1109","2004","7","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Griseb.","Chuquisaca","Tomina","Saliendo de la comunidad El Villar camino a Alcala. Restos de Bosque Boliviano-Tucumana, ladera degradada con vegetacion baja.","-64.31722","-19.62333","2100.00000000",NA,NA,"Huaylla, H,.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2008-12-03 18:28:00-02","MO","MOBOT","3443730","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Jeaneth Villalobos","Villalobos 1080","2007","12","13","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Griseb.","Chuquisaca",NA,"Provincia Oropeza Municipio Poroma. Comunidad Mojotoro. A orillas de Rio Chico.","-64.2413889","-18.8511111","2205.00000000",NA,NA,"Villalobos J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"66","2008-12-03 16:20:00-02","MO","MOBOT","3443773","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Jeaneth Villalobos","Villalobos 1056","2007","12","12","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Griseb.","Chuquisaca","Azurduy","Municipio Tarvita. Comunidad Cuñuripampa. Por los alrededores de la casa de Sr. Luis Ortega.","-64.45","-19.75","2017.00000000",NA,NA,"Villalobos J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"67","2013-06-18 05:46:00-03","MO","MOBOT","3444242","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","M. Jiménez","Jiménez 493","2007","10","17","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Griseb.","Chuquisaca",NA,"Provincia Luis Calvo, Municipio Villa Vaca Guzman, Canton Iguembe. Bosque de transicion entre chaco serrano y Bosque chaqueno, dominado por Enterolobium contortisiliquum en los bosques con doseles altos y Acacias ssp. en bosques mas abiertos. Colectada en bosque abierto con alta presencia de pajiales, en la cima de ladera adyacente al rio Iguembe.","-63.78583","-20.70083","1241.00000000",NA,NA,"R. Lozano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","984617","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Elsa M. Zardini|A. Acosta","Zardini 42180","1995","1","26","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Griseb.","Boquerón",NA,"(ex Nueva Asunción Department). Parque Nacional Teniente Agripino Enciso. Dry forest.","-61.65777","-21.20888",NA,NA,NA,"W.R. Anderson (MICH)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"991","4",NA
"69","2009-08-21 07:12:00-03","MO","MOBOT","2229426","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Santiago Venturi","Venturi 10582",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Griseb.","Jujuy","San Pedro","San Pedro","-54.13333","-26.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2014-03-28 20:23:00-03","MO","MOBOT","2229451","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Lázaro J. Novara|H. Lopez","Novara 11167","1998","12","18","South America","Argentina",NA,NA,NA,NA,NA,NA,"Griseb.","Salta","San Martín","Límite entre Deptos. San Martín y Rivadavia. Tres Yuchanes, Ruta 81 km 1791,8. Al este de Dragones 5 km.","-62.28777","-23.27277","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-09-12 05:00:02-03","US","US","1234352","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","K. Pflanz","2116/B","1923","10","26","South America - Neotropics","Bolivia",NA,NA,NA,"US03327105",NA,"Polygalales","Griseb.",NA,NA,"Villamontes; Palma Sola.",NA,NA,NA,NA,"US03327105_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"72","2020-09-12 05:00:02-03","US","US","1549863","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","S. Venturi","6936","1927","11","18","South America","Argentina",NA,NA,NA,"US03327106",NA,"Polygalales","Griseb.","Salta",NA,"Departamento Oran. Campo Chico.",NA,NA,"550",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"73","2020-09-12 05:00:02-03","US","US","3146039","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","G. Hatschbach & J. M. Silva","51644","1987","10","24","South America - Neotropics","Brazil",NA,NA,NA,"US01876834",NA,"Polygalales","Griseb.","Porto Murtinho",NA,"20-30km L",NA,NA,NA,NA,"US01876834_01 US01876834_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","280892","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","P. G. Lorentz & G. H. Hieronymus","309","1873","2",NA,"South America","Argentina",NA,NA,"Annotated as isotype by W.R. Anderson (2000). Protologue does not cite a specific collection or number, only ad fl. Juramento. Duplicates of this collection at other herbaria bear that locality, but this one does not.","US01919564",NA,"Polygalales","Griseb.","Salta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Type collection",NA,NA,NA,NA,NA,NA,"1",NA
"75","2020-09-12 05:00:02-03","US","US","1549857","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","S. Venturi","5171","1926","12","15","South America","Argentina",NA,NA,NA,"US03327107",NA,"Polygalales","Griseb.","Salta",NA,"Departamento Oran. Embarcación. Barranca rio Bermejo.",NA,NA,"450",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"76","2020-09-12 05:00:02-03","US","US","3195546","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","G. Schmeda","1298","1990","10","28","South America","Paraguay",NA,NA,NA,"US03327108",NA,"Polygalales","Griseb.",NA,NA,"Gesudi, Km 22 N Montanía, Nueva Asunción.",NA,NA,NA,NA,"US03327108_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"77","2020-09-12 05:00:02-03","US","US","2894543","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","S. A. Renvoize, M. Wilmot-Dear & F. Zuloaga","3112","1978","10","14","South America","Argentina",NA,NA,NA,"US03327109",NA,"Polygalales","Griseb.","Misiones",NA,"Apostoles. San Jose, Escuela Agrotecnico Don Bosco.",NA,NA,"200",NA,"US03327109_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"78","2019-11-13 11:24:08-03","USP","SPF","229765A","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Damasceno Jr, GA","1673","1998","01","10",NA,"Brasil",NA,NA,NA,"SPF00229765",NA,NA,"Griseb.","Mato Grosso do Sul","Ladário",NA,"-57.558611","-19.167222",NA,NA,NA,"Mamede, MCH",NA,NA,NA,NA,"-57.558611","-19.167222","2003","10",NA,NA,NA,NA
"79","2021-03-15 18:28:08-03","USP","SPF","161975","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Hatschbach, G","74228","2002","11","14",NA,"Brasil",NA,NA,"Ereta, flor amarela.","SPF00161975",NA,NA,"Griseb.","Mato Grosso do Sul","Porto Murtinho","Rodovia Bonito - Campo dos Índios, Rio Aquidaban. Campo cerrado.","-57.8824996948242","-21.6989002227783",NA,NA,"SPF00161975","Anderson, WR","185577","auto",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA
"80","2019-10-07 09:31:39-03","UEFS","HUEFS","86184","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Hatschbach, G.","74228","2002","11","14",NA,"Brasil",NA,NA,"Campo cerrado.","HUEFS0086184","Angiospermae","Malpighiales","Griseb.","Mato Grosso do Sul","Porto Murtinho","Rodovia Bonito - Campo dos Índios, Rio Aquidadam.","-57.8824996948242","-21.6989002227783",NA,NA,"HUEFS0086184",NA,"185577","auto","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-09-05 16:47:36-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","G. Hieronymus & P. G. Lorentz","309","1873","2",NA,"South America","Argentina",NA,NA,NA,NA,"Spermatophyta",NA,"Nied.",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA
"82","2015-03-13 18:45:28-03","F","FMNH-SEEDPLANTS","V0218955F","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea",NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"V0218955F","Spermatophyta",NA,NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0218955F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2015-03-13 18:45:28-03","F","FMNH-SEEDPLANTS","V0218956F","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea",NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"V0218956F","Spermatophyta",NA,NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0218956F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-01-23 10:13:22-02","F","FMNH-SEEDPLANTS","V0361133F","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","G. Hieronymus & P. G. Lorentz","309","1873","2",NA,"South America","Argentina",NA,NA,NA,"V0361133F","Spermatophyta",NA,NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0361133F_01",NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA,NA,NA,NA,NA,NA,NA
"85","2016-09-21 10:20:13-03","F","FMNH-SEEDPLANTS","V0409723F","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","T. Meyer","3.670","1941","1","9","South America","Argentina",NA,NA,NA,"V0409723F","Spermatophyta",NA,NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0409723F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2018-11-07 13:50:05-02","F","FMNH-SEEDPLANTS","V0409724F","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","M. Cárdenas","2556","1934","4",NA,"South America","Bolivia",NA,NA,NA,"V0409724F","Spermatophyta",NA,NA,NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0409724F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-07-23 12:10:29-03","CEPLAC","CEPEC","102807","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","G. Hatschbach","74228","2002","11","14",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Mato Grosso","porto murtinho","Rod. Bonito/Campo dos Índios Rio Aquidaban. Mato Grosso do Sul.",NA,NA,NA,NA,NA,"W. R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003"
"88","2019-11-01 15:02:36-03","UnB","UB","27278","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Campos, SM","163","1960","01","21","Southern America","Brasil",NA,NA,"Flor amarela; Cerrado, na beira da estrada.",NA,"Dicotyledoneae",NA,"Grisebach","São Paulo","Itapetininga","2-3km NNW da cidade de Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,NA,"Wurdack, JJ","40712","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-01 15:02:36-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Villarroel, D; Martinez, MT; Miranda, V","3978","2014","12","21","Southern America","Bolivia",NA,NA,NA,NA,"Dicotyledoneae",NA,"Grisebach","Santa Cruz","Prov. Vallegrande","Comunidad de Plan Sitano. Valle amplio rodeado por montanas de más de 2000 m de altitud, el interior con montanas debajo de los 1600 m, laderas cubiertas de bosque y sabanas arboladas, cimas con pastizales. Colectas realizadas en las sabanas arbolada","-63.947167","-18.869917","155","155",NA,"Villarroel, D",NA,NA,NA,NA,"-63.947167","-18.869917",NA,NA,NA,NA,NA,NA
"90","2019-11-01 15:02:36-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Villarroel, D; Martinez, MT; Aramayo, G; Nee, MH","3347","2014","02","28","Southern America","Bolivia",NA,NA,NA,NA,"Dicotyledoneae",NA,"Grisebach","Santa Cruz","Prov. Germán Busch","Cerro Mutún. Camino antiguo a los mástiles, áreas con afloramientos rocoso con superficie abrupta, con unos pocos arbusto dispersos y colonias de plantas que crecen dispersas en su superficie.","-58.544333","-19.359583","310","310",NA,"Villarroel, D",NA,NA,NA,NA,"-58.544333","-19.359583",NA,NA,NA,NA,NA,NA
"91","2021-02-25 09:38:41-03","IBt","SP","64992","S","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Campos, SM","163","1960","01","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Griseb.","São Paulo","Itapetininga",NA,"-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,"40712","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
