"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","2210936","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"M. Guillemin","672","1839",NA,NA,"South America","Brazil","São Paulo","St. Paul. Brésil Méridional",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345894' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210936","NY02210936_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02210933","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"B. G. S. Ribeiro","1115","1975","09","20","South America","Brazil","Pará","Estrada Belém-Brasília, próximo a Ipixuna.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345891' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210933","NY02210933_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1198341","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","X. Cornejo","F. S. Juchum","50","2000","09","22","South America","Brazil","Bahia","Reserva Gregório Bondar, área da EMARC.","-39.2742","-14.6022","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1410954' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198341","NY01198341_01","Uruçuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","189614","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","S. V. Heald","S. A. Mori","24766","1998","02","12","South America","French Guiana","Saint-Laurent-du-Maroni","Saül and vicinity. Route de Bélizon, between entrance to Grand Boeuf Mort Trail and Les Eaux Claires.","-53.2","3.62","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343474' target='other'> <mi>dwc_moreinfo</mi></a>","NY00189614",NA,NA,"200","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","189605","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","S. V. Heald","S. A. Mori","24756","1998","02","12","South America","French Guiana","Saint-Laurent-du-Maroni","Saül and vicinity. Les Eaux Claires, on the Route de Bélizon just S of Les Eaux Claires, by helicopter landing pad.","-53.2","3.62","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343473' target='other'> <mi>dwc_moreinfo</mi></a>","NY00189605",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2210937","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"W. A. Ducke","7691","1942","10","19","South America","Brazil","Pará","South forest of the I.A.N.","-48.4447503","-1.4380977","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345895' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210937","NY02210937_01","Belém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02712917","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","J. A. Kallunki","J. R. Pirani","3003","1994","02","17","South America","Brazil","Bahia","Km 21 da Rodovia Itamaraju - Prado","-39.4005024","-17.1565168","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3021328' target='other'> <mi>dwc_moreinfo</mi></a>","NY02712917","NY02712917_01","Prado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2210944","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"E. P. Killip","30299","1929","10","27","South America","Brazil","Pará",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345902' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210944","NY02210944_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-29 11:24:00-03","NY","NYBG","533403","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana",NA,NA,"J. C. Lindeman","1604","1966","06","16","South America","Brazil","Paraná","Ca. 10 km N.W. of Xambrê.","-53.49","-23.7361","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343476' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533403","NY00533403_01","Xambrê","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","533406","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"J. S. Blanchet","1956",NA,NA,NA,"South America","Brazil",NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343468' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533406","NY00533406_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2210940","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"C. A. Cid Ferreira","2525","1980","08","14","South America","Brazil","Pará","Estrada Oriximiná-Óbidos, e estrada do BEC km 70, próximo ao rio Cuminá-Mirim.","-55.8661","-1.76556","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345898' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210940","NY02210940_01","Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2210942","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"M. B. Silva","2238","1969","08","13","South America","Brazil","Pará","Mujui dos Campos.","-54.7083","-2.44306","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345900' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210942","NY02210942_01","Santarém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2210935","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"A. N. Prentiss","s.n.","1870","08","10","South America","Brazil","Pará",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345893' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210935","NY02210935_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","533478","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","O. Kosovsky","R. M. Harley","17857","1977","01","12","South America","Brazil","Bahia","Parque Nacional de Monte Pascoal. On N.W. slopes of Monte Pascoal.","-39.42","-16.88","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533478","NY00533478_01","Porto Seguro","200","586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","777550","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","R. Lima","J. A. Kallunki","457","1993","02","09","South America","Brazil","Bahia","4 km E of Guaratinga on road to BR-101","-39.73","-16.53","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343471' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777550","NY00777550_01","Guaratinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","533395","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","S. F. Smith","G. G. Hatschbach","48728","1984","12","08","South America","Brazil","Bahia","Oitenta e Sete.","-39.3717","-17.8919","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533395","NY00533395_01","Nova Viçosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2210943","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"G. T. Prance","58938","1964","08","29","South America","Brazil","Pará","Between Paragominas and Gurupi, Belém-Brasília, Km. 161-250.","-47.562402","-2.228331","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345901' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210943","NY02210943_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","533397","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"R. P. Belém","1652","1965","08","30","South America","Brazil","Bahia","Margem da Rodovia Itabuna - Ilhéus.","-39.1580173","-14.7989283","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533397","NY00533397_01","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","533404","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"P. K. H. Dusén","238","1902","03","30","South America","Brazil","Rio de Janeiro",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343466' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533404","NY00533404_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","777549","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","R. Lima","A. M. V. de Carvalho","4279","1993","07","03","South America","Brazil","Bahia","Estrada Pontal/Buerarema coletas entre os kms 23 e 30","-39.1540879","-14.9163078","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343470' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777549","NY00777549_01","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","533405","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"L. Riedel","1956",NA,NA,NA,"South America","Brazil",NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343467' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533405","NY00533405_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2210939","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"A. da Silva","341","1944","06",NA,"South America","Brazil","Pará","On lands of Instituto Agronomico do Norte, 4 K. SO. of Administration Building. Trails near Rubber Factory, Rio Guamá.","-48.5043983459473","-1.4558299779892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345897' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210939","NY02210939_01","Belém",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1552571","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","A. Pool","M. J. P. Pires-O'Brien","537","1985","08","16","South America","Brazil","Amapá","Margem esquerda do rio Jarí, Felipe 1","-52.375054","-0.89527","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1949193' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552571","NY01552571_01","Mazagão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","2425682","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","O. Kosovsky","P. Fiaschi","1156","2002","10","17","South America","Brazil","Bahia","Ramal à esp., ca. 15 da rodovia de Buerarema para São José de Vitária, km 7 da estrada para Arataca, ca. 9.5 km à dir. da BR 101.","-39.3011","-15.15264","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2646975' target='other'> <mi>dwc_moreinfo</mi></a>","NY02425682","NY02425682_01","Buerarema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","533398","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"R. P. Belém","1367","1965","07","22","South America","Brazil","Bahia","Rodovia Ilhéus - Uruçuca. Plantaçao de cacau.","-39.0492","-14.7892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343453' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533398","NY00533398_01","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","533407","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"J. B. A. Guillemin","672",NA,NA,NA,"South America","Brazil","Rio de Janeiro","Corcovado (near Rio); Brazil meridional.","-43.212076","-22.951842","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533407","NY00533407_01","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2210934","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.",NA,"A. S. L. da Silva","187","1977","10","30","South America","Brazil","Pará","Altamira, EMBRAPA, experimental Station; Transamazonica, km 23, Altamira-Itaituba","-52.3978758","-3.271835","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345892' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210934","NY02210934_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","686041","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","A. Pool","I. Cordeiro","257","1985","07","20","South America","Brazil","Amazonas","Margem do Rio Aracá, pouco abaixo da foz do Rio Jauari","-63.4906983","0.5280283","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=823925' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686041","NY00686041_01","Barcelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","533400","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","C. Grey-Wilson","R. M. Harley","16126","1974","02","12","South America","Brazil","Bahia","Reserva Biologica do Pau Brasil, 17 km. W. from Porto Seguro on the road to Eunapolis.","-39.2","-16.42","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343457' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533400","NY00533400_01","Porto Seguro",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1552573","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","A. Pool","A.-D. Stevens","2428-310894","1994","08","31","South America","Brazil","Pará","Benfica, Zona Bragantina, 17 km NE of Belém along BR 316, Experimental Station CEPLAC.","-48.3417","-1.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1949197' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552573","NY01552573_01",NA,"5","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01198046","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","O. Kosovsky","R. A. X. Borges","658","2007","01","22","South America","Brazil","Bahia","RPPN Serra Bonita. 9,7 km de Camacã na estrada para Jacarecí. Daí 6 km SW na estrada para a RPPN e torre da Embratel.","-39.5653","-15.3917","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409460' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198046","NY01198046_01","Camacan","900","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","52700","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","S. V. Heald","S. A. Mori","24303","1996","01","07","South America","French Guiana",NA,"Saül and vicinity. Just N of Eaux Claires on the Route de Bélizon.","-53.2","3.62","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343456' target='other'> <mi>dwc_moreinfo</mi></a>","NY00052700",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","533396","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","blanchetiana","Gouania blanchetiana","Miq.","R. Lima","R. P. Belém","1274","1965","07","01","South America","Brazil","Bahia","Rodovia Uruçuca - Ilhéus. Plantaçao de cacau.","-39.0492","-14.7892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343451' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533396","NY00533396_01","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
