"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","relatedCatalogItem"
"48","2021-03-15 18:28:15-03","USP","SPF","120742","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Mello-Silva, R","1101","1996","06","12",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Estrada Lagoa Santa - Conceição do Mato Dentro, córrego Duas Pontinhas.","-43.57","-19.295",NA,"Arbusto brotando de sistema subterrâneo desenvolvido. Folhas discolores. Glândulas do cálice verde claras. Pétalas brancas passando a rosadas. Labelo amarelo.","SPF00120742","SPF00120742","Mamede, MCH","1996",NA,"-43.57","-19.295",NA,NA,NA,"1180","1180",NA,NA,NA
"49","2021-03-15 18:28:15-03","USP","SPF","218726","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Pena, MA","628","2007","11","13",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 118 da rodovia MG 010. Próximo à estátua do Juquinha.","-43.550556","-19.261389",NA,"Arbusto ca. 80 cm. Ramo e raque castanho. Sépalas verdes com tricomas castanhos. Elaióforos brancos. Botões verdes.","SPF00218726","SPF00218726","Pena, MA","2009",NA,"-43.550556","-19.261389",NA,NA,NA,"1326","1326",NA,NA,NA
"50","2021-03-15 18:28:15-03","USP","SPF","32747","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Cesar, O","s.n.","1979","06","02",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,"Arbusto até 1.5 m. Flores amarelas.","SPF00032747","SPF00032747","Mamede, MCH","1984","06",NA,NA,"31264","auto","18",NA,NA,NA,NA,NA
"51","2021-03-15 18:28:15-03","USP","SPF","20437","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Mamede, MCH","CFSC7653","1981","10","31",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, 10 km da entrada (perto da porteira).","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 1 m alt., formando touceiras. Flores alvas c/ labelo amarelo.","SPF00020437","SPF00020437","Mamede, MCH","1982",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"52","2021-03-15 18:28:15-03","USP","SPF","31968","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Forero, E","CFSC8758","1980","09","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 109 (antigo 114) ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,"Col. E. Forero 7845; Arbusto. Glandulas blancas. Corola amarilla.","SPF00031968","SPF00031968","Mamede, MCH","1983",NA,NA,NA,"26557","auto",NA,"1100","1250",NA,NA,NA
"53","2021-03-15 18:28:15-03","USP","SPF","32063","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Forero, E","CFSC8690","1980","09","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 109 (antigo 114) ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,"Col. E.Forero 7768; Subarbusto. Glândulas verdes.","SPF00032063","SPF00032063","Anônimo",NA,NA,NA,NA,"26557","auto",NA,"1100","1250",NA,NA,NA
"54","2021-03-15 18:28:15-03","USP","SPF","152980","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Sakane, M","CFSC6277","1977","10","25",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 112 ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto lenhoso, flores brancas.","SPF00152980","SPF00152980","Mamede, MCH",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"55","2021-03-15 18:28:15-03","USP","SPF","17881","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Mamede, MCH","CFSC5725","1978","12","02",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 114 ao longo da rod. Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto. Flores alvas, labelo amarelo.","SPF00017881","SPF00017881","Mamede, MCH",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"56","2021-03-15 18:28:15-03","USP","SPF","17879","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Mamede, MCH","CFSC5726","1978","11","02",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 114 ao longo da rod. Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 30-50 cm. Flores alvas, labelo amarelo.","SPF00017879","SPF00017879","Mamede, MCH",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"57","2021-03-15 18:28:15-03","USP","SPF","17882","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Mamede, MCH","CFSC5733","1978","12","02",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 114 ao longo da rod. Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 60-70 cm. Flores alvas, labelo amarelo. Glândulas alvas.","SPF00017882","SPF00017882","Mamede, MCH",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"58","2021-03-15 18:28:15-03","USP","SPF","17870","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Mamede, MCH","CFSC5728","1978","11","02",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 114 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 40-50 cm. Flores alvas, labelo amarelo.","SPF00017870","SPF00017870","Mamede, MCH",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"59","2021-03-15 18:28:15-03","USP","SPF","20290","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Furlan, A","CFSC7479","1981","10","05",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 115 ao longo da rod. Belo Horizonte - Conceição do Mato Dentro. Córrego Duas Pontinhas.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto semi-prostrado ca. 60 cm. Flores c/ labelo amarelo, depois rosado.","SPF00020290","SPF00020290","Mamede, MCH","1982",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"60","2021-03-15 18:28:15-03","USP","SPF","17871","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Mamede, MCH","CFSC6578","1980","10","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 115 ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 20 cm. Flores alvas, labelo amarelo.","SPF00017871","SPF00017871","Mamede, MCH",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"61","2021-03-15 18:28:15-03","USP","SPF","20427","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Mamede, MCH","CFSC7637","1981","10","30",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 115 ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto formando touceiras 0.5 m alt. Flores alvas, labelo amarelo.","SPF00020427","SPF00020427","Mamede, MCH","1982",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"62","2021-03-15 18:28:15-03","USP","SPF","17873","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Pirani, JR","CFSC6579","1980","10","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 115 ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,"Arbusto 50 cm. Flores alvas, labelo amarelo.","SPF00017873","SPF00017873","Mamede, MCH",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"63","2021-03-15 18:28:15-03","USP","SPF","43174","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Arraes, MG","CFSC9814","1984","11","05",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 119 ao longo da rod. Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto. Flores.","SPF00043174","SPF00043174","Mamede, MCH","1984",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"64","2021-03-15 18:28:15-03","USP","SPF","17883","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Mamede, MCH","CFSC5800","1979","12","18",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 120 ao longo da rod. Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Postrada 30-40 cm. Frutos verdes.","SPF00017883","SPF00017883","Mamede, MCH",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"65","2021-03-15 18:28:15-03","USP","SPF","17872","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Mamede, MCH","CFSC6619","1980","10","11",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 126 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Arbusto 50-70 cm. Flores alvas, labelo amarelo.","SPF00017872","SPF00017872","Mamede, MCH",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"66","2021-03-15 18:28:15-03","USP","SPF","17874","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Furlan, A","CFSC6659","1980","10","13",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 129 ao longo da rod. Belo Horizonte - Conceição do Mato Dentro. Entre pedras.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 20-30 cm. Flores alvas, labelo amarelo.","SPF00017874","SPF00017874","Mamede, MCH",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"67","2021-03-15 18:28:15-03","USP","SPF","17880","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Mamede, MCH","CFSC5796","1979","12","18",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 130 ao longo da rod. Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 70 cm. Frutos verdes.","SPF00017880","SPF00017880","Mamede, MCH",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"68","2021-03-15 18:28:15-03","USP","SPF","17869","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Mamede, MCH","CFSC5797","1979","12","18",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 130 ao longo da rod. Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Flores alvas, labelo amarelo.","SPF00017869","SPF00017869","Mamede, MCH",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"69","2021-03-15 18:28:15-03","USP","SPF","17877","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Mamede, MCH","CFSC5751","1978","11","03",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 130 ao longo da rod. Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Prostrada. Flores alvas. Labelo amarelo.","SPF00017877","SPF00017877","Mamede, MCH",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"70","2021-03-15 18:28:15-03","USP","SPF","17878","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Menezes, NL","CFSC5806","1979","12","18",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 132 ao longo da rod. Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 50-60 cm. Flores alvas.","SPF00017878","SPF00017878","Mamede, MCH",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"71","2021-03-15 18:28:15-03","USP","SPF","113367","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Grillo, AA","CFSC13860","1995","04","05",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Rod. Belo Horizonte-Conceição do Mato Dentro, km 112, Córrego Duas Pontinhas.","-43.7144012451172","-19.1688995361328",NA,"Erva 40 cm. Pétalas laranjas, amarelas ou vermelhas.","SPF00113367","SPF00113367","Queiroz, EP","2013","09",NA,NA,"26557","auto","12",NA,NA,NA,NA,NA
"72","2019-10-07 09:31:46-03","UEFS","HUEFS","139828","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Rapini, A.","1600","2008","01","28",NA,"Brasil","Minas Gerais","Santana do Riacho","MG-010, Km 129.","-43.563889","-19.288611",NA,"Campo rupestre.","HUEFS0139828","HUEFS0139828","A.Francener","2013","12","43W33'50''","19S17'19''",NA,NA,NA,"1230","1230",NA,"Rosanae",NA
"73","2019-10-07 09:31:46-03","UEFS","HUEFS","181735","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Silva, C.","559","2011","10","14",NA,"Brasil","Minas Gerais","Santana do Riacho","MG 010 sentido Santana do Riacho, área de Campo Rupestre e Mata Ciliar próxima à dois desvios com calçamento de pedra. 1230m alt.","-43.55","-19.283333",NA,NA,"HUEFS0181735","HUEFS0181735","A.Francener","2014","04","43W33'","19S17'",NA,NA,NA,NA,NA,NA,"Rosanae",NA
"74","2015-03-13 18:45:02-03","F","FMNH-SEEDPLANTS","V0220714F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0220714F","V0220714F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"75","2020-04-29 16:30:02-03","UFVJM","HDJF","1716","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Otoni, TJO","46","2013","03","06","Southern America","Brasil","Minas Gerais","Diamantina","Campus JK (UFVJM), próximo ao lixão desativado de Diamantina","-43.566111","-18.203889",NA,NA,"HDJF001716","HDJF001716_01","Otoni, TJO","2013","05","-43.566111","-18.203889",NA,NA,"28",NA,NA,NA,NA,NA
"76","2020-04-29 16:30:02-03","UFVJM","HDJF","1717","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Otoni, TJO","46","2013","03","06","Southern America","Brasil","Minas Gerais","Diamantina","Campus JK (UFVJM), próximo ao lixão desativado de Diamantina","-43.566111","-18.203889",NA,NA,"HDJF001717","HDJF001717_01","Otoni, TJO","2013","05","-43.566111","-18.203889",NA,NA,"28",NA,NA,NA,NA,NA
"77","2019-01-25 15:35:16-02","IAC","IAC","43755","S","Plantae",NA,NA,"Malpighiaceae-1.Byrsonimoideae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","M.C.H. Mamede & F.S. Cavalcanti","5752","1978","11","03",NA,"Brasil","Minas Gerais","Santana do Riacho","Km 117, ao longa da rodovia Belo Horizonte-Conceição do Mato Dentro, entre pedras","-43.7144","-19.1689",NA,NA,NA,NA,"M.C.H. Mamede","1978","11","-43.7144","-19.1689",NA,NA,"03",NA,NA,NA,NA,NA
"78","2020-07-23 12:10:50-03","CEPLAC","CEPEC","136173","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis",NA,"V.C.Souza","28634",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"S.I. Elias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-07-23 12:10:50-03","CEPLAC","CEPEC","139533","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis",NA,"K. D. Barreto","3250","1994","11","22",NA,"Brasil","São Paulo","ITARARÉ","Pedreira Cobastalco.","-49.213056","-24.300833",NA,NA,NA,NA,"A. Francener",NA,NA,"49W12'47","24S18'3",NA,NA,NA,NA,NA,NA,NA,"06/12/2013"
"80","2020-07-23 12:10:50-03","CEPLAC","CEPEC","147059","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis",NA,"M. Verdi","6574",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"A. Francener",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-07-23 12:10:50-03","CEPLAC","CEPEC","147304","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis",NA,"M. Verdi","6576",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"A. Francener",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-07-23 12:10:50-03","CEPLAC","CEPEC","92253","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis",NA,"M. Alves","2127","2000","08","23",NA,"Brasil","Minas Gerais","santana do riacho","APA da Serra do Cipó, Km 112-115 da estrada para Conceição do Mato Dentro, nas proximidades do córrego das Duas Pontinhas em direção a estátua do Juquinha.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"E. P. Queiroz",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,"24/03/2011"
"83","2020-07-23 12:10:50-03","CEPLAC","CEPEC","83591","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis",NA,"M. C. H. Mamede",NA,"2002","11","02",NA,"Brasil","Minas Gerais","santana do riacho","Km 114 a longo da Rod. Belo Horizonte/Conceiçã do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"M. C. H. Mamede",NA,NA,NA,NA,"26557","auto",NA,NA,NA,"Paratipo",NA,"30/12/1978"
"84","2020-07-23 12:10:50-03","CEPLAC","CEPEC","84053","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis",NA,"M. C. H. Mamede",NA,"1980","10","30",NA,"Brasil","Minas Gerais","santana do riacho","Km 115 ao longo da Rod. Belo Horizonte/Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"M. C. Mamede",NA,NA,NA,NA,"26557","auto",NA,NA,NA,"Paratipo",NA,"30/12/1980"
"85","2020-08-03 12:09:45-03","CEPLAC","CEPEC","139331","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis",NA,"V. C. Souza","4752","1993","11","27",NA,"Brasil","São Paulo","ITARARÉ","Fazenda Santa Andrpeia. Escarpa rochosa recoberta por campo graminoso, formando escrubes esparsos, em direção ao vale.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"A. Francener",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,"06/12/2013"
"86","2020-11-19 14:06:19-03","Unimontes","MCMG","2449","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis",NA,"Mota, G.S | Bahia,T.O. | Braga.L.L. | Costa,F.M. | Coutinho,E.T. | Lima.L.P.D. | Mota,N.M. | Oliveira,M.H. | Rodrigues,P.L. | Silva,D.L. | Silva,R.R. | Souza,S.R. | Veloso, C.V.A. |",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional Serra do Cipó Quadrante 16","-43.7144012451172","-19.1688995361328",NA,"Arbóreo",NA,NA,"Santos, R.M.",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"87","2019-11-01 15:02:53-03","UnB","UB","147489","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Irwin, HS","20617","1968","02","21","Southern America","Brasil","Minas Gerais","Serra do Cipó","Gallery woods and adjacent campo, Serra do Cipó, km 119 (ca. 154km N of Belo Horizonte), elev. 1300m.",NA,NA,NA,"Subshrub with numerous ascending stems to ca. 30cm. Fruit green.; Sandy campo.",NA,NA,"Mamede, MCH","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-01 15:02:53-03","UnB","UB","147490","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC","7653","1981","10","31","Southern America","Brasil","Minas Gerais","Santana do Riacho","10km da entrada (perto da porteira);","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 1m de alt, formando touceiras. FLores alvas c/ labelo amarelo.",NA,NA,"Mamede, MCH","1982",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"89","2019-05-06 11:58:43-03","UFU","HUFU","12179","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Castro, N.M.","199","1994","11","16",NA,"Brasil","Minas Gerais",NA,"Serra do cipó, Km 106.",NA,NA,NA,"Subarbusto, ca. 0,6 m. Flores de pétalas brancas, labelo de amarelo a coral.; Terreno arenoso.","HUFU00013644","HUFU00013644","Rolim, S.E.","2002","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-05-06 11:58:43-03","UFU","HUFU","12258","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Castro, N.M.","478","1995","04","15",NA,"Brasil","Minas Gerais",NA,"Serra do cipó, Estrada Lagoa Santa - Conceição do Mato Dentro, km 111.",NA,NA,NA,"Subarbusto, ca. 60 cm. Flores jovens, creme e rabelo amarelo.; Terreno arenoso.","HUFU00013642","HUFU00013642","Francener, A.","2014","12",NA,NA,NA,NA,"22",NA,NA,NA,NA,NA
"91","2019-05-06 11:58:44-03","UFU","HUFU","206","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Castro, N.M.","49","1981","10","30",NA,"Brasil","Minas Gerais",NA,"Serra do cipó, Estrada da mineração.",NA,NA,NA,"Subarbusto ca. de 50 cm. Flores alvas, labelo amarelo.; Terreno arenoso.","HUFU00013643","HUFU00013643","Mamede, M.C.H.","1994","03",NA,NA,NA,NA,"22",NA,NA,NA,NA,NA
"92","2019-11-21 10:08:14-03","IBt","SP","153986","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Eiten, G; Eiten, LT","11081","1969","03","11",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Along road from village of Almeida to city of Conceição do Mato Dentro","-43.583333","-19.3",NA,"Sepal glands white, petals white, anthers golden-yellow; stigma petaloid on one side, golden-yellow","SP014041",NA,"Mamede, MCH","1987",NA,"-43.583333","-19.3",NA,NA,NA,"1100","1100",NA,NA,NA
"93","2019-11-21 10:08:14-03","IBt","SP","263710","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Anunciação, EA","233","1993","05","02",NA,"Brasil","Minas Gerais",NA,"Parque Nacional da Serra do Cipó, Córrego Duas Pontinhas",NA,NA,NA,NA,"SP014218",NA,"Mamede, MCH","2008","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-21 10:08:14-03","IBt","SP","263711","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Anunciação, EA","234","1993","05","02",NA,"Brasil","Minas Gerais",NA,"Parque Nacional da Serra do Cipó, Córrego Duas Pontinhas",NA,NA,NA,NA,"SP014217",NA,"Mamede, MCH","2008","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-21 10:08:14-03","IBt","SP","292199","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Souza, VC; Miyagi, PH; Souza, JP","8178","1995","03","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro, ca. 9 km após Chapéu do Sol","-43.567222","-19.290278",NA,"Subarbusto ca. 30 cm alt.; pétalas amarelas, sendo a superior ligeiramente alaranjada","SP014049",NA,"Mamede, MCH","1995","04","-43.567222","-19.290278",NA,NA,"29","1200","1200",NA,NA,NA
"96","2019-11-21 10:08:14-03","IBt","SP","316106","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Mello-Silva, R; Salatino, A; Santos, DYAC","1101","1996","06","12",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Estrada Lagoa Santa - Conceição do Mato Dentro, córrego 2 Pontinhas","-43.57","-19.295",NA,"Arbusto brotando de sistema subterrâneo desenvolvido. Folhas discolores. Glândulas do cálice verde-claras. Pétalas brancas passando a rosadas. Labelo amarelo","SP014032",NA,"Mamede, MCH","1996",NA,"-43.57","-19.295",NA,NA,NA,"1180","1180",NA,NA,NA
