"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"50","2020-09-12 05:00:02-03","US","US","3263238","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O. Berg) D. Legrand",NA,"J. H. Kirkbride","4899","1982","9","21","South America - Neotropics","Brazil","Distrito Federal","Brasília","Córregozinho que entra o lado W do Córrego Cabeça do Veado","-47.85","-15.8744",NA,NA,"US01891844","US01891844_01 US01891844_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"51","2020-10-15 09:53:57-03","UFPR","EFC","7533","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Rocha, M.R.","Stoltz Jr., L.H.; Soares, A.","24","1997","09","16",NA,"Brasil","Paraná","Morretes","P.E. Marumbi","-48.9144","-25.4499",NA,"Árvore de porte médio, vale entre os cumes da Ponta do Tigre e Gigante a 1350m a.n.m., frutos verdes-claros.","EFC007533",NA,"1350","1350","-48.9144","-25.4499",NA,NA,"1997","09","16",NA,NA,NA,NA,NA,NA
"52","2019-12-09 17:30:24-03","UFPR","EFC","8366","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Serathiuk, R.E.","Kuniyoshi, Y.S.; et al.","6236","1999","04","09",NA,"Brasil","Paraná","Paranaguá","Floresta estadual do Palmito.","-48.5558","-25.5917",NA,"Sobre solo aluvial hidromórfico em meio a floresta com aproximadamente 90 anos de idade. Arbórea de 5 metros de altura. __COMMOM_NAME__: coração-de-nego","EFC008366",NA,"20","20","-48.5558","-25.5917",NA,NA,"1999","04","14",NA,NA,NA,NA,NA,NA
"53","2020-10-15 09:53:57-03","UFPR","EFC","6372","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Roderjan, C.V.","Roderjan, C.V.; Stoltz Jr., L.H.","1344","1996","11","14",NA,"Brasil","Paraná","Morretes","P.E. Marumbi","-48.9144","-25.4499",NA,"Árvore 2 m, Ponta do Tigre, 1400 m s.n.m.","EFC006372",NA,"1400","1400","-48.9144","-25.4499",NA,NA,"1996","11","18",NA,NA,NA,NA,NA,NA
"54","2019-11-13 11:26:57-03","USP","SPF","214478","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Santos, MF","Santos, MF","849","2012","03","10",NA,"Brasil","São Paulo","Mogi Guaçu","Reserva Biológica de Mogi Guaçu","-47.15","-22.283333",NA,NA,"SPF00214478",NA,"588","588","-47.15","-22.283333",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-13 11:26:57-03","USP","SPF","199788","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Sobral, M","Sabino, M","s.n.","1979","10","10",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,"SPF00199788",NA,NA,NA,NA,NA,"38539","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-22 16:09:16-03","UEFS","HUEFS","87936","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand",NA,NA,"431",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"HUEFS0087936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae","Isótipo",NA,NA,NA,NA
"57","2019-09-04 19:14:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Aulomyrcia","bicarinata","Aulomyrcia bicarinata",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA,NA,NA
"58","2019-01-22 15:33:08-02","F","FMNH-SEEDPLANTS","V0064683F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Aulomyrcia","bicarinata","Aulomyrcia bicarinata",NA,NA,"F. Sellow","431",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0064683F","V0064683F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Possible type",NA,NA,NA,NA
"59","2019-09-04 19:14:15-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Aulomyrcia","rufa","Aulomyrcia rufa",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA,NA,NA
"60","2019-01-23 11:02:29-02","F","FMNH-SEEDPLANTS","V0064765F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Aulomyrcia","rufa","Aulomyrcia rufa",NA,NA,"F. Sellow","466",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0064765F","V0064765F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA,NA,NA
"61","2015-03-07 09:00:13-03","F","FMNH-SEEDPLANTS","V0106196F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0106196F","V0106196F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"62","2015-03-07 09:00:13-03","F","FMNH-SEEDPLANTS","V0106197F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0106197F","V0106197F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"63","2015-03-07 09:00:13-03","F","FMNH-SEEDPLANTS","V0106198F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0106198F","V0106198F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"64","2018-05-14 16:06:20-03","F","FMNH-SEEDPLANTS","V0349055F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata",NA,"RRC ID Flag","W. Ribeiro",NA,"1998","8","15","South America","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,"V0349055F","V0349055F_01 V0349055F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"s.n.",NA,NA
"65","2020-01-06 15:40:57-03","UFSJ","HUFSJ","6567","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Aguiar, OT","Barros, F de","1848","1990","05","10",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, estrada para o Morro da Captação.","-47.9199981689453","-25.0100002288818",NA,"Árvore, ca. 10m de altura, crescendo na parte mais alta da mata de restinga. Frutos verde amarelados até avermelhados. Madeira muito dura utilizada na confecção de ferramentas.","HUFSJ006567",NA,NA,NA,NA,NA,"37574","auto","1990","12","12",NA,NA,NA,NA,NA,NA
"66","2020-01-06 15:40:57-03","UFSJ","HUFSJ","6899","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Aguiar, OT","Kirizawa, M","2117","1988","11","24",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, restinga do Pereirinha.","-47.9199981689453","-25.0100002288818",NA,"Árvore 7m de altura. Botão floral branco. Folha coriácea, discolor. Caule acinzentado.","HUFSJ006899",NA,NA,NA,NA,NA,"37574","auto","1996","10","10",NA,NA,NA,NA,NA,NA
"67","2016-08-23 10:59:57-03","NHMLondon","NHM-LONDON-BOT","BM000953638","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","G. M. Brown","Sellow","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/d9d29e4f397b66ca9e8735ac172157886d996d6b/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,"1987",NA,NA,NA,"Type",NA,NA,NA,"NHMUK:ecatalogue:464492"
"68","2016-08-23 10:59:57-03","NHMLondon","NHM-LONDON-BOT","BM001125211","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) N.Silveira","Matheus Fortes Santos; Universidade de São Paulo; Instituto de Biociências","Friedrich Sellow; b.1789; d.1831; Sellow","s.n.","1815",NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/a7d1d06a6e852ced58bfea786861fa90efe1b076/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,"2013","07","28",NA,"Type",NA,NA,NA,"NHMUK:ecatalogue:2865656"
"69","2016-08-23 10:59:57-03","NHMLondon","NHM-LONDON-BOT","BM001125212","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) N.Silveira","Carlos Maria Diego Enrique Legrand; b.1901; D.Legrand","Friedrich Sellow; b.1789; d.1831; Sellow","s.n.","1815",NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/8d19fbbf842a9d11db5634e3242a4e30aa07a514/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,"2013","07","28",NA,"Type",NA,NA,NA,"NHMUK:ecatalogue:2865658"
"70","2019-10-03 10:04:17-03","UFSCar","SORO","1313","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand",NA,NA,"1368","1996","10","10",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, trilha de captação de água","-47.9199981689453","-25.0100002288818",NA,"Árvore ca. 10m, frutos imaturos cor verde",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-10-03 10:04:17-03","UFSCar","SORO","1312","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand",NA,NA,"13","1990","12","18",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso.","-47.9199981689453","-25.0100002288818",NA,"Frutos verdes (imaturos)",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-08-20 20:40:33-03","UFSC","FLOR","30095","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Silveira, N.","Hatschbach, G.","31837","1972","12","07",NA,"Brasil","Paraná","Guaraqueçaba","Rio Murato","-48.3288993835449","-25.3066997528076",NA,"árvore, 8m altura, flor alva Habitat: mata pluvial","FLOR0030095",NA,NA,NA,NA,NA,"37295","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-08-20 20:40:33-03","UFSC","FLOR","36824","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) N.Silveira","Sobral, M.","Silva, J.M.; Cordeiro, J. & Poliquesi, C.B.","1849","1996","12","13",NA,"Brasil","Paraná","Tibagi","Canyon Guartelá.","-50.4136009216309","-24.5093994140625",NA,"arbusto, flor alva, 2m altura. Duplicata de MBM","FLOR0036824",NA,NA,NA,NA,NA,"56988","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-01-31 10:39:10-03","IFAM","EAFM","11644","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O. Berg.) D.Legrand","Miranda, T.","Miranda, T.","239","2005","04","14",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso - Pereirinha, estrada Transcardoso","-47.9199981689453","-25.0100002288818",NA,"; DESC: arbóreo; manufatura",NA,NA,NA,NA,NA,NA,"37574","auto","2005","04","14",NA,NA,NA,NA,NA,NA
"75","2020-01-31 10:39:10-03","IFAM","EAFM","11924","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O. Berg.) D.Legrand","Stoike, FC de O","Stoike, FC de O","803","2006","05","05",NA,"Brasil","São Paulo","Cananéia","Ilha de Cananéia","-47.926944","-25.083889",NA,"; DESC: arbórea; artefato; cerco-fixo; tronco",NA,NA,NA,NA,"-47.926944","-25.083889",NA,NA,"2006","05","05",NA,NA,NA,NA,NA,NA
"76","2021-03-04 15:45:31-03","IF","SPSF","45515","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","((D.Legrand)) (O.Berg)","M.Sobral","F.F.Mazine & D.Sampaio & W.Forster & P.B.Salmazo & E.Ribeiro Jr.","750","2002","12","08","América do Sul","Brasil","SP","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,"COLETA: Mata de Restinga&nf;Árvore 8m altura; botões e flores brancas.; GEOGRAFIA: EX-ESA;",NA,NA,NA,NA,NA,NA,"37574","auto","2003","02","28","Magnoliopsida",NA,NA,NA,NA,NA
"77","2021-03-04 15:45:31-03","IF","SPSF","25378","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata",NA,NA,"E.L.M.Catharino","1541","1990","11","22","América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"78","2021-03-04 15:45:31-03","IF","SPSF","25230","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata",NA,NA,"J.R.L.Godoy","47","1999","01","10","América do Sul","Brasil","SP","Pariquera Açu","P.E.Pariquera Abaixo",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa&nf;;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"79","2021-03-04 15:45:31-03","IF","SPSF","36268","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata",NA,NA,"M.Carboni","191","2005","03","29","América do Sul","Brasil","SP","Cananéia","Parque Estadual de Jacupiranga, Núcleo Cedro","-48.064444","-25.0025",NA,"COLETA: XLS: SPSFNovo&nf;Floresta sobre Restinga&nf;Árvore 8m altura; frutos imaturos verdes.; GEOGRAFIA: Distrito de Itapitangui&nf;EX ESA;",NA,NA,"50","50",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"80","2021-03-04 15:45:35-03","IF","SPSF","20737","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufa","Myrcia rufa",NA,NA,"O.S.Ribas","998","1996","01","17","América do Sul","Brasil","SC","Campo Alegre","mata de galeria","-49.2655982971191","-26.1924991607666",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"37493","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"81","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","bicarinata","Aulomyrcia bicarinata","O.Berg",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia meridionali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","bicarinata","Aulomyrcia bicarinata","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Jundiaí","in fruticetis umbrosis humidiusculis prope Jundiahy","-46.88","-23.18",NA,NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","bicarinata","Aulomyrcia bicarinata","O.Berg",NA,"Langsdorff, GB","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Sumidouro","ad Sumidouro prope Rio de Janeiro","-42.6747","-22.0497",NA,NA,NA,NA,NA,NA,NA,NA,"24384","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","bicarinata","Aulomyrcia bicarinata","O.Berg",NA,"Kulenkamp","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Sumidouro","ad Sumidouro prope Rio de Janeiro","-42.6747","-22.0497",NA,NA,NA,NA,NA,NA,NA,NA,"24384","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufa","Aulomyrcia rufa","O.Berg",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-02-08 12:44:07-03","UFRGS","ICN","027823","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand.","Sobral, M","Lindeman, JC; Porto, ML","s.n.","1972","07","14","América do Sul","Brasil","RS","Torres","Parque de Torres - limite N de dentro","-49.7268981933594","-29.3353004455566",NA,"Mato de banhado",NA,NA,NA,NA,NA,NA,"20837","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-02-08 12:44:07-03","UFRGS","ICN","083675","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand.","Sobral, M","Waechter, JL","2330","1988","05",NA,"América do Sul","Brasil","RS","Torres","Faxinal","-49.7268981933594","-29.3353004455566",NA,"Árvore de cerca de 8 m de altura; frutos maduros passando de vermelhos a atropurpúreos.; Em interior de mata turfosa",NA,NA,NA,NA,NA,NA,"20837","auto","1989","05",NA,NA,NA,NA,NA,NA,NA
"88","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","96556","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(Berg.) Legr.",NA,"Camargo, O.R.","1233","1976","03",NA,NA,"Brasil","Rio Grande do Sul","Torres","Aos redores da cidade, a NW","-49.7268981933594","-29.3353004455566",NA,NA,"HAS0096556",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 10:12:00-03","IBt","SP","338779","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Santos, MF","Souza, LC","128","1997","11","03",NA,"Brasil","São Paulo","Angatuba","Floresta Estadual","-48.333333","-23.497222",NA,"Arbórea, flor branca 6m alt",NA,NA,NA,NA,"-48.333333","-23.497222",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-21 10:12:00-03","IBt","SP","338373","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Silveira, NJE","Hatschbach, G","31837","1972","12","07",NA,"Brasil","Paraná","Guaraqueçaba","Rio Murato","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,NA,NA,NA,"37295","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-21 10:12:00-03","IBt","SP","378256","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Castro, ER","Castro, ER","377","2004","06","26",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto","2005","02","21",NA,NA,NA,NA,NA,NA
"92","2019-11-21 10:12:00-03","IBt","SP","238602","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Aguiar, OT","Barros, F","1848","1990","05","10",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Estrada para o Morro da Captação","-47.9199981689453","-25.0100002288818",NA,"Árvore ca. 10m alt., crescendo nas partes mais altas da mata de restinga, frutros verde-amarelados até vermelhos. Madeira muito dura utilizada na confecção de ferramentoas","SP029594","SP029594",NA,NA,NA,NA,"37574","auto","1990","12","18",NA,NA,NA,NA,NA,NA
"93","2019-11-21 10:12:00-03","IBt","SP","163584","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Aguiar, OT","De-Grande, DA; Lopes, EA","346","1979","11","14",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Trilha de acesso a captação de água doce","-47.9199981689453","-25.0100002288818",NA,"Árvore ca. 4m alt., flores brancas","SP029593","SP029593",NA,NA,NA,NA,"37574","auto","1996","10","10",NA,NA,NA,NA,NA,NA
"94","2020-04-15 17:20:08-03","IBt","SP","254604","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand",NA,"Sugiyama, M","960","1991","07","03",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-21 10:12:00-03","IBt","SP","246333","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand",NA,"Sugiyama, M","868","1990","11","27",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-21 10:12:00-03","IBt","SP","246332","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand",NA,"Sugiyama, M","869","1990","11","27",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-21 10:12:00-03","IBt","SP","246331","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand",NA,"Sugiyama, M","871","1990","11","28",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-21 10:12:00-03","IBt","SP","246330","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand",NA,"Sugiyama, M","872","1990","12","28",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-21 10:12:00-03","IBt","SP","330101","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Kawasaki, ML","Ribeiro, W; Catharino, ELM","s.n.","1998","08","15",NA,"Brasil","São Paulo","Itapecerica da Serra","Várzea do rio Embu-Mirim, mata paludosa","-46.8400001525879","-23.7099990844727",NA,"Arvoreta, botões",NA,NA,NA,NA,NA,NA,"12011","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-21 10:12:00-03","IBt","SP","248544","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Santos, MF","Romaniuc Neto, S; Rossi, L; Toledo, CB","1113","1988","10","06",NA,"Brasil","São Paulo","Mogi Guaçu","Martinho Prado, Fazenda Campininha, próximo da mata da Figueira","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,NA,NA,"39309","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-21 10:12:00-03","IBt","SP","252195","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Santos, MF","Rossi, L; Romaniuc Neto, S; Mantovani, W; Wanderley, MGL","996","1988","03","14",NA,"Brasil","São Paulo","Mogi Guaçu","Mata do Português vizinho a Reserva Biológica e Estação Experimental de Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,NA,NA,"39309","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-21 10:12:00-03","IBt","SP","337734","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Sztutman, M","Sztutman, M; Walmir","313","1999","05","28",NA,"Brasil","São Paulo","Pariquera-Açu","Parque Estadual da Campina do Encantado, floresta ombrófila densa, floresta de turfeira (floresta paludosa de restinga)","-47.8800010681152","-24.7099990844727",NA,"Árvore ca. 8m alt., frutos maduros negros",NA,NA,NA,NA,NA,NA,"17990","auto","1999","05",NA,NA,NA,NA,NA,NA,NA
