"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","locality","coordinatePrecision","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","infraspecificEpithet","typeStatus"
"121","2019-11-21 14:36:30-03","UFJF","CESJ","46703","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"Laboratório de Bioquímica","2005","07","24","Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ046703",NA,NA,NA,NA,NA,NA,"36144","auto","Angiosperma",NA,"E102/E106","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 14:36:30-03","UFJF","CESJ","34734 A","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"T.O.Oliveira; D.S. Pifano","2001","10","30","Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ34734A",NA,"Árvore ca. 2,5 m.",NA,NA,NA,"Campus da UFJF","36144","auto","Angiosperma",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-21 14:36:30-03","UFJF","CESJ","49438","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"L.B.V. Matta; L. Menini Neto","2007","08","31","Brasil","Minas Gerais","Matias Barbosa","-43.3194007873535","-21.8691997528076",NA,NA,NA,NA,"CESJ049438",NA,"Árvore ca. 5m.Flores vermelhas. Descídua.",NA,NA,NA,"Área Verde","10884","auto","Angiosperma",NA,"23","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 14:36:30-03","UFJF","CESJ","13324","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","M.V. Martins","L. Krieger","1974","07","25","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"CESJ013324",NA,"Na restinga, perto da praia, arbsuto ca 3m, espinhoso. Inflorescencia ereta, carena grande vermelho-vivo, asas róseas, estames branco-esverdeados, anteras cinéreas. Ramos floridos, sem folhas.","2017","02",NA,NA,"41937","auto","Angiosperma",NA,"CESJ13324","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-21 14:36:30-03","UFJF","CESJ","27943","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"J.Santoro","1947","09","01","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"CESJ027943",NA,"Arbusto, com 4 folhas no herbário.",NA,NA,NA,"Jardim ao lado da Administração do Inst. Agr.","23900","auto","Angiosperma",NA,"CESJ27943","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-04-07 11:44:10-03","UFMS","CGMS","4827","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","H.C. Lima","E. Burkhardt","1992","07","27","Brasil","Mato Grosso do Sul","Campo Grande","-54.6","-20.5","-54,6","-20,5",NA,NA,"CGMS1018917",NA,"Papilionoideae. Flor vermelha. Habitat: Cerrado degradado. Habito: Árvore.","2007","03","28","Câmpus UFMS. Área 9. Glauce Rocha. Cerrado degradado.",NA,NA,NA,NA,"62",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-04-07 11:44:10-03","UFMS","CGMS","56454","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","V.J. Pott","V.J. Pott; E. Scremin-Dias; A. Pott","2005","09","07","Brasil","Mato Grosso do Sul","Porto Murtinho","-56.8047222","-21.0877777","-56,8047222","-21,0877777","535","535","CGMS1086412",NA,"Papilionoideae. Flor vermelho. Fruto avermelhado, imaturo. Habitat: Borda de córrego, próximo a mata de galeria. Solo hidromórfico de origem calcária. Relevo plano. Ocasional. Habito: Subarbusto aquático emergente, 2-3m de altura.",NA,NA,NA,"Fazenda Laudejá, divisa com Fazenda São Pascoal, cerca 10Km N da Fazenda Harmonia.",NA,NA,NA,NA,"8159",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-04-07 11:44:10-03","UFMS","CGMS","11972","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","H.C. Lima","G.P. Nunes; G. de A. Amador; S. Aragaki; E.A. Vieira; F.H. Oda","2002","09","12","Brasil","Mato Grosso do Sul","Bonito","-56.4819445","-21.1211111","-56,4819445","-21,1211111","315","315","CGMS1041347",NA,"Papilionoideae. Flor vermelha monóclina. Frutos ausentes. Folhas compostas, trifolioladas, formato deltóide. Habitat: Área inundável. Formação ripária. Habito: Arbusto.","2007","03","28","Fazenda Pitangueiras. Área inundável. Formação ripária.",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-04-07 11:44:10-03","UFMS","CGMS","56453","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","V.J. Pott","V.J. Pott; E. Scremin-Dias; A. Pott","2005","09","01","Brasil","Mato Grosso do Sul","Bodoquena","-56.8566667","-20.7033333","-56,8566667","-20,7033333","510","510","CGMS1086411",NA,"Papilionoideae. Flor vermelha. Fruto ausente. Habitat: Borda de córrego. Solo arenoso. Relevo levemente inclinado. Ocasional. Habito: Arbusto. 1.5-2m de altura.",NA,NA,NA,"Fazenda Califórnia, próximo a sede, borda oeste do Parque Nacional da Serra da Bodoquena.",NA,NA,NA,NA,"8064",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-04-07 11:44:10-03","UFMS","CGMS","56452","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","V.J. Pott","A. Pott; V.J. Pott; L.C.P. Lima","2001","06","14","Brasil","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"CGMS1086410",NA,"Papilionoideae. Flor vermelha. Fruto ausente. Habitat: Floresta riparia. Solo argiloso com afloramento calcário. Relevo vale. Frequente. Habito: Arbusto a arvoreta. 1-3m de altura.",NA,NA,NA,"Fazenda Esperança, rio Mimoso, 12Km N de Bonito.","71352","auto",NA,NA,"9055",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-04-07 11:44:10-03","UFMS","CGMS","56455","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","V.J. Pott; A. Pott","A. Pott; V.J. Pott","2005","08","23","Brasil","Mato Grosso do Sul","Corguinho","-54.8293991088867","-19.8316993713379",NA,NA,NA,NA,"CGMS1086413",NA,"Papilionoideae. Flor vermelha. Habitat: Floresta ripária em área de cerradão. Solo litólico. Relevo vale fluvial. Ocasional. Habito: Arbusto. 2m de altura.",NA,NA,NA,"Cachoeira do rio Taboco, fazenda do Sr Constantino, 14 Km Sw da vila Taboco.","56513","auto",NA,NA,"13183",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-08-20 10:13:33-03","UNICAMP","UEC","117477","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"Silva, AF","1985","10","10","Brazil","São Paulo","São José dos Campos","-45.9375","-23.716667","-45.9375","-23.716667",NA,NA,NA,NA,"fruto, Arvoreta de 2,5m, flores vermelhas, frutos de cor verde.",NA,NA,NA,"Flora da Reserva Florestal da Boa Vista.",NA,NA,"Magnoliopsida",NA,"1281",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:30:34-03","UNICAMP","UEC","128775","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Martins, MV","Martins, MV; Amorim, F","2010","09","22","Brazil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,"UEC042979","UEC042979","Mata Atlântica",NA,NA,NA,"Parque estadual da Serra do Mar. Núcleo Santa Virgínia, base do Puruba, posto 04, trilha pose do Maurício.",NA,NA,"Magnoliopsida",NA,"190",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:30:34-03","UNICAMP","UEC","164688","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Silva, ED","Silva, ED","2006","06","16","Brazil","São Paulo","Ubatuba","-44.850556","-23.359722","-44.850556","-23.359722","1","1","UEC050299","UEC050299","Arvoreta 3 m, flores vermelhas.; Floresta de Restinga.","2006","08",NA,"Picinguaba, Parque Estadual da Serra do Mar. Praia da Fazenda.",NA,NA,"Magnoliopsida",NA,"318",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:30:34-03","UNICAMP","UEC","181019","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Martins, MV","Martins, MV; Amorim, F","2010","09","22","Brazil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,"UEC042347","UEC042347","Mata Atlântica",NA,NA,NA,"Parque estadual da Serra do Mar. Núcleo Santa Virgínia, base do Puruba, posto 04, trilha pose do Maurício.",NA,NA,"Magnoliopsida",NA,"190",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:30:34-03","UNICAMP","UEC","197411","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"Braga, JO; Zanetti, BC","2017","08","23","Brazil","São Paulo","Amparo","-46.808333","-22.7575","-46.808333","-22.7575",NA,NA,"UEC177854","UEC177854 UEC177854_v01 UEC177854_v02","Árvore, sem látex, acúleos no caule, flores vermelhas; Área aberta",NA,NA,NA,"Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN.",NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:30:34-03","UNICAMP","UEC","202265","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Reis, TR","Reis, TR; Silva, ED; Galvão, JC; Escobar, NAG; Monge, M","2012","07","29","Brazil","São Paulo","Jundiaí","-46.926667","-23.220556","-46.926667","-23.220556","824","824","UEC189679","UEC189679","Árvore, 3 metros, flores vermelhas. Árvores sem folhas.","2012","07",NA,"Estrada para a base",NA,NA,"Magnoliopsida",NA,"146",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:30:34-03","UNICAMP","UEC","205511","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Souza, VC","Barreto, KD; Fernandes, GD; Fernandes, RD","1994","11","29","Brazil","São Paulo","Juquiá","-47.644453","-24.180022","-47.644453","-24.180022",NA,NA,"UEC169305","UEC169305","Arvoreta, 4m alt.; frutos castanhos. Borda de Mata.; Mata Atlântica.","1995","09","15","Sítio Areia Dourada (Assungui)",NA,NA,"Magnoliopsida",NA,"3299",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-08-20 10:13:33-03","UNICAMP","UEC","46039","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Lima, HC","Weyland Vieira, MC; Calos, A","1987","09","08","Brazil","Minas Gerais","Monte Belo","-46.25","-21.416667","-46.25","-21.416667",NA,NA,NA,NA,"flor, Tree 3m, flowers red, leafless, cultivated from wild-collected seeds.","2006","10",NA,"Fazenda Lagoa.",NA,NA,"Magnoliopsida",NA,"59188",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:30:34-03","UNICAMP","UEC","75060","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Martins, MV","Bastos, EB; Sanches, CD; Gorestein, MR; Hoffmann, JR; Ferreira, VF","1994","09","05","Brazil","São Paulo","Pariquera-Açu","-47.88775","-24.622917","-47.88775","-24.622917",NA,NA,"UEC012444","UEC012444","Arvoreta, ca. de 4m alt. Flores vermelhas.; Área com fragmentos de Mata Atlãntica Secundária. Campo Alagado.","2011","11",NA,"Estação Experimental do IAC., Beira da Rodovia Regis Bittencourt.",NA,NA,"Magnoliopsida",NA,"EBB-07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-08-20 10:13:33-03","UNICAMP","UEC","92255","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Gehrt, A","Etzel, A","1937","07","19","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:30:34-03","UNICAMP","UEC","92300","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Hoehne, W","Hoehne, W","1951","09","28","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto ornamental cultivado. Frutos.",NA,NA,NA,"Parque Estadual",NA,NA,"Magnoliopsida",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:30:34-03","UNICAMP","UEC","92639","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Nave, AG","Ferretti, AR; Vanini, A; Nave, AG; Penereiro, FM; Rodrigues, RR; Souza, VC",NA,NA,NA,"Brazil","São Paulo","Cunha","-45.044167","-23.256944","-45.044167","-23.256944",NA,NA,NA,NA,"Árvore de 4m alt. Casca grossa, rendilhada, espinhos no caule e nos ramos.; Floresta Ombrófila Densa, floresta ciliar.","1996","12","18","Estação Experimental da Serra do Mar, Núcleo Cunha. Trilha da bacia experimental B à cachoeira",NA,NA,"Magnoliopsida",NA,"116",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-08-20 10:13:33-03","UNICAMP","UEC","95654","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Ivanauskas, NM","Ivanauskas, NM","1995","08","26","Brazil","São Paulo","Pariquera-Açu","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,NA,NA,"Arvoreta de 1m. Flores vermelhas. Frutos imaturos verdes.",NA,NA,NA,"Estação Exper. do Instituto Agonômico",NA,NA,"Magnoliopsida",NA,"325",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-08-20 10:13:33-03","UNICAMP","UEC","127472","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Ramos, AE","Ramos, AE; Nóbrega, MG; Costa, ID; Jesus, FPR","1999","05","25","Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"ori, Árvore de 4,0m x CAP 16,0. Estéril. P1-SP1-06=P1-SP2-37 (Igual ao número 1318). Mata de galeria (margem esquerda do Riacho Fundo). Solo com muita areia.","1999","05",NA,"ARIE do Riacho Fundo, Próximo ao estuário ao lado. Rodovia DF-047.","70570","auto","Magnoliopsida",NA,"1319",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-08-20 10:13:33-03","UNICAMP","UEC","116684","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Martins, MV","Folli, DA","2000","05","30","Brazil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"UEC012447","UEC012447","Forma do fuste cilíndrico; casca áspera; flor verde; descamação ausente; exsudação seiva; diâmetro da copa 2m; CAP do fuste 21cm; altura do fuste 1m; altura total 2m; porte arbóreo; terrestre.","2011","11",NA,"Reserva Florestal de Linhares, Estrada Flamengo. Km 0,4. Área de arboreto. Indivíduo palntado.","48094","auto","Magnoliopsida",NA,"3625",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:30:34-03","UNICAMP","UEC","181045","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Martins, MY","Silva, N","1984","08","27","Brazil","Paraná","Maringá","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,"UEC042301","UEC042301","Árvore de porte arbóreo, flores vermelhas.","2011","08",NA,"Campus da UEM. Em frente ao bloco 4.","19250","auto","Magnoliopsida",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-08-20 10:13:33-03","UNICAMP","UEC","64650","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"Zanella, FC; Schwartz Filho, DL","1986","08","24","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"flor, Árvore sem folhas, com flores vermelhas.",NA,NA,NA,"Ilha das Cobras","24916","auto","Magnoliopsida",NA,"24963",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:30:34-03","UNICAMP","UEC","92355","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"Oliveira, DMT; Campos, CJ","1997","08","08","Brazil","São Paulo","Botucatu","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,NA,"Árvore de 2 - 4 m alt. Com flores vermelhas, formando novas folhas no início da frutificação.",NA,NA,NA,"Campus de Rubião Júnior - UNESP","40412","auto","Magnoliopsida",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:30:34-03","UNICAMP","UEC","8290","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Martins, MV","Cruz, ND","1976","08","08","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC060662","UEC060662","Árvore. Plantas novas de aproximadamente 2 e 3 anos. Flores vermelhas.","2011","01",NA,"Barão de Geraldo, Cultivada no ''campus'' da Universidade de Estadual de Campinas.","23900","auto","Magnoliopsida",NA,"133",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-01 16:30:34-03","UNICAMP","UEC","181023","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Martins, MV","Martins, MV; Caddah, MK","2010","04","25","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC042343","UEC042343","Árvore de 3,5m alt., com poucas folhas herbivoradas","2010","04",NA,"Barão Geraldo, Bairro Cidade Universitária, margem do corrego Rio das Pedras, área urbana; vegetação ciliar","23900","auto","Magnoliopsida",NA,"271",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:30:34-03","UNICAMP","UEC","181022","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Martins, MV","Martins, MV; Caddah, MK","2010","04","25","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC042345","UEC042345","Árvore de 4,5m alt., com poucas folhas herbivoradas, flores vermelhas","2010","04",NA,"Barão Geraldo, Bairro Cidade Universitária, margem do corrego Rio das Pedras, área urbana; vegetação ciliar","23900","auto","Magnoliopsida",NA,"277",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:30:34-03","UNICAMP","UEC","61264","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"Stranghetti, V; Guimarães, PJF; Barbosa, AR; Martins, AL","1990","09","27","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"Árvore ca. de 6m alt. Caule com espinhos, cortiça joliacea, flores vermelhas e frutos verdes.",NA,NA,NA,"Bosque dos Alemães, Fora do Bosque na R. Pereira Tangirino, próximo a entrada n° 1 (Guarda) e da Erytrina falcata.","23900","auto","Magnoliopsida",NA,"23570",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-01 16:30:34-03","UNICAMP","UEC","89217","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"Martins, ERF; Cruz, ND","1979","08","07","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"Arbusto de 2m alt. Flores vermelhas.",NA,NA,NA,"Campus da Unicamp","23900","auto","Magnoliopsida",NA,"31562",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-01 16:30:34-03","UNICAMP","UEC","92274","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Handro, O","Dedecca, DM","1947","06","24","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"Árvore.","1947","12","30","Fazenda Santa Elisa","23900","auto","Magnoliopsida",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-01 16:30:34-03","UNICAMP","UEC","181066","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Martins, MV","Martins, MV","2011","07","21","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC042277","UEC042277","Árvore de 3m alt., sem folhas, flores com estandrate rosa","2011","07",NA,"Fazenda Santa Elisa IAC, próximo a portaria; cultivada","23900","auto","Magnoliopsida",NA,"259",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-01 16:30:34-03","UNICAMP","UEC","181063","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Martins, MV","Martins, MV; Carvalho, FDM; Bertoni, JE","2010","09","03","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC042310",NA,"Árvore de 3m alt., flores rosas","2010","09",NA,"Fazenda Santa Elisa IAC, quadra 12; cultivada","23900","auto","Magnoliopsida",NA,"180",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-01 16:30:34-03","UNICAMP","UEC","28799","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Martins, MY","Leitão Filho, HF","1981","08","27","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC060661","UEC060661","Árvore até 6m, flores vermelho-purpura.","2011","01",NA,"Faz. Sta Eliza, Coletado na col. da Seção de Floricultura.","23900","auto","Magnoliopsida",NA,"12985",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-03-01 16:30:34-03","UNICAMP","UEC","89219","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Martins, MV","Martins, ERF; Cruz, ND","1979","08","20","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC060664","UEC060664","Árvore, 3m altura, flores vermelhas.","2011","01",NA,"IAC, Fazenda Sta. Elisa, cultivada.","23900","auto","Magnoliopsida",NA,"31563",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-01 16:30:34-03","UNICAMP","UEC","181065","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Martins, MV","Martins, MV","2010","04","25","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC042276","UEC042276","Árvore de 4m alt., sem folhas, flores com estandrate vermelho","2010","04",NA,"Margem dos rios das pedras, área urbana, Barão Geraldo, cidade universitária","23900","auto","Magnoliopsida",NA,"121",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-01 16:30:34-03","UNICAMP","UEC","181064","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Martins, MV","Martins, MV","2010","04","25","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC042278","UEC042278","Árvore de 3,5m alt., sem folhas, flores com estandrate vermelho","2010","04",NA,"Margem dos rios das pedras, área urbana, Barão Geraldo, cidade universitária","23900","auto","Magnoliopsida",NA,"120",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-01 16:30:34-03","UNICAMP","UEC","196851","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Martins, MV","Martins, MV","2010","09","08","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC138317","UEC138317","Árvore de 2,5m alt., flores estandarte vermelho.; Cultivada","2010","09",NA,"Rodovia dos Bandeirantes, sentido São Paulo para Campinas, beira de estrada.","23900","auto","Magnoliopsida",NA,"187",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-01 16:30:34-03","UNICAMP","UEC","071994","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Santin, DA","Santin, DA","1993","06","22","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"Flor vermelha - candilasno",NA,NA,NA,"UEC - Instituto de Artes","23900","auto","Magnoliopsida",NA,"30962",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-01 16:30:34-03","UNICAMP","UEC","162825","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Mantovani, W","Grande, DA; Lopes, EA","1979","08","05","Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC038009","UEC038009","Arbusto de +- 1,5 m de altura. Ocorre junto a margem, próximo da água, na vegetação de transição, entre a restinga e a mata.",NA,NA,NA,"Ilha do Cardoso, Margem direita do rio Perequê.","37574","auto","Magnoliopsida",NA,"314",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-08-20 10:13:33-03","UNICAMP","UEC","137321","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Breier, TB","Breier, TB; Singer, RB","2002","07","03","Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"Beira do mangue.","2004","09",NA,"Parque Estadual da Ilha do Cardoso, Parcelas permanentes.","37574","auto","Magnoliopsida",NA,"0352",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-01 16:30:34-03","UNICAMP","UEC","92344","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Kirizawa, M","Kirizawa, M; Sugiyama, M","1992","09","23","Brazil","São Paulo","Capão Bonito","-48.3400001525879","-24",NA,NA,NA,NA,NA,NA,"Árvore com folhas vermelhas, vistosas.; Orla da Mata Secundária aberta.","1992","11","02","Parque Estadual de Carlos Botelho, Rodovia SP - 139 Saõ Miguel Arcanjo - Sete Barras","39505","auto","Magnoliopsida",NA,"2719",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-01 16:30:34-03","UNICAMP","UEC","59591","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Lewis, GP","Buzato, S; Sazima, M","1992","08","16","Brazil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,"Árvore 5m. Flores vermelhas.","1993",NA,NA,"Parque estadual da Serra do Mar, Núcleo Cunha.","38855","auto","Magnoliopsida",NA,"27204",NA,NA,NA,NA,NA,NA,NA,NA,NA
