"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","stateProvince","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount"
"49","2020-09-12 05:00:02-03","US","US","1055253","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"P. K. Dusén","South America - Neotropics","Brazil","Itararé",NA,NA,NA,"US01897265",NA,"Myrtales","Cham.","9933","Paraná","US01897265_01 US01897265_02",NA,"1910","6","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"50","2020-09-12 05:00:02-03","US","US","1363449","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Sello, --","South America - Neotropics","Brazil",NA,NA,NA,NA,"US01897257",NA,"Myrtales","Cham.","1105",NA,"US01897257_01 US01897257_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"51","2020-09-12 05:00:02-03","US","US","2616546","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"G. Hatschbach","South America - Neotropics","Brazil","Rio Pelame",NA,NA,NA,"US01897258",NA,"Myrtales","Cham.","26725","Paraná","US01897258_01 US01897258_02",NA,"1971","6","17","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,NA,"55682","auto",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"52","2020-09-12 05:00:02-03","US","US","2623678","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"A. P. Duarte","South America - Neotropics","Brazil",NA,NA,NA,NA,"US01897259",NA,"Myrtales","Cham.","3799","Minas Gerais","US01897259_01 US01897259_02",NA,"1957","7","14","Baependi","-44.8899993896484","-21.9589004516602",NA,NA,NA,"29865","auto",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"53","2020-09-12 05:00:02-03","US","US","3219751","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"G. Hatschbach, M. M. Hatschbach & O. S. Ribas","South America - Neotropics","Brazil","Croslândia",NA,NA,NA,"US01897262",NA,"Myrtales","Cham.","55042","Minas Gerais","US01897262_01 US01897262_02",NA,"1991","2","11","Cristália","-42.8622016906738","-16.8003005981445",NA,NA,NA,"30029","auto",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"54","2020-09-02 16:33:17-03","Cenargen","CEN","74682","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Eduarda Barreto Andrade Dias",NA,"Brasil","Parque Nacional de Brasília.","Exsicatas",NA,NA,"CEN00074682",NA,NA,"Cham.","170","DF","CEN00074682","C. A. Faria","2006","11","10","BRASILIA","-48.076944","-15.655555","1189","1189","2008",NA,NA,NA,"-48.076944","-15.655555",NA,NA,NA,"2"
"55","2019-11-13 11:25:47-03","USP","SPF","126127","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Ribas, OS",NA,"Brasil",NA,NA,NA,NA,"SPF00126127",NA,NA,"Cham.","1769","Paraná",NA,"Hatschbach, G","1997","02","12","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"1997","55682","auto",NA,NA,NA,NA,NA,NA,NA
"56","2019-09-04 18:47:55-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea","Type [status unknown]","F. Sellow","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"5267",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"57","2015-03-07 08:55:30-03","F","FMNH-SEEDPLANTS","V0151241F","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0151241F","Spermatophyta",NA,NA,NA,NA,"V0151241F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"58","2015-03-07 08:55:30-03","F","FMNH-SEEDPLANTS","V0151242F","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0151242F","Spermatophyta",NA,NA,NA,NA,"V0151242F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"59","2015-03-07 08:55:30-03","F","FMNH-SEEDPLANTS","V0151243F","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0151243F","Spermatophyta",NA,NA,NA,NA,"V0151243F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"60","2015-03-07 08:55:30-03","F","FMNH-SEEDPLANTS","V0151240F","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0151240F","Spermatophyta",NA,NA,NA,NA,"V0151240F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"61","2016-08-23 10:59:51-03","NHMLondon","NHM-LONDON-BOT","BM000795956","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea","Isotype","George Gardner; b.1812; d.1849; Gardner",NA,"Brasil",NA,NA,"NHMUK:ecatalogue:4989040","<a href=http://www.nhm.ac.uk/services/media-store/asset/c0fa0c5453bfa057cae32543c732b283871b21af/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Cham.","4635","Minas Gerais",NA,"Rosana Romero; R.Romero",NA,NA,NA,NA,"-44.096503","-19.690239",NA,NA,"2002",NA,NA,"09","-44.096503","-19.690239",NA,NA,NA,NA
"62","2020-11-12 17:01:44-03","UEL","FUEL","14699","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Oliveira, SS; et al.",NA,"Brasil","Mata ciliar, margem esq. e dir. do Rio Funil",NA,NA,NA,"FUEL005983","Tracheophyta","Myrtales","Cham.","s.n.","Paraná",NA,"Pacheco, IA","1995","04","08","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"2014","55682","auto","07",NA,NA,NA,"23",NA,NA
"63","2020-11-12 17:01:44-03","UEL","FUEL","6006","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Silveira, M; et al.",NA,"Brasil","Rio Funil, Margem",NA,NA,NA,"FUEL005984","Tracheophyta","Myrtales","Cham.","70","Paraná",NA,"Goldenberg, R","1988","12","04","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"1999","55682","auto",NA,NA,NA,NA,NA,NA,NA
"64","2020-06-01 13:10:59-03","UFU","HUFU","23641","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Souza, V.C.; Yamamoto, K. & Stehmann, J.R.",NA,"Brasil","Rodovia Itararé - Itapeva, Próximo à ponte do Rio Verde.",NA,NA,"Área de campo alagável com cerrado adjacente.","HUFU00065488",NA,NA,"Cham.","4655","São Paulo","HUFU00065488","Romero, R.","1994","11","26","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"2004","27729","auto","12",NA,NA,NA,NA,NA,NA
"65","2020-06-01 13:10:59-03","UFU","HUFU","12113","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Oliveira, S.S.; et al.",NA,"Brasil","Rio Funil",NA,NA,"Arbusto, 80 cm. Flor lilás, botão floral avermelhado.; Mata ciliar.","HUFU00065487",NA,NA,"Cham.","s.n.","Paraná","HUFU00065487","Romero, R.","1995","04","08",NA,NA,NA,NA,NA,"2005",NA,NA,"01",NA,NA,NA,NA,NA,NA
"66","2020-08-20 20:40:12-03","UFSC","FLOR","21549","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Hatschbach, G.; Hatschbach, M.",NA,"Brasil","Rio do Funil.",NA,NA,"sublenhosa, ramosa, pétalas rosadas, anteras amarelas, 0,7m altura","FLOR0021549",NA,"Myrtales","Cham.","53621","Paraná",NA,"Hatschbach, G.","1989","11","18","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"1990","55682","auto",NA,NA,NA,NA,NA,NA,NA
"67","2020-08-20 20:40:12-03","UFSC","FLOR","28430","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Ribas, O.S.; Pereira, L.B.S.",NA,"Brasil","Rio Pelame.",NA,NA,"subarbusto ramoso, flor rosado intenso","FLOR0028430",NA,"Myrtales","Cham.","1769","Paraná",NA,"Hatschbach, G.","1997","02","12","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"1997","55682","auto",NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:10:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Lhotsky, J","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Cham.","s.n.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:10:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Sello, HL","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Cham.","5267","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:10:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Claussen, P","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Cham.","132","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:10:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Gardner, G","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Cham.","4635","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-26 09:32:32-03","UNEMAT","NX-FANEROGAMAS","19547","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Dias E.B.A., et al.",NA,"Brasil","Parque Nacional de Brasília.",NA,NA,"Ocasional. Relevo inclinado.[HABITAT=Campo limpo úmido.]",NA,NA,NA,"Cham.","170","Distrito Federal",NA,"Neiva C.A.F.","2006","11","10","Brasília","-48.076944444","-15.070555556","1189","1189","2008",NA,NA,NA,"-48.076944444","-15.070555556",NA,NA,NA,NA
"73","2019-11-21 10:10:25-03","IBt","SP","299942","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Oliveira, SS; et al.",NA,"Brasil","Mata ciliar, margem esquerda e direita do Rio do Funil",NA,NA,NA,NA,NA,NA,"Cham.","s.n.","Paraná",NA,"Romero, R","1995","04","08","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"2004","55682","auto","12",NA,NA,NA,"09",NA,NA
"74","2019-11-21 10:10:25-03","IBt","SP","249920","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Hatschbach, G; Nicolack, V",NA,"Brasil","Rio do Funil",NA,NA,NA,NA,NA,NA,"Cham.","53621","Paraná",NA,"Hatschbach, G","1989","11","18","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"1990","55682","auto",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 10:10:25-03","IBt","SP","423680","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Shirasuna, RT",NA,"Brasil","Lote 4, Parelheiros Rodoanel Mário Covas, Trecho Sul",NA,NA,NA,NA,NA,NA,"Cham.","2114","São Paulo",NA,"Pastore, M","2009","02","04","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"2009","53584","auto","02",NA,NA,NA,"12",NA,NA
"76","2019-11-21 10:10:25-03","IBt","SP","420421","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Shirasuna, RT",NA,"Brasil","Lote 4, Parelheiros Rodoanel Mário Covas, Trecho Sul",NA,NA,NA,NA,NA,NA,"Cham.","2667","São Paulo",NA,"Pastore, M","2009","12","09","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"2009","53584","auto","12",NA,NA,NA,"10",NA,NA
