"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","individualCount","fieldNumber","typeStatus","infraspecificEpithet","relatedCatalogItem"
"49","2019-02-15 11:35:02-02","IPA","IPA","24292","S","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","Espírito-Santo, F.S.","Almeida, J.; Santos, T.S. dos; Santos, T.S. dos","1968","11","07","Brasil","Bahia","Ilhéus","CEPEC, plantação de cacau.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"IPA0024292",NA,"Árvore 25m x 30cm. Flores amarelas, estames amarelos, anteras marrons e cálices esverdeados.","207","Plantae",NA,"Southern America",NA,"61245","auto","2011","04","26",NA,NA,NA,NA,NA,NA
"50","2019-07-26 11:39:32-03","IPA","IPA","10266","S","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","Espírito-Santo, F.S.","Koscinski, M.","1931","09",NA,"Brasil","São Paulo","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"IPA0010266",NA,NA,"10266","Plantae",NA,"Southern America",NA,"53584","auto","2011","04","26",NA,NA,NA,NA,NA,NA
"51","2019-08-27 13:33:05-03","IAP","PACA-AGP","103428","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandw.",NA,"C. Luchiari","1994","11","09","Brasil","RJ","Silva Jardim","Reserva Biológica Poço das Antas.","-42.25","-22.5","42°15'00W","22°30'00S",NA,NA,"PACA103428",NA,"Árvore 14 m, heliófita, folha discolor, face superior verde, face inferior verde claro, fruto maduro marron, aberto.&nf;RB 323016","536","Magnoliophyta","Scrophulariales",NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"52","2019-08-27 13:33:05-03","IAP","PACA-AGP","97428","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandw.","A. C. Araújo","Ohlweiler, A. A.","1999","11","25","Brasil","RS","Santa Maria do Herval",NA,"-50.9928016662598","-29.4981002807617",NA,NA,NA,NA,"PACA097428",NA,"HASU 7632.","484","Magnoliophyta","Scrophulariales",NA,NA,"10918","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"53","2019-08-27 13:33:05-03","IAP","PACA-AGP","25288","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandw.","Emrich-Rambo","F. Theissen","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA025288",NA,"Habitat: In silva paludosa. Fenofase: estéril",NA,"Magnoliophyta","Scrophulariales",NA,NA,"10287","auto","1954","05","15","Magnoliatae",NA,NA,NA,NA,NA
"54","2019-08-27 13:33:05-03","IAP","PACA-AGP","33359","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandw.","Emrich-Rambo","Muller","1946","09","10","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA033359",NA,"Habitat: In silva paludosa. Fenofase: flor",NA,"Magnoliophyta","Scrophulariales",NA,NA,"10287","auto","1954","05","15","Magnoliatae",NA,NA,NA,NA,NA
"55","2019-08-27 13:33:05-03","IAP","PACA-AGP","54285","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandw.","N. Y. Sandwith","Reitz, R.","1948","11","02","Brasil","SC","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,"35","35","PACA054285",NA,"Altura de 5m. Fruto vagem. HBR 6768. Habitat: In silvula humida. Brejos. Fenofase: flor amarela Hábito: árvore","6768","Magnoliophyta","Scrophulariales",NA,NA,"19684","auto","1953",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"56","2019-08-27 13:33:05-03","IAP","PACA-AGP","58016","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandw.","N. Y. Sandwith",NA,"1949","10","20","Brasil","SC","Brusque","Mata do Hoffmann","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"PACA058016",NA,"HBR 5555. Habitat: In silva. Fenofase: flor","139","Magnoliophyta","Scrophulariales",NA,NA,"19684","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"57","2019-08-27 13:33:05-03","IAP","PACA-AGP","55310","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandw.","N. Y. Sandwith","Reitz, R.","1952",NA,NA,"Brasil","SC","Brusque","Mata S. Pedro.","-48.9174995422363","-27.0981006622314",NA,NA,"35","35","PACA055310",NA,"Altura de 10m. HBR 4729. Habitat: In silva. Mata. Hábito: árvore","3183","Magnoliophyta","Scrophulariales",NA,NA,"19684","auto","1952",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"58","2019-08-27 13:33:05-03","IAP","PACA-AGP","44","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandw.","Emrich-Rambo","Rambo, B.","1933","10","16","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA000044",NA,"Habitat: In silva paludosa. Fenofase: flor",NA,"Magnoliophyta","Scrophulariales",NA,NA,"10287","auto","1954","05","15","Magnoliatae",NA,NA,NA,NA,NA
"59","2019-08-27 13:33:05-03","IAP","PACA-AGP","51317","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandw.","Emrich-Rambo","Rambo, B.","1951","10","21","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA051317",NA,"Habitat: In silva paludosa. Fenofase: folha",NA,"Magnoliophyta","Scrophulariales",NA,NA,"10287","auto","1954","05","15","Magnoliatae",NA,NA,NA,NA,NA
"60","2019-08-27 13:33:05-03","IAP","PACA-AGP","52243","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandw.","Emrich-Rambo","A. Spies","1951","09",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA052243",NA,"Habitat: In silva paludosa. Fenofase: flor",NA,"Magnoliophyta","Scrophulariales",NA,NA,"10287","auto","1954","05","15","Magnoliatae",NA,NA,NA,NA,NA
"61","2019-08-27 13:33:05-03","IAP","PACA-AGP","7784","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandw.","Emrich-Rambo","F. Theissen","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA007784",NA,"Habitat: In silva paludosa. Fenofase: estéril",NA,"Magnoliophyta","Scrophulariales",NA,NA,"10287","auto","1954","05","15","Magnoliatae",NA,NA,NA,NA,NA
"62","2019-08-27 13:33:05-03","IAP","PACA-AGP","55614","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandw.","N. Y. Sandwith","Reitz, R.","1949","10","27","Brasil","SC","Brusque","Mata Hoffmann.","-48.9174995422363","-27.0981006622314",NA,NA,"40","40","PACA055614",NA,"Altura de 8m. HBR 5191. Habitat: In silva paludosa. Banhado. Fenofase: flor amarela Hábito: árvore","3183","Magnoliophyta","Scrophulariales",NA,NA,"19684","auto","1952",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"63","2019-08-27 13:33:05-03","IAP","PACA-AGP","58445","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandw.","N. Y. Sandwith","R. Klein","1952","11","27","Brasil","SC","Brusque","Mata São Pedro","-48.9174995422363","-27.0981006622314",NA,NA,"50","50","PACA058445",NA,"Altura de 15m. HBR 4667. Eq. Ecologia nr.139. Habitat: In silva. Hábito: árvore","275","Magnoliophyta","Scrophulariales",NA,NA,"19684","auto","1953",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"64","2019-08-27 13:33:05-03","IAP","PACA-AGP","65980","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandw.","N. Y. Sandwith","Reitz, R.","1956","10","11","Brasil","SC","Indaial","Subida.","-49.2317008972168","-26.8978004455566",NA,NA,"100","100","PACA065980",NA,"Altura 6m. HBR 14189. Habitat: Beira de rio. Fenofase: flor amarela Hábito: arvoreta","3815","Magnoliophyta","Scrophulariales",NA,NA,"29534","auto","1957",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"65","2019-08-27 13:33:05-03","IAP","PACA-AGP","65939","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandw.","N. Y. Sandwith","R. M. Klein","1955","09","29","Brasil","SC","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,"10","10","PACA065939",NA,"Altura de 6m. HBR 10277. Habitat: Mata. Fenofase: flor amarela Hábito: arvoreta","1604","Magnoliophyta","Scrophulariales",NA,NA,"27253","auto","1956",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"66","2020-12-20 21:16:17-03","UFV","VIC","10872","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandwith",NA,"Silva, A.F. da; Martina, F.R.","1985","09","10","Brasil","São Paulo","São José dos Campos","Reserva Florestal Prof. Augusto Ruschi, Horto ao lado do Laboratório.","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"VIC010872","VIC010872","Árvore de até 12 metros de altura; flores de cálice verde-acastanhado; corola amarelo-ouro.","1226",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:32:29-03","UFJF","CESJ","34537","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond) Mattos","L.C.Pereira","L.C.S. Assis; M.K. Ladeira","2001","08","26","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,"CESJ034537",NA,"Árvore com aproximadamente 9,5m encontrada na borda da mata. Apresenta tronco com sulcos Dap 90 cm. Pétalas amarelas, cálice esverdeado. Décidua. Baixa frequencia.","168","Angiosperma",NA,"América do Sul",NA,"7934","auto","2011","09",NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:26:34-03","UNICAMP","UEC","160473","S","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","Lohmann, LG","Hoehne, FC","1951","09","06","Brazil","São Paulo","São Paulo","Parque do Estado, Cultura no campo experimental.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC017139","UEC017139","Árvore. Flores amarelas.","3626","Magnoliopsida",NA,NA,NA,"53584","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:26:34-03","UNICAMP","UEC","160474","S","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","Lohmann, LG","Hoehne, W","1951","10","05","Brazil","São Paulo","São Paulo","Parque do Estado, Cultura no campo experimental.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC017140","UEC017140","Árvore.","3685","Magnoliopsida",NA,NA,NA,"53584","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:26:44-03","UNICAMP","UEC","38028","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith",NA,"Matthes, LAF","1981","08","26","Brazil","São Paulo","Campinas","C.E.C.","-46.866667","-22.916667","-46.866667","-22.916667",NA,NA,"UEC148646","UEC148646","tronco liso (de Valinhos)","16584","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-08-20 10:08:13-03","UNICAMP","UEC","38029","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith",NA,"Matthes, LAF","1981","09","26","Brazil","São Paulo","Campinas","C.E.C., quadra nova, sementeira","-46.866667","-22.916667","-46.866667","-22.916667",NA,NA,"UEC148647","UEC148647",NA,"16585","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:26:44-03","UNICAMP","UEC","194786","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith","Monge, M","Monge, M","2013","08","13","Brazil","São Paulo","Campinas","Barão Geraldo.Unicamp. Praça da Paz, próximo a portaria","-47.783333","-22.816389","-47.783333","-22.816389",NA,NA,"UEC177513","UEC177513","Árvore, 3 m de altura, flores amarelo-claro, cálice verde.; cultivada","2044","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:26:44-03","UNICAMP","UEC","116106","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith","Franco, G","Franco, G; et al.","2000","04","23","Brazil","São Paulo","São Sebastião","praia da Baleia","-45.665","-23.774167","-45.665","-23.774167","10","10","UEC148644","UEC148644","árvore 6m, esteril; caxetal com perturbação","2989","Magnoliopsida",NA,NA,NA,NA,NA,"2000","04","23",NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:26:44-03","UNICAMP","UEC","133529","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith",NA,"Urbanetz, C; Mariuza; Domingos; Lelo","2003","11","20","Brazil","São Paulo","Cananéia","Fazenda Folha Larga.","-47.916667","-24.883333","-47.916667","-24.883333",NA,NA,"UEC148641",NA,"Arvore de 10m, flores amarelas, conhecida como ipê-da-serra","249","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:26:44-03","UNICAMP","UEC","161838","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith","Franco, GADC","Arzolla, FARDP; Pastore, JFB; Vilela, FESP","2007","10","09","Brazil","São Paulo","Embu-Guaçu","Parque da Várzea do Embu-Guaçu","-46.813403","-23.823181","-46.813403","-23.823181","435","435","UEC009476","UEC009476","Arvoreta, 4 metros de altura, frutos verdes.; Vegetação de Várzea.","1139","Magnoliopsida",NA,NA,NA,NA,NA,"2007","11",NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:26:44-03","UNICAMP","UEC","46023","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith","Gentry, A","Gentry, A; Vieira, MC; Calos, A","1987","09","07","Brazil","Minas Gerais","Monte Belo","Fazenda Queimada Grande","-46.283333","-21.4","-46.283333","-21.4","760","760","UEC148637","UEC148637","treelet 2m, sterile; brejo","59141","Magnoliopsida",NA,NA,NA,NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:26:44-03","UNICAMP","UEC","46030","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith","Gentry, A","Gentry, A; Vieira, MC; Calos, A","1987","09","07","Brazil","Minas Gerais","Monte Belo","Fazenda Queimada Grande","-46.283333","-21.4","-46.283333","-21.4","760","760","UEC148636","UEC148636","tree 20m, sterile; brejo","59135","Magnoliopsida",NA,NA,NA,NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:26:44-03","UNICAMP","UEC","46031","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith","Gentry, A","Gentry, A; Vieira, MC; Calos, A","1987","09","07","Brazil","Minas Gerais","Monte Belo","fazenda Queimada Grande","-46.283333","-21.4","-46.283333","-21.4","760","760","UEC148640","UEC148640","tree 25m, flowers yellow, said to have plowered profusely previously; brejo","59133","Magnoliopsida",NA,NA,NA,NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:26:44-03","UNICAMP","UEC","53171","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith",NA,"Silva, AF; Martins, FR","1985","09","10","Brazil","São Paulo","São José dos Campos","Reserva Florestal da Boa Vista","-45.9375","-23.075","-45.9375","-23.075",NA,NA,"UEC148645","UEC148645","árvore até 12m, flores de cálice verde-acastanhado, corola amarelo ouro","1226","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:26:44-03","UNICAMP","UEC","99537","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith","Spina, AP","Spina, AP","1994","02","03","Brazil","São Paulo","Campinas","Barão de Geraldo, Fazenda Santa Genebra","-46.866667","-22.916667","-46.866667","-22.916667",NA,NA,"UEC148643","UEC148643","arvore esteril; mata higrofila","192","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:26:44-03","UNICAMP","UEC","73844","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith",NA,"Toniato, MTZ; Spina, AP","1992","08","24","Brazil","São Paulo","Campinas","km 139 da rodovia D. Pedro","-46.866667","-22.916667","-46.866667","-22.916667",NA,NA,"UEC148634","UEC148634","mata de brejo","33657","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:26:44-03","UNICAMP","UEC","55866","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith","Farias, R","Resende, MLF; Alvarenga, D; Lopes, RD","1990","08","16","Brazil","Distrito Federal","Brasília","fazenda Água Limpa, UnB","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC148639","UEC148639","árvore 25m, botão floral amarelo, flores amarelas, frutos imaturos verdes; mata ciliar do rio Gama","13","Magnoliopsida",NA,NA,NA,"70570","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:26:44-03","UNICAMP","UEC","21730","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith","Gentry, A","Heringer, EP; Paula, JE; Mendonça, RC; Heringer-Salles, AE","1978","08","10","Brazil","Distrito Federal","Brasília","RECOR","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC148638","UEC148638","árvore 10m, flores amarelas, inicio de frutificação; corola com listras marrom avermelhadas na parte interna; mata ciliar local alagado, brejo","594","Magnoliopsida",NA,NA,NA,"70570","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:26:44-03","UNICAMP","UEC","45826","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith","Farias, R","Pereira, BAS","1984","08","23","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC148632","UEC148632","árvore 5m, caducifolia, flores amarelo vivo, cálice pubescente; mata brejosa","1135","Magnoliopsida",NA,NA,NA,"70570","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:26:44-03","UNICAMP","UEC","65812","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith",NA,"Grandi, TSM","1989","09","29","Brazil","Minas Gerais","Juiz de Fora","BR-040, posto fiscal","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"UEC148642","UEC148642","arbusto 2,5m, fruto verde, às vezes amarelo e sem pelos; local inundado","2603","Magnoliopsida",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:26:44-03","UNICAMP","UEC","59431","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith","Schiavini, I","Schiavini, I","1989","08","15","Brazil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"UEC148635","UEC148635","árvore 10m, vegetativo; mata de galeria","210","Magnoliopsida",NA,NA,NA,"58223","auto","1990","06","15",NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:26:44-03","UNICAMP","UEC","175551","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith","Spina, AP","Spina, AP","1994","08","04","Brazil","São Paulo","Campinas","Fazenda Sta Genebra, Mata Higrófila. Borda da mata.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC021353","UEC021353","Arbórea, 6 m alt., flores tubulosas amarelas com guias de nectário vermelhos.","277","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-01 16:26:44-03","UNICAMP","UEC","162615","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sonder) Sandwith","Spina, AP","Spina, AP","1994","08","04","Brazil","São Paulo","Campinas","Fazenda Sta Genebra, Mata Higrófila. Borda da mata.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC038410","UEC038410","Arbórea, 6 m alt., flores tubulosas amarelas com guias de nectário vermelhos.","277","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-01-24 17:51:13-03","PUCRS","MPUC","22250","S","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","Rosley",NA,"1986","11","06","Brasil","RS","Uruguaiana","Barragem Sanchuri","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lamiales","South America",NA,"93142","auto","1986","11","09","Magnoliopsida","1",NA,NA,NA,NA
"90","2019-01-17 11:25:49-02","PUCRS","MPUC","15757","S","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","C.A. Mondin",NA,"2012","03","17","Brasil","SC","Governador Celso Ramos","Ponta dos Ganchos","-48.5591666667","-27.3147222222","-48.5591666667","-27.3147222222",NA,NA,NA,NA,NA,NA,NA,"Lamiales","South America",NA,NA,NA,"2012","01","01","Magnoliopsida","1","3608",NA,NA,NA
"91","2019-01-17 11:25:50-02","PUCRS","MPUC","16103","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandwith","Joaber",NA,"1975","09","09","Brasil","RS","Porto Alegre","Bairro Cristal","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,NA,NA,"Lamiales","South America",NA,NA,NA,"1975","01","01","Magnoliopsida","1",NA,NA,NA,NA
"92","2019-01-17 11:25:50-02","PUCRS","MPUC","3166","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandwith","J. Pereira-Junior",NA,"1975","10","07","Brasil","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,NA,NA,"Lamiales","South America",NA,NA,NA,"1975","01","01","Magnoliopsida","1",NA,NA,NA,NA
"93","2019-01-17 11:25:50-02","PUCRS","MPUC","11228","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandwith","N.M. Schuck",NA,"2000","10","20","Brasil","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,NA,NA,"Lamiales","South America",NA,NA,NA,NA,NA,NA,"Magnoliopsida","1",NA,NA,NA,NA
"94","2019-01-17 11:25:50-02","PUCRS","MPUC","3672","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandwith","W. Kaercher",NA,"1975","09","17","Brasil","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,NA,NA,"Lamiales","South America",NA,NA,NA,"1975","01","01","Magnoliopsida","1",NA,NA,NA,NA
"95","2019-11-08 08:50:22-03","FURB","FURB","12903","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","Beckhauser, TA","Beckhauser, T.A.","2006","09","01","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0791667","-26.9055556","-49.0791667","-26.9055556","38","38","FURB20904","FURB20904",NA,"91",NA,NA,NA,NA,NA,NA,"2006","09","01",NA,NA,NA,NA,NA,NA
"96","2020-10-14 09:59:45-03","FURB","FURB","15937","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","Korte, A","Korte, A.; Kniess, A.","2009","11","10","Brasil","Santa Catarina","Apiúna","Salão.","-49.2991666","-27.1955555","-49.2991666","-27.1955555","581","581","FURB01009","FURB01009","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Inicial; beira da estrada Habito: arvoreta; flor amarela","865",NA,NA,NA,NA,NA,NA,"2009","11","10",NA,NA,NA,NA,NA,NA
"97","2020-10-14 09:59:45-03","FURB","FURB","34811","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","Oliveira, AA de","Verdi, M.; Souza, N.L. de & Klemz, G.","2010","03","15","Brasil","Santa Catarina","Orleans","Brusque do Sul.","-49.4119444","-28.2597222","-49.4119444","-28.2597222","309","309","FURB20903","FURB20903","Voucher estéril IFFSC 118 (Fitossociologia) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","5943",NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-10-14 09:59:45-03","FURB","FURB","45450","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","Oliveira, AA de","Oliveira, A.A. de","2015","01","15","Brasil","Santa Catarina","Nova Veneza","São Bento Baixo.","-49.4994444","-28.7108333","-49.4994444","-28.7108333","48","48","FURB20891","FURB20891","Regeneração IFFSC 40 /N/197","855",NA,NA,NA,NA,NA,NA,"2015","01","15",NA,NA,NA,NA,NA,NA
"99","2019-11-08 08:50:22-03","FURB","FURB","5294","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","Thom; Silva, G","Thom; Silva, G.","2006","10","05","Brasil","Santa Catarina","Blumenau","FURB.","-49.0791667","-26.9055556","-49.0791667","-26.9055556",NA,NA,"FURB20905","FURB20905",NA,NA,NA,NA,NA,NA,NA,NA,"2006","11","12",NA,NA,NA,NA,NA,NA
