"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","yearIdentified","class","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount"
"11","2020-02-08 09:48:17-03","NBC","NL-BOTANY","WAG.1793338","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.",NA,"Smith LB; Reitz R","1964","10","23","Brazil",NA,NA,"-52.333333","-26.533333","-52.333333","-26.533333","NL-WAG1793338","NL-WAG1793338",NA,"Malpighiales",NA,"Southern America","Santa Catarina, Mun. Abelardo Luz: Campo, 12 km north of Abelardo Luz.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1793338 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:07:41-03","ESALQ","ESA","48704","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Silva, J.M. ; Cordeiro, J.","1995","10","05","Brasil","Paraná","Passo do Pupo",NA,NA,NA,NA,"ESA048704",NA,"Magnoliophyta",NA,"1561.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-11-21 14:35:38-03","UFJF","CESJ","7484","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","M.Alves","L. Krieger","1969","12",NA,"Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"CESJ007484",NA,"Angiosperma",NA,"CESJ7484","América do Sul",NA,NA,NA,NA,"No campo, bracteas amarelas (depois verdes). Rasteira.","1991",NA,"06","28","46557","auto",NA,NA,NA
"14","2019-11-21 14:35:38-03","UFJF","CESJ","59494","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","G. Hatschbach","L.T. Dombrowski; Y.Saito; M.L.Pereira","1964","11",NA,"Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"CESJ059494",NA,"Angiosperma",NA,"756","América do Sul","Furnas",NA,NA,NA,"Em campo. Frequente.","1964",NA,NA,NA,"46557","auto",NA,NA,NA
"15","2020-10-14 10:01:22-03","FURB","FURB","10952","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Sobral, M","Stival-Santos, A.; Uller, H.F. & Silveira, S.","2008","12","16","Brasil","Santa Catarina","Campos Novos","-51.48","-27.54","-51.4800000","-27.5400000","FURB12798","FURB12798",NA,NA,"338",NA,NA,"700","700",NA,"Florística IFFSC 321(Erva Terrícola) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; campos antropizados Habito: herbácea; flor laranja","2009",NA,"03",NA,NA,NA,NA,NA,NA
"16","2019-11-08 08:51:55-03","FURB","FURB","913","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Sobral, M","Sobral, M.","1998","11","01","Brasil","Rio Grande do Sul","Espumoso","-52.8497009277344","-28.7247009277344",NA,NA,"FURB01564","FURB01564",NA,NA,NA,NA,"Boron - R.G - BR.",NA,NA,NA,NA,"1998",NA,"11","01","39479","auto",NA,NA,NA
"17","2021-03-16 17:53:16-03","UCS","HUCS","49288","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Gonzatti, F.","Valduga, E.","2018","11","26","Brasil","Rio Grande do Sul","Cruz Alta","-53.98825","-29.121167","-53.98825","-29.121167",NA,NA,"Angiospermae","Malpighiales","905",NA,"Próximo à área urbana, BR 158",NA,NA,NA,"em barranco, remanescente de campo","2019",NA,"02",NA,NA,NA,NA,NA,NA
"18","2021-03-16 17:53:16-03","UCS","HUCS","35879","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.",NA,"Dombrowski, L.T.","1977","11","17","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Angiospermae","Malpighiales","8830",NA,NA,NA,NA,NA,"planta invasora - Herbário PKDC 18625",NA,NA,NA,NA,"46557","auto",NA,NA,NA
"19","2021-03-16 17:53:16-03","UCS","HUCS","11312","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Smith, S.F.","Butzke, A.","1995","11","16","Brasil","Rio Grande do Sul","Erechim","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"Angiospermae","Malpighiales","s.n.",NA,"Quatro Irmãos",NA,NA,NA,"HERBARA 7950; no campo limpo","1996",NA,"05",NA,"46790","auto",NA,NA,NA
"20","2020-12-21 16:24:26-03","MBM","MBM","292724","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Cordeiro, J.; Barboza, E.","Bianek, A.E.","2003","11","10","Brazil","Paraná","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"MBM292724","MBM292724",NA,NA,"110","Southern America",NA,NA,NA,NA,"Planta trepadeira, com folhas polimórficas.; Cerrado.","2004",NA,NA,NA,"28572","auto",NA,NA,NA
"21","2020-12-21 16:24:26-03","MBM","MBM","25694","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Hatschbach, G.","1972","11","21","Brazil","Paraná","Clevelândia","-52.4707984924316","-26.3957996368408",NA,NA,"MBM025694","MBM025694",NA,NA,"30789","Southern America","2km a leste",NA,NA,NA,NA,NA,NA,NA,NA,"30860","auto",NA,NA,NA
"22","2020-12-21 16:24:26-03","MBM","MBM","18883","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Hatschbach, G.","1971","02","21","Brazil","Paraná","Marmeleiro","-53.0261001586914","-26.1494007110596",NA,NA,"MBM018883","MBM018883",NA,NA,"26386","Southern America","Estrada Marmeleiro - Campo Erê",NA,NA,NA,NA,NA,NA,NA,NA,"27396","auto",NA,NA,NA
"23","2020-12-21 16:24:26-03","MBM","MBM","244276","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Poliquesi, C.B.; Cordeiro, J.; Barboza, E.; Cordeiro, J.; Barboza, E.","1999","11","24","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM244276","MBM244276",NA,NA,"666","Southern America","Capão da Onça",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"24","2020-12-21 16:24:26-03","MBM","MBM","265914","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Tessmann, G.","1948","02","12","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM265914","MBM265914",NA,NA,"2870","Southern America","Fazenda Lagoa Dlurada",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"25","2020-12-21 16:24:26-03","MBM","MBM","183956","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","1995","10","05","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM183956","MBM183956",NA,NA,"1561","Southern America","Passo do Pupo",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"26","2020-12-21 16:24:26-03","MBM","MBM","41053","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Smith, L.B.","Hatschbach, G.","1956","10","28","Brazil","Paraná","Clevelândia","-52.4707984924316","-26.3957996368408",NA,NA,"MBM041053","MBM041053",NA,NA,"3346","Southern America","Clevelândia",NA,NA,NA,NA,NA,NA,NA,NA,"30860","auto",NA,NA,NA
"27","2020-12-21 16:24:26-03","MBM","MBM","105433","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Webster, G.L.","Kummrow, R.; Graham, S.; Graham, S.","1985","11","12","Brazil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"MBM105433","MBM105433",NA,NA,"2663","Southern America","Rio das Pedras",NA,NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA
"28","2020-12-21 16:24:26-03","MBM","MBM","41052","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Pereira, E.; Hatschbach, G.; Hatschbach, G.","1963","11","07","Brazil","Paraná","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,"MBM041052","MBM041052",NA,NA,"7739","Southern America","Laranjeiras do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA
"29","2020-12-21 16:24:26-03","MBM","MBM","195880","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Dombrowski, L.T.","Dombrowski, L.T.","1964","11",NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM195880",NA,NA,NA,"8830","Southern America","Lagoa Dourada",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"30","2020-12-21 16:24:26-03","MBM","MBM","77844","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Hatschbach, G.","1982","09","22","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM077844","MBM077844",NA,NA,"45487","Southern America","Parque Vila Velha",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"31","2020-12-21 16:24:26-03","MBM","MBM","43614","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Kummrow, R.; Anderson, W.R.; Anderson, W.R.","1976","03","17","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM043614","MBM043614",NA,NA,"1100","Southern America","Parque Vila Velha",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"32","2020-12-21 16:24:26-03","MBM","MBM","41047","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Hatschbach, G.","1964","10","02","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM041047","MBM041047",NA,NA,"11628","Southern America","Rodovia do Café, Fazenda Rivadávia",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"33","2020-12-21 16:24:26-03","MBM","MBM","169091","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","1994","09","17","Brazil","Santa Catarina","Campos Novos","-51.2249984741211","-27.4016990661621",NA,NA,"MBM169091","MBM169091",NA,NA,"61102","Southern America","Rod. BR-470, próximo a divisa com Erval do Oeste",NA,NA,NA,NA,NA,NA,NA,NA,"43319","auto",NA,NA,NA
"34","2020-12-21 16:24:26-03","MBM","MBM","41051","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Hatschbach, G.","1957","11","15","Brazil","Paraná",NA,NA,NA,NA,NA,"MBM041051","MBM041051",NA,NA,"4260","Southern America","Estrada para Laranjeiras do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:24:26-03","MBM","MBM","329433","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Cordeiro, J.; Barboza, E.","Juliano Cordeiro","2006","11","18","Brazil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"MBM329433","MBM329433",NA,NA,"358","Southern America","Parque Municipal das Araucárias",NA,NA,NA,"Herbácea, espatas amarelas e flores verde. Área de campo","2007",NA,NA,NA,"53832","auto",NA,NA,NA
"36","2020-12-21 16:24:26-03","MBM","MBM","10961","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","1968","12","10","Brazil","Paraná","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,"MBM010961","MBM010961",NA,NA,"20603","Southern America","Km 127",NA,NA,NA,NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA
"37","2020-12-21 16:24:26-03","MBM","MBM","20968","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","1971","12","04","Brazil","Paraná","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,"MBM020968","MBM020968",NA,NA,"20968","Southern America","Rio Chopim",NA,NA,NA,NA,NA,NA,NA,NA,"46666","auto",NA,NA,NA
"38","2020-12-21 16:24:26-03","MBM","MBM","71747","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Forero, E.","1977","10","11","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM071747","MBM071747",NA,NA,"3784","Southern America","12km E de Vila Velha",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"39","2020-12-21 16:24:26-03","MBM","MBM","195881","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Hatschbach, G.","Hatschbach, G.","1964","10","02","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM195881",NA,NA,NA,"11628","Southern America","Fazenda Rivadávia",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"40","2020-12-21 16:24:26-03","MBM","MBM","195883","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Dombrowski, L.T.","Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM195883",NA,NA,NA,"13232","Southern America","Furnas",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"41","2020-12-21 16:24:26-03","MBM","MBM","19882","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","1964","11",NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM019882","MBM019882",NA,NA,"756","Southern America","Furnas",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"42","2020-12-21 16:24:26-03","MBM","MBM","288078","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Alves, M.","Krieger, L.","1969","12",NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM288078","MBM288078",NA,NA,"7484","Southern America","Ponta Grossa",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"43","2020-12-21 16:24:26-03","MBM","MBM","118245","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Ribas, O.S.","Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","1987","01","15","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM118245","MBM118245",NA,NA,"40872","Southern America","Vila Velha",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"44","2020-12-21 16:24:26-03","MBM","MBM","232446","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.",NA,"Sobral, M.; et al.; et al.","1998","11",NA,"Brazil","Rio Grande do Sul","Espumoso","-52.8497009277344","-28.7247009277344",NA,NA,"MBM232446","MBM232446",NA,NA,"8696","Southern America","Boron",NA,NA,NA,NA,NA,NA,NA,NA,"39479","auto",NA,NA,NA
"45","2015-09-25 13:09:16-03","MNHN","RECOLNAT_MNHN_P","P00640214","PreservedSpecimen",NA,"Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.",NA,"Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"P00640214","P00640214_01",NA,NA,NA,NA,"Province de St. Paul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00640214' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"syntype","C3 1567",NA
"46","2014-02-03 17:38:31-02","MNHN","RECOLNAT_MNHN_P","P00640215","PreservedSpecimen",NA,"Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.",NA,"Gaudichaud, C.","1833",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"P00640215","P00640215_01",NA,NA,NA,NA,"Prov. San-Paolo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00640215' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"syntype","104",NA
"47","2020-12-11 11:35:22-03","UFMG","BHCB","31111","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.",NA,"Silva, JM; Cordeiro, J","1995","10","05","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"BHCB008280",NA,"Dicotyledon",NA,"1561","Southern America",NA,NA,NA,NA,"postrada, flor creme, campo limpo, seco","1995",NA,NA,NA,"46557","auto",NA,NA,NA
"48","2012-12-07 13:59:00-02","MO","MOBOT","100549595","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.",NA,"Grady L. Webster|Bijan Dehgan|Marcos Sobral","1986","12","4","Brazil","Rio Grande do Sul",NA,"-53.4166667","-28.6666667",NA,NA,NA,NA,NA,NA,"Webster 25868","South America","Mpio. Cruz Alta: along Ibiruba-Cruz Alta road c. 13 km E of Cruz Alta.","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"49","2017-02-07 12:22:00-02","MO","MOBOT","1307138","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Mark Mayfield (KSC)","Elsa M. Zardini|Leongino Guerrero","1998","7","24","Paraguay","Caaguazú",NA,"-55.8202778","-25.4069444",NA,NA,NA,NA,NA,NA,"Zardini 49113","South America","Near J.E. Estigarribia.","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1152","2"
"50","2020-07-06 13:48:00-03","MO","MOBOT","2250668","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","Bacigalupo, N. M.","Angel L. Cabrera|et al.","1977","10",NA,"Argentina","Misiones","Apóstoles",NA,NA,NA,NA,NA,NA,NA,NA,"Cabrera 28453","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"51","2018-06-22 05:25:00-03","MO","MOBOT","2453761","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.",NA,"Lyman B. Smith|Pe. Raulino Reitz","1956","12","25","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Smith 9234","South America","Abelardo Luz. 11 km N of Abelardo Luz","500.00000000","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2018-06-22 05:25:00-03","MO","MOBOT","2941260","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","glechomifolia","Dalechampia glechomifolia","Baill.","S.F. Smith","Pe. Raulino Reitz|Roberto M. Klein","1965",NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reitz 17593","South America","8 km ao oesta de Guarapuava, Cuarapuava, Parana. Habitat: Campo.","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
