"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","typeStatus","sex"
"95","2020-10-14 10:06:27-03","FURB","FURB","6118","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Cordeiro, J","Nascimento, D.S.; Cordeiro, J.","254","2005","09","08",NA,"Brasil","Paraná","Curitiba","Jardim Botânico Municipal.","-49.2388889","-25.4419444",NA,NA,"FURB03455","FURB03455",NA,NA,"2006",NA,NA,"-49.2388889","-25.4419444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-10-14 10:06:27-03","FURB","FURB","48839","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Estevan, DA","Estevan, D.A.","522","2004","07","02",NA,"Brasil","Paraná","Ventania","Fazenda Califórnia de Henrique Sato.","-50.2428016662598","-24.2458000183105",NA,NA,"FURB48839","FURB48839",NA,NA,"2004",NA,NA,NA,NA,"32424","auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-16 17:55:02-03","UCS","HUCS","44099","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Raldk.","Estevan, D.A.","Estevan, D.A.","522","2004","07","02",NA,"Brasil","Paraná","Ventania","Fazenda Califórnia de Henrique Sato","-50.2428016662598","-24.2458000183105",NA,"árvore 2,5m.",NA,NA,NA,NA,"2004",NA,NA,NA,NA,"32424","auto",NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-16 17:55:02-03","UCS","HUCS","30154","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Raldk.","Cordeiro, J.","Nascimento, D.S.","254","2005","11","08",NA,"Brasil","Paraná","Curitiba","Jardim Botânico Municipal","-49.2731018066406","-25.4277992248535",NA,"Herbário MBM., Árvore - 5 m flor alva.; Capão com araucária",NA,NA,NA,NA,"2006",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-16 17:55:02-03","UCS","HUCS","29932","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Raldk.","Cordeiro, J.","Nascimento, D.S.","254","2005","11","08",NA,"Brasil","Paraná","Curitiba","Jardim Botânico Municipal","-49.2731018066406","-25.4277992248535",NA,"Flor alva, árvore. Herbário MBM; Capão da araucária",NA,NA,NA,NA,"2006",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-16 17:55:02-03","UCS","HUCS","36207","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Raldk.","Cordeiro, J.; Barbosa, E.","Temponi, L.G.","677","2009","10","12",NA,"Brasil","Paraná","Céu Azul","Trilha para a Cachoeira Jacutinga","-53.8485984802246","-25.1466999053955",NA,"Herbário MBM., arburso 2,40, flor alvacenta.; Floresta Estacional Semidecidual",NA,NA,NA,NA,"2010",NA,NA,NA,NA,"51148","auto",NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-16 17:55:02-03","UCS","HUCS","40587","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Raldk.","Barbosa, E.","Silva, J.M.","8059","2011","12","01",NA,"Brasil","Paraná","Mauá da Serra","Usina Hidroelétrica de Mauá","-51.2294006347656","-23.9013996124268",NA,"Herbário MBM.; Floresta Estacional Semidecidual",NA,NA,NA,NA,"2011",NA,NA,NA,NA,"16036","auto",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-03-16 15:27:06-03","UNEMAT","HERBAM","16229","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","D.R. da Silva","Manna; Toledo; Da Silva, D.R.; Lopes, R.B.M.; Custódio, J.B. & Gonçalves, O.A.","94I1602","2014","11","07",NA,"Brasil","Mato Grosso","Itaúba","APP da UHE Colider, Floresta estacional estabelecida em terreno plano, solo arenoso e pedregoso, cinza claro, ocorrendo Bambusoideae e poucas epífitas (Orchidaceae, Araceae).","-55.476667","-10.975361",NA,NA,"HERBAM016229",NA,NA,NA,"2015","09","22","-55.476667","-10.975361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-02-26 12:19:53-03","UNEMAT","HERBAM","16229","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","D.R. da Silva","Manna; Toledo; Da Silva, D.R.; Lopes, R.B.M.; Custódio, J.B. & Gonçalves, O.A.","94I1602","2014","11","07",NA,"Brasil","Mato Grosso","Itaúba","APP da UHE Colider, Floresta estacional estabelecida em terreno plano, solo arenoso e pedregoso, cinza claro, ocorrendo Bambusoideae e poucas epífitas (Orchidaceae, Araceae).","-55.476667","-10.975361",NA,NA,"HERBAM016229",NA,NA,NA,"2015","09","22","-55.476667","-10.975361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-02-23 13:15:04-03","UNEMAT","HERBAM","4919","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Silva, DR","Simão, S.S.; Almeida, E.A. & Rodrigues, L.","65","2010","10","22",NA,"Brasil","Mato Grosso","Alta Floresta","Fazenda Viviane, Floresta ombrófila.","-56.142222","-9.868611",NA,NA,"HERBAM004919",NA,NA,NA,"2012","10","23","-56.142222","-9.868611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-04-27 16:11:34-03","UFES","VIES","42816","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","A. Alves-Araújo","Nichio-Amaral, R.; Nepomuceno, A.; Miranda, V.S.; Gurtler, J.; Mello, B.N.; Sossai, B.G.","696","2019","03","28",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha da Lagoa Seca - Entrada pela casa. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042816","VIES042816",NA,NA,"2020","03","10",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-06-29 09:32:11-03","UFRRJ","RBR","15477","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.S. Ferrucci","B.S. Leoni","2785","1995","02","12",NA,"Brasil","Minas Gerais","Serra da Araponga","Fazenda Neblina, 1300m/s m-20° 43#?#S e 12°29#?# W. Próximo ao laboratório junto ao córrego.",NA,NA,NA,NA,"RBR00015477",NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-06-29 09:32:11-03","UFRRJ","RBR","37977","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.S. Ferrucci","E.M. Francisco","s.n.","1998","11","25",NA,"Brasil","Paraná","Ortigueira",NA,"-50.9494018554688","-24.2082996368408",NA,NA,"RBR00037977",NA,NA,NA,"2002",NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-06-29 09:32:11-03","UFRRJ","RBR","34537","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","G.V. Somner","J.A. Pastore","1475","2006","11","22",NA,"Brasil","São Paulo","Paranapanema","Estação Ecológica, 23°30#?#44' S e 48°45#?#54'W, trilha 3","-48.7200012207031","-23.3799991607666",NA,NA,"RBR00034537",NA,NA,NA,"2009","08","13",NA,NA,"29740","auto",NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-06-29 09:32:11-03","UFRRJ","RBR","29880","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.S. Ferrucci","G.E.L. Macedo","510","2004","02","28",NA,"Brasil","Bahia","Jequié","Fazenda Brejo Novo, 10,5 km Av. Otávio Mangabeira pela Exupério Miranda no Bairro do Mandacarú. S13°56#?#41.4' W040°06#?#33,9' 617m 750 m","-40.0835990905762","-13.8575000762939",NA,NA,"RBR00029880",NA,NA,NA,"2013",NA,NA,NA,NA,"49443","auto",NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-06-29 09:32:11-03","UFRRJ","RBR","29882","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","G.E.L. Macedo","G.E.L. Macedo","318","2003","09","20",NA,"Brasil","Bahia","Jequié","'Fazenda Brejo Novo, 10,5 kmAv. Otávio Mangabeira pela Exupério Miranda no Bairro do Mandacaru. S13°56#?#41,4'' W040°06#?#33,9'' 617m e 750m'","-40.0835990905762","-13.8575000762939",NA,NA,"RBR00029882",NA,NA,NA,"2013",NA,NA,NA,NA,"49443","auto",NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-06-29 09:32:11-03","UFRRJ","RBR","29883","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.S. Ferrucci","G.E.L. Macedo","1878","2005","03","26",NA,"Brasil","Bahia","Jequié","Fazenda Brejo Novo, 10,5 Km Av. Otávio Mangabeira pela Exupério Miranda no Bairro do Mandacarú. S13°56#?#41' W 040°06#?#33.9' 617m a 750m","-40.0835990905762","-13.8575000762939",NA,NA,"RBR00029883",NA,NA,NA,"2013",NA,NA,NA,NA,"49443","auto",NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-06-29 09:32:11-03","UFRRJ","RBR","27858","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.S. Ferrucci","G.E.L. Macedo","534","2004","03","04",NA,"Brasil","Bahia","Jequié","Fazenda Brejo Novo, 10,5 km Av.Otávio Mangabeira pela Exupério Miranda no Bairro do Mandacaru. S13°56#?#41' W40°06#?#33,9' 617m A 750m.","-40.0835990905762","-13.8575000762939",NA,NA,"RBR00027858",NA,NA,NA,"2013",NA,NA,NA,NA,"49443","auto",NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-06-29 09:32:11-03","UFRRJ","RBR","29875","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.S. Ferrucci","G.E.L. Macedo","488","2004","02","28",NA,"Brasil","Bahia","Jequié","Fazenda Brejo Novo, a 10,5 km da av. otávio Mangabeira, entrando pela Av. Exupério Miranda no bairro do Mandacaru. S13°56#?#41' w040°06#?#33,9' 617m a 750m.","-40.0835990905762","-13.8575000762939",NA,NA,"RBR00029875",NA,NA,NA,"2013",NA,NA,NA,NA,"49443","auto",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-06-29 09:32:11-03","UFRRJ","RBR","29881","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","G.V. Somner","G.E.L. Macedo","1215","2004","08","18",NA,"Brasil","Bahia","Jequié","Fazenda Brejo Novo, a 10,5 km da av. otávio Mangabeira, entrando pela Av. Exupério Miranda no bairro do Mandacaru. S13°57 #?#05,4' W 040°06#?#38.3' 699m","-40.0835990905762","-13.8575000762939",NA,NA,"RBR00029881",NA,NA,NA,NA,NA,NA,NA,NA,"49443","auto",NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-06-29 09:32:11-03","UFRRJ","RBR","34108","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.S. Ferrucci","L.F.T. Menezes","1392","2005","03","27",NA,"Brasil","Minas Gerais","Além Paraíba","Fazenda Choeirão, Floresta Estacional, semidecidual","-42.7043991088867","-21.8878002166748",NA,NA,"RBR00034108",NA,NA,NA,"2013",NA,NA,NA,NA,"24865","auto",NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-06-29 09:32:11-03","UFRRJ","RBR","32108","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"J.S. Carneiro","580",NA,NA,NA,NA,"Brasil","Paraná","Lupionópolis","Mata São Pedro S22°41#?#18' W51°42#?#06'","-51.6571998596191","-22.7553005218506",NA,NA,"RBR00032108",NA,NA,NA,NA,NA,NA,NA,NA,"11262","auto",NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-06-29 09:32:11-03","UFRRJ","RBR","34150","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","D. Hottz","D. Hottz","s.n.","2010","03","09",NA,"Brasil","São Paulo","Capão Bonito","Parque Estadual Intervales","-48.3400001525879","-24",NA,NA,"RBR00034150",NA,NA,NA,"2013",NA,NA,NA,NA,"39505","auto",NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-06-29 09:32:11-03","UFRRJ","RBR","15473","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.S. Ferrucci","M.J. Robim","687","1997","10","17",NA,"Brasil","São Paulo","Campos do Jordão","Parque Estadual, Região do 'paiol', sob reflorestamento","-45.5900001525879","-22.7299995422363",NA,NA,"RBR00015473",NA,NA,NA,"2013",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-06-29 09:32:11-03","UFRRJ","RBR","15470","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","C. Moura, J. Mattos","J. Mattos","s.n.","1965","10","00",NA,"Brasil","São Paulo","Itararé","Perto da ponte do rio Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"RBR00015470",NA,NA,NA,"2013",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-06-29 09:32:11-03","UFRRJ","RBR","16058","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.S. Ferrucci","M. Oliveira","274","1996","04","30",NA,"Brasil","Pernambuco","Floresta","Reserva Biológica de Serra Negra, Distrito de Inajá. Lat.:8029#?#40' Long.:35041'45', Alt.:444m","-38.5685997009277","-8.60111045837402",NA,NA,"RBR00016058",NA,NA,NA,"2013",NA,NA,NA,NA,"87756","auto",NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-06-29 09:32:11-03","UFRRJ","RBR","15472","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.S. Ferrucci","I.A. Silva","83","1979","10","08",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CVRD., Estrada contra-mão, Km 0,315 lado direito.","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00015472",NA,NA,NA,"2013",NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-06-29 09:32:11-03","UFRRJ","RBR","15481","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.S. Ferrucci","D.C. Cavalcanti","188","1995","11","08",NA,"Brasil","São Paulo","Guaratinguetá","Reserva Florestal da Escola de Especiali, Escola de Especialistas de Aeronautica- EEAR","-45.189998626709","-22.8099994659424",NA,NA,"RBR00015481",NA,NA,NA,"2013",NA,NA,NA,NA,"27040","auto",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:44:24-03","MBM","MBM",NA,"PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Brotto, M.L.","Moura Junior, F.A.","109","2013","05","04","Southern America","Brazil","Paraná","Laranjeiras do Sul",NA,"-52.380003","-25.200003",NA,"Árvore.","IFN000452",NA,NA,NA,"2013","06","28","-52.380003","-25.200003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:44:24-03","MBM","MBM","89650","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ferrucci, M.S.","Hatschbach, G.","47738",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Linhares","Rod. BR-101, Reserva Florestal da Sooretama","-40.0722007751465","-19.3910999298096",NA,NA,"MBM089650","MBM089650",NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:44:24-03","MBM","MBM","214816","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ferrucci, M.S.","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","66938",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Pontes e Lacerda","Rod. BR-174, 9km N de Pontes e Lacerda","-59.3353004455566","-15.2260999679565",NA,NA,"MBM214816","MBM214816",NA,NA,NA,NA,NA,NA,NA,"110136","auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:44:24-03","MBM","MBM","179249","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ferrucci, M.S.","Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","62571",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Salto do Céu","Rio Branco, Salto das Nuvens","-58.1267013549805","-15.1296997070312",NA,NA,"MBM179249","MBM179249",NA,NA,NA,NA,NA,NA,NA,"47529","auto",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:44:24-03","MBM","MBM","167668","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Pirani, J.R.","Pirani, J.R.; et al.; et al.","2554",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caparaó","Serra do Caparaó, próximo ao Parque Nacional","-41.9043998718262","-20.523099899292",NA,NA,"MBM167668","MBM167668",NA,NA,NA,NA,NA,NA,NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:44:24-03","MBM","MBM","251035","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ferrucci, M.S.","Tiepolo, G.","57",NA,NA,NA,"Southern America","Brazil","Paraná","Quatro Barras","Serra da Baitaca","-49.0769004821777","-25.3656005859375",NA,NA,"MBM251035","MBM251035",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:44:24-03","MBM","MBM","251036","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ferrucci, M.S.","Roderjan, C.V.","1041",NA,NA,NA,"Southern America","Brazil","Paraná","Quatro Barras","Serra da Baitaca","-49.0769004821777","-25.3656005859375",NA,NA,"MBM251036","MBM251036",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:44:24-03","MBM","MBM","391812","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Larocca, P.","Schwirkowski, P.; Bianconcini; Bianconcini","35B","2013","12","24","Southern America","Brazil","Santa Catarina","São Bento do Sul","Rio Vermelho, Estrada principal","-49.3786010742188","-26.2502994537354",NA,"Árvore de 5m de altura.; Floresta Ombrófila Mista, mata ciliar.","MBM391812","MBM391812",NA,NA,"2014","08","20",NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2015-09-04 19:39:15-03","MNHN","RECOLNAT_MNHN_P","P05186841","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Gardner",NA,NA,NA,NA,NA,"Brasil","Alagoas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05186841' target='other'> <mi>dwc_moreinfo</mi></a>","P05186841","P05186841_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1261",NA,NA,NA,NA
"132","2015-09-04 19:39:15-03","MNHN","RECOLNAT_MNHN_P","P05186842","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Blanchet",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05186842' target='other'> <mi>dwc_moreinfo</mi></a>","P05186842","P05186842_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3590",NA,NA,NA,NA
"133","2015-09-04 19:39:15-03","MNHN","RECOLNAT_MNHN_P","P05186844","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Blanchet",NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05186844' target='other'> <mi>dwc_moreinfo</mi></a>","P05186844","P05186844_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3590",NA,NA,NA,NA
"134","2015-09-04 19:39:15-03","MNHN","RECOLNAT_MNHN_P","P05186845","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Gardner",NA,NA,NA,NA,NA,"Brasil","Alagoas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05186845' target='other'> <mi>dwc_moreinfo</mi></a>","P05186845","P05186845_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1261",NA,NA,NA,NA
"135","2015-09-04 19:39:15-03","MNHN","RECOLNAT_MNHN_P","P05186846","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Blanchet",NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05186846' target='other'> <mi>dwc_moreinfo</mi></a>","P05186846","P05186846_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3590",NA,NA,NA,NA
"136","2015-09-04 19:39:15-03","MNHN","RECOLNAT_MNHN_P","P05186847","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Gardner",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05186847' target='other'> <mi>dwc_moreinfo</mi></a>","P05186847","P05186847_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1261",NA,NA,NA,NA
"137","2015-09-04 19:39:16-03","MNHN","RECOLNAT_MNHN_P","P05186848","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Blanchet",NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05186848' target='other'> <mi>dwc_moreinfo</mi></a>","P05186848","P05186848_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3590",NA,NA,NA,NA
"138","2015-09-04 19:39:15-03","MNHN","RECOLNAT_MNHN_P","P05186843","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Blanchet",NA,"1845","1","1",NA,"Brasil","Bahia","Jacobina",NA,"-40.5182991027832","-11.1806001663208","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05186843' target='other'> <mi>dwc_moreinfo</mi></a>","P05186843","P05186843_01",NA,NA,NA,NA,NA,NA,NA,"62396","auto",NA,NA,NA,"3590",NA,NA,NA,NA
"139","2020-12-11 11:41:19-03","UFMG","BHCB","139033","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Moreira, NC; Rodrigues, JG; Schall, B","109","2009","12","07","Southern America","Brasil","Minas Gerais","Ribeirão das Neves","Condomínio Canto dos Pássaros","-44.046111","-19.826944",NA,"Arbórea, ca 3,5m; borda de mata; fruto globoso",NA,NA,"848","848",NA,NA,NA,"-44.046111","-19.826944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-11 11:41:19-03","UFMG","BHCB","180421","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Torres, DM","s.n.","2012","10","15","Southern America","Brasil","Goiás","Morrinhos","Região da PCH Chapéu, Baixo curso do rio Meia Ponte","-49.605","-17.998889",NA,"Árvore; Vegetação Ciliar- Faixa estreita de Buritizal em transição com Floresta Estacional",NA,NA,"570","570",NA,NA,NA,"-49.605","-17.998889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-11 11:41:19-03","UFMG","BHCB","38145","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Gomes, J","84","1994","01","21","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-41.833333","-19.833333",NA,"Árvore; Mata atlântica","BHCB021101",NA,NA,NA,"2014","06","05","-41.833333","-19.833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-11 11:41:19-03","UFMG","BHCB","86041","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"França, GS","473","2004","01","07","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce., Lagoa dos Patos (Mumbaça)","-42.539444","-19.806111",NA,"Árvore, 5m. Frutos verdes; Floresta estacional semidecidual submontana","BHCB020987",NA,"247","247","2014","06","05","-42.539444","-19.806111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
