"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","stateProvince","phylum","order","continentOcean","preparationType","occurrenceRemarks","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","603074","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G.Azevedo","M. J. da Silva","F. C. Hoehne","s.n.","1939","12","21","Brazil","Itatiba","Itatiba","-46.83","-23",NA,NA,NA,NA,"NY00603074","NY00603074_01",NA,NA,NA,"São Paulo","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328724' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","603084","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G.Azevedo","M. J. da Silva","A. Cavalheiro","s.n.","1998","05","18","Brazil",NA,"Sítio Araujo. Rio Tigre. Cidade: Nova América da Colina",NA,NA,NA,NA,NA,NA,"NY00603084","NY00603084_01",NA,NA,NA,"Paraná","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328710' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","603070","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G.Azevedo","M. J. da Silva","F. C. Hoehne","sn","1939","12","21","Brazil","Itatiba","Itatiba","-46.83","-23",NA,NA,NA,NA,"NY00603070","NY00603070_01",NA,NA,NA,"São Paulo","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328721' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","603085","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G.Azevedo","M. J. da Silva","D. A. Estevan","56","2000","04","04","Brazil",NA,"Estrada para o Bairro da Jacutinga. Cidade: Ibiporâ",NA,NA,NA,NA,NA,NA,"NY00603085","NY00603085_01",NA,NA,NA,"Paraná","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328712' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","603086","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G.Azevedo","M. J. da Silva","G. G. Hatschbach","13309","1965","12","10","Brazil","Xambrê","Antônia","-53.49","-23.7361",NA,NA,NA,NA,"NY00603086","NY00603086_01",NA,NA,NA,"Paraná","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328709' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","603071","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G.Azevedo","M. J. da Silva","H. M. de Souza","s.n.","1967","11","12","Brazil","Itu","Itú","-47.29","-23.2603",NA,NA,NA,NA,"NY00603071","NY00603071_01",NA,NA,NA,"São Paulo","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328725' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","603069","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G.Azevedo","M. J. da Silva","F. C. Hoehne","sn","1936","12","01","Brazil",NA,"Tiete",NA,NA,NA,NA,NA,NA,"NY00603069","NY00603069_01",NA,NA,NA,"São Paulo","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328720' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","603075","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G.Azevedo","M. J. da Silva","M. Sousa Sánchez","13386","1995","11","15","Brazil","Lindóia","Na estrada de Serra Negra a Monte Siâo","-46.65","-22.48",NA,NA,NA,NA,"NY00603075","NY00603075_01",NA,NA,NA,"São Paulo","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328729' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","603076","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G.Azevedo","M. J. da Silva","L. B. Smith","14101","1964","12","17","Brazil","Itapiranga","Bank of Rio Uruguai, west of ferry landing","-53.72","-27.17",NA,NA,"200","200","NY00603076","NY00603076_01",NA,NA,NA,"Santa Catarina","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328715' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","603088","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G.Azevedo","M. J. da Silva","H. M. Curran","47","1913","12","05","Argentina",NA,"Vicinity of Posadas",NA,NA,NA,NA,"50","60","NY00603088",NA,NA,NA,NA,"Misiones","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328716' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","603081","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G.Azevedo","M. J. da Silva","J. C. Lindeman","5378","1967","05","31","Brazil",NA,"Vicinity of Ubiratâ, S. of road from Campo Mourâo to Cascavel",NA,NA,NA,NA,NA,NA,"NY00603081","NY00603081_01",NA,NA,NA,"Paraná","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328711' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","603082","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G.Azevedo","M. J. da Silva","G. G. Hatschbach","Ha.13309","1965","12","10","Brazil","Xambrê",NA,"-53.49","-23.7361",NA,NA,NA,NA,"NY00603082","NY00603082_01",NA,NA,NA,"Paraná","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328714' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","15733","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus","Hassl.",NA,"E. Hassler","9620",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"NY00015733","NY00015733_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328728' target='other'> <mi>dwc_moreinfo</mi></a>","isotype",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","603077","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus","Hassl.","A. E. Burkart","R. Reitz","5825","1952","12","25","Brazil",NA,"Morro Popa Redonia, Tijucas",NA,NA,NA,NA,"250","250","NY00603077","NY00603077_01",NA,NA,NA,"Santa Catarina","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328719' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","603080","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus","Hassl.","L. H. Soares-Silva","L. H. Soares-Silva","158","1988","12","16","Brazil","Londrina","Parque Estadual Mata do Godoy","-51.1628","-23.3106",NA,NA,NA,NA,"NY00603080","NY00603080_01",NA,NA,NA,"Paraná","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328707' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","603078","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus","Hassl.","A. E. Burkart","G. G. Hatschbach","20586","1968","12","09","Brazil","Laranjeiras do Sul","Rio Iguaçu, prox. Barra do Perdido","-52.4158","-25.4081",NA,NA,NA,NA,"NY00603078","NY00603078_01",NA,NA,NA,"Paraná","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328717' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1747409","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus","Hassl.","H. Poppendieck","E. P. Heringer","5063","1955","04","28","Brazil",NA,"Araritá.",NA,NA,NA,NA,NA,NA,"NY01747409","NY01747409_01",NA,NA,NA,"Minas Gerais","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1992509' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01131877","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus","Hassl.","G. P. Lewis","V. C. Souza","5031","1994","01","11","Brazil","Jacuí","Estrada Guaxupé-Jacuí a ca. 9km de Guaxupé.","-46.68","-21.2358",NA,NA,"1200","1200","NY01131877",NA,NA,NA,NA,"Minas Gerais","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1281601' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","15734","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus angustifoliolata","Hassl.",NA,"E. Hassler","9620a","1905","11",NA,"Paraguay",NA,"In regione fluminis Yhú",NA,NA,NA,NA,NA,NA,"NY00015734","NY00015734_01",NA,NA,NA,"Caaguazú","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=236613' target='other'> <mi>dwc_moreinfo</mi></a>","isotype","angustifoliolata",NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:29:44-03","UNESP-IBB","BOTU","25992","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus","Hassl.","Gasper, A.L.","Verdi, M.","1092","2008","11","28","Brasil","Concórdia",NA,NA,NA,"9999","9999",NA,NA,"BOTU025992",NA,"2009","05","12","Santa catarina",NA,NA,NA,NA,"Flor botão verde arroxeado",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:29:44-03","UNESP-IBB","BOTU","28030","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus","Hassl.","Dall'Agnol, R.","Francisco, E.M.","725","2004","05","19","Brasil","Bela Vista do Paraíso",NA,NA,NA,"9999","9999",NA,NA,"BOTU028030",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"Árvore com fruto maduro, esverdeado",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:29:44-03","UNESP-IBB","BOTU","25703","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus","Hassl.",NA,"Israel","238","1991","09","19","Brasil","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"BOTU025703",NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,"Hábito arbóreo, frutos vagem achatada com ápice e base agudos embira de sapo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:29:44-03","UNESP-IBB","BOTU","26980","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus","Hassl.","Dias, M.","Pavão, O.C.",NA,"2000","03","21","Brasil","Rancho Alegre",NA,NA,NA,"9999","9999",NA,NA,"BOTU026980",NA,"2000",NA,NA,"Paraná",NA,NA,NA,NA,"Árvore 8 m de altura, frutos secos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:29:44-03","UNESP-IBB","BOTU","18572","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus","Hassl.",NA,"Nicolini Gabriel, E.M.",NA,"1987","11","18","Brasil","Jaú",NA,NA,NA,"9999","9999",NA,NA,"BOTU018572",NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,"Árvore alta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:30:33-03","UFRJ","RFA","13670","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus","Hassl.","A. Burkart","L. T. Dombrownski; Y. S. Kuniyeshi (2019)","2277","1967","01",NA,"Brasil","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"RFA12333",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"Árvore",NA,NA,"45291","auto",NA,NA,NA,NA,NA
"36","2020-11-13 09:19:50-03","UFRJ","RFA","8412","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus","Hassl.","L.B. Smith & S.F. Smith","G.G. Hatschbach; J. Lindeman, H. Haas","13309","1965","12","10","Brasil","Xambrê",NA,"-53.4900016784668","-23.7360992431641",NA,NA,NA,NA,"RFA27547",NA,"1966",NA,NA,"Paraná",NA,NA,NA,NA,"Árvore de 20m., tronco base 35cm., flor azul 2.5 P.7/6",NA,NA,"25930","auto",NA,NA,NA,NA,NA
"37","2020-11-13 09:19:50-03","UFRJ","RFA","9716","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus","Hassl.","G.G. Hatschbach","G.G. Hatschbach","21507","1969","05","15","Brasil","Terra Boa","Fazenda Mururé","-52.4441986083984","-23.7681007385254",NA,NA,NA,NA,"RFA28447",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"Árvore de 20m, tronco 60cm",NA,NA,"26445","auto",NA,NA,NA,NA,NA
"38","2020-11-13 09:19:50-03","UFRJ","RFA","9990","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","muehlbergianus","Lonchocarpus muehlbergianus","Hassl.","A. Burkart","G.G. Hatschbach; O. Guimarães","20586","1968","12","09","Brasil","Laranjeiras do Sul","Rio Iguaçu, próximo a Barra do Perdido","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"RFA28836",NA,"1970",NA,NA,"Paraná",NA,NA,NA,NA,"Árvore de 20 m, trônco de 40 cm de diâmetro. Flor lilás com com máculas verde coral",NA,NA,"28404","auto",NA,NA,NA,NA,NA
"39","2020-11-24 17:10:40-03","UTFPR","DVPR","5961","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G. Azevedo","Silva, DR","Rocha Filho, JA; Silva, DR; Piva, J; Machado, C","620","2018","02","07","Brasil","Realeza","Estrada da região do Córrego Sanga Canoa.","-53.3323","-25.3153","-53.3323","-25.3153","348","348","DVPR005961",NA,"2018","02","10","Paraná","Magnoliophyta",NA,NA,NA,"Árvore 6 m de altura. Folhas cartáceas, discolores. Frutos secos, verde ferrugineos. aveludados. Ponto: 610.; Árvore remanescente em ambiente antropizado, meio a cobertura vegetal de atividade agrárias. Solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-24 17:10:40-03","UTFPR","DVPR","1669","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G. Azevedo","Estevan, DA","Ricardo","s.n.",NA,NA,NA,"Brasil","Coronel Leonidas Marques",NA,NA,NA,NA,NA,NA,NA,"DVPR001669","DVPR001669","2014","11","06","Paraná","Magnoliophyta",NA,NA,NA,"Árvore, flor roxa.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-24 17:10:40-03","UTFPR","DVPR","1018","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G. Azevedo","Pavlak, T","Pavlak, T; et al.","s.n.","2011","04","22","Brasil","Capanema","Propriedade de José Pavlak, Ressaca do Sto Antonio","-53.8088989257812","-25.6718997955322",NA,NA,NA,NA,"DVPR001018","DVPR001018",NA,NA,NA,"Paraná","Magnoliophyta",NA,NA,NA,"Árvore de grande porte, odor característico.",NA,NA,"23753","auto",NA,NA,NA,NA,NA
"42","2020-11-24 17:10:40-03","UTFPR","DVPR","1227","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G. Azevedo","Estevan, DA","Stolfo, R","s.n.","2012","02","02","Brasil","Capitão Leonidas Marques","Sitío Cleito Alto Alegre.","-53.614200592041","-25.4792003631592",NA,NA,NA,NA,"DVPR001227","DVPR001227","2014","11","10","Paraná","Magnoliophyta",NA,NA,NA,"Árvore média, flor.; Local seco e iluminado.",NA,NA,"14258","auto",NA,NA,NA,NA,NA
"43","2020-11-24 17:10:40-03","UTFPR","DVPR","3485","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G. Azevedo","Kranz, WM","Kranz, WM; Cassiano, J","816","2002","11","27","Brasil","Londrina","Aviação Velha, Chácara Recanto Beija-flor","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"DVPR003485",NA,"2012","11","27","Paraná","Magnoliophyta",NA,NA,NA,"Árvore 15 m, rebrota do toco e raízes superficiais, flor roxa.; Mata",NA,NA,"63728","auto",NA,NA,NA,NA,NA
"44","2020-11-24 17:10:40-03","UTFPR","DVPR","866","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","muehlbergiana","Dahlstedtia muehlbergiana","(Hassl.) M.J.Silva & A.M.G. Azevedo","Pignoni, E; Ferreira, JB","Ferreira, JB; Leite, EC","s.n.","2004","11","16","Brasil","Londrina","Mata Versalhes, zona Norte, R: Acylino A. Nascimento","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"DVPR000866","DVPR000866","2004",NA,NA,"Paraná","Magnoliophyta",NA,NA,NA,"Árvore 5 m, flor lilás.; Borda da mata.",NA,NA,"63728","auto",NA,NA,NA,NA,NA
