"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","individualCount","class","coordinatePrecision","geoFlag","infraspecificEpithet","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","previousCatalogNumber"
"58","2019-08-15 09:04:37-03","UESC","UESC","10596","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lind.",NA,NA,NA,NA,"Brasilino Raimundo dos Santos","2005","10","14","Brasil","Bahia","Almadina",NA,"-39.6371994018555","-14.7053003311157",NA,NA,NA,"UESC0010596",NA,"Angiospermae","Florideophycidae",NA,"Monocotyledoneae","14289","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-09-04 11:29:59-03","MNHN","RECOLNAT_MNHN_P","P00405473","PreservedSpecimen",NA,"Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Dusén, P.","1911","3","15","Brésil",NA,NA,"Parana: Sacarchý",NA,NA,NA,NA,"Cultivé <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405473' target='other'> <mi>dwc_moreinfo</mi></a>","P00405473","P00405473_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,"11579",NA,NA
"60","2020-12-11 11:44:22-03","UFMG","BHCB","69586","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata x schomburckia cr","Cattleya guttata x schomburckia cr","Lindl.",NA,NA,NA,NA,"Tameirão Neto, E",NA,NA,NA,"Brasil","Minas Gerais","Curvelo",NA,"-44.4308013916016","-18.7563991546631",NA,NA,"Herbáceo, híbrido natural; Floresta ciliar","BHCB043496",NA,"Monocotyledon",NA,NA,NA,"57661","auto",NA,"3146","Southern America",NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:44:22-03","UFMG","BHCB","41875","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,"2000","04","12","Salino, A; Morais, PO","1998","05","01","Brasil","Minas Gerais","Jequeri","Área de inundação da Usina Hidrelétrica de Cachoei","-42.6657981872559","-20.4557991027832",NA,NA,"Floresta ciliar. Folhas carnosas, flores com sépalas amarelas com manchas cor de vinho na parte interna, pétalas brancas, levemente manchadas de lilás e amarelo, labelo lilás com manchas brancas.","BHCB043488",NA,"Monocotyledon",NA,NA,NA,"22280","auto",NA,"4200","Southern America",NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:44:22-03","UFMG","BHCB","69586","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata x schomburckia cr","Cattleya guttata x schomburckia cr","Lindl.",NA,NA,NA,NA,"Tameirão Neto, E","2001","04","05","Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio","-42.7155990600586","-19.0557994842529",NA,NA,"Floresta ciliar, herbáceo, híbrido natural.",NA,NA,"Monocotyledon",NA,NA,NA,"19086","auto",NA,"3146","Southern America",NA,NA,NA,NA,NA,NA
"63","2021-02-11 17:20:54-03","UFPR","UPCB","70051","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","Mancinelli, W.S.","2010","02","04","Mancinelli, W.S.","2010","02","04","Brasil","Santa Catarina","Joinville","Morro da Tampa","-48.8456001281738","-26.3043994903564",NA,NA,"Epífita, sépalas e pétalas verdes com púrpura, labelo rosado e branco, ocorrendo em Floresta Ombrófila Densa Sub Montana..",NA,NA,NA,NA,NA,NA,"37150","auto",NA,"1136",NA,NA,NA,NA,NA,NA,NA
"64","2021-02-11 17:20:54-03","UFPR","UPCB","85855","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl","Smidt, E.C.","2011","03","01","Smidt, E.C.","2011","03","01","Brasil","Paraná","Bocaiúva do Sul","Rio Capivari","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,"1035",NA,NA,NA,NA,NA,NA,NA
"65","2009-07-21 23:34:00-03","MO","MOBOT","2480497","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Per Dusén",NA,NA,NA,"Brazil","Paraná",NA,"Jaguariaiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusén 9864","South America",NA,NA,NA,NA,NA,NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","2814554","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","Pabst",NA,NA,NA,"Per Dusén","1915","2","10","Brazil","Paraná",NA,"Tacarchy in silvula as tranus arl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusén s.n.","South America",NA,NA,NA,NA,NA,NA
"67","2020-08-01 18:19:14-03","UNESP-IBILCE","SJRP","22166","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","Eric de Camargo Smidt",NA,NA,NA,"Eric de Camargo Smidt",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Ilha Anchieta","-45.0699996948242","-23.4300003051758",NA,NA,"Epífita de flores verde amareladas;",NA,NA,"Tracheophyta","Asparagales",NA,"Liliopsida","34265","auto",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"68","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","4659",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"B. Weinberg","1980","03",NA,"Brasil","Espírito Santo","Vila Velha","Interlagos","-40.2924995422363","-20.3297004699707",NA,NA,"Epífita ou terrícola muito perfumada.","MBML004659","MBML004659",NA,NA,NA,NA,"27156","auto",NA,"379",NA,NA,NA,NA,NA,NA,NA
"69","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","16386",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","C. N. Fraga",NA,NA,NA,"C. N. de Fraga; et al","1995","04","02","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha","-40.422222","-20.605278","40W25'20","20S36'19","Formação de restinga aberta de Clusia. Epífita, flores com sépalas e pétalas castanho-amarelado com máculas vinosas, labelo com lobos laterias brancos rosados e lobo terminal rosa forte.","MBML016386","MBML016386",NA,NA,NA,NA,NA,NA,NA,"141",NA,NA,NA,NA,NA,NA,NA
"70","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","16387",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","C. N. Fraga",NA,NA,NA,"C. N. de Fraga; et al","1996","04","05","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha","-40.422222","-20.605278","40W25'20","20S36'19","Formação de restinga pós-praia. Epífito, flores com sépalas e pétalas verde-acastanhado com máculas vinosas, labelo com lobos laterias brancos rosados e lobo terminal rosa forte.","MBML016387","MBML016387",NA,NA,NA,NA,NA,NA,NA,"313",NA,NA,NA,NA,NA,NA,NA
"71","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","16388",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","C. N. Fraga",NA,NA,NA,"C. N. de Fraga; et al","1996","04","05","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha","-40.422222","-20.605278","40W25'20","20S36'19","Formação de restinga aberta de Clusia. Epífito, flores com sépalas e pétalas verde-acastanhado com máculas vinosas, labelo com lobos laterias brancos rosados e lobo terminal rosa forte.","MBML016388","MBML016388",NA,NA,NA,NA,NA,NA,NA,"310",NA,NA,NA,NA,NA,NA,NA
"72","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","16389",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","C. N. Fraga",NA,NA,NA,"C. N. de Fraga","1995","03","18","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha","-40.422222","-20.605278","40W25'20","20S36'19","Formação de restinga floresta arenosa litorânea. Epífito, flores com sépalas e pétalas verde-acastanhado com máculas vinosas, labelo com lobos laterias brancos rosados e lobo terminal rosa forte.","MBML016389","MBML016389",NA,NA,NA,NA,NA,NA,NA,"126",NA,NA,NA,NA,NA,NA,NA
"73","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","16390",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","C. N. Fraga",NA,NA,NA,"C. N. de Fraga","1995","05","01","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha","-40.422222","-20.605278","40W25'20","20S36'19","Formação de restinga floresta arenosa litorânea. Epífito, flores secas presas a frutos imaturos.","MBML016390","MBML016390",NA,NA,NA,NA,NA,NA,NA,"164",NA,NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","16391",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","C. N. Fraga",NA,NA,NA,"C. N. de Fraga","1995","05","01","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha","-40.422222","-20.605278","40W25'20","20S36'19","Formação de restinga aberta de Ericaceae. Epífito, flores com sépalas e pétalas verde-acastanhado com máculas vinosas, labelo com lobos laterias brancos rosados e lobo terminal rosa forte.","MBML016391","MBML016391",NA,NA,NA,NA,NA,NA,NA,"148",NA,NA,NA,NA,NA,NA,NA
"75","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","16392",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","C. N. Fraga",NA,NA,NA,"C. N. de Fraga","2000","04","10","Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas","-39.695278","-18.405556","39W41'43","18S24'20","Formação de restinga aberta de Clusia. Epífito, flores com sépalas e pétalas verde-acastanhado com máculas vinosas, labelo com lobos laterias brancos rosados e lobo terminal rosa forte.","MBML016392","MBML016392",NA,NA,NA,NA,NA,NA,NA,"620",NA,NA,NA,NA,NA,NA,NA
"76","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","16393",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","C. N. Fraga",NA,NA,NA,"C. N. de Fraga","2000","01","22","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga","-39.693056","-19.287778","39W41'35","19S17'16","Formação de restinga aberta de Clusia. Epífito, flores com sépalas e pétalas verde-acastanhado com máculas vinosas, labelo com lobos laterias brancos rosados e lobo terminal rosa forte.","MBML016393","MBML016393",NA,NA,NA,NA,NA,NA,NA,"568",NA,NA,NA,NA,NA,NA,NA
"77","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","18900",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","A.P.Fontana/28-04-2001",NA,NA,NA,"A. P. Fontana; et al","2001","04","28","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556","40W40'53","19S48'20","Rupícola/ Epífita, flores com sép. E pét. Verdes amareladas, labelo trilobado, lóbulos laterais brancos e mediano lilás.","MBML018900","MBML018900_1 MBML018900_2",NA,NA,NA,NA,NA,NA,NA,"120",NA,NA,NA,NA,NA,NA,NA
"78","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","30055",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lind.","R.R. Vervloet, 25/04/2007","2007","04","25","V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","2007","04","25","Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Graci","-40.416389","-19.248889","40W24'59","19S14'56","Epífita 6m botões florais, tépalas castanho, labelo lilás. Borda de mata.","MBML030055","MBML030055",NA,NA,NA,NA,NA,NA,NA,"3787",NA,NA,"300","300",NA,NA,NA
"79","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","30651",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","R.R.Vervloet 17/07/2007","2007","07","17","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2007","07","17","Brasil","Espírito Santo","Santa Leopoldina","Fazenda Caioaba.","-40.470556","-20.059167","40W28'14","20S3'33","Epífita, bulbos de 50cm, a 1m do solo. Flores já secas, agarradas na planta.","MBML030651","MBML030651",NA,NA,NA,NA,NA,NA,NA,"2887",NA,NA,"150","150",NA,NA,NA
"80","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","35483",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","A. P. Fontana","2007","03","31","A. P. Fontana; C. Esgario, L. Kollmann, R. L. Kollmann, B. Schineider & França.","2007","03","31","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga, Degredo, Parque das orquídeas.","-39.693056","-19.287778","39W41'35","19S17'16","Saxícola, no sol. Flores com pétalas e sépalas verdes-rosadas, labelo branco com ápice lilás com máculas lilás.","MBML035483","MBML035483",NA,NA,NA,NA,NA,NA,NA,"3122",NA,NA,"7","7",NA,NA,NA
"81","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","4693",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"H. Q. Boudet Fernandes","1988","05","16","Brasil","Espírito Santo","Santa Teresa","Museu de Biologia Mello Leitão, Parque","-40.6","-19.936111","40W36'0","19S56'10","Informações transcritas do banco de dados, material não localizado no inventário de 2010","MBML004693","MBML004693_1 MBML004693_2",NA,NA,NA,NA,NA,NA,NA,"2487",NA,NA,NA,NA,NA,NA,NA
"82","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","5984",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","C. Van der Berg/13-05-1996",NA,NA,NA,"H. Q. Boudet Fernandes; et al","1990","05","28","Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444","40W22'37","19S53'22","Terrestre, sépalas e pétalas verde-oliva-amareladas com máculas vinho. Labelo branco com lobo terminal rosado. Unicata.","MBML005984","MBML005984",NA,NA,NA,NA,NA,NA,NA,"2974",NA,NA,NA,NA,NA,NA,NA
"83","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","6229",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","L. Kollmann/16-05-1991",NA,NA,NA,"L. Kollmann; E.Valpassos","1991","05","15","Brasil","Espírito Santo","Vitória","Parque Estadual Fonte Grande","-40.338333","-20.307222","40W20'18","20S18'26","Planta caida no chão, sépalas e pétalas amarelas com pontuação vinácea, labelo mediano branco. Apical roxo.","MBML006229","MBML006229",NA,NA,NA,NA,NA,NA,NA,"91",NA,NA,NA,NA,NA,NA,NA
"84","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","38435",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","D. R. Couto - 4/5/04","2004","05","04","D.R. Couto","2004","05","04","Brasil","Espírito Santo","Alegre","São João do Norte","-41.5331001281738","-20.763599395752",NA,NA,"Holoepífita característica. Vegetando próximo ao curso d'água. Rio Norte braço direito (Ilhas).","MBML038435","MBML038435",NA,NA,NA,NA,"26101","auto",NA,"120",NA,NA,"200","200",NA,NA,NA
"85","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","40411",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","D.R. Couto","2008","07","24","D.R. Couto; A.P.Fontana; V. Manhães; L.J.C.Kollmann; V.R.Leite","2008","07","24","Brasil","Espírito Santo","Alegre","São João do Norte, PCH Santa Fé, Vazão reduzida, mata do Elivelton, próximo as parcelas 13 e 14","-41.5331001281738","-20.763599395752",NA,NA,"Erva epífita sob Ramisia brasiliensis; frutos verdes ; mata Sr. Elivelton; Área de vazão reduzida.","MBML040411","MBML040411",NA,NA,NA,NA,"26101","auto",NA,"711",NA,NA,NA,NA,NA,NA,NA
"86","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","50113",NA,"Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"R.X. Bolsanello","2016","01",NA,"Brasil","Espírito Santo","Guarapari","Jabuticaba","-40.5110015869141","-20.6580009460449",NA,NA,"Variedade - coerulea","MBML050113","MBML050113",NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2014-11-06 16:18:19-02","UFPB","EAN","4012","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl","L. P. Felix & G. V. Dornelas","1988","01","04","L. P. Felix ; G. V. Dornelas","1988","01","04","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Herbácea; flores acastanholada..Habitat: Epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,"933",NA,NA,NA,NA,NA,NA,NA
"88","2014-11-06 16:18:19-02","UFPB","EAN","6106","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl","L. P. Felix","1991","04","09",NA,"1990","11","18","Brasil","Bahia","Buerarema",NA,"-39.2997","-14.9594",NA,NA,"Erva; flores vermelhas-marrom punctatas de castanho. Frequentes no sombreamento da lavoura..Habitat: Epífita",NA,NA,NA,NA,NA,NA,"14251","auto",NA,"3325",NA,NA,NA,NA,NA,NA,NA
"89","2021-02-09 10:13:42-03","UENF","HUENF","3092","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Nascimento, M.T.; Pessanha, A.S.","2008","05","10","Brasil","Rio de Janeiro","Campos dos Goytacazes","Morro do Itaoca","-41.448056","-21.797222","41º26'53''W","21º47'50''S","Epífita em ambiente de Mata Atlântica. Por vezes, aparece como rupícola em rochas do interior ou próximas à mata","HUENF00003094",NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,"201","201",NA,NA,NA
"90","2021-02-09 10:13:42-03","UENF","HUENF","3091","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Nascimento, M.T.; Pessanha, A.S.","2008","05","10","Brasil","Rio de Janeiro","Campos dos Goytacazes","Morro do Itaoca","-41.448056","-21.797222","41º26'53''W","21º47'50''S","Epífita em ambiente de Mata Atlântica. Por vezes, aparece como rupícola em rochas do interior ou próximas à mata","HUENF00003093",NA,NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,"201","201",NA,NA,NA
"91","2021-02-25 10:11:24-03","CVRD","CVRD","4936","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","J. T. Atwood","1995","06","30","Folli, D.A.","1994","05","18","BRASIL","ES","Linhares","Erva epífita.","-40.0722007751465","-19.3910999298096",NA,NA,"<ll>dwc_commonname:</ll> Orquídea caneluda","CVRD004936",NA,"Magnoliophyta","Asparagales",NA,"Liliopsida","48094","auto",NA,"2308","América do Sul",NA,NA,NA,NA,NA,NA
"92","2021-02-25 10:11:24-03","CVRD","CVRD","4417","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","J. T. Atwood","1995","06","30","Folli, D.A.","1993","05","10","BRASIL","ES","Linhares","Erva epífita, próximo ao auditório.","-40.0722007751465","-19.3910999298096",NA,NA,"<ll>dwc_commonname:</ll> Orquídea caneluda","CVRD004417","CVRD004417","Magnoliophyta","Asparagales",NA,"Liliopsida","48094","auto",NA,"1881","América do Sul",NA,NA,NA,NA,NA,NA
"93","2021-02-25 10:11:24-03","CVRD","CVRD","4557","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","J. T. Atwood","1995","06","30","Folli, D.A.","1993","08","31","BRASIL","ES","Linhares","Erva epífita, próximo ao marco de ferro.","-40.0722007751465","-19.3910999298096",NA,NA,"<ll>dwc_commonname:</ll> Orquídea caneluda","CVRD004557","CVRD004557","Magnoliophyta","Asparagales",NA,"Liliopsida","48094","auto",NA,"1969","América do Sul",NA,NA,NA,NA,NA,NA
"94","2019-07-09 12:43:17-03","F","FMNH-SEEDPLANTS","V0435858F","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata",NA,"RRC ID Flag",NA,NA,NA,"T. Plowman et al.","1983","2","18","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"V0435858F","V0435858F_01 V0435858F_02","Spermatophyta",NA,NA,"Monocotyledoneae",NA,NA,NA,"12836","South America",NA,NA,NA,"12836",NA,NA
"95","2015-02-26 09:30:03-03","NHMLondon","NHM-LONDON-BOT","BM000923792","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Anon.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3312",NA,NA,NA,NA,NA,"Type","NHMUK:ecatalogue:2475800"
"96","2019-11-01 15:15:16-03","UnB","UB","2840","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata caerulea","L.C. Menezes","Menezes, LC",NA,NA,NA,"Menezes, LC",NA,NA,NA,"Brasil","Espírito Santo","Vitória",NA,"-40.3377990722656","-20.3194007873535",NA,NA,".","UB0040133","UB0040133","Monocotyledonae",NA,NA,NA,"15291","auto","caerulea","36","Southern America",NA,"200","200",NA,"holotype",NA
"97","2019-11-01 15:15:16-03","UnB","UB","2840","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata caerulea","L.C. Menezes","Menezes, LC",NA,NA,NA,"Menezes, LC",NA,NA,NA,"Brasil","Espírito Santo","Vitória",NA,"-40.3377990722656","-20.3194007873535",NA,NA,".","UB0040133","UB0040133","Monocotyledonae",NA,NA,NA,"15291","auto","caerulea","36","Southern America",NA,"200","200",NA,"holotype",NA
"98","2021-03-04 15:42:04-03","IF","SPSF","38412","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","(Lindl.)","T.B.Breier","2003","02","01","T.B.Breier & A.C.B.Breier","2002","12","11","Brasil","SP","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"GEOGRAFIA: Parcelas permanentes.;",NA,NA,"Magnoliophyta","Orchidales",NA,"Liliopsida","37574","auto",NA,"783","América do Sul",NA,NA,NA,NA,NA,NA
"99","2014-10-09 13:58:27-03","UHH","HBG","500258","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","R. Lange",NA,NA,NA,"Lange, R.",NA,NA,NA,"Brazil",NA,NA,"Paraná, Rio Imbuguarsú (c. 10 m d. M.), in tr. arb.",NA,NA,NA,NA,NA,"HBG500258",NA,NA,NA,NA,NA,NA,NA,NA,"8039","South America",NA,NA,NA,NA,NA,NA
"100","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","elatior","Cattleya elatior","Lindl.",NA,NA,NA,NA,"Sander",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,NA,NA,NA
"101","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","elatior","Cattleya elatior","Lindl.",NA,NA,NA,NA,"Sander",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,NA,NA,NA
"102","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Wawra, H",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA
"103","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Wawra, H",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA
"104","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Maly, FP",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"508?","Southern America",NA,NA,NA,NA,NA,NA
"105","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Urville, JSCD d'",NA,NA,NA,"Brazil","Santa Catarina",NA,"in prov. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA
"106","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Gardner, G",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes supra arbores",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5867","Southern America",NA,NA,NA,NA,NA,NA
"107","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Gardner, G",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes supra arbores",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5867?","Southern America",NA,NA,NA,NA,NA,NA
"108","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Gardner, G",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5167","Southern America",NA,NA,NA,NA,NA,NA
"109","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Maly, FP",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"508","Southern America",NA,NA,NA,NA,NA,NA
