"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","459731","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","B. Coe-Teixeira","G. G. Hatschbach","1961","12","28","Brazil","Paraná","Paranaguá","Rio Guaraguacu","-48.5092","-25.5203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459731","NY00459731_01",NA,NA,NA,"8746",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00894287","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","A. J. G. H. Kostermans","Y. E. J. Mexia","1930","09","27","Brazil","Minas Gerais","Viçosa","Agricultural College lands; hill northwest of main buildings","-42.868031","-20.7613428",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983599' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894287","NY00894287_01",NA,NA,NA,"4512a",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","459717","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","I. de Vattimo","A. P. Duarte","1962","01","09","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Vista Chineza","-43.249313","-22.973268",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470504' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459717","NY00459717_01",NA,NA,NA,"6245",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","459732","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","G. G. Hatschbach","G. G. Hatschbach","1972","09","08","Brazil","Paraná","Guaratuba","Rio Imbira","-48.5744","-25.8831",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470511' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459732","NY00459732_01",NA,NA,NA,"30284",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","459735","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez",NA,"A. F. M. Glaziou","1887","10","24","Brazil","Rio de Janeiro","Nova Friburgo",NA,"-42.5308","-22.2819",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459735","NY00459735_01",NA,NA,NA,"17193",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02423562","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez",NA,"C. T. Blum","2011","05","14","Brazil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5553","-25.5897",NA,NA,"20",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2669048' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423562","NY02423562_01",NA,NA,NA,"676",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","776840","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","H. H. van der Werff","J. G. Jardim","2001","04","19","Brazil","Bahia",NA,"Jaborandi: Rod. para Correntina ca. 15 km da sede do municipio","-44.5386","-13.545",NA,NA,"660","660","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00776840","NY00776840_01",NA,NA,NA,"3712",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","459723","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","I. de Vattimo","R. M. Klein","1967","12","31","Brazil","Santa Catarina","Botuverá","Aguas Negras, Botuvorá","-49.0744","-27.1994",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459723","NY00459723_01",NA,NA,NA,"7699",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","459720","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","B. Coe-Teixeira","M. Kuhlmann","1951","12","12","Brazil","São Paulo","Santa Isabel","Igaratá. Sitio do snr. Joao Barbosa Machado","-46.22","-23.31",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470498' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459720","NY00459720_01",NA,NA,NA,"2760",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00894289","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","A. J. G. H. Kostermans","Y. E. J. Mexia","1930","10","10","Brazil","Minas Gerais","Viçosa","Agricultural College lands; hill northwest of main buildings","-42.868031","-20.7613428",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983614' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894289","NY00894289_01",NA,NA,NA,"5163",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00894288","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","A. J. G. H. Kostermans","Y. E. J. Mexia","1930","09","27","Brazil","Minas Gerais","Viçosa","Agricultural College lands; hill northwest of main buildings","-42.868031","-20.7613428",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983609' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894288","NY00894288_01",NA,NA,NA,"5112",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","459733","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","G. G. Hatschbach","G. G. Hatschbach","1979","01","24","Brazil","Paraná","Morretes","Rio Bromado","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470512' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459733","NY00459733_01",NA,NA,NA,"41945",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","459722","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","I. de Vattimo","R. M. Klein","1957","02","26","Brazil","Santa Catarina","Presidente Nereu","Sabiá, Presidente Nereu","-49.3903","-27.2772",NA,NA,"650","650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470506' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459722","NY00459722_01",NA,NA,NA,"2250",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00459728","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","H. H. van der Werff","R. M. Harley","1988","10","31","Brazil","Minas Gerais","Diamantina","Estrada para Mendanha a 15km de Diamantina","-43.5","-18.12",NA,NA,"1200","1225","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470494' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459728","NY00459728_01",NA,NA,NA,"25469",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","822882","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","G. G. Hatschbach","G. G. Hatschbach","1967","01","02","Brazil","Paraná",NA,"Restinga behind Pontal do Sul.","-48.450437","-25.5593",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929294' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822882","NY00822882_01",NA,NA,NA,"15604",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","459739","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","A. J. G. H. Kostermans","A. F. M. Glaziou","1880","02","02","Brazil","Rio de Janeiro","Petrópolis",NA,"-43.22","-22.88",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470491' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459739","NY00459739_01",NA,NA,NA,"12118",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","459721","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","K. Kubitzki","R. M. Klein","1955","01","13","Brazil","Santa Catarina","Luis Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470513' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459721","NY00459721_01",NA,NA,NA,"1076",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","459715","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","I. de Vattimo","A. P. Duarte","1960","07","26","Brazil","Paraná","Guaratuba","Rio da Praia (Divisa)","-48.5744","-25.8831",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470502' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459715","NY00459715_01",NA,NA,NA,"5349",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","459724","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","K. Kubitzki","F. C. Hoehne","1931","11","25","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459724","NY00459724_01",NA,NA,NA,"28531",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","459716","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","I. de Vattimo","A. P. Duarte","1962","01","11","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Vista Chineza","-43.249313","-22.973268",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459716","NY00459716_01",NA,NA,NA,"6219",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","459737","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","A. J. G. H. Kostermans","A. F. M. Glaziou","1880","02","02","Brazil","Rio de Janeiro",NA,"Fazenda Ingleza",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470490' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459737","NY00459737_01",NA,NA,NA,"s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","459726","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","O. Handro","O. Handro","1934","12","10","Brazil","São Paulo","Sao Paulo","Jabaquara","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470493' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459726","NY00459726_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","459714","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","I. de Vattimo","A. P. Duarte","1960","07","26","Brazil","Paraná","Guaratuba","Ribeirao de Divisa","-48.5744","-25.8831",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470508' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459714","NY00459714_01",NA,NA,NA,"5273",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","459713","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","I. de Vattimo","Pessoal do Horto Florestal","1927","10","23","Brazil","Rio de Janeiro",NA,"Vila Itaguaí",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470505' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459713","NY00459713_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","459729","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","H. H. van der Werff","J. G. Jardim","1999","01","16","Brazil","Bahia","Jussari","Rod. Jussari-Palmira, entrada ca. 7.5km. Faz. Teimoso, 1.5km E da entrada. Reserva o Patrimoni Natural (RPPN), Serra do Teimoso","-39.58","-15.17",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470495' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459729",NA,NA,NA,NA,"1945",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-01-12 12:20:00-02","NY","NYBG","459727","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula",NA,NA,"D. Philcox","1973","06","26","Trinidad and Tobago",NA,NA,"2 miles on road from Eastern Main road to Guanapo Heights",NA,NA,NA,NA,"167.6","167.6","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470519' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459727","NY00459727_01",NA,NA,NA,"7297",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","459725","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","K. Kubitzki","F. C. Hoehne","1931","11","25","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470517' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459725","NY00459725_01",NA,NA,NA,"28531",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1039658","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","M. L. Brotto","M. L. Brotto","2009","03","19","Brazil","Paraná","Paranaguá","Floresta Estadual do Palmito.","-48.5558","-25.5903",NA,NA,"17",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1488707' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039658","NY01039658_01",NA,NA,NA,"320",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","459730","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","H. H. van der Werff","A. M. Amorim","1998","04","09","Brazil","Bahia","Jussari","Rod. Jussar-Palmira. Entrada ca. 7.5km de Jussari, Faz. Teimoso. RPPN. Serra do Teimoso","-39.5286","-15.1581",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470496' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459730",NA,NA,NA,NA,"2347",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","459740","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","A. J. G. H. Kostermans","A. F. M. Glaziou","1874","05","07","Brazil","Rio de Janeiro","Itaboraí","Villa Nova, in Porto das Caixas","-42.8592","-22.7444",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459740","NY00459740_01",NA,NA,NA,"7809",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","459734","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","K. Kubitzki","G. G. Hatschbach","1968","10","22","Brazil","Paraná","Morretes","Rio Sagrada de Cima","-48.8342","-25.4769",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459734","NY00459734_01",NA,NA,NA,"20083",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","459718","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","I. de Vattimo","A. P. Duarte","1926","11","23","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Mata do Horto Florestal","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470500' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459718","NY00459718_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","459736","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez",NA,"A. F. M. Glaziou","1887","10","24","Brazil","Rio de Janeiro","Nova Friburgo",NA,"-42.5308","-22.2819",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470515' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459736","NY00459736_01",NA,NA,NA,"17193",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1183864","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez",NA,"S. de V. A. Pessôa","2006","09","27","Brazil","Rio de Janeiro","Silva Jardim","Fazenda Santa Helena, fragmento próximo a BR-101. FSH 960","-42.3478","-22.5258",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1457553' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183864","NY01183864_01",NA,NA,NA,"1129",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
