"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","fieldNumber","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","class","relatedCatalogItem"
"11","2015-10-18 11:40:14-02","MNHN","RECOLNAT_MNHN_P","P00170024","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Glaziou, A.",NA,"1868","4","6",NA,"Brésil",NA,NA,"Fortaleza de Santa Anna, Rio Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00170024' target='other'> <mi>dwc_moreinfo</mi></a>","P00170024","P00170024_01","Viveros",NA,NA,NA,NA,"2369",NA,NA,NA,NA,NA,NA,NA,NA
"12","2015-09-03 17:13:52-03","MNHN","RECOLNAT_MNHN_P","P00170025","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Glaziou, A.",NA,"1868","4","6",NA,"Brésil",NA,NA,"Fortaleza de Santa Anna, Rio Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00170025' target='other'> <mi>dwc_moreinfo</mi></a>","P00170025","P00170025_01","Viveros",NA,NA,NA,NA,"2369",NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-09-03 17:28:50-03","MNHN","RECOLNAT_MNHN_P","P01381109","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Hassler, E.",NA,"1907","1","1",NA,"Paraguay",NA,NA,"In altaplanitie et declivibus Sierra de Amambay",NA,NA,"hb","21 juillet 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01381109' target='other'> <mi>dwc_moreinfo</mi></a>","P01381109","P01381109_01","Viveros",NA,NA,NA,NA,"10279",NA,NA,NA,NA,NA,NA,NA,NA
"14","2015-09-03 17:14:30-03","MNHN","RECOLNAT_MNHN_P","P01403061","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Balansa, B.",NA,"1881","1","1",NA,"Paraguay",NA,NA,"Guarapi",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01403061' target='other'> <mi>dwc_moreinfo</mi></a>","P01403061",NA,"Viveros",NA,NA,NA,NA,"2916",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-04-16 12:55:40-03","MNHN","RECOLNAT_MNHN_P","P01477261","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Rojas, T.",NA,"1907","3",NA,NA,"Paraguay",NA,NA,"Itinera in Paraguaria septentrionali : In altiplanitie et declivibus Sierra de Amambay",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01477261' target='other'> <mi>dwc_moreinfo</mi></a>","P01477261","P01477261_01","Viveros",NA,NA,NA,NA,"10279",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-04-16 13:25:06-03","MNHN","RECOLNAT_MNHN_P","P01477269","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Balansa, B.",NA,"1881","1","1",NA,"Paraguay",NA,NA,"Guarapi",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01477269' target='other'> <mi>dwc_moreinfo</mi></a>","P01477269","P01477269_01","Viveros",NA,NA,NA,NA,"2916",NA,NA,NA,NA,NA,NA,NA,NA
"17","2015-11-03 15:22:08-02","MNHN","RECOLNAT_MNHN_P","P01573296","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Glaziou, A.",NA,"1868","4","6",NA,"Brésil",NA,NA,"Fortaleza de Santa Anna, Rio Janeiro",NA,NA,"hb","part 2sur 2 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01573296' target='other'> <mi>dwc_moreinfo</mi></a>","P01573296","P01573296_01 P01573296_02","Viveros",NA,NA,NA,NA,"2369",NA,NA,NA,NA,NA,NA,NA,NA
"18","2015-09-03 18:28:21-03","MNHN","RECOLNAT_MNHN_P","P01573297","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Glaziou, A.",NA,"1868","4","6",NA,"Brésil",NA,NA,"Fortaleza de Santa Anna, Rio Janeiro",NA,NA,"hb","part 1sur 2 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01573297' target='other'> <mi>dwc_moreinfo</mi></a>","P01573297","P01573297_01 P01573297_02","Viveros",NA,NA,NA,NA,"2369",NA,NA,NA,NA,NA,NA,NA,NA
"19","2015-10-19 05:48:28-02","MNHN","RECOLNAT_MNHN_P","P02141711","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Glaziou, A.",NA,"1868","4","6",NA,"Brésil",NA,NA,"Fortaleza de Santa Anna, Rio Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02141711' target='other'> <mi>dwc_moreinfo</mi></a>","P02141711","P02141711_01","Viveros",NA,NA,NA,NA,"2369",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-29 14:53:17-03","UFPR","UPCB","2942","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Braga, R.","97","1959","11","06",NA,"Brasil","Paraná","Serra Dourada",NA,NA,NA,NA,"Interior da mata..","UPCB0003835","UPCB0003835","Salino, A.","1998","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-29 14:53:17-03","UFPR","UPCB","60627","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Pereira, J.B.S.","343","2008","10","03",NA,"Brasil","Paraná","Fênix","Parque Estadual de Vila Rica do Espírito Santo.","-51.95","-23.916667",NA,"Terrícola, beira de trilha..","UPCB0003833","UPCB0003833 UPCB0003833_1","Pereira, J.B.S. & Falleiros, R.","2016","01",NA,NA,NA,"01","-51.95","-23.916667",NA,NA,NA,NA,NA
"22","2020-09-29 14:53:17-03","UFPR","UPCB","70830","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Labiak, P.H.","4905","2008","07","23",NA,"Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,NA,"Terrestre, no interior da mata..","UPCB0003834","UPCB0003834","Pereira, J.B.S.","2010","02",NA,NA,NA,"17","9999","9999","180","180",NA,NA,NA
"23","2008-05-27 22:02:00-03","MO","MOBOT","1307990","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","Alston","Elsa M. Zardini|Isabelino Chaparro","Zardini 49363","1998","10","30","South America","Paraguay","Canindeyú",NA,"Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni. Around Jejui Mi. Tall forest.","-55.52805","-24.13361",NA,NA,NA,NA,"A. Smith (UC)",NA,NA,NA,NA,"1158",NA,NA,NA,"100.00000000",NA,"4",NA,NA
"24","2009-09-03 09:23:00-03","MO","MOBOT","2491380","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","Alston","M. Peña-Chocarro","Peña-Chocarro 243",NA,NA,NA,"South America","Paraguay","Canindeyú",NA,"Jejui Mi, Rumbo Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-26 13:53:56-03","IMA","MAC","9065","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","M.N.Rodrigues; C.S.S.Barros","1146","1996","07","12",NA,"Brasil","Alagoas","Chã Preta","Reserva Biológica Particular da Fazenda Vera Cruz.","-36.2961006164551","-9.25527954101562",NA,"Erva ca. 1 m de altura. Soros marrons.","MAC0009065",NA,"M.Pietrobom","2003","05","13328","auto",NA,"16",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 11:56:51-03","UFPE","UFP","33625","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Pietrobom, MRS; Santiago, ACP","5007","2001","02","12",NA,"Brasil","Alagoas","São José da Laje",NA,"-36.123306","-8.990917",NA,"Região com formações de colinas, declividades acentuadas e baixios ou vales em V, com fragmentos de vegetação nativa subperenifólia, remanescentes da Floresta Atlântica. terrícola em barranco junto do curso de regato, interior da mat","UFP033625",NA,"Salino, A","2002","09",NA,NA,NA,NA,"-36.123306","-8.990917","380","415",NA,NA,NA
"27","2021-03-01 11:56:51-03","UFPE","UFP","33678","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Pietrobom, MRS","5333","2001","06","02",NA,"Brasil","Alagoas","São José da Laje",NA,"-36.123306","-8.990917",NA,"Região com formações de colinas com declividades acentuadas e baixios ou vales em V, com fragmentos de vegetação nativa subperenifólia, remanescentes da Floresta atlântica. Terrícola, berranco na margem da trilha, interior da mata.;","UFP033678",NA,"Salino, A","2002","09",NA,NA,NA,NA,"-36.123306","-8.990917","380","471",NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","2361889","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","R. Braga & R. Lange","97",NA,NA,NA,"South America","Brazil","Paraná",NA,"Cruzeiro do Oeste Pr.",NA,NA,NA,NA,"US01548245","US01548245_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte",NA
"29","2020-09-12 05:00:02-03","US","US","2361899","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","R. Braga & -- Lange","97",NA,NA,NA,"South America","Brazil","Paraná",NA,"Cruzeiro do Oeste",NA,NA,NA,NA,"US01548244","US01548244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte",NA
"30","2020-09-12 05:00:02-03","US","US","154735","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","A. Schott","s. n.","1884","12",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01548243","US01548243_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte",NA
"31","2020-07-23 12:05:01-03","CEPLAC","CEPEC","129503","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis",NA,"P. H. Labiak","4905","2008","07","23",NA,"Brasil","Espírito Santo","cariacica","Reserva Biológica Duas Bocas. Trilha da Jaqueira.","-40.525278","-20.267778",NA,NA,NA,NA,"R. S. Viveros",NA,NA,NA,NA,NA,NA,"40W31'31","20S16'4",NA,NA,NA,NA,"30/12/2014"
"32","2021-01-12 15:23:55-03","UFMG","BHCB-SL","73987","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Pietrobom, MR; Santiago, ACP; Lopes, MA","5164","2001","04","29","América","Brasil","Alagoas","São José da Laje","Usina Serra Grande, Mata Maria Maior, grota do Gereba.","-36.12325","-8.990917",NA,"Terrícola, em barranco na encosta, interior da mata.",NA,NA,"Salino, A","2002","08",NA,NA,NA,NA,"-36.12325","-8.990917","380","472",NA,NA,NA
"33","2021-01-12 15:23:55-03","UFMG","BHCB-SL","73976","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Pietrobom, MR; Santiago, ACP","5007","2001","02","12","América","Brasil","Alagoas","São José da Laje",NA,"-36.123306","-8.990917",NA,"Terrícola em barranco junto do curso de regato, interior da mata.",NA,NA,"Salino, A","2002","08",NA,NA,NA,NA,"-36.123306","-8.990917","380","415",NA,NA,NA
"34","2021-01-12 15:23:55-03","UFMG","BHCB-SL","73986","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Pietrobom, MR","5333","2001","06","02","América","Brasil","Alagoas","São José da Laje","Usina Serra Grande, Mata Maria Maior, Grota do Gereba.","-36.123306","-8.990917",NA,"Terrícola, barranco na margem da trilha, interior da mata.",NA,NA,"Salino, A","2002","08",NA,NA,NA,NA,"-36.123306","-8.990917","380","471",NA,NA,NA
"35","2021-01-12 15:23:55-03","UFMG","BHCB-SL","141364","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Salino, A; Almeida, TE; Heringer, G; Souza, FF; Ramalho, AJ","14873","2010","06","11","América","Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas; Represa Velha, Floresta Ombrófila Densa. Área alterada com jaqueiras.","-40.497417","-20.258639",NA,"Prensado em álcool; Caule ereto; Terrestre, interior de floresta","BHCB000729","BHCB000729","Salino, A","2010","06",NA,NA,NA,"11","-40.497417","-20.258639","170","185",NA,NA,NA
"36","2019-11-07 11:16:07-03","UFMG","BHCB-SL","51064","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Salino, A; et al.","5130","2000","03","24","América","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,"Terrestre no interior de floresta estacional semidecidual.",NA,NA,"Salino, A","2000","03","49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-07 11:16:07-03","UFMG","BHCB-SL","33167","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Salino, A","2853","1996","12","06","América","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Campolina.","-42.7322006225586","-19.7122001647949",NA,"Terrestre, interior da floresta.",NA,NA,"Salino, A","1998","09","28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-07 11:16:07-03","UFMG","BHCB-SL","60457","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Stehmann, JR; Sposito, TCS; Mota, RC; Barros, A","2972","2001","05","29","América","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Parque Estadual do Rio Doce, estrada da Ponte Queimada, em frente à Campolina","-42.7322006225586","-19.7122001647949",NA,"Terrestre, no subosque da mata.",NA,NA,"Salino, A",NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-07 11:16:07-03","UFMG","BHCB-SL","33162","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Salino, A","2847","1996","12","05","América","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, trilha do Vinhático.","-42.7322006225586","-19.7122001647949",NA,"Terrestre, no interior de floresta.",NA,NA,"Salino, A","1998","09","28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-07 11:16:07-03","UFMG","BHCB-SL","31800","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Salino, A","2664","1996","03","29","América","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Trilha do vinhático.","-42.7322006225586","-19.7122001647949",NA,"Terrestre no interior da floresta.",NA,NA,"Salino, A","1998","09","28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-07 11:16:07-03","UFMG","BHCB-SL","33045","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Salino, A","2821","1996","10","31","América","Brasil","Minas Gerais","Matozinhos","Fazenda Cavaia","-44.0814018249512","-19.5578002929688",NA,"Terrestre no meio de afloramento de calcário, no interior de floresta smidecídua.",NA,NA,"Salino, A","1998","09","20503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-07 11:16:07-03","UFMG","BHCB-SL","60861","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","eriocaulis","Ctenitis eriocaulis","(Fée) Alston","Colli, AT","s.n.","1999","08","20","América","Brasil","São Paulo","Porto Ferreira",NA,"-47.4700012207031","-21.8500003814697",NA,NA,NA,NA,"Salino, A","2001","08","13859","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
