"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"870","2015-09-04 03:02:54-03","MNHN","RECOLNAT_MNHN_P","P03449893","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Maguire, B.|Silva, N.T.|Pires, J.M.|Maguire, C.K.",NA,"1963","8",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449893' target='other'> <mi>dwc_moreinfo</mi></a>","P03449893","P03449893_01","12",NA,"100 km south of Guara, Goias, along Belem-Brasilia Highway.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56117",NA,NA,NA
"871","2015-09-04 03:02:54-03","MNHN","RECOLNAT_MNHN_P","P03449894","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Black, G.A.",NA,"1949","7",NA,"Brasil","Pará","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449894' target='other'> <mi>dwc_moreinfo</mi></a>","P03449894","P03449894_01","4",NA,"Jamundá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49 7960",NA,NA,NA
"872","2015-09-04 03:02:54-03","MNHN","RECOLNAT_MNHN_P","P03449895","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Balansa, B.",NA,"1877","5",NA,"Paraguai",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449895' target='other'> <mi>dwc_moreinfo</mi></a>","P03449895","P03449895_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1387",NA,NA,NA
"873","2015-09-04 03:02:54-03","MNHN","RECOLNAT_MNHN_P","P03449896","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Hassler, E.",NA,NA,NA,NA,"Paraguai",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449896' target='other'> <mi>dwc_moreinfo</mi></a>","P03449896","P03449896_01",NA,NA,"In altoplanitie et decliviis, Sierra de Maracayú.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5380",NA,NA,NA
"874","2015-09-04 03:02:54-03","MNHN","RECOLNAT_MNHN_P","P03449899","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Hassler, E.",NA,NA,NA,NA,"Paraguai",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449899' target='other'> <mi>dwc_moreinfo</mi></a>","P03449899","P03449899_01",NA,NA,"Prope Concepcion.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7192",NA,NA,NA
"875","2015-09-04 03:02:54-03","MNHN","RECOLNAT_MNHN_P","P03449900","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Balansa, B.",NA,"1882","12",NA,"Paraguai",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449900' target='other'> <mi>dwc_moreinfo</mi></a>","P03449900","P03449900_01","8",NA,"Caacupé, sur les cullines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4401",NA,NA,NA
"876","2015-09-04 03:02:55-03","MNHN","RECOLNAT_MNHN_P","P03449901","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Cuatrecasas, J.",NA,"1938","10",NA,"Colômbia",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449901' target='other'> <mi>dwc_moreinfo</mi></a>","P03449901","P03449901_01","23",NA,"Rio Orinoco; Puerto Carreño.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4083",NA,NA,NA
"877","2015-09-04 03:02:55-03","MNHN","RECOLNAT_MNHN_P","P03449904","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Orbigny, A.D. d'",NA,NA,NA,NA,"Bolívia",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449904' target='other'> <mi>dwc_moreinfo</mi></a>","P03449904","P03449904_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"756",NA,NA,NA
"878","2015-09-04 03:02:55-03","MNHN","RECOLNAT_MNHN_P","P03449907","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Wurdack, J.J.|Monachino, J.V.",NA,"1955","12",NA,"Venezuela",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449907' target='other'> <mi>dwc_moreinfo</mi></a>","P03449907","P03449907_01","12",NA,"Estado Bolivar, Cerro San Borja.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39821",NA,NA,NA
"879","2015-09-04 03:02:55-03","MNHN","RECOLNAT_MNHN_P","P03449908","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Pittier, H.",NA,NA,NA,NA,"Venezuela",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449908' target='other'> <mi>dwc_moreinfo</mi></a>","P03449908","P03449908_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10867",NA,NA,NA
"880","2015-09-04 03:02:55-03","MNHN","RECOLNAT_MNHN_P","P03449909","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Wurdack, J.J.|Monachino, J.V.",NA,"1955","12",NA,"Bolívia",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449909' target='other'> <mi>dwc_moreinfo</mi></a>","P03449909","P03449909_01","16",NA,"1/3km east of Rio Orinoco between Cerro Gavilan (Cerro Carichana) and mouth of Rio Horeda.",NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39932",NA,NA,NA
"881","2015-09-04 03:02:55-03","MNHN","RECOLNAT_MNHN_P","P03449910","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Pittier",NA,"1923","12",NA,"Venezuela",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449910' target='other'> <mi>dwc_moreinfo</mi></a>","P03449910","P03449910_01","27",NA,"Between Ortiz and El Sombrero, Guárico .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11301",NA,NA,NA
"882","2015-09-04 03:02:55-03","MNHN","RECOLNAT_MNHN_P","P03449911","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Maas, P.J.M.|Westra, L.Y.T.|Eetgerink, E.|Snuverink, H.|Driehuis, W.|Leuwen, R.|Person, H.|Timerman, A.",NA,"1979","10",NA,"Guiana",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449911' target='other'> <mi>dwc_moreinfo</mi></a>","P03449911","P03449911_01","26",NA,"Rupununi Distr. foothills of NW Kanuku Mts., near Moco-Moco village.","-59.58333","3.33333","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3840",NA,NA,NA
"883","2015-09-04 03:02:55-03","MNHN","RECOLNAT_MNHN_P","P03449912","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Jansen-Jacobs, M.J.|Gopaul, D.|James, V.|Welle, B.J.",NA,"1991","1",NA,"Guiana",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449912' target='other'> <mi>dwc_moreinfo</mi></a>","P03449912","P03449912_01","14",NA,"Rupununi District. Dadanawa, Rupununi River. Along River.","-59.5","2.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2050",NA,NA,NA
"884","2015-09-04 03:02:55-03","MNHN","RECOLNAT_MNHN_P","P03449913","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Jansen-Jacobs, M.J.|Gopaul, D.|Welle, B.J.H.|James, V.",NA,"1991","1",NA,"Guiana",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449913' target='other'> <mi>dwc_moreinfo</mi></a>","P03449913","P03449913_01","25",NA,"Rupununi District. Eastern Kanuku Mountains, NE of Warimure.","-59.33333","3.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2239",NA,NA,NA
"885","2015-09-04 03:02:55-03","MNHN","RECOLNAT_MNHN_P","P03449914","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Jansen-Jacobs, M.J.|Welle, B.J.H.|Rijn, A.R.A.G.|Ek, R.C.",NA,"1987","11",NA,"Guiana",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449914' target='other'> <mi>dwc_moreinfo</mi></a>","P03449914","P03449914_01","30",NA,"Rupununi Savanna, Nappi Village.","-59.58333","3.41667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1353",NA,NA,NA
"886","2015-09-04 03:02:55-03","MNHN","RECOLNAT_MNHN_P","P03449916","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Smith, A.C.",NA,"1938","3",NA,"Guiana",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449916' target='other'> <mi>dwc_moreinfo</mi></a>","P03449916","P03449916_01","4",NA,"Western extremity of Kanuku Mountains in drainage of Takutu River.",NA,NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3336",NA,NA,NA
"887","2015-09-04 03:02:55-03","MNHN","RECOLNAT_MNHN_P","P03449917","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Schomburgk",NA,"1844","2",NA,"Guiana",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449917' target='other'> <mi>dwc_moreinfo</mi></a>","P03449917","P03449917_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"431",NA,NA,NA
"888","2015-09-04 03:02:55-03","MNHN","RECOLNAT_MNHN_P","P03449937","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Martius",NA,NA,NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449937' target='other'> <mi>dwc_moreinfo</mi></a>","P03449937","P03449937_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1153",NA,NA,NA
"889","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449939","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Mexia, Y.",NA,"1931","4",NA,"Brasil","Minas Gerais","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449939' target='other'> <mi>dwc_moreinfo</mi></a>","P03449939","P03449939_01","20",NA,"Corinto. Fazenda do Diamante; near first Corriga do Angico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5671",NA,NA,NA
"890","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449949","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Lépines, J.",NA,NA,NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449949' target='other'> <mi>dwc_moreinfo</mi></a>","P03449949","P03449949_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449950","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Krukoff, B.A.",NA,"1931","9",NA,"Brasil","Pará","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449950' target='other'> <mi>dwc_moreinfo</mi></a>","P03449950","P03449950_01","1",NA,"Cupary River, plateau between the Xingu and Tapajos Rivers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1076",NA,NA,NA
"892","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449952","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Jobert",NA,"1877","1",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449952' target='other'> <mi>dwc_moreinfo</mi></a>","P03449952","P03449952_01","1",NA,"Oeiras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1087",NA,NA,NA
"893","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449954","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Glaziou, A.",NA,"1895","6",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449954' target='other'> <mi>dwc_moreinfo</mi></a>","P03449954","P03449954_01","8",NA,"Goyaz, Fazenda do Palmital.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21018",NA,NA,NA
"894","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449955","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Glaziou, A.",NA,"1880","1",NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449955' target='other'> <mi>dwc_moreinfo</mi></a>","P03449955","P03449955_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2979",NA,NA,NA
"895","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449956","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449956' target='other'> <mi>dwc_moreinfo</mi></a>","P03449956","P03449956_01",NA,NA,"Minas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13736",NA,NA,NA
"896","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449957","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Glaziou, A.",NA,"1882","7",NA,"Brasil","Minas Gerais","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449957' target='other'> <mi>dwc_moreinfo</mi></a>","P03449957","P03449957_01","22",NA,"Caraça, au Campo de Fora.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12623",NA,NA,NA
"897","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449958","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Weddell, H.A.",NA,"1844","8",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449958' target='other'> <mi>dwc_moreinfo</mi></a>","P03449958","P03449958_01","1",NA,"Bords du Rio Tocantins.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449959","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Balansa, B.",NA,"1882","12",NA,"Paraguai",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449959' target='other'> <mi>dwc_moreinfo</mi></a>","P03449959","P03449959_01","8",NA,"Caacupé, sur les cullines incultes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4401",NA,NA,NA
"899","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449960","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Hassler, E.",NA,"1904","1",NA,"Paraguai",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449960' target='other'> <mi>dwc_moreinfo</mi></a>","P03449960","P03449960_01","1",NA,"In regione fluminis Tapiraguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5953",NA,NA,NA
"900","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449961","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Hassler, E.",NA,NA,NA,NA,"Paraguai",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449961' target='other'> <mi>dwc_moreinfo</mi></a>","P03449961","P03449961_01",NA,NA,"Iter ad Yerbales Montium Sierra de Maracayú. In regione fluminis Tapiraguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5953",NA,NA,NA
"901","2015-09-04 03:03:17-03","MNHN","RECOLNAT_MNHN_P","P03449963","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Hassler, E.",NA,"1900","12",NA,"Paraguai",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449963' target='other'> <mi>dwc_moreinfo</mi></a>","P03449963","P03449963_01","1",NA,"In regione cursus superioris fluminis Y- acá, ad marginem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6654",NA,NA,NA
"902","2015-09-04 03:03:17-03","MNHN","RECOLNAT_MNHN_P","P03449964","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Hassler, E.",NA,"1900","1",NA,"Paraguai",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449964' target='other'> <mi>dwc_moreinfo</mi></a>","P03449964","P03449964_01","1",NA,"In regione cursus superioris fluminis Y-acá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7050",NA,NA,NA
"903","2015-09-04 03:03:17-03","MNHN","RECOLNAT_MNHN_P","P03449967","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Warming",NA,NA,NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449967' target='other'> <mi>dwc_moreinfo</mi></a>","P03449967","P03449967_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","2015-10-03 22:18:35-03","MNHN","RECOLNAT_MNHN_P","P00798558","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata cuyabensis","(Bongard) Vaz",NA,"Hassler, E.",NA,NA,"11",NA,"Paraguay",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00798558' target='other'> <mi>dwc_moreinfo</mi></a>","P00798558","P00798558_01",NA,NA,"Iter ad Yerbales montium Sierra de Maracayú : In altoplanitie et decliviis 'Sierra de Maracayú' ad marginem silvae pr. Arroyo Macoy",NA,NA,NA,NA,"cuyabensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5380",NA,NA,NA
"905","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449943","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Allemão, F.",NA,"1859","5",NA,"Brasil","Ceará","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449943' target='other'> <mi>dwc_moreinfo</mi></a>","P03449943","P03449943_01","19","Pacatuba",NA,"-38.6203002929688","-3.98416996002197",NA,NA,NA,"16295","auto",NA,NA,NA,NA,NA,NA,NA,"481",NA,NA,NA
"906","2015-09-04 03:02:54-03","MNHN","RECOLNAT_MNHN_P","P03449888","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Riedel",NA,"1826","10",NA,"Brasil","Minas Gerais","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449888' target='other'> <mi>dwc_moreinfo</mi></a>","P03449888","P03449888_01","1","Rio Pardo de Minas",NA,"-42.5396995544434","-15.6097002029419",NA,NA,NA,"62891","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","2015-09-04 03:03:17-03","MNHN","RECOLNAT_MNHN_P","P03449966","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Spruce",NA,"1849","11",NA,"Brasil","Pará","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449966' target='other'> <mi>dwc_moreinfo</mi></a>","P03449966","P03449966_01","1","Santarém",NA,"-54.7083015441895","-2.44305992126465",NA,NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA,NA,"426",NA,NA,NA
"908","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449941","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Mosén, H.",NA,"1875","6",NA,"Brasil","São Paulo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449941' target='other'> <mi>dwc_moreinfo</mi></a>","P03449941","P03449941_01","1","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,"3867",NA,NA,NA
"909","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449951","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Krukoff, B.A.",NA,"1931","9",NA,"Brasil","Pará","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449951' target='other'> <mi>dwc_moreinfo</mi></a>","P03449951","P03449951_01","1","Aveiro","Fordlandia, Tapajós River region.","-55.3316993713379","-3.6055600643158",NA,NA,NA,"181858","auto",NA,NA,NA,NA,NA,NA,NA,"1037",NA,NA,NA
"910","2015-09-04 03:02:54-03","MNHN","RECOLNAT_MNHN_P","P03449891","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Silva, M.|Souza, R.",NA,"1969","9",NA,"Brasil","Pará","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449891' target='other'> <mi>dwc_moreinfo</mi></a>","P03449891","P03449891_01","4","Santarém","km 35 da estrada do Palhão, arredores do Acampamento do Igarapé Curupira.","-54.7083015441895","-2.44305992126465",NA,NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA,NA,"2498",NA,NA,NA
"911","2015-09-04 03:03:16-03","MNHN","RECOLNAT_MNHN_P","P03449940","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Krapovickas, A.",NA,"1968","6",NA,"Brasil","Mato Grosso do Sul","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449940' target='other'> <mi>dwc_moreinfo</mi></a>","P03449940","P03449940_01","7","Nova Andradina","Tres Casas (95km W de Pto. 15 de Novembro).","-53.3431015014648","-22.2332992553711",NA,NA,NA,"77831","auto",NA,NA,NA,NA,NA,NA,NA,"14404",NA,NA,NA
"912","2015-09-04 03:02:55-03","MNHN","RECOLNAT_MNHN_P","P03449915","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Smith, A.C.",NA,"1937","10",NA,"British guiana",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03449915' target='other'> <mi>dwc_moreinfo</mi></a>","P03449915","P03449915_01","9",NA,"Basin of Rupununi River: Karenambo.",NA,"3.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2220",NA,NA,NA
"913","2020-10-01 14:16:42-03","JBB","HEPH","26875","S","Plantae","Dicotyledon","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Ribeiro, TMA","Ramos, AE; Soares, ACA; Oliveira, MS","2110","2010","07","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"29","Planaltina","Núcleo Rural Fazenda Larga - FL29.","-47.5625","-15.4375","1000","1000",NA,NA,NA,"2010","07",NA,"-47.5625","-15.4375",NA,NA,NA,NA,NA,NA
"914","2020-10-01 14:16:42-03","JBB","HEPH","10060","S","Plantae","Dicotyledon","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Fonseca Vaz, AMS da","Lima, IV","398","1994","05","Southern America","Brasil","Tocantins",NA,NA,NA,NA,"25","Palmas","Fazenda do Sr. Lourival","-48.266667","-10",NA,NA,NA,NA,NA,"1994",NA,NA,"-48.266667","-10",NA,NA,NA,NA,NA,NA
"915","2020-10-01 14:16:42-03","JBB","HEPH","35506","S","Plantae","Dicotyledon","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Giorni, VT","Quaresma, AS","642","2017","08","Southern America","Brasil","Minas Gerais",NA,"BHCB189745",NA,NA,"14","Mariana",NA,"-43.396389","-19.009167","831","831",NA,NA,NA,"2017","08",NA,"-43.396389","-19.009167",NA,NA,NA,NA,NA,NA
"916","2020-10-01 14:16:42-03","JBB","HEPH","18062","S","Plantae","Dicotyledon","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Ramos, AE","Nóbrega, MGG","1654","2002","07","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"09","Uberlândia","Distrito Industrial de Uberlândia; Fazenda Colorado ao lado do Rio Uberabinha.","-48.333056","-18.876667",NA,NA,NA,NA,NA,"2002",NA,NA,"-48.333056","-18.876667",NA,NA,NA,NA,NA,NA
