"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"47","2020-12-21 16:30:42-03","MBM","MBM","1693","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Wattimo, I. de","Reitz, R.; Klein, R.M.; Klein, R.M.","1924",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM001693","MBM001693",NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA
"48","2020-12-21 16:30:42-03","MBM","MBM","1694","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Wattimo, I. de","Klein, R.","1659",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM001694","MBM001694",NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA
"49","2020-12-21 16:30:42-03","MBM","MBM","23293","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Wattimo, I. de","Klein, R.","1710",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM023293","MBM023293",NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA
"50","2020-12-21 16:30:42-03","MBM","MBM","358558","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.; et al.; et al.","417","2010","02","05","Southern America","Brazil","Santa Catarina","Joinville","Morro da Tromba","-48.8456001281738","-26.3043994903564","915","915",NA,"Árvore de 5m alt., frutos imaturos verdes. floresta Ombrófila Densa Altomontana","MBM358558","MBM358558",NA,"2010","02","05",NA,NA,NA,NA,"37150","auto",NA,NA
"51","2015-09-03 18:57:17-03","MNHN","RECOLNAT_MNHN_P","P00128397","PreservedSpecimen",NA,NA,NA,"Lauraceae","Aiouea","schwackeana","Aiouea schwackeana","Mez","Kostermans","Schwacke, C.A.W.",NA,"1892","11","15",NA,"Brésil",NA,NA,"Inter Ouro Preto et Pedra de Amolar",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128397' target='other'> <mi>dwc_moreinfo</mi></a>","P00128397","P00128397_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8836",NA
"52","2015-09-03 18:57:17-03","MNHN","RECOLNAT_MNHN_P","P00128398","PreservedSpecimen",NA,NA,NA,"Lauraceae","Aiouea","schwackeana","Aiouea schwackeana","Mez","Kostermans","Schwacke, C.A.W.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Inter Ouro Preto",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128398' target='other'> <mi>dwc_moreinfo</mi></a>","P00128398","P00128398_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10520",NA
"53","2015-09-03 18:57:18-03","MNHN","RECOLNAT_MNHN_P","P00128399","PreservedSpecimen",NA,NA,NA,"Lauraceae","Aiouea","schwackeana","Aiouea schwackeana","Mez","Kostermans","Schwacke, C.A.W.",NA,"1894","11",NA,NA,"Brésil",NA,NA,"Pedra de amolar",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128399' target='other'> <mi>dwc_moreinfo</mi></a>","P00128399","P00128399_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11141",NA
"54","2015-09-03 18:57:18-03","MNHN","RECOLNAT_MNHN_P","P00128400","PreservedSpecimen",NA,NA,NA,"Lauraceae","Aiouea","schwackeana","Aiouea schwackeana","Mez","Kostermans","Glaziou, A.|Schwacke, C.A.",NA,"1893","12","24",NA,"Brésil",NA,NA,"Minas Geraes: Pedra de amolar, près d'Ouro Preto",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128400' target='other'> <mi>dwc_moreinfo</mi></a>","P00128400","P00128400_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20441",NA
"55","2015-09-03 18:57:18-03","MNHN","RECOLNAT_MNHN_P","P00128401","PreservedSpecimen",NA,NA,NA,"Lauraceae","Aiouea","schwackeana","Aiouea schwackeana","Mez","Kostermans","Glaziou, A.|Schwacke, C.A.",NA,"1893","12","24",NA,"Brésil",NA,NA,"Minas Geraes: Pedra de amolar, près d'Ouro Preto",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128401' target='other'> <mi>dwc_moreinfo</mi></a>","P00128401","P00128401_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20441",NA
"56","2015-10-01 21:48:19-03","MNHN","RECOLNAT_MNHN_P","P00128402","PreservedSpecimen",NA,NA,NA,"Lauraceae","Aiouea","schwackeana","Aiouea schwackeana","Mez","Kostermans","Glaziou, A.|Schwacke, C.A.",NA,"1893","12","24",NA,"Brésil",NA,NA,"Minas Geraes: Pedra de amolar, près d'Ouro Preto",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128402' target='other'> <mi>dwc_moreinfo</mi></a>","P00128402","P00128402_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20441",NA
"57","2020-12-11 11:36:58-03","UFMG","BHCB","838","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Aiouea","schwackeana","Aiouea schwackeana","Mez",NA,"Schwacke, CAW","11141",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Confirmada p/Susanne Renner;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA
"58","2021-02-11 17:19:19-03","UFPR","UPCB","65870","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.","390","2009","11","07",NA,"Brasil","Paraná","Morretes","Serra da Prata, Torre da Prata.","-48.708611","-25.610833","850","850",NA,"Árvore de 8 m de alt., frutos imaturos. Floresta Ombrófila Densa Montana..",NA,NA,NA,"2009","11","07","-48.708611","-25.610833",NA,NA,NA,NA,NA,NA
"59","2021-02-11 17:19:19-03","UFPR","UPCB","67060","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.","278","2009","01","22",NA,"Brasil","Paraná","Quatro Barras","Parque Estadual Serra da Baitaca.","-49.018333","-25.38","960","960",NA,"Árvore de 6 m de alt., frutos verde-amarelados. Floresta Ombrófila Mista Montana..",NA,NA,NA,"2009","01","22","-49.018333","-25.38",NA,NA,NA,NA,NA,NA
"60","2021-02-11 17:19:19-03","UFPR","UPCB","67061","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.","220","2008","10","21",NA,"Brasil","Paraná","Quatro Barras","Parque Estadual Serra da Baitaca.","-49.018333","-25.38","960","960",NA,"Árvore de 6 m de alt, flores brancas. Floresta Ombrófila Mista Montana..",NA,NA,NA,"2008","10","21","-49.018333","-25.38",NA,NA,NA,NA,NA,NA
"61","2021-02-11 17:19:19-03","UFPR","UPCB","67062","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.","405","2009","12","09",NA,"Brasil","Paraná","Quatro Barras","Parque Estadual Serra da Baitaca.","-49.010278","-25.388611","1100","1100",NA,"Árvore de 5 m de alt, frutos imaturos verdes. Floresta Ombrófila Densa Montana..",NA,NA,NA,"2009","12","09","-49.010278","-25.388611",NA,NA,NA,NA,NA,NA
"62","2021-02-11 17:19:19-03","UFPR","UPCB","67268","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.","417","2010","02","05",NA,"Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48","-26","915","915",NA,"Árvore de 5 m alt., frutos imaturos verdes. Floresta Ombrófila Densa Altomontana..",NA,NA,NA,"2010","02","05","-48","-26",NA,NA,NA,NA,NA,NA
"63","2021-02-11 17:19:19-03","UFPR","UPCB","74705","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.","764","2011","08","28",NA,"Brasil","Paraná","Quatro Barras","Serra da Farinha Seca, pico Mãe Catira.","-48.908056","-25.343611","1130","1130",NA,"Árvore de 6,5 m de alt., flores esverdeadas. Floresta Ombrófila Densa Altomontana. (UPCB-DNA 3203).",NA,NA,NA,"2011","08","28","-48.908056","-25.343611",NA,NA,NA,NA,NA,NA
"64","2021-02-11 17:19:19-03","UFPR","UPCB","74706","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.","765","2011","08","28",NA,"Brasil","Paraná","Quatro Barras","Serra da Farinha Seca, pico Mãe Catira.","-48.909444","-25.337778","960","960",NA,"Árvore de 10 m de alt., frutos verdes com cúpulas avermelhadas. Floresta Ombrófila Densa Montana. (UPCB-DNA 3204).",NA,NA,NA,"2011","08","28","-48.909444","-25.337778",NA,NA,NA,NA,NA,NA
"65","2021-02-11 17:19:19-03","UFPR","UPCB","95041","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Völtz, R.R. | Brotto, M.L.","1370","2017","08","26",NA,"Brasil","Paraná","Morretes","Parque Estadual do Morumbi","-48.914444","-25.446111","925","925",NA,"interior de Floresta Ombrófila Densa Montana. Árvore 10 m alt.; botões florais e flores esverdeados","UPCB0035629",NA,NA,"2017","10",NA,"-48.914444","-25.446111",NA,NA,NA,NA,NA,NA
"66","2021-02-11 17:19:19-03","UFPR","UPCB","65948","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Blum, C.T.","C02-22","2005","07","09",NA,"Brasil","Paraná","Morretes","Serra da Prata, Torre da Prata (face norte).","-48.834400177002","-25.476900100708","900","900",NA,"Árvore 13m, DAP 35cm, botões (levantamento fitossociológico: C02-22). Floresta Ombrófila Densa..",NA,NA,NA,"2009","11","27",NA,NA,NA,NA,"30514","auto",NA,NA
"67","2008-12-11 14:50:00-02","MO","MOBOT","100160804","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","H. van der Werff (MO)","Auguste F.M. Glaziou","Glaziou 20441","1893","12","24","South America","Brazil","Minas Gerais",NA,"Pedra de [Amolar pr. Ouro Preto].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"68","2010-11-13 04:25:00-02","MO","MOBOT","2458264","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"Roberto M. Klein","Klein 1659",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,"Itajaí. Morro da Fazenda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2012-05-16 12:50:00-03","MO","MOBOT","1823176","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","schwackeana","Aiouea schwackeana","Mez","C. Mez","Carl Schwacke","Schwacke 8742",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"70","2020-09-12 05:00:02-03","US","US","2503424","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"R. Reitz & R. M. Klein","1924","1954","7","2","South America - Neotropics","Brazil","Itajaí",NA,"Morro da Fazenda",NA,NA,"150",NA,NA,NA,"US01322203","US01322203_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"71","2020-09-12 05:00:02-03","US","US","2503419","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"R. M. Klein","1432","1955","6","24","South America - Neotropics","Brazil","Itajaí",NA,"Morro da Fazenda.",NA,NA,"50",NA,NA,NA,"US01322205","US01322205_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"72","2020-09-12 05:00:02-03","US","US","2503429","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"R. M. Klein","1710","1955","10","14","South America - Neotropics","Brazil","Itajaí",NA,"Morro da Ressecada.",NA,NA,"30",NA,NA,NA,"US01322207","US01322207_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"73","2020-09-12 05:00:02-03","US","US","2841531","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"R. Reitz & R. M. Klein","3495","1956","7","18","South America - Neotropics","Brazil","Ibirama",NA,NA,NA,NA,"150",NA,NA,NA,"US01322204","US01322204_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"74","2020-09-12 05:00:02-03","US","US","2503423","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"R. M. Klein","1659","1955","10","7","South America - Neotropics","Brazil","Itajaí",NA,"Morro da Fazenda",NA,NA,"50",NA,NA,NA,"US01322206","US01322206_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"75","2019-12-09 17:30:05-03","UFPR","EFC","16389","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Völtz, R.R.; Brotto, M.L.","1370","2017","08","26",NA,"Brasil","Paraná","Morretes","Parque Estadual do Marumbi","-48.9144","-25.4461","925","925",NA,"Árvore 10 m, botões florais e flores esverdeados; interior de Floresta Ombrófila Densa Montana","EFC016389",NA,NA,"2017","10","05","-48.9144","-25.4461",NA,NA,NA,NA,NA,NA
"76","2019-12-09 17:30:05-03","UFPR","EFC","16187","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.",NA,"2014","08","27",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.7092","-24.86",NA,NA,NA,"Árvore de 18m; flores esverdeadas. Floresta Ombrófila Densa Montana","EFC016187",NA,NA,"2014","09","09","-48.7092","-24.8600",NA,NA,NA,NA,NA,NA
"77","2019-12-09 17:30:05-03","UFPR","EFC","16401","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Völtz, R.R.; Santos, G.H.","1443","2016","12","28",NA,"Brasil","Santa Catarina","São Francisco do Sul","Praia do Forte","-48.5355","-26.1691","2","2",NA,"Arvoreta 6 m, inflorescência com pedúnculo vinoso, flores verdes e frutos verdes; borda de dique arenoso junto ao brejo. Formação Pioneira de Influência Marinha","EFC016401",NA,NA,"2016","12","31","-48.5355","-26.1691",NA,NA,NA,NA,NA,NA
"78","2019-12-09 17:30:05-03","UFPR","EFC","16880","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.; Barboza, E.","2117","2015","10","28",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.7147","-24.8639",NA,NA,NA,"Árvore com 8m de altura; frutos imaturos","EFC016880",NA,NA,"2015","12","03","-48.7147","-24.8639",NA,NA,NA,NA,NA,NA
"79","2019-12-09 17:30:05-03","UFPR","EFC","13244","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Völtz, R.R.; Brotto, M.L.","352","2014","08","24",NA,"Brasil","Paraná","Campina Grande do Sul","Trilha Pedra Branca, Serra do Ibitiraquire","-48.5201","-25.1552","1250","1250",NA,"Árvore 6m alt.; botão floral verde; floresta de topo de morro.","EFC013244",NA,NA,"2014","08","24","-48.5201","-25.1552",NA,NA,NA,NA,NA,NA
"80","2019-12-09 17:30:05-03","UFPR","EFC","4303","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Roderjan, C.V.","1176","1994","03","03",NA,"Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","1200","1200",NA,"Árvore 15 m, 1200 m s.n.m. (canela-2) __COMMOM_NAME__: Canela","EFC004303",NA,NA,"2017","11","01","-49.0036","-25.3887",NA,NA,NA,NA,NA,NA
"81","2019-12-09 17:30:05-03","UFPR","EFC","10616","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.; Blum, C.T.","390","2009","11","07",NA,"Brasil","Paraná","Morretes","Serra da Prata, Torre da Prata","-48.6987","-25.614",NA,NA,NA,"Árvore de 8m de alt. frutos imaturos.","EFC010616",NA,NA,"2009","11","07","-48.6987","-25.6140",NA,NA,NA,NA,NA,NA
"82","2019-12-09 17:30:05-03","UFPR","EFC","15591","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.","1796","2014","09","23",NA,"Brasil","Paraná","Piraquara","Recreio da Serra","-48.6975","-24.8528","990","990",NA,"Árvore 14m de altura, flores esverdeadas.Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","EFC015591",NA,NA,"2014","11","10","-48.6975","-24.8528",NA,NA,NA,NA,NA,NA
"83","2019-11-13 11:20:59-03","USP","SPF","81111","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, ML","Lima, HC","3504","1989","04","02",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Sítio Hum New Baccus.&nf;Coordenadas: 22°33'/22°28'S, 42°30'/42°34'W.","-42.5","-22.55",NA,NA,NA,NA,"SPF00081111",NA,NA,"2016","09",NA,"-42.5","-22.55",NA,NA,NA,NA,NA,NA
"84","2019-11-13 11:20:59-03","USP","SPF","201849A","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, ML","Vieira, FCS","1853","2006","07","05",NA,"Brasil","Santa Catarina","Joinville","Morro da Tromba","-48.8456001281738","-26.3043994903564","950","950",NA,"Coleta misturada.","SPF00201849",NA,NA,"2016","09","09",NA,NA,NA,NA,"37150","auto",NA,NA
"85","2021-03-25 13:52:21-03","UNIVILLE","JOI","9635","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto M.L.","390","2009","11","07",NA,"Brasil","Paraná","Morretes","Serra da Prata, Torre da Prata.","-48.708611","-25.610833","850","850",NA,"; HABITO: Árvore; TIPO VEGETACIONAL: FOD montana","JOI009635",NA,NA,"2009","11","07","48º42'31''W","25º36'39''S",NA,NA,NA,NA,NA,NA
"86","2021-03-25 13:52:21-03","UNIVILLE","JOI","2659","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto M.L.","417","2010","11","05",NA,"Brasil","Santa Catarina","Joinville","Morro da Tromba.","-49.046667","-26.234167","915","915",NA,"; HABITO: Árvore; TIPO VEGETACIONAL: FOD Alto montana","JOI002659",NA,NA,"2010","11","05","49º2'48''W","26º14'3''S",NA,NA,NA,NA,NA,NA
"87","2021-03-25 13:52:21-03","UNIVILLE","JOI","4741","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Vieira, F.C.S.","Vieira, F.C.S.","1217","2005","08","21",NA,"Brasil","Santa Catarina","Joinville","Sambaqui do Cubatão.","-48.8456001281738","-26.3043994903564","10","10",NA,"; HABITAT: restinga; HABITO: árvore, terrestre; TIPO VEGETACIONAL: FODTB","JOI004741",NA,NA,"2005","09","21",NA,NA,NA,NA,"37150","auto",NA,NA
"88","2019-10-07 09:22:55-03","UEFS","HUEFS","195760","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"Brotto, M.L.","764","2011","08","28",NA,"Brasil","Paraná","Quatro Barras","Serra da Farinha Seca, pico Mãe Catira.","-48.908056","-25.343611","1130","1130",NA,"Floresta ombrófila densa altomontana","HUEFS0195760","HUEFS0195760",NA,NA,NA,NA,"48W54'29''","25S20'37''","Magnolianae",NA,NA,NA,NA,NA
"89","2019-10-07 09:22:55-03","UEFS","HUEFS","195761","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"Brotto, M.L.","765","2011","08","28",NA,"Brasil","Paraná","Quatro Barras","Serra da Farinha Seca, pico Mãe Catira.","-48.909444","-25.337778","960","960",NA,"Floresta ombrófila densa montana","HUEFS0195761","HUEFS0195761",NA,NA,NA,NA,"48W54'34''","25S20'16''","Magnolianae",NA,NA,NA,NA,NA
"90","2019-10-07 09:22:55-03","UEFS","HUEFS","232108","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","M.L.Brotto","Silva, J.M.","9440","2016","09","27",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.","-48.667222","-24.848611","816","816",NA,"Floresta Ombrófila Densa Montana.","HUEFS0232108","HUEFS0232108",NA,"2016","11",NA,"48W40'2''","24S50'55''","Magnolianae",NA,NA,NA,NA,NA
"91","2019-10-07 09:22:55-03","UEFS","HUEFS","232627","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"Brotto, M.L.","2117","2015","10","28",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.","-48.714722","-24.863889","988","988",NA,"Floresta Ombrófila Densa Altomontana.","HUEFS0232627","HUEFS0232627",NA,NA,NA,NA,"48W42'53''","24S51'50''","Magnolianae",NA,NA,NA,NA,NA
"92","2019-09-04 19:11:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Aiouea","schwackeana","Aiouea schwackeana",NA,NA,"C. A. W. Schwacke","8742","1892","10","27","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"93","2020-11-12 17:00:37-03","UEL","FUEL","47120","PreservedSpecimen","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, ML","Brotto, ML; Blum, CT","390","2009","11","07",NA,"Brasil","Paraná","Morretes","Serra da Prata, Torre da Prata","-48.708611","-25.610833","850","850",NA,NA,"FUEL006416",NA,NA,"2009","11","07","-48.708611","-25.610833",NA,NA,NA,NA,NA,NA
"94","2020-11-12 17:00:37-03","UEL","FUEL","47121","PreservedSpecimen","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, ML","Brotto, ML; Dorneles, RC","278","2009","01","22",NA,"Brasil","Paraná","Quatro Barras","Parque Estadual Serra da Baitaca","-49.018333","-25.38","960","960",NA,NA,"FUEL006417",NA,NA,"2009","01","22","-49.018333","-25.38",NA,NA,NA,NA,NA,NA
"95","2020-08-20 14:56:58-03","UFSC","FLOR","57054","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.; et alii","1775","2014","08","27",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.","-48.709167","-24.86","990","990",NA,"Árvore de 18m; flores esverdeadas","FLOR0057054",NA,NA,"2014","09","09","48º42'33''W","24º51'36''S",NA,NA,NA,NA,NA,NA
"96","2020-08-20 14:56:58-03","UFSC","FLOR","646","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"Klein, R.M.","1432","1955","06","24",NA,"Brasil","Santa Catarina","Itajaí","Morro da Fazenda.","-48.6618995666504","-26.9078006744385","50","50",NA,"árvore, Fruto Imaturo, verde, 15m altura","FLOR0000646",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA
"97","2020-08-20 14:56:58-03","UFSC","FLOR","645","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"Klein, R.M.","1659","1955","10","07",NA,"Brasil","Santa Catarina","Itajaí","Morro da Fazenda.","-48.6618995666504","-26.9078006744385","50","50",NA,"árvore, flor verde, 15m altura","FLOR0000645",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA
"98","2020-08-20 14:56:58-03","UFSC","FLOR","644","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"Klein, R.M.","1710","1955","10","14",NA,"Brasil","Santa Catarina","Itajaí","Morro da Ressacada.","-48.6618995666504","-26.9078006744385","30","30",NA,"arvoreta, flor verde-clara, 8m altura","FLOR0000644",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA
