"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","sex","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"22","2021-03-15 16:37:00-03","NY","NYBG","01031628","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"R. S. Santos","1963","09","21","Brazil","Minas Gerais",NA,"Riacho dos Machados.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184376' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031628",NA,"Magnoliophyta","Brassicales","24315","South America","sheet","NY01031628_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2265541","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"G. T. Prance","1980","11","21","Brazil","Pará",NA,"Basin of Rio Xingu, Gleba Bacaja, lote 88, just below mouth of Rio Bacaja","-51.7328","-3.535",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2426506' target='other'> <mi>dwc_moreinfo</mi></a>","NY02265541",NA,"Magnoliophyta","Brassicales","26368","South America","sheet","NY02265541_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2017-02-01 14:14:00-02","NY","NYBG","01031627","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa",NA,NA,NA,NA,NA,"D. C. Daly","1980","10","01","Brazil","Maranhão",NA,"Road from Sao Luiz Gonzaga to Santo Antonio, 53 to 35 km from Bacabal.","-44.67","-4.32",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184374' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031627",NA,"Magnoliophyta","Brassicales","D407","South America","sheet","NY01031627_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00485179","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"S. A. Mori","1978","11","20","Brazil","Bahia","Manoel Vitorino","Estrada que liga Manoel Vitorino à Catingal, 1-5 km a W da 1ª. Folha SD-24 (14-40c).","-40.2425","-14.1456",NA,"Foto dos frutos (Thompson) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760646' target='other'> <mi>dwc_moreinfo</mi></a>","NY00485179",NA,"Magnoliophyta","Brassicales","11241","South America","sheet","NY00485179_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-30 13:55:00-03","NY","NYBG","02103604","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa",NA,"L.A. Gomes",NA,NA,NA,"L.A. Gomes","2013","05","22","Brazil","Sergipe","Maruim","Mata do Caititu: Borda de mata.","-37.1272","-10.7167",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2258932' target='other'> <mi>dwc_moreinfo</mi></a>","NY02103604",NA,"Magnoliophyta","Brassicales","1095","South America","sheet","NY02103604_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01031672","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"D. C. Daly","1980","10","24","Brazil","Maranhão","Santa Luzia","Fazenda CVB, near km 130 of BR 222; 80 km from Santa Luzia on highway to Açailândia.","-46.08","-4.03",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185233' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031672",NA,"Magnoliophyta","Brassicales","D756","South America","sheet","NY01031672_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01031629","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"G. T. Prance","1964","10","10","Brazil","Mato Grosso","Água Boa","Serra do Roncador. 47 km. north of Chavantina.","-52.1583","-14.0503",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184379' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031629",NA,"Magnoliophyta","Brassicales","59363","South America","sheet","NY01031629_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02706268","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"M. G. Vieira","1979","10","14","Brazil","Rondônia",NA,"Mineração Campo Novo BR 421 a 2 Km a Oeste da Mineração Campo Novo a 120 Km de Ariquemes WSW","-63.616667","-10.583333",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2996492' target='other'> <mi>dwc_moreinfo</mi></a>","NY02706268",NA,"Magnoliophyta","Brassicales","429","South America","sheet","NY02706268_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00885068","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"A. Q. Lobão","1998","10","22","Brazil","Rio de Janeiro","Armaçao dos Búzios","Praia Gorda.","-41.9706","-22.7308",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885068",NA,"Magnoliophyta","Brassicales","354","South America","sheet","NY00885068_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01031634","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"J. E. B. Warming",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184391' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031634",NA,"Magnoliophyta","Brassicales","s.n.","South America","sheet","NY01031634_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00485195","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"M. B. Costa e Silva","1993","12","03","Brazil","Pernambuco","Serra Talhada","Serra Talhada: estaçao experimental do IPA","-38.2981","-7.9919",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760634' target='other'> <mi>dwc_moreinfo</mi></a>","NY00485195",NA,"Magnoliophyta","Brassicales","176","South America","sheet","NY00485195_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00486721","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"P. Nuñez Vargas","1987","10","16","Peru","Cusco","La Convención","Quillabamba, Mandor","-72.73333333","-12.8916667",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486721",NA,"Magnoliophyta","Brassicales","8263","South America","sheet",NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","03066043","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"A. D. Mattedi","2013","04","17","Brazil","Rio de Janeiro","São João da Barra","RPPN Fazenda Caruara. RPPN Fazenda Caruara","-41.0288889","-21.7925",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3287176' target='other'> <mi>dwc_moreinfo</mi></a>","NY03066043",NA,"Magnoliophyta","Brassicales","280","South America","sheet","NY03066043_01","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00485188","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"A. M. Amorim","1992","12","14","Brazil","Bahia","Itacaré","Entre a praia do Faral e a praia da Ribeira","-38.9967","-14.2778",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00485188",NA,"Magnoliophyta","Brassicales","954","South America","sheet","NY00485188_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1738397","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"P. da C. Gadelha Neto","2012","06","29","Brazil","Paraíba",NA,"Mataraca. Millennium Inorganic Chemicals Mineração Ltda.","-34.9769","-6.5022",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007424' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738397",NA,"Magnoliophyta","Brassicales","3324","South America","sheet","NY01738397_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00485182","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"Grupo Pedra do Cavalo","1981","01",NA,"Brazil","Bahia",NA,"Estaçao da EMBASA. Cachoeira/Bahia - Vale dos Rios Paraguaçu e Jacuipe","-39.08","-12.53",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00485182",NA,"Magnoliophyta","Brassicales","1041","South America","sheet","NY00485182_01","40","120",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01031632","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"J. E. B. Warming",NA,NA,NA,"Brazil","Minas Gerais",NA,"Lagoa, Lagoa Santa",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184385' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031632",NA,"Magnoliophyta","Brassicales","s.n.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00485190","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"J. N. Rose","1915","06","02","Brazil","Bahia","Juazeiro","Juazeiro","-40.4983","-9.4119",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00485190",NA,"Magnoliophyta","Brassicales","19773","South America","sheet","NY00485190_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00485185","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"R. M. Harley","1988","11","25","Brazil","Bahia","Rio de Contas","16 km ao leste da cidade na estrada para Juciape","-41.75","-13.6",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00485185",NA,"Magnoliophyta","Brassicales","27002","South America","sheet","NY00485185_01","620","620",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01031630","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"A. H. Gentry","1985","02","17","Brazil","Ceará",NA,"near Fortaleza, Praia de Soure","-38.5","-3.75",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184381' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031630",NA,"Magnoliophyta","Brassicales","50212","South America","sheet","NY01031630_01","20","20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00485201","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"J. C. Lindeman","1967","01","21","Brazil","Paraná",NA,"Bank of Rio Ivaí near junction with Rio Paraná",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760633' target='other'> <mi>dwc_moreinfo</mi></a>","NY00485201",NA,"Magnoliophyta","Brassicales","4332","South America","sheet","NY00485201_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01031633","PreservedSpecimen","Plantae","Capparaceae","Cynophalla","flexuosa","Cynophalla flexuosa","(L.) J.Presl",NA,NA,NA,NA,"J. B. A. Guillemin","1839",NA,NA,"Brazil",NA,NA,"Méridional",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184388' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031633",NA,"Magnoliophyta","Brassicales","s.n.","South America","sheet","NY01031633_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
