"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","typeStatus","individualCount"
"45","2020-12-21 16:42:03-03","MBM","MBM","391182","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F. Freitas & Kin.-Gouv.","Souza, V.C.","2013",NA,NA,"Souza, V.C.; Flores, T.B.; Flores, T.B.","2013","05","01","Brazil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,"MBM391182","MBM391182",NA,NA,"35030","Southern America","Área da Cia. Votorantim, Trilha do Rio Dezembro",NA,NA,NA,"Árvore, ca. 14m de alt.; frutos imaturos verdes.","41034","auto",NA,NA,NA
"46","2020-12-21 16:42:03-03","MBM","MBM","227330","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","Jung-Mebd. & Bernacci","Motta, J.T.",NA,NA,NA,"Motta, J.T.",NA,NA,NA,"Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"MBM227330",NA,NA,NA,"1016","Southern America","Morro Facãozinho, Marumbi",NA,NA,NA,NA,"30514","auto",NA,NA,NA
"47","2020-12-21 16:42:03-03","MBM","MBM","395604","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F. Freitas & Kin.-Gouv.","Brotto, M.L.","2015","04","10","Engels, M.E.; Lozano, E.D.; Buturi, C.; Pereira, S.; Hekavey, C.; Lozano, E.D.; Buturi, C.; Pereira, S.; Hekavey, C.","2013","10","13","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"MBM395604","MBM395604",NA,NA,"1726","Southern America","RPPN Nhandara Guaricana",NA,NA,NA,"Arbórea. Caule castanho. Folhas verdes. Flores esverdeadas e antera castanha. Frutos verdes.; Ecótono entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","45291","auto",NA,NA,NA
"48","2020-12-21 16:42:03-03","MBM","MBM","227329","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","Jung-Mebd. & Bernacci","Smith, L.B.",NA,NA,NA,"Klein, R.",NA,NA,NA,"Brazil","Santa Catarina","Brusque","-48.9174995422363","-27.0981006622314",NA,NA,"MBM227329",NA,NA,NA,"552","Southern America","Mato do Maluche",NA,NA,NA,NA,"19684","auto",NA,NA,NA
"49","2019-08-15 09:04:04-03","UESC","UESC","21304","S","Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F. freitas & Kin.-Go.",NA,NA,NA,NA,"Coelho, M.M.","2012","02","03","Brasil","Bahia","Almadina","-39.603333","-14.705833","39W36'12''","14S42'21''","UESC0021304",NA,"Angiospermae","Florideophycidae","627",NA,NA,NA,NA,NA,"Arvoreta com ca. de 12m alt.",NA,NA,"Dicotyledoneae",NA,NA
"50","2020-12-11 11:40:30-03","UFMG","BHCB","94109","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F. Freitas & Kin.-Gouv.",NA,NA,NA,NA,"Stehmann, JR","2005","09","04","Brasil","Espírito Santo","Santa Teresa","-40.539556","-19.98225","-40.539556","-19.98225",NA,NA,"Dicotyledon",NA,"4142","Southern America","Estação Biológica de Santa Lúcia","630","630",NA,"Plantas do Brasil. Material preservado em álcool antes da secagem.; Árvore, 7m. Frutos imaturos verdes.; Floresta Ombrófila Densa.",NA,NA,NA,NA,NA
"51","2020-12-11 11:40:30-03","UFMG","BHCB","171307","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F. Freitas & Kin.-Gouv.",NA,"2013",NA,NA,"Souza, VC de; Flores, TB","2013","05","01","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,"BHCB015869",NA,"Dicotyledon",NA,"35030","Southern America","Área da Cia Votorantim., Trilha do Rio Dezembro",NA,NA,NA,"Árvore, ca. 14 m alt, frutos imaturos verdes.","41034","auto",NA,NA,NA
"52","2020-12-11 11:40:30-03","UFMG","BHCB","19286","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F. Freitas & Kin.-Gouv.",NA,NA,NA,NA,"Costa, LVC; et al.",NA,NA,NA,"Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"Dicotyledon",NA,"533","Southern America","Estação Biológica de Caratinga., Fazenda Montes Claros.",NA,NA,NA,"Plantas do Brasil.; Arbóreo.; Mata Atlântica.","49886","auto",NA,NA,NA
"53","2021-02-11 17:20:37-03","UFPR","UPCB","25480","PreservedSpecimen","Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mendaçolli & Bernacci) M.F.Freitas & Kin-Gouv.","Freitas, M.F.","2013","09",NA,"Athayde, S.F.","1994","11","14","Brasil","Paraná","Guaraqueçaba","-48.333333","-25.283333","-48.333333","-25.283333",NA,NA,NA,NA,"202",NA,"Morro do Quitumbê",NA,NA,NA,"Árvore de 12m, CAP 89cm, no estrato intermediário da Floresta Secundária..",NA,NA,NA,NA,NA
"54","2021-02-11 17:21:25-03","UFPR","UPCB","87932","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M. F. Freitas & Kin-Gouv.","Freitas, M. F.","2013",NA,NA,"Engels, M. E.","2013","09","07","Brasil","Paraná","Guaratuba","-48.943056","-25.881944","-48.943056","-25.881944",NA,NA,NA,NA,"1537",NA,"Serra do Mar, Linha de transmissão elétrica Curitiba a Joinville.","800","800",NA,"Arbórea. Caule castanho claro. Folhas verdes discolores. Frutos verdes com pintas alongadas castanhas esverdeadas. Floresta Ombrófila Densa..",NA,NA,NA,NA,NA
"55","2021-02-11 17:20:37-03","UFPR","UPCB","21123","PreservedSpecimen","Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung.-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Freitas, M.F.","2013","09",NA,"Marquesini, N.R.","1991","11","27","Brasil","Paraná","Cândido de Abreu","-51.3333015441895","-24.5669002532959",NA,NA,NA,NA,NA,NA,NA,NA,"Posto Indígena - Ivaí",NA,NA,NA,"Terreno montanhoso e pedregoso..","55411","auto",NA,NA,NA
"56","2021-02-11 17:20:37-03","UFPR","UPCB","23911","PreservedSpecimen","Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mendaçolli & Bernacci) M.F.Freitas & Kin-Gouv.","Freitas, M.F.","2013","09",NA,"Negrelle, R.R.B.","1992","07","30","Brasil","Santa Catarina","Itapoá","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,NA,NA,"273",NA,"Reserva Volta Velha",NA,NA,NA,"Árvore de aproximadamente 3m de altura, com botões. Próximo ao início da trilha..","18121","auto",NA,NA,NA
"57","2021-02-11 17:20:37-03","UFPR","UPCB","23910","PreservedSpecimen","Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mendaçolli & Bernacci) M.F.Freitas & Kin-Gouv.","Freitas, M.F.","2013","09",NA,"Negrelle, R.R.B.","1992","01","01","Brasil","Santa Catarina","Itapoá","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,NA,NA,NA,NA,"Reserva Volta Velha",NA,NA,NA,"Árvore, ca. 6m, com flor..","18121","auto",NA,NA,NA
"58","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","12502",NA,"Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","T. T. Carrijo/26-05-2008",NA,NA,NA,"V. Demuner; et al","2000","04","27","Brasil","Espírito Santo","Santa Teresa","-40.541944","-19.844722","40W32'31","19S50'41","MBML012502","MBML012502",NA,NA,"968",NA,"Alto Lombardia, cabeceira do 25 de Julho",NA,NA,NA,"Árvore 11m, DAP 16cm, fuste 7m, frutos imaturos de cor verde. Proximo ao bar, borda de mata.",NA,NA,NA,NA,NA
"59","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","13769",NA,"Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","T. T. Carrijo/26-05-2008",NA,NA,NA,"V. Demuner; et al","2000","10","24","Brasil","Espírito Santo","Santa Teresa","-40.589167","-19.922222","40W35'21","19S55'20","MBML013769","MBML013769",NA,NA,"1461",NA,"Santo Antônio",NA,NA,NA,"Arvoreta 6m, frutos verdes. Interior de mata, beira de estrada.",NA,NA,NA,NA,NA
"60","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","15199",NA,"Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","T. T. Carrijo/26-05-2008",NA,NA,NA,"L. Kollmann; et al","2001","09","19","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27","MBML015199","MBML015199",NA,NA,"4673",NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,NA,NA,"Arvoreto 7m. Frutos verdes.",NA,NA,NA,NA,NA
"61","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","16449",NA,"Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","T.T. Carrijo/31-07-2014",NA,NA,NA,"M. Alves; et al","2001","03","08","Brasil","Espírito Santo","Cariacica","-40.502778","-20.280278","40W30'10","20S16'49","MBML016449","MBML016449",NA,NA,"2349",NA,"Reserva Biológica de Duas Bocas",NA,NA,NA,"Árvore ca. 7m alt., frutos carnosos arroxeados e esverdeados. Material preservado em álcool.",NA,NA,NA,NA,NA
"62","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","16870",NA,"Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","T. T. Carrijo/26-05-2008",NA,NA,NA,"R.R. Vervloet; et al","2002","04","30","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27","MBML016870","MBML016870",NA,NA,"215",NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,NA,NA,"Árvore 4m de altura, folhas verde escuro, frutos imaturos de cor verde amarronzados. Área de baixada, solo arenoso.",NA,NA,NA,NA,NA
"63","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","24548",NA,"Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","T.T. Carrijo/31-07-2014",NA,NA,NA,"L. Kollmann; et al","2005","04","15","Brasil","Espírito Santo","Santa Teresa","-40.553889","-19.836389","40W33'14","19S50'11","MBML024548","MBML024548",NA,NA,"7641",NA,"Santo Henrique",NA,NA,NA,"Árvore 6m. Frutos verdes.",NA,NA,NA,NA,NA
"64","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","12833",NA,"Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","T. T. Carrijo/26-05-2008",NA,NA,NA,"V. Demuner; et al","2000","06","14","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"MBML012833","MBML012833",NA,NA,"1118",NA,"Valsugana Velha, Propriedade do Leomir",NA,NA,NA,"Árvore 15m, DAP 25cm, fuste 12m, frutos imaturos de cor verde com pintas marrons. Terreno íngrime, interior de mata.","23813","auto",NA,NA,NA
"65","2020-07-15 14:43:34-03","UNESP-RC","HRCB","16251","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","L. C. Bernacci & S. L. Jung-Mendaçolli",NA,NA,NA,"Sanchez, M.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,"Picinguaba - Parque Estadual Serra do Mar",NA,NA,NA,NA,"34265","auto",NA,"Parátipo",NA
"66","2020-06-25 16:06:25-03","FUVATES","HVAT","3173","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","M. Grins","2011","07","20","M. Grins","2011","07","20","Brasil","Santa Catarina","Itapoá","-48.616111","-26.116944","-48º36'58''W","-26º7'1''S","HVAT00003173",NA,NA,NA,"1346",NA,NA,NA,NA,NA,"Duplicata de registro ICN 169323; Arvoreta de 5 metros de altura, com botões florais; Em floresta ombrófila densa de terras baixas.",NA,NA,NA,NA,NA
"67","2020-09-12 05:00:02-03","US","US","3715746","PreservedSpecimen","Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F. Freitas & Kin.-Gouv.",NA,NA,NA,NA,"C. Baez, P. Rosa, T. Lima, R. Negrão & et al.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"-42.4289","-22.4044",NA,NA,"US03116923","US03116923_01",NA,"Primulales","681","South America - Neotropics","Nova Friburgo. Área de Proteção Ambiental de Macaé de Cima. Rio Bonito de Macaé de Cima. Mata atrás da pousada Estalagem.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"68","2019-12-09 17:30:45-03","UFPR","EFC","12884","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Ribeiro, C.L.","2014","05","22","Ribeiro, C.L.","2014","05","17","Brasil","Paraná","Campo Largo","-49.5084","-25.3276","-49.5084","-25.3276","EFC012884",NA,NA,NA,"18",NA,"Morro Dois Irmãos, Bateias",NA,NA,NA,"Próximo ao vale",NA,NA,NA,NA,NA
"69","2019-12-09 17:30:45-03","UFPR","EFC","12507","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Blum, C.T.","2014","01","01","Blum, C.T.","2014","01","01","Brasil","Paraná","Tijucas do Sul","-49.0667","-25.8172","-49.0667","-25.8172","EFC012507",NA,NA,NA,"1369",NA,"Represa do Vossoroca",NA,NA,NA,"Árvore com 4m, frutos verdes, borda de estágio médio.",NA,NA,NA,NA,NA
"70","2020-10-15 09:54:03-03","UFPR","EFC","15826","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Costa Filho, S. V. S. da","2016","10","26","Costa Filho, S.V.S. da","2016","10","20","Brasil","Paraná","Campo do Tenente","-49.7566","-26.0052","-49.7566","-26.0052","EFC015826",NA,NA,NA,"10",NA,"Reserva legal de propriedade particular","858","858",NA,"Interior de Floresta Ombrófila Mista no estágio intermediário da sucessão. Floresta Ombrófila Mista Montana __COMMOM_NAME__: capororocão",NA,NA,NA,NA,NA
"71","2019-11-13 11:29:31-03","USP","SPF","103050","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Bernacci, LC","2004","02",NA,"Árbocz, GF","1995","02","09","Brasil","São Paulo","Eldorado","-48.392083","-24.646639","-48.392083","-24.646639","SPF00103050",NA,NA,NA,"32717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-13 11:29:31-03","USP","SPF","107445","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Bernacci, LC","2004","02",NA,"Pastore, JA","1995","08","11","Brasil","São Paulo","Miracatu","-47.4599990844727","-24.2800006866455",NA,NA,"SPF00107445",NA,NA,NA,"639",NA,"Parque Estadual do Jurupará",NA,NA,NA,NA,"43974","auto",NA,NA,NA
"73","2019-11-13 11:29:31-03","USP","SPF","144920","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Freitas, MF","2004",NA,NA,"Lobão, AQ","2001","01","20","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"SPF00144920",NA,NA,NA,"564",NA,"Serra do Mar",NA,NA,NA,NA,"34265","auto",NA,NA,NA
"74","2020-06-15 07:51:51-03","UEFS","HUEFS","210466","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend.& Bernacci) M.F.Freitas & Kin-Gouv.",NA,NA,NA,NA,"Souza, V.C.","2013","05","01","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,"HUEFS0210466","HUEFS0210466","Angiospermae","Ericales","35030",NA,"Área da Cia. Votorantim. Trilha do Rio Dezembro.",NA,NA,NA,NA,"41034","auto","Asteranae",NA,NA
"75","2019-10-07 09:12:50-03","UEFS","HUEFS","182854","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","M.F. Freitas","2012","05",NA,"Matos, E.N.de","2011","06","08","Brasil","Bahia","Porto Seguro",NA,"-16.362778","39W0'73''","16S21'46''","HUEFS0182854","HUEFS0182854","Angiospermae","Ericales","115",NA,"Sitio Gameleira.",NA,NA,NA,"Floresta.",NA,NA,"Asteranae",NA,NA
"76","2020-01-27 18:25:25-03","IAC","IAC","27758","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","L.C. Bernacci & S.L. Jung-Mendaçolli","1996","06","28","F. Barros","1990","09","12","Brasil","São Paulo","Cananéia","-47.9267","-25.0147","-47.9267","-25.0147",NA,NA,NA,NA,"s/nº",NA,"Ilha do Cardoso",NA,NA,NA,"doação do instituto de Botânica",NA,NA,NA,NA,NA
"77","2020-01-27 18:25:25-03","IAC","IAC","29661","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","L.C. Bernacci & S.L. Jung-Mendaçolli","1996","06","28","M. Sanches & F. Pedroni","1993","05","22","Brasil","São Paulo","Ubatuba","-45.0711","-23.4339","-45.0711","-23.4339",NA,NA,NA,NA,"35",NA,"Parque Estadual da Serra do Mar, Núcleo de Piracicaba",NA,NA,NA,"PARATYPUS - Bol. Bot. Univ. São Paulo 16: 32, 34, f.1-8 (1997)",NA,NA,NA,"Parátipo",NA
"78","2020-01-27 18:25:25-03","IAC","IAC","31654","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","S.L. Jung-Mendaçolli; L.C. Bernacci & M.F. Freitas","2002","08","15","R. Negrelle et al.","1992","07","30","Brasil","Santa Catarina","Itapoá","-48.6161","-26.1169","-48.6161","-26.1169",NA,NA,NA,NA,"273",NA,"Reserva Volta Velha",NA,NA,NA,"PARATYPUS - Bol. Bot. Univ. São Paulo 16: 32, 34, f.1-8 (1997). Nome popular: capororoca-carvalho",NA,NA,NA,"Parátipo",NA
"79","2020-01-27 18:25:25-03","IAC","IAC","31848","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","L.C. Bernacci & S.L. Jung-Mendaçolli","1996","06","28","G.F. Árbocz et al.","1995","11","09","Brasil","São Paulo","Eldorado","-48.1081","-24.52","-48.1081","-24.5200",NA,NA,NA,NA,"32717",NA,"Caverna do Diabo",NA,NA,NA,"PARATYPUS - Bol. Bot. Univ. São Paulo 16: 32, 34, f.1-8 (1997)",NA,NA,NA,"Parátipo",NA
"80","2020-01-27 18:25:25-03","IAC","IAC","31849","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","L.C. Bernacci & S.L. Jung-Mendaçolli","1996","06","28","J.A. Pastore & O.T. Aguiar","1995","08","11","Brasil","São Paulo","Miracatu","-47.4597","-24.2814","-47.4597","-24.2814",NA,NA,NA,NA,"639",NA,"Parque Estadual de Jurupara, região de Ribeirão do Mico",NA,NA,NA,"PARATYPUS - Bol. Bot. Univ. São Paulo 16: 32, 34, f.1-8 (1997). Nome popular: pororoca-do-mato",NA,NA,NA,"Parátipo",NA
"81","2020-01-27 18:25:25-03","IAC","IAC","31850","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","S.L. Jung-Mendaçolli & L.C. Bernacci","1996","06","28","O. Handro","1948","07","22","Brasil","São Paulo","São Paulo","-46.6361","-23.5475","-46.6361","-23.5475",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"HOLOTYPUS: Bol. Bot. Univ. São Paulo 16: 32, 34, f.1-8 (1997)",NA,NA,NA,"Holótipo",NA
"82","2020-01-27 18:25:25-03","IAC","IAC","31851","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","S.L. Jung-Mendaçolli & L.C. Bernacci","1996","06","28","S.L. Jung-Mendaçolli","1980","05","07","Brasil","São Paulo","São Paulo","-46.6361","-23.5475","-46.6361","-23.5475",NA,NA,NA,NA,"326",NA,"Reserva Biológica, Parque Estadual das Fontes do Ipiranga",NA,NA,NA,"PARATYPUS - Bol. Bot. Univ. São Paulo 16: 32, 34, f.1-8 (1997)",NA,NA,NA,"Parátipo",NA
"83","2020-01-27 18:25:25-03","IAC","IAC","31852","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","S.L. Jung-Mendaçolli & L.C. Bernacci","1996","06","28","M.S.F. Silvestre","1979","11","28","Brasil","São Paulo","São Paulo","-46.6361","-23.5475","-46.6361","-23.5475",NA,NA,NA,NA,"226",NA,"Reserva Biológica do Parque Estadual das Fontes do Ipiranga",NA,NA,NA,"PARATYPUS - Bol. Bot. Univ. São Paulo 16: 32, 34, f.1-8 (1997)",NA,NA,NA,"Parátipo",NA
"84","2020-01-27 18:25:25-03","IAC","IAC","31853","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","S.L. Jung-Mendaçolli; L.C. Bernacci & M.F. Freitas","2002","08","15","E.L.M. Catharino","1985","09","21","Brasil","São Paulo","Iguape","-47.5553","-24.7081","-47.5553","-24.7081",NA,NA,NA,NA,"406",NA,"Peropava, Fazenda Boa Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-01-27 18:25:25-03","IAC","IAC","32357","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","L.C. Bernacci","1997","01","06","G.F. Árbocz","1994","08","02","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"505",NA,"Ribeirão Grande, Fazenda Intervales, Base São Pedro, trilha do Rio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-01-27 18:25:25-03","IAC","IAC","32360","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","L.C. Bernacci","1997","01","06","G.F. Árbocz","1994","08","03","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"549",NA,"Ribeirão Grande, Fazenda Intervales, base São Pedro, estrada para Barra Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-01-27 18:25:25-03","IAC","IAC","3301","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","L.C. Bernacci","2019","06","12","A.C.O. Souza & L.C. Bernacci","2019","06","12","Brasil","São Paulo","São Luís do Paraitinga","-45.094633","-23.325101","-45.094633","-23.325101",NA,NA,NA,NA,"244",NA,"Parque Estadual da Serra do Mar - Núcleo Santa Virgínia",NA,NA,NA,"Originalmente, ocupado por um coleta sem informações, não localizada no acervo",NA,NA,NA,NA,NA
"88","2019-01-25 15:45:24-02","IAC","IAC","33034","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","S.L. Jung-Mendaçolli; L.C. Bernacci & M.F. Freitas","2002","08","15","s/col.","1932","05","06","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s/nº",NA,NA,NA,NA,NA,"PARATYPUS - Bol. Bot. Univ. São Paulo 16: 32, 34, f.1-8 (1997)",NA,NA,NA,"Parátipo",NA
"89","2019-01-25 15:45:24-02","IAC","IAC","33460","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","S.L. Jung-Mendaçolli; L.C. Bernacci & M.F. Freitas","2002","08","15","R.R. Rodrigues","1993","04","16","Brasil","São Paulo","Apiaí","-48.8425","-24.5094","-48.8425","-24.5094",NA,NA,NA,NA,"s/nº",NA,"Parque Estadual do Petar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-01-25 15:45:24-02","IAC","IAC","38739","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","L.C. Bernacci et al.","1999","11","19","L.C. Bernacci et al.","1999","11","19","Brasil","São Paulo","São Paulo","-46.6361","-23.5475","-46.6361","-23.5475",NA,NA,NA,NA,"2814",NA,"Reserva Fontes do Ipiranga, Instituto de Botânica",NA,NA,NA,"Linhas enegrecidas na costa da face abaxial da lamina viva, casca innterne carnea, como o lenho",NA,NA,NA,NA,NA
"91","2019-04-11 14:22:19-03","IAC","IAC","43355","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","E.L.M. Catharino",NA,NA,NA,"E.L.M. Catharino",NA,NA,NA,"Brasil","São Paulo","Cotia","-47.004408","-23.755951","-47.004408","-23.755951",NA,NA,NA,NA,"s/nº",NA,"Morro Grande, Reserva, área Quilombo, indivíduo 53.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
