"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","typeStatus","previousCatalogNumber","sex"
"51","2019-08-20 10:00:46-03","UNICAMP","UEC","118846","S","Plantae","Liliopsida",NA,"Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W.Chase & N.H.Williams","Borba, EL","307","1997","09","25",NA,"Brazil","São Paulo","Atibaia","Grota Funda","-46.5499992370605","-23.1100006103516",NA,"Flores amarelas, epífita.","UEC027294","UEC027294",NA,NA,"Meneguzzo, TEC","2015",NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-20 10:00:46-03","UNICAMP","UEC","137632","S","Plantae","Liliopsida",NA,"Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W.Chase & N.H.Williams","Koehler, S","s.n.",NA,NA,NA,NA,"Brazil","São Paulo","Jundiaí","Orquidário do Vico","-46.8800010681152","-23.1800003051758",NA,"Data de floração: 10.2004. Material coletado para extração de DNA.","UEC001869","UEC001869",NA,NA,"Meneguzzo, TEC","2015",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-04-22 16:26:35-03","UFPB","JPB","47417","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Orchidaceae","Cohniella","cebolleta","Cohniella cebolleta","(Jac.) Christenson","Pontes, RA; Duré, RC","721","2011","08","11","Southern America","Brasil","Rio Grande do Norte","Baía Formosa","RPPN Mata Estrela, Trilha da Gameleira, 100m da entrada pricipal.","-35.022833","-6.377917",NA,"; DESC: Erva epífita no interior da mata. Folhas longo-aciculares. Estéril.","JPB0047417",NA,"6","6","Pontes, RA","2011","08","30","-35.022833","-6.377917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-04-22 16:26:39-03","UFPB","JPB","42627","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","Gadelha Neto, PC; Lima, JR","2700","2009","10","11","Southern America","Brasil","Paraíba","Nazaresinho","Olho D'água do Frade, Substrato - forófito rugoso.","-38.311667","-6.993056",NA,"; HABITAT: Mata Serrana; DESC: Epífita. Flores amarelas densamente manchada por tons marrons-avermelhados. Vegetando em forófito as margens de ambiente ciliar.",NA,NA,"319","319",NA,NA,NA,NA,"-38.311667","-6.993056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-04 13:19:33-03","UDESC","LUSC","6809","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W.Chase & N.H.Williams","Floriani, M.M.P.","264","2012","10","19",NA,"Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,"LUSC001500","LUSC001500",NA,NA,NA,NA,NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-04 13:19:33-03","UDESC","LUSC","6662","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W.Chase & N.H.Williams","Floriani, M.M.P.","117","2011","09","28",NA,"Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,"LUSC001509","LUSC001509",NA,NA,"Floriani, M.M.P.",NA,NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-01-17 11:24:01-02","PUCRS","MPUC","13865","S","Plantae",NA,"Asparagales","Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W.Chase & N.H.Williams",NA,NA,"1993","10","19","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,"Mata mista de araucárias (F: 57)",NA,NA,NA,NA,"J.B. Castro","2017","01","01","-50.1744444000","-29.4808333000",NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA,NA,NA
"58","2020-10-14 10:03:57-03","FURB","FURB","14910","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brasilidium","concolor","Brasilidium concolor","(Hook.) F.Barros & V.T.Rodrigues","Cadorin, T.J.; Schimitt, J.L. & Caglioni, E.","117","2009","10","06",NA,"Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1322223","-27.275",NA,"Epífita IFFSC e456a (Acima de 4m) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: epífita; flor amarela","FURB02694","FURB02694","1131","1131","Mancinelli, WS","2010","03","10","-50.1322223","-27.2750000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:03:57-03","FURB","FURB","17499","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brasilidium","concolor","Brasilidium concolor","(Hook.) F.Barros & V.T.Rodrigues","Korte, A.; Kniess, A.","626","2009","10","21",NA,"Brasil","Santa Catarina","Vidal Ramos","Águas Frias.","-49.4105556","-27.3605556",NA,"Florística IFFSC 422 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor amarela","FURB34532","FURB34532","895","895","Rocha, LCF","2013","05","02","-49.4105556","-27.3605556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:03:57-03","FURB","FURB","32144","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brasilidium","concolor","Brasilidium concolor","(Hook.) F.Barros & V.T.Rodrigues","Korte, A.; Kniess, A.","4757","2010","10","27",NA,"Brasil","Santa Catarina","Major Vieira","Rio da Serra.","-50.4","-26.64",NA,"Florística IFFSC 847 (Epífita) Habitat: Floresta Ombrófila Mista; Estágio Avançado - explorado; interior do fragmento Habito: epífita; flor amarela","FURB34533","FURB34533","1009","1009","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"-50.4000000","-26.6400000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:03:57-03","FURB","FURB","36859","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brasilidium","concolor","Brasilidium concolor","(Hook.) F.Barros & V.T.Rodrigues","Gasper, A.L. de; Salino, A. & Meyer, L.","2938","2011","11","12",NA,"Brasil","Santa Catarina","Bom Retiro","Campo Novo - acesso alternativo ao Campo dos Padres.","-49.3197223","-27.8672223",NA,"Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Mista; Estágio Avançado; mata ciliar Habito: epífita; flor amarela","FURB34535","FURB34535","1203","1203","Kassner-Filho, A","2011","11","29","-49.3197223","-27.8672223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-08 08:54:23-03","FURB","FURB","39664","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W.Chase & N.H.Williams","Caetano, J.O.",NA,"2012","01","17",NA,"Brasil","Santa Catarina","Doutor Pedrinho","terreno de Norival Werlich.","-49.5225","-26.7736111",NA,NA,"FURB35857","FURB35857","914","914","Meneguzzo, T.E.C.","2017","08","03","-49.5225000","-26.7736111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-10-14 10:04:09-03","FURB","FURB","61653","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W.Chase & N.H.Williams","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","3779","2018","01","22",NA,"Brasil","Santa Catarina","Agrolândia",NA,"-49.7705556","-27.54",NA,"cultivada em casa de vegetação, com floração em 20/10/2018; flor amarela Habitat: interior da unidade amostral Habito: Epífita","FURB61653","FURB61653","915","915","Kassner-Filho, A.","2018","01","28","-49.7705556","-27.5400000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-16 17:50:18-03","UCS","HUCS","19000","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W. Chase & N.H.Williams","Wasum, R.A.","1187","2001","10","21",NA,"Brasil","Rio Grande do Sul","São Grancisco de Pula","RS-235",NA,NA,NA,"sobre troncos-interior da mata",NA,NA,"830","830","Castro, J.B.","2017","05","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-16 17:50:18-03","UCS","HUCS","3401","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W. Chase & N.H.Williams","Rossato, M.","s.n.","1987","10","29",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Campus UCS","-51.1794013977051","-29.1681003570557",NA,"epífita- na mata",NA,NA,"750","750","Castro, J.B.","2017","05","25",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-16 17:50:18-03","UCS","HUCS","9587","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W. Chase & N.H.Williams","Jasper, A.","s.n.","1991","09","18",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Campus UCS","-51.1794013977051","-29.1681003570557",NA,"epífita em bosque, com presença de Araucaria",NA,NA,"750","750","Castro, J.B.","2017","05","25",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-16 17:50:18-03","UCS","HUCS","2285","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W. Chase & N.H.Williams","Wasum, R.A.","s.n.","1986","11","08",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,"epífita na mata",NA,NA,"1000","1000","Castro, J.B.","2017","05","25",NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-16 17:50:18-03","UCS","HUCS","35465","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W. Chase & N.H.Williams","Maboni, S.","80","2009","10","11",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico","-51.1794013977051","-29.1681003570557",NA,"sobre tronco, na mata da represa São paulo",NA,NA,"780","780","Castro, J.B.","2017","05","25",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-16 17:50:18-03","UCS","HUCS","35126","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W. Chase & N.H.Williams","Maboni, S.","75","2009","10","05",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico","-51.1794013977051","-29.1681003570557",NA,"sobre tronco fino, na mata, ao lado da represa são",NA,NA,"780","780","Castro, J.B.","2017","05","25",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-16 17:50:18-03","UCS","HUCS","35598","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W. Chase & N.H.Williams","Magrini, S.","53","2009","10","14",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Mato Sanvito","-51.1794013977051","-29.1681003570557",NA,"epífita-no interior da mata",NA,NA,"780","780","Castro, J.B.","2017","05","24",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-16 17:50:18-03","UCS","HUCS","35599","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W. Chase & N.H.Williams","Ferreira, M.T.","57","2009","10","11",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Mato Sanvitto","-51.1794013977051","-29.1681003570557",NA,"epífita-no interior da mata",NA,NA,"780","780","Castro, J.B.","2017","05","24",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-16 17:50:18-03","UCS","HUCS","35560","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W. Chase & N.H.Williams","Magrini, S.","39","2009","10","10",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Mato Sanvitto","-51.1794013977051","-29.1681003570557",NA,"epífita-no interior da mata",NA,NA,"780","780","Castro, J.B.","2017","05","25",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-16 17:50:18-03","UCS","HUCS","2071","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W. Chase & N.H.Williams","Wasum, R.A.","s.n.","1986","10","05",NA,"Brasil","Rio Grande do Sul","Flores da Cunha","Otávio Rocha","-51.1817016601562","-29.0289001464844",NA,"epífita na mata",NA,NA,NA,NA,"Castro, J.B.","2017","05","25",NA,NA,"18321","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-16 17:50:18-03","UCS","HUCS","8023","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W. Chase & N.H.Williams","Wasum, R.A.","s.n.","1989","10","29",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Santa Lucia do Piai","-51.1794013977051","-29.1681003570557",NA,"sobre troncos- interior da mata",NA,NA,"800","800","Castro, J.B.","2017","05","25",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-16 17:50:18-03","UCS","HUCS","32385","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W. Chase & N.H.Williams","Daneluz, F.","15","2016","09","08",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Santa Lucia Piai","-51.1794013977051","-29.1681003570557",NA,"tronco de árvore",NA,NA,NA,NA,"Castro, J.B.","2017","05","25",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-16 17:50:18-03","UCS","HUCS","492","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W. Chase & N.H.Williams","Wasum, R.A.","s.n.","1984","10","21",NA,"Brasil","Rio Grande do Sul","Farroupilha","São José","-51.3478012084961","-29.2250003814697",NA,"sobre tronco de árvore",NA,NA,NA,NA,"Castro, J.B.","2017","05","25",NA,NA,"19545","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-03-16 17:04:18-03","UNEMAT","HERBAM","15142","S","Plantae",NA,NA,"Orchidaceae","Cohniella","cebolleta","Cohniella cebolleta","(Jacq.) Christenson","Oliveira, P.V.; Ferreira, J. & Godói, H.N.L.","7051Equipe","2015","08","03",NA,"Brasil","Mato Grosso","Itaúba","Resgate de FLORA da UHE Colíder. Lote F de supress","-55.2764015197754","-11.0616998672485",NA,NA,"HERBAM015142",NA,NA,NA,"Engels, ME; Ca","2016",NA,NA,NA,NA,"111180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-03-16 12:49:27-03","UNEMAT","HERBAM","8495","S","Plantae",NA,NA,"Orchidaceae","Cohniella","cebolleta","Cohniella cebolleta","(Jacq.) Christenson","Soares, C.R.A.; Matos, D.L.; Moura, V.A.; Benetti, E.; Leonardo, C.N.; Gusmão, E. & Melo, J.B.M.","Rosa 1576482","2012","05","28",NA,"Brasil","Mato Grosso","Paranaíta","Terra Firme.","-56.782222","-9.353333",NA,NA,"HERBAM008495",NA,"241","241","Petini-Benelli, A","2012","05","28","-56.782222","-9.353333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-03-16 12:49:27-03","UNEMAT","HERBAM","8495","S","Plantae",NA,NA,"Orchidaceae","Cohniella","cebolleta","Cohniella cebolleta","(Jacq.) Christenson","Soares, C.R.A.; Matos, D.L.; Moura, V.A.; Benetti, E.; Leonardo, C.N.; Gusmão, E. & Melo, J.B.M.","Rosa 1576482","2012","05","28",NA,"Brasil","Mato Grosso","Paranaíta","Terra Firme.","-56.782222","-9.353333",NA,NA,"HERBAM008495",NA,"241","241","Petini-Benelli, A","2012","05","28","-56.782222","-9.353333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-03-16 12:49:27-03","UNEMAT","HERBAM","8391","S","Plantae",NA,NA,"Orchidaceae","Cohniella","cebolleta","Cohniella cebolleta","(Jacq.) Christenson","Soares, C.R.A.; Petini-Benelli, A.; Rodrigues, C.; Moura, V.A.; Silvino, L.; Oliveira, O.F. & Ro","Triag. 2406377","2012","05","18",NA,"Brasil","Pará","Jacareacanga","Terra Firme.","-56.772778","-9.345556",NA,NA,"HERBAM008391",NA,"188","188","Petini-Benelli, A","2012","05","18","-56.772778","-9.345556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-03-16 12:49:27-03","UNEMAT","HERBAM","8511","S","Plantae",NA,NA,"Orchidaceae","Cohniella","cebolleta","Cohniella cebolleta","(Jacq.) Christenson","Soares, C.R.A.; Petini-Benelli, A.; Rodrigues, C.; Moura, V.A.; Silvino, L.; Oliveira, O.F. & Ro","Triag. 2636498","2012","05","29",NA,"Brasil","Mato Grosso","Paranaíta","Terra Firme.","-56.779444","-9.353611",NA,NA,"HERBAM008511",NA,"189","189","Petini-Benelli, A","2012","05","29","-56.779444","-9.353611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-03-16 12:49:27-03","UNEMAT","HERBAM","8391","S","Plantae",NA,NA,"Orchidaceae","Cohniella","cebolleta","Cohniella cebolleta","(Jacq.) Christenson","Soares, C.R.A.; Petini-Benelli, A.; Rodrigues, C.; Moura, V.A.; Silvino, L.; Oliveira, O.F. & Ro","Triag. 2406377","2012","05","18",NA,"Brasil","Pará","Jacareacanga","Terra Firme.","-56.772778","-9.345556",NA,NA,"HERBAM008391",NA,"188","188","Petini-Benelli, A","2012","05","18","-56.772778","-9.345556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-02-25 16:14:58-03","UNEMAT","HERBAM","15502","S","Plantae",NA,NA,"Orchidaceae","Cohniella","cebolleta","Cohniella cebolleta","(Jacq.) Christenson","Engels, M.E.","842614Copel8","2014","08","28",NA,"Brasil","Mato Grosso","Itaúba","Resgate de FLORA da UHE Colíder. Lote C de supress","-55.2764015197754","-11.0616998672485",NA,NA,"HERBAM015502",NA,NA,NA,"Engels, ME","2014",NA,NA,NA,NA,"111180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-03-16 12:49:27-03","UNEMAT","HERBAM","8511","S","Plantae",NA,NA,"Orchidaceae","Cohniella","cebolleta","Cohniella cebolleta","(Jacq.) Christenson","Soares, C.R.A.; Petini-Benelli, A.; Rodrigues, C.; Moura, V.A.; Silvino, L.; Oliveira, O.F. & Ro","Triag. 2636498","2012","05","29",NA,"Brasil","Mato Grosso","Paranaíta","Terra Firme.","-56.779444","-9.353611",NA,NA,"HERBAM008511",NA,"189","189","Petini-Benelli, A","2012","05","29","-56.779444","-9.353611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-03-16 12:49:27-03","UNEMAT","HERBAM","8507","S","Plantae",NA,NA,"Orchidaceae","Cohniella","cebolleta","Cohniella cebolleta","(Jacq.) Christenson","Soares, C.R.A.; Petini-Benelli, A.; Rodrigues, C.; Moura, V.A.; Silvino, L.; Oliveira, O.F. & Ro","Triag. 2596494","2012","05","29",NA,"Brasil","Mato Grosso","Paranaíta","Afloramento rochoso.","-56.7825","-9.347222",NA,NA,"HERBAM008507",NA,"239","239","Petini-Benelli, A","2012","05","29","-56.7825","-9.347222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-03-16 12:49:27-03","UNEMAT","HERBAM","8507","S","Plantae",NA,NA,"Orchidaceae","Cohniella","cebolleta","Cohniella cebolleta","(Jacq.) Christenson","Soares, C.R.A.; Petini-Benelli, A.; Rodrigues, C.; Moura, V.A.; Silvino, L.; Oliveira, O.F. & Ro","Triag. 2596494","2012","05","29",NA,"Brasil","Mato Grosso","Paranaíta","Afloramento rochoso.","-56.7825","-9.347222",NA,NA,"HERBAM008507",NA,"239","239","Petini-Benelli, A","2012","05","29","-56.7825","-9.347222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-08-16 08:40:23-03","UTFPR","HCF","8259","S","Plantae",NA,NA,"Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W.Chase & N.H.Williams","M.G. Caxambu","2729","2009","10","16",NA,"Brasil","PR","Ponta Grossa","Arredores","-49.928472","-25.183056",NA,"erva epífita, semi-ciófila. Flores amarelas. Forófito: Araucaria angustifolia (Bert.) O.Kuntze",NA,NA,"1023","1023","M.G. Caxambu","2011","11","20","49°55'42,5 W","25°10'59 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-10-23 16:52:50-03","UTFPR","HCF","31035","S","Plantae",NA,NA,"Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W.Chase & N.H.Williams","M.G. Caxambu","9150","2020","09","24",NA,"Brasil","PR","Reserva do Iguaçu","Estação Ecológica Municipal Francisco","-51.8335","-25.927806",NA,"erva epífita, ciófila. Flores com cálice verde e corola amarela.",NA,NA,"916","916","M.G. Caxambu","2020","10","23","51°50'00,6 W","25°55'40,1 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-07 11:51:18-03","UFSM","SMDB","6648","S","Plantae",NA,NA,"Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) C. Koch.","Breier, TB","0s.n.0","1998","11","09",NA,"Brasil","Rio Grande do Sul","Itaára","Centro Tabor","-53.7647018432617","-29.6096992492676",NA,NA,"SMDB006648",NA,NA,NA,"Breier, TB",NA,NA,NA,NA,NA,"17818","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:38:21-03","MBM","MBM","403822","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cohniella","cebolleta","Cohniella cebolleta","(Jacq.) Christenson","Engels, M.E.","3942","2015","08","09","Southern America","Brazil","Mato Grosso","Itaúba","Resgate da Flora da UHE Colíder, Lote G de supressão, próximo ao Rio Renato e balsa","-55.305556","-11.093333",NA,"Epífita. Folhas cilíndricas, verdes com pintas acastanhadas. Flores com pétalas e sépalas amarelas pintalgadas de castanho. Labelo amarelo.; Floresta do Planalto dos Parecís, região de ecótono entre a Floresta Amazônica e Cerrado.","MBM403822","MBM403822","272","272","Engels, M.E.","2015","08","09","-55.305556","-11.093333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:38:39-03","MBM","MBM","115880","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta sprucei","Lindl.","Hatschbach, G.","50408","1986","06","15","Southern America","Brazil","Minas Gerais","Itaobim","Itaobim, rodovia para Almendora","-41.5032997131348","-16.5617008209229",NA,NA,"MBM115880","MBM115880",NA,NA,"Ghillány, A.",NA,NA,NA,NA,NA,"19493","auto",NA,NA,"sprucei",NA,NA,NA,NA,NA
"92","2020-12-21 16:38:39-03","MBM","MBM","62742","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","Hatschbach, G.","42260","1979","07","11","Southern America","Brazil","Goiás","Flor de Goiás","Rio Paraím",NA,NA,NA,NA,"MBM062742","MBM062742",NA,NA,"Barros, F. de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:38:39-03","MBM","MBM","12720","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","Hatschbach, G.","21934","1969","07","17","Southern America","Brazil","Mato Grosso do Sul","Aquidauana","Fazenda Santa Cruz","-55.7872009277344","-20.4710998535156",NA,NA,"MBM012720","MBM012720",NA,NA,"Pabst, G.",NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:38:39-03","MBM","MBM","32087","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","35048","1974","09","22","Southern America","Brazil","Mato Grosso","Alto Araguaia","Ribeirão Claro","-53.2153015136719","-17.3146991729736",NA,NA,"MBM032087","MBM032087",NA,NA,"Pabst, G.",NA,NA,NA,NA,NA,"100273","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:38:39-03","MBM","MBM","99597","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","49122","1985","03","16","Southern America","Brazil","Mato Grosso do Sul","Antônio João","Campestre","-55.9474983215332","-22.1910991668701",NA,NA,"MBM099597","MBM099597",NA,NA,"Guillány, A.",NA,NA,NA,NA,NA,"38814","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:38:39-03","MBM","MBM","95027","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","concolor","Oncidium concolor ottonis","(Schltr.) Pabst","Kummrow, R.","2502","1984","11","08","Southern America","Brazil","Paraná","Piraquara","Roça Nova","-49.0633010864258","-25.4416999816895",NA,NA,"MBM095027","MBM095027",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,"12577","auto",NA,NA,"ottonis",NA,NA,NA,NA,NA
"97","2020-12-21 16:38:39-03","MBM","MBM","188456","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","concolor","Oncidium concolor ottonis","(Schltr.) Pabst","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","1545","1995","10","05","Southern America","Brazil","Paraná","Ponta Grossa","Itaiacoca","-50.1618995666504","-25.0949993133545",NA,NA,"MBM188456","MBM188456",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,"46557","auto",NA,NA,"ottonis",NA,NA,NA,NA,NA
"98","2020-12-21 16:38:39-03","MBM","MBM","48930","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","concolor","Oncidium concolor","Hook.","Hatschbach, G.","14926","1966","10","16","Southern America","Brazil","Paraná","Porto Vitória","Porto Vitória","-51.2317008972168","-26.1611003875732",NA,NA,"MBM048930","MBM048930",NA,NA,"Pabst, G.",NA,NA,NA,NA,NA,"23747","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:38:39-03","MBM","MBM","105339","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","concolor","Oncidium concolor ottonis","(Schltr.) Pabst","Oliveira, P.I.","959","1985","10","04","Southern America","Brazil","Paraná","São José dos Pinhais","Cotia","-49.2064018249512","-25.5347003936768",NA,NA,"MBM105339","MBM105339",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,"45291","auto",NA,NA,"ottonis",NA,NA,NA,NA,NA
