"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","individualCount","class","fieldNumber","sex"
"48","2020-09-12 05:00:02-03","US","US","1403585","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M. King & H. Rob.",NA,"A. Regnell","III703*","1876","12","8","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US01649903","US01649903_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"49","2020-09-12 05:00:02-03","US","US","3491960","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M. King & H. Rob.",NA,"R. Romero & J. N. Nakajima","1453","1994","12","6","South America - Neotropics","Brazil","Minas Gerais",NA,"Próxima da guarita de Sacramento, Parna Serra da Canastra, Sacramento",NA,NA,NA,NA,"US01649901","US01649901_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"50","2020-09-12 05:00:02-03","US","US","2922569","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M. King & H. Rob.",NA,"R. M. King & L. E. Bishop","8549","1981","1","18","South America - Neotropics","Brazil","Minas Gerais",NA,"10 Km S of Diamantina from road to 8 Km W.",NA,NA,NA,NA,"US01649895","US01649895_01",NA,NA,NA,NA,"1097","1219",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"51","2020-09-12 05:00:02-03","US","US","2922570","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M. King & H. Rob.",NA,"R. M. King & L. E. Bishop","8548A","1981","1","18","South America - Neotropics","Brazil","Minas Gerais",NA,"10 Km S of Diamantina from road to 8 Km W.",NA,NA,NA,NA,"US01649898","US01649898_01",NA,NA,NA,NA,"1097","1219",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"52","2020-09-12 05:00:02-03","US","US","3347166","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M. King & H. Rob.",NA,"E. Tameirão Neto & M. Werneck","1297","1994","11","22","South America","Brazil",NA,NA,"Perdizes - MG",NA,NA,NA,NA,"US01649900","US01649900_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"53","2020-09-12 05:00:02-03","US","US","1197243","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M. King & H. Rob.",NA,"E. W. D. Holway & M. M. Holway","1336","1921","11","25","South America - Neotropics","Brazil","Minas Gerais",NA,"Bello Horizonte",NA,NA,NA,NA,"US01649897","US01649897_01",NA,NA,NA,NA,"1200",NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"54","2020-09-12 05:00:02-03","US","US","1690500","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M. King & H. Rob.",NA,"L. Riedel","1714","1833","11",NA,"South America","Brazil",NA,NA,"In campis Muzy [interpreted]",NA,NA,NA,NA,"US01649896","US01649896_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"55","2020-09-02 16:21:15-03","Cenargen","CEN","35350","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M.King & H.Rob.","E. K. O. Hattori","João Marcelo de Rezende","254","1995","11","24",NA,"Brasil","DF","BRASILIA","Parque Boca da Mata.","-47.9296989440918","-15.7797002792358","Exsicatas","O pendão da planta é roxo e esta cor se escurece quanto mais para o ápice. As brácteas das inflorescências são roxas-escuras. Os estigmas são brancos. Folhas membranáceas caldulosas.","CEN00035350","CEN00035350","2010","02","70570","auto","1150","1150",NA,NA,NA,NA,"-1586667.0","2",NA,NA,NA
"56","2020-10-16 10:36:07-03","UFG","HJ","4732","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Aristônio Magalhães Teles","Souza, L.F.; Pereira, F.C.","4272","2009","11","07",NA,"Brasil","Goiás","Jataí","Fazenda Boa Vista.","-52.078611","-17.97",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00004732",NA,NA,NA,NA,NA,"867","867",NA,NA,NA,"52º4'43''W","17º58'12''S",NA,NA,NA,NA
"57","2019-06-05 10:33:11-03","UFG","HJ","7983","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Luzia Francisca de Souza","Souza, L.F.; Pereira, F.C.","5925","2014","05","17",NA,"Brasil","Goiás","Jataí","Assentamento Rio Paraíso","-51.546111","-17.748611",NA,"Covoal / varjão","HJ00007983",NA,"2014","05",NA,NA,"820","820",NA,"17",NA,"51º32'46''W","17º44'55''S",NA,NA,NA,NA
"58","2020-10-16 10:36:07-03","UFG","HJ","4739","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Aristônio Magalhães Teles","Souza, L.F.; Pereira, F.C.","4250","2009","11","07",NA,"Brasil","Goiás","Jataí","Fazenda Boa Vista.","-52.078611","-17.97",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00004739",NA,NA,NA,NA,NA,"867","867",NA,NA,NA,"52º4'43''W","17º58'12''S",NA,NA,NA,NA
"59","2020-10-16 10:36:07-03","UFG","HJ","8248","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Aristônio Magalhães Teles","Souza, L.F.; Pereira, F.C.","4642","2011","02","03",NA,"Brasil","Goiás","Jataí","Fazenda Boa Vista","-52.078889","-17.970833",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00008248",NA,NA,NA,NA,NA,"873","873",NA,NA,NA,"52º4'44''W","17º58'15''S",NA,NA,NA,NA
"60","2019-06-05 10:33:11-03","UFG","HJ","7907","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Luzia Francisca de Souza","Souza, L.F.; Pereira, F.C.","5649","2013","05","19",NA,"Brasil","Goiás","Jataí","Fazenda Boa Vista","-52.082778","-17.97",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00007907",NA,"2013","05",NA,NA,"870","870",NA,"19",NA,"52º4'58''W","17º58'12''S",NA,NA,NA,NA
"61","2020-10-16 10:36:07-03","UFG","HJ","7034","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Aristônio Magalhães Teles","Souza, L.F.; Pereira, F.C.","4756","2012","04","04",NA,"Brasil","Goiás","Jataí","Fazenda Boa Vista.","-52.078889","-17.970833",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00007034",NA,NA,NA,NA,NA,"873","873",NA,NA,NA,"52º4'44''W","17º58'15''S",NA,NA,NA,NA
"62","2020-10-16 10:36:07-03","UFG","HJ","4735","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Aristônio Magalhães Teles","Souza, L.F.; Pereira, F.C.","4306","2009","11","07",NA,"Brasil","Goiás","Jataí","Fazenda Boa Vista.","-52.078611","-17.97",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00004735",NA,NA,NA,NA,NA,"867","867",NA,NA,NA,"52º4'43''W","17º58'12''S",NA,NA,NA,NA
"63","2020-10-16 10:36:07-03","UFG","HJ","4759","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Aristônio Magalhães Teles","Souza, L.F.; Pereira, F.C.","4304","2009","11","07",NA,"Brasil","Goiás","Jataí","Fazenda Boa Vista","-52.078611","-17.97",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00004759",NA,"2014","10",NA,NA,"867","867",NA,"20",NA,"52º4'43''W","17º58'12''S",NA,NA,NA,NA
"64","2020-10-16 10:36:07-03","UFG","HJ","4729","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Aristônio Magalhães Teles","Souza, L.F.; Pereira, F.C.","4279","2009","11","07",NA,"Brasil","Goiás","Jataí","Fazenda Boa Vista.","-52.078611","-17.97",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00004729",NA,NA,NA,NA,NA,"867","867",NA,NA,NA,"52º4'43''W","17º58'12''S",NA,NA,NA,NA
"65","2020-10-16 10:36:07-03","UFG","HJ","7043","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Aristônio Magalhães Teles","Souza, L.F.; Pereira, F.C.","4813","2011","06","11",NA,"Brasil","Goiás","Jataí","Fazenda Boa Vista.","-52.743611","-17.970833",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00007043",NA,NA,NA,NA,NA,"873","873",NA,NA,NA,"52º44'37''W","17º58'15''S",NA,NA,NA,NA
"66","2021-03-15 18:25:29-03","USP","SPF","152805","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Pirani, JR","Pirani, JR","5088","2002","06","09",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro, MG-010, km 118 (atual 125), APA Morro da Pedreira, grande afloramento rochoso dominado por velóziaceas dracenóides (Vellozia piresiana e V. compacta).","-43.558056","-19.263611",NA,"Erva com sistema subterrâneo espessado, em solo arenoso ao sol. Brácteas involucrais atro-arroxeadas e levemente esverdeadas. Flores com corola e estiletes lilás intenso.","SPF00152805",NA,"2002",NA,NA,NA,"1309","1309",NA,NA,NA,"-43.558056","-19.263611",NA,NA,NA,NA
"67","2021-03-15 18:25:29-03","USP","SPF","207735","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Oliveira, CT","Pirani, JR; Cordeiro, I; Loeuille, B; Keeley, S","6012","2009","07","12",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, APA do Morro da Pereira, rodovia Belo Horizonte - Conceição do Mato Dentro (MG010), Alto do Palácio, elevação próximo à Estátua do Velho Juca.","-43.533333","-19.25",NA,"Ervas viscosas, heliófilas, em solo arenoso de campo rupestre. Brácteas involucrais e pedúnculo atropurpúreos. Flores lilases.; Campo rupestre, brejo e mata montana.","SPF00207735",NA,"2014","05",NA,NA,"1230","1230",NA,NA,NA,"-43.533333","-19.25",NA,NA,NA,NA
"68","2021-03-15 18:25:29-03","USP","SPF","209440","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Antar, GM","Antar, GM; Escaramai, M; Kubo, MT; Sano, PT; Baleeiro, P","40","2012","07","04",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Trilha do Travessão.","-43.524444","-19.331083",NA,"Sub-arbusto ca. 30 cm de altura. Escapo da inflorescência vináceo, brácteas da inflorescência vináceas. Estilete e corola arroxeados.","SPF00209440",NA,"2012","08",NA,NA,"1100","1100",NA,NA,NA,"-43.524444","-19.331083",NA,NA,NA,NA
"69","2021-03-15 18:25:29-03","USP","SPF","218106","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Pena, MA","Pena, MA","210","2007","05","29",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 118 da rodovia MG 010. Próximo à estátua do Juquinha.","-43.550556","-19.261389",NA,"Erva ca. 20 cm alt. Brácteas verdes com tricomas avermelhados. Pedúnculo com tricomas, flores roxas.","SPF00218106",NA,"2009",NA,NA,NA,"1326","1326",NA,NA,NA,"-43.550556","-19.261389",NA,NA,NA,NA
"70","2021-03-15 18:25:29-03","USP","SPF","218689","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Pena, MA","Pena, MA","901","2008","05","16",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 108 da rodovia MG 010, lado direito, sentido Morro do Pilar.","-43.588333","-19.284444",NA,"Erva. Folhas pilosas. Ramo e tricomas verde-vináceo. Brácteas verdes. Flor rosa.","SPF00218689",NA,"2009",NA,NA,NA,"1260","1260",NA,NA,NA,"-43.588333","-19.284444",NA,NA,NA,NA
"71","2021-03-15 18:25:29-03","USP","SPF","218767","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Loeuille, B","Pena, MA","435","2007","07","08",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 118 da rodovia MG 010, lado direito, sentido Morro do Pilar. Próximo à estátua do Juquinha.","-43.551944","-19.261111",NA,"Erva. Ramo e brácteas vináceas. Flores lilás.","SPF00218767",NA,"2007","08",NA,NA,"1370","1370",NA,NA,NA,"-43.551944","-19.261111",NA,NA,NA,NA
"72","2021-03-15 18:25:29-03","USP","SPF","218768","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Loeuille, B","Pena, MA","375","2007","07","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 118 da rodovia MG 010. Próximo à estátua do Juquinha.","-43.550556","-19.261389",NA,"Ramo e capítulo vináceos. Flores lilás.","SPF00218768",NA,"2007","08",NA,NA,"1326","1326",NA,NA,NA,"-43.550556","-19.261389",NA,NA,NA,NA
"73","2021-03-15 18:25:29-03","USP","SPF","218769","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Loeuille, B","Pena, MA","418","2007","07","08",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 118 da rodovia MG 010. Próximo à estátua do Juquinha.","-43.550556","-19.261389",NA,"Erva. Haste e brácateas pilosas vináceas. Flores lilás.","SPF00218769",NA,"2007","08",NA,NA,"1326","1326",NA,NA,NA,"-43.550556","-19.261389",NA,NA,NA,NA
"74","2021-03-15 18:25:29-03","USP","SPF","218770","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Pena, MA","Pena, MA","875","2008","05","16",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 113 da rodovia MG 010, lado direito, sentido Morro do Pilar. Próximo à Pedra do Elefante.","-43.560833","-19.456389",NA,"Erva. Ramo e brácteas verde levemente vináceos, pilosos.","SPF00218770",NA,"2009",NA,NA,NA,"1226","1226",NA,NA,NA,"-43.560833","-19.456389",NA,NA,NA,NA
"75","2021-03-15 18:25:29-03","USP","SPF","78052","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Roque, N","Roque, N","CFSC13052","1993","05","01",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Parque Nacional da Serra do Cipó, caminho rumo à população de Vellozia gigantea além da Base do IBAMA do Palácio. Campo limpo, de cimeira.","-43.7144012451172","-19.1688995361328",NA,"Erva 20 cm, em solo arenoso. Escapo e brácteas involucrais arroxeados; flores com corola e estigmas lilás.","SPF00078052",NA,"1996","12","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 18:25:29-03","USP","SPF","220186","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Escaramai, M","Escaramai, M","61","2012","07","05",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Trilha para a Cachoeira da Capivara.","-43.7144012451172","-19.1688995361328",NA,"Erva. Caule e folhas com tricomas. Inflorescência de aspecto roxo.; Solo areno-pedregoso. Campo.","SPF00220186",NA,"2013",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-04 11:15:06-03","UEFS","HUEFS","192929","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.",NA,"Quaresma, A.S.","262","2011","12","14",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Chapada do Couto, logo após a bifurcação para o Covão.","-43.6002998352051","-18.2493991851807",NA,"Campo rupestre.","HUEFS0192929","HUEFS0192929",NA,NA,"101169","auto","1327","1327",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA
"78","2018-05-14 17:00:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius",NA,"RRC ID Flag","R. Romero","3168","1995","11","20","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","3168",NA
"79","2018-05-14 16:52:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius",NA,"RRC ID Flag","R. Romero","1502","1994","12","8","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","1502",NA
"80","2019-05-06 11:53:20-03","UFU","HUFU","48375","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Bernardes, P.H.N.; Nakajima, J.N.; Melo, K.B.S.; Castro, W.S. & Oliveira, A.L.F.","177","2007","05","22",NA,"Brasil","Minas Gerais","Capitólio","Região de Furnas, Estrada para pedreira, próximo a cachoeira da rodovia.","-46.0499992370605","-20.6152992248535",NA,"Subarbusto, ac. 0,3 m. Brácteas involucrais verde-nigrescentes, corola e estigma púrpura.; Campo rupestre.","HUFU00057913","HUFU00057913","2016","03","29474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-05-06 11:53:20-03","UFU","HUFU","31219","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Mendes, S.; Oliveira, A.P.; Yamamoto, M. & Duarte, P.C.","396","2002","12","20",NA,"Brasil","Minas Gerais","Perdizes","Perdizes, Céu cavalo, Estação Ambiental Galheiro","-47.2928009033203","-19.3528003692627",NA,"Herbácea, cerca de 0,4m. Brácteas verdes, influorescência lilás.; cerrado","HUFU00046366","HUFU00046366","2016","03","45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-05-06 11:53:20-03","UFU","HUFU","68942","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Roque, N.","Roque, N.; Pirani, J.R.","13052","1993","05","01",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Caminho rumo à população de Vellozia gigantea além da Base do IBAMA do Palácio.","-43.7144012451172","-19.1688995361328",NA,"Erva 20 cm alt. em solo arenoso. Escapo e bráteos involucrais arroxeados; flores com corola e estigmas lilás.; Campo Limpo, de cimeira.","HUFU00070742","HUFU00070742","1996","12","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-11-27 11:33:12-03","UFU","HUFU","73358","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Roque, N.","Simão-Bianchini, R.; Bianchini, S.","12792","1991","06","02",NA,"Brasil","Minas Gerais","Santana do Riacho","Rodovia Belo Horizonte-Conceição do Mato Dentro, Alto do Palácio","-43.7144012451172","-19.1688995361328",NA,"Erva em solo arenoso. Inflorescências com invólucro verde, margem e ápice vináceo, flores lilás.","HUFU00070101",NA,"1996","12","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-05-06 11:53:20-03","UFU","HUFU","68945","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Pirani, J.R.; Parra, L.R.; Coffani-Nunes, J.V.; Campos, M.T.V.A. & Sano, P.T.","12714","1991","09","01",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Fazenda Palácio Próximo ao campo de campo de Paephalanthus Bromelioides, próximo à Rodovia Belo Horizonte-Conceição do Mato Dentro vide suplemento.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto entre rochas no solo arenoso. Ramos da iflorescência vináceos. Flores rosas com brácteas vináceas Papus alvos.; Campo.","HUFU00070597","HUFU00070597","1998",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-05-06 11:53:20-03","UFU","HUFU","10480","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.","3128","1995","11","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Chapadão do Diamante","-46.3657989501953","-20.2453002929688",NA,"Herbáceo, ca. 0,25 m. Brácteas vinho, corola com tubo de vinho, lacínios róseos, estigmas róseos.; Campo rupestre.","HUFU00057902","HUFU00057902","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-05-06 11:53:20-03","UFU","HUFU","10356","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.","3063","1995","11","18",NA,"Brasil","Minas Gerais","São Roque de Minas","Guarita de Sacramento","-46.3657989501953","-20.2453002929688",NA,"Herbáceo, ca. 0,8 m. Brácteas verdes, corola e estigmas lilás.; Campo limpo associado a afloramentos rochosos.","HUFU00057897","HUFU00057897","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-05-06 11:53:20-03","UFU","HUFU","10408","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.","3114","1995","11","18",NA,"Brasil","Minas Gerais","São Roque de Minas","Guarita de Sacramento","-46.3657989501953","-20.2453002929688",NA,"Herbáceo, ca. 0,5 m. Brácteas verdes com ápice vinho, corola lilás, estigmas de lilás até branco.; Cerrado após 2 meses de queimada.","HUFU00057904","HUFU00057904","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-05-06 11:53:20-03","UFU","HUFU","5544","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N. & Guilherme, F.A.G.","887","1994","04","16",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,"Herbácea, ca. 0,4 m. Brácteas vinho, corola e estigma rosa claro.; Campo limpo.","HUFU00057900","HUFU00057900","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-05-06 11:53:20-03","UFU","HUFU","30550","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Pacheco, R.A.; Araújo, B.B. & Oliveira, G.C.","339","2002","11","19",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,"Erva, ca. 0,5 m. Brácteas involucrais verdes, cálice creme, corola violácea, estames creme.; Campo rupestre.","HUFU00057911","HUFU00057911","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-05-06 11:53:20-03","UFU","HUFU","30425","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Pacheco, R.A.; Araújo, B.B. & Oliveira, G.C.","451","2002","11","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Campo limpo.","-46.3657989501953","-20.2453002929688",NA,"Erva, ca. 0,3m. Brácteas involucrais verdes, cálice creme corola lilás, estame creme.","HUFU00057909","HUFU00057909","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-05-06 11:53:20-03","UFU","HUFU","15809","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Roque, N.","4637","1997","10","14",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para a Serra da Chapada.","-46.3657989501953","-20.2453002929688",NA,"Herbácea, ca. 0,3 m. Corola com tubo púrpura, lacínias róseas.; Campo limpo, 2 meses após queimada.","HUFU00057898","HUFU00057898","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
