"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","recordNumber","day","continentOcean","locality","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","individualCount"
"1","2021-01-14 15:20:19-03","MN","R","94947","PreservedSpecimen","Plantae","Apocynaceae","Asclepias","langsdorffii","Asclepias langsdorffii","E. Fourn.","Fontella, J.P.","2009","08","24","Galvão, F.R.","1884","02","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","Herbário J. de Saldanha.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-12-21 16:12:19-03","MBM","MBM","14068","PreservedSpecimen","Plantae","Apocynaceae","Asclepias","langsdorffii","Asclepias langsdorffii","Fourn.","Fontella, J.",NA,NA,NA,"Hatschbach, G.","1970","02","Brazil","Mato Grosso","Rio Brilhante",NA,NA,NA,NA,NA,"23646","16","Southern America","Entroncamento","MBM014068","MBM014068",NA,NA,NA,NA,NA,NA
"3","2020-12-21 16:12:19-03","MBM","MBM","25114","PreservedSpecimen","Plantae","Apocynaceae","Asclepias","langsdorffii","Asclepias langsdorffii","Fourn.","Fontella, J.",NA,NA,NA,"Hatschbach, G.","1972","10","Brazil","Paraná","Lapa","-49.7158012390137","-25.7696990966797","49965",NA,"auto","30599","31","Southern America","Johanisdorf","MBM025114","MBM025114",NA,NA,NA,NA,NA,NA
"4","2020-12-21 16:12:19-03","MBM","MBM","16211","PreservedSpecimen","Plantae","Apocynaceae","Asclepias","langsdorffii","Asclepias langsdorffii","Fourn.","Fontella, J.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","1970","11","Brazil","Paraná","Piraí do Sul","-49.948600769043","-24.5261001586914","37171",NA,"auto","25404","17","Southern America","Tijuco","MBM016211","MBM016211",NA,NA,NA,NA,NA,NA
"5","2008-05-27 22:02:00-03","MO","MOBOT","1246754","PreservedSpecimen","Plantae","Apocynaceae","Asclepias","langsdorffii","Asclepias langsdorffii","E. Fourn.","G. Malme",NA,NA,NA,"Émile Hassler","1898","9","Paraguay",NA,NA,NA,NA,NA,NA,NA,"Hassler 4706",NA,"South America","In palude prope Igatimi",NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-09-02 16:19:50-03","Cenargen","CEN","20014","PreservedSpecimen","Plantae","Apocynaceae","Asclepias","langsdorffii","Asclepias langsdorffii","E.Fourn.","J. Fontella","2003","02",NA,"Glocimar Pereira-Silva","1993","08","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","Estames e anteras branca.","auto","1736","26",NA,"Reserva Ecológica do Guará.","CEN00020014","CEN00020014 CEN00020014_1","-4796667.0","-1580000.0","1035","1035","Exsicatas","4"
"7","2021-03-15 18:24:30-03","USP","SPF","19435","PreservedSpecimen","Plantae","Apocynaceae","Asclepias","langsdorffii","Asclepias langsdorffii","E.Fourn.","Rapini, A","2008",NA,NA,"Hatschbach, G","1970","11","Brasil","Paraná","Piraí do Sul","-49.948600769043","-24.5261001586914","37171","Ereto, no brejo. Lacticifera, flor creme.","auto","25404","17",NA,"Tijuco Preto.","SPF00019435",NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 18:24:30-03","USP","SPF","13918","PreservedSpecimen","Plantae","Apocynaceae","Asclepias","langsdorffii","Asclepias langsdorffii","E.Fourn.","Fontella Pereira, J","2000","02","13","Hoehne, W","1951","10","Brasil","São Paulo","Jales","-50.5400009155273","-20.2600002288818","16486","Herbáceo no brejo ao sol. Flores alvas e perfumadas.","auto","s.n.","29",NA,"Pastos do Pontal.","SPF00013918","SPF00013918",NA,NA,NA,NA,NA,NA
"9","2017-09-11 16:26:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apocynaceae","Asclepias","langsdorffii","Asclepias langsdorffii","E.Fourn.",NA,NA,NA,NA,"Langsdorff, GH (Baron)",NA,NA,"Brazil","São Paulo","Jundiaí","-46.883333","-23.183333",NA,NA,NA,"s.n.Herb,",NA,"Southern America","IBB/Jundiaí, SP, In pratis humidis prope Jundiahy.",NA,NA,"-46.883333","-23.183333",NA,NA,NA,NA
