"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","typeStatus","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"50","2019-08-27 13:32:08-03","IAP","PACA-AGP","70049","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L. B. Sm.","Falkenberg","Klein","8205","1969","02","14","Brasil","SC","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA070049",NA,"1987",NA,NA,"Magnoliophyta","Rosales",NA,NA,NA,"Habitat: caapoeira","27000","auto","Magnoliatae",NA,NA,NA,NA,NA
"51","2019-08-27 13:32:08-03","IAP","PACA-AGP","65397","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L. B. Sm.","Smith","Klein","933","1954","12","27","Brasil","SC","Ibirama","Horto Florestal INPI.","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"PACA065397",NA,"1956",NA,NA,"Magnoliophyta","Rosales",NA,NA,NA,"HBR 10465 Ecossistema: Mata Atlântica","18533","auto","Magnoliatae",NA,NA,NA,NA,NA
"52","2019-08-27 13:32:08-03","IAP","PACA-AGP","65398","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L. B. Sm.","Smith","Reitz, R.","2351","1955","01","07","Brasil","SC","Itajaí","Luis Alves p. Braço Joaquim","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"PACA065398",NA,"1956",NA,NA,"Magnoliophyta","Rosales",NA,NA,NA,"HBR 10464 Ecossistema: Mata Atlântica","27253","auto","Magnoliatae",NA,NA,NA,NA,NA
"53","2019-08-27 13:32:08-03","IAP","PACA-AGP","65396","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L. B. Sm.","Smith","Klein","915","1954","12","14","Brasil","SC","Itajaí","Luis Alves p. Braço Joaquim","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"PACA065396",NA,"1956",NA,NA,"Magnoliophyta","Rosales",NA,NA,NA,"HBR 10466 Ecossistema: Mata Atlântica","27253","auto","Magnoliatae",NA,NA,NA,NA,NA
"54","2021-04-07 11:42:22-03","UFMS","CGMS","43883","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","E. Barbosa; J. Cordeiro","M.G. Caxambu","4047","2012","04","28","Brasil","São Paulo","Pariqueira-Açu","Propriedade do Sr. Flávio.","-47.8516667","-24.8025","-47,8516667","-24,8025","37","37","CGMS1073849",NA,"2012",NA,NA,NA,NA,NA,NA,NA,"Flor ausente. Fruto imaturo avermelhado. Habitat: Floresta Ombrófila Densa Submontana. Relevo suave-ondulado. Habito: Árvore. 8m de altura.",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:28:32-03","UNICAMP","UEC","68628","S","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Costa, CB","Leitão Filho, HF; Rodrigues, RR; Kim, AC; Arzolla, FARDP; Fonseca, RCB; Galvão, JC","32791","1995","02","10","Brazil","São Paulo","Pariquera-Açu","EEIAC.","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"UEC083362","UEC083362","2001","12",NA,"Magnoliopsida",NA,NA,NA,NA,"Borda de mata atlantica de planície, liana, frutos verdes claros.",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:28:32-03","UNICAMP","UEC","68631","S","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Costa, CB","Leitão Filho, HF; Rodrigues, RR; Kim, AC; Arzolla, FARDP; Fonseca, RCB; Galvão, JC","32791","1995","02","10","Brazil","São Paulo","Pariquera-Açu","EEIAC.","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"UEC083363","UEC083363","2001","12",NA,"Magnoliopsida",NA,NA,NA,NA,"Borda de mata atlantica de planície, liana, frutos verdes claros.",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:28:32-03","UNICAMP","UEC","95715","S","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Paz, JRL","Ivanauskas, NM","542","1995","11","09","Brazil","São Paulo","Pariquera-Açu","Estação experimental do IAC.","-47.885","-24.441667","-47.885","-24.441667",NA,NA,"UEC083364","UEC083364","2017",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"Liana, flores creme. Beira da mata.; Mata atlântica.",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:28:32-03","UNICAMP","UEC","91729","S","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Ivanauskas, NM","Ivanauskas, NM","377","1995","09","26","Brazil","São Paulo","Pariquera-Açu","Estação experimental do IAC.","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"UEC083368","UEC083368","1996","08","20","Magnoliopsida",NA,NA,NA,NA,"Liana, frutos vermelhos.; Mata atlântica.",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:28:32-03","UNICAMP","UEC","95716","S","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Ivanauskas, NM","Ivanauskas, NM","480","1995","10","18","Brazil","São Paulo","Pariquera-Açu","Estação experimental do IAC.","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"UEC083365","UEC083365","1996","08","20","Magnoliopsida",NA,NA,NA,NA,"Liana, flores marrons.; Mata atlântica.",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:28:32-03","UNICAMP","UEC","95757","S","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Ivanauskas, NM","Ivanauskas, NM","168","1995","05","24","Brazil","São Paulo","Pariquera-Açu","Estação experimental do IAC.","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"UEC083366","UEC083366",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"Liana, frutos vermelhos, beira da mata.; Mata atlântica.",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:28:32-03","UNICAMP","UEC","8661","S","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Toledo, CAP","Tozzi, AMGA; Yamamoto, K","8682","1978","11","11","Brazil","Minas Gerais","Jacuí",NA,"-46.7411003112793","-21.0167007446289",NA,NA,NA,NA,"UEC083310","UEC083310","2016","05",NA,"Magnoliopsida",NA,NA,NA,NA,"Árvore com 5m. de alt., flores de coloração marrom, com frutos, em mata ciliar.","16705","auto",NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:28:32-03","UNICAMP","UEC","3800","S","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Forero, E","Hatschbach, G","20292","1968","11","12","Brazil","Paraná","Campina Grande Do Sul","Serra Virgem Maria","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"UEC083367","UEC083367","1981",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"Arvoreta, 5m, flor creme. Mata pluvial, base oriental da serra.","55154","auto",NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:28:32-03","UNICAMP","UEC","45115","S","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Costa, CB","Tamashiro, JY; et al.","19756","1985","10","07","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC083361","UEC083361","2001","12",NA,"Magnoliopsida",NA,NA,NA,NA,"Árvore, 5m de alt., frutos cor vermelha.","17840","auto",NA,NA,NA,NA,NA,NA
"64","2020-10-14 10:00:42-03","FURB","FURB","17724","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Sobral, M","Korte, A.; Kniess, A.","231","2009","09","17","Brasil","Santa Catarina","Leoberto Leal","Tigre.","-49.23","-27.3597222","-49.2300000","-27.3597222","438","438","FURB22543","FURB22543","2010","01","25",NA,NA,NA,NA,NA,"Florística IFFSC 424 (Liana) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: liana;",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-10-14 10:00:42-03","FURB","FURB","17822","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Sobral, M","Korte, A.; Kniess, A.","1417","2009","12","07","Brasil","Santa Catarina","Rio do Sul","Fundo Canoas.","-49.68","-27.18","-49.6800000","-27.1800000","625","625","FURB22544","FURB22544","2010","01","25",NA,NA,NA,NA,NA,"Florística IFFSC 513 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: liana; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 10:00:42-03","FURB","FURB","19233","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Oliveira, AA de","Korte, A.; Kniess, A.","247","2009","09","22","Brasil","Santa Catarina","Vidal Ramos","Mina Bugre.","-49.32","-27.3597222","-49.3200000","-27.3597222","598","598","FURB01324","FURB01324","2010","01","25",NA,NA,NA,NA,NA,"Florística IFFSC 423 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Médio a avançado; interior do fragmento Habito: liana; Fruto alaranjado;",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-10-14 10:00:42-03","FURB","FURB","19336","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Sobral, M","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","583","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","FURB22546","FURB22546","2010","01","25",NA,NA,NA,NA,NA,"Florística IFFSC e993a (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-10-14 10:00:42-03","FURB","FURB","29764","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Sobral, M","Stival-Santos, A.; Legal, E. & Silveira, S.","2420","2010","04","06","Brasil","Santa Catarina","Angelina","Linha do Chaves.","-48.96","-27.54","-48.9600000","-27.5400000","718","718","FURB22545","FURB22545","2010","08","15",NA,NA,NA,NA,NA,"Florística IFFSC 349 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana; Fruto amarelado;",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-14 10:00:42-03","FURB","FURB","29959","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Sobral, M","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1696","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","FURB22547","FURB22547","2010","08","15",NA,NA,NA,NA,NA,"Florística IFFSC e518b (Liana). Forófito 11. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana; Fruto verde claro;",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-10-14 10:00:42-03","FURB","FURB","48811","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Oliveira, AA de","Oliveira, A.A. de","2775","2015","11","24","Brasil","Santa Catarina","Morro da Fumaça","Vila Rica.","-49.2322223","-28.6191667","-49.2322223","-28.6191667","50","50","FURB48811","FURB48811","2015","11","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-09 14:46:34-03","FURB","FURB","52856","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Gasper, A.L.","Funez, L.A.","5581","2016","10","19","Brasil","Santa Catarina","Rodeio","Eremitério Frei Egídio.","-49.4052778","-26.9141667","-49.4052778","-26.9141667","823","823","FURB52856","FURB52856","2016","10","26",NA,NA,NA,NA,NA,"Frutos alaranjados Habitat: Floresta Habito: Liana",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-14 10:00:42-03","FURB","FURB","62395","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Kassner-Filho, A.","Kassner-Filho, A.","2902","2018","06","26","Brasil","Santa Catarina","Schroeder","Barragem 8° Salto.","-49.0572222","-26.295","-49.0572222","-26.2950000","715","715","FURB62395","FURB62395","2018","06","26",NA,NA,NA,NA,NA,"fruto imaturo Habitat: beira de trilha Habito: apoiante lenhosa",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-08 08:51:16-03","FURB","FURB","1553","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Cordeiro, J","Krambech, A.",NA,"1997","10","24","Brasil","Santa Catarina","Ibirama",NA,"-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"FURB22548","FURB22548","2006",NA,NA,NA,NA,NA,NA,NA,"BIOMATEC","18533","auto",NA,NA,NA,NA,NA,NA
"74","2021-03-16 17:54:05-03","UCS","HUCS","41301","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L. B. Smith","da Paz, J.R.L.","Korte, A.","1417","2009","12","07","Brasil","Santa Catarina","Rio do Sul","Fundo Canoas","-49.68","-27.18","-49.68","-27.18","625","625",NA,NA,"2017",NA,NA,"Angiospermae","Oxalidales",NA,NA,NA,"liana, flor amarela.; sucessão inicial, FOD",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-16 17:54:05-03","UCS","HUCS","1364","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L. B. Smith","da Paz, J.R.L.","Kummrow, R.","2540","1984","11","23","Brasil","Paraná","Morretes","Estação Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"2017",NA,NA,"Angiospermae","Oxalidales",NA,NA,NA,"flor creme; trepadeira lenhosa","30514","auto",NA,NA,NA,NA,NA,NA
"76","2021-03-16 17:54:05-03","UCS","HUCS","6705","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L. B. Smith","da Paz, J.R.L.","Klein, R.M.","8035","1968","12","18","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,"250","250",NA,NA,"2017",NA,NA,"Angiospermae","Oxalidales",NA,NA,NA,"liana; mata","27000","auto",NA,NA,NA,NA,NA,NA
"77","2021-03-16 17:54:05-03","UCS","HUCS","6706","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L. B. Smith","da Paz, J.R.L.","Klein","7679","1967","12","19","Brasil","Santa Catarina","Florianópolis","Morro Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,"2017",NA,NA,"Angiospermae","Oxalidales",NA,NA,NA,"mata - liana","27000","auto",NA,NA,NA,NA,NA,NA
"78","2019-08-16 08:39:00-03","UTFPR","HCF","10618","S","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","E. Barboza & J. Cordeiro","M.G. Caxambu","4047","2012","04","28","Brasil","SP","Pariquera-Açu","Propriedade do Sr. Flávio","-47.851722","-24.802417","47°51'06,2 W","24°48'08,7 S","37","37",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,"árvore ca. 8 m, semni-ciófila. Frutos imaturos avermelhados.",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-06-29 09:30:06-03","UFRRJ","RBR","37167","S","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","J.C.M. Moraes","J.C.M. Moraes; O.M. Samor, J. Mendonça, D. Novaes","12","2014","10",NA,"Brasil","São Paulo","São Paulo","Zona 23S;","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"RBR00037167","RBR00037167","2014",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"80","2020-06-29 09:30:06-03","UFRRJ","RBR","6706","S","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","C.E.S. Santos","V.P. Bickel",NA,"1995","10","01","Brasil","Rio de Janeiro","Pedra de Guaratiba","APA das Brisas- mata de restinga",NA,NA,NA,NA,NA,NA,"RBR00006706","RBR00006706","1997","06","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:21:16-03","MBM","MBM","164963","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Souza, M.L.; et al.","Silva, F.A.F.; et al.; et al.","214","1984","11","16","Brazil","Santa Catarina","Florianópolis","Rio Vermelho","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM164963","MBM164963",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:21:16-03","MBM","MBM","192991","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Smith, L.B.","Hatschbach, G.","20292","1968","11","12","Brazil","Paraná","Campina Grande do Sul","Serra Virgem Maria","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM192991",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:21:16-03","MBM","MBM","130945","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Falkenberg, D.B.","Klein, R.M.","7236","1967","02","15","Brazil","Santa Catarina","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM130945","MBM130945",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:21:16-03","MBM","MBM","388873","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Cordeiro, J.; Barboza, E.","Caxambu, M.G.","4047","2012","04","28","Brazil","São Paulo","Pariquera-Açu","Propriedade do Sr. Flávio","-47.851722","-24.802417","-47.851722","-24.802417","37","37","MBM388873","MBM388873","2012",NA,NA,NA,NA,NA,"Southern America",NA,"Árvore ca. 8m, semi-ciófila. Frutos imaturos avermelhados.; Relevo: suave-ondulado. Floresta Ombrófila Densa Submontana.",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:21:16-03","MBM","MBM","68652","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Hatschbach, G.","Hatschbach, G.","43285","1980","11","14","Brazil","Paraná","Antonina","Rio Lajeado","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM068652","MBM068652",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:21:16-03","MBM","MBM","15562","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Smith, L.B.","Hatschbach, G.","20292","1968","11","12","Brazil","Paraná","Campina Grande do Sul","Serra Virgem Maria","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM015562","MBM015562",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:21:16-03","MBM","MBM","19025","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Forero, E.","Hatschbach, G.","18126","1967","12","14","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM019025","MBM019025",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:21:16-03","MBM","MBM","96313","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Hatschbach, G.","Kummrow, R.; Hatschbach, G.; Hatschbach, G.","2540","1984","11","23","Brazil","Paraná","Morretes","Estação Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM096313","MBM096313",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:21:16-03","MBM","MBM","130944","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Falkenberg, D.B.","Klein, R.M.","8033","1968","12","18","Brazil","Santa Catarina","Florianópolis","Morro da Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM130944","MBM130944",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:21:16-03","MBM","MBM","130943","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Falkenberg, D.B.","Klein, R.M.","8205","1969","02","14","Brazil","Santa Catarina","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM130943","MBM130943",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:21:16-03","MBM","MBM","130942","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Falkenberg, D.B.","Klein, R.M.; et al.; et al.","7679","1967","12","19","Brazil","Santa Catarina","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM130942","MBM130942",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:21:16-03","MBM","MBM","28511","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Smith, L.B.","Klein, R.M.","915","1954","12","14","Brazil","Santa Catarina","Itajaí","Braço Joaquim, Luís Alves","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM028511","MBM028511",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:21:16-03","MBM","MBM","28509","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Smith, L.B.","Reitz, R.; Klein, R.M.; Klein, R.M.","2351","1955","01","07","Brazil","Santa Catarina","Itajaí","Braço Joaquim, Luís Alves","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM028509","MBM028509",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:21:16-03","MBM","MBM","192993","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Smith, L.B.","Reitz, R.; Klein, R.M.; Klein, R.M.","2351","1955","01","07","Brazil","Santa Catarina","Itajaí","Braço Joaquim, Luís Alves","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM192993",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:21:16-03","MBM","MBM","192992","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Smith, L.B.","Reitz, R.; Klein, R.M.; Klein, R.M.","2351","1955","01","07","Brazil","Santa Catarina","Itajaí","Braço Joaquim, Luís Alves","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM192992",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:21:16-03","MBM","MBM","139941","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Klein, R.M.","Klein, R.M.; et al.; et al.","10649","1972","01","15","Brazil","Santa Catarina","Paulo Lopes","Bom Retiro","-48.6836013793945","-27.9617004394531",NA,NA,NA,NA,"MBM139941","MBM139941",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"23385","auto",NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:21:16-03","MBM","MBM","139943","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Klein, R.M.","Bresolin, A.","1052","1973","12","13","Brazil","Santa Catarina","Paulo Lopes","Bom Retiro","-48.6836013793945","-27.9617004394531",NA,NA,NA,NA,"MBM139943","MBM139943",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"23385","auto",NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:21:16-03","MBM","MBM","139944","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Klein, R.M.","Klein, R.M.; et al.; et al.","10530","1972","02","13","Brazil","Santa Catarina","Paulo Lopes","Bom Retiro","-48.6836013793945","-27.9617004394531",NA,NA,NA,NA,"MBM139944","MBM139944",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"23385","auto",NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:21:16-03","MBM","MBM","139942","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Klein, R.M.","Klein, R.M.","9226","1971","08","10","Brazil","Santa Catarina","Paulo Lopes","Costa do Morro de Paulo Lopes","-48.6836013793945","-27.9617004394531",NA,NA,NA,NA,"MBM139942","MBM139942 MBM139942_1",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"23385","auto",NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:21:16-03","MBM","MBM","216461","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Ivanauskas, N.M.","Ivanauskas, N.M.","377","1995","09","26","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"MBM216461","MBM216461",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
