"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","sex","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","447857","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","P. Acevedo-Rodríguez","H. da S. Brito","310","1991","South America","Brazil","Coleta efetuada no km 27 da rodovia que liga Xique-Xique/Irecê.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447857","NY00447857_01","05","31","Bahia","Xique-Xique","-42.7308","-10.8219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","777981","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.",NA,"C. H. de M. Fernandes","127","2002","South America","Brazil","Betânia/Floresta. Rabeca","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403902' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777981","NY00777981_01","06","01","Pernambuco","Betânia","-34.9503","-8.0128","520","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","885917","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.",NA,"L. R. Noblick","4992","1994","South America","Brazil","Dunas de Itapua, near the airport.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885917","NY00885917_01","09","25","Bahia","Salvador","-38.52","-12.98","2","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","782083","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","M. H. Nee","M. H. Nee","48609","1998","South America","Bolivia","On side of Mairana valley, above the road from Mairana to Quirusillas, 2.5 km from turnoff from Mairana-Samaipata highway, 5 km (by air) SE of Mairana.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403870' target='other'> <mi>dwc_moreinfo</mi></a>","NY00782083",NA,"03","08","Santa Cruz","Florida","-63.93","-18.15","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","823052","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","J. C. Lindeman","J. C. Lindeman","6170","1967","South America","Brazil","Above Taquaritinga, W of Recife.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936542' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823052","NY00823052_01","07","19","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","447856","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","P. Acevedo-Rodríguez","H. da S. Brito","310","1991","South America","Brazil","Coleta efetuada no km 27 da rodovia que liga Xique-Xique/Irecê.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403889' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447856","NY00447856_01","05","31","Bahia","Xique-Xique","-42.7308","-10.8219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","447863","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","M. S. Ferrucci","J. S. Blanchet","3129",NA,"South America","Brazil","Brasilia","sheet","Comm A. De Candolle May 1866 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403891' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447863","NY00447863_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","447859","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","M. S. Ferrucci","M. S. Ferrucci","1304","1998","South America","Brazil","Area de Proteçao Ambiental de Grumari.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403881' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447859","NY00447859_01","08","11","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","985177","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","M. S. Ferrucci","G. G. Hatschbach","50392","1986","South America","Brazil","Pasmado.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076431' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985177","NY00985177_01","06","14","Minas Gerais","Itaobim","-41.5031","-16.5619","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","447855","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","P. Acevedo-Rodríguez","A. M. V. de Carvalho","3949","1992","South America","Brazil","Ca. 16 km na estrada de Bom Jesus da Lapa para Ibotirama.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403885' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447855","NY00447855_01","06","10","Bahia","Bom Jesus da Lapa","-43.41","-13.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02431503","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.",NA,"K. B. Britto","4","1982","South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2977002' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431503","NY02431503_01","07","08","Bahia","Feira de Santana","-38.97","-12.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","447850","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","B. L. Stannard","R. M. Harley","19880","1974","South America","Brazil","Serra do Curral Feio. 33 km NW of Lagoinha (5.5 km SW of Delfino) on side road to Minas do Mimoso.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403872' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447850","NY00447850_01","03","07","Bahia",NA,"-41.38","-10.27","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","447844","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","M. S. Ferrucci","M. de F. Agra","1972","1993","South America","Brazil","Serra de Teixeira, Pico do Jabre.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403890' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447844","NY00447844_01","04","16","Paraíba",NA,NA,NA,"800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","447853","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","L. P. de Queiroz","L. P. de Queiroz","1733","1987","South America","Brazil","5 km W de Jaguara.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403875' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447853","NY00447853_01","07","21","Bahia","Feira de Santana","-39.15","-12.1161","164","164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","447852","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.",NA,"L. R. Noblick","4172","1985","South America","Brazil","Serra Preta, 7 km W de Ponto de Serra Preta - Fazenda Santa Clara.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403899' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447852","NY00447852_01","07","17","Bahia",NA,"-39.33","-12.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","822367","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","P. Acevedo-Rodríguez","S. C. de Sant'Ana","771","1999","South America","Brazil","Povoado de Jacurutu, ca. 17 km da sede do Município.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=910811' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822367","NY00822367_01","04","16","Bahia","Oliveira dos Brejinhos","-42.8958","-12.3169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","447846","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","M. S. Ferrucci","G. C. P. Pinto","234/83","1983","South America","Brazil","Fazenda Santa Rita. Folha SC.24-V-B. Ponto 19.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447846","NY00447846_01","08","18","Bahia","Curaçá","-39.68","-9.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-27 04:32:00-03","NY","NYBG","447866","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum",NA,"P. Acevedo-Rodríguez","J. Brandbyge","42356","1983","South America","Ecuador","About 10 km E of Celica.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447866",NA,"09","28","Loja",NA,"-79.83","-4.08","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","887320","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","M. S. Ferrucci","B. J. Pickel","418","1933","South America","Brazil","Tapera.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092200' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887320","NY00887320_01","08",NA,"Pernambuco",NA,"-35.18","-8.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","822366","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","P. Acevedo-Rodríguez","R. C. Forzza","1364","1999","South America","Brazil","Estrada Aurora-Umburanas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=910801' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822366","NY00822366_01","04","25","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","447867","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","M. S. Ferrucci","T. B. Croat","54390","1982","South America","Venezuela","Along highway 9 between Barcelona and Píritu, 15 km E of Píritu.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403895' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447867",NA,"07","30","Anzoátegui",NA,"-64.95","10.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","447847","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","M. S. Ferrucci","G. G. Hatschbach","65064","1996","South America","Brazil","Rodovia Oliveira dos Brejinhos a Macaúbas, BR-122, km 8.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403879' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447847","NY00447847_01","04","20","Bahia","Oliveira dos Brejinhos","-42.8958","-12.3169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","447864","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","M. S. Ferrucci","J. S. Blanchet","3129",NA,"South America","Brazil","Brasil trop.","sheet","Acc. 1840 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403878' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447864","NY00447864_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","447854","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","M. S. Ferrucci","L. P. de Queiroz","1632","1987","South America","Brazil","Arrededores do Morro da Mangabeira.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403877' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447854","NY00447854_01","06","20","Bahia","Ituaçu","-41.3119","-13.8394","520","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","822368","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","P. Acevedo-Rodríguez","H. M. Curran","208","1918","South America","Brazil","Bomfim","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=910812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822368","NY00822368_01","05","08","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","476687","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","P. Acevedo-Rodríguez","L. S. Figueiredo","118","1995","South America","Brazil","Buíque, Estrada próximo à Buíque","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403886' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476687","NY00476687_01","07","09","Pernambuco","Buíque","-37.1556","-8.6233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","447858","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","M. S. Ferrucci","M. S. Ferrucci","987","1996","South America","Brazil","Ca. 15 km de Bom de Jesus da Lapa en la ruta para Ibotirama.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447858","NY00447858_01","08","09","Bahia","Bom Jesus da Lapa","-43.41","-13.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02674657","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.",NA,"P. da C. Gadelha Neto","3628","2013","South America","Brazil","Cachoeira do Roncador","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3677097' target='other'> <mi>dwc_moreinfo</mi></a>","NY02674657","NY02674657_01","05","31","Paraíba","Bananeiras","-35.555","-6.778056","132","132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-28 10:05:00-03","NY","NYBG","447865","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum",NA,"M. S. Ferrucci","A. Krapovickas","47258","1998","South America","Argentina","Ruta Nac. 81. 10 km E de Los Blancos. En aibal.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403882' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447865",NA,"05","07","Salta","Rivadavia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","778763","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","M. L. S. Guedes","A. Nascimento","249","2000","South America","Brazil","Remanso. Saída de Remanso para Pilão Arcado.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798171' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778763","NY00778763_01","02","28","Bahia","Remanso","-42.3969444","-9.7380556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","447845","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","D. H. Nicholson","G. Eiten","4999","1962","South America","Brazil","Ca. 20 km S of village of Formosa or ca. 15 km due N of Canudos. Along road from Tarrachil to Canudos.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403874' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447845","NY00447845_01","07","18","Bahia","Euclides da Cunha","-39.13","-9.7522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02636530","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum corindum","L.","M. S. Ferrucci","S. C. de Sant'Ana","738","1999","South America","Brazil","Ca. 3 km do pé da serra na estrada para Contendas do Sincorá, ramal à esquerda com 17 km de extensão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2475408' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636530","NY02636530_01","04","09","Bahia","Iramaia","-40.9508","-13.2858",NA,NA,"corindum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","33541","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.","Rosado","Rosado","440","2018",NA,"Brasil","Mata ciliar da UEM córrego Mandacaru, lado esquerdo, borda, na cerca",NA,NA,"BOTU033541",NA,"04","06","Paraná","Maringá",NA,NA,NA,NA,NA,"2018","04","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-06 11:42:50-03","UFPI-MRV","HDELTA","4249","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","L.",NA,"Pereira, V.S.; Lima, F.M.","61","2015",NA,"Brasil","Pontal do Anel",NA,"<ll>dwc_commonname:</ll> Balãozinho","HDELTA004249",NA,"06","28","Piauí","Luis Correia","-41.6669006347656","-2.87916994094849",NA,NA,NA,NA,NA,NA,NA,"59685","auto",NA,NA,NA,NA,NA,NA,NA
