"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","phylum","order","coordinatePrecision","individualCount","geoFlag","typeStatus","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","sex"
"97","2020-02-08 10:12:35-03","NBC","NL-BOTANY","U.1174534","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult.f.) Whittm.","Gouda EJ","Hoffman B",NA,NA,NA,"Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174534 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174534","NL-U1174534",NA,NA,NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,NA,"Magnoliopsidae","U 0025186 | 83274",NA,NA
"98","2020-02-08 10:12:35-03","NBC","NL-BOTANY","U.1174535","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult.f.) Whittm.","Gouda EJ","Hoffman B",NA,NA,NA,"Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174535 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174535","NL-U1174535",NA,NA,NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,NA,"Magnoliopsidae","U 0025185 | 83273",NA,NA
"99","2020-02-08 10:12:35-03","NBC","NL-BOTANY","U.1174536","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult.f.) Whittm.","Gouda EJ","Henkel TW; Williams (Guyana) R","1993","05","06","Guyana","Cuyuni-Mazaruni",NA,"2-4 km W of Essequibo River from juncture with Kamwatta Creek","-59.666667","6.433333","-59.666667","6.433333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174536 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174536","NL-U1174536",NA,NA,NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,NA,"Magnoliopsidae","U 0064485",NA,NA
"100","2020-02-08 10:12:35-03","NBC","NL-BOTANY","U.1174525","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera rubra","L.B.Sm.",NA,"Belém RP","1968","05","03","Brazil",NA,NA,"Bahis, Marau, mata litoranea, margem de Igarape. Regiao Bahia. Espirito Santo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174525 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174525","NL-U1174525",NA,NA,NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,"rubra","Magnoliopsidae",NA,NA,NA
"101","2020-02-08 10:12:35-03","NBC","NL-BOTANY","U.1174525","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera rubra","L.B.Sm.",NA,"Belém RP","1968","05","03","Brazil",NA,NA,"Bahis, Marau, mata litoranea, margem de Igarape. Regiao Bahia. Espirito Santo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174525 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174525","NL-U1174525",NA,NA,NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,"rubra","Magnoliopsidae",NA,NA,NA
"102","2020-11-04 11:03:57-03","ESALQ","ESA","22452","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schlt.f.) Withmack","Costa, A.","Miyagi, P.H. et al.","1994","09","07","Brasil","São Paulo","Subaúma",NA,NA,NA,NA,NA,NA,NA,NA,"ESA022452","ESA022452_1 ESA022452_2",NA,NA,NA,"141.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-11-04 11:03:57-03","ESALQ","ESA","115163","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera",NA,"Mangueira, J.R.","Lopes, J.C.","2011","04","18","Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"ESA115163","ESA115163",NA,NA,NA,"226.0","Magnoliophyta",NA,"48094",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-11-04 11:03:57-03","ESALQ","ESA","115127","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera",NA,"Souza, V.C.","Lopes, J.C.","2011","04","17","Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"ESA115127","ESA115127",NA,NA,NA,"189.0","Magnoliophyta",NA,"48094",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-11-04 11:03:57-03","ESALQ","ESA","50318","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera",NA,NA,"Carboni, M. et al.","2005","03","28","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA050318","ESA050318",NA,NA,NA,"167.0","Magnoliophyta",NA,"38804",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-11-04 11:03:57-03","ESALQ","ESA","62442","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera",NA,NA,"Gorenstein, M.R. et al.","1999","01","06","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA062442",NA,NA,NA,NA,"28.0","Magnoliophyta",NA,"55628",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-11-04 11:03:58-03","ESALQ","ESA","64198","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schlt.f.) Withmack","Wanderley, M.G.L.","Sampaio, D. et al.","1999","01","07","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA064198","ESA064198",NA,NA,NA,"102.0","Magnoliophyta",NA,"17990",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-11-04 11:03:57-03","ESALQ","ESA","29193","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera",NA,"Costa, A.","Ivanauskas, N.M.","1996","03","29","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029193","ESA029193","2000",NA,NA,"749.0","Magnoliophyta",NA,"17990",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-11-04 11:03:58-03","ESALQ","ESA","35054","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schlt.f.) Withmack","Costa, A.","Leitão Filho, H.F. et al.","1996","02","05","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"ESA035054","ESA035054",NA,NA,NA,"34310.0","Magnoliophyta",NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-11-04 11:03:57-03","ESALQ","ESA","95854","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera",NA,"Versieux, L.","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","2006","07","18","Brasil","Bahia","Canavieiras","BLOQUEADO","-38.9472007751465","-15.6750001907349",NA,NA,"100","100","Epífita, brácteas vermelhas com ápice amarelo","ESA095854","ESA095854","2013","11","28","6176.0","Magnoliophyta",NA,"48203",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-02-07 08:35:27-03","MN","R","189665","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Mello Filho, L.E.","1961","10","25","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010018812",NA,NA,NA,NA,"3204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-02-07 08:35:27-03","MN","R","189667","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Lutz, B.M.J.","1939","03","28","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010018796",NA,NA,NA,NA,"1340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-04-07 17:00:40-03","MN","R","191140","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.","Costa, A.F.","Silveira, A.A.","1896","11",NA,"Brasil","Minas Gerais",NA,"Casa da Pedra.",NA,NA,NA,NA,NA,NA,NA,"R010018758",NA,"1997","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-02-07 08:35:27-03","MN","R","199093","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Costa, A.F.","2000","02","06","Brasil","Bahia","Uruçaca",NA,NA,NA,NA,NA,NA,NA,NA,"R010018802",NA,NA,NA,NA,"757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-02-07 08:35:27-03","MN","R","200056","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Martins, V.L.C.","2002","03","14","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010018840",NA,NA,NA,NA,"784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-02-07 08:35:27-03","MN","R","203536","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Carvalho, L.C.","1999","11","20","Brasil","Espírito Santo","Guriri",NA,NA,NA,NA,NA,NA,NA,NA,"R010018803",NA,NA,NA,NA,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-02-07 08:35:27-03","MN","R","203584","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Carvalho, L.C.","1999","11","15","Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010018838",NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-02-11 17:10:24-03","MN","R","224224","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.","Couto, D.R.","Couto, D.R. 2478; Paixão-Souza, B.","2013","11","10","Brasil","Bahia","Iaçu","Inseberg granito gnaisse Pedra do Leão","-39.898333","-12.755","39°53'54''W","12°45'18''S",NA,NA,NA,"R010018785",NA,"2013","11","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-24 16:39:43-03","MN","R","230238","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Almeida, M.M. 186; Oliveira, R.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010034335,R010034336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-02-07 08:35:27-03","MN","R","234311","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.","Kessous, I.M.","Kessous, I.M. 353; Pinto, A.R. & Picanço, W.","2018","05","01","Brasil","Santa Catarina","Florianópolis",NA,"-48.491944","-27.778333","48°29'31W","27°46'42S",NA,NA,NA,"R010052871",NA,"2018","05","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-02-07 08:35:27-03","MN","R","239935","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.","Kessous, I.M.","Kessous, I.M. 381; Silva, N.G., Pinto, A.R. & Souza, R.","2020","03","06","Brasil","Minas Gerais","Santana do Riacho","Estrada Jaboticatubas- Conceição do Mato Dentro. Estrada de terra na beira da estrada. 1350 m.s.m.","-43.519167","-19.158611","43°31'9W","19°9'31S","1350","1350",NA,"R010071897,R010071898,R010071899",NA,"2020","03","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-02-07 08:35:27-03","MN","R","32480","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Foster, M.B.","1939","08","15","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010018799",NA,NA,NA,NA,"352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-02-07 08:35:27-03","MN","R","198836","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Silva, B.R.","1998","07",NA,"Brasil","Bahia","Caravelas",NA,"-39.2658004760742","-17.7318992614746",NA,NA,NA,NA,NA,"R010018767",NA,NA,NA,NA,NA,NA,NA,"106553",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-02-07 08:35:27-03","MN","R","213459","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Uribbe, F.P.","2012","08","13","Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"R010018765",NA,NA,NA,NA,"55",NA,NA,"61245",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-02-07 08:35:27-03","MN","R","213460","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Uribbe, F.P.","2012","08","13","Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"R010018766",NA,NA,NA,NA,"56",NA,NA,"61245",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-02-07 08:35:27-03","MN","R","218917","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.","Moura, R.","Moura, R.","2009","04","17","Brasil","Bahia","Itamaraju",NA,"-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,NA,"R010018687","R010018687 R010018687_1","2012","12","06","852",NA,NA,"55932",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-02-07 08:35:27-03","MN","R","203550","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Carvalho, L.C.","1999","11","25","Brasil","Bahia","Porto Seguro",NA,"-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,"R010018752",NA,NA,NA,NA,"43",NA,NA,"68835",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-02-07 08:35:27-03","MN","R","203549","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Rocha, C.F.D.","1999","11","25","Brasil","Bahia","Porto Seguro",NA,"-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,"R010018773",NA,NA,NA,NA,"44",NA,NA,"68835",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-02-07 08:35:27-03","MN","R","213709","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Uribbe, F.P.","2012","08","09","Brasil","Bahia","Porto Seguro",NA,"-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,"R010018810",NA,NA,NA,NA,"45",NA,NA,"68835",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-02-07 08:35:27-03","MN","R","213455","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Uribbe, F.P.","2012","08","09","Brasil","Bahia","Porto Seguro",NA,"-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,"R010018762",NA,NA,NA,NA,"49",NA,NA,"68835",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-02-07 08:35:27-03","MN","R","213456","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Uribbe, F.P.","2012","08","09","Brasil","Bahia","Porto Seguro",NA,"-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,"R010018763",NA,NA,NA,NA,"48",NA,NA,"68835",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-02-07 08:35:27-03","MN","R","213457","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Uribbe, F.P.","2012","08","09","Brasil","Bahia","Porto Seguro",NA,"-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,"R010018764",NA,NA,NA,NA,"47",NA,NA,"68835",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-02-07 08:35:27-03","MN","R","203563","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Carvalho, L.C.","1999","11","29","Brasil","Bahia","Prado",NA,"-39.2207984924316","-17.341100692749",NA,NA,NA,NA,NA,"R010018753",NA,NA,NA,NA,"47",NA,NA,"53161",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-02-07 08:35:27-03","MN","R","203562","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Freitas, A.F.N","2001","09",NA,"Brasil","Bahia","Prado",NA,"-39.2207984924316","-17.341100692749",NA,NA,NA,NA,NA,"R010018790","R010018790 R010018790_1 R010018790_2 R010018790_3 R010018790_4",NA,NA,NA,"49",NA,NA,"53161",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-02-07 08:35:27-03","MN","R","203561","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Carvalho, L.C.","1999","11","29","Brasil","Bahia","Prado",NA,"-39.2207984924316","-17.341100692749",NA,NA,NA,NA,NA,"R010018789",NA,NA,NA,NA,"48",NA,NA,"53161",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-02-07 08:35:27-03","MN","R","32331","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Foster, M.B.","1939","06","03","Brasil","Bahia","Uruçuca",NA,"-39.2844009399414","-14.5930995941162",NA,NA,NA,NA,NA,"R010018756",NA,NA,NA,NA,"67",NA,NA,"33791",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-02-07 08:35:27-03","MN","R","203572","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Carvalho, L.C.","1999","11","15","Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"R010018754",NA,NA,NA,NA,"29",NA,NA,"28401",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-02-07 08:35:27-03","MN","R","203587","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Carvalho, L.C.","1999","11","16","Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"R010018755",NA,NA,NA,NA,"30",NA,NA,"28401",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-02-07 08:35:27-03","MN","R","213703","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Uribbe, F.P.","2012","08","07","Brasil","Espírito Santo","Presidente Kennedy",NA,"-41.0466995239258","-21.0988998413086",NA,NA,NA,NA,NA,"R010018808",NA,NA,NA,NA,"38",NA,NA,"24088",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-02-07 08:35:27-03","MN","R","203517","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Carvalho, L.C.","1999","11","13","Brasil","Espírito Santo","Presidente Kennedy",NA,"-41.0466995239258","-21.0988998413086",NA,NA,NA,NA,NA,"R010018761",NA,NA,NA,NA,"22",NA,NA,"24088",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-02-07 08:35:27-03","MN","R","213701","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Uribbe, F.P.","2012","08","07","Brasil","Espírito Santo","Presidente Kennedy",NA,"-41.0466995239258","-21.0988998413086",NA,NA,NA,NA,NA,"R010018751",NA,NA,NA,NA,"37",NA,NA,"24088",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-02-07 08:35:27-03","MN","R","46179","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Freire, C.V.","1924","10",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,NA,"R010018795",NA,NA,NA,NA,"47",NA,NA,"22148",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-02-07 08:35:27-03","MN","R","213686","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Moura, R.","2008","01","16","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"R010018770",NA,NA,NA,NA,"515",NA,NA,"23813",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-02-07 08:35:27-03","MN","R","199357","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Boudet Fernandes, H.Q.","1989","02","22","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"R010018839",NA,NA,NA,NA,"2697",NA,NA,"23813",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-24 16:39:43-03","MN","R","225539","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera var.procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Alves, R.J.V.","1996",NA,NA,"Brasil","Minas Gerais","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,NA,"R010002760,R010002761,R010002762","R010002760 R010002761 R010002762",NA,NA,NA,NA,NA,NA,"10355",NA,"auto",NA,NA,NA,"var.procera",NA,NA,NA,NA
"146","2021-02-07 08:35:27-03","MN","R","102932","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Smith, L.B.","1952","02","21","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"R010018787",NA,NA,NA,NA,NA,NA,NA,"41937",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-02-07 08:35:27-03","MN","R","199854","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Lima, A.","1965","12","28","Brasil","Pernambuco","Goiana",NA,"-35.002498626709","-7.56056022644043",NA,NA,NA,NA,NA,"R010018760",NA,NA,NA,NA,"65",NA,NA,"22853",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-02-07 08:35:27-03","MN","R","224093","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Couto, D.R.","2015","03","14","Brasil","Pernambuco","Taquaritinga do Norte",NA,"-36.0442008972168","-7.90305995941162",NA,NA,NA,NA,NA,"R010018682",NA,NA,NA,NA,"3096",NA,NA,"25558",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-02-07 08:35:27-03","MN","R","189663","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Smith, L.B.","1968","02","01","Brasil","Rio de Janeiro","Angra dos Reis",NA,"-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"R010018843",NA,NA,NA,NA,"15367",NA,NA,"32988",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-02-07 08:35:27-03","MN","R","230160","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.","Almeida, M.M.","Almeida, M.M. 106; Santos, A.M.S. & Mendes, R.","2014","07",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu",NA,"-42.6530990600586","-22.4624996185303","042°44#?#17.9#?##?#W","22°25#?#03.9#?##?# S",NA,NA,NA,"R010031656,R010031652,R010031657","R010031652 R010031656 R010031657","2014","07",NA,NA,NA,NA,"32671",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-02-07 08:35:27-03","MN","R","230227","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult. f.) Wittm.",NA,"Almeida, M.M. 174; Oliveira, R.R.","2014","09",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu",NA,"-42.6530990600586","-22.4624996185303",NA,NA,NA,NA,NA,"R010034056,R010034057",NA,NA,NA,NA,NA,NA,NA,"32671",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
