"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","verbatimLongitude","verbatimLatitude","barcode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","imagecode","class","relatedCatalogItem","fieldNumber","preparationType","typeStatus"
"38","2021-03-24 17:09:56-03","UFES","SAMES","6560","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Rocha,T.L.; Ribeiro,M.","2011",NA,NA,"Brasil","Espírito Santo","Conceição da Barra","Km 124; estrada interna.","-39.7322006225586","-18.5932998657227","41644",NA,"Fruto verde com tricomas marrom Habito: Árvore","auto","Ribeiro,M.","2012","11","22",NA,"-398041667.0","-182625000.0","SAMES06560",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0046390","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Almeidea","caerulea","Almeidea caerulea","A. St.-Hil. ex G. Don","G. Hatschbach","1974","1","24","Brazil","Parana",NA,"Barra Rio Bom Sucesso (Mun. Cerro Azul).","-49.27366","-24.79626",NA,NA,"Arbusto 3 m, flor rosada.",NA,"G. Hatschbach",NA,NA,NA,"33752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:40:25-03","UNICAMP","UEC","108333","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Grombone-Guaratini, MT; Galvão, JC; Belinello, R","1998","03","19","Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-47.109167","-22.829167",NA,NA,"Árvore com 5m de altura; frutos verdes.",NA,"Pirani, JR","2003","06",NA,"308","-47.109167","-22.829167","UEC002115",NA,NA,NA,"UEC002115",NA,NA,NA,NA,NA
"41","2021-03-01 16:40:25-03","UNICAMP","UEC","172191","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Garcia, LC","2009","01","16","Brazil","São Paulo","Campinas","Distrito de Souzas, condôminio Colinas do Atibaia, Mata Ribeirão Cachoeira.","-47.533333","-23.392222",NA,NA,"Árvore de 6,5, botões rosa.; Mata Atlântica, Floresta Estacional Semidecídua.",NA,"Bruniera, CP",NA,NA,NA,"183","-47.533333","-23.392222","UEC016337","711","711",NA,"UEC016337",NA,NA,NA,NA,NA
"42","2021-03-01 16:40:25-03","UNICAMP","UEC","172224","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Garcia, LC","2008","02","28","Brazil","São Paulo","Campinas","Distrito de Souzas, condôminio Colinas do Atibaia, Mata Ribeirão Cachoeira.","-47.533333","-23.392222",NA,NA,"Árvore com frutos maduros.; Mata Atlântica, Floresta Estacional Semidecídua.",NA,"Bruniera, CP",NA,NA,NA,"180","-47.533333","-23.392222","UEC016338","711","711",NA,"UEC016338",NA,NA,NA,NA,NA
"43","2020-02-10 17:57:14-03","UNICAMP","UEC","168768","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Sims; Melis, J van","2008","08",NA,"Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira.","-47.535186","-23.368519",NA,NA,NA,NA,"Melis, J van","2008","09",NA,"1296","-47.535186","-23.368519","UEC007851","650","760",NA,"UEC007851",NA,NA,NA,NA,NA
"44","2021-03-01 16:40:25-03","UNICAMP","UEC","150743","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Santos, K","1996","08","16","Brazil","São Paulo","Campinas","Floresta estacional semidecidual","-46.932778","-22.836944",NA,NA,"Árvore, 4-5m de altura, agurpamento de indivíduos com flores róseas e frutos imaturos verdes.; Interior de mata.",NA,"Bruniera, CP","2009","08",NA,"5","-46.932778","-22.836944","UEC002123",NA,NA,NA,"UEC002123",NA,NA,NA,NA,NA
"45","2019-09-30 10:30:07-03","UNICAMP","UEC","108249","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Grombone-Guaratini, MT","1996","10","19","Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-48.058333","-22.829167",NA,NA,"Flor, Árvore com 4,5m de altura. Pétalas róseo-esbranquiçadas, cálice róseo e estames brancos",NA,"Pirani, JR","2003","06",NA,"282","-48.058333","-22.829167","UEC002113",NA,NA,NA,"UEC002113",NA,NA,NA,NA,NA
"46","2019-09-30 10:30:07-03","UNICAMP","UEC","108215","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Grombone-Guaratini, MT","1996","10","19","Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-48.058333","-22.829167",NA,NA,"Flor, Árvore com 4,5m de altura. Flores com pétalas rosadas, cálice rosado e estames brancos",NA,"Pirani, JR","2003","06",NA,"223","-48.058333","-22.829167","UEC002114",NA,NA,NA,"UEC002114",NA,NA,NA,NA,NA
"47","2021-03-01 16:40:25-03","UNICAMP","UEC","168935","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Vieira, LT; Sims","2006","07","24","Brazil","São Paulo","Campinas","Sousas, Mata Ribeirão Cachoeira.","-46.916667","-22.833333",NA,NA,"Indivíduo jovem de arvoreta.; Floresta Estacional Semidecídua.",NA,"Vieira, TL",NA,NA,NA,"384","-46.916667","-22.833333","UEC040373","700","700",NA,"UEC040373",NA,NA,NA,NA,NA
"48","2019-08-20 10:25:22-03","UNICAMP","UEC","62665","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Bernacci, LC","1990","01","17","Brazil","São Paulo",NA,"Fazenda São Vicente Mata",NA,NA,NA,NA,"Flor, Árvore ca. 10m alt., flores róseas.",NA,"Pirani, JR","1997",NA,NA,"25047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-20 10:25:22-03","UNICAMP","UEC","62774","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Bernacci, LC","1989","06","28","Brazil","São Paulo",NA,"Fazenda São Vicente Mata",NA,NA,NA,NA,"Fruto, Árvore ca. 10m alt., frutos imaturos.",NA,NA,NA,NA,NA,"25049",NA,NA,"UEC029012",NA,NA,NA,"UEC029012",NA,NA,NA,NA,NA
"50","2019-08-20 10:25:22-03","UNICAMP","UEC","62775","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","?","1989","08","23","Brazil","São Paulo",NA,"Fazenda São Vicente Mata",NA,NA,NA,NA,"Flor, Arvoreta ca. 5-6m alt. Flores róseas.",NA,"Pirani, JR","1997",NA,NA,"25048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-08-20 10:25:22-03","UNICAMP","UEC","84844","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","?","1995","09","12","Brazil","São Paulo",NA,"Condominio Colinas do Atibaia, distrito",NA,NA,NA,NA,"Frutos, Mata de planalto. Arvoreta de 2,5m, frutos maduros",NA,"Pirani, JR","1997",NA,NA,"176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-20 10:25:22-03","UNICAMP","UEC","84844","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Cardamone, RB; Belinello, R; Grecco, MDN","1995","09","12","Brazil","São Paulo","Campinas","Condominio Colinas do Atibaia, Distrito de Souzas","-47.060001373291","-22.8999996185303","23900",NA,"Mata de planalto. Arvoreta de 2,5m, frutos maduros.","auto","Pirani, JR","1997",NA,NA,"176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-25 09:28:15-03","UNICAMP","UEC","28756","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Peixoto; Sazima, M; Sazima, I","1981","11","22","Brazil","São Paulo","Campinas","Fazenda Atalaia","-47.060001373291","-22.8999996185303","23900",NA,"Flor, Árvore com + ou - 6m, flores rosas com manchas azuis","auto","Bruniera, CP","2009","08",NA,"13175",NA,NA,"UEC002117",NA,NA,NA,"UEC002117",NA,NA,NA,NA,NA
"54","2021-03-25 09:28:15-03","UNICAMP","UEC","150741","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Peixoto; Sazima, M; Sazima, I","1981","11","22","Brazil","São Paulo","Campinas","Fazenda Atalaia","-47.060001373291","-22.8999996185303","23900",NA,"Flor, Árvore com + ou - 6m, flores rosas com manchas azuis","auto","Bruniera, CP","2009","08",NA,"13175",NA,NA,"UEC002125",NA,NA,NA,"UEC002125",NA,NA,NA,NA,NA
"55","2021-03-01 16:40:25-03","UNICAMP","UEC","150742","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Bernacci, LC","1989","08","23","Brazil","São Paulo","Campinas","Fazenda, São vicente, mata.","-47.060001373291","-22.8999996185303","23900",NA,"Arvoreta ca. 5-6 m alt. Flores róseas; Interior da mata.","auto","Bruniera, CP","2009","08",NA,"25048",NA,NA,"UEC002126",NA,NA,NA,"UEC002126",NA,NA,NA,NA,NA
"56","2021-03-01 16:40:25-03","UNICAMP","UEC","62775","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Bernacci, LC","1989","08","23","Brazil","São Paulo","Campinas","Fazenda, São vicente, mata.","-47.060001373291","-22.8999996185303","23900",NA,"Arvoreta ca. 5-6 m alt. Flores róseas; Interior da mata.","auto","Bruniera, CP","2009","08",NA,"25048",NA,NA,"UEC002116",NA,NA,NA,"UEC002116",NA,NA,NA,NA,NA
"57","2019-08-20 10:25:22-03","UNICAMP","UEC","150746","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","s/ coletor",NA,NA,NA,"Brazil","São Paulo","Campinas","Fazenda Sta. Genebra, mata próxima à Cidade Universitária","-47.060001373291","-22.8999996185303","23900",NA,NA,"auto","Pirani, JR","2003","06",NA,"s.n.",NA,NA,"UEC002121",NA,NA,NA,"UEC002121",NA,NA,NA,NA,NA
"58","2021-03-25 09:28:15-03","UNICAMP","UEC","14067","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Vasconcellos-Neto, J","1977","10","17","Brazil","São Paulo","Campinas","Fazenda Sta. Genebra, mata próxima à Cidade Universitária.","-47.060001373291","-22.8999996185303","23900",NA,"Arbusto até 3m; Flores rosas","auto","Pirani, J","2003","06",NA,"6055",NA,NA,"UEC002122",NA,NA,NA,"UEC002122",NA,NA,NA,NA,NA
"59","2021-03-25 09:28:15-03","UNICAMP","UEC","61291","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Moraes, PLR; Seike, SH; Motta, PC; Romero, R","1990","10","18","Brazil","São Paulo","Campinas","Sousas, mata particular das Três Pontes","-47.060001373291","-22.8999996185303","23900",NA,"Fruto, Arvoreta de 2m, frutos imaturos verdes","auto","Bruniera, CP","2009","08",NA,"23607",NA,NA,"UEC002120",NA,NA,NA,"UEC002120",NA,NA,NA,NA,NA
"60","2021-03-25 09:28:15-03","UNICAMP","UEC","150744","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Moraes, PLR; Seike, SH; Motta, PC; Romero, R","1990","10","18","Brazil","São Paulo","Campinas","Sousas, mata particular das Três Pontes","-47.060001373291","-22.8999996185303","23900",NA,"Fruto, Arvoreta de 2m, frutos imaturos verdes","auto","Bruniera, CP","2009","08",NA,"23607",NA,NA,"UEC002124",NA,NA,NA,"UEC002124",NA,NA,NA,NA,NA
"61","2021-03-25 09:28:15-03","UNICAMP","UEC","150747","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Moraes, PLR; Seike, SH; Motta, PC; Rossaro, SC; Romero, R","1990","09","26","Brazil","São Paulo","Campinas","Sousas, mata particular das Três Pontes","-47.060001373291","-22.8999996185303","23900",NA,"Flor, Arvoreta 4 metros, imflorescência de flores rosas","auto","Bruniera, CP","2009","08",NA,"23650",NA,NA,"UEC002127",NA,NA,NA,"UEC002127",NA,NA,NA,NA,NA
"62","2021-03-25 09:28:15-03","UNICAMP","UEC","62523","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Moraes, PLR; Seike, SH; Motta, PC; Rossaro, SC; Romero, R","1990","09","26","Brazil","São Paulo","Campinas","Sousas, mata particular das Três Pontes","-47.060001373291","-22.8999996185303","23900",NA,"Flor, Arvoreta 4 metros, imflorescência de flores rosas","auto","Bruniera, CP","2009","08",NA,"23650",NA,NA,"UEC002119",NA,NA,NA,"UEC002119",NA,NA,NA,NA,NA
"63","2021-03-01 16:40:25-03","UNICAMP","UEC","97668","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","lilacina","Almeidea lilacina","A.St.-Hil.","Santos, K","1996","08","16","Brazil","São Paulo","Campinas","Sub-distrito de Souzas. Floresta estacional semidecidual.","-47.060001373291","-22.8999996185303","23900",NA,"Árvore, 4-5m de altura, agurpamento de indivíduos, com flores róseas e frutos imaturos verdes.","auto","Pirani, JR","2003","06",NA,"5a",NA,NA,"UEC002118",NA,NA,NA,"UEC002118",NA,NA,NA,NA,NA
"64","2021-03-01 16:40:25-03","UNICAMP","UEC","110243","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Zappi, DC; Costa, CB; Aona, LYS; Belinello, R","1999","11","26","Brazil","Espírito Santo","Piúma","Monte Agá, ao sul da cidade.","-40.773333","-20.873056",NA,NA,"Arbusto ramificado 2m alt. Inflorescências vináceas, flores rosa-forte, frutos verdes, secando castanhos; Mata de encosta com árvores altas e muitas espécies Rutaceae.&nf;No interior da mata, entre pedras.",NA,"Bruniera, CP","2009","08",NA,"463","-40.773333","-20.873056","UEC002109","50","100",NA,"UEC002109",NA,NA,NA,NA,NA
"65","2021-03-01 16:40:25-03","UNICAMP","UEC","150745","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Zappi, DC; Costa, CB; Aona, LYS; Belinello, R","1999","11","26","Brazil","Espírito Santo","Piúma","Monte Agá, ao sul da cidade.","-40.773333","-20.873056",NA,NA,"Arbusto ramificado 2m alt. Inflorescências vináceas, flores rosa-forte, frutos verdes, secando castanhos; Mata de encosta com árvores altas e muitas espécies Rutaceae.&nf;No interior da mata, entre pedras.",NA,"Bruniera, CP","2009","08",NA,"463","-40.773333","-20.873056","UEC002112","50","100",NA,"UEC002112",NA,NA,NA,NA,NA
"66","2021-03-01 16:40:25-03","UNICAMP","UEC","45662","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Weyland Vieira, MC","1982","03","16","Brazil","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434","49886",NA,"Arvoreta com flores lilazes.","auto","Pirani, JR","1996",NA,NA,"413",NA,NA,"UEC002108",NA,NA,NA,"UEC002108",NA,NA,NA,NA,NA
"67","2019-12-06 19:30:15-03","UFES","VIES","28161","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Assis, A.M.; Cribari, R.S.","2018","07","24","Brasil","Espírito Santo","Santa Leopoldina","Serra do Ramalhete - fragmento de floresta preservada.","-40.465556","-20.056111",NA,NA,NA,NA,NA,NA,NA,NA,"4434","40º27'56''W","20º3'22''S","VIES028161","200","200",NA,"VIES028161",NA,NA,NA,NA,NA
"68","2019-12-06 19:30:15-03","UFES","VIES","36563","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Pena, N.T.L.; Luber, J.","2015","04","09","Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante.","-40.436111","-18.7825",NA,NA,NA,NA,NA,NA,NA,NA,"206","40º26'10''W","18º46'57''S","VIES036563",NA,NA,NA,"VIES036563",NA,NA,NA,NA,NA
"69","2021-02-12 18:12:30-03","UFES","VIES","36703","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Gurtler, J.; Dutra, S.C.; Amaral, R.N.;Souza, W.O.","2017","09","22","Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P2).","-40.442222","-18.784167",NA,NA,NA,NA,NA,NA,NA,NA,"JAC 221","40º26'32''W","18º47'3''S","VIES036703",NA,NA,NA,"VIES036703",NA,NA,NA,NA,NA
"70","2021-02-12 18:12:30-03","UFES","VIES","41320","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Gurtler, J.; Dutra, S.C.","2018","04","11","Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P09).","-40.439722","-18.783889",NA,NA,NA,NA,NA,NA,NA,NA,"JAC 593","40º26'23''W","18º47'2''S","VIES041320",NA,NA,NA,"VIES041320",NA,NA,NA,NA,NA
"71","2021-02-12 18:12:30-03","UFES","VIES","48635","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Gurtler, J.; Velozo, A.F.; Rossi, M.T.; Cavassani, C.","2020","03","10","Brasil","Espírito Santo","Linhares","São Rafael.","-40.194722","-19.451389",NA,NA,NA,NA,"Jackson Gurtler","2020","03",NA,"s.n.","40º11'41''W","19º27'5''S","VIES048635",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-12 18:12:30-03","UFES","VIES","48642","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Cortelete, M.A.; Calatroni, D.; Martins, M.E.","2019","12","02","Brasil","Minas Gerais","Dionísio",NA,"-42.479722","-19.755556",NA,NA,NA,NA,"Cortelete, M.A.","2019","12",NA,"s.n.","42º28'47''W","19º45'20''S","VIES048642",NA,NA,NA,"VIES048642",NA,NA,NA,NA,NA
"73","2021-02-12 18:12:30-03","UFES","VIES","48656","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Gurtler, J.; Velozo, A.F.; Rossi, M.T.; Cavassani, C.","2020","02","18","Brasil","Espírito Santo","Linhares","São Rafael.","-40.194722","-19.451389",NA,NA,NA,NA,"Mariano Neto","2020","04",NA,"s.n.","40º11'41''W","19º27'5''S","VIES048656",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-06-27 10:26:40-03","UFES","VIES","21538","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Manhães, V.C.; Couto, D.R.; Fontana, A.P. & Kollmann, L.J.C.","2009","01","28","Brasil","Espírito Santo","Alegre",NA,"-41.5331001281738","-20.763599395752","26101",NA,NA,"auto","Fontana, A.P.",NA,NA,NA,"211",NA,NA,"VIES021538",NA,NA,NA,"VIES021538",NA,NA,NA,NA,NA
"75","2019-06-27 10:26:40-03","UFES","VIES","21542","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Fontana, A.P.; Kollmann, L.J.C.","2008","09","01","Brasil","Espírito Santo","Alegre","São João do Norte.","-41.5331001281738","-20.763599395752","26101",NA,NA,"auto","Fontana, A.P.",NA,NA,NA,"5488",NA,NA,"VIES021542",NA,NA,NA,"VIES021542",NA,NA,NA,NA,NA
"76","2019-09-27 18:06:17-03","UFES","VIES","20905","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Acácio, G.","1995","12","11","Brasil","Espírito Santo","Cachoeiro de Itapemirim","R.F. Bananal do Norte.","-41.1128005981445","-20.8488998413086","35694",NA,NA,"auto","Pirani, J.R.","2010","11","15","271",NA,NA,"VIES020905",NA,NA,NA,"VIES020905 VIES020905_1",NA,NA,NA,NA,NA
"77","2019-09-27 18:06:17-03","UFES","VIES","20906","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Acácio, G.","1994","12","12","Brasil","Espírito Santo","Cachoeiro de Itapemirim","R.F. Bananal do Norte.","-41.1128005981445","-20.8488998413086","35694",NA,NA,"auto","Pirani, J.R.","2010","11","15","162",NA,NA,"VIES020906",NA,NA,NA,"VIES020906 VIES020906_1",NA,NA,NA,NA,NA
"78","2019-06-27 10:26:40-03","UFES","VIES","5537","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Vinha, P.C.","1991","02","04","Brasil","Espírito Santo","Cachoeiro de Itapemirim","Sítio Remi.","-41.1128005981445","-20.8488998413086","35694",NA,NA,"auto","Pirani, J.R.","1998",NA,NA,"1205",NA,NA,"VIES005537",NA,NA,NA,"VIES005537",NA,NA,NA,NA,NA
"79","2020-04-27 16:11:31-03","UFES","VIES","40493","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Carrijo, T.T.; Luber, J.","2012","12","01","Brasil","Espírito Santo","Castelo","Parque Estadual de Mata das Flores.","-41.184700012207","-20.6035995483398","23588",NA,NA,"auto","M. Zanetti","2013","03","14","1505",NA,NA,"VIES040493",NA,NA,NA,"VIES040493",NA,NA,NA,NA,NA
"80","2020-04-27 16:11:31-03","UFES","VIES","31944","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Carrijo, T.T.; Luber, J.","2013","01","19","Brasil","Espírito Santo","Castelo","Parque Estadual de Mata das Flores. Interior de mata.","-41.184700012207","-20.6035995483398","23588",NA,NA,"auto","Luber, J.","2013","03","14","1604",NA,NA,"VIES031944","121","121",NA,"VIES031944",NA,NA,NA,NA,NA
"81","2020-04-27 16:11:31-03","UFES","VIES","31945","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Carrijo, T.T.; Luber, J.","2013","01","15","Brasil","Espírito Santo","Castelo","Parque Estadual de Mata das Flores. Interior de mata.","-41.184700012207","-20.6035995483398","23588",NA,NA,"auto","Luber, J.","2013","03","14","1575",NA,NA,"VIES031945","121","121",NA,"VIES031945",NA,NA,NA,NA,NA
"82","2019-06-27 10:26:40-03","UFES","VIES","11666","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Flores, T.B.; Siqueira, G.","2010","10","23","Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096","48094",NA,NA,"auto",NA,NA,NA,NA,"911",NA,NA,"VIES011666",NA,NA,NA,"VIES011666",NA,NA,NA,NA,NA
"83","2019-06-27 10:26:40-03","UFES","VIES","5796","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Gomes, J.M.L.; et al.","1991","06",NA,"Brasil","Espírito Santo","Vitória",NA,"-40.3377990722656","-20.3194007873535","15291",NA,NA,"auto","Pirani, J.R.","1998",NA,NA,"1629",NA,NA,"VIES005796",NA,NA,NA,"VIES005796",NA,NA,NA,NA,NA
"84","2021-03-02 17:19:42-03","UFES","VIES","49398","S","Plantae",NA,NA,"Rutaceae","Conchocarpus","ruber","Conchocarpus ruber","(A.St.Hil.) Bruniera & Groppo","Valadares, R.T.; Magnago, A.","2020","07","18","Brasil","Espírito Santo","Serra","APA do Mestre Álvaro. Trilha da Pedra Preta.","-40.311667","-20.186944",NA,NA,NA,NA,"Groppo, M.","2020","09","08","2366","40º18'42''W","20º11'13''S","VIES049398","200","200",NA,NA,NA,NA,NA,NA,NA
"85","2021-04-08 11:45:58-03","UTFPR","HCF","14035","S","Plantae",NA,NA,"Rutaceae","Conchocarpus","ruber","Conchocarpus ruber","(A.St.-Hil.) Bruniera & Groppo","M.L. Brotto","2013","12","11","Brasil","PR","Cerro Azul","margem direita do Rio Ribeira","-49.218056","-24.783056",NA,NA,"árvore de 4 m; flores róseo-avermelhadas. Floresta Ombrófila Densa.",NA,"M.L. Brotto","2014",NA,NA,"1510","49°13'05 W","24°46'59 S",NA,"270","270",NA,NA,NA,NA,NA,NA,NA
"86","2020-06-29 09:32:04-03","UFRRJ","RBR","23069","S","Plantae",NA,NA,"Rutaceae","Almeidea","limae","Almeidea limae","I.M.Silva","I.M. Silva","2002","02","20","Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Trilha para o Deserto. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561","25743",NA,NA,"auto",NA,NA,NA,NA,"494",NA,NA,"RBR00023069",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-06-29 09:32:04-03","UFRRJ","RBR","23070","S","Plantae",NA,NA,"Rutaceae","Almeidea","limae","Almeidea limae","I.M.Silva","I.M. Silva","2002","02","20","Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Trilha para o Deserto. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561","25743",NA,NA,"auto",NA,NA,NA,NA,"495",NA,NA,"RBR00023070",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-06-29 09:32:04-03","UFRRJ","RBR","17517","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","F.C. Nettesheim","2005","06","12","Brasil","Rio de Janeiro","Mangaratiba","'Ilha da Marambaia, Ponta da Gaeta (Varejo).'","-44.040599822998","-22.9596996307373","17272",NA,NA,"auto",NA,NA,NA,NA,"s.n.",NA,NA,"RBR00017517",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-06-29 09:32:04-03","UFRRJ","RBR","12016","S","Plantae",NA,NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","L.F.T. Menezes","2000","04","07","Brasil","Rio de Janeiro","Mangaratiba","'Ilha da Marambaia, Praia da Armação., complexo inundável sobre feixes de cordões arenosos.'","-44.040599822998","-22.9596996307373","17272",NA,NA,"auto",NA,NA,NA,NA,"653",NA,NA,"RBR00012016",NA,NA,NA,"RBR00012016",NA,NA,NA,NA,NA
"90","2020-12-21 16:44:06-03","MBM","MBM","194884","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Almeidea","caerulea","Almeidea caerulea","A. St.-Hil. ex G. Don","Kallunki, J.; et al.; et al.",NA,NA,NA,"Brazil","Bahia","Uruçuca","7,4km N de Serra Grande","-39.2844009399414","-14.5930995941162","33791",NA,NA,"auto",NA,NA,NA,NA,"682",NA,NA,"MBM194884",NA,NA,"Southern America","MBM194884",NA,NA,NA,NA,NA
