"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","class","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"1","2016-09-28 13:16:00-03","NY","NYBG","8076","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Ferreirea","spectabilis","fruticosa","Ferreirea spectabilis fruticosa","Chodat & Hassl.","syntype","E. Hassler","6167","South America","Paraguay","Cordillera","Tobaty [= Tobatí].","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=47276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00008076","NY00008076_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","8077","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Ferreirea","spectabilis","paraguariensis","Ferreirea spectabilis paraguariensis","Hassl.","probable isotype","E. Hassler","6211","South America","Paraguay",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376268' target='other'> <mi>dwc_moreinfo</mi></a>","NY00008077","NY00008077_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2016-11-02 13:37:00-02","NY","NYBG","1040357","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Sweetia","fruticosa",NA,"Sweetia fruticosa",NA,NA,"E. P. Heringer","4070","South America","Brazil","Minas Gerais","Fazenda do Rasgão 2 km de Paraopeba","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1504711' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040357","NY01040357_01","R. Schütz Rodrigues","1955","09","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1040137","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Sweetia","fruticosa",NA,"Sweetia fruticosa","Spreng.",NA,"G. G. Hatschbach","48216","South America","Brazil","Bahia","Rio Sto. Antonio","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502669' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040137","NY01040137_01","R. Schütz Rodrigues","1984","09","15","Andaraí","-41.33","-12.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1040275","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Sweetia","fruticosa",NA,"Sweetia fruticosa","Spreng.",NA,"A. Macedo","722","South America","Brazil","Minas Gerais","S. Terezinha","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503175' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040275","NY01040275_01",NA,"1945","09","05","Ituiutaba","-49.465","-18.9692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","1040248","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Sweetia","fruticosa",NA,"Sweetia fruticosa","Spreng.",NA,"H. L. de M. Barreto","5812","South America","Brazil","Minas Gerais","Belo Horizonte, Estação Experimental","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503073' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040248","NY01040248_01",NA,"1935","09","21","Belo Horizonte","-43.9378","-19.9208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","1040224","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Sweetia","fruticosa",NA,"Sweetia fruticosa","Spreng.",NA,"A. P. Duarte","3286","South America","Brazil","Minas Gerais","Horto Botânico de Belo Horizonte.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502936' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040224","NY01040224_01",NA,"1950","09","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","1040130","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Sweetia","fruticosa",NA,"Sweetia fruticosa","Spreng.",NA,"G. G. Hatschbach","22194","South America","Brazil","Paraná","Planaltina do Paraná. Mata pluvial da bacia do Rio Paraná.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502560' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040130","NY01040130_01","R. Schütz Rodrigues","1969","09","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1040210","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Sweetia","fruticosa",NA,"Sweetia fruticosa","Spreng.",NA,"H. M. de Sousa","s.n.","South America","Brazil","São Paulo",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502894' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040210","NY01040210_01",NA,"1969","08","20","Moji-Mirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","1040209","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Sweetia","fruticosa",NA,"Sweetia fruticosa","Spreng.",NA,"H. M. de Sousa","s.n.","South America","Brazil","São Paulo",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502892' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040209","NY01040209_01",NA,"1969","08","20","Moji-Mirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
