"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","typeStatus","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","sex","class","infraspecificEpithet","relatedCatalogItem","individualCount","fieldNumber"
"764","2021-03-21 19:32:29-03","UFC","EAC","48905","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Silveira, E.R.","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,"Árvore, flor verde, frutos pequenos e maduros, com sementes","EAC0048905","Rio Grande do Norte","Baraúna","Estrada de Baraúna-Russas","-37.61669921875","-5.07999992370605",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0048905","Nunes, E.","27228","auto","2011","03","16",NA,NA,NA,NA,NA,NA
"765","2021-03-21 19:32:29-03","UFC","EAC","48904","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Silveira, E.R.; Chaguinha","s.n.","2010","09","08","Southern America","Brasil",NA,NA,"Árvore, inflorescência","EAC0048904","Rio Grande do Norte","Baraúna","Estrada de Baraúna-Russas","-37.61669921875","-5.07999992370605",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0048904","Nunes, E.","27228","auto","2011","03","16",NA,NA,NA,NA,NA,NA
"766","2021-03-21 19:32:29-03","UFC","EAC","32142","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Silveira, E.R.","s.n.","2002","08","30","Southern America","Brasil",NA,NA,NA,"EAC0032142","Ceará","Acarape",NA,"-38.7083015441895","-4.22417020797729",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0032142","Fernandes, A.; Nunes, E.","15420","auto","2002","09","13",NA,NA,NA,NA,NA,NA
"767","2021-03-21 19:32:29-03","UFC","EAC","41035","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Silveira, E.R.","s.n.","2007","10","03","Southern America","Brasil",NA,NA,"Aroeira macho com fruto verde.","EAC0041035","Ceará","Acarape","Garapa","-38.7083015441895","-4.22417020797729",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0041035","Nunes, E.","15420","auto","2007","11","01",NA,NA,NA,NA,NA,NA
"768","2021-03-21 19:32:29-03","UFC","EAC","33007","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Cavalcanti, F.S.; Silveira, E.R.","s.n.","2003","10","03","Southern America","Brasil",NA,NA,"Árvore, flor em botão.","EAC0033007","Ceará","Acarape","Garapa","-38.7083015441895","-4.22417020797729",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0033007","Nunes, E.","15420","auto","2003","10","16",NA,NA,NA,NA,NA,NA
"769","2021-03-21 19:32:29-03","UFC","EAC","41033","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Silveira, E.R.","s.n.","2007","10","03","Southern America","Brasil",NA,NA,"Flor feminina. Fruto verde.","EAC0041033","Ceará","Acarape","Garapa","-38.7083015441895","-4.22417020797729",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0041033","Nunes, E.","15420","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","2021-03-21 19:32:29-03","UFC","EAC","32141","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Silveira, E.R.","s.n.","2002","08","30","Southern America","Brasil",NA,NA,NA,"EAC0032141","Ceará","Acarape","Garapa.","-38.7083015441895","-4.22417020797729",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0032141","Fernandes, A.; Nunes, E.","15420","auto","2002","09","13",NA,NA,NA,NA,NA,NA
"771","2021-03-21 19:32:29-03","UFC","EAC","33006","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Cavalcanti, F.S.; Silveira, E.R.","s.n.","2003","10","03","Southern America","Brasil",NA,NA,"Árvore, flor em botão verde.","EAC0033006","Ceará","Acarape","Garapa.","-38.7083015441895","-4.22417020797729",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0033006","Nunes, E.","15420","auto","2003","10","16",NA,NA,NA,NA,NA,NA
"772","2021-03-21 19:32:29-03","UFC","EAC","10667","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Martins, P.; Oliveira, J.G.","s.n.","1981","08","13","Southern America","Brasil",NA,NA,"Fruto escuro.","EAC0010667","Ceará","Aiuaba",NA,"-40.1236000061035","-6.57360982894897",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0010667","Martins, P.; Nunes, E.","68662","auto","1981","08","24",NA,NA,NA,NA,NA,NA
"773","2021-03-21 19:32:29-03","UFC","EAC","8881","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Figueiredo, M.A.","s.n.","1980","07","15","Southern America","Brasil",NA,NA,NA,"EAC0008881","Ceará","Aiuaba",NA,"-40.1236000061035","-6.57360982894897",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0008881","Fernandes, A.; et al.","68662","auto","1980","08","12",NA,NA,NA,NA,NA,NA
"774","2021-03-21 19:32:29-03","UFC","EAC","27034","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Maia, G.N.","s.n.","1998","05","11","Southern America","Brasil",NA,NA,NA,"EAC0027034","Ceará","Aiuaba","Estação ecológica de Auiba.","-40.1236000061035","-6.57360982894897",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0027034","Lima-Verde, L.W.; Nunes, E.","68662","auto","1998","11","12",NA,NA,NA,NA,NA,NA
"775","2021-03-21 19:32:29-03","UFC","EAC","11914","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Viana, F.A.","s.n.","1982","06","30","Southern America","Brasil",NA,NA,"Árvore, flor amarelada.; Caatinga","EAC0011914","Ceará","Aiuaba","Estaçãop ecológica de Aiuba.","-40.1236000061035","-6.57360982894897",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0011914","Nunes, E.","68662","auto","1983","07","12",NA,NA,NA,NA,NA,NA
"776","2021-03-21 19:32:29-03","UFC","EAC","43892","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Menezes, M.O.T.","69","2008","07","08","Southern America","Brasil",NA,NA,"Caatinga","EAC0043892","Ceará","Caridade","Campos Belos","-39.1925010681152","-4.23222017288208",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0043892","Menezes, M.O.T.","30627","auto","2008","11","11",NA,NA,NA,NA,NA,NA
"777","2021-03-21 19:32:29-03","UFC","EAC","16950","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","S/C","s.n.","1990","10","05","Southern America","Brasil",NA,NA,"Árvore; flor parda.","EAC0016950","Ceará","Caridade","Descida da Serra de Baturité em direção à Campos Belos.","-39.1925010681152","-4.23222017288208",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0016950","Fernandes, A.; Nunes, E.","30627","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","2021-03-21 19:32:29-03","UFC","EAC","34776","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Batista, K.L.P.; Lima, M.G.A.","s.n.","2005","02","15","Southern America","Brasil",NA,NA,NA,"EAC0034776","Ceará","Caucaia","Parque Botânico do Ceará.","-38.6530990600586","-3.73610997200012",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0034776","Nunes, E.","40484","auto","2005","02","25",NA,NA,NA,NA,NA,NA
"779","2021-03-21 19:32:29-03","UFC","EAC","6896","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Matos, F.J.A.","s.n.","1979","09","01","Southern America","Brasil",NA,NA,NA,"EAC0006896","Ceará","Frecheirinha","Margem da BR 222.","-40.8163986206055","-3.75999999046326",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0006896","Matos, F.J.A.","12579","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","2021-03-21 19:32:29-03","UFC","EAC","14988","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Bandeira, M.A.M.","s.n.","1988","08","06","Southern America","Brasil",NA,NA,"Árvore medicinal.","EAC0014988","Ceará","Iguatu",NA,"-39.2985992431641","-6.35943984985352",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0014988","Fernandes, A.","29001","auto","1988","09","09",NA,NA,NA,NA,NA,NA
"781","2021-03-21 19:32:29-03","UFC","EAC","12177","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Figueiredo, M.A.","s.n.","1983","06","24","Southern America","Brasil",NA,NA,NA,"EAC0012177","Ceará","Independência","Livre-nos Deus.","-40.3086013793945","-5.39638996124268",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0012177","Fernandes, A.","57401","auto","1983","10","25",NA,NA,NA,NA,NA,NA
"782","2021-03-21 19:32:29-03","UFC","EAC","32487","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Viana, D.G.","s.n.","2003","05","15","Southern America","Brasil",NA,NA,"Caatinga","EAC0032487","Ceará","Juazeiro do Norte","arredores da cidade.","-39.315299987793","-7.21305990219116",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0032487","Nunes, E.","15239","auto","2003","05","28",NA,NA,NA,NA,NA,NA
"783","2021-03-21 19:32:29-03","UFC","EAC","33027","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Odorico","s.n.","2003","11","08","Southern America","Brasil",NA,NA,"Árvore com frutos.; Caatinga","EAC0033027","Ceará","Maranguape","Distrito Sapupara, Fazenda Jubaia.","-38.6856002807617","-3.89083003997803",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0033027","Nunes, E.","40608","auto","2003","11","14",NA,NA,NA,NA,NA,NA
"784","2021-03-21 19:32:29-03","UFC","EAC","30220","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Maia, G.N.","s.n.","2000","11","30","Southern America","Brasil",NA,NA,"Árvore, flor, pétalas verdes.; Caatinga","EAC0030220","Ceará","Maranguape","Fazenda recanto do sossego.","-38.6856002807617","-3.89083003997803",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0030220","Nunes, E.","40608","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA
"785","2021-03-21 19:32:29-03","UFC","EAC","29851","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Queiroz, M.S.","s.n.","2000","08","27","Southern America","Brasil",NA,NA,NA,"EAC0029851","Ceará","Meruoca",NA,"-40.4550018310547","-3.54167008399963",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0029851_1 EAC0029851_2","Fernandes, A.; Nunes, E.","14054","auto","2000","08","27",NA,NA,NA,NA,NA,NA
"786","2021-03-21 19:32:29-03","UFC","EAC","15082","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Fernandes, A.","EAC15082","1987","09","06","Southern America","Brasil",NA,NA,NA,"EAC0015082","Ceará","Meruoca","Serra da Meruoca, Mata seca.","-40.4550018310547","-3.54167008399963",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0015082","Fernandes, A.","14054","auto","1987","09","06",NA,NA,NA,NA,NA,NA
"787","2021-03-21 19:32:29-03","UFC","EAC","45848","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Ferreira, R.G.","s.n.","2008","11","19","Southern America","Brasil",NA,NA,"Flor amarela; Caatinga","EAC0045848","Ceará","Parambu","Faz. Tabuleiro, Substrato argiloso","-40.6944007873535","-6.21111011505127",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0045848","Ferreira, R.G.","45414","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","2021-03-21 19:32:29-03","UFC","EAC","32095","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Costa, R.C.","s.n.","2001","06","11","Southern America","Brasil",NA,NA,"Planta árborea; fanerófito.","EAC0032095","Ceará","Quixadá","Fazenda não me deixes.","-39.0153007507324","-4.97138977050781",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0032095","Costa, R.C.","41968","auto","2001","06",NA,NA,NA,NA,NA,NA,NA
"789","2021-03-21 19:32:29-03","UFC","EAC","30108","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Souza, E.B.","s.n.","2000","09","22","Southern America","Brasil",NA,NA,"Árvore de ca. 7,5m de altura, desfolhada totalmente, cálice verde claro com pêlos glandulosos, corola branca.","EAC0030108","Ceará","Sobral","Serra da Meruoca, margem da CE-040. Ambiente de mata subperenefolia degradada.","-40.3497009277344","-3.68611001968384",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0030108","Nunes, E.","84289","auto","2000","09","22",NA,NA,NA,NA,NA,NA
"790","2021-03-21 19:32:29-03","UFC","EAC","14669","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Fernandes, A.; Matos, F.J.A.","EAC14669","1986","08","23","Southern America","Brasil",NA,NA,"Árvore, flor esverdeada.; Caatinga","EAC0014669","Ceará","Tauá",NA,"-40.2928009033203","-6.00305986404419",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0014669","Fernandes, A.","70667","auto","1986","08","24",NA,NA,NA,NA,NA,NA
"791","2021-03-21 19:32:29-03","UFC","EAC","28708","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Castro, A.S.F.","762","1999","11","15","Southern America","Brasil",NA,NA,"Árvore, flor creme.; Caatinga","EAC0028708","Ceará","Tauá","BR 020, a 12 Km da Sede.","-40.2928009033203","-6.00305986404419",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0028708","Castro, A.S.F.","70667","auto","1999","11","15",NA,NA,NA,NA,NA,NA
"792","2021-03-21 19:32:29-03","UFC","EAC","42259","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Miranda, A.M.; Ferraz, J.; et al.","5486","2007","08","08","Southern America","Brasil",NA,NA,"Árvore ca. 8m alt.; caule amarroanzado; folhas raras, membranáceas; flores creme-amareladas. Muito frequente.; Caatinga arbustiva arbórea","EAC0042259","Pernambuco","Petrolina",NA,"-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0042259","Miranda, A.M.","90462","auto","2007","08",NA,NA,NA,NA,NA,NA,NA
"793","2021-03-21 19:32:29-03","UFC","EAC","42258","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Miranda, A.M.; Ferraz, J.; et al.","5486","2007","08","08","Southern America","Brasil",NA,NA,"Árvore ca. 8m alt.; caule amarronzado ; folhas raras, membranáceas; flores creme-amareladas. Muito frequente.; Caatinga arbustiva arbórea","EAC0042258","Pernambuco","Petrolina",NA,"-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0042258","Miranda, A.M.","90462","auto","2007","08",NA,NA,NA,NA,NA,NA,NA
"794","2021-03-21 19:32:29-03","UFC","EAC","41912","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Miranda, A.M.; Ferraz, J.","5581","2007","11","24","Southern America","Brasil",NA,NA,"Árvore, 4m; áfila; caule marrom; fruto marrom.; Caatinga","EAC0041912","Pernambuco","Salgueiro","Margem da BR-232","-39.1192016601562","-8.07417011260986",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0041912","Miranda, A.M.","37784","auto","2007","11","24",NA,NA,NA,NA,NA,NA
"795","2021-03-21 19:32:29-03","UFC","EAC","30853","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Vilmore, J.","s.n.","2001","09","10","Southern America","Brasil",NA,NA,"Caatinga","EAC0030853","Piauí","Floriano",NA,"-43.0224990844727","-6.76694011688232",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0030853","Nunes, E.","78338","auto","2001","09","18",NA,NA,NA,NA,NA,NA
"796","2021-03-21 19:32:29-03","UFC","EAC","6906","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Matos, F.J.A.","s.n.","1979","09","12","Southern America","Brasil",NA,NA,NA,"EAC0006906","Rio Grande do Norte","Mossoró","Estrada de Mossoró a Natal.","-37.3442001342773","-5.1875",NA,NA,NA,NA,"Dicotyledon",NA,"Allem",NA,"EAC0006906","Fernandes, A.; Bezerra, P.","38979","auto","1979","09","20",NA,NA,NA,NA,NA,NA
"797","2020-12-21 16:11:38-03","MBM","MBM","186807","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","Kirkbride, J.H.; et al.; et al.","3594","1980","07","24","Southern America","Brazil",NA,NA,NA,"MBM186807","Distrito Federal",NA,"Próximo ao Rio das Salinas, Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,"(Fr. All.) Engl.",NA,"MBM186807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","2020-12-21 16:11:38-03","MBM","MBM","220054","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","Nee, M.","47064","1996","08","27","Southern America","Bolivia",NA,NA,NA,"MBM220054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Fr. All.) Engl.",NA,"MBM220054","Nee, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","2020-12-21 16:11:38-03","MBM","MBM","111344","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","Fernandez, A.; et al.; et al.","s.n.","1986","08","23","Southern America","Brazil",NA,NA,NA,"MBM111344","Ceará","Tauá","Tauá","-40.2928009033203","-6.00305986404419",NA,NA,NA,NA,NA,NA,"(Fr. All.) Engl.",NA,"MBM111344","Fernandez, A.","70667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","2020-12-21 16:11:38-03","MBM","MBM","149460","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","Cervi, A.C.; et al.; et al.","3381","1991","08","25","Southern America","Brazil",NA,NA,NA,"MBM149460","Mato Grosso do Sul","Corumbá","Rod. BR-262, próximo a Lagoa do Jacadigo","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"(Fr. All.) Engl.",NA,"MBM149460","Pott, A.","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","2020-12-21 16:11:38-03","MBM","MBM","36712","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","Macedo, A.","457","1944","08","04","Southern America","Brazil",NA,NA,NA,"MBM036712","Minas Gerais","Ituiutaba","Ituiutaba","-49.4650001525879","-18.968900680542",NA,NA,NA,NA,NA,NA,"(Fr. All.) Engl.",NA,"MBM036712",NA,"50022","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","2020-12-21 16:11:38-03","MBM","MBM","19957","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","Magalhães, M.; et al.; et al.","18894","1962","11","20","Southern America","Brazil",NA,NA,NA,"MBM019957","Minas Gerais","Paraopeba","Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,NA,NA,"(Fr. All.) Engl.",NA,"MBM019957","Magalhães, M.","26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","2020-12-21 16:11:38-03","MBM","MBM","202284","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","64954","1996","04","17","Southern America","Brazil",NA,NA,NA,"MBM202284","Minas Gerais","Porteirinha","Barreiros","-43.0283012390137","-15.7433004379272",NA,NA,NA,NA,NA,NA,"(Fr. All.) Engl.",NA,"MBM202284","Pirani, J.R.","56892","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","2020-12-21 16:11:40-03","MBM","MBM","416886","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Ariati, V.; Daniel, V.; Bianchin, J.E.; Dutra, M.M.; Daniel, V.; Bianchin, J.E.; Dutra, M.M.","1576","2018","10","30","Southern America","Brazil",NA,NA,"Arborização urbana.","MBM416886","Paraná","Curitiba","Água Verde, Rua Silveira Peixoto","-49.283714","-25.448858","-49.283714","-25.448858",NA,NA,NA,NA,"F.F. & M.F. Allem",NA,"MBM416886","Ariati, V.",NA,NA,"2018","10","30",NA,NA,NA,NA,NA,NA
"805","2020-12-21 16:11:40-03","MBM","MBM","416917","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Ariati, V.; Bonaldi, R.A.; Daniel, V.; Lozano, E.D.; Bonaldi, R.A.; Daniel, V.; Lozano, E.D.","1592","2017","10",NA,"Southern America","Brazil",NA,NA,NA,"MBM416917","Espírito Santo","Mucurici",NA,"-40.428889","-17.952778","-40.428889","-17.952778",NA,NA,NA,NA,"F.F. & M.F. Allem",NA,"MBM416917 MBM416917_1","Cordeiro, J.",NA,NA,"2018","11","01",NA,NA,NA,NA,NA,NA
"806","2020-12-21 16:11:40-03","MBM","MBM","417871","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Roque, N.; Borges, R.L.; Oliveira, G.R.; Stadnik, A.; Borges, R.L.; Oliveira, G.R.; Stadnik, A.","3649","2012","07","20","Southern America","Brazil",NA,NA,"Árvore ca. 5m. Sem folhas. Frutos pendentes verdes.; Mata ciliar antes da Trilha do trem. Campo rupestre.","MBM417871","Bahia","Licínio de Almeida","Serra Geral, Serra do Salto. Trilha para Cachoeirão","-42.5475","-14.687778","-42.5475","-14.687778","950","950",NA,NA,"F.F. & M.F. Allem",NA,NA,"Roque, N.; Alves, M.",NA,NA,"2012","08",NA,NA,NA,NA,NA,NA,NA
"807","2020-12-21 16:11:40-03","MBM","MBM","423346","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Damasceno Jr, G.A.; Bortolotto, I.M.; Ishii, I.H.; Nakajima, J.N.; Sciamareli, A; Bortolotto, I.M.; Ishii, I.H.; Nakajima, J.N.; Sciamareli, A.; Assis, E.L.M.","2697","2002","10","23","Southern America","Brazil",NA,NA,"Árvore de 18m; Fruto: marrom.; Mata decídua; litólico; Morro.","MBM423346","Mato Grosso do Sul","Corumbá","Porto Mangueira, Entrada do corixo Bonfim","-57.435833","-18.263611","-57.435833","-18.263611","100","100",NA,NA,"F.F. & M.F. Allem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","2020-12-21 16:11:40-03","MBM","MBM","407039","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Michelon, C.; Augusto-Silva, M.; Felitto, G.; Oliveira, E.; Augusto-Silva, M.; Felitto, G.; Oliveira, E.","s.n.","2013","07",NA,"Southern America","Brazil",NA,NA,"Arbórea de 10 m. de altura. Flores maduras roxas.","MBM407039","Goiás","Flores de Goiás","EIA LT Barreiras II - Pirapora 2","-47.0503005981445","-14.4485998153687",NA,NA,NA,NA,NA,NA,"F.F. & M.F. Allem",NA,"MBM407039",NA,"86423","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","2020-12-21 16:11:40-03","MBM","MBM","262907","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Pirani, J.R.; et al.; et al.","4277","1998","05","12","Southern America","Brazil",NA,NA,NA,"MBM262907","Minas Gerais","Porteirinha","Rod. BR-122, estrada para Mato Verde","-43.0283012390137","-15.7433004379272",NA,NA,NA,NA,NA,NA,"F.F. & M.F. Allem",NA,"MBM262907","Pirani, J.R.","56892","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","2020-12-21 16:11:40-03","MBM","MBM","266302","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Ranpim, V.; et al.; et al.","110","1995","09","01","Southern America","Brazil",NA,NA,NA,"MBM266302","São Paulo","Brotas","Brotas","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,NA,NA,"F.F. & M.F. Allem",NA,"MBM266302","Leitão f.; H.F.","26585","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","2020-12-21 16:11:40-03","MBM","MBM","183906","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Hatschbach, G.; Hatschbach, M.; Motta, J.T.; Hatschbach, M.; Motta, J.T.","63239","1995","08","22","Southern America","Brazil",NA,NA,NA,"MBM183906","Minas Gerais","Capitão Enéas","Rod. BR-122, próximo do trevo para Orion","-43.7106018066406","-16.3243999481201",NA,NA,NA,NA,NA,NA,"F.F. & M.F. Allem",NA,"MBM183906","Smith, S.F.","60323","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","2020-12-21 16:11:40-03","MBM","MBM","187100","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Carvalho, A.M. de; et al.; et al.","3959","1992","06","10","Southern America","Brazil",NA,NA,NA,"MBM187100","Bahia","Bom Jesus da Lapa","16km na estrada de Bom Jesus da Lapa para Ibotirama","-43.418098449707","-13.2550001144409",NA,NA,NA,NA,NA,NA,"F.F. & M.F. Allem",NA,"MBM187100","Mitchell, J.","66899","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","2020-12-21 16:11:40-03","MBM","MBM","238737","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Carvalho, A.M. de; et al.; et al.","2678","1989","12","28","Southern America","Brazil",NA,NA,NA,"MBM238737","Bahia","Brumado","23km na rodovia de Brumado para Livramento do Brumado","-41.6652984619141","-14.2035999298096",NA,NA,NA,NA,NA,NA,"F.F. & M.F. Allem",NA,"MBM238737","Mitchell, J.D.","38387","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
