"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","584229","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"G. G. Hatschbach","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584229","Magnoliophyta","Lamiales","Spreng.","1453","1949","09","18","Paraná","Campo Largo","Serra S. Luis de Puruña","-49.5281","-25.4586","NY00584229_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","584219","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"G. G. Hatschbach","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584219","Magnoliophyta","Lamiales","Spreng.","41902","1978","12","05","Paraná","Bocaiúva do Sul","Bocaiuva do Sul, arredores","-48.888796","-25.118389","NY00584219_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","584211","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"M. Kuhlmann","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278210' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584211","Magnoliophyta","Lamiales","Spreng.","s.n.","1939","08","27","Paraná","Balsa Nova","Sao Luiz","-49.6356","-25.5842","NY00584211_01","A. Gehrt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","583577","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"J. E. Leite","South America","Brazil","sheet",NA,"XXVII [=collector number?] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278220' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583577","Magnoliophyta","Lamiales","Spreng.","s.n.","1948","12",NA,"São Paulo","Campos do Jordao","Campos do Jordao","-45.540301","-22.687374","NY00583577_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","583596","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"A. L. Moldenke","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583596","Magnoliophyta","Lamiales","Spreng.","19652","1948","09","25","São Paulo","Sao Paulo","Campo Congonhas","-46.660488","-23.627973","NY00583596_01",NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","584228","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"E. P. dos Santos","South America","Brazil","sheet",NA,"Specimen number may be 30691 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584228","Magnoliophyta","Lamiales","Spreng.","238","1996","11","08","Paraná","Palmeira","Recanto dos Papagaios","-49.75","-25.43","NY00584228_01","A. C. Cervi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","584223","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"G. G. Hatschbach","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584223","Magnoliophyta","Lamiales","Spreng.","25608","1970","11","23","Paraná","Curitiba","Rio Atuba","-49.205854","-25.379421","NY00584223_01","N. S. Troncoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","589164","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta gracilis",NA,"G. Tessmann","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547952' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589164","Magnoliophyta","Lamiales","Dusén","s.n.","1947","10","16","Paraná","Porto Amazonas","Fazenda Padre Ignacio, Estrada Curitiba-Palmeira, 10 km antes de Palmeira","-49.8903","-25.5447","NY00589164_01","H. N. Moldenke",NA,NA,"gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","584216","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"P. K. H. Dusén","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584216","Magnoliophyta","Lamiales","Spreng.","7533","1909","01","20","Paraná",NA,"Rio Guarekassava",NA,NA,"NY00584216_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","584218","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"G. G. Hatschbach","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584218","Magnoliophyta","Lamiales","Spreng.","68689","1998","11","15","Paraná","Palmas","Horizonte","-51.57403","-26.589411","NY00584218_01","G. G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","589160","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta gracilis",NA,"T. M. Pedersen","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589160","Magnoliophyta","Lamiales","Dusén","11485","1976","11","13","Rio Grande do Sul","Júlio de Castilhos","BR 158, between Abacatu & Vendo","-53.6817","-29.2269","NY00589160_01","H. N. Moldenke",NA,NA,"gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","583594","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"A. Frazao","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278217' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583594","Magnoliophyta","Lamiales","Spreng.","s.n.","1917",NA,NA,"São Paulo","Barretos","Barretos","-48.56","-20.55","NY00583594_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01887498","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"B. J. Pickel","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2123735' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887498","Magnoliophyta","Lamiales","Cham.","5509","1941","11","24","São Paulo","Poá","Estaçao Calaion Vianna [Calmon Vianna]","-46.34","-23.5203","NY01887498_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","584225","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"G. Tessmann","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278246' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584225","Magnoliophyta","Lamiales","Spreng.","2527a","1947","12","12","Paraná","Piraquara","Florestal, 29 km para leste de Curitiba, estrada C.-Paranaguá","-49.0631","-25.4419","NY00584225_01","H. N. Moldenke","930","930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","583593","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"B. J. Pickel","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583593","Magnoliophyta","Lamiales","Spreng.","1974","1944","11","30","São Paulo","Sao Paulo","Capital. Santo Amaro","-46.63","-23.5403","NY00583593_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","583589","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"O. Handro","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278206' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583589","Magnoliophyta","Lamiales","Spreng.","s.n.","1947","04","14","São Paulo","Sao Paulo","Jabaquara, Capital","-46.63","-23.5403","NY00583589_01","O. Handro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","583587","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"F. C. Hoehne","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583587","Magnoliophyta","Lamiales","Spreng.","s.n.","1923","09","18","São Paulo","Campos do Jordao","Campos do Jordao","-45.540301","-22.687374","NY00583587_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","583592","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"B. J. Pickel","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278214' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583592","Magnoliophyta","Lamiales","Spreng.","1795","1942","10","15","São Paulo","Sao Paulo","Capital. Santo Amaro","-46.63","-23.5403","NY00583592_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","584212","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"F. C. Hoehne","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584212","Magnoliophyta","Lamiales","Spreng.","s.n.","1928","10","18","Paraná","Curitiba","Curitiba","-49.2731","-25.4281","NY00584212_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","583580","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"F. C. Hoehne","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583580","Magnoliophyta","Lamiales","Spreng.","s.n.","1918","10","23","São Paulo","Sao Bernardo do Campo","Sao Bernardo","-46.543552","-23.7742","NY00583580_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1887501","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"R. Reitz","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2123738' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887501","Magnoliophyta","Lamiales","Cham.","C310","1943","12","28","Santa Catarina",NA,"Serra da Pedra - Araranguá",NA,NA,"NY01887501_01",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","589157","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta gracilis",NA,"P. K. H. Dusén","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547955' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589157","Magnoliophyta","Lamiales","Dusén","6798","1908","10","10","Paraná","Contenda","Serrinha","-49.5344","-25.6758","NY00589157_01","H. N. Moldenke",NA,NA,"gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","583585","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"F. C. Hoehne","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583585","Magnoliophyta","Lamiales","Spreng.","36577","1936","10","20","São Paulo","Moji das Cruzes","Santo Angelo","-46.1881","-23.5231","NY00583585_01","A. Gehrt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01310721","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"S. A. Mori","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1559802' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310721","Magnoliophyta","Lamiales","Spreng.","16671","1984","07","10","Distrito Federal","Brasília","On road to Gama, DF16, 3-7 km from junction with BR040.","-48.03","-15.97","NY01310721_01","O. Kosovsky","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","584224","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"G. Tessmann","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584224","Magnoliophyta","Lamiales","Spreng.","2497","1947","10","15","Paraná","Porto Amazonas","Fazenda Padre Ignácio, Estrada Curitiba-Palmeira, 10 km antes de Palmeira","-49.8903","-25.5447","NY00584224_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","584221","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"G. G. Hatschbach","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278216' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584221","Magnoliophyta","Lamiales","Spreng.","599","1947","01","09","Paraná","Castro","Estrada do Cerne km. 116-117, campo de Castro","-50.0117","-24.7911","NY00584221_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","583574","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"L. B. Smith","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278231' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583574","Magnoliophyta","Lamiales","Spreng.","9162","1956","12","24","Santa Catarina","Joaçaba","Campo of Palmas, 52 km west of Caçador","-51.5044","-27.1783","NY00583574_01","H. N. Moldenke","1000","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00956741","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"H. A. Weddell","South America","Brazil","sheet",NA,"Doneeé par M. Clausen. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081595' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956741","Magnoliophyta","Lamiales","Spreng.","175","1844",NA,NA,"Minas Gerais",NA,"Brésil. Minas Geraes",NA,NA,"NY00956741_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","592160","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"E. H. G. Ule","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592160","Magnoliophyta","Lamiales","Spreng.","s.n.","1895","12","27","Rio de Janeiro",NA,"Serra do Itatiaia","-44.637876","-22.374281","NY00592160_01","P. K. H. Dusén",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","583576","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"F. C. Hoehne","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583576","Magnoliophyta","Lamiales","Spreng.","2274","1948","09","30","São Paulo","Sao Paulo","Brooklyn Paulista, Cap.","-46.680951","-23.621551","NY00583576_01","F. C. Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","589240","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"F. C. Hoehne","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278223' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589240","Magnoliophyta","Lamiales","Spreng.","s.n.","1936","10","20","São Paulo","Moji das Cruzes","Santo Angelo","-46.1881","-23.5231","NY00589240_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","583597","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"R. A. Wasum","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583597","Magnoliophyta","Lamiales","Spreng.","s.n.","1992","10","27","São Paulo","Campos do Jordao","Campos do Jordao","-45.540301","-22.687374","NY00583597_01","S. F. Smith","1650","1650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","583575","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"F. C. Hoehne","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583575","Magnoliophyta","Lamiales","Spreng.","2275","1949","01","27","São Paulo","Sao Paulo","Brooklyn Paulista, Cap.","-46.680951","-23.621551","NY00583575_01","F. C. Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01181724","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"R. A. A. Schnell","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387287' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181724","Magnoliophyta","Lamiales","Spreng.","8948","1958","09","14","São Paulo",NA,"Campos de Jordão.","-45.540301","-22.687374","NY01181724_01","G. M. Antar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","583583","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta",NA,"F. C. Hoehne","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278242' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583583","Magnoliophyta","Lamiales","Spreng.","1865","1946","07","31","São Paulo","Sao Paulo","Campo Congônhas, Cap.","-46.660488","-23.627973","NY00583583_01","F. C. Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","589156","PreservedSpecimen","Plantae","Verbenaceae","Verbena","hirta","Verbena hirta gracilis",NA,"P. K. H. Dusén","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589156","Magnoliophyta","Lamiales","Dusén","8567","1909","10","12","Paraná","Contenda","Serrinha","-49.5344","-25.6758","NY00589156_01","H. N. Moldenke",NA,NA,"gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
