"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"53","2020-12-07 11:51:18-03","UFSM","SMDB","9483","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Breier, TB","Breier, TB","s.n.","2002","11","04",NA,"Brasil","Rio Grande do Sul","Itaara","centro tambor","-53.7647018432617","-29.6096992492676",NA,NA,NA,"Material de Cultivo. Confirmado por André Portalete, Março de 2017","SMDB009483",NA,"17818","auto",NA,NA,"2018","03",NA,NA,NA,NA,NA
"54","2020-12-07 11:51:18-03","UFSM","SMDB","6647","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.)","Breier, TB","Breier, TB","0s.n.0","1998","11","09",NA,"Brasil","Rio Grande do Sul","Itaára","Centro Tabor","-53.7647018432617","-29.6096992492676",NA,NA,NA,NA,"SMDB006647",NA,"17818","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:38:18-03","MBM","MBM","1281","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rechb. f.) Garay","Hatschbach, G.","Hatschbach, G.","15093","1966","11","08","Southern America","Brazil","Paraná","Bituruna","Rio Iguaçu, Salto Vitória","-51.5525016784668","-26.1613998413086",NA,NA,NA,NA,"MBM001281","MBM001281","30743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:38:18-03","MBM","MBM","12515","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rechb. f.) Garay","Hatschbach, G.","Hatschbach, G.","22699","1968","10","26","Southern America","Brazil","Paraná","Clevelândia",NA,"-52.4707984924316","-26.3957996368408",NA,NA,NA,NA,"MBM012515","MBM012515","30860","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:38:18-03","MBM","MBM","49137","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rechb. f.) Garay","Hoehne, F.C.","Hatschbach, G.","797","1947","11","15","Southern America","Brazil","Paraná","São José dos Pinhais","Rio Miringuava","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM049137","MBM049137","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:38:18-03","MBM","MBM","49140","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rechb. f.) Garay","Pabst, G.","Hatschbach, G.; Rodrigues Jr., H.; H.; Angely, J.; Rodrigues Jr., H.; H.; Angely, J.","3515","1956","10","26","Southern America","Brazil","Paraná","União da Vitória","União da Vitória, arredores","-51.0863990783691","-26.2299995422363",NA,NA,NA,NA,"MBM049140","MBM049140","35297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:38:18-03","MBM","MBM","51078","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rechb. f.) Garay","Pabst, G.","Klein, R.M.","4235","1963","11","29","Southern America","Brazil","Santa Catarina","Campos Novos","Caxambu, Tupitinga","-51.2249984741211","-27.4016990661621",NA,NA,NA,NA,"MBM051078","MBM051078","43319","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:38:18-03","MBM","MBM","387296","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rechb. f.) Garay","Michelon, C.","Michelon, C.","1550","2012","10","08","Southern America","Brazil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","520","750",NA,"Epífita, flores alvas com pontuações lilás.","MBM387296","MBM387296",NA,NA,NA,NA,NA,NA,NA,"-50.706944","-24.100556",NA,NA
"61","2020-12-21 16:38:18-03","MBM","MBM","387313","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rechb. f.) Garay",NA,"Bochorny, T.","118","2012","10","19","Southern America","Brazil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","520","750",NA,"Epífita, flores alvas, centro do labelo amarelo.","MBM387313","MBM387313",NA,NA,NA,NA,NA,NA,NA,"-50.706944","-24.100556",NA,NA
"62","2020-12-21 16:38:18-03","MBM","MBM","429539","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rechb. f.) Garay","Lozano, E.D.","Lozano, E.D.; Fernandes, U.G.; Fernandes, U.G.","4530","2019","11","06","Southern America","Brazil","São Paulo","Joanópolis","Fazenda Hatches Brasil","-46.083417","-22.929306",NA,NA,NA,"Epífita, 15 cm, flores alvas com base do labelo amarelas, interior da mata.; Floresta Ombrófila Mista Montana.","MBM429539",NA,NA,NA,NA,NA,"2019",NA,NA,"-46.083417","-22.929306",NA,NA
"63","2020-12-21 16:38:18-03","MBM","MBM","55212","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rechb. f.) Garay","Pabst, G.","Hatschbach, G.","40259","1977","10","27","Southern America","Brazil","Paraná","Curitiba","Uberaba de Baixo","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM055212","MBM055212","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:38:18-03","MBM","MBM","49143","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rechb. f.) Garay","Pabst, G.","Hatschbach, G.","7493","1960","10","22","Southern America","Brazil","Paraná","Guarapuava","Palmeirinha","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM049143","MBM049143","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:38:18-03","MBM","MBM","79903","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rechb. f.) Garay","Chase, M.V.","Hatschbach, G.","45738","1982","10","26","Southern America","Brazil","Paraná","Palmeira","Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM079903","MBM079903","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:38:18-03","MBM","MBM","140125","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rechb. f.) Garay","Hatschbach, G.","Ribas, O.S.; Giberti, G.C.; Giberti, G.C.","332","1990","11","08","Southern America","Brazil","Paraná","Pinhão","Parque Estadual do Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,"MBM140125","MBM140125","37408","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:38:18-03","MBM","MBM","16582","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rechb. f.) Garay","Hatschbach, G.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","260","1970","11","01","Southern America","Brazil","Paraná","União da Vitória","Rio Iguaçu","-51.0863990783691","-26.2299995422363",NA,NA,NA,NA,"MBM016582","MBM016582","35297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:38:18-03","MBM","MBM","107129","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rechb. f.) Garay","Smith, S.F.","Wasum, R.; et al.; et al.","1186",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Flores da Cunha","Otávio Rocha","-51.1817016601562","-29.0289001464844",NA,NA,NA,NA,"MBM107129","MBM107129","18321","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:38:18-03","MBM","MBM","51094","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rechb. f.) Garay","Pabst, G.","Klein, R.M.","3183","1962","12","04","Southern America","Brazil","Santa Catarina","Lages","Alto da Serra, encruzilhada","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"MBM051094","MBM051094","70701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:38:18-03","MBM","MBM","49142","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","uliginosa","Capanemia uliginosa","Barb. Rodr.","Pabst, G.","Hatschbach, G.","3513","1956","10","28","Southern America","Brazil","Paraná","Pato Branco",NA,"-52.6706008911133","-26.2285995483398",NA,NA,NA,NA,"MBM049142","MBM049142","26000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-09-05 12:18:31-03","MNHN","RECOLNAT_MNHN_P","P00456639","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Capanemia","juergensiana","Capanemia juergensiana","Schltr.",NA,"Puiggari, J.I.",NA,"1888","7",NA,NA,"Brésil",NA,NA,"Prov. de Sao Paulo : Apiahy",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00456639' target='other'> <mi>dwc_moreinfo</mi></a>","P00456639","P00456639_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3619",NA
"72","2015-09-04 14:47:11-03","MNHN","RECOLNAT_MNHN_P","P00455974","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","Batista","Dusén, P.",NA,"1909","10","5",NA,"Brésil",NA,NA,"Parana : Porto Amazonas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455974' target='other'> <mi>dwc_moreinfo</mi></a>","P00455974","P00455974_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2015-09-04 15:28:40-03","MNHN","RECOLNAT_MNHN_P","P00455975","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","Batista","Regnell, A.F.",NA,"1855","9","17",NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455975' target='other'> <mi>dwc_moreinfo</mi></a>","P00455975","P00455975_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 2020",NA
"74","2015-09-03 19:30:09-03","MNHN","RECOLNAT_MNHN_P","P00456640","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Capanemia","uliginosa","Capanemia uliginosa","Barb.Rodr.","Pabst","Smith, L.B.|Klein, R.M.",NA,"1964","11","7",NA,"Brésil",NA,NA,"Santa Catarina : Municipalite Catanduvas, E of Catanduvas","-51.75","-27.05","700","800","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00456640' target='other'> <mi>dwc_moreinfo</mi></a>","P00456640","P00456640_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12986",NA
"75","2020-12-11 11:44:21-03","UFMG","BHCB","64747","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb) Garay",NA,"Mota, RC da; Ribeiro, SP","1249","2001","10","09","Southern America","Brasil","Minas Gerais","Camanducaia","Fazenda Melhoramentos","-46.1446990966797","-22.7553005218506",NA,NA,NA,"Planta coletada em floresta ombrófila mista; erva epífita; flores brancas; aroma adocicado.",NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-11 11:44:21-03","UFMG","BHCB","70696","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb) Garay",NA,"Hatschbach, G; et al.","72532","2001","11","09","Southern America","Brasil","Santa Catarina","Urubici","Salto do Rio Vacarino","-49.5917015075684","-28.0149993896484","700","700",NA,"Epífita, flor alva, labelo com mácula amarela.","BHCB001100","BHCB001100","30102","auto",NA,NA,"2001",NA,NA,NA,NA,NA,NA
"77","2021-02-11 17:20:53-03","UFPR","UPCB","85643","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Smidt, E.C.","Klein, J.","114",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Canela",NA,"-50.815601348877","-29.3656005859375",NA,NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,"16452","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-11 17:20:53-03","UFPR","UPCB","63247","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","Baptista, D.H.","Bonnet, A.","77078","2006","10","14",NA,"Brasil","Paraná","Ponta Grossa","Epífita. Floresta Ombrófila Mista.","-50.1618995666504","-25.0949993133545","770","770",NA,"Floresta nas margens do rio Tibagi (Uvaia)..",NA,NA,"46557","auto",NA,NA,"2006","12","10",NA,NA,NA,NA
"79","2021-02-11 17:20:53-03","UFPR","UPCB","45188","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","Hatschbach, G.","Hatschbach, G.","72532","2001","11","09",NA,"Brasil","Santa Catarina","Urubici","Salto do Rio Vacariano","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Epífita, flor alva, labelo com mácula amarela. Alt.: 700m..",NA,NA,"30102","auto",NA,NA,"2001","01","01",NA,NA,NA,NA
"80","2021-02-11 17:20:53-03","UFPR","UPCB","67315","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","Mancinelli, W.S.","Mancinelli, W.S.","1074","2009","11","23",NA,"Brasil","Santa Catarina","Santa Cruz do Timbó","Salto do rio Bonito","-50.886389","-26.463056","915","915",NA,"Epífita, flores brancas, ocorrente em Floresta Ombrófila Mista..",NA,NA,NA,NA,NA,NA,"2010","02","03","-50.886389","-26.463056",NA,NA
"81","2021-02-11 17:20:53-03","UFPR","UPCB","45107","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","Borgo, M.","Borgo, M.","1208","2001","10","24",NA,"Brasil","Paraná","Curitiba","Bosque Municipal Jardim Saturno, Santo Inácio","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Epífita a 6m do solo, flores brancas, labelo com mancha amarela, em floresta ombrófila mista..",NA,NA,"25180","auto",NA,NA,"2001","11","20",NA,NA,NA,NA
"82","2021-02-11 17:20:54-03","UFPR","UPCB","8077","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","uliginosa","Capanemia uliginosa","Barb.Rodr.","Hatschbach, G.","Hatschbach, G.","22699","1969","10","26",NA,"Brasil","Paraná","Clevelândia",NA,"-52.4707984924316","-26.3957996368408",NA,NA,NA,"Epífita, flor alva, com labelo com mácula amarela. Capão..",NA,NA,"30860","auto",NA,NA,"1970","01",NA,NA,NA,NA,NA
"83","2010-04-23 21:39:00-03","MO","MOBOT","2233272","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Correa, M. N.","Osvaldo Morrone|Norma B. Deginani|M. Mónica Ponce|Diego Giraldo-Cañas","Morrone 1420","1996","10","15","South America","Argentina","Misiones","General Manuel Belgrano","Bernardo de Irigoyen, 2 Km al S de B. Irigoyen, sobre las nacientes del Río Pepirí Guazú","-53.63333","-26.26666","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2013-01-28 05:13:00-02","MO","MOBOT","100245845","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","A. Johnson","Andres E. Johnson","Johnson 0243","1991","1","10","South America","Argentina","Misiones","San Pedro","El Piñalito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"85","2018-05-17 05:29:00-03","MO","MOBOT","2344143","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Correa, M. N.","María E. Múlgura","Múlgura 433",NA,NA,NA,"South America","Argentina","Misiones","General Manuel Belgrano","Salto Anresito","-53.66666","-26.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2018-05-17 05:29:00-03","MO","MOBOT","2396193","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Correa, M. N.","María E. Múlgura","Múlgura 433",NA,NA,NA,"South America","Argentina","Misiones","General Manuel Belgrano","Salto Anresito","-53.66666","-26.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-08-25 05:21:00-03","MO","MOBOT","2409778","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Tressens, S. G., //","Sara G. Tressens|H. A. Keller|Victor Maruñak|M.G. Pellegrini|V. Revilla|F. Robledo|O. Vebra|W. Vebra","Tressens 5968","1997","5","7","South America","Argentina","Misiones","Guaraní","Predio Guaraní. Tramo I, en bajo dentro de la selva. Cultivada en Corrientes, floreció el 8-XI-1997","-54.205","-26.91638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2010-04-30 10:27:00-03","MO","MOBOT","2457274","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay",NA,"C.L. Spegazzini","Spegazzini s.n.59","1907",NA,NA,"South America","Argentina","Misiones","Candelaria","en las espesas masas de briófitas que revisten las ruinas de Loreto","-55.53333","-27.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2009-08-23 08:49:00-03","MO","MOBOT","2480421","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay",NA,"Lyman B. Smith|Roberto M. Klein","Smith 12986",NA,NA,NA,"South America","Brazil","Paraná",NA,"Catanduvas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","2814792","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Rev. Pabst, 5 May","Robert L. Dressler","Dressler s.n.","1961","8","23","South America","Brazil",NA,NA,"Cultivated by Armyn Spies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2018-06-22 05:25:00-03","MO","MOBOT","2812150","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","uliginosa","Capanemia uliginosa","Barb. Rodr.","Rev. Pabst","Lyman B. Smith|Pe. Raulino Reitz","Smith 12818","1964","10","23","South America","Brazil","Santa Catarina",NA,"Mun. Abelardo Lua: Campo, low pastured woods, and bog, 12 km norht of Abelardo Luz.","-52.33333","-26.53333","900.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","2814449","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","uliginosa","Capanemia uliginosa","Barb. Rodr.","Rev. Pabst, 5 May","Per Dusén","Dusén s.n.","1909","10","5","South America","Brazil","Amazonas",NA,"Porto Amazonas, in trunc. arb. cult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","2814914","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","uliginosa","Capanemia uliginosa","Barb. Rodr.","G. Hatschbach, Jan","Gert G. Hatschbach","Hatschbach 22699","1969","10","26","South America","Brazil","Paraná",NA,"Clevelándia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2016-08-26 09:17:19-03","UFSM","HDCF","1459","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Waechter, J.","Longhi, S. J.","472","1983","11","12","América","Brasil","Rio Grande do Sul","Passo Fundo","FLONA","-52.184444","-28.316667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1985","08","01","-52.184444","-28.316667",NA,NA
"95","2019-03-29 10:41:35-03","UFSM","HDCF","1887","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Longhi, S. J.","Marchiori, J. N. C.; Longhi, S. J.",NA,"1985","11","06","América","Brasil","Rio Grande do Sul","Passo Fundo","FLONA","-52.184444","-28.316667",NA,NA,NA,"Epifíta de tronco de árvores",NA,NA,NA,NA,NA,NA,"1987","11","26","-52.184444","-28.316667",NA,NA
"96","2015-10-22 10:03:10-02","UNIOESTE","UNOP","8224","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Boff, L.","Boff, L.; Silva, J.P.B.; Tiscoski, T.L.; Silva, J.P.B.; Tiscoski, T.L.","49","2012","10","30",NA,"Brasil","Paraná","Cascavel","Parque Ecológico Paulo Gorski","-53.4552993774414","-24.9557991027832",NA,NA,NA,"Epífita. Folhas verdes coriáceas. Flor branca com estrias lilases.",NA,NA,"47841","auto",NA,NA,"2012","11",NA,NA,NA,NA,NA
"97","2016-06-16 10:16:56-03","UNIOESTE","UNOP","2903","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Boff, L.","Boff, L.; Pereira, R.; Gonçalves, J.; Pereira, R.; Gonçalves, J.","58","2013","08","12",NA,"Brasil","Paraná","Cascavel","Parque Ecológico Tarquínio Joslin dos Santos","-53.4552993774414","-24.9557991027832",NA,NA,NA,"Pseudobulbo levemente enrugado, escapo vináceo, fruto verde.",NA,NA,"47841","auto",NA,NA,"2016","05","24",NA,NA,NA,NA
"98","2016-04-04 17:00:30-03","UNIOESTE","UNOP","2352","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Boff, L.","Boff, L.; Silva, T. .M.; Hoffmann, F.; Silva, T. .M.; Hoffmann, F.","146","2015","02","10",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu. Trilha Rio Azul.","-53.8485984802246","-25.1466999053955",NA,NA,NA,"Epífita. Folhas carnosas acículares. Flores brancas com máculas lilás.",NA,NA,"51148","auto",NA,NA,"2015","12","04",NA,NA,NA,NA
"99","2015-10-22 10:03:10-02","UNIOESTE","UNOP","2611","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Vilaca, E.C.","Vilaca, E.C.","10","2014",NA,NA,NA,"Brasil","Paraná","Irati","Mata Pinhais. Floresta Ombrófila Mista e Floresta Estacional Semidecidual.","-50.6511001586914","-25.4671993255615",NA,NA,NA,"Flores brancas. Planta em cultivo.",NA,NA,"47271","auto",NA,NA,"2014",NA,NA,NA,NA,NA,NA
"100","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","23509",NA,"Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","C.R. Buzatto/06-08-2009","L. Kollmann; et al","7241","2004","11","18",NA,"Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863",NA,NA,NA,"Epífita. Na sombra, flores brancas, calo amarelo, bainhas marrons, brácteas florais brancas.","MBML023509","MBML023509","48150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2017-11-24 14:11:52-02","UFLA","ESAL","20296","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","Joice R.M.Reis","Joice R.M.Reis","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,"epífita; ; ;; floresta",NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-07 11:44:47-03","FUVATES","HVAT","1259","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","E. Freitas","E. Freitas","s.n.","2003","11","04",NA,"Brasil","Rio Grande do Sul","Boqueirão do Leão","Pedras Brancas.","-52.429444","-29.303889",NA,NA,NA,NA,"HVAT00001259",NA,NA,NA,NA,NA,"2003","11","04","-52º25'46''W","-29º18'14''S",NA,NA
"103","2019-11-07 11:44:47-03","FUVATES","HVAT","498","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","E. Freitas","E. Freitas","s.n.","2000","11","11",NA,"Brasil","Rio Grande do Sul","Ilópolis",NA,"-52.124167","-28.926667",NA,NA,NA,NA,"HVAT00000498",NA,NA,NA,NA,NA,"2000","11","11","-52º7'27''W","-28º55'36''S",NA,NA
"104","2019-11-07 11:44:47-03","FUVATES","HVAT","1045","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","E. Freitas","T. Klein","s.n.","2002","11","04",NA,"Brasil","Rio Grande do Sul","Putinga","PCH Salto do Forqueta.","-52.154167","-29.001944",NA,NA,NA,"Epífita","HVAT00001045",NA,NA,NA,NA,NA,"2002","11","23","-52º9'15''W","-29º0'7''S",NA,NA
"105","2019-11-07 11:44:47-03","FUVATES","HVAT","1035","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","E. Freitas","T. Klein","s.n.","2002","09","18",NA,"Brasil","Rio Grande do Sul","Putinga","PCH Salto do Forqueta.","-52.154167","-29.001944",NA,NA,NA,"Epífita","HVAT00001035",NA,NA,NA,NA,NA,"2002","11","23","-52º9'15''W","-29º0'7''S",NA,NA
"106","2019-11-07 11:44:47-03","FUVATES","HVAT","3711","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","E. Freitas","S. Marodin","s.n.","2008","10","30",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico.","-51.159444","-29.138889",NA,NA,NA,"Duplicata do registro HHUCS 34519; Coletada na trilha pincipal, junto â Magnólia. 780m alt.","HVAT00003711",NA,NA,NA,NA,NA,"2012","08","10","-51º9'34''W","-29º8'20''S",NA,NA
