"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00571711","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","A. M. Giulietti","W. Ganev","925","1992","08","21","South America","Brazil","Bahia","Piata","Serra do Atalho, próximo ao Garimpo da Cravada","-41.9","-13.12","1400","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571711","NY00571711_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00501250","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","A. M. Giulietti","J. R. Pirani",NA,"1981","07","21","South America","Brazil","Bahia","Mucugê","Margem da Estrada Andaraí-Mucugê, estrada nova, a 20 km de Mucugê","-41.3706","-13.0056",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619814' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501250","NY00501250_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00501260","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","A. M. Giulietti","R. M. Harley","18760A","1977","02","16","South America","Brazil","Bahia",NA,"10 km S of Andaraí on the road to Mucugé","-41.32","-12.87","500","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619816' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501260","NY00501260_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00501256","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","A. M. Giulietti; L. R. Parra","R. M. Harley","24512","1987","02","20","South America","Brazil","Bahia","Rio de Contas","Pico das Almas","-41.8114","-13.5792","1400","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501256","NY00501256_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00501251","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","A. M. Giulietti","G. G. Hatschbach","47484","1984","01","22","South America","Brazil","Bahia","Mucugê","5 km S","-41.3706","-13.0056",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619826' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501251","NY00501251_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00501258","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","N. Hensold","R. M. Harley","18824","1977","02","17","South America","Brazil","Bahia","Mucugê","2-3 km approximately SW of Mucugê on the road to Cascavel","-41.4","-13.02","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501258","NY00501258_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00501262","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","A. M. Giulietti","R. M. Harley","18760","1977","02","16","South America","Brazil","Bahia",NA,"10 km S of Andaraí on the road to Mucugé","-41.32","-12.87","500","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501262","NY00501262_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00886597","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","A. M. Giulietti","A. M. Giulietti","CFCR7062","1984","12","17","South America","Brazil","Bahia","Mucugê","Serra de São Pedro.","-41.3706","-13.0056","1100","1280","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031075' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886597","NY00886597_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00501248","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","A. M. Giulietti","R. M. Harley","21053","1980","03","27","South America","Brazil","Bahia","Mucugê","Serra do Sincorá, 3 km SW of Mucugé on the Cascavel road. F6","-41.4","-13.02","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501248","NY00501248_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00501249","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","A. M. Giulietti","G. G. Hatschbach","48271","1984","09","15","South America","Brazil","Bahia","Mucugê","Prox. Rio Piava","-41.3706","-13.0056",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619815' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501249","NY00501249_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00571699","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","A. M. Giulietti","W. Ganev","920","1992","08","21","South America","Brazil","Bahia","Piata","Serra do Atalho, próximo ao Garimpo da Cravada","-41.9","-13.12","1400","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571699","NY00571699_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00571690","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","A. M. Giulietti","W. Ganev","956","1992","08","25","South America","Brazil","Bahia","Piata","Serra da Tromba, caminho Piata - ao Gerais da Serra, via campo de futebol","-41.83","-13.13","1400","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571690","NY00571690_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00501257","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","N. Hensold","L. Coradin","6165","1983","06","28","South America","Brazil","Bahia","Jacobina","Rodovia Jacobina-Lage do Batata km 15","-40.63","-11.08","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501257","NY00501257_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00571698","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","A. M. Giulietti","W. Ganev","834","1992","08","12","South America","Brazil","Bahia","Mucugê","Estrada Mucugê-Abaíra, ca. 4 km antes de Mucugê, antes da Ponte","-41.38","-13.23","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571698","NY00571698_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00102934","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Paepalanthus","schlechtendalii","Paepalanthus schlechtendalii","Körn.",NA,"J. S. Blanchet","3818","1857",NA,NA,"South America","Brazil","Bahia",NA,"Sao Thomé",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=290350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00102934","NY00102934_01","isotype fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00103624","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Syngonanthus","comosus","Syngonanthus comosus harleyi","Moldenke","H. N. Moldenke","S. A. Mori","13140","1979","12","22","South America","Brazil","Bahia",NA,"Municipo de Mucugê (Mucujê), a 3 km ao S de Mucujê, na estrada que vai para Jus siape; Campo Rupestre",NA,NA,"1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413092' target='other'> <mi>dwc_moreinfo</mi></a>","NY00103624","NY00103624_01","possible type","harleyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:52:20-03","EAO","IAN","34040","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland",NA,"Blanchet, JS","3818",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN034040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:28:11-03","UFBA","ALCB","132378","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","Guedes, ML","Guedes, ML; Guaré, F; Rocha, E","30310","2018","02","18","Southern America","Brasil","Bahia","Mucugê","Cerrado adjacente ao Rio Paraguaçu, próximo a AABB.","-41.650556","-13.659167","975","975",NA,"Folhas lineares, pilosas. Inflorescência em capítulos cremes.","ALCB049126","ALCB049126",NA,NA,"2018","03","-41.650556","-13.659167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:28:12-03","UFBA","ALCB","67665","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","Giulietti, AM","Guedes, ML; Cruz, FG; Martins, DV; Gomes, DF; et al.","11303","2004","09","19","Southern America","Brasil","Bahia","Piatã","Chapada Diamantina, Campos gerais","-41.423611","-13.131111",NA,NA,NA,"de ca 25 cm. Folhas basais, membranáceas. Inflorescência com escapo longo, capítulos cremes.","ALCB016977","ALCB016977 ALCB016977_1",NA,NA,"2008","10","-41.423611","-13.131111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-24 18:14:23-03","UFBA","ALCB","032657","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","Giulietti, AM","Carvalho, AM de; Saunders, JG","2933",NA,NA,NA,"Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, ca. 30 Km na estrada Andaraí-MucugÆ","-41.366667","-13",NA,NA,NA,"flores alvas.","ALCB018413","ALCB018413",NA,NA,"1996",NA,"-41.366667","-13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-24 18:14:23-03","UFBA","ALCB","032671","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","Giulietti, AM","Carvalho, AM de; Thomas, W","3074","1990","04","14","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, ca. 3 Km ao S da cidade, na estrada para Cascavel. Vale do rio MucugÆ","-41.366667","-13",NA,NA,NA,"inflorescências alvas.; úmidos.","ALCB018394","ALCB018394",NA,NA,"1996",NA,"-41.366667","-13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:28:11-03","UFBA","ALCB","101971","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","Guedes, ML","Guedes, ML; Velozo, ES; et al.","18933","2011","07","18","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Morrão","-41.211667","-11.5975",NA,NA,NA,"de ca 25 cm. Folhas arranjadas disticamente, lineares, pilosas. Inflorescência com longo escapo, capítulo piloso.","ALCB018414","ALCB018414",NA,NA,"2012","04","-41.211667","-11.5975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:28:11-03","UFBA","ALCB","119187","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","Guedes, ML","Guedes, ML; Costa, TF","23339","2015","02","09","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Trilha do Tiburtino.","-41.326667","-12.995278",NA,NA,NA,"ereta acaule. Folhas dísticas, lineares, com pêlos brancos. Escapo muitos por plantas, capítulos cinza.","ALCB009794","ALCB009794",NA,NA,"2015","04","-41.326667","-12.995278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:28:11-03","UFBA","ALCB","40117","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","Guedes, ML","Santos, TRM dos; Guedes, ML; Stannard, B; Atkins, S; Saar, E; Passos Júnior, LA","PCD5849","1997","02","17","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Estrada Mucugê Barra da Estiva, 1 km. para Mucugê","-41.366667","-13.006667","1000","1000",NA,"Inflorescência com botões amarronzados, flores alvas. Frequente.","ALCB018472","ALCB018472",NA,NA,"2016","11","-41.366667","-13.006667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:28:11-03","UFBA","ALCB","40118","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","Giulietti, AM","Giulietti, AM; Bautista, HP; Smith, S; Harley, RM; Hind, DJN","PCD3253","1996","06","29","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Estrada Morro do Chapéu-Jacobina","-41.083333","-11.466667","950","950",NA,"20 cm. Folhas verdes. Plantas jovens verdes e senescentes castanhas. Ocasional.; Arbustos e pequenas árvores perenifólias, agrupadas densamente, e ervas anuais. Afloramentos rochosos.","ALCB018417","ALCB018417 ALCB018417_1",NA,NA,"1996","06","-41.083333","-11.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:28:12-03","UFBA","ALCB","64827","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","Watanabe, MTC","Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,","751","2003","12","03","Southern America","Brasil","Bahia","Andaraí","Chapada Diamantina, 29 km de Andaraí","-41.282778","-12.948889","829","829",NA,"em solo arenoso. Capítulos alvos.","ALCB018415","ALCB018415",NA,NA,"2004","02","-41.282778","-12.948889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:28:11-03","UFBA","ALCB","64827","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","Watanabe, MTC","Roque, N","s/n","2003","12","03","Southern America","Brasil","Bahia","Andaraí","Chapada Diamantina, 29 km de Andaraí","-41.282778","-12.948889","829","829",NA,"em solo arenoso. Capítulos alvos.",NA,NA,NA,NA,"2004","02","-41.282778","-12.948889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:28:12-03","UFBA","ALCB","80755","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland","Giulietti, AM","Guedes, ML; Valadão, RM; Gomes, FS; Alunos de Botânica III","13806","2007","10","13","Southern America","Brasil","Bahia","Ibicoara","Chapada Diamantina, Caminho para a Cachoeira do Buração","-41.148611","-13.322778","1055","1055",NA,"de 5 cm de altura. Folhas lineares, membranáceas. Capítulos com flores alvas. Freqüente.","ALCB018416","ALCB018416",NA,NA,"2008","10","-41.148611","-13.322778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:15:17-03","NBC","NL-BOTANY","U.1270726","PreservedSpecimen","Plantae",NA,"Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland",NA,"Harley RM; Hind DJN; Simao R",NA,"1988","10","30","Southern America","Brazil","Bahia",NA,NA,"-41.933333","-13.533333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1270726 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1270726","NL-U1270726",NA,NA,NA,NA,"-41.933333","-13.533333","Magnoliopsidae","U 0098986",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:15:17-03","NBC","NL-BOTANY","U.1270725","PreservedSpecimen","Plantae",NA,"Poales","Eriocaulaceae","Leiothrix","schlechtendalii","Leiothrix schlechtendalii","(Körn.) Ruhland",NA,"Harley RM; Bromley GL; Carvalho AMV de; Martinelli G",NA,"1980","03","27","Southern America","Brazil",NA,NA,"Estado do Bahia, Serra do Sincora, 3 km SW of Mucuge on the Casavel road, Riverside vegetation on alluvial sands & nearby marsh.","-41.4","-13.016667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1270725 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1270725","NL-U1270725",NA,NA,NA,NA,"-41.4","-13.016667","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:15:17-03","NBC","NL-BOTANY","U.1270728","PreservedSpecimen","Plantae",NA,"Poales","Eriocaulaceae","Leiothrix","tinguensis","Leiothrix tinguensis","Herzog",NA,"Harley RM; et al.",NA,"1974","02","06","Southern America","Brazil",NA,NA,"Estado de Bahia, Serra do Sincora, 8 km S.W. of Macuge, on road from Casavel near Fazenda Paraguacu, Burnt over grassland, marsh and cut over woodland with rocky hillside with tale and metamorphic rock.","-41.416667","-13.033333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1270728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1270728","NL-U1270728",NA,NA,NA,NA,"-41.416667","-13.033333","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
