"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","sex"
"11","2016-11-01 12:52:00-02","NY","NYBG","585929","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,"J. R. Pirani",NA,NA,NA,"W. Hoehne","s.n.","1945","05","04","Brazil","São Paulo",NA,"Caieiras","-46.740798","-23.374672",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403232' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585929","NY00585929_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02714564","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","(Loisel.) DC.",NA,NA,NA,NA,"L. N. Gonçalves","149","2013","09","03","Brazil","São Paulo","Piquete","Pico dos Marins - APA Serra da Mantiqueira. Trilha para o 1º mirante.","-45.136944","-22.501667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3009821' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714564","NY02714564_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-11-02 14:28:00-02","NY","NYBG","01048012","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,NA,NA,NA,NA,"H. C. de Lima","6640","2007","07","20","Brazil","Minas Gerais",NA,"Alto Caparaó, P. N. Caparaó, Estrada para Trongueira, cerca de 1,5 km antes do acampamento Trougueira","-41.8394","-20.4036",NA,NA,"1800","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193958' target='other'> <mi>dwc_moreinfo</mi></a>","NY01048012","NY01048012_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-11-01 12:52:00-02","NY","NYBG","585920","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,NA,NA,NA,NA,"P. C. Porto","3387","1937","09","10","Brazil","São Paulo","Campos do Jordao","Campos de Jordao","-45.540301","-22.687374",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585920","NY00585920_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","309656","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","DC.","M. H. Nee",NA,NA,NA,"M. H. Nee","49777","1998","06","18","Bolivia","La Paz","Pedro Domingo Murillo","Trail from Estancia Islani Bajo to water intake for hydroelectric projects along Río Chuchulluni, 1 km W of Estancia Islani Bajo and Planta Hidroeléctrica Jarca.","-68.05","-16.08",NA,NA,"1700","2050","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309656",NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00984020","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","(Loisel.) DC.",NA,NA,NA,NA,"L. Emygdio de Mello Filho","3571","1972","07","22","Brazil","Minas Gerais","Catas Altas","Caraca. Cercanias do colegio","-43.4881089","-20.0987894",NA,NA,"1550","1550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119744' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984020","NY00984020_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 12:27:00-03","NY","NYBG","585941","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,"R. C. Barneby",NA,NA,NA,"M. Saldías Paz","638","1989","01","14","Bolivia","La Paz","Inquisivi","Loc. 5 km SE (linea recta) del pueblo de inquisivi, entre Yanamora e Iguazani","-67.1","-16.95",NA,NA,"3100","3100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403229' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585941",NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-11-01 12:52:00-02","NY","NYBG","585939","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,NA,NA,NA,NA,"A. F. M. Glaziou","10570","1879","08","10","Brazil","Rio de Janeiro","Petrópolis","Petropolis","-43.1783","-22.505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585939","NY00585939_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00984018","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","(Loisel.) DC.",NA,NA,NA,NA,"G. G. Hatschbach","31398","1973","02","10","Brazil","Minas Gerais","Caparaó","Parque Nac. Caparao","-41.833235","-20.461749",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984018","NY00984018_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00983999","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","(Loisel.) DC.","A. E. Burkart",NA,NA,NA,"E. P. Heringer","6952","1959","05","23","Brazil","Distrito Federal","Brasília",NA,"-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983999","NY00983999_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00983997","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","(Loisel.) DC.",NA,NA,NA,NA,"H. S. Irwin","15623","1966","05","04","Brazil","Distrito Federal","Brasília","Lower slopes of Chapada do Contagem, ca. 15 km N.E. of Brasília","-47.81771","-15.68745",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119719' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983997","NY00983997_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00983993","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","(Loisel.) DC.",NA,NA,NA,NA,"H. S. Irwin","7868","1965","08","25","Brazil","Distrito Federal","Brasília","Chapada da Contagem, ca. 20 km E. of Brasília","-47.73004","-15.7833",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983993","NY00983993_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-11-01 12:52:00-02","NY","NYBG","585930","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,NA,NA,NA,NA,"B. Coe-Teixeira","123","1966","07","07","Brazil","São Paulo","Eldorado","Eldorado","-48.237772","-24.50119",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585930","NY00585930_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","03075217","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","(Loisel.) DC.",NA,NA,NA,NA,"C. Baez","367","2016","01","26","Brazil","Rio de Janeiro","Santa Maria Madalena","Pedra do Desengano. Campo de Altitude próximo ao cume. Parque Estadual do Desengano","-41.9119444","-21.8988889",NA,NA,"1729","1729","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3294233' target='other'> <mi>dwc_moreinfo</mi></a>","NY03075217","NY03075217_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01157647","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","DC.","R. C. Barneby",NA,NA,NA,"B. C. Bennett","1869","1985","08","20","Peru","Puno","Sandia","4 km north of Cuyo-Cuyo","-69.53","-14.13",NA,NA,"2800","2800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651993' target='other'> <mi>dwc_moreinfo</mi></a>","NY01157647",NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00984014","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","(Loisel.) DC.",NA,NA,NA,NA,"J. N. Rose","20551","1915","06","26","Brazil","Rio de Janeiro",NA,"Vicinity of Itatiaya.","-44.637876","-22.374281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984014","NY00984014_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00984019","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","(Loisel.) DC.","J. W. Grimes",NA,NA,NA,"G. G. Hatschbach","31398","1973","02","10","Brazil","Minas Gerais","Caparaó","Parque Nac. Caparao","-41.833235","-20.461749",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119742' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984019","NY00984019_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01157625","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","DC.","R. C. Barneby",NA,NA,NA,"B. C. Bennett","1845","1985","08","18","Peru","Puno","Sandia","Below Ura-ayllu, about 2 km east of junction of Rio Cuyo-Cuyo and Rio Awi-Awi","-69.53","-14.13",NA,NA,"3190","3190","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651992' target='other'> <mi>dwc_moreinfo</mi></a>","NY01157625",NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-11-01 12:52:00-02","NY","NYBG","585923","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,"J. R. Pirani",NA,NA,NA,"J. R. Pirani","2501","1989","10","21","Brazil","São Paulo",NA,"Entre Cmapos do Jordao e Piranguçu. Serra da Mantiqueira",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585923","NY00585923_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-10-28 13:41:00-02","NY","NYBG","1019524","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,NA,NA,NA,NA,"H. C. de Lima","1873","1983","02","22","Brazil","Rio de Janeiro","Santa Maria Madalena","Pedra Dubois.","-42.02","-21.97",NA,NA,"1000","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1285967' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019524","NY01019524_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-11-01 12:52:00-02","NY","NYBG","585927","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,NA,NA,NA,NA,"H. de F. Leitão Filho","1773","1976","02","11","Brazil","São Paulo","Itararé","Nativo a 25 km ao sul de Itararé, na Rodovia do Horto Florestal","-49.34","-24.1103",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585927","NY00585927_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-10-28 15:32:00-02","NY","NYBG","00984021","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,NA,NA,NA,NA,"L. O. Williams","5322","1945","02",NA,"Brazil","Minas Gerais","Nova Lima","Serra da Mutuca","-43.8467","-19.9858",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984021","NY00984021_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-10-28 15:32:00-02","NY","NYBG","00984022","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,NA,NA,NA,NA,"F. Sellow","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119747' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984022","NY00984022_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-11-01 12:52:00-02","NY","NYBG","585932","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,NA,NA,NA,NA,"V. L. Gomes-Klein","285","1986","07","31","Brazil","Rio de Janeiro","Nova Friburgo","Morro da Cruz (atrás do colegio anchieta)","-42.5308","-22.2819",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585932","NY00585932_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-11-01 12:52:00-02","NY","NYBG","585934","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,NA,NA,NA,NA,"E. Pereira","s.n.","1953","07","12","Brazil","Rio de Janeiro",NA,"E. do Rio, Parque Nacional Itatiaia, Proximo à casa do Pinheiral (sede)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585934","NY00585934_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00983998","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","(Loisel.) DC.","A. E. Burkart",NA,NA,NA,"H. S. Irwin","29301","1971","01","28","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 12 km W. of Barão de Cocais, base of Serra da Caraça","-43.4927778","-20.1263",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983998","NY00983998_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","585921","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","(Loisel.) DC.",NA,NA,NA,NA,"P. K. H. Dusén","10353","1910","10","19","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.077154","-25.140873",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585921","NY00585921_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-10-28 13:48:00-02","NY","NYBG","1018228","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,NA,NA,NA,NA,"C. Farney","791","1985","07","31","Brazil","Rio de Janeiro","Petrópolis","Correias, Picada para o Açu.","-43.1783","-22.505",NA,NA,"1300","1850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1251754' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018228","NY01018228_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-11-01 12:52:00-02","NY","NYBG","585936","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,NA,NA,NA,NA,"Altamiro","53","1945","10","18","Brazil","Rio de Janeiro","Itatiaia","Itatiaia - Parque Nacional","-44.5631","-22.4961",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585936","NY00585936_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-11-01 12:52:00-02","NY","NYBG","585938","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,NA,NA,NA,NA,"E. Pereira","s.n.","1953","07","12","Brazil","Rio de Janeiro",NA,"Parque Nacional Itatiaiam proximo à casa do Pinheiral (sede)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585938","NY00585938_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","585940","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","(Loisel.) DC.","J. L. Zarucchi",NA,NA,NA,"P. Núñez","5104","1986","06","19","Peru","Puno","Sandia","Between Tanamayo-Putina. Beginning Tabopata River, down from San Juan Oro to Lowlands",NA,NA,NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585940",NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-10-28 15:32:00-02","NY","NYBG","00984015","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,NA,NA,NA,NA,"A. Krapovickas","35474","1980","01","24","Brazil","Minas Gerais","Caldas","Caldas, Pedra Branca","-46.3858","-21.9236",NA,NA,"1900","1900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984015","NY00984015_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","585924","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa","(Loisel.) DC.",NA,NA,NA,NA,"L. Riedel","s.n.","1824",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585924","NY00585924_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-11-01 12:52:00-02","NY","NYBG","585919","PreservedSpecimen","Plantae","Fabaceae","Collaea","speciosa","Collaea speciosa",NA,NA,NA,NA,NA,"J. Mattos","15019","1967","07","26","Brazil","São Paulo",NA,"Campos do Jordao, Fazenda da Guarda (Reserva Florestal)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585919","NY00585919_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
