"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","phylum","order","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","locality","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber"
"56","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","-46.3861","-21.9236",NA,NA,NA,NA,"P03P5N0105","Habitat in arboribus prope Caldas prov. Minas Geraes",NA,NA,NA,"25710","auto",NA
"57","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Ule, EHG","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P03P5N0105","ad truncos arborum ad Alto Macahé",NA,NA,NA,NA,NA,NA
"58","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Ule, EHG","4865?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P03P5N0105","in arboribus ad Serra dos Orgãos prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Ule, EHG","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P03P5N0105","ad truncos arborum ad Alto Macahé",NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Edwall, G","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"P03P5N0105","in prov. S. Paulo prope urbem S. Paulo frequens",NA,NA,NA,NA,NA,NA
"61","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Regnell, AF","2023?",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","-46.3861","-21.9236",NA,NA,NA,NA,"P03P5N0105","Habitat in arboribus prope Caldas prov. Minas Geraes",NA,NA,NA,"25710","auto",NA
"62","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Puiggary","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Apiaí","-48.84","-24.5",NA,NA,NA,NA,"P03P5N0105","ad Apiahy",NA,NA,NA,"37738","auto",NA
"63","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,"Floret Januario - Aprili",NA,NA,"Barb.Rodr.","Edwall, G","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Apiaí","-48.84","-24.5",NA,NA,NA,NA,"P03P5N0105","ad Apiahy",NA,NA,NA,"37738","auto",NA
"64","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Regnell, AF","2023",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","-46.3861","-21.9236",NA,NA,NA,NA,"P03P5N0105","Habitat in arboribus prope Caldas prov. Minas Geraes",NA,NA,NA,"25710","auto",NA
"65","2019-11-21 10:13:30-03","IBt","SP","25140","S","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Hoehne, FC","s.n.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:13:30-03","IBt","SP","46218","S","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Heringer, EP","871","1941","10","19",NA,"Brasil","Minas Gerais","Lavras","-44.999698638916","-21.2453002929688",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20044","auto",NA
"67","2019-11-21 10:13:30-03","IBt","SP","51871","S","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Hoehne, FC","1957","08","17",NA,NA,NA,NA,"Barb.Rodr.","Hatschbach, G","2266","1951","05","29",NA,"Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"Vila Velha",NA,NA,NA,"46557","auto",NA
"68","2019-11-21 10:13:30-03","IBt","SP","20615","S","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Hoehne, FC","s.n.","1927","06","01",NA,"Brasil","São Paulo","Amparo","-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,NA,"Pico da Serra Negra",NA,NA,NA,"18036","auto",NA
"69","2019-11-21 10:13:30-03","IBt","SP","59141","S","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Handro, O","1961","11",NA,NA,NA,NA,NA,"Barb.Rodr.","Pereira, MA","s.n.","1953","06",NA,NA,"Brasil","São Paulo","Brotas","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26585","auto",NA
"70","2019-11-21 10:13:30-03","IBt","SP","21008","S","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Itatinga","-48.6100006103516","-23.1000003814697",NA,NA,NA,NA,NA,"São João de Itatinga",NA,NA,NA,"28219","auto",NA
"71","2019-11-21 10:13:30-03","IBt","SP","21006","S","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,"Epífita sobre árvoes campestres, fl. branca.",NA,NA,"Barb.Rodr.","Loefgren, A; Edwall, G","CGG3704","1897","05",NA,NA,"Brasil","São Paulo","São João da Boa Vista","-46.7900009155273","-21.9599990844727",NA,NA,NA,"SP009601","SP009601","Cultivado no jardim da commissão, capital.",NA,NA,NA,"17205","auto",NA
"72","2019-11-21 10:13:30-03","IBt","SP","177","S","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Hoehne, FC","s.n.","1917","06","01",NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"Butantã",NA,NA,NA,"53584","auto",NA
"73","2019-11-21 10:13:30-03","IBt","SP","4160","S","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Schlechtler, R",NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","s.col.","s.n.","1920","06","02",NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"Butantã",NA,NA,NA,"53584","auto",NA
