"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","locality","identifiedBy","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"197","2021-03-01 16:23:44-03","UNICAMP","UEC","24183","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Yamamoto, K; et al.","1031","1981","05","22",NA,"Brazil",NA,NA,"Subarbusto 1m, flores roxas.","UEC122367","Magnoliopsida",NA,"A.DC.","Minas Gerais","Campo do Saco","-46.564722","-21.838889",NA,NA,"UEC122367",NA,"Siniscalchi, CM",NA,NA,NA,"-46.564722","-21.838889","2014","04",NA,NA,NA,NA,NA,NA
"198","2021-03-01 16:23:44-03","UNICAMP","UEC","24238","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Yamamoto, K; et al.","1085","1981","07","16",NA,"Brazil",NA,NA,"Subarbusto até 1m, capítulos com flores arroxeadas, ornamentais.","UEC122365","Magnoliopsida",NA,"A.DC.","Minas Gerais","Campo do Saco","-46.564722","-21.838889",NA,NA,"UEC122365",NA,"Siniscalchi, CM",NA,NA,NA,"-46.564722","-21.838889","2014","04",NA,NA,NA,NA,NA,NA
"199","2021-03-01 16:23:44-03","UNICAMP","UEC","196018","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Scatigna, AV","95","2012","07","17",NA,"Brazil",NA,NA,"Erva ca. 1m. Flores roxas.; Cerrado antropizado.","UEC045116","Magnoliopsida",NA,"A.DC.","Minas Gerais","Joaquim Felício","-44.304861","-17.605583","1105","1105","UEC045116","Serra do Cabral. Garimpo abandonado. Estrada p/ Santo Antônio.","Scatigna, AV",NA,NA,NA,"-44.304861","-17.605583","2012","07",NA,NA,NA,NA,NA,NA
"200","2021-03-01 16:23:44-03","UNICAMP","UEC","196014","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Scatigna, AV","96","2012","07","17",NA,"Brazil",NA,NA,"Erva ca. 80 cm. Flores roxas.; Cerrado antropizado.","UEC045114","Magnoliopsida",NA,"A.DC.","Minas Gerais","Joaquim Felício","-44.304861","-17.605583","1105","1105","UEC045114","Serra do Cabral. Garimpo abandonado. Estrada p/ Santo Antônio.",NA,NA,NA,NA,"-44.304861","-17.605583","2012","07",NA,NA,NA,NA,NA,NA
"201","2021-03-01 16:23:44-03","UNICAMP","UEC","177244","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Ferreira, H; et al.","251","1990","06","08",NA,"Brazil",NA,NA,"Cerca de 1,20 de altura. Corola violeta (arroxeada). Caule com pilosidade creme-acinzentada e folhas também. Pappus creme; brácteas verdes (esverdeadas).","UEC122398","Magnoliopsida",NA,"A.DC.","Goiás",NA,NA,NA,NA,NA,"UEC122398","Parque Nacional das Emas.","Siniscalchi, CM",NA,NA,NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"202","2021-03-01 16:23:44-03","UNICAMP","UEC","32371","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Nogueira, E; Mendonça, RC","135","1980","07","29",NA,"Brazil",NA,NA,"Arbusto ca.1,60m, flores e botões florais roxos,folhas pilosas, coriaceas, esbranquiçadas, haste floral pilosa e esbranquiçada. Pouco frequente.; Cerrado com solo bem drenado.","UEC122408","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-48.033333","-15.55","1200","1200","UEC122408",NA,"Siniscalchi, CM",NA,NA,NA,"-48.033333","-15.55","2014","04",NA,NA,NA,NA,NA,NA
"203","2021-03-01 16:23:44-03","UNICAMP","UEC","44014","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Cordeiro, I; Mello-Silva, R","SPF44474","1986","09","02",NA,"Brazil",NA,NA,"Arbusto de 1,5 alt. Pappus amarelado.; Entre rochas.","UEC122362","Magnoliopsida",NA,"A.DC.","Minas Gerais","Grão Mogol","-42.9","-16.55","890","890","UEC122362","Rib. dos Bois","Siniscalchi, CM",NA,NA,NA,"-42.9","-16.55","2014","04",NA,NA,NA,NA,NA,NA
"204","2021-03-01 16:23:44-03","UNICAMP","UEC","84863","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Souza, VC; Miyagi, PH; Moncaio, E","s.n.","1994","06","05",NA,"Brazil",NA,NA,"Subarbusto, até 1,3m alt.; caule, folhas e pedúnculo com indumento alvo; corola roxa com base alva.; Cerrado.","UEC122373","Magnoliopsida",NA,"A.DC.","São Paulo","Itapeva","-49.216667","-24.1",NA,NA,"UEC122373","Rodovia Itararé-Itapeva, próximo ao Rio Verde.","Loeuille, BFP",NA,NA,NA,"-49.216667","-24.1","2007","03",NA,NA,NA,NA,NA,NA
"205","2021-03-01 16:23:44-03","UNICAMP","UEC","44327","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Hernandes-Bicudo, LR; Campos, CJ; Amaral Jr, A","1324","1986","07","31",NA,"Brazil",NA,NA,"1m de altura - flores lilás sem odor.; Campo Cerrado.","UEC122379","Magnoliopsida",NA,"A.DC.","São Paulo","Botucatu","-48.733333","-22.566667",NA,NA,"UEC122379","À margem da rodovia João Melão, que liga São Manuel à Avaré, no km 296.","Siniscalchi, CM",NA,NA,NA,"-48.733333","-22.566667","2014","04",NA,NA,NA,NA,NA,NA
"206","2021-03-01 16:23:44-03","UNICAMP","UEC","80471","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Lombardi, JA","BHCB29188","1995","07","07",NA,"Brazil",NA,NA,"Erva; folhas dicolores cartáceas, pedúnculo e inflorescências argênteas, flores lilases.; Campo rupestre; entre pedras.","UEC122399","Magnoliopsida",NA,"A.DC.","Minas Gerais",NA,NA,NA,NA,NA,"UEC122399","Furnas, Limite Parque Nacional da Serra da Canastra - Usina de Furnas.","Siniscalchi, CM",NA,NA,NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"207","2021-03-01 16:23:44-03","UNICAMP","UEC","89886","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Silva, GP","s.n.","1993","08","26",NA,"Brazil",NA,NA,"Subarbusto de 1m, flor lilás. Frequente.; Campo de murundum; solo argiloso; relevo plano.","UEC122387","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-47.966667","-15.8","1035","1035","UEC122387","Reserva Ecológica do Guara.","Loeuille, BFP",NA,NA,NA,"-47.966667","-15.8","2007","03",NA,NA,NA,NA,NA,NA
"208","2020-02-10 17:50:05-03","UNICAMP","UEC","169437","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Verola, CF; Costa, IR","s.n.","2007","04","10",NA,"Brazil",NA,NA,NA,"UEC063065","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UEC063065","Ao lado do Eixo Monumental, setor sudoeste, em frente ao Residencial Ethernity.","Semir, J","70570","auto",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"209","2021-03-01 16:23:44-03","UNICAMP","UEC","53196","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Azevedo, MLM; Oliveira, FCA","592","1990","05","31",NA,"Brazil",NA,NA,"Subarbusto ca. 1,50 m de altura, com inflorescência de cor roxa, folhas esbranquiçadas e pilosas.; Cerrado.","UEC122403","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UEC122403","Área do Jardim Botânico.","Siniscalchi, CM","70570","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"210","2021-03-01 16:23:44-03","UNICAMP","UEC","3080","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Heringer, EP","13904","1974","06","20",NA,"Brazil",NA,NA,"Planta erecta com ramos e flores na extremidades, flores roxas, ornamentais.; De cerrado seco, aberto, sujeito ao fogo anualmente.","UEC122364","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UEC122364","Cerâmica Dom Bosco.","Siniscalchi, CM","70570","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"211","2021-03-01 16:23:44-03","UNICAMP","UEC","161933","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Coradin, L; Allem, AC; Vieira, JGA; Silva, GP","2396","1979","09","24",NA,"Brazil",NA,NA,"Erva reta de até 1,40 m de altura; flor cinza. Comum no local.; Cerrado sensu strictu; solo cascalho-arenoso; relevo ondulado.","UEC009413","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UEC009413","Cerrado próximo á barragem do Paranoá, á direita.","Siniscalchi, CM","70570","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"212","2021-03-01 16:23:44-03","UNICAMP","UEC","161931","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Coradin, L; Fernandes, A","4222","1981","07","03",NA,"Brazil",NA,NA,"Flor alva; folhas e caule pilosos. Comum no local.; Cerrado sensu strictu; solo cascalho-arenoso; relevo plano.","UEC009416","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UEC009416","Cerrado p#?#roximo a CPAC, á esquerda , sentido Sobradinho - DF - Planaltina - DF.","Siniscalchi, CM","70570","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"213","2021-03-01 16:23:44-03","UNICAMP","UEC","3079","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Heringer, EP","12836","1973","08","08",NA,"Brazil",NA,NA,"Flores azuis, vistosas.; Solo sob cerrado vermelho.","UEC122397","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UEC122397","Chapada da Contagem","Siniscalchi, CM","70570","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"214","2021-03-01 16:23:44-03","UNICAMP","UEC","89766","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Cavalcanti, TB; et al.","s.n.","1990","07","12",NA,"Brazil",NA,NA,"Subarbusto, flor lilás. Ca. 1m alt., capítulos cinzas. Ocasional.; Cerrado típico;&nf;Substrato : latossolo vermelho;&nf;Relevo : plano.","UEC122370","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","1160","1160","UEC122370","Chapada da Contagem; DF-001; km 11.3 do Posto Colorado.","Hind, N","70570","auto",NA,NA,NA,"2002","10",NA,NA,NA,NA,NA,NA
"215","2021-03-01 16:23:44-03","UNICAMP","UEC","3070","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Davis, PH; Shepherd, GJ","s.n.","1976","07","09",NA,"Brazil",NA,NA,"Herb, flowers violet !; Cerrado.","UEC122414","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","1100","1100","UEC122414","Fazenda Água Limpa, 30 km S. of Brasilia University","Siniscalchi, CM","70570","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"216","2021-03-01 16:23:44-03","UNICAMP","UEC","126219","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Santos, E; Ramos, KMO; Meirelles, EML; Costa, RP","499","2000","09","05",NA,"Brazil",NA,NA,"Porte arbustivo, 1,0m de altura, folha esbranquiçada, fruto maturo.; Cerrado s.s.","UEC122384","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UEC122384","Fazenda Água Limpa (FAL), Universidade de Brasília.","Loeuille, BFP","70570","auto",NA,NA,NA,"2007","02",NA,NA,NA,NA,NA,NA
"217","2021-03-01 16:23:44-03","UNICAMP","UEC","35088","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Oliveira, PEAM","56","1982","06","10",NA,"Brazil",NA,NA,"Subarbusto de 1,5 m. Flores azuis e folhas esbranquiçadas.; Cerrado aberto, próximo ao limite leste da RBAE","UEC122416","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","1000","1150","UEC122416","Reserva Biológica de Águas Emendadas.Ca. de 40 km a NE de Brasília.","Siniscalchi, CM","70570","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"218","2021-03-01 16:23:44-03","UNICAMP","UEC","53203","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Azevedo, MLM; Brochado, AL","660","1990","06","20",NA,"Brazil",NA,NA,"Arbusto ca. 80 cm de altura, inflorescência de cor roxa, folhas esbranquiçadas e pilosas.; Cerrado. Solo concrescionário. Cabeceira do córrego Roncador/Pitôco.","UEC122415","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UEC122415","Reserva Ecológica do IBGE","Siniscalchi, CM","70570","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"219","2021-03-01 16:23:44-03","UNICAMP","UEC","41879","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Mendonça, RC","223","1983","06","06",NA,"Brazil",NA,NA,"Arbusto folhas argenteas; flores lilases em inflorescências terminais.","UEC122421","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UEC122421","Reserva Ecológica do IBGE.","Robinson, H","70570","auto",NA,NA,NA,"1984","10",NA,NA,NA,NA,NA,NA
"220","2021-03-01 16:23:44-03","UNICAMP","UEC","28467","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Ratter, JA; Fonseca, SG; Fonsêca Filho, J","3372","1976","08","04",NA,"Brazil",NA,NA,"Perennialherb. ; shorts to 1,5m. Forests blue-purple; Cerrado.","UEC122402","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UEC122402","Vargem Bonita, Fazenda Água Limpa (University of Brasilia field station ) , near Vargem Bonita, c. 18km . SSW of Brasilia TV cower.","Siniscalchi, CM","70570","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"221","2021-03-01 16:23:44-03","UNICAMP","UEC","3074","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Ratter, JA; Fonseca, SG; Fonsêca Filho, J","3164","1976","06","14",NA,"Brazil",NA,NA,"Perennial herb with shots to 1,5m tall. Conllas blue-purple.; Cerrado.","UEC122405","Magnoliopsida",NA,"A.DC.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UEC122405","Vargem Bonita, Fazenda Água Limpa (University of Brasilia field station ) , near Vargem Bonita, c. 18km . SSW of Brasilia TV cower.","Siniscalchi, CM","70570","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"222","2021-03-01 16:23:44-03","UNICAMP","UEC","42758","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","DAC; et al.","ESAL2892","1983","06","28",NA,"Brazil",NA,NA,"Erva; 0,9m altura.; Cerrado.","UEC122383","Magnoliopsida",NA,"A.DC.","Minas Gerais","Alpinópolis","-46.3880996704102","-20.8635997772217",NA,NA,"UEC122383",NA,"Siniscalchi, CM","22010","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"223","2021-03-01 16:23:44-03","UNICAMP","UEC","66747","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Duarte, AP","87817","1954","07","13",NA,"Brazil",NA,NA,"Planta de campo alto. Regular.","UEC122400","Magnoliopsida",NA,"A.DC.","Minas Gerais","Caxambu","-44.9324989318848","-21.9771995544434","1220","1220","UEC122400","Arredores de Caxambu.","Siniscalchi, CM","11683","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"224","2021-03-01 16:23:44-03","UNICAMP","UEC","111664","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Lopes, NP","198","1999","09","08",NA,"Brazil",NA,NA,"Planta com aproximadamente 1,5m com folhas coreaceas de forma alternada e com parte tuberosa, presença de frutos.","UEC030714","Magnoliopsida",NA,"A.DC.","Minas Gerais","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,"UEC030714","Rodovia Sta. Luzia, próximo ao condomínio Canto da Siriema, ao lado da cruz do lado esquerdo da pista.","Siniscalchi, CM","31264","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"225","2021-03-01 16:23:44-03","UNICAMP","UEC","3061","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Davis, PH; Gibbs, PE; Kinoshita, LS; Semir, J; Andrade, JB","2396","1976","07","28",NA,"Brazil",NA,NA,"Flores púrpura.","UEC122394","Magnoliopsida",NA,"A.DC.","Minas Gerais","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,"UEC122394","Serra do Cabral.","Siniscalchi, CM","37503","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"226","2021-03-01 16:23:44-03","UNICAMP","UEC","128847","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Pirani, JR; Zappi, DC; Oliveira, AA","CFCR13202","1990","06","17",NA,"Brazil",NA,NA,"Erva 1,8m alt. Folhas cinéreas. Flor lilás.; no cerrado-de-chapada, e também no campo rupestre.","UEC122393","Magnoliopsida",NA,"A.DC.","Minas Gerais","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,"UEC122393","Serra do Cabral. Subindo a serra na estrada para Vázea da Palma.","Loeuille, BFP","37503","auto",NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"227","2021-03-01 16:23:44-03","UNICAMP","UEC","80472","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Arndt, MHL; et al.","17645","1990","04","17",NA,"Brazil",NA,NA,"Arbustivo. Tamanho superior a 2m (adulto).; Cerrado.","UEC122388","Magnoliopsida",NA,"A.DC.","Minas Gerais","Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,"UEC122388",NA,"Loeuille, BFP","12338","auto",NA,NA,NA,"2007","03",NA,NA,NA,NA,NA,NA
"228","2021-03-01 16:23:44-03","UNICAMP","UEC","65207","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Semir, J; Stehmann, JR; Dutilh, JHA","28817","1993","08","08",NA,"Brazil",NA,NA,"Arbusto +ou - 1 metro de altura. Capítulos velhos com algumas flores púrpuras.; Em campo de canga.","UEC122396","Magnoliopsida",NA,"A.DC.","Minas Gerais","Moeda","-44.0527992248535","-20.3330993652344",NA,NA,"UEC122396","Serrada Moeda, início da estrada ligando BR-040, para Moeda.","Siniscalchi, CM","14750","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"229","2021-03-01 16:23:44-03","UNICAMP","UEC","111814","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Nakajima, JN; Romero, R; Oliveira, R; Oliveira, PE; Schiavini, I","s.n.","1995","07","18",NA,"Brazil",NA,NA,"Subarbusto, ca. 1m. Brácteas verdes. Corola, estigma e anteras púrpuras.; Campo cerrado.","UEC122389","Magnoliopsida",NA,"A.DC.","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"UEC122389","Estrada para o Retiro de Pedras, PARNA Serra da Canastra.","Nakajima, JN","57119","auto",NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"230","2021-03-01 16:23:44-03","UNICAMP","UEC","3078","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Andrade, JB","2182","1976","06","15",NA,"Brazil",NA,NA,"Subarbusto até 1m.; flores roxo-violaceas ornamentais.","UEC122412","Magnoliopsida",NA,"A.DC.","Minas Gerais","Tupaciguara","-48.7050018310547","-18.5921993255615",NA,NA,"UEC122412",NA,"Siniscalchi, CM","41604","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"231","2021-03-01 16:23:44-03","UNICAMP","UEC","55797","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Meira Neto, JAA","381","1989","05","31",NA,"Brazil",NA,NA,"Subarbusto com flores imaturas verdes.; Cerrado.","UEC122375","Magnoliopsida",NA,"A.DC.","São Paulo","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,NA,"UEC122375","Estado Ecológico de Santa Bárbara.","Siniscalchi, CM","18363","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"232","2021-03-01 16:23:44-03","UNICAMP","UEC","55803","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Meira Neto, JAA","405","1989","05","31",NA,"Brazil",NA,NA,"Subarbusto com 1,5m, capítulos imaturos verdes.; Cerrado.","UEC122377","Magnoliopsida",NA,"A.DC.","São Paulo","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,NA,"UEC122377","Estado Ecológico de Santa Bárbara.","Siniscalchi, CM","18363","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"233","2021-03-01 16:23:44-03","UNICAMP","UEC","55804","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Meira Neto, JAA","433","1989","08","16",NA,"Brazil",NA,NA,"Subarbusto com 1m, flores lilazes.; Cerrado.","UEC122380","Magnoliopsida",NA,"A.DC.","São Paulo","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,NA,"UEC122380","Estado Ecológico de Santa Bárbara.","Siniscalchi, CM","18363","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"234","2021-03-01 16:23:44-03","UNICAMP","UEC","31978","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Sarti, SJ; Santos Filho, D","14424","1982","07","30",NA,"Brazil",NA,NA,"Arbusto até 1m, capítulos com flores lilazes.","UEC122381","Magnoliopsida",NA,"A.DC.","São Paulo","Altinópolis","-47.3699989318848","-21.0200004577637",NA,NA,"UEC122381","Região da Gruta de Itambé.","Siniscalchi, CM","30403","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"235","2021-03-01 16:23:44-03","UNICAMP","UEC","174725","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Lombardi, JA; Martins, E","s.n.","1992","05","06",NA,"Brazil",NA,NA,"Erva 1,0m; folhas cinéreas, capítulos alvos.; Vegetação arbustiva em morro de arenito.","UEC030041","Magnoliopsida",NA,"A.DC.","São Paulo","Brotas","-48.1199989318848","-22.2800006866455",NA,NA,"UEC030041","Fazenda Rochedo.","Siniscalchi, CM","26585","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"236","2021-03-01 16:23:44-03","UNICAMP","UEC","60276","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Sciamarelli, A; Coffani-Nunes, JV","120","1989","07","15",NA,"Brazil",NA,NA,"Arbusto 1,70, flores roxas, muitos pêlos com substância pegajosa, folha e caule esbranquiçados.; Cerrado l.","UEC122413","Magnoliopsida",NA,"A.DC.","São Paulo","Cajuru","-47.2999992370605","-21.2700004577637",NA,NA,"UEC122413","Fazenda Santa Carlota.","Siniscalchi, CM","21243","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"237","2021-03-01 16:23:44-03","UNICAMP","UEC","101558","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Beltrati, CM","4382","1984","07","11",NA,"Brazil",NA,NA,"Arbusto até 1,20m. Flores azuis, folhas pilosas.; Cerrado.","UEC122360","Magnoliopsida",NA,"A.DC.","São Paulo","Corumbataí","-47.6199989318848","-22.2199993133545",NA,NA,"UEC122360",NA,"Siniscalchi, CM","14989","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"238","2021-03-01 16:23:44-03","UNICAMP","UEC","160263","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Baitello, JB; Peres, FS","SPSF31892","2003","05","22",NA,"Brazil",NA,NA,"Subarbusto cespitoso, até 60cm altura; verde acinzentado.; Campo cerrado/ campo limpo.","UEC017279","Magnoliopsida",NA,"A.DC.","São Paulo","Franco da Rocha","-46.7200012207031","-23.3199996948242",NA,NA,"UEC017279","Parque Estadual do Juquery","Monge, M","12135","auto",NA,NA,NA,"2011","01","28",NA,NA,NA,NA,NA
"239","2021-03-01 16:23:44-03","UNICAMP","UEC","76290","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Souza, VC; Miyage, PH; Souza, JP; Scalon, VR","s.n.","1995","05","28",NA,"Brazil",NA,NA,"Subarbusto, até 1m alt.; flores lilases.; Campo arenoso.","UEC122407","Magnoliopsida",NA,"A.DC.","São Paulo","Itapeva","-48.8699989318848","-23.9799995422363",NA,NA,"UEC122407","Estação Ecológica de Itapeva.","Siniscalchi, CM","42926","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"240","2021-03-01 16:23:44-03","UNICAMP","UEC","81228","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Souza, VC; Scaramuzza, CAMR; Ferraro, L; Miyagi, PH","ESA11673","1993","04","22",NA,"Brazil",NA,NA,"Erva, capítulos jovens.; Latossolo.","UEC122404","Magnoliopsida",NA,"A.DC.","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"UEC122404","Ponto 19.","Siniscalchi, CM","27729","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"241","2021-03-01 16:23:44-03","UNICAMP","UEC","81227","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Scaramuzza, CAMR; Souza, VC","ESA8688","1989","08","11",NA,"Brazil",NA,NA,"Subarbusto, folhas glaucas, 1,2m de altura, flores lilases, com papus alvos.; Campo Cerrado.","UEC122391","Magnoliopsida",NA,"A.DC.","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"UEC122391","Rod. SP 258 junto ao Rio Verde.","Siniscalchi, CM","27729","auto",NA,NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"242","2021-03-01 16:23:44-03","UNICAMP","UEC","36682","S","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","Arasaki, FR","4","1984","07","24",NA,"Brazil",NA,NA,"Cerrado do Anibal","UEC122418","Magnoliopsida",NA,"A.DC.","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,NA,"UEC122418",NA,"Monge, M","22843","auto",NA,NA,NA,"2010","03",NA,NA,NA,NA,NA,NA
