"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","typeStatus","yearIdentified","class","monthIdentified","dayIdentified","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"14","2020-02-08 09:42:22-03","NBC","NL-BOTANY","U.1080021","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E.Fr.","Maas PJM","Lima HC de",NA,"1995","11","01","Southern America","Brazil","Rio de Janeiro",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1080021 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1080021","NL-U1080021",NA,NA,NA,NA,NA,NA,NA,NA,"1998","Magnoliopsidae","03","01","U 0133040",NA,NA,NA,NA
"15","2020-02-08 09:42:22-03","NBC","NL-BOTANY","U.1080022","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E.Fr.","Maas PJM; Chatrou LW","Gottsberger GK",NA,"1968","10","23","Southern America","Brazil","São Paulo",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1080022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1080022","NL-U1080022",NA,NA,NA,"-46.633333","-23.55",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0038573","-46.633333","-23.55",NA,NA
"16","2020-02-08 09:42:22-03","NBC","NL-BOTANY","U.1080023","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E.Fr.","Maas PJM; Chatrou LW","Gottsberger GK",NA,"1968","10","23","Southern America","Brazil","São Paulo",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1080023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1080023","NL-U1080023",NA,NA,NA,"-46.633333","-23.55",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0038574","-46.633333","-23.55",NA,NA
"17","2020-11-04 10:59:28-03","ESALQ","ESA","14711","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm) R.E.Fr.","Ivanauskas, N.M.","Ivanauskas, N.M.","57.0","1991","01","07",NA,"Brasil","São Paulo",NA,NA,NA,"ESA014711","ESA014711",NA,NA,"Piracicaba","-47.6399993896484","-22.7199993133545","44778","auto",NA,"1991",NA,"01","07",NA,NA,NA,NA,NA
"18","2020-11-04 10:59:28-03","ESALQ","ESA","7453","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E.Fr.","Mello, R.S.","Zandoval, J.A.","59.0","1984","10","24",NA,"Brasil","São Paulo","Parque da Esalq",NA,"Fl","ESA007453","ESA007453",NA,NA,"Piracicaba","-47.6399993896484","-22.7199993133545","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 10:59:28-03","ESALQ","ESA","7452","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm) R.E.Fr.","Mello, R.S.","Zandoval, J.A.","19.0","1985","10","04",NA,"Brasil","São Paulo",NA,NA,NA,"ESA007452","ESA007452",NA,NA,"Piracicaba","-47.6399993896484","-22.7199993133545","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 10:59:28-03","ESALQ","ESA","6046","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm) R.E.Fr.",NA,"Ivanauskas, N.M.","57.0","1990","10","24",NA,"Brasil","São Paulo",NA,NA,NA,"ESA006046","ESA006046",NA,NA,"Piracicaba","-47.6399993896484","-22.7199993133545","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 10:59:28-03","ESALQ","ESA","3997","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm) R.E.Fr.","Mello-Silva, R.","Matsumoto, E.I.",NA,"1989","11","01",NA,"Brasil","São Paulo",NA,NA,NA,"ESA003997","ESA003997",NA,NA,"Presidente Venceslau","-51.8400001525879","-21.8700008392334","32901","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 10:59:28-03","ESALQ","ESA","5512","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E.Fr.","Mello, R.S.","Kampf, E.","132.0","1989","10","12",NA,"Brasil","São Paulo","Parque da Esalq",NA,"Fl","ESA005512","ESA005512",NA,NA,"Piracicaba","-47.6399993896484","-22.7199993133545","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 10:59:28-03","ESALQ","ESA","7500","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E.Fr.","Mello, R.S.","Kampf, E.","259.0","1990","06","08",NA,"Brasil","São Paulo","Parque da Esalq",NA,"Fr","ESA007500","ESA007500",NA,NA,"Piracicaba","-47.6399993896484","-22.7199993133545","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 10:59:28-03","ESALQ","ESA","7451","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm) R.E. Fr.","Ivanauskas, N.M.","Zandoval, J.A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Parque da Esalq",NA,NA,"ESA007451","ESA007451",NA,NA,"Piracicaba","-47.6399993896484","-22.7199993133545","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-07-02 14:00:18-03","JBP","HPL","423","S","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fries","H. Lorenzi","H. Lorenzi","1255","1994","01","14",NA,"Brasil","SP","Estrada de acesso a Usina Batatais.",NA,NA,NA,NA,NA,NA,"Batatais","-47.58","-20.89","22006","auto",NA,"1994",NA,"01","14",NA,NA,NA,NA,NA
"26","2015-07-02 14:00:18-03","JBP","HPL","5274","S","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fries","H. Lorenzi","H. Lorenzi","5797","2005","10","21",NA,"Brasil","SP","Cultivado no viveiro de mudas Dierberger, cultivada.",NA,NA,NA,NA,NA,NA,"Limeira","-47.4","-22.56","20999","auto",NA,"2005",NA,"10","21",NA,NA,NA,NA,NA
"27","2015-07-02 14:00:18-03","JBP","HPL","424","S","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fries","H. Lorenzi","H. Lorenzi","1163","1993","11","18",NA,"Brasil","SP","Escola Superior de Agricultura Luiz de Queiroz ESALQ/USP.",NA,NA,NA,NA,NA,NA,"Piracicaba","-47.64","-22.72","44778","auto",NA,"1993",NA,"04","18",NA,NA,NA,NA,NA
"28","2019-02-15 11:32:50-02","IPA","IPA","9295","S","Plantae","Plantae",NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fr.","Maas, P.J.M.","Koscinski, M.","s.n.","1936","11",NA,"Southern America","Brasil","São Paulo","Horto Florestal",NA,NA,"IPA0009295",NA,NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:30:47-03","IAP","PACA-AGP","66006","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm) Fries","R. E. Fries","Reitz, R.","5891","1954","11","21",NA,"Brasil","SC","São João Batista",NA,"HBR 10623, flor amarela, diam 7 cm, pet. 5,5 x 4 cm, fruto amarelo, 30 cm diam., 15 m altura Habitat: mata Hábito: árvore Ecossistema: Mata Atlântica","PACA066006",NA,"15","15","Tijucas do Sul",NA,NA,NA,NA,NA,"1956","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:30:47-03","IAP","PACA-AGP","65993","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm) Fries","R. E. Fries","R. M. Klein","1789","1955","12","07",NA,"Brasil","SC","Morro da Ressaca",NA,"HBR 10650, flor amarela Habitat: mata Hábito: árvore Ecossistema: Mata Atlântica","PACA065993",NA,"150","150","Itajaí","-48.6618995666504","-26.9078006744385","27253","auto",NA,"1956","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-20 21:15:26-03","UFV","VIC","13881","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fr.","Lobão, A.Q.","Mota, A.L.P.; et al.","2001","1993","10","13",NA,"Brasil","Minas Gerais","Triângulo Mineiro, Mata Edson Mendes.",NA,"Casca fissurada cinza-amarronzada; casca interna creme com estrias bege; flores brancas. CAP de 73 cm e altura de 16,5 metros.","VIC013881","VIC013881",NA,NA,NA,NA,NA,NA,NA,NA,"2006",NA,"10",NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:30:11-03","UFJF","CESJ","45815","PreservedSpecimen","Plantae","Angiosperma",NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","R.E. Fr.","R. Mello-Silva","M.N. Ivanauskas","s.n.","1990","10","24","América do Sul","Brasil","São Paulo","Parque da ESALQ/USP",NA,"Árvore de 4m de altura, flores amarelas.","CESJ045815","CESJ045815",NA,NA,"Piracicaba","-47.6399993896484","-22.7199993133545","44778","auto",NA,"1993",NA,"03",NA,NA,NA,NA,NA,NA
"33","2021-04-07 11:40:48-03","UFMS","CGMS","65166","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E.Fr.","G.A. Damasceno Junior","T.S.G. Botelho; K.C.B.S. Santos; A.C. Rodrigues; G.A. Damasceno Junior","107","2017","10","23",NA,"Brasil","Mato Grosso do Sul","Parque Estadual das Nascentes do Rio Taquari. Estrada de acesso a sede do Cuitelo.",NA,"Fruto imaturo verde. Habitat: Floresta estacional semidecidual. Habito: Árvore. 3,00 m de altura.","CGMS1098127",NA,"427","427","Costa Rica","-53.4219445","-18.1555556",NA,NA,NA,"2017",NA,"12","13",NA,"-53,4219445","-18,1555556",NA,NA
"34","2019-08-20 10:02:46-03","UNICAMP","UEC","66988","S","Plantae","Magnoliopsida",NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E.Fr.","Leitão Filho, HF","Daniel, A","s.n.","1968","10","12",NA,"Brazil","São Paulo","Faz. Sta. Elisa - Monjolinho",NA,"flor, Árvore; flores creme; floresce em outubro; fruto comestível; 2 folhas no herbário.","UEC093117","UEC093117",NA,NA,"Campinas","-47.060001373291","-22.8999996185303","23900","auto",NA,"1968",NA,"10",NA,NA,NA,NA,NA,NA
"35","2019-11-19 14:04:31-03","UFRPE","PEUFR","693","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) RE. Fr.","Hoehne","B. Pickel; M. Koscinski","4988",NA,NA,NA,NA,"Brasil","São Paulo","Horto Florestal",NA,"Herbácea com flor.","PEUFR000693",NA,NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 09:58:12-03","FURB","FURB","41707","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E.Fr.","Reis, A","Reis, A.; Botosso, P.","260","1981","01","29",NA,"Brasil","Santa Catarina","Morro do Ribeirão, Ilha de Santa Catarina.",NA,NA,"FURB04311","FURB04311","200","200","Florianópolis","-48.5491981506348","-27.596700668335","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 09:58:12-03","FURB","FURB","41691","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E.Fr.","Reis, A","Klein, R.M.; Bresolin, A.","8012","1968","12","17",NA,"Brasil","Santa Catarina","Tapera, Ribeirão, Ilha de Santa Catarina.",NA,NA,"FURB14617","FURB14617","100","100","Florianópolis","-48.5491981506348","-27.596700668335","27000","auto",NA,"1982",NA,"04","14",NA,NA,NA,NA,NA
"38","2020-04-27 16:08:34-03","UFES","VIES","12988","S","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E.Fr.","Castro, E.R.","Castro, E.R.","379","2004","02","25",NA,"Brasil","São Paulo","Ilha do Cardoso.",NA,NA,"VIES012988","VIES012988",NA,NA,"Cananéia","-47.9199981689453","-25.0100002288818","37574","auto",NA,"2005",NA,"02","03",NA,NA,NA,NA,NA
"39","2021-01-28 12:00:50-03","UFSM","SMDB","14482","S","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fries","Gehrt, A","Gehrt, A","s.n.","1938","09","23",NA,"Brasil","São Paulo","Pinheiros",NA,"Árvore de forma cônica, muito ornamental. Número 39693","SMDB014482",NA,NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-28 12:00:50-03","UFSM","SMDB","14483","S","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fries","Mello Silva, R","Mamede, MCH; Silva, SJG; Piacentin, E","359","1990","12","17",NA,"Brasil","São Paulo","Est. Ecológica Juréia- Itatins, trilha do Imperado",NA,"Árvore 15m alt., botões esverdeados, tépalas creme-amareladas, Frutos imaturos verdes","SMDB014483",NA,NA,NA,"Iguapé","-47.5499992370605","-24.7000007629395","55628","auto",NA,"1992",NA,"05",NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:12:00-03","MBM","MBM","425701","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fries","Lobão, A.","Costa, I.G.","777","2015","12","05","Southern America","Brazil","Rio de Janeiro","Quimbira, Mata do Quimbira",NA,"Árborea.; Floresta Estacional Semidecidual Baixo-Montana","MBM425701",NA,NA,NA,"Italva","-41.6907997131348","-21.4207992553711","20355","auto",NA,"2015",NA,"12",NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:12:00-03","MBM","MBM","401582","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fries","Reis, A.","Reis, A.; Botozzo, P.; Botozzo, P.","260","1981","01","29","Southern America","Brazil","Santa Catarina","Ilha de Santa Catarina, Morro do Ribeirão",NA,"Árvore de 30 metros de altura, fruto imaturo verde.; Mata.","MBM401582","MBM401582","200","200","Florianópolis","-48.5491981506348","-27.596700668335","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:12:00-03","MBM","MBM","38399","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fries","Fries, E.E.","Klein, R.","1789","1955","12","07","Southern America","Brazil","Santa Catarina","Morro da Ressacada",NA,NA,"MBM038399","MBM038399",NA,NA,"Itajaí","-48.6618995666504","-26.9078006744385","27253","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:12:00-03","MBM","MBM","178804","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fries","Fries, E.R.","Reitz, R.","5891","1954","11","21","Southern America","Brazil","Santa Catarina","Tijucas",NA,NA,"MBM178804","MBM178804",NA,NA,"Tijucas","-48.6335983276367","-27.2413997650146","19338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:12:00-03","MBM","MBM","262715","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fries","Mello-Silva, R.","Hoehne, W.","s.n.","1944","10","19","Southern America","Brazil","São Paulo","Parque Estadual das Fontes do Ipiranga",NA,NA,"MBM262715","MBM262715",NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:12:00-03","MBM","MBM","178805","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fries","Fries, R.E.","Klein, R.","1789","1955","12","07","Southern America","Brazil","Santa Catarina","Itajaí",NA,NA,"MBM178805","MBM178805",NA,NA,"Itajaí","-48.6618995666504","-26.9078006744385","27253","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:12:00-03","MBM","MBM","178803","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fries","Fries, R.E.","Reitz, R.","5891","1954","11","21","Southern America","Brazil","Santa Catarina","Tijucas",NA,NA,"MBM178803","MBM178803",NA,NA,"Tijucas","-48.6335983276367","-27.2413997650146","19338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:12:00-03","MBM","MBM","401583","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fries","Reis, A.","Klein, R.M.; Bresolin, A.; Lourteig; Bresolin, A.; Lourteig","7693","1967","12","20","Southern America","Brazil","Santa Catarina","Ilha de Santa Catarina, Saco Grande",NA,"Árvore de 20 metros de altura, flor amarela.; Mata.","MBM401583","MBM401583","300","300","Florianópolis","-48.5491981506348","-27.596700668335","27000","auto",NA,"1982",NA,"04","14",NA,NA,NA,NA,NA
"49","2020-12-21 16:12:00-03","MBM","MBM","401581","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Porcelia","macrocarpa","Porcelia macrocarpa","(Warm.) R.E. Fries",NA,"Klein, R.M.; Bresolin, A.; Bresolin, A.","8012","1968","12","17","Southern America","Brazil","Santa Catarina","Ilha de Santa Catarina, Tapera, Ribeirão",NA,"Árvore de 15 metros de altura, Flor amarela, fruto maduro alaranjado.","MBM401581","MBM401581","150","150","Florianópolis","-48.5491981506348","-27.596700668335","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
