"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"110","2019-10-09 11:08:14-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Miranda, AM","Portugal, S; Miranda, AM","10","2004","01","24","Brasil","Bahia","Mata de São João","Litoral Norte, Praia do Diogo","-37.866667","-12.216667","-37.866667","-12.216667",NA,NA,NA,NA,"crassa, estolonífera, caule rosado. Inflorescência alvacenta, flores com anteras amarelas.; de interiores, solo arenoso.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA
"111","2020-02-08 08:54:18-03","NBC","NL-BOTANY","L.3709565","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"Pedersen TM",NA,"1979","12","14","Brazil",NA,NA,"Santa Catarina, Imbituba. Sandy beach.",NA,NA,NA,NA,NA,NA,"NL-L3709565","NL-L3709565","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3709565 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"112","2020-02-08 08:54:30-03","NBC","NL-BOTANY","AMD.23261","PreservedSpecimen","Plantae","Amaranthaceae","Iresine","portulacoides","Iresine portulacoides","(A.St.-Hil.) Moq.",NA,"Weevers T",NA,"1925","01","01","Brazil",NA,NA,"Zandige kust Santos, Brazilie.",NA,NA,NA,NA,NA,NA,"NL-AMD23261","NL-AMD23261","<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.23261 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"113","2020-02-08 08:54:30-03","NBC","NL-BOTANY","AMD.23262","PreservedSpecimen","Plantae","Amaranthaceae","Iresine","portulacoides","Iresine portulacoides","(A.St.-Hil.) Moq.",NA,"Herter WG",NA,"1926","01","01","Uruguay",NA,NA,"Plantae Uruguayenses. Carrasco (Lit. Platens), Departamento de Montevideo.",NA,NA,NA,NA,NA,NA,"NL-AMD23262","NL-AMD23262","<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.23262 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"114","2020-02-08 08:54:30-03","NBC","NL-BOTANY","L.1696969","PreservedSpecimen","Plantae","Amaranthaceae","Iresine","portulacoides","Iresine portulacoides","(A.St.-Hil.) Moq.",NA,"Vincent D",NA,"1959","11","01","Brazil",NA,NA,"Euv. de Rio de Janeiro, bords de la Ma. *.",NA,NA,NA,NA,NA,NA,"NL-L1696969","NL-L1696969","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696969 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"115","2020-02-08 08:54:30-03","NBC","NL-BOTANY","L.1696975","PreservedSpecimen","Plantae","Amaranthaceae","Iresine","portulacoides","Iresine portulacoides","(A.St.-Hil.) Moq.",NA,"Pedersen TM",NA,"1973","02","27","Brazil",NA,NA,"State of Sao Paulo. Peruíbe, on the beach.",NA,NA,NA,NA,NA,NA,"NL-L1696975","NL-L1696975","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696975 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"116","2020-02-08 08:54:30-03","NBC","NL-BOTANY","L.1696977","PreservedSpecimen","Plantae","Amaranthaceae","Iresine","portulacoides","Iresine portulacoides","(A.St.-Hil.) Moq.",NA,"Reitz R; Klein RM",NA,"1961","02","06","Brazil",NA,NA,"Santa Catarina. Praia de Camboriú, Camboriú. Orla do mar.",NA,NA,NA,NA,NA,NA,"NL-L1696977","NL-L1696977","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696977 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"117","2020-02-08 08:54:30-03","NBC","NL-BOTANY","L.1696978","PreservedSpecimen","Plantae","Amaranthaceae","Iresine","portulacoides","Iresine portulacoides","(A.St.-Hil.) Moq.",NA,"Rambo B",NA,"1954","02","11","Brazil",NA,NA,"RGS, Torres.",NA,NA,NA,NA,NA,NA,"NL-L1696978","NL-L1696978","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696978 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"118","2020-02-08 08:54:30-03","NBC","NL-BOTANY","L.1696979","PreservedSpecimen","Plantae","Amaranthaceae","Iresine","portulacoides","Iresine portulacoides","(A.St.-Hil.) Moq.",NA,"Tulleken JE",NA,"1900","08","30","Surinam",NA,NA,"Wicberie. *.",NA,NA,NA,NA,NA,NA,"NL-L1696979","NL-L1696979","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696979 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"119","2020-02-08 08:54:30-03","NBC","NL-BOTANY","L.1696981","PreservedSpecimen","Plantae","Amaranthaceae","Iresine","portulacoides","Iresine portulacoides","(A.St.-Hil.) Moq.",NA,"Martius CFP von",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1696981","NL-L1696981","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696981 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"120","2020-02-08 08:54:30-03","NBC","NL-BOTANY","L.1696986","PreservedSpecimen","Plantae","Amaranthaceae","Iresine","portulacoides","Iresine portulacoides","(A.St.-Hil.) Moq.",NA,"Martius CFP von",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1696986","NL-L1696986","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696986 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"121","2020-02-08 08:54:30-03","NBC","NL-BOTANY","U.1060919","PreservedSpecimen","Plantae","Amaranthaceae","Iresine","portulacoides","Iresine portulacoides","(A.St.-Hil.) Moq.",NA,"Herter WG",NA,"1926","12","01","Uruguay",NA,NA,"Uruguayenses. Montevideo - Lista d Correos. Malvin. Departamento de Montevideo. Republica Oriental del Uruguay.",NA,NA,NA,NA,NA,NA,"NL-U1060919","NL-U1060919","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1060919 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"122","2020-02-08 08:54:30-03","NBC","NL-BOTANY","L.1696989","PreservedSpecimen","Plantae","Amaranthaceae","Iresine","portulacoides","Iresine portulacoides commersonii",NA,NA,"Hatschbach GG",NA,"1963","09","12","Brazil",NA,NA,"Est. Parana, Mun. Guaratuba, Rio da Praia.",NA,NA,NA,NA,NA,NA,"NL-L1696989","NL-L1696989","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696989 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales","commersonii",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"123","2020-02-08 08:54:30-03","NBC","NL-BOTANY","L.1696990","PreservedSpecimen","Plantae","Amaranthaceae","Iresine","portulacoides","Iresine portulacoides commersonii",NA,NA,"Riedel L",NA,NA,NA,NA,"Brazil",NA,NA,"Brazlia.",NA,NA,NA,NA,NA,NA,"NL-L1696990","NL-L1696990","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696990 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales","commersonii",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"124","2020-02-08 08:54:30-03","NBC","NL-BOTANY","L.1696989","PreservedSpecimen","Plantae","Amaranthaceae","Iresine","portulacoides","Iresine portulacoides commersonii",NA,NA,"Hatschbach GG",NA,"1963","09","12","Brazil",NA,NA,"Est. Parana, Mun. Guaratuba, Rio da Praia.",NA,NA,NA,NA,NA,NA,"NL-L1696989","NL-L1696989","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696989 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales","commersonii",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"125","2020-02-08 08:54:30-03","NBC","NL-BOTANY","L.1696990","PreservedSpecimen","Plantae","Amaranthaceae","Iresine","portulacoides","Iresine portulacoides commersonii",NA,NA,"Riedel L",NA,NA,NA,NA,"Brazil",NA,NA,"Brazlia.",NA,NA,NA,NA,NA,NA,"NL-L1696990","NL-L1696990","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696990 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales","commersonii",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"126","2020-02-08 08:54:36-03","NBC","NL-BOTANY","U.1049130","PreservedSpecimen","Plantae","Amaranthaceae","Philoxerus","portulacoides","Philoxerus portulacoides","A.St.-Hil.",NA,"Camerik AM",NA,NA,NA,NA,"Brazil",NA,NA,"Est. R.F. Rio de Janeiro Grummari.",NA,NA,NA,NA,NA,NA,"NL-U1049130","NL-U1049130","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1049130 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"127","2020-02-08 08:54:36-03","NBC","NL-BOTANY","U.1049131","PreservedSpecimen","Plantae","Amaranthaceae","Philoxerus","portulacoides","Philoxerus portulacoides portulacoides",NA,NA,"Lindeman JC; Haas JH de",NA,"1967","01","02","Brazil",NA,NA,"Est. Parana Pontal do Sul coastal crest opposite Ilha do Sul.",NA,NA,NA,NA,NA,NA,"NL-U1049131","NL-U1049131","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1049131 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Caryophyllales","portulacoides",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"128","2020-11-04 10:59:01-03","ESALQ","ESA","78801","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides",NA,NA,"Krapovickas, A. ; Cristóbal, C.L.","37708.0","1982","01","16","Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"ESA078801",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-11-04 10:59:01-03","ESALQ","ESA","65769","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides",NA,"Stehmann, J.R.","Stehmann, J.R.","2553.0","1999","07","22","Brasil","Santa Catarina","Bombinhas",NA,"-48.5169982910156","-27.1380004882812",NA,NA,NA,NA,"ESA065769","ESA065769",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"11943","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-11-04 10:59:01-03","ESALQ","ESA","108368","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides",NA,"Reichert, M.H.","Graziano, T.S.","1.0","2007","08","25","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA108368","ESA108368",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,"2007","11","09",NA,NA,NA,NA
"131","2020-11-04 10:59:01-03","ESALQ","ESA","31179","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Siqueira, J.C.","Leitão Filho, H.F. et al.","34610.0","1996","02","02","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"ESA031179","ESA031179",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-11-04 10:54:31-03","ESALQ","ESA","141474","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides",NA,"Souza, V.C.","Souza, V.C.","41197.0","2018","10","13","Brasil","São Paulo","Itanhaém","Área urbana do bairro Mosteiro.","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"ESA141474",NA,"Erva; flores róseas",NA,NA,NA,NA,NA,NA,"26998","auto",NA,"2018","10","13",NA,NA,NA,NA
"133","2020-11-04 10:59:01-03","ESALQ","ESA","94204","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides",NA,"Souza, V.C.","Souza, V.C.; Sakuragui, C.M.; Eterovic, A.; Marques, O.A.V.","3007.0","1990","01","01","Brasil","São Paulo","Ilhabela","Duas praias após o Iate Clube na direção Sul.","-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,"ESA094204","ESA094204","Erva rizomatosa; caule e rizomas vináceos; flores creme.",NA,NA,NA,"Magnoliophyta",NA,NA,"23719","auto",NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-11-04 10:59:01-03","ESALQ","ESA","22397","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Siqueira, J.C.","Basso, M.E.; Moncaio, E.; Pomari, M.L.; Nakagomi, M.Y.","29.0","1994","09","08","Brasil","São Paulo","Cananéia","Morro do São João. Mata Atlântica perturbada.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA022397","ESA022397","Inflorescência branca.",NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-11-04 10:59:01-03","ESALQ","ESA","26186","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Siqueira, J.C.","Souza, V.C.; Souza, J.P. et al.","9209.0","1995","10","07","Brasil","São Paulo","Itanhaém","Praia de Suarão. Dunas.","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"ESA026186","ESA026186","Erva, até 30 cm alt.; caule avermelhado; tépalas creme; tubo estaminal amarelo.",NA,NA,NA,"Magnoliophyta",NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-01-14 15:19:29-03","MN","R","218201","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A. St.-Hil.) Mears","Siqueira, J.C.","Miranda, A.M.","4026","2002","10","01","Brasil","Pernambuco","Ilha de Fernando de Noronha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA
"137","2021-01-14 15:19:29-03","MN","R","218202","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A. St.-Hil.) Mears","Siqueira, J.C.","Miranda, A.M.","3181","1999","04","07","Brasil","Pernambuco","Ilha de Fernando de Noronha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA
"138","2021-01-14 15:19:29-03","MN","R","56969","PreservedSpecimen","Plantae","Amaranthaceae","Philoxerus","portulacoides","Philoxerus portulacoides","A. St.-Hil.","Smith, L.B.","Glaziou, A.F.M.; Netto, L.S.M. & Schwacke, C.A.W.",NA,"1881","09",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,"R000056969","R000056969_001",NA,NA,NA,NA,NA,NA,NA,"40069","auto",NA,"1964","09",NA,NA,NA,NA,NA
"139","2021-01-14 15:19:29-03","MN","R","57819","PreservedSpecimen","Plantae","Amaranthaceae","Philoxerus","portulacoides","Philoxerus portulacoides","A. St.-Hil.","Smith, L.B.","Glaziou, A.F.M.; Netto, L.S.M.",NA,"1881","09",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,"R000057819","R000057819_001",NA,NA,NA,NA,NA,NA,NA,"40069","auto",NA,"1964","09",NA,NA,NA,NA,NA
"140","2021-01-14 15:19:29-03","MN","R","57508","PreservedSpecimen","Plantae","Amaranthaceae","Philoxerus","portulacoides","Philoxerus portulacoides var.commersonii","A. St.-Hil.","Smith, L.B.","Glaziou, A.F.M.; Netto, L.S.M. & Schwacke, C.A.W.",NA,"1881","09",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,"R000057508","R000057508_001",NA,NA,NA,NA,NA,NA,"var.commersonii","40069","auto",NA,"1964","09",NA,NA,NA,NA,NA
"141","2021-03-12 01:36:14-03","UFPI","TEPB","24015","PreservedSpecimen","Plantae","Portulacaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A. St. Hil) Mears","Maria das Dores Melo","Oliveira, F . C. S.","104","2007","04","15","Brasil","Piauí","Oeiras","Chapada das Panelas","-42.1310997009277","-7.0252799987793",NA,NA,NA,NA,NA,NA,"Erva prostrada, flor branca, muito frequente, solo arenoso. Ambiente: Transição Cerrado/ Caatinga <ll>dwc_commonname:</ll> matinho",NA,NA,NA,NA,NA,NA,"54774","auto",NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-04-02 01:59:58-03","UFPI","TEPB","615","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(St. Hil.)",NA,"FREIRE, F. M. T.",NA,"1979","11","05","Brasil","Piauí","Parnaíba","Barro vermelho, Ilha Grande de Santa Isabel","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,NA,NA,"Erva, flor branca Ambiente: Baixão <ll>dwc_commonname:</ll> Angico-preto",NA,NA,NA,NA,NA,NA,"25571","auto",NA,"1985","01","07",NA,NA,NA,NA
"143","2019-02-15 11:32:27-02","IPA","IPA","6207","S","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Atualização","Tavares, S.","170","1953","09","04","Brasil","Rio Grande do Norte","Natal","Restinga da Limpa, dunas próxima à praia.","-35.209400177002","-5.79500007629395",NA,NA,NA,NA,"IPA0006207",NA,"Erva frequente; folhas carnosas. Caule vermelho. Inflorescência alva.","Southern America",NA,NA,"Plantae",NA,NA,"12751","auto",NA,"2015","08",NA,NA,NA,NA,NA
"144","2019-08-28 09:36:17-03","IPA","IPA","93253","S","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Machado-Filho, H.O.","Silva, R.B.S.; Silva, M.C.G.; Machado-Filho, H.O.; Silva, M.C.G.; Machado-Filho, H.O.","27","2018","09","21","Brasil","Paraíba","João Pessoa","Cabo Branco, Praia Urbana","-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,"IPA0093253",NA,"Material botânico em estudo para fim de TCC das alunas Rita Braga Soares da Silva e Maria Clara Gomes da Silva no IFPB Campus de João Pessoa, sob a orientação do Prof° Dr. Hermes de Oliveira Machado Filho.; Litoral. Vegetação de dunas","Southern America",NA,NA,"Plantae",NA,NA,"15975","auto",NA,"2018","09","21",NA,NA,NA,NA
"145","2019-02-15 11:32:27-02","IPA","IPA","90590","S","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Rita Pereira","Rita Pereira","3512","2014","12",NA,"Brasil","Pernambuco","Paulista","no final da Praia de Maria Farinha.","-34.8731002807617","-7.94083023071289",NA,NA,NA,NA,"IPA0090590",NA,"Herbácea rasteira, suculenta. Ramos avermelhados; páleas amarelads e flores alvas.; Praia. Solo arenoso.","Southern America",NA,NA,"Plantae",NA,NA,"17375","auto",NA,"2015","08","25",NA,NA,NA,NA
"146","2019-02-15 11:32:27-02","IPA","IPA","91587","S","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Cano, O.","Saconi, A.","s.n.","2017","08","14","Brasil","Pernambuco","São Bento do Una","Estação Experimental do IPA, próximo ao descarte do rejeito do desalinizador.","-36.4444007873535","-8.522780418396",NA,NA,NA,NA,"IPA0091587",NA,"Material botânico em estudo para fim de Pesquisa Institucional de Pesquisador visitante :Apoio ao Desenvolvimento e Inovação Tecnológica da Agropecuária em Pernambuco. Sub-projeto 1: Tecnologias inovadoras na prática do uso e reuso","Southern America",NA,NA,"Plantae",NA,NA,"19936","auto",NA,"2017","08","15",NA,NA,NA,NA
"147","2019-02-15 11:32:27-02","IPA","IPA","8205","S","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Miranda, A.M.","Andrade-Lima","55-2174","1955","10","18","Brasil","Pernambuco","Ilha de Fernando de Noronha","próximo ao mar.",NA,NA,NA,NA,NA,NA,"IPA0008205",NA,"Erva rasteira, muito frequente.","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,"2006","10","12",NA,NA,NA,NA
"148","2019-02-15 11:32:27-02","IPA","IPA","8232","S","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Miranda, A.M.","Andrade-Lima","55-2185","1955","10","18","Brasil","Pernambuco","Ilha de Fernando de Noronha","Praia dos Ouriços",NA,NA,NA,NA,NA,NA,"IPA0008232",NA,"Erva prostrada. Frequente em todas as praias da ilha.","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,"2006","10","12",NA,NA,NA,NA
"149","2019-02-15 11:32:27-02","IPA","IPA","89451","S","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Cano, O.","Machado-Filho, H.O.","217","2013","12","21","Brasil","Paraíba","Boqueirão","margem do Açude Epitácio Pessoa.","-36.135","-7.481667","-36.135","-7.481667","355","355","IPA0089451",NA,"Erva suculenta; hábito anfíbio; inflorescência alva.; Vegetação ciliar.","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,"2014","09",NA,NA,NA,NA,NA
"150","2019-02-15 11:32:27-02","IPA","IPA","89909","S","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Cano, O.","Machado-Filho, H.O.","444","2014","06","13","Brasil","Paraíba","Soledade","margem do Açude do Estado.","-36.362778","-7.057222","-36.362778","-7.057222","521","521","IPA0089909",NA,"Vegetação ciliar.","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,"2015","02",NA,NA,NA,NA,NA
"151","2019-02-15 11:32:27-02","IPA","IPA","88437","S","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Equipe do Herbário-IPA","Machado Filho, H de O","s.n.","2013","05",NA,"Brasil","Paraíba","Conde","margens do Rio Gramane, na desembocadura.","-34.9075012207031","-7.25971984863281",NA,NA,NA,NA,"IPA0088437",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"17858","auto",NA,"2015","08",NA,NA,NA,NA,NA
"152","2019-08-28 09:36:17-03","IPA","IPA","93263","S","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Machado-Filho, H.O.","Silva, R.B.S.; Silva, M.C.G.; Machado-Filho, H.O.; Silva, M.C.G.; Machado-Filho, H.O.","40","2018","10","08","Brasil","Paraíba","João Pessoa","Intermares, Praia Urbana","-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,"IPA0093263",NA,"Material botânico em estudo para fim de TCC das alunas Rita Braga Soares da Silva e Maria Clara Gomes da Silva no IFPB Campus de João Pessoa, sob a orientação do Prof° Dr. Hermes de Oliveira Machado Filho.; Litoral. Vegetação de dunas","Southern America",NA,NA,"Plantae",NA,NA,"15975","auto",NA,"2018","10","08",NA,NA,NA,NA
"153","2019-08-28 09:36:17-03","IPA","IPA","93406","S","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Machado-Filho, H.O.","Silva, R.B.S.; Silva, M.C.G.; Machado-Filho, H.O.; Silva, M.C.G.; Machado-Filho, H.O.","210","2019","05","31","Brasil","Paraíba","João Pessoa","Intermares, Praia Urbana","-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,"IPA0093406",NA,"Material botânico em estudo para fim de TCC das alunas Rita Braga Soares da Silva e Maria Clara Gomes da Silva no IFPB Campus de João Pessoa, sob a orientação do Prof° Dr. Hermes de Oliveira Machado Filho.; Litoral. Vegetação de dunas","Southern America",NA,NA,"Plantae",NA,NA,"15975","auto",NA,"2019","06","14",NA,NA,NA,NA
"154","2019-02-15 11:32:27-02","IPA","IPA","67094","S","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Atualização","Grisi, T.","61","2000","01","21","Brasil","Paraíba","Solânea","Curimataú","-35.5400009155273","-6.75500011444092",NA,NA,NA,NA,"IPA0067094",NA,"Erva rasteira. desenvolvendo-se em solo salino. Forrageira.","Southern America",NA,NA,"Plantae",NA,NA,"23851","auto",NA,"2015","08",NA,NA,NA,NA,NA
"155","2019-02-15 11:32:27-02","IPA","IPA","88667","S","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","Siqueira, J.C. de","Miranda, A.M.","4026","2002","10","01","Brasil","Pernambuco","Fernando de Noronha","Pedra do Bode, Sobre rochas, em local ensolarado, banhada pelo mar.","-32.4108009338379","-3.84028005599976",NA,NA,NA,NA,"IPA0088667",NA,"Erva prostada; caule avermelhado; folhas crassas; inflorescência alvacenta; flores com corola branco-hialino, anteras e estigama amarelo.","Southern America",NA,NA,"Plantae",NA,NA,"8269","auto",NA,"2003","01","01",NA,NA,NA,NA
