"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","occurrenceRemarks","identifiedBy","coordinatePrecision","geoFlag","class","order","yearIdentified","monthIdentified","dayIdentified","continentOcean","relatedCatalogItem","imagecode","phylum","fieldNumber","preparationType","individualCount","typeStatus"
"43","2021-04-07 11:40:44-03","UFMS","CGMS","43509","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","F.S. Carvalho; Z.R. Holsback; B.E.M. Pinto","277","2010","02","24","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Retiro Conceição. Parcela 06.","-57.7772223","-21.6825","-57,7772223","-21,6825",NA,NA,"CGMS1073493","Fruto verde imaturo. Habitat: Savana Estépica Arborizada. Chaco. Habito: Arbusto.","F.S. Carvalho",NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-07 11:40:44-03","UFMS","CGMS","27819","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","E.P. Seleme; I.M. Neves; V.A. Assunção","314","2009","02","17","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Retiro Conceição.","-57.7636111","-21.7052778","-57,7636111","-21,7052778",NA,NA,"CGMS1057264","Fruto verde. Habitat: Chaco. Habito: Árvore. 4,00m de altura.","E.P. Seleme",NA,NA,NA,NA,"2009","03","09",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-07 11:40:44-03","UFMS","CGMS","27806","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","E.P. Seleme; I.M. Neves; V.A. Assunção","301","2009","02","16","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda flores.","-57.8975","-21.7175","-57,8975","-21,7175",NA,NA,"CGMS1057251","Fruto verde. Habitat: Chaco. Habito: Árvore. 5,00m de altura.","E.P. Seleme",NA,NA,NA,NA,"2009","03","09",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-04-07 11:40:44-03","UFMS","CGMS","50659","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","S.S. Moura; C.G. de Souza","163","2014","03","08","Brasil","Mato Grosso do Sul","Porto Murtinho","Bairro Caacupê.","-57.8825","-21.6988889","-57,8825","-21,6988889",NA,NA,"CGMS1080654","Flores amarelas. Fruto imaturo verde. Habitat: Chaco. Solo arenoso-argiloso. Relevo plano. Ampla ocorrência. Habito: Arbusto. 2,50 m de altura.","A. Pott",NA,NA,NA,NA,"2014","05","10",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-04-07 11:40:44-03","UFMS","CGMS","38696","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","R.H. Silva; E. Tameirão; E.L. Siqueira","911","2013","01","23","Brasil","Mato Grosso do Sul","Corumbá","Afloramento rochoso.","-57.6166667","-19.2838889","-57,6166667","-19,2838889","130","130","CGMS1068087","Flor ausente. Fruto laranja. Habitat: Afloramento rochoso. Contato entre bancada laterítica e floresta estacional. Plano. Habito: Arbustivo. 2m de altura.","G.A.Damasceno Jr.",NA,NA,NA,NA,"2013","06","15",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-04-07 11:40:44-03","UFMS","CGMS","39372","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","M.O. Córdova; J.A.Rotta; T.G. Freitas; G.A. Damasceno-Junior","33","2012","10","16","Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento. Sub-região do Abobral.","-57.0027778","-19.5080556","-57,0027778","-19,5080556","100","100","CGMS1068754","Flor alaranjada. Fruto ausente. Habitat: Capão. Habito: Árvore. 4m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-04-07 11:40:44-03","UFMS","CGMS","52580","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","G.A. Damasceno-Junior; S.S. Lima","5267","2013","02","08","Brasil","Mato Grosso do Sul","Campo Grande","Cerrado próximo a um cemitério na APA do Guariroba.","-54.4058333","-20.5322223","-54,4058333","-20,5322223",NA,NA,"CGMS001591","Fruto alaranjado. Habitat: Borda de área de cerrado. Solo arenoso latossolo. Relevo plano ondulado. Habito: Arbusto. 1,40 m de altura.","G.A. Damasceno-Junior",NA,NA,NA,NA,"2013","02","08",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-04-07 11:40:44-03","UFMS","CGMS","27670","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","E.P. Seleme; A.L.B. Sartori","165","2008","12","15","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda flores.","-57.8975","-21.7175","-57,8975","-21,7175",NA,NA,"CGMS1057113","Fruto verde. Habitat: Chaco. Habito: Árvore. 2,00m de altura.","E.P. Seleme",NA,NA,NA,NA,"2008","12","15",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-04-07 11:40:44-03","UFMS","CGMS","48514","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","A. Pott; V.J. Pott","12917","2005","06","26","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Namocoli, próximo ao Rio Naitaca, divisa com Porto Murtinho, 168 km a oeste de Bonito, sub-região da Nhecolândia, Pantanal.","-57.5408333","-20.6063889","-57,5408333","-20,6063889","85","85","CGMS1078467","Flor amarela. Fruto imaturo. Habitat: Svana de Copernicia alba (carandazal), com espinheira (Bauhinia, Byttneria), inundável. Solo vértico, preto. Relevo plano. Frequente. Habito: Arbusto. 1,00 - 3,00 m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-04-07 11:40:44-03","UFMS","CGMS","60863","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","F.S. Carvalho; Z.R. Holsback; B.E.M. Pinto","384","2010","09","28","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Retiro Conceição. Parcela 06.","-57.7772223","-21.6825","-57,7772223","-21,6825",NA,NA,"CGMS1093867","Botões florais com pétalas amarelas com interior vináceo. Habitat: Savana Estépica Arborizada. Chaco. Habito: Arbusto. 2,00m de altura.","F.S. Carvalho",NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-04-07 11:40:44-03","UFMS","CGMS","43145","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","A. Pott; C.N. da Cunha; V.J. Pott; C.C. de F. Tavares","2347","1986","11","20","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Sagrado; Abobral -Pantanal.","-57","-19.5","-57","-19,5","90","90","CGMS1073126",NA,"R. Mello Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-04-07 11:40:44-03","UFMS","CGMS","36437","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","A. Pott; V.J. Pott; L.C.P. Lima; C.N. da Cunha; E.A. Silveira; H. Ferreira; E.C. Arruda","9426","2001","09","17","Brasil","Mato Grosso do Sul","Corumbá","Reserva Acurizal (Ecotropica), Serra do Amolar, borda oeste do Pantanal.","-57.55","-17.8333333","-57,55","-17,8333333",NA,NA,"CGMS1065844","Flor esbranquiçada. Fruto ausente. Beira da Baía Acurizal. Habitat: Vegetação ciliar inundável, perturbada. Solo litólico, superfície siltosa. Relevo barranco fluvial. Habito: Arbusto. Frequente. 1,00-3,00m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-04-07 11:40:44-03","UFMS","CGMS","23028","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","F. Matos-Alves; A.L.B. Sartori; G.M. Silva","394","2007","05","09","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Agro-Comercial Aubi (ex-São Roque).","-57.6880555","-21.6844444","-57,6880555","-21,6844444",NA,NA,"CGMS1052435","Flor amarela. Téplas internas amarelo-claras e externas amarelas. Fruto verde imaturo e maduro preto. Estames amarelo-claros. Apresenta odor semelhante a fermento. Habitat: Chaco. Savana Estépica Arbórea, senso IBGE. Habito: Árvore.","A.L.B. Sartori",NA,NA,NA,NA,"2012","08","30",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-04-07 11:40:44-03","UFMS","CGMS","15558","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","D.K. Noguchi; G.P. Nunes; L.E.A.M. Lescano","226","2005","04","16","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Anahí.","-57.7352777","-21.6913889","-57,7352777","-21,6913889",NA,NA,"CGMS1045045","Flor ausente. Fruto verde, dividido em três. Habitat: Interior da mata. Habito: Arbusto.","G.P. Nunes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-04-07 11:40:44-03","UFMS","CGMS","28183","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","L.C.S. Magalhães; T.S. Amaral","225","2009","01","09","Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.7513889","-20.7927777","-55,7513889","-20,7927777","202","202","CGMS1057629",NA,"G.A. Damasceno-Junior",NA,NA,NA,NA,"2009","05","06",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-04-07 11:40:44-03","UFMS","CGMS","41110","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","T.E. Lima; F.A. Matos; F.J. Kochanovski","157","2011","06","01","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Santa Vergínia.","-57.8344444","-22.1116667","-57,8344444","-22,1116667",NA,NA,"CGMS1071097","Fruto imaturo verde, maduro amarelo-esverdeado. Habitat: Chaco Arborizado. Habito: Arbusto. 2,00 m de altura.","T.E. Lima",NA,NA,NA,NA,"2011","06","01",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-04-07 11:40:44-03","UFMS","CGMS","48992","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","J.P.S.P. Bento; A.L.B. Sartori; M. Rocha; M.G. Pereira","81","2014","12","12","Brasil","Mato Grosso do Sul","Corumbá","Próximo a estrada vicinal a 1,5 km a leste da Estrada Parque (MS-184), Pantanal da Nhecolândia.","-57.0280556","-19.4891666","-57,0280556","-19,4891666","93","93","CGMS1078939","Flor amarelo claro com interior violácea. Fruto ausente. Habitat: Borda de capão. Habito: Árvore.","A.L.B. Sartori",NA,NA,NA,NA,"2014","12","12",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-04-07 11:40:44-03","UFMS","CGMS","40455","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","T.R.F. Sinani; C.C.C. Encina; F.M. Alves","75","2013","10","02","Brasil","Mato Grosso do Sul","Corguinho","Fazenda Colina Dourada.","-55.1286111","-19.7227778","-55,1286111","-19,7227778","406","406","CGMS1070440",NA,"Thomaz R.F. Sinani",NA,NA,NA,NA,"2016","06","12",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-04-07 11:40:44-03","UFMS","CGMS","40454","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","T.R.F. Sinani; C.C.C. Encina; F.M. Alves","74","2013","10","02","Brasil","Mato Grosso do Sul","Corguinho","Fazenda Colina Dourada.","-55.1286111","-19.7227778","-55,1286111","-19,7227778","406","406","CGMS1070439",NA,"Thomaz R.F. Sinani",NA,NA,NA,NA,"2016","06","12",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-04-07 11:40:44-03","UFMS","CGMS","43146","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","V.J. Pott; A. Pott","13","1984","08","06","Brasil","Mato Grosso do Sul","Corumbá","Cidade - Porto Carrero; 2147 - Fundo de quintal.","-57.65","-19.0166667","-57,65","-19,0166667","140","140","CGMS1073127","Flor creme. Ramos contundentes (espinhos). Habitat: Vegetação secundária de mata calcária. Solo calcário. Relevo plano. Habito: Arvoreta, 3-4 m de altura. Esparsa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-04-07 11:40:44-03","UFMS","CGMS","33210","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","W.S. Covre; S.S. Lima; M.S.T. Souza; A.R.Q. Paredes; W. Vargas; G.A. Damasceno-Junior","19","2011","06","28","Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento.","-57.0166667","-19.4836111","-57,0166667","-19,4836111",NA,NA,"CGMS1062603","Fruto imaturo verde. Habitat: Borda de capão de mata. Habito: Arbusto. 1,50m de altura.","G.A. Damasceno-Junior",NA,NA,NA,NA,"2011","06","28",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-04-07 11:40:44-03","UFMS","CGMS","71424","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","M.R. Oliveira; A. Pott, J.P.S.P. Bento","83","2018","11","01","Brasil","Mato Grosso do Sul","Porto Murtinho","Parque Nacional da Serra da Bodoquena,fazenda Harmonia, area aberta com cobertura vegetal também para pasto.","-56.7286111","-21.2541667","-56,7286111","-21,2541667","512","512","CGMS1104202","Botão verde Habitat: Campo aberto antropizado, com vegetação de pasto e ervas arbustos e poucas arvores nativas da região Habito: Subarbusto, 0.40m","A. Pott",NA,NA,NA,NA,"2018","11","01",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-04-07 11:40:44-03","UFMS","CGMS","15559","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","D.K. Noguchi; G.P. Nunes; L.E.A.M. Lescano","227","2005","04","16","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Anahí.","-57.7352777","-21.6913889","-57,7352777","-21,6913889",NA,NA,"CGMS1045046","Flor ausente. Aumenta com perturbações e desmatamento. Habitat: Interior de mata. Habito: Arbusto.","A.L.B. Sartori",NA,NA,NA,NA,"2012","08","30",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-04-07 11:40:44-03","UFMS","CGMS","27703","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","E.P. Seleme; A.L.B. Sartori","198","2008","12","16","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Retiro Conceição.","-57.7636111","-21.7052778","-57,7636111","-21,7052778",NA,NA,"CGMS1057146","Flor amarela. Fruto verde. Habitat: Chaco. Habito: Arbusto. 3,00m de altura.","A.L.B. Sartori",NA,NA,NA,NA,"2008","12","16",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-04-07 11:40:44-03","UFMS","CGMS","40524","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","T.R.F. Sinani; C.C.C. Encina","144","2013","10","05","Brasil","Mato Grosso do Sul","Corguinho","Córrego Baguaçu.","-55.0355555","-19.7963889","-55,0355555","-19,7963889","336","336","CGMS1070508",NA,"Thomaz R.F. Sinani",NA,NA,NA,NA,"2016","06","12",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-04-07 11:40:44-03","UFMS","CGMS","15557","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","L.E.A.M. Lescano; G.P. Nunes; D.K. Noguchi","67","2004","12","19","Brasil","Mato Grosso do Sul","Porto Murtinho","Estrada 7.","-57.4966666","-21.7452777","-57,4966666","-21,7452777",NA,NA,"CGMS1045044","Flor amarela e vermelha. Fruto vermelho. Aumenta com perturbação e desmatamento. Habitat: Beira de estrada. Habito: Arbusto.","A.L.B. Sartori",NA,NA,NA,NA,"2012","08","30",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-04-07 11:40:44-03","UFMS","CGMS","27658","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","E.P. Seleme; A.L.B. Sartori","153","2008","11","20","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Retiro Conceição.","-57.7636111","-21.7052778","-57,7636111","-21,7052778",NA,NA,"CGMS1057101","Fruto verde. Habitat: Chaco. Habito: Árvore. 3,00m de altura.","A.L.B. Sartori",NA,NA,NA,NA,"2008","11","20",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-04-07 11:40:44-03","UFMS","CGMS","43150","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","A. Pott","4981","1989","10","05","Brasil","Mato Grosso","Poconé","Retiro Santa Isabel; Fazenda Porto Jofre - Pantanal.","-56.7833333","-18.8166667","-56,7833333","-18,8166667","90","90","CGMS1073131","Flor amarela. Fruto não visto. Habitat: Piuval. Solo arenoso na superfície (Planossolo). Relevo plano. Habito: Arbusto 1,2 m de altura. Esparso.","A. Pott",NA,NA,NA,NA,"2016","03","24",NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-04-07 11:40:44-03","UFMS","CGMS","66403","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","M.R.A. Bogarin; A. Pott; R. Corrêa; D.J.G. Morais","22","2016","11","14","Brasil","Mato Grosso do Sul","Campo Grande","Rodovia CG 040. Ao lado do Inferninho.","-54.6777778","-20.3719445","-54,6777778","-20,3719445","496","496","CGMS1099364","Flor verde. Fruto verde. Habitat: Cerradão Mesotrófico. Borda de Vale Profundo. Solo litólico. Habito: Arbusto.","A. Pott",NA,NA,NA,NA,"2016","11","14",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-04-07 11:40:44-03","UFMS","CGMS","43147","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","E.K. Resende","4","1990","07","26","Brasil","Mato Grosso do Sul","Corumbá","Quase no final da estrada da Lagoa do Jacadigo, indo pelo assentamento do Tamarineiro.","-57.65","-19.0166667","-57,65","-19,0166667","140","140","CGMS1073128","Flor não vista. Fruto amarelo. Fruto na carpoteca. Habitat: Vegetação secundária. Solo calcário. Relevo plano. Habito: Arvoreta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-04-07 11:40:44-03","UFMS","CGMS","15066","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","A.S. Penha; T. Ramires; C.S. Campos; M.C. Lescano","247","2004","10","31","Brasil","Mato Grosso do Sul","Paraíso","Fazenda Potreiro do Sucuriú.","-53.1919444","-19.0297223","-53,1919444","-19,0297223",NA,NA,"CGMS1044575",NA,"A. Pott",NA,NA,NA,NA,"2005","05","30",NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-04-07 11:40:44-03","UFMS","CGMS","27648","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","E.P. Seleme; A.L.B. Sartori","143","2008","11","20","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Retiro Conceição.","-57.7636111","-21.7052778","-57,7636111","-21,7052778",NA,NA,"CGMS1057091","Flor amarela. Fruto verde. Habitat: Chaco. Habito: Arbusto. 3,00m de altura.","A.L.B. Sartori",NA,NA,NA,NA,"2008","11","20",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-04-07 11:40:44-03","UFMS","CGMS","58837","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","A. Pott; V.J. Pott","13911","2006","02","07","Brasil","Mato Grosso do Sul","Aquidauana","Próximo à ponte do Rio Taboco (Rodovia MS-419) e da sede da Fazenda Taboco, sub-região de Aquidauana, Pantanal.","-55.6463889","-20.0711111","-55,6463889","-20,0711111","150","150","CGMS001586","Flor amarelado clara. Fruto imaturo, verde. Habitat: Floresta ripária perturbada ou secundária. Solo aluvial areno-siltoso. Relevo plano. Habito: Arbusto. 2 m de altura. Esparso.","A. Pott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-04-07 11:40:44-03","UFMS","CGMS","43148","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","J.A. Ratter; A. Pott; V.J. Pott; S.C.A. Rego; F. Martins; J. Tamashiro; UFMS Fieldcourse","6010","1987","11","17","Brasil","Mato Grosso do Sul","Corumbá","Santa Cruz, Serra de Urucum.","-57.55","-19.1333333","-57,55","-19,1333333",NA,NA,"CGMS1073129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-04-07 11:40:44-03","UFMS","CGMS","77778","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","D.M. Pineda; E.B. Souza, G.A. Damasceno-Junior","86","2018","09","07","Brasil","Mato Grosso do Sul","Corumbá","Estrada 262 Miranda a Corumbá, Pantanal de Miranda-MS.","-57.0919444","-19.61","-57,0919444","-19,61","88","88","CGMS1110766","Flor amarela. Fruto com pseudo espinhos. Habitat: Savana, Pantanal Habito: Arbusto. 2,00 - 8, 00 m de altura.","G.A. Damasceno-Junior",NA,NA,NA,NA,"2018","12","07",NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-04-07 11:40:44-03","UFMS","CGMS","37120","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","A. Pott; V.J. Pott","13675","2005","11","18","Brasil","Mato Grosso","Barão de Melgaço","Retiro São Bento, entre São João de Joselândia e a Reserva do SESC, sub-região de Barão de Melgaço, Pantanal.","-56.2333333","-16.5825","-56,2333333","-16,5825","128","128","CGMS1066530","Flor creme-amarelada. Fruto ausente. Habitat: Cambarazal (Vochysia divergens). Solo siltoso. Relevo plano com microrelevo. Esparsa. Habito: Arbusto. 1,00 - 2,00 m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-04-07 11:40:44-03","UFMS","CGMS","23056","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","A.L.B. Sartori; F. Matos-Alves","1064","2007","12","04","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Agro-Comercial Aubi (ex-São Roque).","-57.6880555","-21.6844444","-57,6880555","-21,6844444",NA,NA,"CGMS1052463","Botões florais verdes. Fruto imaturo verde. Odor agradável em folha macerada. Habitat: Chaco. Savana Estépica Arbórea, senso IBGE. Habito: Arbusto. 2,50m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-04-07 11:40:44-03","UFMS","CGMS","24059","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","V.A. Assunção; I.M. Neves",NA,"2009","02","16","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda flores.","-57.8994444","-21.7180556","-57,8994444","-21,7180556",NA,NA,"CGMS1053473","Fruto verde.","E.P. Seleme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-04-07 11:40:44-03","UFMS","CGMS","21316","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","S.V. Boff",NA,"2006","12","01","Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento.","-57.0188889","-19.5766667","-57,0188889","-19,5766667",NA,NA,"CGMS1050721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-04-07 11:40:44-03","UFMS","CGMS","43229","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","F.S. Carvalho; Z.R. Holsback; B.E.M. Pinto","209","2009","09","23","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Retiro Conceição. Parcela 02.","-57.7808334","-21.6819445","-57,7808334","-21,6819445",NA,NA,"CGMS1073212","Botão floral verde. Fruto preto maduro. Fruto preto maduro. Habitat: Savana Estépica Arborizada. Chaco. Habito: Arbusto. 2,00m de altura.","F.S. Carvalho",NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-04-07 11:40:44-03","UFMS","CGMS","59161","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","C.S. Souza; C. Aoki; J.H.F. Dargas; A.C. Araújo","154","2014","10","25","Brasil","Mato Grosso do Sul","Miranda","RPPN Neivo Pires Pantanal de Miranda.","-57.0908333","-19.6136111","-57,0908333","-19,6136111","300","300","CGMS1089077","Flor esverdeada tipo câmara. Habitat: Cerrado. Pantanal. Formação de Paratudal. Habito: Árvore.","C.S. Souza",NA,NA,NA,NA,"2016","10","20",NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-04-07 11:40:44-03","UFMS","CGMS","58836","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","A. Pott; V.J. Pott; J.C.C. Santos","11943","2004","10","14","Brasil","Mato Grosso do Sul","Campo Grande","Embrapa Gado de Corte.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS1088752","Flor creme. Base interna das tépalas de cor vinosa. Habitat: Vegetação secundária em região de cerradão. Solo latossolo argiloso. Relevo topo de ondulado. Habito: Subarbusto. 50 cm de altura. Esparso.",NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-04-07 11:40:44-03","UFMS","CGMS","10872","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","G.R. Julião",NA,"1998","04",NA,"Brasil","Mato Grosso do Sul","Corumbá","Passo do Lontra. Fazenda São Bento. Pantanal Miranda/Abobral.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"CGMS1040179","Galhador: Família Cecidomyiidae. Habitat: Capão n°12, borda. Habito: Arbustivo.",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
