"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","individualCount","phylum","identifiedBy","yearIdentified","monthIdentified","dayIdentified","typeStatus","county","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","day"
"1","2012-05-01 15:35:00-03","MO","MOBOT","2249418","PreservedSpecimen","Plantae","Poaceae","Setaria","stolonifera","Setaria stolonifera","Boldrini","José F. Pensiero","Pensiero 2264","1985","5","South America","Argentina","Santa Fé","Cayastá","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-02-18 17:09:29-03","FEPAGRO","BLA","8596","PreservedSpecimen","Plantae","Poaceae","Setaria","stolonifera","Setaria stolonifera","Boldrini","A. A. Araújo",NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,"Spermatophyta","I. Boldrini","1974","05","22","Typus","Mostardas","-50.9211006164551","-31.1068992614746","86098","Data de Coleta: 05/1973. TYPUS. Com Duplicata HOLOTYPUS no armário 9.Habitat: ruderal","BLA008596","BLA008596","auto",NA
"3","2021-03-22 16:23:51-03","FEPAGRO","BLA","8895","PreservedSpecimen","Plantae","Poaceae","Setaria","stolonifera","Setaria stolonifera","Boldrini","A. Normann-Kämpf et alii","461","1974","04",NA,"Brasil","Rio Grande do Sul","Escola Técnica de Agricultura",NA,"Spermatophyta","I. Boldrini","1974","05","22","Paratypus","Viamão","-51.0233001708984","-30.0811004638672","41667","(a) PARATYPUS.Habitat: Potreiros experimentais.","BLA008895","BLA008895","auto","17"
