"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","stateProvince","county","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","decimalLongitude","decimalLatitude","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber","typeStatus","sex"
"49","2008-05-27 22:02:00-03","MO","MOBOT","62026","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","David N. Smith|René Valencia|Marianne Buddensiek","South America","Peru","Ancash","Huaraz","Huascarán National Park. Quebrada Rajucolta. Brushfields on moderate S-facing slopes; soil of granitic morainal material, bouldery.",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen","Jon Ricketson (MO)","Smith 12189A","1986","4","-77.36666","-9.53333",NA,"17","4000.00000000","4150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","86-26",NA,NA
"50","2014-12-23 12:13:00-02","MO","MOBOT","62054","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","David N. Smith|René Valencia|Alfredo Gonzales","South America","Peru","Ancash","Yungay","Huascarán National Park. Quebrada Ranincuray.",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen",NA,"Smith 10414","1985","4","-77.5666667","-8.9833333",NA,"18","4100.00000000","4200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","85-104",NA,NA
"51","2020-09-12 05:00:02-03","US","US","2651410","PreservedSpecimen","Plantae","Crassulaceae","Tillaea","peduncularis","Tillaea peduncularis","L. Smith, R. M. Klein & G. Hatschbach","South America - Neotropics","Brazil","Água Doce",NA,"10 Km south of turn to the south in road east of Palmas",NA,NA,NA,"US01349467",NA,"Rosales","Sm.",NA,"15696","1971","12",NA,NA,"US01349467_01","6",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","2269450","PreservedSpecimen","Plantae","Crassulaceae","Tillaea","peduncularis","Tillaea peduncularis","L. Smith & R. Reitz","South America - Neotropics","Brazil","Bom Retiro",NA,"Bog and pasture, by Fazenda Santo Antônio, Campos dos Padres",NA,NA,NA,"US01349464",NA,"Rosales","Sm.",NA,"10321","1957","1",NA,NA,"US01349464_01","23","1650",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","2484218","PreservedSpecimen","Plantae","Crassulaceae","Tillaea","peduncularis","Tillaea peduncularis","E. H. Ule","South America - Neotropics","Brazil",NA,NA,"Nos pantanos de Conconhaz perto de Tubarão",NA,NA,NA,"US01349466",NA,"Rosales","Sm.",NA,"1241","1889","10",NA,NA,"US01349466_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","2573131","PreservedSpecimen","Plantae","Crassulaceae","Tillaea","peduncularis","Tillaea peduncularis","L. Smith & R. Reitz","South America - Neotropics","Brazil","São Joaquim",NA,"ampo, rock outcrop, and bog, 18 Km southwest of São Joaquim",NA,NA,NA,"US01349465",NA,"Rosales","Sm.",NA,"14375","1965","1","-49.98","-28.4","US01349465_01","6","1100","1200","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","2269266","PreservedSpecimen","Plantae","Crassulaceae","Tillaea","peduncularis","Tillaea peduncularis","L. Smith & R. Reitz","South America - Neotropics","Brazil","Caçador",NA,"Bog, Fazenda Carneiros, north of Caçador",NA,NA,NA,"US01349463",NA,"Rosales","Sm.",NA,"9028","1956","12",NA,NA,"US01349463_01","21","950","1100","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"56","2017-09-29 16:24:15-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","L. B. Smith","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"L. B. Smith","15696","1971","12","-50","-27",NA,"6",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2018-10-25 11:25:01-03","F","FMNH-SEEDPLANTS","V0437685F","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","A. Sagástegui A.","South America","Peru","Cajamarca","Contumazá","Pozo Chuño",NA,NA,NA,"V0437685F","Spermatophyta",NA,NA,"B. León","14013","1988","5",NA,NA,"V0437685F_01","30","4000",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-08-20 15:00:32-03","UFSC","FLOR","47704","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Trevisan, R.; Venturi, S.",NA,"Brasil","Santa Catarina","Urubici","Saindo da estrada de acesso ao Morro da Igreja, próximo ao portão de entrada do Parque Nacional de São Joaquim.",NA,NA,"Planta faz parte do Projeto Reflora Habitat: no meio do caminho","FLOR0047704",NA,"Saxifragales","(Sm.) Meigen",NA,"1269","2012","12","-49.515278","-28.078056",NA,"01","1442","1442",NA,NA,"49º30'55''W","28º4'41''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:09:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Crassulaceae","Tillaea","peduncularis","Tillaea peduncularis","Commerson, P",NA,"?",NA,NA,"in humidis circa Montevideo et Buenos Ayres",NA,NA,"(ex Dc. Prodr.)",NA,NA,NA,"Sm.",NA,"s.n.",NA,NA,NA,NA,"P14P2N0089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:09:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Crassulaceae","Tillaea","peduncularis","Tillaea peduncularis","St.-Hil, A","Southern America","Brazil","Rio Grande do Sul",NA,"in pascuis humidis prov. Rio Grande do Sul, prope praedium Estancia de José Bermudes",NA,NA,NA,NA,NA,NA,"Sm.",NA,"s.n.",NA,NA,NA,NA,"P14P2N0089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2017-09-11 17:09:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Crassulaceae","Tillaea","peduncularis","Tillaea peduncularis","Sellow, F","Southern America","Brazil",NA,NA,"Habitat in solo ut videtur limoso Brasiliae meridionalis, loco accuratius non indicato",NA,NA,"v. s. in Hb. Reg. Berolin., specimina cum Callitriche verna commixta)",NA,NA,NA,"Sm.",NA,"s.n.",NA,NA,NA,NA,"P14P2N0089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2017-09-11 17:09:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Crassulaceae","Tillaea","peduncularis","Tillaea peduncularis","Gay, C","Southern America","Chile",NA,"Santiago","etiam in humidis ad Santiago aliisque locis reipublicae Chilensis",NA,NA,NA,NA,NA,NA,"Sm.",NA,"s.n.",NA,NA,NA,NA,"P14P2N0089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-08 12:40:48-03","UFRGS","ICN","188167","S","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Rabuske, C; Kulkamp; Vargas, GK","América do Sul","Brasil","RS","Caçapava do Sul","Guaritas",NA,NA,"Erva ca. 3cm alt. Florescimento no final do inverno.; Em campo musgoso, pouco úmido, sob afloramento rochoso.",NA,"Dicotyledon",NA,"(Sm.) F. Meigen","Jarenkow, JA","93","2016","09","-53.4914016723633","-30.5121994018555",NA,"17",NA,NA,NA,NA,NA,NA,"50525","auto","2016","09","17",NA,NA,NA,NA
"64","2021-02-08 12:40:48-03","UFRGS","ICN","121824","S","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Garcia, EN","América do Sul","Brasil","RS","Capivari do Sul","Fazenda dos Touros",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Erva rizomatosa. K verde, C branco transparente c/ ápice vinoso.; Área há ca.6meses em pousio após cultivo convencional de arroz irrigado. Solo arenoso úmido.",NA,"Dicotyledon",NA,"(Sm.) F. Meigen","Garcia, EN","806","2002","09","-50.5147018432617","-30.1450004577637",NA,"25",NA,NA,NA,NA,NA,NA,"17105","auto",NA,NA,NA,NA,NA,NA,NA
"65","2021-02-08 12:40:48-03","UFRGS","ICN","153930","S","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Lima, LF","América do Sul","Brasil","RS","Guaíba","Fazenda São Maximiano BR 116 Km 308",NA,NA,NA,NA,"Dicotyledon",NA,"(Sm.) F. Meigen",NA,"s.n.","2006","09","-51.3250007629395","-30.113899230957",NA,"17",NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA
"66","2021-02-08 12:40:48-03","UFRGS","ICN","103659","S","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Matzenbacher, NI","América do Sul","Brasil","RS","Guaíba","Fazenda São Maximiano BR 116 Km 307",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Nas cavidades formadas pelo intemperismo da rocha granítica emergente.",NA,"Dicotyledon",NA,"(Sm.) F. Meigen","Matzenbacher, NI","s.n.","1993","09","-51.3250007629395","-30.113899230957",NA,"12","190","190",NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA
"67","2021-02-08 12:40:48-03","UFRGS","ICN","096446","S","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Matzenbacher, NI","América do Sul","Brasil","RS","Guaíba","Fazenda São Maximiano BR 116 Km 307",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Erva pigmea, anfíbia, Endêmica.; em solo de pequena profundidade, formado sobre afloramento granítico periodicamente inundados, formando pequenos poços d'água. Às vezes associados com Elatine triandra.",NA,"Dicotyledon",NA,"(Sm.) F. Meigen","Matzenbacher, NI; Irgang, BE","s.n.","1992","09","-51.3250007629395","-30.113899230957",NA,"20","190","190",NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA
"68","2021-02-08 12:40:48-03","UFRGS","ICN","103643","S","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Matzenbacher, NI","América do Sul","Brasil","RS","Nonoai","próximo a cascata",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Em solo raso sobre o afloramento rochoso.",NA,"Dicotyledon",NA,"(Sm.) F. Meigen","Matzenbacher, NI","s.n.","1993","11","-52.7714004516602","-27.3617000579834",NA,"03",NA,NA,NA,NA,NA,NA,"35080","auto",NA,NA,NA,NA,NA,NA,NA
"69","2021-02-08 12:40:48-03","UFRGS","ICN","125413","S","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Irgang, BE; Turma de Macrofitas Aquaticas","América do Sul","Brasil","RS","São José dos Ausentes","riacho (Rio das Antas) no Vale das Trutas",NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,"Dicotyledon",NA,"(Sm.) F. Meigen","Carneiro, AM; Colombo, P","s.n.","2002","12","-50.0657997131348","-28.7483005523682",NA,"20",NA,NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:40:49-03","UFRGS","ICN","016923","S","Plantae","Crassulaceae","Tillaea","peduncularis","Tillaea peduncularis","Ferreira, AG","América do Sul","Brasil","RS","Porto Alegre","Aterro Praia de Belas",NA,NA,"Erva +/- comum.",NA,"Dicotyledon",NA,"Sm.","Schultz, AR","400","1967","10","-51.2299995422363","-30.0331001281738",NA,"31",NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"71","2021-02-08 12:40:49-03","UFRGS","ICN","050959","S","Plantae","Crassulaceae","Tillaea","peduncularis","Tillaea peduncularis","Bueno, R","América do Sul","Brasil","RS",NA,"Ponte sobre o Rio Camaquã, estrada Bagé - Porto Alegre",NA,NA,NA,NA,"Dicotyledon",NA,"Sm.","Irgang, BE","s.n.","1981","11",NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-08 12:40:49-03","UFRGS","ICN","005190","S","Plantae","Crassulaceae","Tillaea","peduncularis","Tillaea peduncularis","Schultz, AR","América do Sul","Brasil","RS","Gramado","Lage de pedra",NA,NA,NA,NA,"Dicotyledon",NA,"Sm.","Irgang, BE","s.n.","1968","08","-50.8739013671875","-29.3785991668701",NA,"31",NA,NA,NA,NA,NA,NA,"13851","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-08-26 10:48:33-03","MCN-FZBRS","HAS","40625","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Irgang, B.E.",NA,"Brasil","Rio Grande do Sul","Caçapava do Sul","Caçapava do Sul,",NA,NA,"erva;","HAS0040625","Magnoliophyta",NA,"(Sm.) Meigen",NA,"s.n.","2002","05","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA
"74","2020-08-26 10:48:33-03","MCN-FZBRS","HAS","36567","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Senna, R.M.",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Arredores do UHE Passo do Inferno, Fazenda 3 Cachoeiras",NA,NA,"Erva em afloramento rochoso.","HAS0036567","Magnoliophyta",NA,"(Sm.) F. Meigen","Senna, R.M.","37","1998","10","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto","1998","11",NA,NA,NA,NA,NA
"75","2020-08-26 10:48:33-03","MCN-FZBRS","HAS","80257","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis",NA,NA,"Brasil","Rio Grande do Sul","Santo Ângelo","Granja Piratini,",NA,NA,NA,"HAS0080257","Magnoliophyta",NA,"(Sm.) Meigen",NA,"s.n.","1976","05","-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,NA,NA,NA,NA,"25915","auto",NA,NA,NA,NA,NA,NA,NA
"76","2020-08-26 10:48:33-03","MCN-FZBRS","HAS","91039","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Carneiro, A.M.",NA,"Brasil","Rio Grande do Sul","Uruguaiana","Fazenda Juquiri",NA,NA,NA,"HAS0091039","Magnoliophyta",NA,"(Sm.) Meigen","Carneiro, A.M.","812","2007","07","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,NA,"93142","auto","2007","07","25",NA,NA,NA,NA
"77","2019-11-21 10:03:19-03","IBt","SP","54950","S","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Rosengurtt; Gallinal",NA,"Uruguai","Florida","Arroyo Mansavillagra","Estancia Rincon de Santa Elena. Picada Castro",NA,NA,NA,NA,NA,NA,"(Sm.) F.Meigen","Wickens, GE; Bywater, M","5727","1946","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981","10","27",NA,NA,NA,NA
"78","2007-10-26 10:14:31-02","UM","RECOLNAT_UM_MPU","MPU014701","PreservedSpecimen",NA,"Crassulaceae","Tillaea","peduncularis","Tillaea peduncularis","Commerson, P.",NA,"Uruguay",NA,NA,"Crescit in locis paludosis antea immedutior sed joun exsicatis, circa Montevideo","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu014701' target='other'> <mi>dwc_moreinfo</mi></a>","MPU014701",NA,NA,"Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA
"79","2019-03-14 20:49:49-03","GH","HU-HERB","GH 01871966","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","F. Jaffuel & P. A. Pirión","South America","Chile",NA,NA,"Valle de Marga Marga, Prov. Aconcagua (coast ranges southeasterly from Valparaiso)","Sheet",NA,NA,NA,NA,NA,"F. Meigen",NA,"3138","1929",NA,NA,"-33.1666666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3138",NA,"undetermined"
"80","2019-03-14 20:29:28-03","GH","HU-HERB","GH 01871963","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","A. Schinini","South America","Argentina","Corrientes, Provincia de",NA,"Dep. Empedrado. Ea. Saiach","Sheet",NA,NA,NA,NA,NA,"F. Meigen",NA,"26583","1989","8",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26583",NA,"undetermined"
"81","2019-03-14 20:37:21-03","GH","HU-HERB","GH 01871964","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Félix Jaffuel","South America","Chile",NA,NA,"Valle de Marga Marga, 40 kilom al Este de Valparaiso (En partes humedas)","Sheet",NA,NA,NA,NA,NA,"F. Meigen",NA,"338","1916","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"338",NA,"undetermined"
"82","2019-03-14 20:47:48-03","GH","HU-HERB","GH 01871965","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Félix Jaffuel","South America","Chile",NA,NA,"Valle de Marga Marga, 40 kilom. al Este de Valparaiso","Sheet",NA,NA,NA,NA,NA,"F. Meigen",NA,"634","1928","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"634",NA,"undetermined"
"83","2019-03-14 20:54:36-03","GH","HU-HERB","GH 01871967","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","L. R. Parodi","South America","Argentina",NA,NA,"Médanos ser de la provincia de entre rios","Sheet",NA,NA,NA,NA,NA,"F. Meigen",NA,"9473","1930","12",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9473",NA,"undetermined"
"84","2019-03-15 13:11:17-03","GH","HU-HERB","GH 01871968","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","B. Rosengurtt","South America","Uruguay",NA,NA,"Cauelones; rio Sta Lucia; Cerrillos","Sheet",NA,NA,NA,NA,NA,"F. Meigen",NA,"1248","1936","10",NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1248",NA,"undetermined"
"85","2019-03-15 13:20:14-03","GH","HU-HERB","GH 01871969","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","C. Osten","South America","Uruguay",NA,NA,"San Jose. Barra de Santa Lucia","Sheet",NA,NA,NA,NA,NA,"F. Meigen",NA,"22047","1930","11",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22047",NA,"undetermined"
"86","2019-03-15 13:21:58-03","GH","HU-HERB","GH 01871970","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","C. Osten","South America","Uruguay",NA,NA,"San José","Sheet",NA,NA,NA,NA,NA,"F. Meigen",NA,"21996","1930","10",NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21996",NA,"undetermined"
"87","2019-03-15 13:25:21-03","GH","HU-HERB","GH 01871971","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","W. J. Eyerdam & A. A. Beetle","South America","Argentina","Buenos Aires",NA,"Berisso, 10 km northeast of La Plata, bank of branch of Rio de la Plata","Sheet",NA,NA,NA,NA,NA,"F. Meigen",NA,"23370","1938","12",NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23370",NA,"undetermined"
"88","2019-03-15 13:29:10-03","GH","HU-HERB","GH 01871972","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","J. Eugenio Leite","South America","Brazil",NA,NA,"Rio Grande do Sul: São Leopoldo","Sheet",NA,NA,NA,NA,NA,"F. Meigen",NA,"2856","1941","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2856",NA,"undetermined"
"89","2019-03-15 13:34:18-03","GH","HU-HERB","GH 01871973","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","W. G. F. Herter","South America","Uruguay",NA,NA,"Toledo; Canelones","Sheet",NA,NA,NA,NA,NA,"F. Meigen",NA,"80921","1926","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80921",NA,"undetermined"
"90","2019-03-15 13:39:56-03","GH","HU-HERB","GH 01871974","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","A. Garaventa H.","South America","Chile",NA,NA,"Limache","Sheet,Sheet",NA,NA,NA,NA,NA,"F. Meigen",NA,"1278","1928","9",NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1278",NA,"undetermined"
"91","2019-03-15 13:40:23-03","GH","HU-HERB","GH 01871975","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","A. Garaventa H.","South America","Chile",NA,NA,"Limache","Sheet,Sheet",NA,NA,NA,NA,NA,"F. Meigen",NA,"1278","1928","9",NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1278",NA,"undetermined"
"92","2019-03-15 13:43:20-03","GH","HU-HERB","GH 01871976","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","C. Gay","South America","Chile",NA,NA,"[no additional data]","Sheet",NA,NA,NA,NA,NA,"F. Meigen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"93","2019-03-15 13:49:59-03","GH","HU-HERB","GH 01871977","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","T. M. Pedersen","South America","Argentina",NA,NA,"Estancia Santa Maria Dep. Mburucuyá Prov. Corrientes","Sheet",NA,NA,NA,NA,NA,"F. Meigen",NA,"1788","1952","9",NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1788",NA,"undetermined"
