"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","dayIdentified","individualCount","class"
"51","2019-11-13 11:16:33-03","USP","SPF","187388","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Roque, N","1648","2007","09","23",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00187388",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"52","2019-11-13 11:16:33-03","USP","SPF","21795","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Giulietti, AM","CFCR2339","1981","10","30",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00021795",NA,NA,NA,NA,NA,"1999",NA,"101169","auto","paratype",NA,NA,NA,NA
"53","2019-11-13 11:16:33-03","USP","SPF","21823","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Giulietti, AM","CFCR2367","1981","10","30",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00021823",NA,NA,NA,NA,NA,"1999",NA,"101169","auto","paratype",NA,NA,NA,NA
"54","2019-11-13 11:16:33-03","USP","SPF","21844","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Giulietti, AM","CFCR2388","1981","10","30",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00021844",NA,NA,NA,NA,NA,"1999",NA,"101169","auto",NA,NA,NA,NA,NA
"55","2019-11-13 11:16:33-03","USP","SPF","125975","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Franco, IM","Roque, N","403","1997","12","08",NA,"Brasil","Minas Gerais","Diamantina","Biribiri, Bibibiri. Campo em frente à Cachoeira da Sentinela.","-43.6002998352051","-18.2493991851807",NA,NA,"SPF00125975",NA,NA,NA,NA,NA,"2014",NA,"101169","auto","paratype",NA,NA,NA,NA
"56","2019-11-13 11:16:33-03","USP","SPF","125974","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Franco, IM","Roque, N","402","1997","12","08",NA,"Brasil","Minas Gerais","Diamantina","Biribiri, Bibibiri. Campo em frente à Cachoeira da Sentinela.","-43.6002998352051","-18.2493991851807",NA,NA,"SPF00125974",NA,NA,NA,NA,NA,"2014",NA,"101169","auto","paratype",NA,NA,NA,NA
"57","2021-03-23 11:51:25-03","USP","SPF","137724","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Rapini, A; Kawasaki, ML; Mello-Silva, R","393","1997","10","03",NA,"Brasil","Minas Gerais","Diamantina","estrada Diamantina-Conselheiro Mata (MG-220), ca. de 3 km do Córrego das Pedras.","-43.6002998352051","-18.2493991851807",NA,"Erva sobre solo arenoso. Inflorescências brancas, estigmas amarelos.","SPF00137724","SPF00137724","1450","1450",NA,NA,"1999",NA,"101169","auto","holotype",NA,NA,NA,NA
"58","2021-03-15 18:25:35-03","USP","SPF","130555","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Franco, IM","Sano, PT","811","1998","02","11",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Biribiri, Cachoeira dos Cristais. Margem direita.","-43.6002998352051","-18.2493991851807",NA,"Afloramento rochoso.","SPF00130555",NA,NA,NA,NA,NA,"2014",NA,"101169","auto","paratype",NA,NA,NA,NA
"59","2021-03-15 18:25:35-03","USP","SPF","121222","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Franco, IM","Roque, N","294","1996","07","16",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Guinda, local alterado pela extração de diamantes.","-43.6002998352051","-18.2493991851807",NA,"Campo perturbado com afloramentos rochosos.","SPF00121222",NA,NA,NA,NA,NA,"2014",NA,"101169","auto","paratype",NA,NA,NA,NA
"60","2019-10-07 09:11:58-03","UEFS","HUEFS","44415","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Richterago","elegans","Richterago elegans","Roque","N.Roque","Zappi, D.C.","CFCR11121","1987","07","20",NA,"Brasil","Minas Gerais","Serro","Trinta Réis Rodovia Datas-Serro (MG 2). Km 433. Inselberg a beira da rodovia.","-43.583333","-18.566667",NA,NA,"HUEFS0044415","HUEFS0044415","1160","1160","43W35'","18S34'","2000","05",NA,NA,"Parátipo",NA,NA,NA,"Asteranae"
"61","2019-09-04 18:40:15-03","F","FMNH-SEEDPLANTS","V0051107F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Richterago","elegans","Richterago elegans",NA,NA,"A. Rapini","393","1997","10","3","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0051107F","V0051107F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,"Dicotyledoneae"
"62","2019-05-06 11:54:02-03","UFU","HUFU","63200","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"Franco, I.M.; et al.","929","2012","04","24",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Região dos Barris.","-43.563611","-18.093611",NA,NA,"HUFU00049865","HUFU00049865","741","741","-43.563611","-18.093611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-05-06 11:54:02-03","UFU","HUFU","58392","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"Hemsing, P.K.B.; Hemsing, P.K.B.; Soares, P.N.; Deus, F.F. & Marzineck, J.","282","2010","09","23",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina-Gouveia, ca.7km da cidade de Diamantina.","-43.691667","-18.35",NA,"Subarbusto, ca. 0,5 m alt. Brácteas involucrais verdes, corola branca, anteras amarelas.; Campo rupestre.","HUFU00049867","HUFU00049867","1379","1379","-43.691667","-18.35",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-05-06 11:54:02-03","UFU","HUFU","58413","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Franco, I.M.","Hemsing, P.K.B.; Hemsing, P.K.B.; Soares, P.N.; Deus, F.F. & Marzineck, J.","302","2010","09","23",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina-Gouveia, ca.7km da cidade de Diamantina.","-43.691667","-18.35",NA,"Subarbusto, ca. 0,4 m alt. Cálice verde, tubo da corola amarela, corola rosa avermelhada.; Campo rupestre.","HUFU00049868","HUFU00049868","1379","1379","-43.691667","-18.35","2013","03",NA,NA,NA,NA,NA,NA,NA
"65","2019-05-06 11:54:02-03","UFU","HUFU","60487","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Franco, I.M.; Marques, D.","Marques, D.; Araújo, I.M.; Romero, R. & Versiane, A.F.A.","311","2011","10","03",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Alto do Jatobazeiro.","-43.576389","-18.168056",NA,"Subarbusto, ca. 0,6 m alt. Brácteas involucrais esverdeadas, corola alva, anteras amarelas, ramos do estilete alvos.; Campo rupestre.","HUFU00049855","HUFU00049855","1209","1209","-43.576389","-18.168056","2012","03",NA,NA,NA,NA,"05",NA,NA
"66","2019-05-06 11:54:02-03","UFU","HUFU","60491","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Franco, I.M.","Marques, D.; Araújo, I.M.","243","2011","08","24",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Próximo ao córrego Cristais.","-43.605","-18.160556",NA,"Subarbusto, ca. 0,4 m alt. Brácteas involucrais verdes, papus ferrugíneo, flores do raio e dos disco alvas, estiletes amarelos.; Campo rupestre.","HUFU00049856","HUFU00049856",NA,NA,"-43.605","-18.160556","2012","03",NA,NA,NA,NA,"05",NA,NA
"67","2019-05-06 11:54:02-03","UFU","HUFU","60495","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Franco, I.M.","Araújo, I.M.; Marques, D.","146","2011","08","24",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Duas pontes.","-43.635556","-18.186944",NA,"Subarbusto, ca. 0,4 m alt. Brácteas involucrais verdes com ápice enegrecidos, flores do raio alvas, flores do disco creme, estilete amarelo.; Camo rupestre em solo arenoso.","HUFU00049858","HUFU00049858",NA,NA,"-43.635556","-18.186944","2012","03",NA,NA,NA,NA,"05",NA,NA
"68","2019-05-06 11:54:02-03","UFU","HUFU","60547","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Franco, I.M.","Marques, D.; Araújo, I.M.; Romero, R. & Versiane, A.F.A.","329","2011","10","04",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Jatobazeiro.","-43.572778","-18.142778",NA,"Brácteas involucrais verdes, flores do raio alvas, flores do disco com pétalas brancas e anteras amarelas.; Campo rupestre.","HUFU00049857","HUFU00049857","1149","1149","-43.572778","-18.142778","2012","03",NA,NA,NA,NA,"07",NA,NA
"69","2019-05-06 11:54:02-03","UFU","HUFU","61887","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"Franco. I.M.","900","2011","10","14",NA,"Brasil","Minas Gerais","Diamantina","Campus JK da UFVJM","-43.569722","-18.196944",NA,"Erva. Flores alvas, estigma creme, anteras castanhas.; Campo rupestre.","HUFU00049863","HUFU00049863",NA,NA,"-43.569722","-18.196944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-05-06 11:54:02-03","UFU","HUFU","63771","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"Franco, I.M.; Marques, D.; Araújo, I.M. & Silva, K.R.","1061","2012","06","29",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Região dos Barris.","-43.560833","-18.087222",NA,"Subarbuto, ca. 70 cm. Flores brancas, com face abaxial vinácea.; Campo sujo, próximo à Mata de Galeria. Solo arenoso, entre gramíneas.","HUFU00049866","HUFU00049866","736","736","-43.560833","-18.087222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-05-06 11:54:02-03","UFU","HUFU","64627","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"Franco, I.M.; Andrino, C.O.; Marques, D.; Araújo, I.M. & Silva, K.R.","1068","2012","09","18",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Córrego do Mocotó.","-43.611667","-18.143333",NA,"Subarbusto. Flores brancas com face abaxial roxa. Botão roxo. Papus creme.; Campo rupestre.","HUFU00049861","HUFU00049861","1081","1081","-43.611667","-18.143333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-05-06 11:54:02-03","UFU","HUFU","64636","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"Franco, I.M.; Andrino, C.O.; Marques, D.; Araújo, I.M. & Silva, K.R.","1074","2012","09","18",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Boa Vista.","-43.612222","-18.131389",NA,"Subarbuto. Flores alvas, estilete alvo, anteras castanhas.; Campo rupestre. Entre gramíneas.","HUFU00049862","HUFU00049862","1184","1184","-43.612222","-18.131389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-05-06 11:54:02-03","UFU","HUFU","64637","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"Franco, I.M.; Marques, D.; Araújo, I.M. & Silva, K.R.","1113","2012","09","20",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Região do Jatobazeiro.","-43.573611","-18.1375",NA,"Capítulos com invólucro verde vináceo esbranquiçado. Flores alvas, anteras castanhas.; Campo rupestre.","HUFU00049859","HUFU00049859",NA,NA,"-43.573611","-18.1375",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-05-06 11:54:02-03","UFU","HUFU","64912","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"Franco, I.M.; Andrino, C.O.; Marques, D.; Araújo, I.M.; Silva, K.R. & Costa, L.B.","1088","2012","09","19",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Entrada do Varjão.","-43.608611","-18.213056",NA,"Subarbusto. Flores alvas, anteras castanhas, estilete alvo, papus cor de palha.; Campo rupestre.","HUFU00049860","HUFU00049860","1227","1227","-43.608611","-18.213056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-05-06 11:54:02-03","UFU","HUFU","71472","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"Romero, R.; Versiane, A.F.A.; Vital, L.P.; Serrra, A.C.; Silva, L.C. & Rosa, B.B.","8725","2015","10","05",NA,"Brasil","Minas Gerais","Diamantina","Km 187, Estrada Diamantina, Conselheiro Mata","-43.706944","-19.066111",NA,"Subarbusto, ca. 0,4m. Bracteas involucrais verdes; corola alva.; Campo rupestre. Afloramentos rochosos.","HUFU00050723","HUFU00050723","1358","1358","-43.706944","-19.066111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-05-06 11:54:02-03","UFU","HUFU","75080","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Zanuzzo, A.V.","Dias, A.G.; Machado, P.M.S.F.; Pelegrini, H.C.; Justino, G.S. & Morigi, R.L.","77","2017","10","17",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina-Conselheiro Mata. Km 184, próximo aos eucaliptos.","-43.850556","-18.295833",NA,"Erva, ca. 40 cm altura. Corola alva, cálice verde, estames amarelos.; Campo rupestre","HUFU00072918","HUFU00072918",NA,NA,"-43.850556","-18.295833","2017","11",NA,NA,NA,NA,"01",NA,NA
"77","2019-05-06 11:54:02-03","UFU","HUFU","67242","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Nakajima, J.N.","Fernandes, M.G.C.; et al.","1463","2012","07","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, BrumPPN. s/Ponto","-43.7144012451172","-19.1688995361328",NA,"Herbáceo Cerrado Campo rupestre. Levantamento florístico do RPPN.","HUFU00049864","HUFU00049864",NA,NA,NA,NA,"2013","02","26557","auto",NA,NA,NA,NA,NA
"78","2019-11-21 10:01:16-03","IBt","SP","179435","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Pirani, JR; Cordeiro, I; Wagner, HL; Hensold, N","CFSC8063","1982","03","22",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Faz. Inhame (Serra Mineira)","-43.9","-18.916667",NA,NA,"SP003330","SP003330",NA,NA,"-43.9","-18.916667","1999",NA,NA,NA,"Paratype",NA,NA,NA,NA
"79","2019-11-21 10:01:16-03","IBt","SP","312538","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Rapini, A; Kawasaki, ML; Mello-Silva, R","393","1997","10","03",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina - Conselheiro Mata (MG 220), ca. 3 km do Córrego das Pedras","-43.6002998352051","-18.2493991851807",NA,"Erva sobre solo arenoso. Inflorescências brancas, estigmas amarelos","SP000537","SP000537","1450","1450",NA,NA,"2002","03","101169","auto","Isotype",NA,NA,NA,NA
