"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus"
"52","2020-12-21 16:12:11-03","MBM","MBM","2386","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff","Constance, L.","Hatschbach, G.","15837","1966","01","22","Southern America","Brazil","Paraná","Icaraíma","Rio Paraná, Ilha Bandeirantes",NA,NA,"MBM002386","-53.613899230957","-23.3955993652344",NA,NA,"MBM002386",NA,NA,NA,NA,NA,"21289","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:12:11-03","MBM","MBM","14605","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff",NA,"Lindeman, J.; Haas, H.; Haas, H.","3410","1966","11","25","Southern America","Brazil","Paraná","Matelândia","Matelândia",NA,NA,"MBM014605","-53.9963989257812","-25.2408008575439",NA,NA,"MBM014605",NA,NA,NA,NA,NA,"40323","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:12:11-03","MBM","MBM","122661","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff",NA,"Hatschbach, G.; Manosso, A.; Manosso, A.","51703","1987","12","12","Southern America","Brazil","Paraná","Santo Inácio","Rio Paranapanema",NA,NA,"MBM122661","-51.7938995361328","-22.6977996826172",NA,NA,"MBM122661",NA,NA,NA,NA,NA,"16493","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:12:11-03","MBM","MBM","390898","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff","Cordeiro, J.; Barboza, E.","Amaral, W.","418","1998","12","28","Southern America","Brazil","Santa Catarina","Ipira","Linha Capelinha",NA,"Herbácea de 0,30m; com flores alvas.","MBM390898","-51.7731018066406","-27.403600692749",NA,NA,"MBM390898",NA,"2012",NA,NA,NA,"13621","auto",NA,NA,NA,NA,NA,NA,NA
"56","2015-09-04 04:35:24-03","MNHN","RECOLNAT_MNHN_P","P03221993","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff",NA,"Krapovickas, A.|et, al.",NA,"1972","2","6",NA,"Argentina",NA,NA,"Corrientes: Dep. Santa Tomé, Esta. Garruchos, ayo. Chimiray.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03221993' target='other'> <mi>dwc_moreinfo</mi></a>","P03221993",NA,NA,NA,NA,"P03221993_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21096",NA
"57","2015-09-04 04:35:24-03","MNHN","RECOLNAT_MNHN_P","P03221994","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff",NA,"Petersen, T.M.",NA,"1967","11","29",NA,"Argentina",NA,NA,"Isla Soto, Dep. San Fernando, Prov. Chaco.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03221994' target='other'> <mi>dwc_moreinfo</mi></a>","P03221994",NA,NA,NA,NA,"P03221994_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8706",NA
"58","2015-09-04 04:35:24-03","MNHN","RECOLNAT_MNHN_P","P03221996","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff",NA,"Schwarz, G.J.",NA,"1945","11","6",NA,"Argentina",NA,NA,"Cob. Misiones. Dep. Iguazú, Eldorado.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03221996' target='other'> <mi>dwc_moreinfo</mi></a>","P03221996",NA,NA,NA,NA,"P03221996_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1435",NA
"59","2015-09-04 04:35:24-03","MNHN","RECOLNAT_MNHN_P","P03221998","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff",NA,"Hassler, E.",NA,"1912","1","1",NA,"Paraguai",NA,NA,"In altaplanitie Sierra de Amambay.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03221998' target='other'> <mi>dwc_moreinfo</mi></a>","P03221998",NA,NA,NA,NA,"P03221998_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11408",NA
"60","2015-09-04 04:35:24-03","MNHN","RECOLNAT_MNHN_P","P03221999","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff",NA,"Hassler, E.",NA,"1913","10","14",NA,"Paraguai",NA,NA,"Sierra de Amambay.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03221999' target='other'> <mi>dwc_moreinfo</mi></a>","P03221999",NA,NA,NA,NA,"P03221999_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11408",NA
"61","2015-09-04 04:35:24-03","MNHN","RECOLNAT_MNHN_P","P03221995","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff",NA,"Smith, L.B.|Klein, R.M.",NA,"1964","12","18",NA,"Brasil","Santa Catarina","Itapiranga","By Rio Peperí-guaçu, Linha Coqueiro.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03221995' target='other'> <mi>dwc_moreinfo</mi></a>","P03221995","-53.78333","-27.11667",NA,NA,"P03221995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14123",NA
"62","2020-12-11 11:31:36-03","UFMG","BHCB","76336","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii",NA,NA,"Cordeiro, J","1252","2002","01","03","Southern America","Brasil","Paraná","Jundiaí do Sul",NA,NA,NA,"BHCB056477","-50.247501373291","-23.4367008209229",NA,NA,"BHCB056477",NA,"2020","11",NA,NA,"17300","auto",NA,NA,NA,NA,NA,NA,NA
"63","2021-02-11 17:17:50-03","UFPR","UPCB","4543","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","Constance, L.","Hatschbach, G.","9330","1962","10","16",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu - Sete Quedas",NA,"Planta com cerca de 1m, flor alva. Terrenos brejosos..","UPCB0034577","-54.5881004333496","-25.5478000640869",NA,NA,"UPCB0034577",NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"64","2021-02-11 17:17:50-03","UFPR","UPCB","85156","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff","Hatschbach, G.","Carneiro, J.","1252","2002","01","03",NA,"Brasil","Paraná","Jundiaí do Sul","Fazenda das Acácias, Rio das Contas",NA,"Erva do brejo..",NA,"-50.247501373291","-23.4367008209229",NA,NA,NA,NA,"2002",NA,NA,NA,"17300","auto",NA,NA,NA,NA,NA,NA,NA
"65","2012-04-06 13:14:00-03","MO","MOBOT","3354546","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Lincoln Constance","Nélida Soria","Soria Rey 3116","1988","12","22","South America","Paraguay","Caazapá",NA,"Castro cue desvio a Pacuri.",NA,NA,NA,"-55.2833333","-26.1666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"66","2010-10-27 13:18:00-02","MO","MOBOT","2085217","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","C. Calvio (Si)","Mirtha Ortiz","Ortiz 1102","1989","3","16","South America","Paraguay","Caazapá",NA,"Tavai. Bosque de galeria. orillas de curso de agua",NA,NA,NA,"-55.3333333","-26.1666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"67","2012-04-19 14:53:00-03","MO","MOBOT","3354059","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Lincon Constance","Fátima Mereles","Mereles H. 2331","1988","12","20","South America","Paraguay","Caazapá",NA,"Tavai estero entrada al Pueblo.",NA,NA,NA,"-55.3333333","-26.1666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"68","2009-10-14 20:52:00-03","MO","MOBOT","3354698","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","L. Constance","Isabel Basualdo","Basualdo 1956","1988",NA,NA,"South America","Paraguay","Caazapá",NA,"Tavai. R. Tebicuary ml. V. Marginal. En Soto bosque.",NA,NA,NA,"-55.33333","-26.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2009-05-15 13:24:00-03","MO","MOBOT","3354702","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"Pedro Jörgensen","Jörgensen 4241",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2016-08-10 13:25:00-03","MO","MOBOT","100922105","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","C.I. Calviño","Manuel J. Belgrano|M. Mónica Ponce|Diego L. Salariato","Belgrano 578","2006","11","22","South America","Argentina","Misiones","San Pedro","Reserva de Biósfera Yabotí, Parque Provincial Esmeralda, camino a la toma de agua desde Estación Biológica.",NA,NA,NA,"-53.8797223","-26.8961111","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","1264377","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","A. Worz","Elsa M. Zardini|A. Benítez","Zardini 47528","1997","11","25","South America","Paraguay","Caazapá",NA,"National Park Caaguazú. Tall forest.",NA,NA,NA,"-55.48277","-26.09694","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1120",NA
"72","2015-12-05 21:16:00-02","MO","MOBOT","2089939","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"M. Ortiz","Ortiz 1102","1989","3","16","South America","Paraguay","Caazapá",NA,"Tavaí Bosque de galeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2011-02-22 06:39:00-03","MO","MOBOT","2195774","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S. & Calviño, C.","F. Biganzoli|Paola Peralta|G. Márquez","Biganzoli 1262","2004","1","20","South America","Argentina","Misiones","San Pedro","3 km antes de la entrada al Parque Provincial Cruce Caballero",NA,NA,NA,"-53.95611","-26.52833","510.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2013-01-22 05:51:00-02","MO","MOBOT","2196318","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","Fernández","Fernández 19","1972","1","6","South America","Argentina","Misiones","Eldorado","Eldorado, Salto Elena",NA,NA,NA,"-54.61666","-26.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2009-08-21 04:37:00-03","MO","MOBOT","2196349","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1047","1999","5","6","South America","Argentina","Misiones","Guaraní","Alrededores de Colonia La Flor, borde de camino",NA,NA,NA,"-54.15","-27.05","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","2196362","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1283","1999","5","12","South America","Argentina","Misiones","Guaraní","A 350 m del puente del arroyo Fortaleza.",NA,NA,NA,"-54.11666","-26.9","540.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2010-01-25 20:06:00-02","MO","MOBOT","2196396","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","Troels M. Pedersen","Pedersen 13674","1974","2","24","South America","Argentina","Misiones","Guaraní","San Vicente",NA,NA,NA,"-54.0007167","-27.0005667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2009-08-21 04:37:00-03","MO","MOBOT","2196426","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1638","2000","3","3","South America","Argentina","Misiones","Guaraní","Predio Previsión Social, Arroyo Tambero",NA,NA,NA,"-54.21666","-26.85","480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2016-11-15 05:15:00-02","MO","MOBOT","2196457","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","Antonio C. Krapovickas","Krapovickas 15538","1970","1","8","South America","Argentina","Misiones","Libertador General San Martín","Puerto Rico",NA,NA,NA,"-55.01666","-26.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2014-04-12 21:08:00-03","MO","MOBOT","2196484","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","Stella M. Pire","Pire 199","1973","12","26","South America","Argentina","Misiones","Oberá","3 km S de Guaraní",NA,NA,NA,"-55.16666","-27.51666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2011-04-11 12:14:00-03","MO","MOBOT","2196504","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","C.M. Hicken","Hicken 190","1900","2","12","South America","Argentina","Misiones","San Ignacio","San Ignacio",NA,NA,NA,"-55.53333","-27.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2011-03-14 22:38:00-03","MO","MOBOT","2290806","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","Ricardo O. Vanni","Vanni 3087","1993","12","1","South America","Argentina","Misiones","Iguazú","Parque Nacional Iguazú",NA,NA,NA,"-54.45","-25.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2009-07-31 05:57:00-03","MO","MOBOT","2290836","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","José E. Montes","Montes 3390",NA,NA,NA,"South America","Argentina","Misiones","Libertador General San Martín","Puerto Rico",NA,NA,NA,"-55.01666","-26.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-04-30 04:37:00-03","MO","MOBOT","2339888","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","RODRÍGUEZ","RODRÍGUEZ 441","1934","12","19","South America","Argentina","Misiones","Capital","Estancia Itaembé",NA,NA,NA,"-56","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2009-08-18 12:11:00-03","MO","MOBOT","2339890","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"Erik L. Ekman","Ekman 420",NA,NA,NA,"South America","Argentina","Misiones","Capital","in civitate Misiones apud Posadas, in paludibus prope praedium La Granja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2011-10-17 18:51:00-02","MO","MOBOT","2339924","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","Sara G. Tressens","Tressens 4702","1993","11","24","South America","Argentina","Misiones","Guaraní","Predio Guaraní",NA,NA,NA,"-54.0007167","-27.0009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2014-04-01 20:21:00-03","MO","MOBOT","2339943","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","A.I. Honfi","Honfi 490","1993","11","25","South America","Argentina","Misiones","San Pedro","Parque Provincial Moconá",NA,NA,NA,"-53.88333","-27.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2008-05-27 22:02:00-03","MO","MOBOT","2395990","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","* RODRIGUEZ {2 SERIE}","RODRIGUEZ {2 SERIE} 441","1934","12","19","South America","Argentina","Misiones","Capital","Estancia Itaembé",NA,NA,NA,"-56","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2009-10-18 08:02:00-02","MO","MOBOT","2408064","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","F. M. Rodríguez","Rodríguez 624","1912","9","18","South America","Argentina","Misiones","Candelaria","Santa Ana",NA,NA,NA,"-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2011-04-15 17:10:00-03","MO","MOBOT","2408087","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","Luisa Z. Ahumada","Ahumada 6990","1993","12","15","South America","Argentina","Misiones","General Manuel Belgrano","Salto Andresito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2011-04-19 05:53:00-03","MO","MOBOT","2408104","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","M.C. Romanczuk","Romanczuk 699","1976","2","9","South America","Argentina","Misiones","San Pedro","Ruta 14, 18 km al NE de Tobuna",NA,NA,NA,"-53.75","-26.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-08-25 05:21:00-03","MO","MOBOT","2408121","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Keller, H. A., //","Sara G. Tressens|Lidia I. Ferraro|H. A. Keller|Victor Maruñak|V. Revilla","Tressens 6179","1999","4","27","South America","Argentina","Misiones","Guaraní","Predio Guaraní. Ruta 15, entre IPS y casa de guardaparques",NA,NA,NA,"-54.205","-26.91638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","2431858","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","Maevia N. Correa","Correa 7985","1974","7","14","South America","Argentina","Misiones","San Pedro","Ruta 16, 1 km E Arroyo El Tigre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2010-02-15 15:39:00-02","MO","MOBOT","2431875","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","F. Biganzoli|Paola Peralta|G. Irrazabal|G. Massaccesi|B. Zucchino","Biganzoli 781","2000","3","14","South America","Argentina","Misiones","Cainguás","Predio UNLP Reserva Privada Valle del Arroyo Cuña Pirú. Márgenes del arroyo Cuña Pirú, cerca del balneario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2011-03-14 22:38:00-03","MO","MOBOT","2444347","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","Ricardo O. Vanni","Vanni 814","1987","7","28","South America","Argentina","Misiones","Cainguás","Ruta 7, 2 km W de acceso a Aristóbulo del Valle",NA,NA,NA,"-54.9","-27.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2009-07-09 17:05:00-03","MO","MOBOT","2454000","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"Gert G. Hatschbach","Hatschbach 40518","1977","12","8","South America","Brazil","Paraná",NA,"Santa Helena. Rio San Francisco Chico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2011-05-03 17:37:00-03","MO","MOBOT","2454757","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Martínez, S.","Horacio Quiroga","Quiroga s.n.16","1913",NA,NA,"South America","Argentina","Misiones","San Ignacio","San Ignacio",NA,NA,NA,"-55.53333","-27.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2014-09-07 21:36:00-03","MO","MOBOT","2488555","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"José E. Montes","Montes 13034","1952","10","28","South America","Paraguay","Paraguarí",NA,"Ibitimí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2008-05-27 22:02:00-03","MO","MOBOT","3354409","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Lincon Constance","Rosa Degen","Degen 1718","1989",NA,NA,"South America","Paraguay","Caazapá",NA,"En los Campos.",NA,NA,NA,"-55.83333","-26.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2010-04-02 20:09:00-03","MO","MOBOT","3354504","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Lincon Constance","F. Javier Fernández Casas|William J. Hahn|Aurelio Schinini","Fernández Casas 7310","1982",NA,NA,"South America","Paraguay","Alto Paraná",NA,"Cerca de HErnandarias junto al arroyo Tatijupi.",NA,NA,NA,NA,NA,"220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2009-07-10 17:58:00-03","MO","MOBOT","3354642","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"Troels M. Pedersen","Pedersen 8706","1967",NA,NA,"South America","Argentina","Chaco",NA,"Isla Soto. Camp , loamy soil, in half shade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2009-05-15 13:24:00-03","MO","MOBOT","3354777","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","R.L. Liesner","Pedro Jörgensen","Jörgensen 4072","1928",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2009-07-17 07:39:00-03","MO","MOBOT","3354822","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"Émile Hassler","Hassler 11408",NA,NA,NA,"South America","Paraguay","Amambay",NA,"In Altaplanitie Sierra de Amambay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2009-07-17 17:34:00-03","MO","MOBOT","3354849","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"Per Dusén","Dusén 7817","1909",NA,NA,"South America","Brazil","Paraná",NA,"Traty, ad margineu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2012-04-24 12:14:00-03","MO","MOBOT","3354892","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","P. Dusen","Per Dusén","Dusén 17943","1918","3","5","South America","Brazil","Paraná",NA,"Graminosis sub humido.",NA,NA,NA,NA,NA,"820.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"106","2010-11-21 08:41:00-02","MO","MOBOT","3355097","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"G.J. Schwarz","Schwarz 5061","1947",NA,NA,"South America","Argentina","Tucumán",NA,"Arroyo Nancanguazu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2012-04-19 14:38:00-03","MO","MOBOT","3355230","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","L. Constance","Fátima Mereles","Mereles H. 2036","1988","12","5","South America","Paraguay","Alto Paraná",NA,"Orilla del Arroyo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
