"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","previousCatalogNumber","typeStatus","fieldNumber","individualCount"
"45","2019-08-27 13:31:53-03","IAP","PACA-AGP","85906","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat","G. Hatschbach","Hatschbach, G.","2001","08","26",NA,"Brasil","PR","Campo Mourão","Rod. PR-487, Rio Mourão","-52.3830986022949","-24.0456008911133",NA,"Arbusto agressivo, 1m, flor alvacenta. Habitat: Em mata de galeria Fenofase: flor","PACA085906",NA,"72334",NA,NA,NA,NA,"28572","auto","2001",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"46","2020-12-20 21:19:05-03","UFV","VIC","8764","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","Klotzsch",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Botucatu",NA,"-48.439998626709","-22.8799991607666",NA,NA,"VIC008764","VIC008764","s.n.",NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-02-27 16:44:09-03","UFSC","CTBS","2746","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(Klotzsch ex A.St.-Hil. & Moq.) Hassk.",NA,"Silva, A.R. & Siqueira, E.L.","2010","08","23",NA,"Brasil","Paraná","Campo Mourão","No terreno frente ao Pesqueiro do Nishida","-52.348611","-24.033333",NA,"Arbusto semi-ciófilo, ca. 1 m.",NA,NA,"771","540","540","52°20'55W","24°02'00S",NA,NA,NA,NA,NA,NA,NA,"HCF 9089",NA,NA,NA
"48","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0028385","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii",NA,"G. Hatschbach","G. Hatschbach; J. M. Silva","1999","8","18",NA,"Brazil","Parana",NA,"Bosque da Cidade (Mun. Paranávai).","-52.4667","-23.0667",NA,"Sublenhosa, delgada, 1,5m, flor alva, ápice lilás.",NA,NA,"69279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0028384","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii",NA,"G. Hatschbach","O. S. Ribas; E. F. Costa & P. R. Silva","2001","11","28",NA,"Brazil","Parana",NA,"Rio Mourão, represa da COPEL (Mun. Campo Mourão).","-52.383805","-24.046025",NA,"Subarbusto, 70 cm, fruto imaturo verde.",NA,NA,"3937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:43:50-03","UFJF","CESJ","37865","PreservedSpecimen","Plantae","Angiosperma",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","A. St.-Hil. & Moq.","J.F.B. Pastore","G. Hatschbach; O.S. Ribas; E. Barbosa","2001","08","26","América do Sul","Brasil","Paraná","Campo Mourão","Rio Mourão, Rod PR-487","-52.3830986022949","-24.0456008911133",NA,"Arbusto agressivo, 1m , flor alvacenta. Mata de galeria","CESJ037865",NA,"72334",NA,NA,NA,NA,"28572","auto","2015","02",NA,NA,NA,NA,NA,NA,NA
"51","2019-11-27 13:51:59-03","UFS","ASE","2005","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat","Barbosa, JIS","Viana, G","1981","12","21","Southern America","Brasil","Sergipe","Nossa Senhora da Glória","Fazenda Olhos D'Água","-37.419861","-10.1035",NA,"Arbusto armado. folhas simples e opostas, frutos amarelos deiscentes.; Arbusto armado. folhas simples e opostas, frutos amarelos deiscentes.; Mata da caatinga","ASE0013947",NA,"330",NA,NA,"-37.419861","-10.1035",NA,NA,"2010","03","08",NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:38:07-03","UNICAMP","UEC","106716","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Hoehne, W","1951","09","25",NA,"Brazil","São Paulo",NA,"Próximo a Limeira.",NA,NA,NA,"Erva espinhosa.Nome vulgar: Laranjinha do mato.","UEC004977","UEC004977","SPF13782",NA,NA,NA,NA,NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:38:07-03","UNICAMP","UEC","108305","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Grombone-Guaratini, MT; Galvão, JC; Belinello, R","1996","09","07",NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra.","-47.109167","-22.829167",NA,"Arbusto lenhoso,frutos imaturos verdes.","UEC004963","UEC004963","126",NA,NA,"-47.109167","-22.829167",NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:38:07-03","UNICAMP","UEC","108306","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Grombone-Guaratini, MT; Galvão, JC; Belinello, R","1996","08","31",NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra.","-47.109167","-22.829167",NA,"Arbusto lenhoso,flores com pétalas brancas, 1 pétala roxa e apresenta algumas flores amarelas.","UEC004967","UEC004967","125",NA,NA,"-47.109167","-22.829167",NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:38:07-03","UNICAMP","UEC","12933","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Leitão Filho, HF; Kinoshita, LS; Taroda, N","1976","10","08",NA,"Brazil","São Paulo",NA,"ca. 10km. S.W. de Jundiaí. Serra do Japí.",NA,NA,NA,"Mata úmida. Arbustivo. Flores amarelas.","UEC004975","UEC004975","3180",NA,NA,NA,NA,NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:38:07-03","UNICAMP","UEC","12934","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Davis, PH","1976","08","15",NA,"Brazil","São Paulo",NA,"Itatiba to Bragança Paulista, by new earth road.",NA,NA,NA,"Bushy banks. 2-3m spiny shrub. Flowers white,sepals tinged lilac outside, brush violet.","UEC004978","UEC004978","59716","650","700",NA,NA,NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:38:07-03","UNICAMP","UEC","134611","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Amaral, MCE; Bittrich, V","2004","08","18",NA,"Brazil","São Paulo","Valinhos","Estrada de terra para o bairro Nova Suiça.","-46.900389","-22.933722",NA,"Arbusto, flores amarelas.","UEC004992","UEC004992","442004","920","920","-46.900389","-22.933722",NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:38:07-03","UNICAMP","UEC","145708","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Farah, FT","Farah, FT","2001","08","18",NA,"Brazil","São Paulo","Jaguariúna","RPPN Estância Jatobá","-47.037222","-22.667417",NA,"Arbusto, 2m de altura, flores brancas ou amarelas e detalhe arroxeado.; Cerradão.","UEC055070",NA,"2369","585","585","-47.037222","-22.667417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-08-20 10:23:08-03","UNICAMP","UEC","151630","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JF","Costa, ACM","2009","08","30",NA,"Brazil","São Paulo","Valinhos","Clube de Campo Valinhos, mata ciliar","-46.931944","-22.956667",NA,"Arbusto ca 1,8m, flores brancas com uma pétala roxa, ramos terminando em espinho. Borda da trilha.","UEC088002",NA,"206","955","955","-46.931944","-22.956667",NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:38:07-03","UNICAMP","UEC","162567","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.",NA,"Antonelli, A","2008","09","12",NA,"Brazil","São Paulo","Campinas","Mata de Santa Genebra","-47.105833","-22.825",NA,"Shrub, 1,8 m. Petals white, with two violet dots on tip of central petals. Leaf fragments preserved in silica gel (GB).","UEC092846","UEC092846","383","620","620","-47.105833","-22.825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:38:07-03","UNICAMP","UEC","168914","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Vieira, LT","Vieira, LT","2005","09","21",NA,"Brazil","São Paulo","Campinas","Sousas, Mata Rieirão Cachoeira.","-46.916667","-22.833333",NA,"Arbusto.; Floresta Estacional Semidecídua.","UEC053206","UEC053206","112","700","700","-46.916667","-22.833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:38:07-03","UNICAMP","UEC","197404","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.",NA,"Braga, JO; Zanetti, BC","2017","09","07",NA,"Brazil","São Paulo","Amparo","Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN.","-46.808333","-22.7575",NA,"Arbusto, flores brancas com 2 pét abertas, 2 pét com a extremidade roxa e 1 pét dobrada protegendo androceu e gineceu; Floresta Estacional Semdecidual","UEC177875","UEC177875 UEC177875_v01 UEC177875_v02","15",NA,NA,"-46.808333","-22.7575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:38:07-03","UNICAMP","UEC","61140","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Bernacci, LC","1989","11","08",NA,"Brazil","São Paulo",NA,"Fazenda São Vicente, mata.",NA,NA,NA,"Arbusto ca. 1 - 1,5m alt., frutos imaturos.Encontra-se no interior da mata.","UEC004999","UEC004999","24511",NA,NA,NA,NA,NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:38:07-03","UNICAMP","UEC","62366","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Bernacci, LC","1989","09","05",NA,"Brazil","São Paulo",NA,"Fazenda São Vicente, mata.",NA,NA,NA,"Subarbusto ca. 0,3m alt. flores brancas com o ápice do estandante roxo. Próximo a brejo na mata.","UEC004990","UEC004990","24512",NA,NA,NA,NA,NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:38:07-03","UNICAMP","UEC","62369","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Bernacci, LC","1990","08","29",NA,"Brazil","São Paulo",NA,"Fazenda São Vicente, mata.",NA,NA,NA,"Arbusto ca. 1m alt. flores alvas com ápice o estandante roxo-lilás. Interior da mata.","UEC004997","UEC004997","24513",NA,NA,NA,NA,NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:38:07-03","UNICAMP","UEC","84139","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Luiz, A","1994","06",NA,NA,"Brazil","São Paulo","Teodoro Samapaio","Parque Estadual Morro do Diabo.",NA,NA,NA,"Planta arbustiva, 1,0m de altura,base das flores verdes com verticilo roxo.","UEC004971","UEC004971","FUEL14310",NA,NA,NA,NA,NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:38:07-03","UNICAMP","UEC","96225","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Penha, AS; Hayashi, AH","1996","03",NA,NA,"Brazil","São Paulo","Campinas","Fazenda Santa Elisa, Instituto Agronômico 22°54'S 47°05'W","-47.083333","-22.9",NA,"Indivíduo arbustivo que apresenta raízes gemíferas.","UEC004972","UEC004972","s.n.",NA,NA,"-47.083333","-22.9",NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:38:07-03","UNICAMP","UEC","96226","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Penha, AS; Hayashi, AH","1996","03",NA,NA,"Brazil","São Paulo","Campinas","Fazenda Santa Elisa, Instituto Agronômico.","-47.083333","-22.9",NA,"Indivíduo arbustivo que apresenta raízes gemíferas.","UEC004991","UEC004991","s.n.",NA,NA,"-47.083333","-22.9",NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:38:07-03","UNICAMP","UEC","172414","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Tamashiro, JY","Garcia, LC","2008","09","19",NA,"Brazil","São Paulo","Campinas","DIstrito de Souzas, cond. Colinas do Atibaia, Mata ribeirão cachoeira.","-47.55","-23.391667",NA,"Arbusto de 1.6m., flores creme.; Mata atlântica, floresta estacional semidecídua.","UEC016573","UEC016573","476","711","711","-47.55","-23.391667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:38:07-03","UNICAMP","UEC","172415","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Tamashiro, JY","Garcia, LC","2008","10","20",NA,"Brazil","São Paulo","Cosmópolis","Usina Ester.","-47.347222","-23.119444",NA,"Arbusto de 0.5m., flores.; Reserva de abastecimento público, mata ciliar em processo de restauração desde 1955, Mata atlântica, floresta estacional semidecídua.","UEC016574","UEC016574","7","652","652","-47.347222","-23.119444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:38:07-03","UNICAMP","UEC","13061","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Tozzi, AMGA; Yamamoto, K","1978","02","19",NA,"Brazil","São Paulo","Campinas","Bosque São José.","-47.060001373291","-22.8999996185303",NA,"Arbusto de 1m de altura,com flores amarelas ou brancas com manchas roxas.","UEC005000","UEC005000","8805",NA,NA,NA,NA,"23900","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:38:07-03","UNICAMP","UEC","32655","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Filgueiras, TS","1982","11","10",NA,"Brazil","São Paulo","Campinas","Bosque São José.","-47.060001373291","-22.8999996185303",NA,"Subarbusto de flores cremes, com espinhos nos ramos.","UEC004988","UEC004988","14329",NA,NA,NA,NA,"23900","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:38:07-03","UNICAMP","UEC","84854","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Cardamone, RB; Grecco, MDN; Belinello, R","1995","09","12",NA,"Brazil","São Paulo","Campinas","Condominio Colinas do Atibaia, distrito de Sousas.","-47.060001373291","-22.8999996185303",NA,"Mata de planalto. Subarbusto de 1,5m, flores alaranjadas, planta com acúleos, com flor.","UEC004973","UEC004973","187",NA,NA,NA,NA,"23900","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:38:07-03","UNICAMP","UEC","144932","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Ikemoto, E","2004","01","21",NA,"Brazil","São Paulo","Campinas","Entorno do museu Dinâmico de Ciências de Campinas","-47.060001373291","-22.8999996185303",NA,"Herbácea","UEC004970","UEC004970","04/47",NA,NA,NA,NA,"23900","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"75","2019-08-20 10:23:08-03","UNICAMP","UEC","57222","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Chico; Mesquita","1987","09","23",NA,"Brazil","São Paulo","Campinas","Mata de Santa Genebra.","-47.060001373291","-22.8999996185303",NA,NA,"UEC004994","UEC004994","s.n.",NA,NA,NA,NA,"23900","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:38:07-03","UNICAMP","UEC","198804","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Ivanauskas, NM; Damasceno Junior, GA","1996","11","26",NA,"Brazil","São Paulo","Campinas","Mata do Sr. Guido. Floresta Estacional Semidecidual.","-47.060001373291","-22.8999996185303",NA,"Herbácea, 60cm. Flores brancas com ápice violáceo.","UEC004989","UEC004989","1544",NA,NA,NA,NA,"23900","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:38:07-03","UNICAMP","UEC","12932","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Leitão Filho, HF; Taroda, N","1976","08","17",NA,"Brazil","São Paulo","Campinas","Nativo em campo próximo da várzea da Fazenda Santa Elisa.","-47.060001373291","-22.8999996185303",NA,"Arbusto ramificado até 1,5m com flores branco lilases.","UEC004998","UEC004998","2613",NA,NA,NA,NA,"23900","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:38:07-03","UNICAMP","UEC","78292","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Zickel, CS","1992","11","12",NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra.","-47.060001373291","-22.8999996185303",NA,"Individuo com 30 cm de altura (Vegetativo).","UEC004969","UEC004969","30401",NA,NA,NA,NA,"23900","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:38:07-03","UNICAMP","UEC","108984","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Ahn, YJ; Spinelli, T","1999","09","20",NA,"Brazil","São Paulo","Campinas","Sítio São Francisco","-47.060001373291","-22.8999996185303",NA,"Arbusto, 1,3m, sub-bosque, presença de botões e flores com corola branca.","UEC004974","UEC004974","163",NA,NA,NA,NA,"23900","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:38:07-03","UNICAMP","UEC","13058","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Leitão Filho, HF; Stubblebine, WH; Gabrielli, AC; Taroda, N; Ratter, JA; Tamashiro, JY","1978","11","14",NA,"Brazil","São Paulo","Campinas","Sousas","-47.060001373291","-22.8999996185303",NA,"Subarbusto de 1m, flores creme.","UEC004986","UEC004986","8625",NA,NA,NA,NA,"23900","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:38:07-03","UNICAMP","UEC","61281","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Moraes, PLR; Seike, SH; Motta, PC; Romero, R","1990","10","18",NA,"Brazil","São Paulo","Campinas","Sousas, Mata particular das Três Pontes.","-47.060001373291","-22.8999996185303",NA,"Arbusto de 2m, botões brancos.","UEC004987","UEC004987","23601",NA,NA,NA,NA,"23900","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:38:07-03","UNICAMP","UEC","62255","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Moraes, PLR; Seike, SH; Romero, R; Rossato, SC; Motta, PC","1990","09","26",NA,"Brazil","São Paulo","Campinas","Sousas, Mata particular das Três Pontes.","-47.060001373291","-22.8999996185303",NA,"Arbusto, 0,8m, flor roxa.","UEC004995","UEC004995","23654",NA,NA,NA,NA,"23900","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:38:07-03","UNICAMP","UEC","62257","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Moraes, PLR; Seike, SH; Romero, R; Rossato, SC; Motta, PC","1990","09","26",NA,"Brazil","São Paulo","Campinas","Sousas, Mata particular das Três Pontes.","-47.060001373291","-22.8999996185303",NA,"Arbusto com 0,8m.","UEC004996","UEC004996","23652",NA,NA,NA,NA,"23900","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:38:07-03","UNICAMP","UEC","87985","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Sousa, WS; Britez, RM","1987","07","14",NA,"Brazil","São Paulo","Itu","Área de proteção ambiental.","-47.2900009155273","-23.2600002288818",NA,"Subarbusto de 30cm, com flores alvacentas com manchas roxas, frequente em reflorestamento de Eucalyptus.","UEC004976","UEC004976","25237",NA,NA,NA,NA,"22309","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:38:07-03","UNICAMP","UEC","106717","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Hoehne, W","1949","09","25",NA,"Brazil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,"Arbusto do cerrado. Nome vulgar: Laranjinha do mato.","UEC004965","UEC004965","SPF12576",NA,NA,NA,NA,"17840","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:38:07-03","UNICAMP","UEC","25252","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Leitão Filho, HF","1981","09","08",NA,"Brazil","São Paulo","Limeira","Sp - Rodovia Anhanguera, Posto Castelo, mata ao lado do posto.","-47.4000015258789","-22.5599994659424",NA,"Herbáceo ereto, flores lilazes.","UEC004993","UEC004993","12911",NA,NA,NA,NA,"20999","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:38:07-03","UNICAMP","UEC","12935","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Makino, H","1977","08","24",NA,"Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga.","-46.6300010681152","-23.5400009155273",NA,"Arbusto mais ou menos com 1,5m de altura e flores de cor creme.","UEC004961","UEC004961","s.n.",NA,NA,NA,NA,"53584","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"88","2021-03-01 16:38:07-03","UNICAMP","UEC","79725","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.",NA,"Sanches, AC","1994","06","04",NA,"Brazil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,"Arbusto 0,80cm de altura. Flor creme com verticilo com guias de nectário lilases. Fruto imaturo verde. Presença de espinhos.","UEC065921","UEC065921","s.n.",NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-01 16:38:07-03","UNICAMP","UEC","84105","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.","Pastore, JFB","Kolb, RM","1994","06","04",NA,"Brazil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo.","-52.1599998474121","-22.5300006866455",NA,"Arbustivo 1m alt.;flor laranja-claro,sem cheiro.","UEC004984","UEC004984","s.n.",NA,NA,NA,NA,"54606","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"90","2021-03-01 16:38:07-03","UNICAMP","UEC","77529","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A.St.-Hil.) Klotzsch ex Hassk.",NA,"Furlaneto, L","1994","06","04",NA,"Brazil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Trilha do Morro.","-52.1599998474121","-22.5300006866455",NA,"Subarbustiva, 1,2m de altura. Flores brancas com ápice roxo. Fruto imaturo verde.","UEC063952","UEC063952","s.n.",NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
