"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","class","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","relatedCatalogItem","previousCatalogNumber"
"13","2021-03-15 16:37:00-03","NY","NYBG","02098796","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. Reginato",NA,NA,NA,"M. Reginato","1091","2010","01","08","Brazil","Paraná","Piraquara","-49.025191","-25.507967",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085048' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098796","NY02098796_01","Mananciais da Serra","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02098939","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. Reginato",NA,NA,NA,"M. Reginato","746","2006","12","18","Brazil","Paraná","Quatro Barras","-48.901883","-25.349613",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500256' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098939","NY02098939_01","Morro Mãe Catira.","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02098809","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. K. Caddah",NA,NA,NA,"M. K. Caddah","456","2009","05","12","Brazil","Rio de Janeiro","Resende","-44.7492","-22.3721",NA,NA,"1835","1835","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305539' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098809","NY02098809_01","Parque Nacional do Itatiaia, estrada para Pico das Agulhas Negras","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2862127","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. Reginato",NA,NA,NA,"M. M. Vasconcellos","1","2016","10","22","Brazil","Minas Gerais","Camanducaia","-46.03261","-22.88614",NA,NA,"1918","1918","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3006416' target='other'> <mi>dwc_moreinfo</mi></a>","NY02862127","NY02862127_01","Monteverde; trail from Rua da Mantiqueira to Plato","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02098961","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. Reginato",NA,NA,NA,"F. Almeda","9846","2009","03","16","Brazil","São Paulo","São José do Barreiro","-44.61657","-22.73318",NA,NA,"1439","1509","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500302' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098961","NY02098961_01","Road from São Jose do Barreiro (SP-221) to the entrance of Parque Nacional Serra da Bocaina between Km 24 and Km 27.","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02098756","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. Reginato",NA,NA,NA,"M. Reginato","1113","2010","01","21","Brazil","Rio de Janeiro","Nova Friburgo","-42.585121","-22.354366",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084720' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098756","NY02098756_01","Pico da Caledônea","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","520762","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.",NA,NA,NA,NA,"L. B. Smith","8024","1956","12","02","Brazil","Santa Catarina","Lajes","-50.3258","-27.8161",NA,NA,"900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538437' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520762",NA,"Between the crest of the Serra Geral and Encruzilhada","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02098802","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. K. Caddah",NA,NA,NA,"M. K. Caddah","450","2009","05","12","Brazil","Rio de Janeiro","Resende","-44.7323","-22.3587",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305534' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098802","NY02098802_01","Parque Nacional do Itatiaia, estrada para Pico das Agulhas Negras","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","478271","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.",NA,NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=399410' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478271","NY00478271_01","Brasilia","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","520860","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. Reginato",NA,NA,NA,"M. Sakane","468","1976","02","09","Brazil","São Paulo","Campos do Jordao","-45.60129","-22.770186",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552865' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520860","NY00520860_01","Vila Matilde, áreas do Sanatório Sao Francisco Xavier","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","685378","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. Reginato",NA,NA,NA,"R. Goldenberg","800","2005","10","24","Brazil","Paraná","Campina Grande do Sul","-49.0553","-25.3058",NA,NA,"1550","1550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685378","NY00685378_01","Subida para o Pico Paraná","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02226407","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.",NA,NA,NA,NA,"M. Reginato","1255","2012","01","07","Brazil","Paraná","Guaratuba","-48.90806","-25.93389",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2499372' target='other'> <mi>dwc_moreinfo</mi></a>","NY02226407","NY02226407_01","Pedra Branca do Araraquara.","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","520770","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.",NA,NA,NA,NA,"L. T. D. Dombrowski","10467","1979","01","01","Brazil","Paraná","Balsa Nova","-49.6356","-25.5842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538441' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520770",NA,"S. Luiz do Puruna - Balsa Nova","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02098916","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. Reginato",NA,NA,NA,"M. Reginato","1209","2011","02","10","Brazil","Rio de Janeiro","Santa Maria Madalena","-41.9112","-21.89375",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084799' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098916","NY02098916_01","Trilha para o Alto do Desengano","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3107716","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana estrellensis","(Raddi) Cogn.",NA,NA,NA,NA,"H. H. Rusby","s.n.","1886","05","01","Bolivia","La Paz","Larecaja",NA,NA,NA,NA,"762","762","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3447801' target='other'> <mi>dwc_moreinfo</mi></a>","NY03107716",NA,"Mapiri","Magnoliophyta","Myrtales","South America","sheet","estrellensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","478269","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana estrellensis","(Raddi) Cogn.","J. J. Wurdack",NA,NA,NA,"J. C. Vargas-Calderón","7504","1948","12","29","Peru","Cusco","La Convención",NA,NA,NA,NA,"1260","1260","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=230690' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478269","NY00478269_01","Amaibamba; Sta. Barbara","Magnoliophyta","Myrtales","South America","sheet","estrellensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02098751","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. Reginato",NA,NA,NA,"M. Reginato","1084","2010","01","08","Brazil","Paraná","Piraquara","-49.025191","-25.507967",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085041' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098751","NY02098751_01","Mananciais da Serra","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","520763","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.",NA,NA,NA,NA,"R. Reitz","5401","1957","10","24","Brazil","Santa Catarina","Sao José","-48.6272","-27.6156",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538438' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520763",NA,"Serra da Boa Vista","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","478273","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","J. J. Wurdack",NA,NA,NA,"F. Segadas-Vianna","2525","1951","03","26","Brazil","São Paulo","Silveiras","-44.8497","-22.66",NA,NA,"2100","2100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=399408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478273","NY00478273_01","Serra da Bocaina, Boa Vista Hill","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","520768","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.",NA,NA,NA,NA,"G. G. Hatschbach","27649","1971","10","18","Brazil","Paraná","Curitiba","-49.223851","-25.427242",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538443' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520768",NA,"Taruma","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02098962","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. Reginato",NA,NA,NA,"F. Almeda","9739","2009","03","08","Brazil","Rio de Janeiro","Nova Friburgo","-42.5736","-22.35947",NA,NA,"1420","1847","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500305' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098962","NY02098962_01","Distrito de Mury. Serra dos Orgãos. Estrada da Torre Repetidora (the Sistema Brasileiro Televisão TV tower) south of Nova Friburgo on an unnamed peak west of Pico de Caledônia.","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","520764","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.",NA,NA,NA,NA,"A. C. Brade","18854","1948","02","16","Brazil","Rio de Janeiro","Itatiaia","-44.5631","-22.4961",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520764",NA,"Picada nova Maromba","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","520769","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.",NA,NA,NA,NA,"J. C. Lindeman","2537","1966","09","27","Brazil","Paraná","Curitiba","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538442' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520769",NA,"Ca. 10 km. E of Curitiba","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","520765","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.",NA,NA,NA,NA,"R. Reitz","6052","1958","02","28","Brazil","Santa Catarina","Rio do Sul","-49.6431","-27.2144",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=567697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520765",NA,"Serra do Matador","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1281263","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. Reginato",NA,NA,NA,"G. Eiten","7744","1966","07","31","Brazil","Rio de Janeiro","Resende","-44.4467","-22.4692",NA,NA,"1840","1840","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1682745' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281263","NY01281263_01","Itatiaia National Park. South face of Mt. Itatiaia. Along road west of television relay tower, east of head of main valley of Rio Itatiaia","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","520766","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.",NA,NA,NA,NA,"G. G. Hatschbach","16443","1967","05","20","Brazil","Paraná","Campina Grande do Sul","-48.829656","-25.241299",NA,NA,"1700","1700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538439' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520766",NA,"Pico Caratuva","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","887326","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","S. A. C. Chiea",NA,NA,NA,"M. Sakane","468","1976","02","09","Brazil","São Paulo","Campos do Jordão","-45.60129","-22.770186",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887326","NY00887326_01","Vila Matilde, areas do Sanatorio São Francisco Xavier.","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","520837","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. Reginato",NA,NA,NA,"P. E. Gibbs","4627","1977","03","29","Brazil","São Paulo","Ubatuba","-44.905122","-23.318434",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552850' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520837","NY00520837_01","Rodovia Parati Ubatuba","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","685353","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","R. Goldenberg",NA,NA,NA,"R. Goldenberg","726","2005","10","17","Brazil","Paraná","Tunas do Paraná","-49.0856","-24.9744",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894525' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685353","NY00685353_01","Estrada Tunas - Parque das Lauráceas","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02098929","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. Reginato",NA,NA,NA,"M. Reginato","647","2005","12","01","Brazil","Paraná","Quatro Barras","-48.901883","-25.349613",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500240' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098929","NY02098929_01","Morro Mãe Catira.","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","520871","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","M. Reginato",NA,NA,NA,"P. H. Davis","3032","1976","09","20","Brazil","São Paulo","Campos do Jordao","-45.455385","-22.725628",NA,NA,"1900","1900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552872' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520871","NY00520871_01","Reserva do Instituto Florestal, Sao José dos Alpes","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","02104716","PreservedSpecimen","Plantae","Melastomataceae","Leandra","carassana","Leandra carassana","(DC.) Cogn.","R. Goldenberg",NA,NA,NA,"R. Goldenberg","597","2003","04","11","Brazil","Paraná","Piraquara","-49.05","-25.43",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2549094' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104716","NY02104716_01","Parque dos Mananciais, trilha do Carvalinhinho","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
