"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude"
"1","2021-03-15 16:37:00-03","NY","NYBG","1462155","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","paucidentata","Pavonia paucidentata","Fryxell","P. A. Fryxell","holotype","P. Fiaschi","2533","2004","09","04","South America","Brazil","Bahia","Valença","Estrada de Valença para Guaibim, ca. 2 km, entrada à esq., 8 km, ramo vicinal à esq. RPPN Água Branca.","-39.0903","-15.3289","220","220","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1488821' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462155","NY01462155_01",NA,NA,NA,NA
"2","2019-11-13 11:24:58-03","USP","SPF","169421","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","paucidentata","Pavonia paucidentata","Fryxell","Gonçalez, VM","isotype","Fiaschi, P","2533","2004","09","04",NA,"Brasil","Bahia","Valença","Estrada de Valença para Guaibim, ca. 2 km, entrada à esquerda, 8 km, ramo vicinal à esquerda RPPN Água Branca.","-39.090278","-15.328889","220","220",NA,NA,"SPF00169421",NA,"2017","06","-39.090278","-15.328889"
