"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber"
"16","2021-04-05 14:25:34-03","UNESC","CRI","8147","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.","A. Stival-Santos","A. Stival-Santos; J. Schmitt & S. Silveira","759","2009","06","25","Brasil","Santa Catarina","Ponte Serrada","Fazenta São Francisco.","-52.016111","-26.872222","52º0'58''W","26º52'20''S","CRI004687","CRI004687",NA,NA,"Habito: arvoreta","2009","06","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:33:44-03","UNESC","CRI","5361","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.","J. A. Jarenkow","J. A. Jarenkow","2215","1992","11","26","Brasil","Rio Grande do Sul","Vale do Sol","Linha XV de Novembro.","-52.683333","-29.604167","52º41'0''W","29º36'15''S","CRI004675","CRI004675","66","66","Habito: arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:33:44-03","UNESC","CRI","8159","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.","A. L. de Gasper","M. Verdi; R. P. Hasckel & G. Klemz","948","2008","11","18","Brasil","Santa Catarina","Lacerdópolis","Canela Funda - Santa bárbara.","-51.556111","-27.260556","51º33'22''W","27º15'38''S","CRI004685","CRI004685","495","495","Habitat: Floresta Estacional Decidual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:33:44-03","UNESC","CRI","2099","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.","T. D. Pennington","R. Reitz; R. M. Klein",NA,"1963","04","12","Brasil","Santa Catarina","Capinzal",NA,"-51.605556","-27.347222","51º36'20''W","27º20'50''S","CRI004691","CRI004691",NA,NA,NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:33:44-03","UNESC","CRI","2103","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.","T. D. Pennington","R. Reitz; R. M. Klein","5686","1957","11","25","Brasil","Santa Catarina","Ibirama",NA,"-49.518056","-27.0575","49º31'5''W","27º3'27''S","CRI004688","CRI004688","158","158","Habito: arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:25:34-03","UNESC","CRI","14274","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.","Verdi, M","Verdi, M.; Grosch, B. & Klemz, G.","1259","2008","12","15","Brasil","Santa Catarina","Campo Belo do Sul","Canoas / Fazenda Gateados. Canoas / Fazenda Gateados.","-50.849722","-28.035","50º50'59''W","28º2'6''S","CRI013362",NA,"845","845","Florística IFFSC 677 Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Habito: flor amarela","2008","12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-23 10:41:39-03","E","E","283799","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans",NA,NA,"Silva, S.M., Ziller, S.R.","1887","1997","03","23","BR",NA,NA,NA,NA,NA,NA,NA,"E00283799",NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00283799 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:295345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-23 10:41:39-03","E","E","296305","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans",NA,NA,"Triana, Jose Jeronimo","3351","1905","01","24","CO",NA,NA,"Prov. de Mariquita",NA,NA,NA,NA,"E00296305",NA,"1300","1300","<a href=http://data.rbge.org.uk/herb/E00296305 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"W. Tropical South America","herbarium specimen of unspecif","BGBASE:311506","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-23 10:41:39-03","E","E","226254","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans",NA,NA,"E.Zardini & E.Velázquez","13282","1989","07","14","PY",NA,NA,NA,NA,NA,NA,NA,"E00226254",NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00226254 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:236139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-23 10:41:39-03","E","E","296304","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans",NA,NA,"Bang, Miguel","1370",NA,NA,NA,"BO",NA,NA,"Guanai-Tipuani.",NA,NA,NA,NA,"E00296304",NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00296304 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"W. Tropical South America","herbarium specimen of unspecif","BGBASE:311499","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-09-23 10:41:39-03","E","E","226259","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans",NA,NA,"Zardini, E.; Guerrero, L.","37190","1993","11","09","PY",NA,NA,NA,NA,NA,NA,NA,"E00226259",NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00226259 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:236144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-23 10:41:39-03","E","E","226656","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans",NA,NA,"Aguayo, A.","369","1989","06","12","PY",NA,NA,NA,NA,NA,NA,NA,"E00226656",NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00226656 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:238601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","408432","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.","J. R. Pirani","G. G. Hatschbach","12932","1965","10","12","Brazil","Paraná","Maringá","Horto Florestal","-51.9383","-23.4256",NA,NA,"NY00408432","NY00408432_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429768' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","517985","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans richardiana","(A.Juss.) T.D.Penn.","T. D. Pennington","W. W. Thomas","11997","1999","02","05","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal, along road from entrance to visitor's center and road to E side of park.","-39.415","-16.86722222",NA,NA,"NY00517985","NY00517985_01","50","50","Site: MP <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553480' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales","richardiana",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00837014","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.","T. D. Pennington","B. A. S. Pereira","3372","1997","05","08","Brazil","Minas Gerais","Arinos","Fazenda Cuscuzeiro, km 30 da antiga estrada de terra Arinos/Buritís.","-46.1056","-15.9169",NA,NA,"NY00837014","NY00837014_01","650","650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928401' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","533297","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.","M. C. Dias","J. A. Ferreira","29503","2000","10","03","Brazil","Paraná","Bela Vista do Paraíso","Fazenda Cascata, Bela Vista do Paraíso.","-51.1906","-22.9969",NA,NA,"NY00533297","NY00533297_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429753' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","402003","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans elegans","A.Juss.","W. A. Palacios","E. M. Zardini","30620","1992","02","17","Paraguay","Paraguarí",NA,"Acahay Massif, eastern most peak","-57.13","-25.87",NA,NA,"NY00402003",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=441607' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales","elegans",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","408428","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.",NA,"B. Rambo","49840","1951","02","06","Brazil","Santa Catarina","Itapiranga","ad fl. Uruguay-pepery","-53.7119","-27.1694",NA,NA,"NY00408428","NY00408428_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429772' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","408438","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.","M. C. Dias","E. Y. Sasaki",NA,"1995","09","07","Brazil","São Paulo","Adamantina","Adamantina. Sítio Sao Paulo (estrada-6)","-51.0697","-21.6803",NA,NA,"NY00408438","NY00408438_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429752' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1016076","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.","G. G. Hatschbach","Y. S. Kuniyoshi","5102","1986","11","14","Brazil","Santa Catarina","Campo Belo do Sul","Faz. Guamirim Gatedos.","-50.7606","-27.8994",NA,NA,"NY01016076","NY01016076_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141333' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","408469","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans richardiana","(A.Juss.) T.D.Penn.",NA,"L. Riedel",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"NY00408469","NY00408469_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553492' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales","richardiana",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","408435","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.","T. D. Pennington","W. W. Thomas","10240","1994","02","02","Brazil","Bahia","Jussari","Branch road to fazendas, ca. 9 km north of Jussari on road to Palmira.","-39.5358","-15.1572",NA,NA,"NY00408435","NY00408435_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429725' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","408443","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.","C. E. Smith, Jr.","G. G. Hatschbach","11704","1964","10","08","Brazil","Paraná","Adrianópolis","Barra Grande","-48.9908","-24.6572",NA,NA,"NY00408443","NY00408443_01","150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429769' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","408478","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans richardiana","(A.Juss.) T.D.Penn.","T. D. Pennington","T. S. dos Santos","3473","1979","02","15","Brazil","Bahia","Maracás","8 a 18 km ao S de Maracás, pela antiga Rodovia para Jequié. Folha SD (14-40a)","-40.4306","-13.4411",NA,NA,"NY00408478","NY00408478_01","900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553470' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales","richardiana",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00837010","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans elegans","A.Juss.","T. D. Pennington","N. A. Rosa","2161","1977","06","23","Brazil","Mato Grosso",NA,"Margem direita do R. Juruena","-58.3804411","-11.0249185",NA,NA,"NY00837010","NY00837010_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928371' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales","elegans",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","408444","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.","T. D. Pennington","L. A. Mattos Silva","2956","1993","11","17","Brazil","Bahia","Una","Povoado de Comandatuba, Ramal para a praia, com entrada na Faz. Bolandeira, 7 km ao Norte","-39.0753","-15.2933",NA,NA,"NY00408444","NY00408444_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429758' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","408449","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans elegans","A.Juss.","T. D. Pennington","R. Callejas Posada","1857","1983","12","06","Brazil","Paraná","Cerro Azul","Estrada Rio Branco do Sul-Cerro Azul, 5 km depois do Rio Piedade","-48.75","-25.25",NA,NA,"NY00408449","NY00408449_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=441614' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales","elegans",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","408475","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans richardiana","(A.Juss.) T.D.Penn.","T. D. Pennington","A. M. Amorim","436","1991","11","20","Brazil","Bahia","Itacaré","Ramal a esquerda na estrada Ubaitaba/Itacaré, a 4 km do loteamento da Marambaia","-38.9967","-14.2778",NA,NA,"NY00408475","NY00408475_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553472' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales","richardiana",NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-09-27 07:23:00-03","NY","NYBG","401999","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans",NA,"M. J. Jansen-Jacobs","M. J. Jansen-Jacobs","4160","1995","06","18","Guyana",NA,NA,"Rupununi. NE-slope of Mount Shiriri","-59.72","2.88",NA,NA,"NY00401999",NA,"450","450","Woodnr Uw 35683 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429730' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","517982","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans richardiana","(A.Juss.) T.D.Penn.","T. D. Pennington","W. W. Thomas","11958","1999","02","02","Brazil","Bahia","Jussari","Ca. 2.5 km N of Palmira on road connecting Palmira to the Itaju do Colônia-Itapé road, Fazenda Sao Roque (owner Luis Fernando Verde)","-39.5717","-15.1383",NA,NA,"NY00517982","NY00517982_01","300","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553479' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales","richardiana",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","408427","PreservedSpecimen","Plantae","Meliaceae","Trichilia","elegans","Trichilia elegans","A.Juss.",NA,"H. de F. Leitão Filho","10832","1979","10","26","Brazil","São Paulo","Campinas","Faz. Sta. Eliza, Seçao de Floric. e Pl. Ornamentais","-47.06","-22.9",NA,NA,"NY00408427","NY00408427_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429771' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
