"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"141","2015-10-14 06:54:26-03","MNHN","RECOLNAT_MNHN_P","P00670538","PreservedSpecimen",NA,"Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,NA,NA,NA,"[Colombie]","hb",NA,"Spécimen d'intérêt <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00670538' target='other'> <mi>dwc_moreinfo</mi></a>","P00670538",NA,NA,NA,"Ruiz & Pav.",NA,"[Nov. gen. sp. : Crescit in scopulosis Regni Novo-Granatensis inter urbem Mariquita et fodinam Sanctae Annae]",NA,NA,"530",NA,"P00670538_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-10-01 14:21:56-03","JBB","HEPH","20277","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Salles, AEH","2914","2003","12","26","Southern America","Brasil",NA,NA,"Folhas coriaceas e asperas",NA,"Distrito Federal","Dicotyledon","Lamiales","(L.f.) Kuntze","Brasília","Estação Ecológica do Jardim Botânico de Brasília próximo a Cascalheira","-47.85","-15.866667","1020","1020",NA,"Oliveira, MS",NA,NA,"2004",NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"143","2020-10-01 14:21:56-03","JBB","HEPH","5485","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Proença, CEB","651","1986","11","25","Southern America","Brasil",NA,NA,"Sem perfume",NA,"Distrito Federal","Dicotyledon","Lamiales","(L.f.) Kuntze","Brasília","Reserva Ecológica do IBGE","-47.887222","-15.965833",NA,NA,NA,"Souza, VC",NA,NA,"1999",NA,"-47.887222","-15.965833",NA,NA,NA,NA,NA,NA
"144","2020-10-01 14:21:56-03","JBB","HEPH","6128","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Salles, AEH","425","1989","09","03","Southern America","Brasil",NA,NA,"Glabro, folhas asperas sub coriaceas. Flores perfumadas",NA,"Distrito Federal","Dicotyledon","Lamiales","(L.f.) Kuntze","Brasília","Atrás do SIA","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Oliveira, MS","70570","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-10-01 14:21:56-03","JBB","HEPH","5733","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Silva, JM da","263","1986","02","09","Southern America","Brasil",NA,NA,NA,NA,"Paraná","Dicotyledon","Lamiales","(L.f.) Kuntze","Piraquara","São Roque","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Hatschbach, G","12577","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-10-01 14:21:56-03","JBB","HEPH","5733","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Silva, JM da","266","1986","02","09","Southern America","Brasil",NA,NA,NA,NA,"Paraná","Dicotyledon","Lamiales","(L.f.) Kuntze","Piraquara","São Roque","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Hatschbach, G","12577","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-11 11:39:54-03","UFMG","BHCB","31168","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","curialis","Escobedia curialis",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Paraná","Dicotyledon",NA,"(Vell.) Pennell","Guarapuava","BR 277, Km 277","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-11 11:39:54-03","UFMG","BHCB","1642","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora",NA,"s.n.","1938",NA,NA,"Southern America","Brasil",NA,NA,"Herbáceo",NA,"Minas Gerais","Dicotyledon",NA,"(L.) Kuntze","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-11 11:39:54-03","UFMG","BHCB","60703","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Paraná","Dicotyledon",NA,"(L.) Kuntze","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-11 11:39:54-03","UFMG","BHCB","3839","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Rennó, LR","s.n.","1953",NA,NA,"Southern America","Brasil",NA,NA,"Campo",NA,"Minas Gerais","Dicotyledon",NA,"(L.) Kuntze","Belo Horizonte","Represa da Pampulha.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-11 11:39:54-03","UFMG","BHCB","65510","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Barreto, HLM","6611",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Minas Gerais","Dicotyledon",NA,"Ruiz & Pav.","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-12-11 11:39:54-03","UFMG","BHCB","65509","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Barreto, HLM","6606",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Minas Gerais","Dicotyledon",NA,"Ruiz & Pav.","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-12-11 11:39:54-03","UFMG","BHCB","65508","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Barreto, HLM","6607",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Minas Gerais","Dicotyledon",NA,"Ruiz & Pav.","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-12-11 11:39:54-03","UFMG","BHCB","65507","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Barreto, HLM","6608",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Minas Gerais","Dicotyledon",NA,"Ruiz & Pav.","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-02-11 17:21:44-03","UFPR","UPCB","52308","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Cervi, A.C.","8781","2004","12","22",NA,"Brasil",NA,NA,"Erva ereta, flor alva, raízes avermelhadas. Campo úmido..",NA,"Paraná",NA,NA,"(L.f.) Kuntze","Tijucas do Sul","Arredores","-49.1988983154297","-25.9281005859375",NA,NA,NA,"Hatschbach, G.","25228","auto","2005","01",NA,NA,NA,"01",NA,NA,NA,NA
"156","2021-02-11 17:21:44-03","UFPR","UPCB","6428","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Hatschbach, G.","15448","1966","12","14",NA,"Brasil",NA,NA,"Ereta, 1m, flor alva. Brejo..",NA,"Paraná",NA,NA,"(L.f.) Kuntze","Palmas","Estrada Palmas- Mangueirinha","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"46666","auto","1985","01",NA,NA,NA,"22",NA,NA,NA,NA
"157","2008-05-27 22:02:00-03","MO","MOBOT","475981","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Thomas B. Croat","Croat 54709","1982","8","6","South America","Venezuela",NA,NA,NA,NA,"Barinas",NA,NA,"(L. f.) Kuntze",NA,"Along road between (Hwy 1) Barinas and Merida, 21 km northwest of Barinitas, near km 76.5, ca. 42 km northwest of Barinas; along rocky gorge and edge of highway.","-70.73333","8.86666","990.00000000",NA,NA,"K. Barringer (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"401","3",NA
"158","2008-05-27 22:02:00-03","MO","MOBOT","3021928","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Wendell H. Camp","Camp E-3139","1945","5","7","South America","Ecuador",NA,NA,NA,NA,"Chimborazo",NA,NA,"(L. f.) Kuntze",NA,"Cañon of the río Chanchan near Huigra. (Mostly scrub-chaparral, with a few seepages and small swamps along the river.)","-79.1333333","-2.2833333","1219.20000000","1371.60000000",NA,"Noel H. Holmgren, 2 Feb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2009-08-23 08:26:00-03","MO","MOBOT","3021772","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Calaway H. Dodson|L.B. Thien","Dodson 1969","1962","1","7","South America","Ecuador",NA,NA,NA,NA,"Pastaza",NA,NA,"(L. f.) Kuntze",NA,"Between Rio Blanco & Rio Verde along road from Banos to Puyo; from cliff face & steep hillside.","-78.333","-1.3833","1700.00000000",NA,NA,"Noel H. Holmgren, 2 Feb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2014-02-26 10:19:00-03","MO","MOBOT","459897","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Aída Alvarez","Alvarez 124","1991","11","20","South America","Ecuador",NA,NA,NA,NA,"Sucumbíos",NA,NA,"(L. f.) Kuntze","Gonzalo Pizarro","Sendero hacia la cascada de San Rafael. Bosque secundario. Bosque muy húmedo Pre-Montano.","-77.5666667","-0.1","2000.00000000",NA,NA,"K. Barringer (BKL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"161","2011-10-22 04:57:00-02","MO","MOBOT","1242944","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Álvaro Cogollo P.|et al.","Cogollo Pacheco 6851","1993","9","5","South America","Colombia",NA,NA,NA,NA,"Putumayo",NA,NA,"(L. f.) Kuntze","Mocoa","km 15 de la vía Mocoa-Pitalito.","-76.46666","1.3","600.00000000",NA,NA,"K. Barringer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2014-02-19 13:27:00-03","MO","MOBOT","100367934","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","G.A. Parada|Y. Inturias|M. Betancur","Parada-Gutierrez 3107","2011","4","5","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"(L. f.) Kuntze","Vallegrande","Camino de Algodonal a Masicurí.","-63.8286111","-18.7944444","1068.00000000",NA,NA,"G.A. Parada (USZ), 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11-30","1",NA
"163","2014-02-19 13:25:00-03","MO","MOBOT","100569039","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","G.A. Parada|Y. Inturias|M.T. Martinez|H. Fernandez","Parada-Gutierrez 5106","2013","1","25","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"(L. f.) Kuntze","Vallegrande","Entre Las Vueltas y Corosito.","-63.9575","-18.8694445","1388.00000000",NA,NA,"G.A. Parada (USZ), 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-10","1",NA
"164","2016-10-13 06:02:00-03","MO","MOBOT","100624137","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","David A. Neill","Neill 17746","2013","8","24","South America","Ecuador",NA,NA,NA,NA,"Pastaza",NA,NA,"(L. f.) Kuntze","Mera","Río Anzu Reserve of the EcoMinga Foundation. Primary forest within Río Anzu canyon, on western side. Limestone substrate of the Napo Formation. Wet premontane forest forest with abundant epiphytes. With Tom Croat and Mercedes Asanza.","-78.0505556","-1.41","1180.00000000",NA,NA,"D. Neill (ECUAMZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA
"165","2013-11-18 12:43:00-02","MO","MOBOT","1164326","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Elsa M. Zardini|S. Zavala","Zardini 45641","1996","10","30","South America","Paraguay",NA,NA,NA,NA,"San Pedro",NA,NA,"(L. f.) Kuntze",NA,"Yaguarete Forest (Sustainable Forest Systems site). Cerrado scrub on red sandy soil.","-56.11277","-23.80944","180.00000000",NA,NA,"K. Barringer ((BKL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1079","1",NA
"166","2016-06-16 07:46:00-03","MO","MOBOT","1188189","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Thomas B. Croat|John F. Gaskin","Croat 79697","1997","7","11","South America","Colombia",NA,NA,NA,NA,"Valle del Cauca",NA,NA,"(L. f.) Kuntze",NA,"Along road from Queremal to Anchicayá, ca. 10 km W of Queremal.","-76.75","3.55","1100.00000000",NA,NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"748","2",NA
"167","2008-05-27 22:02:00-03","MO","MOBOT","1193161","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","José Campos de la Cruz|M. Vázquez T.","Campos de la Cruz 2539","1996","2","20","South America","Peru",NA,NA,NA,NA,"Cajamarca",NA,NA,"(L. f.) Kuntze","San Ignacio","Distrito Chirinos: Alrededores de Chirinos-Pueblo.","-78.83333","-5.26666","1500.00000000",NA,NA,"U. Molau (GB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","7",NA
"168","2014-04-04 05:49:00-03","MO","MOBOT","1239587","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Rodolfo Vásquez|et al.","Vásquez Martínez 25099","1997","12","7","South America","Peru",NA,NA,NA,NA,"Cajamarca",NA,NA,"(L. f.) Kuntze","San Ignacio","Namballe, Vega del Toro. Bosque primario, con tala selectiva.","-79.08361","-4.97944","800.00000000","1000.00000000",NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"169","2011-03-29 14:14:00-03","MO","MOBOT","1315052","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","José Campos de la Cruz|et al.","Campos de la Cruz 4530","1997","10","25","South America","Peru",NA,NA,NA,NA,"Cajamarca",NA,NA,"(L. f.) Kuntze","San Ignacio","La Coipa. Localidad Vergel. Bosque secundario.","-78.93333","-5.26972","1750.00000000",NA,NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA
"170","2008-05-27 22:02:00-03","MO","MOBOT","1336996","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","John L. Clark","Clark 4462","1997","11","22","South America","Ecuador",NA,NA,NA,NA,"Napo",NA,NA,"(L. f.) Kuntze",NA,"Reserva Ecológica Cayambe Coca. Volcan Reventador. Montane Forest on eastern edge of lava field. Trail between Río Quijos and refugio.","-77.61666","-0.08333","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","2",NA
"171","2008-05-27 22:02:00-03","MO","MOBOT","1351916","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Juan Carlos Valenzuela|W. Gallegos|J. Andino","Valenzuela 347","1999","6","19","South America","Ecuador",NA,NA,NA,NA,"Pichincha",NA,NA,"(L. f.) Kuntze","Santo Domingo de Los Colorados","Camino al Recinto San José de las Damas, Km 2, hasta el derrumbo. Bosque húmedo pre-Montano. Plantaciones de plátano, café, cana.","-78.98333","-0.31666","900.00000000",NA,NA,"D.A. Neill (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-09-03 04:36:00-03","MO","MOBOT","1427069","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Homero Vargas|Efraín Freire|J.C. Valenzuela|Carlos Morales|H. Ricachi","Vargas López 3889","1999","8","11","South America","Ecuador",NA,NA,NA,NA,"Sucumbíos",NA,NA,"(L. f.) Kuntze","Gonzalo Pizarro","Lumbaqui-Reventador, colecciones en la ruta del nuevo oleoducto de crudos pesados. Bosque húmedo premontano, vegetación primaria con relictos de vegetación secundaria, suelo colinado bien drenado.","-77.56666","0.06666","1580.00000000",NA,NA,"K. Barringer (BKL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2011-06-13 14:51:00-03","MO","MOBOT","1442925","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Alwyn H. Gentry|Enrique Rentería A.","Gentry 24169","1979","1","14","South America","Colombia",NA,NA,NA,NA,NA,NA,NA,"(L. f.) Kuntze",NA,"Quibdo-Medellin road, 18 km W of El Siete, roadside cliff.",NA,NA,"920.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1691","2",NA
"174","2008-12-17 11:04:00-02","MO","MOBOT","1480809","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Alwyn H. Gentry","Gentry 30626","1981","1","13","South America","Colombia",NA,NA,NA,NA,"Nariño",NA,NA,"(L. f.) Kuntze",NA,"Finca La Planada, near Chucunes.","-77.9844444","1.1669445","1950.00000000",NA,NA,"K. Barringer, 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1963","5",NA
"175","2012-04-12 05:10:00-03","MO","MOBOT","2599890","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Alfredo F. Fuentes","Fuentes Claros 312","1994","3","13","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"(L. f.) Kuntze","Andrés Ibáñez","Espejilos. Bosque semideciduo de transición a amazonico.","-63.4333333","-17.9","700.00000000",NA,NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"176","2010-07-24 01:35:00-03","MO","MOBOT","1537503","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Rosalba Ruiz|S. Rengifo","Ruiz 971","1990","9","13","South America","Colombia",NA,NA,NA,NA,"Cauca",NA,NA,"(L. f.) Kuntze","Paez","Corregimiento San Andrés de Pisimbalá, detrás de la Sede del ICAN (Inst. de Antropología), alrededores de las tumbas de Tierradentro.","-76.0333333","2.5666667",NA,NA,NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"177","2008-05-27 22:02:00-03","MO","MOBOT","1550914","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Silvia Patricia Flores Vásquez|et al.","Flores Vásquez 29","1999","6","21","South America","Peru",NA,NA,NA,NA,"Cajamarca",NA,NA,"(L. f.) Kuntze","San Ignacio","Localidad de Crucero Bosque Intervenido","-78.91916","-5.07805","1100.00000000",NA,NA,"U. Molau (GB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA
"178","2016-10-13 05:58:00-03","MO","MOBOT","1557862","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Walter A. Palacios|David A. Neill|Marc A. Baker|Jorge Zaruma","Palacios Cuenca 61","1985","2","20","South America","Ecuador",NA,NA,NA,NA,"Pastaza",NA,NA,"(L. f.) Kuntze",NA,"Hcda. San Antonio del Baron Humbolt. 2 km al NE de Mera. Bosque Pluvial premontano.","-78.1","-1.45","1100.00000000",NA,NA,"J.R. Abbot (BEREA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2014-04-04 05:51:00-03","MO","MOBOT","1759805","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Rodolfo Vásquez|Rocío Rojas","Vásquez Martínez 26434","2000","1","20","South America","Peru",NA,NA,NA,NA,"Cajamarca",NA,NA,"(L. f.) Kuntze","San Ignacio","San José de Lourdes. Villa Rica Bosque transicional","-78.90416","-4.99027","1650.00000000",NA,NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"180","2013-11-06 14:50:00-02","MO","MOBOT","1761067","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Carlos E. Cerón","Cerón Martínez 18634","1992","3","19","South America","Ecuador",NA,NA,NA,NA,"Pichincha",NA,NA,"(L. f.) Kuntze","Quito","Reserva Geobotánica del Pululahua. Cerro Los Reales. Topografía muy colinada, aspecto noblado, muy húmedo, abundante herbaceas y musgos en los árboles. Transectos de 50 x 2 m x 10 (0 Ha). ssp. +2.5 de DAP.","-78.5","0.0833333","2200.00000000",NA,NA,"C. Cerón (QAP)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"180","5",NA
"181","2017-02-03 05:18:00-02","MO","MOBOT","1781418","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Dairon Cárdenas L.|Juan Guillermo Ramírez","Cárdenas López 3097","1990","11","28","South America","Colombia",NA,NA,NA,NA,"Antioquia",NA,NA,"(L. f.) Kuntze","San Francisco","Vereda Río Claro. Autopista Medellín-Bogotá.","-74.85","5.88333","459.00000000",NA,NA,"A. Cogollo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2011-10-22 04:57:00-02","MO","MOBOT","1781419","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Álvaro Cogollo P.","Cogollo Pacheco 2221","1986","5","31","South America","Colombia",NA,NA,NA,NA,"Antioquia",NA,NA,"(L. f.) Kuntze","Campamento","Zona de Explotación mina de asbesto.","-75.2852777","6.9797223","800.00000000","1300.00000000",NA,"J.L. Fernandez-Alonso (COL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2008-05-27 22:02:00-03","MO","MOBOT","1826434","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Alwyn H. Gentry|Luis E. Forero","Gentry 15348","1975","7","23","South America","Colombia",NA,NA,NA,NA,"Santander",NA,NA,"(L. f.) Kuntze",NA,"3 km N of Aratoca, disturbed roadside.","-73.01","6.72","1600.00000000",NA,NA,"W.G. D'Arcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4033",NA,NA
"184","2012-03-28 05:28:00-03","MO","MOBOT","1830219","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Jorge Caranqui|Elsa R. Toapanta|Thomas B. Croat","Caranqui 701","2002","8","19","South America","Ecuador",NA,NA,NA,NA,"Tungurahua",NA,NA,"(L. f.) Kuntze","Baños","Parroquia Río Negro; carretera 4.8 Km, cruzando el río Pastaza, al sur de río Negro; bosque perturbado, al filo del camino.","-78.21666","-1.45","1520.00000000",NA,NA,"D.A. Neill (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2010-07-24 01:36:00-03","MO","MOBOT","1888898","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Thomas B. Croat|Lynn P. Hannon","Croat 88221","2003","4","29","South America","Ecuador",NA,NA,NA,NA,"Imbabura",NA,NA,"(L. f.) Kuntze",NA,"Along road from Apuela to Plaza Gutierrez, 1.7 Km E of Apuela.","-78.50777","0.35111","2414.00000000",NA,NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1150","2",NA
"186","2019-01-25 04:35:00-02","MO","MOBOT","1925835","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Luis Valenzuela G.|Efraín Suclli|Isau Huamantupa|Jim Farfán","Valenzuela Gamarra 1271","2003","1","24","South America","Peru",NA,NA,NA,NA,"Cusco",NA,NA,"(L. f.) Kuntze","Calca","Dist. Lares, Mantto, Colca, Quebrada, Bosque Secundario húmedo","-72.05583","-13.00472","2690.00000000",NA,NA,"U. Molau (GB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"187","2019-07-30 07:07:00-03","MO","MOBOT","1936299","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Elsa M. Zardini|Isabelino Chaparro","Zardini 60319","2003","10","30","South America","Paraguay",NA,NA,NA,NA,"Canindeyú",NA,NA,"(L. f.) Kuntze",NA,"Mbaracayú Biosphere Reserve. Aguará Ñu. Collecting area: around two hectares.","-55.2791667","-24.1861111","200.00000000",NA,NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1286","1",NA
"188","2009-06-25 13:34:00-03","MO","MOBOT","2056413","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Paul C. Hutchison|J. Kenneth Wright","Hutchison 3899","1964","1","31","South America","Peru",NA,NA,NA,NA,"Amazonas",NA,NA,"(L. f.) Kuntze","Bongará","Pomacochas Road, km 322, roadcut bank.",NA,NA,"1920.00000000",NA,NA,"Ronald L. Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"397",NA,NA
"189","2013-11-15 10:06:00-02","MO","MOBOT","2169278","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Thomas B. Croat","Croat 51385","1980","11","23","South America","Bolivia",NA,NA,NA,NA,"La Paz",NA,NA,"(L. f.) Kuntze","Murillo","Along road between power plants on Río Zongo; 11-14 km above Kahua Power Plant. Subalpine subtropical rain forest.","-68.1166667","-16.25","2000.00000000","2300.00000000",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1283","1",NA
"190","2016-11-15 05:15:00-02","MO","MOBOT","2232711","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Antonio C. Krapovickas|et al.","Krapovickas 16793",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,"Corrientes",NA,NA,"(L. f.) Kuntze","Santo Tomé","Establecimiento Las Marías, ruta Nac. 14, 7 km S de Gobernador Virasoro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
