"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","class","relatedCatalogItem","previousCatalogNumber","monthIdentified","dayIdentified"
"11","2021-04-08 17:42:48-03","EAO","IAN","24750","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C.DC.",NA,"Blanchet, JS","1884",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN024750","IAN024750_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:42:48-03","EAO","IAN","24750","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C.DC.",NA,"Blanchet, JS","1884",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN024750","IAN024750_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:14:00-03","ESALQ","ESA","132432","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii",NA,"Flores, T.B.","Demuner, V. et al.","3034.0","2006","11","13",NA,"Brasil","Espírito Santo","Governador Lindenberg",NA,NA,NA,NA,NA,"ESA132432",NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:14:00-03","ESALQ","ESA","132432","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii",NA,"Flores, T.B.","Demuner, V. et al.","3034.0","2006","11","13",NA,"Brasil","Espírito Santo","Governador Lindenberg",NA,NA,NA,NA,NA,"ESA132432",NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-12 18:12:15-03","UFES","VIES","36730","S","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C.DC.",NA,"Gurtler, J.; Dutra, S.C.","JAC 248","2017","10","31",NA,"Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P3).","-40.441389","-18.785278",NA,NA,"VIES036730","VIES036730",NA,NA,NA,NA,"40º26'29''W","18º47'7''S",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-12 18:12:15-03","UFES","VIES","36730","S","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C.DC.",NA,"Gurtler, J.; Dutra, S.C.","JAC 248","2017","10","31",NA,"Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P3).","-40.441389","-18.785278",NA,NA,"VIES036730","VIES036730",NA,NA,NA,NA,"40º26'29''W","18º47'7''S",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:35:25-03","MBM","MBM","284818","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C. DC.","Pennington, T.D.","Carvalho, A.M. de; et al.; et al.","6709","1999","02","27","Southern America","Brazil","Bahia","Jussari","Rodovia Palmira - Itaju da Colônia","-39.4953002929688","-15.1913995742798",NA,NA,"MBM284818","MBM284818",NA,NA,NA,NA,NA,NA,"21386","auto",NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:35:25-03","MBM","MBM","284818","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C. DC.","Pennington, T.D.","Carvalho, A.M. de; et al.; et al.","6709","1999","02","27","Southern America","Brazil","Bahia","Jussari","Rodovia Palmira - Itaju da Colônia","-39.4953002929688","-15.1913995742798",NA,NA,"MBM284818","MBM284818",NA,NA,NA,NA,NA,NA,"21386","auto",NA,NA,NA,NA,NA,NA
"19","2015-11-07 02:42:34-02","MNHN","RECOLNAT_MNHN_P","P02274127","PreservedSpecimen",NA,NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C.DC.",NA,"Blanchet",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274127' target='other'> <mi>dwc_moreinfo</mi></a>","P02274127","P02274127_01","type",NA,NA,NA,NA,NA,NA,NA,"1884",NA,NA,NA,NA,NA
"20","2019-02-22 14:57:48-03","MNHN","RECOLNAT_MNHN_P","P02274128","PreservedSpecimen",NA,NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C.DC.","Pennington","Blanchet",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274128' target='other'> <mi>dwc_moreinfo</mi></a>","P02274128","P02274128_01","isolectotype",NA,NA,NA,NA,NA,NA,NA,"1810",NA,NA,NA,NA,NA
"21","2015-11-07 02:42:34-02","MNHN","RECOLNAT_MNHN_P","P02274127","PreservedSpecimen",NA,NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C.DC.",NA,"Blanchet",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274127' target='other'> <mi>dwc_moreinfo</mi></a>","P02274127","P02274127_01","type",NA,NA,NA,NA,NA,NA,NA,"1884",NA,NA,NA,NA,NA
"22","2019-02-22 14:57:48-03","MNHN","RECOLNAT_MNHN_P","P02274128","PreservedSpecimen",NA,NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C.DC.","Pennington","Blanchet",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274128' target='other'> <mi>dwc_moreinfo</mi></a>","P02274128","P02274128_01","isolectotype",NA,NA,NA,NA,NA,NA,NA,"1810",NA,NA,NA,NA,NA
"23","2020-08-31 09:09:41-03","INPA","INPA","143879","S","Plantae","Dicotyledon Com-Clade","Sapindales","Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C.DC.","Pennington, TD","Ferreira, CAC","8036","1986","08","25","Southern America","Brasil","Pará","Oriximiná","Serra do Cachorro, Rio Cachorro, próximo à Cachoeira São Pedro (Cachoeria Alta).","-57.216667","-0.883333",NA,NA,"INPA0143879","INPA0143879 INPA0143879_e INPA0143879_e1",NA,NA,NA,"1989","-57.216667","-0.883333",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-08-31 09:09:41-03","INPA","INPA","143879","S","Plantae","Dicotyledon Com-Clade","Sapindales","Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C.DC.","Pennington, TD","Ferreira, CAC","8036","1986","08","25","Southern America","Brasil","Pará","Oriximiná","Serra do Cachorro, Rio Cachorro, próximo à Cachoeira São Pedro (Cachoeria Alta).","-57.216667","-0.883333",NA,NA,"INPA0143879","INPA0143879 INPA0143879_e INPA0143879_e1",NA,NA,NA,"1989","-57.216667","-0.883333",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-09-04 17:58:44-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii",NA,NA,"J. S. Blanchet","1884",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,NA,NA,"Isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"26","2020-02-13 11:11:26-03","F","FMNH-SEEDPLANTS","V0361453F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii",NA,NA,"J. S. Blanchet","1884",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,"V0361453F","V0361453F_01","Isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"27","2019-09-04 17:58:44-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii",NA,NA,"J. S. Blanchet","1884",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,NA,NA,"Isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"28","2020-02-13 11:11:26-03","F","FMNH-SEEDPLANTS","V0361453F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii",NA,NA,"J. S. Blanchet","1884",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,"V0361453F","V0361453F_01","Isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"29","2020-07-23 12:13:50-03","CEPLAC","CEPEC","81197","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii",NA,"T. D. Pennington","A. M. de Carvalho","6709","1999","02","27",NA,"Brasil","Bahia","JUSSARÍ","Ca. 2,5Km de Palmira, na Rod. Palmira/Itaju do Colonia. Faz. São Roque.","-39.566667","-15.133333",NA,NA,NA,NA,NA,NA,NA,NA,"39W34'","15S8'",NA,NA,NA,NA,"30/12/2000",NA,NA,NA
"30","2020-07-23 12:13:50-03","CEPLAC","CEPEC","81492","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii",NA,"P. Fiaschi","W. W. Thomas","11964","2000","02","02",NA,"Brasil","Bahia","JUSSARÍ","Ca. 2.5Km ao N Palmira no sentido Palmira/Itaju do Colonia/Itapé, Rod. p/ Faz. São Roque.","-39.566667","-15.133333",NA,NA,NA,NA,NA,NA,NA,NA,"39W34'","15S8'",NA,NA,NA,NA,"30/12/2003",NA,NA,NA
"31","2020-07-23 12:13:50-03","CEPLAC","CEPEC","13567","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii",NA,"T. D. Pennington","R. S. Pinheiro","2091","1973","04","05",NA,"Brasil","Bahia","GUARATINGA","Km 25 Rod. Guaratinga/Sao Paulinho.","-39.7827987670898","-16.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,"0*0'99","99*99'99","55290","auto",NA,NA,"30/12/1978",NA,NA,NA
"32","2020-07-23 12:13:50-03","CEPLAC","CEPEC","81197","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii",NA,"T. D. Pennington","A. M. de Carvalho","6709","1999","02","27",NA,"Brasil","Bahia","JUSSARÍ","Ca. 2,5Km de Palmira, na Rod. Palmira/Itaju do Colonia. Faz. São Roque.","-39.566667","-15.133333",NA,NA,NA,NA,NA,NA,NA,NA,"39W34'","15S8'",NA,NA,NA,NA,"30/12/2000",NA,NA,NA
"33","2020-07-23 12:13:50-03","CEPLAC","CEPEC","81492","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii",NA,"P. Fiaschi","W. W. Thomas","11964","2000","02","02",NA,"Brasil","Bahia","JUSSARÍ","Ca. 2.5Km ao N Palmira no sentido Palmira/Itaju do Colonia/Itapé, Rod. p/ Faz. São Roque.","-39.566667","-15.133333",NA,NA,NA,NA,NA,NA,NA,NA,"39W34'","15S8'",NA,NA,NA,NA,"30/12/2003",NA,NA,NA
"34","2020-07-23 12:13:50-03","CEPLAC","CEPEC","13567","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii",NA,"T. D. Pennington","R. S. Pinheiro","2091","1973","04","05",NA,"Brasil","Bahia","GUARATINGA","Km 25 Rod. Guaratinga/Sao Paulinho.","-39.7827987670898","-16.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,"0*0'99","99*99'99","55290","auto",NA,NA,"30/12/1978",NA,NA,NA
"35","2016-08-23 10:59:52-03","NHMLondon","NHM-LONDON-BOT","BM000799167","S","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C.DC.",NA,"Jacques Samuel Blanchet; b.1807; d.1875; Blanchet","1884",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/3bfd278dfabe526f286ff1b79f1ce4742661916c/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Isotype",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4991529",NA,NA
"36","2016-08-23 10:59:52-03","NHMLondon","NHM-LONDON-BOT","BM000799167","S","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C.DC.",NA,"Jacques Samuel Blanchet; b.1807; d.1875; Blanchet","1884",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/3bfd278dfabe526f286ff1b79f1ce4742661916c/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Isotype",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4991529",NA,NA
"37","2017-09-11 17:11:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C.DC.",NA,"Blanchet, JS","1884",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Habitat ad Ilheos prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-09-11 17:11:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C.DC.",NA,"Blanchet, JS","1884",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Habitat ad Ilheos prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2014-09-23 10:58:47-03","G","G","G00353205","S","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C. DC.","Pennington, T. D.","Blanchet, J. S.","1884",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=248982&base=img&lang=en","G00353205","G00353205","ISOLECTOTYPUS of Trichilia blanchetii C. DC.",NA,NA,"1979","-41.99722222","-12.18305556",NA,NA,NA,NA,NA,NA,"01","01"
"40","2014-09-23 10:58:47-03","G","G","G00353205","S","Plantae",NA,NA,"Meliaceae","Trichilia","blanchetii","Trichilia blanchetii","C. DC.","Pennington, T. D.","Blanchet, J. S.","1884",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=248982&base=img&lang=en","G00353205","G00353205","ISOLECTOTYPUS of Trichilia blanchetii C. DC.",NA,NA,"1979","-41.99722222","-12.18305556",NA,NA,NA,NA,NA,NA,"01","01"
