"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","typeStatus","recordedBy","recordNumber","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","monthIdentified","day"
"1","2019-11-21 10:07:00-03","IBt","SP","14857","S","Plantae","Gesneriaceae","Rechsteineria","insularis","Rechsteineria insularis","Hoehne","Mamede, MCH","2011","Paratype","Loefgren, A","CGG3308","1895","10","Brasil","São Paulo","São Sebastião","Em cultivo na capital, procedente do Morro do Recife, São Sebastião","-45.4099998474121","-23.7600002288818","41977","SP000766","SP000766","auto",NA,NA
"2","2019-11-21 10:07:00-03","IBt","SP","14847","S","Plantae","Gesneriaceae","Rechsteineria","insularis","Rechsteineria insularis","Hoehne","Chautems, A","1989","Holotype","Luederwaldt, H; Fonseca","s.n.","1920","10","Brasil","São Paulo","São Sebastião","Ilha de Alcatrazes","-45.4099998474121","-23.7600002288818","41977","SP000767","SP000767","auto","03",NA
"3","2020-06-04 11:03:23-03","IBt","SP","270717","S","Plantae","Gesneriaceae","Sinningia","insularis","Sinningia insularis","(Hoehne) Chautems",NA,NA,NA,"Rossi, L","1093","1990","12","Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818","41977",NA,NA,"auto",NA,"11"
"4","2020-06-04 11:03:23-03","IBt","SP","270968","S","Plantae","Gesneriaceae","Sinningia","insularis","Sinningia insularis","(Hoehne) Chautems",NA,NA,NA,"Rossi, L","1144","1992","09","Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818","41977",NA,NA,"auto",NA,"11"
"5","2019-11-21 10:07:03-03","IBt","SP","248262","S","Plantae","Gesneriaceae","Sinningia","insularis","Sinningia insularis","(Hoehne) Chautems",NA,NA,NA,"Rossi, L; et al.","435","1988","09","Brasil","São Paulo","São Sebastião","Ilha de Alcatrazes, Encosta voltada para o Saco do Funil","-45.4099998474121","-23.7600002288818","41977",NA,NA,"auto",NA,"01"
