"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","recordNumber","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","geoFlag","continentOcean","preparationType","previousCatalogNumber","imagecode","infraspecificEpithet","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","sex"
"486","2021-04-07 11:45:28-03","UFMS","CGMS","47111","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"A.G.S. Arruda; A.C. Gomes; D.J. Machate; F. Macedo Alves; T.C. Piva","2014","11","25","Brasil","Mato Grosso do Sul","Aquidauana","Cerradinho (UEMS).","-55.6583333","-20.4366666","-55,6583333","-20,4366666","Flor com pétalas marrons e estames amarelos. Fruto ausente. Habitat: Cerradão. Solo arenoso. Habito: Árvore.","CGMS1077082",NA,NA,"2",NA,"188","188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2021-04-07 11:45:28-03","UFMS","CGMS","31425","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","V.A. Assunção","2010","07","20","V.A. Assunção","2010","04","18","Brasil","Mato Grosso do Sul","Jaraguari","Furnas do Dionísio. Parcela 3.","-54.5666667","-20.1472222","-54,5666667","-20,1472222","Flor branca com cálice vermelho. Estames amarelos. Flor com odor de amendoim. Habitat: Floresta estacional. Floresta decídua. Solo eutrófico. Relevo escarpado. Habito: Árvore. 2,50m de altura.","CGMS1060858",NA,NA,"617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2021-04-07 11:45:28-03","UFMS","CGMS","57708","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","A. Pott","2005",NA,NA,"A. Pott; V.J. Pott","2005","08","13","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Horizonte, sub-região da Nhecolândia, Pantanal.","-55.8344444","-18.9588889","-55,8344444","-18,9588889","Flor ausente. Fruto imaturo, verde. Casca esfoliante. Habitat: Cerradão tipo mesotrófico, semidecidual, com Magonia, Myracrodruon e Anandenanthera colubrina. Solo arenoso. Relevo convexo em plano. Frequente. Habito: Árvore. 4-10m de","CGMS1087642",NA,NA,"13023",NA,"120","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2021-04-07 11:45:28-03","UFMS","CGMS","28719","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"S.A. Cunha","2009","10","27","Brasil","Mato Grosso do Sul","Anastácio","Assentamento Monjolinho. Lote 102.","-55.8069000244141","-20.4836006164551",NA,NA,"Fruto castanho-amarelado. Coordenadas originais 20°78#?#S 55°62#?#W Habitat: Cerrado antropizado. Habito: Árvore. 5,00m de altura.","CGMS1058176",NA,NA,"355","80799","200","200",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2021-04-07 11:45:28-03","UFMS","CGMS","22138","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","B.G. Fina",NA,NA,NA,"B.G. Fina","2003","05","08","Brasil","Mato Grosso do Sul","Aquidauana",NA,"-55.7872009277344","-20.4710998535156",NA,NA,"Pétalas amarelas. Habitat: Cerrado. Habito: Arbóreo. 3,00 m de altura.","CGMS1051549",NA,NA,"302","212961",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2021-04-07 11:45:28-03","UFMS","CGMS","22137","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","B.G. Fina",NA,NA,NA,"B.G. Fina","2003","08","13","Brasil","Mato Grosso do Sul","Aquidauana",NA,"-55.7872009277344","-20.4710998535156",NA,NA,"Frutos arredondados, sementes anemocóricas. Habitat: Cerrado. Habito: Arbóreo. 2,50 m de altura.","CGMS1051548",NA,NA,"333","212961",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2021-04-07 11:45:28-03","UFMS","CGMS","740","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,"2003","06","27","C.A. Conceição","1988","06","04","Brasil","Mato Grosso do Sul","Aquidauana","Morro do Chapéu.","-55.7872009277344","-20.4710998535156",NA,NA,"Flores amarelas alvas. Habitat: Cerrado. Habito: Arbóreo","CGMS1015323",NA,NA,"2259","212961",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2021-04-07 11:45:28-03","UFMS","CGMS","737","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","U.M Resende","2003","06","27","C.A. Conceição","1986","07","10","Brasil","Mato Grosso do Sul","Campo Grande","Coopharádio.","-54.6464004516602","-20.4428005218506",NA,NA,"Flor amarela. Habitat: Cerrado, solo arenoso. Habito: Arbusto.","CGMS1015325",NA,NA,"1887","161190",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2021-04-07 11:45:28-03","UFMS","CGMS","23414","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","A. Pott","2011",NA,NA,"E.P. Seleme; V. Assunção","2007","08","26","Brasil","Mato Grosso do Sul","Campo Grande","Fazenda Betânia.","-54.6464004516602","-20.4428005218506",NA,NA,"Fruto verde. Com apenas um fruto verde, poucas folhas, caule descascando. Habitat: Cerrado. Cerradão. Habito: Árvore. 4,00m de altura.","CGMS1052822",NA,NA,"87","161190",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2021-04-07 11:45:28-03","UFMS","CGMS","3077","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","U.M. Resende","2003","06","27","U.M. Resende","1990","05","23","Brasil","Mato Grosso do Sul","Campo Grande","Reserva Biológica da U.F.M.S.","-54.6464004516602","-20.4428005218506",NA,NA,"Flor amarelada. Habitat: Terrestre. Habito: Árbóreo.","CGMS1015322",NA,NA,"118","161190",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2021-04-07 11:45:28-03","UFMS","CGMS","5288","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"U.M. Resende","1992","09","19","Brasil","Mato Grosso do Sul","Campo Grande","Universidade Federal de Mato Grosso do Sul.","-54.6464004516602","-20.4428005218506",NA,NA,"Flor amarela. Habitat: Terrestre. Habito: Arbóreo.","CGMS1015321",NA,NA,"931","161190",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2021-04-07 11:45:28-03","UFMS","CGMS","10432","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","U.M. Resende","2002","10","02","Durvalino","2002","07","06","Brasil","Mato Grosso do Sul","Jaraguari","Furnas do Dionísio.","-54.3993988037109","-20.1417007446289",NA,NA,NA,"CGMS1039723",NA,NA,"8","56873",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2021-04-07 11:45:28-03","UFMS","CGMS","738","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","U.M Resende","2003","06","27","C.A. Conceição; Edna","1987","06","09","Brasil","Mato Grosso do Sul","Miranda","Fazenda Nova Miranda.","-56.3782997131348","-20.2406005859375",NA,NA,"Flor amarela. Habitat: Terrestre. Habito: Arbóreo","CGMS1015324",NA,NA,NA,"92112",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2021-04-07 11:45:28-03","UFMS","CGMS","736","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","U.M Resende","2003","06","27","Alunos da Biologia","1984","04","14","Brasil","Mato Grosso do Sul","Rio Negro","Fazenda Pontal.","-54.9869003295898","-19.4493999481201",NA,NA,"Flor amarela. Habitat: Terrestre. Habito: Arbóreo","CGMS1015326",NA,NA,NA,"35127",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2021-04-07 11:45:28-03","UFMS","CGMS","40985","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"T.S. Ebbing","2013","03","23","Brasil","Mato Grosso do Sul","Sidrolândia","Fazenda acampamento.","-54.9613990783691","-20.9319000244141",NA,NA,"Análise fitoquímica.","CGMS1070253",NA,NA,"1","73119",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2019-11-27 13:49:53-03","UFS","ASE","15770","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Nascimento - Júnior, JE","2010","10",NA,"Costa, SM","2009","10","17","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.684167","-9.805278","-37.684167","-9.805278","Árvore, ca. 6 m. Flores com pétalas alvas obovadas com margens pregeadas, botões florais com cheiro de pitomba.; Árvore, ca. 6 m. Flores com pétalas alvas obovadas com margens pregeadas, botões florais com cheiro de pitomba.; Brej","ASE0022991","Magnoliophyta",NA,"618",NA,NA,NA,NA,NA,"Southern America",NA,NA,"ASE0022991",NA,NA,NA,NA,NA,NA,NA
"502","2019-11-27 13:49:53-03","UFS","ASE","17929","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Ferreira, EVR","2010","09","13","Ferreira, EVR","2010","07","20","Brasil","Sergipe","Poço Verde","Fazenda Santa Maria da Lage","-38.183333","-10.708333","-38.183333","-10.708333","Árvore com frutos.; Árvore com frutos.; Caatinga","ASE0024438","Magnoliophyta",NA,"134",NA,NA,NA,NA,NA,"Southern America",NA,NA,"ASE0024438",NA,NA,NA,NA,NA,NA,NA
"503","2019-11-27 13:49:53-03","UFS","ASE","17931","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Ferreira, EVR","2010","09","13","Ferreira, EVR","2010","07","20","Brasil","Sergipe","Poço Verde","Fazenda Santa Maria da Lage","-38.183333","-10.708333","-38.183333","-10.708333","Árvore.; Árvore.; Caatinga","ASE0024440","Magnoliophyta",NA,"136",NA,NA,NA,NA,NA,"Southern America",NA,NA,"ASE0024440",NA,NA,NA,NA,NA,NA,NA
"504","2019-11-27 13:49:53-03","UFS","ASE","19903","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Machado, WJ","2010","10",NA,"Machado, WJ; Santos, LAS; Menezes, IRN; Jesus, JB","2010","07","25","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.684167","-9.805278","-37.684167","-9.805278","Arbusto.; Arbusto.; Brejo de Altitude","ASE0027425","Magnoliophyta",NA,"632",NA,NA,NA,NA,NA,"Southern America",NA,NA,"ASE0027425",NA,NA,NA,NA,NA,NA,NA
"505","2019-11-27 13:49:53-03","UFS","ASE","20050","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Machado, WJ","2010","12",NA,"Machado, WJ; Jesus, JB","2010","10","23","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.684167","-9.805278","-37.684167","-9.805278","Arbusto ca 2 m. Frutos verdes (imaturos).; Arbusto ca 2 m. Frutos verdes (imaturos).; Brejo de Altitude","ASE0012473","Magnoliophyta",NA,"779",NA,NA,NA,NA,NA,"Southern America",NA,NA,"ASE0012473",NA,NA,NA,NA,NA,NA,NA
"506","2019-11-27 13:49:53-03","UFS","ASE","22237","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Gomes, LA","2011","11",NA,"Gomes, LA; Déda, RM; Santos, E","2011","11","11","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda da mata","-37.438611","-11.409444","-37.438611","-11.409444","Árvore com ca. de 8m. Flores com brácteas verdes, pétalas vináceas, estames amarelados em forma de gavinhas. Botões verdes com a parte superior amarronzada. Fruto imaturo verde.; Árvore com ca. de 8m. Flores com brácteas verdes, pétal","ASE0028363","Magnoliophyta",NA,"261",NA,NA,NA,NA,NA,"Southern America",NA,NA,"ASE0028363",NA,NA,NA,NA,NA,NA,NA
"507","2019-11-27 13:49:53-03","UFS","ASE","24482","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Déda, RM","2012","09",NA,"Campos, DA; Matos, GMA","2011","11","25","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana","-37.315","-10.758056","-37.315","-10.758056","Flores lilas e estames amarelos.; Flores lilas e estames amarelos.","ASE0029927","Magnoliophyta",NA,"8",NA,NA,NA,NA,NA,"Southern America",NA,NA,"ASE0029927",NA,NA,NA,NA,NA,NA,NA
"508","2019-11-27 13:49:53-03","UFS","ASE","32006","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Oliveira, EVS","2014","09","22","Oliveira, EVS","2014","09","12","Brasil","Sergipe","Poço Verde","Assentamento Santa Maria da Lage, Mata de reserva legal","-38.1833","-10.7083","-38.1833","-10.7083","Arbusto. Cerca de 4 m. Solo pedregoso e seco. Substrato terrícola. Restrita a área coletada. Folhas opostas de consistência lisa. Corola gamopétala.; Caatinga","ASE0002948","Magnoliophyta",NA,"452",NA,NA,NA,NA,NA,"Southern America",NA,NA,"ASE0002948 ASE0002948_1",NA,NA,NA,NA,NA,NA,NA
"509","2019-11-27 13:49:53-03","UFS","ASE","40618","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Freire, GS","2018","09",NA,"Santos, E","2018","08","17","Brasil","Sergipe","Lagarto","Assentamento Che Guevara, Matinha do Dr. João.","-37.626141","-10.85897","-37.626141","-10.85897","Arbusto aprox. 3,8 m, botões florais esverdeados e flores pétalas brancas.","ASE0042138","Magnoliophyta",NA,"289",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2019-11-27 13:49:53-03","UFS","ASE","32961","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"Machado, WJ; Santos, A; Santos, JA; Santos, LS","2013","10","31","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana","-37.1854","-10.4529","-37.1854","-10.4529","Árvore, 4m. Flores passadas. Fruto verde imaturo.","ASE0036743","Magnoliophyta",NA,"1158",NA,NA,NA,NA,NA,"Southern America",NA,NA,"ASE0036743",NA,NA,NA,NA,NA,NA,NA
"511","2019-11-27 13:49:53-03","UFS","ASE","16286","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Mendes, K","2008","10","14","Mendes, K; Gomes, P; Alves, M; Heald, S; Amorim, BS","2007","10","12","Brasil","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana, Trilha para a chacoeira","-37.355833","-10.773056","-37.355833","-10.773056","Solo arenoso. Arbusto com ca. de 2m. Flores amarelas.; Solo arenoso. Arbusto com ca. de 2m. Flores amarelas.; Arbustiva-arbórea.","ASE0022673","Magnoliophyta",NA,"85",NA,"196","196",NA,NA,"Southern America",NA,NA,"ASE0022673",NA,NA,NA,NA,NA,NA,NA
"512","2019-11-27 13:49:53-03","UFS","ASE","39982","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Freire, GS","2017","11","10","Santana, JP; Freire, GS; Matos, GMA; Santos, E","2017","11","08","Brasil","Sergipe","Lagarto","Assentamento Che Guevara, Mata de Dr. João.","-37.3743","-10.5149","-37.3743","-10.5149","Árvore com cerca de 4 m. Inflorescência em racemo terminal, flores alvas, estaminadas. Folhas glabras, coriáceas.; Ecótono- Caatinga e Mata Atlântica.","ASE0041499","Magnoliophyta",NA,"657",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2019-11-27 13:49:53-03","UFS","ASE","34692","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Silva, BD","2015","10","22","Silva, BD; Santos, E","2015","10","06","Brasil","Sergipe","Lagarto","Assentamento Che Guevara, Mata Doutor João","-37.3743","-10.5149","-37.3743","-10.5149","Flores alvas, com botões florais e frutos imaturos verdes.","ASE0033469","Magnoliophyta",NA,"50",NA,NA,NA,NA,NA,"Southern America",NA,NA,"ASE0033469",NA,NA,NA,NA,NA,NA,NA
"514","2019-11-27 13:49:53-03","UFS","ASE","38230","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Farias, MCV","2017","03","22","Farias, MCV; Figueiredo, MAM","2015","07","01","Brasil","Sergipe","Riachão do Dantas","Fazenda de Dr. Belmiro","-37.4329","-11.048","-37.4329","-11.048","Árvore com frutos imaturos verdes.; Mata Atlântica.","ASE0039479","Magnoliophyta",NA,"826",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2019-11-27 13:49:53-03","UFS","ASE","40551","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Ibrahim, M; Déda, RM","2018","11","07","Santos, E; Dantas, FS; Farias, MCV; Landim, M; Proença, C","2017","10","16","Brasil","Sergipe","Riachão do Dantas","Fazenda do Dr. Belmiro, Às margens da estrada de terra em direção à sede da fazenda.","-37.441049","-11.20473","-37.441049","-11.20473","Trepadeira, arbusto escandente volúvel. Frutos imaturos verdes e maduros vináceos.; Mata de Transição.","ASE0042073","Magnoliophyta",NA,"251",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","2019-11-27 13:49:53-03","UFS","ASE","32731","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"Farias, MCV; Santos, E; Figueiredo, MA; Santana, JP","2014","06","25","Brasil","Sergipe","Riachão do Dantas","Fazenda Dr. Belmiro, Mata de transição","-37.4329","-11.0408","-37.4329","-11.0408","Flores vistosas esbranquiçadas e estames numerosos.","ASE0004900","Magnoliophyta",NA,"541",NA,NA,NA,NA,NA,"Southern America",NA,NA,"ASE0004900",NA,NA,NA,NA,NA,NA,NA
"517","2019-11-27 13:49:53-03","UFS","ASE","40703","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Felix, GJ","2018","04","16","Felix, GJ; Oliveira, EVS; Santos-Neto, AM","2016","04","28","Brasil","Sergipe","Santo Amaro das Brotas","Assentamento Hugo Heredia (Rodovia SE-240), Mata de reserva legal","-37.031","-10.5253","-37.031","-10.5253","Solo arenoso e seco. Substrato terrícola. Arbusto. Flores laranja.; Restinga","ASE0042254","Magnoliophyta",NA,"118",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","2019-11-27 13:49:53-03","UFS","ASE","40659","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Felix, GJ","2018","04","16","Felix, GJ; Oliveira, EVS; Santos-Neto, AM","2016","02","11","Brasil","Sergipe","Santo Amaro das Brotas","Assentamento Hugo Heredia (Rodovia SE-240), Mata de reserva legal","-37.031","-10.5253","-37.031","-10.5253","Solo arenoso e seco. Substrato terrícola. Arbusto. Flor amarela.; Restinga","ASE0042210","Magnoliophyta",NA,"61",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","2019-11-27 13:49:53-03","UFS","ASE","38324","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Oliveira, EVS","2015","09","02","Oliveira, EVS; Feliz, GJ; Santos-Neto, AM; Nunes, SS; Souza, JO; Landim, MF","2015","09","02","Brasil","Sergipe","Santo Amaro das Brotas","Assentamento Hugo Heredia (Rodovia SE-240), Mata de reserva legal","-37.031","-10.5253","-37.031","-10.5253","Arbusto. ca. de 2 m. Com flores.; Restinga","ASE0039712","Magnoliophyta",NA,"637",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","2021-03-01 16:33:16-03","UNICAMP","UEC","201480","S","Plantae","Lythraceae","Lafoensia","densiflora","Lafoensia densiflora","Pohl",NA,NA,NA,NA,"Purgato, NCS; Carli, BF; Guillen, ACM; Silva, BGR; Vergilio, R; Carvalho, ABF","2017","04","30","Brazil","Minas Gerais","Jaboticatubas","Parque Nacional da Serra do Cipó, trilha do Capão","-43.635833","-19.348694","-43.635833","-19.348694","Arbusto, fruto rosado; Campo rupestre, longe da trilha, aberto","UEC183885","Magnoliopsida",NA,"13",NA,"2","2",NA,NA,NA,NA,NA,"UEC183885",NA,NA,NA,NA,NA,NA,NA
"521","2021-03-01 16:33:16-03","UNICAMP","UEC","9557","S","Plantae","Lythraceae","Lafoensia","densiflora","Lafoensia densiflora","Pohl","Tamashiro, JY","1981","10",NA,"Davis, PH; Gibbs, PE; Kinoshita, LS; Semir, J; Andrade, JB","1976","07","28","Brazil","Minas Gerais","Serra do Cabral","Rodovia Joaquim Felício - Pirapora",NA,NA,NA,NA,"Alt. 2-6 metros, frutos e restos de flores.","UEC199478","Magnoliopsida",NA,"2.470",NA,NA,NA,NA,NA,NA,NA,NA,"UEC199478",NA,NA,NA,NA,NA,NA,NA
"522","2021-03-01 16:33:16-03","UNICAMP","UEC","99748","S","Plantae","Lythraceae","Lafoensia","densiflora","Lafoensia densiflora","Pohl","Meira, RMSA","1998","09","28","Koch, I; Lisboa, M; Belinello, R","1997","04","06","Brazil","Bahia","Piatã-Abaíra","estrada para cataloes",NA,NA,NA,NA,"arbusto ca. 1,5m flores amarelo-esverdeada","UEC150760","Magnoliopsida",NA,"706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","2021-03-01 16:33:16-03","UNICAMP","UEC","9552","S","Plantae","Lythraceae","Lafoensia","densiflora","Lafoensia densiflora","Pohl","Tamashiro, JY","1987","10",NA,"Davis, PH","1976","06","12","Brazil","Distrito Federal","Brasília","parque do gama, 45km of brasilia","-47.9296989440918","-15.7797002792358",NA,NA,"shrub /tree 3-4m, petals white,soon falling","UEC150755","Magnoliopsida",NA,"60189","70570","1000","1000",NA,"auto",NA,NA,NA,"UEC150755",NA,NA,NA,NA,NA,NA,NA
"524","2021-03-01 16:33:16-03","UNICAMP","UEC","101454","S","Plantae","Lythraceae","Lafoensia","densiflora","Lafoensia densiflora","Pohl","Meira, RMSA","1998","09","28","Meira, RMSA; Meira Neto, JAA","1993","07","18","Brazil","Minas Gerais","Santa Bárbara","estrada de terra santa barbara- mariana, mais ou menos a 26km da entrada do caraça,nun encontro da estrada proximo a entrada do CVRD-SUMIN, no lado esquerdo, reserva mineral da CVRD","-43.4152984619141","-19.959400177002",NA,NA,"arbusto com 2m alt, flores e botoes e frutos (maduros e verdes); beira da estrada, proximo a cerrado","UEC150756","Magnoliopsida",NA,"76","33136",NA,NA,NA,"auto",NA,NA,NA,"UEC150756",NA,NA,NA,NA,NA,NA,NA
"525","2021-03-01 16:33:16-03","UNICAMP","UEC","101453","S","Plantae","Lythraceae","Lafoensia","densiflora","Lafoensia densiflora","Pohl","Meira, RMSA","1998","09","28","Meira, RMSA; Meira Neto, JAA","1998","04","25","Brazil","Minas Gerais","Santa Bárbara","reserva mineral da CVRD, fazendão estrada santa barbara-mariana","-43.4152984619141","-19.959400177002",NA,NA,"arvoreta com 4m alt, com botões e flores; beira da trilha","UEC150759","Magnoliopsida",NA,"108","33136",NA,NA,NA,"auto",NA,NA,NA,"UEC150759",NA,NA,NA,NA,NA,NA,NA
"526","2021-03-01 16:33:16-03","UNICAMP","UEC","101455","S","Plantae","Lythraceae","Lafoensia","densiflora","Lafoensia densiflora","Pohl","Meira, RMSA","1998","09","28","Meira, RMSA; Meira Neto, JAA","1993","07","18","Brazil","Minas Gerais","Santa Bárbara","reserva mineral da CVRD, fazendão estrada santa barbara-mariana","-43.4152984619141","-19.959400177002",NA,NA,"arvoreta com 4m alt, com botões e flores","UEC150758","Magnoliopsida",NA,"77","33136",NA,NA,NA,"auto",NA,NA,NA,"UEC150758",NA,NA,NA,NA,NA,NA,NA
"527","2021-03-01 16:33:16-03","UNICAMP","UEC","101456","S","Plantae","Lythraceae","Lafoensia","densiflora","Lafoensia densiflora","Pohl","Meira, RMSA","1998","09","28","Meira, RMSA; Meira Neto, JAA","1998","04","25","Brazil","Minas Gerais","Santa Bárbara","reserva mineral da CVRD, fazendão estrada santa barbara-mariana","-43.4152984619141","-19.959400177002",NA,NA,"arbusto 5m alt, com flores botoes e frutos; beira da trilha","UEC150757","Magnoliopsida",NA,"110","33136",NA,NA,NA,"auto",NA,NA,NA,"UEC150757",NA,NA,NA,NA,NA,NA,NA
"528","2021-03-01 16:33:16-03","UNICAMP","UEC","203234","S","Plantae","Lythraceae","Lafoensia","densiflora","Lafoensia densiflora","Pohl","Furlan, A","1984","01","03","Furlan, A","1984","01","03","Brazil","São Paulo","Rio Claro","Unesp","-47.560001373291","-22.4099998474121",NA,NA,"Árvore até 3 metros, pétalas brancas, cálice verde-rosado , filete creme-amarelado.","UEC170668","Magnoliopsida",NA,"146","21773",NA,NA,NA,"auto",NA,NA,NA,"UEC170668",NA,NA,NA,NA,NA,NA,NA
"529","2021-03-01 16:33:16-03","UNICAMP","UEC","101153","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Fonseca, ML","1998","05",NA,"Fonseca, ML; Mendonça, RC; Oliveira, FCA","1998","05","19","Brazil","Minas Gerais","Formoso","Parque Nacional Grande Sertão Vereda, Estrada Belém-Brasilia,ca. 14km da sede da Funatura.","-45.954167","-15.345833","-45.954167","-15.345833","Arvoreta heliófita, ca 2.5 metros de altura; casca fissurada da cor marrom; folhas de cor verde, cartáceas; cálice verde avermelhado; botões verde avermelhados; pétalas brancas; estilete branco, comum.; Cerrado; &nf;Solo: areia quartzo","UEC159942","Magnoliopsida",NA,"1845",NA,NA,NA,NA,NA,NA,NA,NA,"UEC159942",NA,NA,NA,NA,NA,NA,NA
