"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","barcode","imagecode","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","order","fieldNumber","preparationType","individualCount","class"
"49","2019-12-06 19:29:22-03","UFES","VIES","39486","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Cardoso, W.C.","2015","Cardoso, W.C.; Barros, P.H.D.; Iglesias, D.T.","218","2012","09","23",NA,"Brasil","Espírito Santo","Serra","APA Mestre Álvaro. Trilha principal.","-40.311667","-20.168611",NA,NA,NA,"VIES039486","VIES039486",NA,NA,"40º18'42''W","20º10'7''S","718","718",NA,NA,NA,NA,NA
"50","2019-12-06 19:29:22-03","UFES","VIES","39487","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Cardoso, W.C.","2015","Cardoso, W.C.; Iglesias, D.T.","251","2013","02","24",NA,"Brasil","Espírito Santo","Serra","APA Mestre Álvaro. Trilha principal.","-40.307222","-20.164444",NA,NA,NA,"VIES039487","VIES039487",NA,NA,"40º18'26''W","20º9'52''S",NA,NA,NA,NA,NA,NA,NA
"51","2019-12-06 19:29:22-03","UFES","VIES","39488","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Cardoso, W.C.","2016","Cardoso, W.C.; Sarnaglia Jr., V.B.; Pignaton, J.","19","2011","09","03",NA,"Brasil","Espírito Santo","Serra","APA Mestre Álvaro. Trilha principal.","-40.307222","-20.164444",NA,NA,NA,"VIES039488","VIES039488",NA,NA,"40º18'26''W","20º9'52''S",NA,NA,NA,NA,NA,NA,NA
"52","2020-04-27 16:09:11-03","UFES","VIES","39489","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Cardoso, W.C.","2015","Cardoso, W.C.; Iglesias, D.T.; Freitas, V.C.","375","2015","10","09",NA,"Brasil","Espírito Santo","Serra","APA Mestre Álvaro. Trilha principal.","-40.307222","-20.164444",NA,NA,NA,"VIES039489","VIES039489","10","09","40º18'26''W","20º9'52''S",NA,NA,NA,NA,NA,NA,NA
"53","2019-12-06 19:29:22-03","UFES","VIES","41597","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Cardoso, W.C.","2016","Cardoso, W.C.; Barbosa, J.F.","360","2015","09","16",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia. Trilha do Túmulo.","-40.531111","-19.970556",NA,NA,NA,"VIES041597","VIES041597",NA,NA,"40º31'52''W","19º58'14''S","659","659",NA,NA,NA,NA,NA
"54","2020-04-27 16:09:11-03","UFES","VIES","41604","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Cardoso, W.C.","2015","Cardoso, W.C.; Barbosa, J.F.","358","2015","09","16",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia. Trilha do Túmulo.","-40.53","-19.971667",NA,NA,NA,"VIES041604","VIES041604","09","16","40º31'48''W","19º58'18''S","649","649",NA,NA,NA,NA,NA
"55","2020-04-27 16:09:11-03","UFES","VIES","41605","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Cardoso, W.C.","2015","Cardoso, W.C.; Barbosa, J.F.","363","2015","09","16",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia. Trilha da Divisa.","-40.540833","-19.965278",NA,NA,NA,"VIES041605","VIES041605","09","16","40º32'27''W","19º57'55''S","695","695",NA,NA,NA,NA,NA
"56","2019-12-06 19:29:22-03","UFES","VIES","41606","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Cardoso, W.C.","2016","Cardoso, W.C.; Iglesias, D.T.; Silva, D.G.","376","2015","10","13",NA,"Brasil","Espírito Santo","Santa Teresa","Praça Vereador Solimar Merlo.","-40.596111","-19.935278",NA,NA,NA,"VIES041606","VIES041606",NA,NA,"40º35'46''W","19º56'7''S",NA,NA,NA,NA,NA,NA,NA
"57","2021-02-10 15:39:34-03","UFES","VIES","48679","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Cardoso, W.C.","2019","Cardoso, W.C.; Soares, P.","465","2019","06","08",NA,"Brasil","Espírito Santo","João Neiva","Distrito de Demétrio Ribeiro. Quadra do distrito.","-40.419167","-19.735556",NA,NA,NA,"VIES048679","VIES048679","06","08","40º25'9''W","19º44'8''S","181","181",NA,NA,NA,NA,NA
"58","2019-06-27 10:24:27-03","UFES","VIES","13583","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Cardoso, W.C.","2015","Gomes, J.M.L.","3531","2009","11","14",NA,"Brasil","Espírito Santo","Serra","APA Mestre Álvaro.","-40.3078002929688","-20.1285991668701","16451",NA,"auto","VIES013583","VIES013583",NA,NA,NA,NA,"750","750",NA,NA,NA,NA,NA
"59","2020-12-21 16:19:48-03","MBM","MBM","387494","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G. Lindb.","Barboza, E.","2014","Motta, J.T.; Silva, J.M.; Cordeiro, J.; Barboza, E.; Vaz, J.; Silva, J.M.; Cordeiro, J.; Barboza, E.; Vaz, J.","4103","2013","09","22","Southern America","Brazil","Paraná","Coronel Domingos Soares","Fazenda São Geraldo","-52.010958","-26.304097",NA,"Epífita; flores alvas.; Floresta Ombrófila Mista.",NA,"MBM387494","MBM387494","02","05","-52.010958","-26.304097","1107","1107",NA,NA,NA,NA,NA
"60","2020-12-21 16:19:48-03","MBM","MBM","329429","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","Lindb.","Cordeiro, J.; Barboza, E.","2007","Caldas, T.R.","8","2006","09","26","Southern America","Brazil","Paraná","Guarapuava","Fazenda Três Capões","-51.4580993652344","-25.395299911499","53832","Epífita, flor alva","auto","MBM329429","MBM329429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:19:48-03","MBM","MBM","45948","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","Lindb.","Taylor, N.P.","1993","Hatschbach, G.","9248","1962","09","01","Southern America","Brazil","Paraná","Campina Grande do Sul","Rod. BR-2, Serra do Espia","-49.0553016662598","-25.3055992126465","55154","Epífita, flor alva, da mata","auto","MBM045948","MBM045948","12","10",NA,NA,"1000","1100",NA,NA,NA,NA,NA
"62","2020-12-21 16:19:48-03","MBM","MBM","395746","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G. Lindb.","Barboza, E.","2015","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","1883","2013","11","03","Southern America","Brazil","Paraná","Carambeí","Catanduva de Fora, Localidade Aroeira, margem do rio Jotuba","-50.0971984863281","-24.9178009033203","26641","Epífita. Caule cilíndrico, verde. Frutos imaturos verdes claros.; Floresta Ombrófila Mista.","auto","MBM395746","MBM395746","04","14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:19:48-03","MBM","MBM","143702","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","Lindb.","Taylor, N.P.","1993","Hatschbach, G.; Silva, J.M.; Silva, J.M.","54428","1990","09","04","Southern America","Brazil","Paraná","Cerro Azul","Ribeirão do Veado","-49.261100769043","-24.823600769043","32006","Epífita, pendente, flores alvescentes. Mata das margens do rio Ribeira","auto","MBM143702","MBM143702","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:19:48-03","MBM","MBM","99589","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","Lindb.","Taylor, N.P.","1993","Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","48564","1984","11","01","Southern America","Brazil","Paraná","Curitiba","Capanema","-49.2731018066406","-25.4277992248535","25180","Epífita, flor alva. Do capão","auto","MBM099589","MBM099589","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:19:48-03","MBM","MBM","143699","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","Lindb.","Taylor, N.P.","1993","Hatschbach, G.; Silva, J.M.; Silva, J.M.","54891","1991","01","23","Southern America","Brazil","Paraná","Guaraqueçaba","Rio Bananal","-48.3288993835449","-25.3066997528076","37295","Epífita, pendente, flores creme. Mata pluvial margem rio.","auto","MBM143699","MBM143699","12","10",NA,NA,"50","50",NA,NA,NA,NA,NA
"66","2020-12-21 16:19:48-03","MBM","MBM","136690","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","Lindb.","Taylor, N.P.","1993","Cordeiro, J.; Hatschbach, G.; Hatschbach, G.","564","1988","08","31","Southern America","Brazil","Paraná","Palmeira","Colônia Witmarsum","-50.0064010620117","-25.4293994903564","35166","Epífita, pendente, flores alvas. Do capão","auto","MBM136690","MBM136690","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:19:48-03","MBM","MBM","47933","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","Lindb.","Taylor, N.P.","1993","Hatschbach, G.","38848","1976","08","20","Southern America","Brazil","Paraná","Piraquara","Nova Tirol","-49.0633010864258","-25.4416999816895","12577","Epífita, pendente, flor alva. Do erval","auto","MBM047933","MBM047933","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:19:48-03","MBM","MBM","72036","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","Lindb.","Taylor, N.P.","1993","Kummrow, R.","1553","1981","09","11","Southern America","Brazil","Paraná","Quatro Barras","Borda do Campo","-49.0769004821777","-25.3656005859375","17116","Epífita; flor alva. Mata","auto","MBM072036","MBM072036","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:19:48-03","MBM","MBM","136689","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","Lindb.","Zappi, D.","2005","Hatschbach, G.; Silva, J.M.; Silva, J.M.","51474","1987","10","11","Southern America","Brazil","Paraná","São José dos Pinhais","Campina dos Furtados","-49.2064018249512","-25.5347003936768","45291","Epífita, pendente, flores alvas. Transição mata pluvial com Araucária","auto","MBM136689","MBM136689","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:19:48-03","MBM","MBM","94294","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","Lindb.","Taylor, N.P.","1993","Hatschbach, G.","48610","1984","08","10","Southern America","Brazil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768","45291","Epífita, pendente, flor alva. Mata pluvial","auto","MBM094294","MBM094294","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:19:48-03","MBM","MBM","89655","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","Lindb.","Taylor, N.P.","1993","Oliveira, P.I.","745","1983","09","28","Southern America","Brazil","Paraná","São José dos Pinhais","Guaricana","-49.2064018249512","-25.5347003936768","45291","Epífita, pendente, flor alva. Mata","auto","MBM089655","MBM089655","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:19:48-03","MBM","MBM","139595","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","Lindb.","Bravo, H.; Scheinvar",NA,"Klein, R.M.","7828","1968","08","06","Southern America","Brazil","Santa Catarina","Florianópolis","Morro do Rio Vermelho, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335","27000",NA,"auto","MBM139595","MBM139595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:19:48-03","MBM","MBM","102496","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","Lindb.","Taylor, N.P.","1993","Cordeiro, J.; Silva, J.M.; Silva, J.M.","106","1985","08","21","Southern America","Brazil","Paraná","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708","30514","Epífita, pendente. Flores alvas. Mata pluvial","auto","MBM102496","MBM102496","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:19:48-03","MBM","MBM","45973","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","Lindb.","Taylor, N.P.","1993","Hatschbach, G.","1525","1949","09","04","Southern America","Brazil","Paraná","Piraquara","Campininha","-49.0633010864258","-25.4416999816895","12577","Epífita, pendente, flor branca","auto","MBM045973","MBM045973","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:19:48-03","MBM","MBM","59373","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","Lindb.","Taylor, N.P.","1993","Hatschbach, G.","40484","1977","10","21","Southern America","Brazil","Paraná","Tijucas do Sul","Rincão","-49.1988983154297","-25.9281005859375","25228","Epífita, pendente, flor alva; interior da mata","auto","MBM059373","MBM059373","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2016-03-17 11:55:27-03","MNHN","RECOLNAT_MNHN_P","P04557071","PreservedSpecimen",NA,NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","G.Lindb.",NA,NA,"Dusén, P.",NA,"1908","9","19",NA,"Brasil","Paraná",NA,"Serra do Mar, Desvio Ypiranga. Paraná, Sul, Brasil, América do Sul",NA,NA,NA,"Plantae Brasilienses. . Reçu le 25 Février 1937 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557071' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"P04557071","P04557071_01",NA,NA,NA,NA,NA,NA,NA,"6767","hb",NA,NA
"77","2015-09-04 16:04:58-03","MNHN","RECOLNAT_MNHN_P","P04557072","PreservedSpecimen",NA,NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","G.Lindb.",NA,NA,"Puiggari",NA,"1887","8","1",NA,"Brasil","São Paulo","Apiaí","Apiahy. Apiaí, São Paulo, Sudeste, Brasil, América do Sul","-48.8400001525879","-24.5","37738",". . Prélévemnt Appareil Végétatif pour Pr Kluge (Allemayne). M. Malplanche 1993 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557072' target='other'> <mi>dwc_moreinfo</mi></a>","auto","P04557072","P04557072_01",NA,NA,NA,NA,NA,NA,NA,"3356","hb",NA,NA
"78","2020-12-11 11:34:16-03","UFMG","BHCB","173350","PreservedSpecimen","Plantae","Dicotyledon","Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.",NA,"2014","Motta, JT; Silva, JM; Cordeiro, J; Barboza, E; Vaz, J","4103","2013","09","22","Southern America","Brasil","Paraná","Coronel Domingos Soares","Fazenda São Geraldo.","-52.010833","-26.304167",NA,"Epífita; flores alvas.; Floresta Ombrófila Mista.",NA,"BHCB018208",NA,"02","05","-52.010833","-26.304167","1107","1107",NA,NA,NA,NA,NA
"79","2019-04-01 12:20:00-03","MO","MOBOT","101122834","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G. Lindb.","J.A. Lombardi",NA,"Anonymous","Anonymous s.n.","1963","3","15","South America","Brazil",NA,NA,"Beahm. Grown under glass at UCBG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"80","2015-10-22 10:02:41-02","UNIOESTE","UNOP","6962","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Martinez, M.T.","2011","Martinez, M.T.; Ferneda Rocha, L.C.; Temponi, L.G.; Ferneda Rocha, L.C.; Temponi, L.G.","91","2011","09","13",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Rodovia das Cataratas.","-54.5881004333496","-25.5478000640869","39570","Epífita. Não tão ramificado. Flor branca, fruto verde.","auto",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2015-10-22 10:02:41-02","UNIOESTE","UNOP","8245","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Lombardi, J.A.","2011","Lombardi, J.A.; Taxonomia de campo 2011; Taxonomia de campo 2011","8183","2011","04","11",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, estrada da Barragem caminho sede-trilha do Cartao Postal e trilha do Cartao Postal.","-42.9655990600586","-22.4122009277344","38539","Mata atlântica. Erva epífita pendente, flores alvas, filetes alvos de base rosada.","auto",NA,NA,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2018-04-19 15:15:12-03","UNIOESTE","UNOP","5635","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Cordeiro, J.; Barbosa, E.","2010","Temponi, L.G.; Cordeiro, J.; Silva, J.M.; Cordeiro, J.; Silva, J.M.","686","2009","10","12",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, BR-469, interior do parque.","-54.5881004333496","-25.5478000640869","39570","Epífita, flor alvacenta, beira da rodovia. Floresta Estacional Semidecidual.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-06-15 15:29:46-03","UNESP-RC","HRCB","14061","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.",NA,NA,"Taylor, N. P.","1646","1991","06","13",NA,"Brasil","São Paulo","Ilha Bela","Ilha de São Sebastião",NA,NA,NA,"ramos verde claros, dicotômicos, irregulares, 25-40 cm compr., 4 mm diam., botões florais imersos, creme-rosados, frutos amarelo-ouro, 8-9 mm diam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-06-15 15:29:46-03","UNESP-RC","HRCB","35087","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Zappi, D.C.","2002","Disciplina Princípios e Métodos em Taxonomia Vegetal","159","2001","11","22",NA,"Brasil","São Paulo","São Luís do Paraitinga","Núcleo Santa Virgínia (IF)","-45.121944","-23.311244",NA,"epífita, ciófita, frutos vináceos",NA,NA,NA,NA,NA,"45º07'19W","23º18'40.48S","928","928",NA,NA,NA,NA,NA
"85","2020-06-15 15:29:46-03","UNESP-RC","HRCB","42957","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Lombardi, J.A.","2006","Lombardi","6249","2006","01","18",NA,"Brasil","Rio de Janeiro","Parati",NA,"-44.820361","-23.203",NA,"epifítico em rocha grande, sobre a estrada, frutos maduros laranja",NA,NA,NA,"01",NA,"44º49'13.3W","23º12'10,8S","625","625",NA,NA,NA,NA,NA
"86","2020-06-15 15:29:46-03","UNESP-RC","HRCB","47432","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.",NA,NA,"Lombardi","6681","2007","05","19",NA,"Brasil","São Paulo","Jundiaí",NA,"-46.933333","-23.216667",NA,"borda da trilha. Epífita pendente, flores brancas com fundo levemente laranja, frutos maduros laranja",NA,NA,NA,NA,NA,"46º56'W","23º13'S","1000","1000",NA,NA,NA,NA,NA
"87","2020-06-15 15:29:46-03","UNESP-RC","HRCB","19909","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Taylor, N.P.","2004","Garcia, R.J.F.","568","1995","02","15",NA,"Brasil","São Paulo","Parelheiros",NA,"-46.735","-23.835556",NA,"epífita. Frutos verdes a vináceos",NA,NA,NA,"08","10","46º44'06W","23º50'08S",NA,NA,NA,NA,NA,NA,NA
"88","2020-06-15 15:29:46-03","UNESP-RC","HRCB","55137","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Lombardi, J.A.","2011","Lombardi","8183","2011","04","11",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgãos",NA,"-22.416667",NA,"erva epífita pendente, flores alvas, filetes alvos de base rosada",NA,NA,NA,"04",NA,NA,"22º25'S",NA,NA,NA,NA,NA,NA,NA
"89","2021-03-17 14:34:31-03","UTFPR-SL","SHPR","268","PreservedSpecimen","Plantae","Anthophyta","Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G. Lindb.","Biral, L.","2018","Biral, L. |P. Akkawi","1404","2018","10","06","América do Sul","Brasil","São Paulo","São Paulo","Área urbana","-46.702839","-23.547661",NA,"Epífita, ramos verdes pendentes, sépalas brancas, levemente róseas internamente, filetes vermelhos, anteras e estigmas brancos.",NA,"SHPR000268",NA,"10",NA,"46º42'10.22 W","23º32'51.58 S",NA,NA,NA,NA,"exsicata",NA,NA
"90","2019-12-09 17:29:39-03","UFPR","EFC","12210","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Oliveira, H.F.","1997","Prestes, P.L.",NA,"1994","10","05",NA,"Brasil","Paraná","Ponta Grossa","Parque Chácara Dantas","-50.1618995666504","-25.0949993133545","46557","epífita, flores amarelas, frequente, (HUPG 8362)","auto","EFC012210",NA,"08","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-13 11:17:24-03","USP","SPF","187414","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Calvente, AM","2008","Forzza, RC","4770","2007","10","23",NA,"Brasil","São Paulo","Bom Sucesso de Itararé",NA,"-49.1625","-24.274722",NA,NA,NA,"SPF00187414",NA,"12",NA,"-49.1625","-24.274722","1066","1066",NA,NA,NA,NA,NA
"92","2019-11-13 11:17:24-03","USP","SPF","194547","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Calvente, AM","2006","Calvente, AM","241","2006","09","11",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca","-43.2","-22.916667",NA,NA,NA,"SPF00194547",NA,NA,NA,"-43.2","-22.916667","661","1021",NA,NA,NA,NA,NA
"93","2019-11-13 11:17:24-03","USP","SPF","194560","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Calvente, AM","2005","Calvente, AM","177","2005","11","17",NA,"Brasil","Rio de Janeiro","Silva Jardim",NA,"-42.324833","-22.427194",NA,NA,NA,"SPF00194560",NA,NA,NA,"-42.324833","-22.427194","800","800",NA,NA,NA,NA,NA
"94","2019-11-13 11:17:24-03","USP","SPF","195576","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Lombardi, JA","2007","Lombardi, JA","6681","2007","05","19",NA,"Brasil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi","-46.933333","-23.216667",NA,NA,NA,"SPF00195576",NA,"05",NA,"-46.933333","-23.216667","1000","1000",NA,NA,NA,NA,NA
"95","2019-11-13 11:17:24-03","USP","SPF","99753","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Taylor, NP","1997","Garcia, RJF","568","1995","02","15",NA,"Brasil","São Paulo","São Paulo","Parelheiros","-46.735","-23.835556",NA,NA,NA,"SPF00099753",NA,"03",NA,"-46.735","-23.835556",NA,NA,NA,NA,NA,NA,NA
"96","2019-11-13 11:17:24-03","USP","SPF","47922","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Zappi, DC","1993","Cordeiro, J","106","1985","08","21",NA,"Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708","30514",NA,"auto","SPF00047922",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-13 11:17:24-03","USP","SPF","72094","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Taylor, NP","1993","Zappi, DC","263","1991","08",NA,NA,"Brasil","São Paulo","Cubatão",NA,"-46.4199981689453","-23.8899993896484","15123",NA,"auto","SPF00072094",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-13 11:17:24-03","USP","SPF","194567","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Calvente, AM","2007","Antenesca, A","s.n.","2004","11","08",NA,"Brasil","São Paulo","Mogi das Cruzes","Parque Municipal da Serra do Itapeti","-46.1883010864258","-23.5228004455566","28666",NA,"auto","SPF00194567",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-13 11:17:24-03","USP","SPF","80944","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Zappi, DC",NA,"Zappi, DC","78","1989","02","07",NA,"Brasil","São Paulo","Piedade",NA,"-47.4199981689453","-23.7099990844727","30307",NA,"auto","SPF00080944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-13 11:17:24-03","USP","SPF","60026","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Catharino, ELM; Zappi, DC","1988","Zappi, DC","53","1988","05","13",NA,"Brasil","São Paulo","Santo André","Paranapiacaba","-46.5299987792969","-23.6599998474121","27258",NA,"auto","SPF00060026",NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
