"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"26","2021-03-31 13:40:24-03","MN","R","232542","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Pangaio, L. 1393; Sepulveda, L. & Oliveira, M.",NA,"2008","02","14",NA,"Brasil","Minas Gerais","Região do Cuba, descendo no caminho do rancho do Sr. Paulo menezes para o córrego do Juquinha.",NA,NA,NA,NA,NA,NA,"Serra do Cabral","-44.254722","-17.938611","Baleeiro, P.C.","2008","08","13",NA,"44º15'17W","17º56'19S",NA,NA,NA,NA,NA
"27","2021-01-14 15:31:21-03","MN","R","130831","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Sellow, F.","226",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corrêa, M.A.","1997","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:31:21-03","MN","R","221876","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Bove, C.P. 2235; Paula; Philbrick, T. & Rehjel, B.",NA,"2010","06","15",NA,"Brasil","Tocantins",NA,"395","395",NA,NA,NA,NA,NA,"-46.951111","-10.315639",NA,NA,NA,NA,NA,"46°57'4W","10°18'56,3S",NA,NA,NA,NA,NA
"29","2021-01-14 15:31:21-03","MN","R","224487","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Brade, A.C.","5864","1911","12","24",NA,"Brasil","São Paulo",NA,NA,NA,NA,"Herbarium Brasiliense Alexandre Curt Brade",NA,NA,"Santo Amara",NA,NA,"Trinta, E.F.","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:31:21-03","MN","R","22487","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Brade, A.C.","5866","1911","12","31",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Ypiranga",NA,NA,"Corrêa, M.A.","2007","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-31 13:40:24-03","MN","R","232553","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Pangaio, L. 1395; Sepulveda, L. & Oliveira, M.",NA,"2008","02","14",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,NA,NA,"Buenópolis","-44.254722","-17.938611","Baleeiro, P.C.","2008","08","13",NA,"44º15'17W","17º56'19S",NA,NA,NA,NA,NA
"32","2021-03-31 13:40:24-03","MN","R","232554","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Pangaio, L. 1392; Sepulveda, L. & Oliveira, M.",NA,"2008","02","14",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,NA,NA,"Buenópolis","-44.254722","-17.938611","Baleeiro, P.C.","2008","08","13",NA,"44º15'17W","17º56'19S",NA,NA,NA,NA,NA
"33","2021-03-31 13:40:24-03","MN","R","232555","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Pangaio, L. 1394; Sepulveda, L. & Oliveira, M.",NA,"2008","02","14",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,NA,NA,"Buenópolis","-44.254722","-17.938611","Baleeiro, P.C.","2008","08","13",NA,"44º15'17W","17º56'19S",NA,NA,NA,NA,NA
"34","2021-03-31 13:40:24-03","MN","R","232556","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Pangaio, L. 1396; Sepulveda, L. & Oliveira, M.",NA,"2008","02","14",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,NA,NA,"Buenópolis","-44.254722","-17.938611","Baleeiro, P.C.","2008","08","13",NA,"44º15'17W","17º56'19S",NA,NA,NA,NA,NA
"35","2021-03-31 13:40:24-03","MN","R","235216","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Pangaio, L.","1390","2008","02","14",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,"R010052681",NA,"Buenópolis","-44.254722","-17.938611",NA,NA,NA,NA,NA,"44°15'17W","17°56'19S",NA,NA,NA,NA,NA
"36","2021-03-31 13:40:24-03","MN","R","235217","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Pangaio, L.","1389","2008","02","14",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,"R010052680",NA,"Buenópolis","-44.254722","-17.938611",NA,NA,NA,NA,NA,"44°15'17W","17°56'19S",NA,NA,NA,NA,NA
"37","2021-03-31 13:40:24-03","MN","R","235238","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Pangaio, L.","1386","2008","02","14",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,"R010052626",NA,"Buenópolis","-44.254722","-17.938611",NA,NA,NA,NA,NA,"44°15'17W","17°56'19S",NA,NA,NA,NA,NA
"38","2021-03-31 13:40:24-03","MN","R","235239","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Pangaio, L.","1387","2008","02","14",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,"R010052627",NA,"Buenópolis","-44.254722","-17.938611",NA,NA,NA,NA,NA,"44°15'17W","17°56'19S",NA,NA,NA,NA,NA
"39","2021-03-31 13:40:24-03","MN","R","235240","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Pangaio, L.","1388","2008","02","14",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,"R010052628",NA,"Buenópolis","-44.254722","-17.938611",NA,NA,NA,NA,NA,"44°15'17W","17°56'19S",NA,NA,NA,NA,NA
"40","2021-01-14 15:31:21-03","MN","R","97296","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Brade, A.C.","12273","1932","07",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corrêa, M.A.","1997","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:31:21-03","MN","R","97386","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Sellow, F.","225","1985",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corrêa, M.A.","1997","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:31:21-03","MN","R","211180","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Hatschbach, G.G.","14186","1966","05","13",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Carambeí","-50.0971984863281","-24.9178009033203","Baleeiro, P.C.","2011","05","05",NA,NA,NA,"26641","auto",NA,NA,NA
"43","2021-03-31 13:40:24-03","MN","R","3615","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Glaziou, A.F.M.","17685 a","1889","04","22",NA,"Brasil","São Paulo",NA,NA,NA,NA,"Plantas do Brasil Central","R000003615","R000003615_001","Mogi das Cruzes","-46.1883010864258","-23.5228004455566","Corrêa, M.A.","1997","12",NA,NA,NA,NA,"28666","auto",NA,NA,NA
"44","2021-01-14 15:31:21-03","MN","R","117657","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Emmerich, M.","2255","1964","11","23",NA,"Brasil","Minas Gerais","Campo do Saco",NA,NA,NA,NA,NA,NA,"Poços de Caldas","-46.5614013671875","-21.7877998352051","Trinta, E.F.","1966","05","06",NA,NA,NA,"23696","auto",NA,NA,NA
"45","2021-01-14 15:31:21-03","MN","R","117656","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A. St.-Hil. & Girard",NA,"Emmerich, M.","2392","1965","02","12",NA,"Brasil","Minas Gerais","Campo do Saco",NA,NA,NA,NA,NA,NA,"Poços de Caldas","-46.5614013671875","-21.7877998352051","Trinta, E.F.","1966","05","06",NA,NA,NA,"23696","auto",NA,NA,NA
"46","2021-01-14 15:31:24-03","MN","R","3607","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","palatina","Utricularia palatina","Weber ex Benj.",NA,"Dusén, P.K.H.","2869","1903","12","21",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trinta, E.F.","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-04-04 23:42:49-03","UFPI","TEPB","26595","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A.St.-Hil. E Girard",NA,"Mendes, M. R. A.","574","2009","07","25",NA,"Brasil","Piauí","Parque Nacional de Sete Cidades, linha 9 do levantamento fitossociológico",NA,NA,NA,"Erva; flor roxa coletada na água Ambiente: Campo Limpo Úmido <ll>dwc_commonname:</ll> Capim dourado",NA,NA,"Piracuruca","-41.719528","-4.117056","Costa, F.N","2011","02","01",NA,"41°43'10,3W","04°07'01,4S",NA,NA,NA,NA,NA
"48","2021-04-04 23:42:49-03","UFPI","TEPB","26595","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cucullata","Utricularia cucullata","A.St-Hil. & Girard",NA,"Mendes, M. R. A.","574","2009","07","25",NA,"Brasil","Piauí","Parque Nacional de Sete Cidades, linha 9 do levantamento fitossociológico",NA,NA,NA,"Erva; flor roxa coletada na água Ambiente: Campo Limpo Úmido <ll>dwc_commonname:</ll> Capim dourado",NA,NA,"Piracuruca","-41.719528","-4.117056","Costa, F.N","2011","02","01",NA,"41°43'10,3W","04°07'01,4S",NA,NA,NA,NA,NA
