"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","previousCatalogNumber"
"110","2021-03-01 16:36:31-03","UNICAMP","UEC","199430","S","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Verdi, M","2010","01","30","Verdi, M; Klettenberg, DH; Klemz, G","3560","2010","01","30","Brazil","Santa Catarina","Treviso","Nova Brasília.","-49.498611","-28.443611","-49.498611","-28.443611","555","555","Arbórea, flor branca.; Floresta ombrófila densa; estágio avançado.","UEC160509","UEC160509","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-01 16:36:31-03","UNICAMP","UEC","73584","S","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M","2013",NA,NA,"Almeida-Scabbia, RJ","215","1994","04","08","Brazil","São Paulo","Sete Barrras","Faz. Intervales, Base Saibadela, trilha do rio, beira rio.",NA,NA,NA,NA,NA,NA,"Árvore, 8m de alt, muitos frutos verdes.","UEC105160","UEC105160","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-01 16:36:31-03","UNICAMP","UEC","73588","S","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M","2003",NA,NA,"Zipparro, VB; et al.","307","1994","05","08","Brazil","São Paulo","Sete Barrras","Fazenda Intervales, Base Saibadela, trilha azul, próximo ao ponto 7.",NA,NA,NA,NA,NA,NA,"Árvore 4m de alt, frutos creme e vermelhos.","UEC105156","UEC105156","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:36:31-03","UNICAMP","UEC","72858","S","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Caliari, CP","2011","06",NA,"Godoy, SAP; Pereira, DL; Hoch, AM","378","1995","02","14","Brazil","São Paulo","Parelheiros","Sítio à esquerda da Estrada Engº Marsilac. Borda de mata à esquerda da casa do sítio.","-46.727778","-23.896111","-46.727778","-23.896111",NA,NA,"Arvoreta ca 3,0 m de alt., DAP 0,04m. Frutos verde amarelados.","UEC105157","UEC105157","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:36:31-03","UNICAMP","UEC","161297","S","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Estevan, DA","2005",NA,NA,"Estevan, DA; et al.","717","2005","05","10","Brazil","Paraná","Ventania","Fazenda Califórnia","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"Árvore 3,5 m; frutos imaturos verdes.","UEC069411","UEC069411","Magnoliopsida",NA,NA,NA,NA,"32424","auto",NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:36:31-03","UNICAMP","UEC","188659","S","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Rossetto, EFS","2013",NA,NA,"Torezan, JMD; et al.","49","1990","08","04","Brazil","São Paulo","Iporanga","bairro betari - capoeirão baiano","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,"arbusto 2,5 m, com frutos imaturos verdes","UEC102579","UEC102579","Magnoliopsida",NA,NA,NA,NA,"38740","auto",NA,NA,NA,NA,NA,NA
"116","2019-08-20 10:21:22-03","UNICAMP","UEC","138205","S","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Caliari, CP","2011","10",NA,"Costa, IR; Andrade, MAR","521","2003","12","13","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Trilha da Figueira, beira do rio","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"arvore, 2m",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"117","2019-08-20 10:21:22-03","UNICAMP","UEC","138226","S","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Caliari, CP","2011","10",NA,"Costa, IR; Andrade, MAR","521","2003","12","13","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Trilha da Figueira, beira do rio","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"arvore, 2m","UEC012280","UEC012280","Magnoliopsida",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"118","2020-12-04 13:19:29-03","UDESC","LUSC","8409","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Barboza, E.","2014","07","28","Silva, J.M.; Motta, J.T.; Barboza, E.",NA,"2014","05","20","Brasil","Paraná","São José dos Pinhais","Estrada entre Colônia Castelhanos e usina de Chaminé.","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"LUSC007186","LUSC007186",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"119","2020-12-04 13:19:29-03","UDESC","LUSC","5452","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"E.Barbosa; E.M.Cunha","709","2003","01","05","Brasil","Santa Catarina","Itaiópolis","Rio do Toldo.","-49.9063987731934","-26.3363990783691",NA,NA,NA,NA,NA,"LUSC008719","LUSC008719",NA,NA,NA,NA,NA,"51919","auto",NA,NA,NA,NA,NA,NA
"120","2020-12-04 13:19:29-03","UDESC","LUSC","7604","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Dreveck, S.","2010","05","21","Dreveck, S.","2245","2015","03","02","Brasil","Santa Catarina","Rio dos Cedros","Pinhal.","-49.2742004394531","-26.7383003234863",NA,NA,NA,NA,NA,"LUSC008744","LUSC008744",NA,NA,NA,NA,NA,"35192","auto",NA,NA,NA,NA,NA,NA
"121","2020-10-14 10:03:31-03","FURB","FURB","193","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M",NA,NA,NA,"Onildo",NA,"1991","07","28","Brasil","Santa Catarina","Indaial","Talhão Faxinal (fazenda Faxinal).","-49.2091667","-27.1141667","-49.2091667","-27.1141667",NA,NA,NA,"FURB32703","FURB32703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 10:03:31-03","FURB","FURB","12060","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M","2009","07","17","Uller, H.F.","139","2009","05","03","Brasil","Santa Catarina","Salete","Cipriano.","-50.0041667","-26.9780556","-50.0041667","-26.9780556",NA,NA,"Local pedregoso e íngreme Habitat: Floresta Ombrófila Densa; mata de galeria Habito: Fruto verde;","FURB32686","FURB32686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 10:03:31-03","FURB","FURB","13542","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M","2009","07","17","Verdi, M.; Hasckel, R.P. & Klemz, G.","2365","2009","06","17","Brasil","Santa Catarina","Anitápolis","Rio do Meio.","-49.23","-27.9","-49.2300000","-27.9000000","602","602","Florística IFFSC 221(Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arvoreta; Fruto roxo;","FURB32700","FURB32700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-10-14 10:03:31-03","FURB","FURB","13622","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M","2009","07","17","Verdi, M.; Hasckel, R.P. & Klemz, G.","2387","2009","06","16","Brasil","Santa Catarina","Anitápolis","Pousada Recanto das Cachoeiras.","-49.1280556","-27.8591667","-49.1280556","-27.8591667","567","567","Coleta Extra IFFSC (Arbusto) Habitat: Floresta Ombrófila Densa; margem do rio Habito: arbustiva;","FURB32691","FURB32691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-10-14 10:03:31-03","FURB","FURB","13837","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Korte, A","2009","08","06","Korte, A.","13","2009","08","06","Brasil","Santa Catarina","Rio do Campo","Tamanduá.","-50.1363889","-26.9072222","-50.1363889","-26.9072222","711","711","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: árvore; Fruto vermelho;","FURB32702","FURB32702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-14 10:03:31-03","FURB","FURB","15779","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Korte, A","2009","10","21","Korte, A.; Kniess, A.","609","2009","10","21","Brasil","Santa Catarina","Vidal Ramos","Águas Frias.","-49.4105556","-27.3605556","-49.4105556","-27.3605556","895","895","Florística IFFSC 422 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arvoreta; Fruto roxo;","FURB32683","FURB32683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-10-14 10:03:31-03","FURB","FURB","16832","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Verdi, M","2009","11","23","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3150","2009","11","23","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","311","311","Florística IFFSC 37 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arvoreta; flor botão branco","FURB32684","FURB32684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-10-14 10:03:31-03","FURB","FURB","1690","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M","2009","07","17","Sobral, M.",NA,"2001","05","19","Brasil","Santa Catarina","Indaial","Faxinal do Bepe.","-49.2091667","-27.1141667","-49.2091667","-27.1141667",NA,NA,"Projeto FNMA. Florística.","FURB32687","FURB32687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-10-14 10:03:31-03","FURB","FURB","19190","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Verdi, M","2009","11","30","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3255","2009","11","30","Brasil","Santa Catarina","Nova Veneza","São Bento Baixo.","-49.4994444","-28.7108333","-49.4994444","-28.7108333","48","48","Florística IFFSC 40 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva;","FURB32693","FURB32693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-10-14 10:03:31-03","FURB","FURB","21098","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Verdi, M","2010","01","30","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3560","2010","01","30","Brasil","Santa Catarina","Treviso","Nova Brasília.","-49.4986111","-28.4436111","-49.4986111","-28.4436111","555","555","Florística IFFSC 74 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea; flor branca","FURB32694","FURB32694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-14 10:03:31-03","FURB","FURB","21551","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Verdi, M","2010","03","23","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3710","2010","02","22","Brasil","Santa Catarina","Orleans","Barra do Rio Novo.","-49.3191667","-28.3480555","-49.3191667","-28.3480555","206","206","Florística IFFSC 97 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbusto;","FURB32685","FURB32685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-14 10:03:31-03","FURB","FURB","21665","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Korte, A","2010","02","18","Korte, A.; Kniess, A.","1839","2010","02","18","Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.1305556","-27.0002778","-50.1305556","-27.0002778","802","802","Florística IFFSC 625 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva; flor branca","FURB02521","FURB02521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-08 08:53:54-03","FURB","FURB","2320","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Cordeiro, J","2006",NA,NA,"Sobral, M.",NA,"1999","05","23","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,NA,"FURB32689","FURB32689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-10-14 10:03:31-03","FURB","FURB","26106","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Dreveck, S","2010","06","17","Dreveck, S.","2245","2010","06","01","Brasil","Santa Catarina","Rio dos Cedros","Pinhal.","-49.4113889","-26.6383333","-49.4113889","-26.6383333","742","742","Florística IFFSC 858 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arvoreta; Fruto verde;","FURB32701","FURB32701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-10-14 10:03:31-03","FURB","FURB","29462","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Verdi, M","2010","09","30","Verdi, M.; Burkhardt, B. & Klemz, G.","5189","2010","07","06","Brasil","Santa Catarina","Anitápolis","Pousada Recanto das Cachoeiras.","-49.1280556","-27.8591667","-49.1280556","-27.8591667","567","567","Coleta Extra IFFSC (Arvoreta) Habitat: Floresta Ombrófila Densa; interior do fragmento Habito: arvoreta; Fruto preto;","FURB32706","FURB32706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-10-14 10:03:31-03","FURB","FURB","29859","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M","2010","08","15","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1085","2010","01","26","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.5852777","-26.7275","-49.5852777","-26.7275000","785","785","Florística IFFSC e801a (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor botão floral branco","FURB32698","FURB32698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-10-14 10:03:31-03","FURB","FURB","29947","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Korte, A","2010","06","24","Korte, A.; Kniess, A.","3894","2010","06","24","Brasil","Santa Catarina","Vitor Meireles","Jacú-Paca.","-49.77","-26.8216667","-49.7700000","-26.8216667","701","701","Florística IFFSC 742 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arvoreta;","FURB32707","FURB32707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-10-14 10:03:31-03","FURB","FURB","30123","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M","2010","08","15","Dreveck, S.","2211","2010","05","14","Brasil","Santa Catarina","Benedito Novo","Alta Santa Maria.","-49.4075","-26.7275","-49.4075000","-26.7275000","560","560","Florística IFFSC 803 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva;","FURB32697","FURB32697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-10-14 10:03:31-03","FURB","FURB","30187","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M","2010","08","15","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4438","2010","04","14","Brasil","Santa Catarina","Grão Pará","Barra do Rio do Meio.","-49.3222223","-28.17","-49.3222223","-28.1700000","332","332","Florística IFFSC 143 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta;","FURB32696","FURB32696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-10-14 10:03:31-03","FURB","FURB","31641","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M","2010","10","29","Stival-Santos, A.; Legal, E. & Silveira, S.","3103","2010","06","23","Brasil","Santa Catarina","Águas Mornas","rio Cubatão.","-48.9608333","-27.8097222","-48.9608333","-27.8097222","620","620","Florística IFFSC 253 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arbusto; Fruto vermelho;","FURB32695","FURB32695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-08 08:53:54-03","FURB","FURB","32442","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Verdi, M","2010","08","13","Verdi, M.; Caglioni, E. & Martins, E.M.","5301","2010","08","13","Brasil","Santa Catarina","Ituporanga","Rio do Norte.","-49.5016667","-27.36","-49.5016667","-27.3600000","708","708",NA,"FURB32699","FURB32699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-10-14 10:03:31-03","FURB","FURB","46606","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Seubert, RC","2014","03","18","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","72","2014","03","18","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.1930555","-27.1122222","-49.1930555","-27.1122222","721","721","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arbórea;","FURB32709","FURB32709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-10-14 10:03:31-03","FURB","FURB","46619","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Oliveira, AA de","2015","03","11","Oliveira, A.A. de","1310","2015","03","11","Brasil","Santa Catarina","Rio do Sul","Mirador.","-49.5905555","-27.0902777","-49.5905555","-27.0902777","792","792","Regeneração IFFSC 573 /L/66 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva;","FURB32710","FURB32710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-10-14 10:03:31-03","FURB","FURB","46687","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Seubert, RC","2014","08","25","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","31","2014","08","25","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.1947222","-27.1105556","-49.1947222","-27.1105556","703","703","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arvoreta;","FURB32708","FURB32708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-10-14 10:03:31-03","FURB","FURB","52703","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","A.L. de Gasper","2017","02","14","Funez, L.A.; A.L. de Gasper, F.F. Pastório","6031","2017","02","14","Brasil","Santa Catarina","Penha","Estrada da Praia Vermelha.","-48.5919444","-26.7947222","-48.5919444","-26.7947222","72","72","Flores brancas Habitat: borda da floresta Habito: árvore","FURB52703","FURB52703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-10-14 10:03:31-03","FURB","FURB","52731","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","M. Sobral","2017","05","02","Funez, L.A.","6058","2017","02","22","Brasil","Santa Catarina","Rodeio","Morro da Tirolesa.","-49.4011111","-26.8680556","-49.4011111","-26.8680556","880","880","Flores brancas Habitat: Floresta Habito: árvore","FURB52731","FURB52731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-10-14 10:03:31-03","FURB","FURB","5276","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Grippa, CR","2006","01","10","Grippa, C.R.",NA,"2006","01","10","Brasil","Santa Catarina","Ibirama","Inventário FLONA de Ibirama.","-49.4788889","-27.0219445","-49.4788889","-27.0219445",NA,NA,"Parcela 10.","FURB32704","FURB32704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-10-14 10:03:31-03","FURB","FURB","59619","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Kassner-Filho, A.","2018","06","27","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2918","2018","06","27","Brasil","Santa Catarina","Treviso",NA,"-49.4986111","-28.4436111","-49.4986111","-28.4436111",NA,NA,"fruto imaturo Habitat: interior da unidade amostral Habito: árvore","FURB59619","FURB59619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-24 16:38:37-03","FURB","FURB","67231","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Kassner-Filho, A.","2020","08","23","Kassner-Filho, A.","5783","2020","08","23","Brasil","Santa Catarina","Taió","Caçador","-49.8863889","-26.9975","-49.8863889","-26.9975000","680","680","fruto imaturo Habitat: beira de córrego Habito: arvoreta","FURB67231","FURB67231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-08 08:53:54-03","FURB","FURB","983","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Cordeiro, J","2006",NA,NA,"Sobral, M.",NA,"2002","02","08","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,NA,"FURB32705","FURB32705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-10-14 10:03:31-03","FURB","FURB","3415","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Soares; Silva, LH",NA,NA,NA,"Hatschbach, G.","39766","1977","01","17","Brasil","Paraná","São José dos Pinhais","Guaricana.","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"FURB32690","FURB32690",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"152","2020-10-14 10:03:31-03","FURB","FURB","372","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M","2009","07","17","Ghoddosi, S.M.",NA,"2002","02","09","Brasil","Santa Catarina","Guabiruba","Morro do Santo Antônio.","-48.9810981750488","-27.0858001708984",NA,NA,"1000","1000","FNMA. Florística. Nº antigo 10. Habitat: Floresta Ombrófila Densa; floresta Habito: arbórea;","FURB32692","FURB32692",NA,NA,NA,NA,NA,"16046","auto",NA,NA,NA,NA,NA,NA
"153","2020-10-14 10:03:31-03","FURB","FURB","2130","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Cordeiro, J","2006",NA,NA,"Sobral, M.",NA,"2002","02","08","Brasil","Santa Catarina","Guabiruba","Morro Santo Antônio.","-48.9810981750488","-27.0858001708984",NA,NA,NA,NA,NA,"FURB32688","FURB32688",NA,NA,NA,NA,NA,"16046","auto",NA,NA,NA,NA,NA,NA
"154","2021-03-16 17:53:53-03","UCS","HUCS","1360","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","anacardiaefolia","Gomidesia anacardiaefolia","(Gardner) O. Berg","Lughadha, E.N.","1997",NA,NA,"Oliveira, P.I.","933","1985","09","17","Brasil","Paraná","São José dos Pinhais","Col. Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"arvoreta 5m, frutos vinosos; mata",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"155","2021-03-16 17:53:57-03","UCS","HUCS","16680","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M.","1999",NA,NA,"Silva, J.M.","2963","1999","05","06","Brasil","Paraná","São José dos Pinhais","Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"árvore 5m - fruto imaturo; Floresta Atlântica",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"156","2021-03-16 17:53:57-03","UCS","HUCS","22549","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M.","2003",NA,NA,"Barbosa, E.","709","2003","01","05","Brasil","Santa Catarina","Itaiópolis","Rio do Toldo","-49.9063987731934","-26.3363990783691",NA,NA,NA,NA,"arbusto 2m , flor alva; araucarieto - beira do rio encachoeirado",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"51919","auto",NA,NA,NA,NA,NA,NA
"157","2020-02-10 08:20:57-03","UTFPR","HCF","30492","S","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","R.R. Völtz","2017","09","19","R.R. Völtz","1412","2017","07","07","Brasil","PR","Guaraqueçaba","RPPN Salto Morato","-48.3075","-25.179722","48°18'27 W","25°10'47 S","30","30","arvoreta 5 m alt. Frutos alguns verde-avermelhados, outros vinosos. Estrato médio da floresta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
