"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","typeStatus","continentOcean","preparationType","previousCatalogNumber","barcode","imagecode","class","relatedCatalogItem","relationshipType","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount","infraspecificEpithet"
"46","2020-11-04 11:20:46-03","ESALQ","ESA","87744","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Marquete, N.F.S.",NA,NA,NA,"Kuhlmann, M.",NA,"1935","01","25","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"21048",NA,NA,NA,"auto",NA,NA,NA,NA,"ESA087744","ESA087744",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:20:46-03","ESALQ","ESA","35699","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.",NA,NA,NA,NA,"Souza, J.P. et al.","879.0","1996","12","14","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"38855",NA,NA,NA,"auto",NA,NA,NA,NA,"ESA035699",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:20:46-03","ESALQ","ESA","95478","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Paula-Souza, J.","2006","07","12","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","5800.0","2006","07","12","Brasil","Minas Gerais","Itamonte","Estrada entre a via Dutra e Itamonte em direção a Itamonte, a ca. 500m da divisa com o Rio de Janeiro. Beira de estrada em mata degradada","-44.8699989318848","-22.283899307251","-44,763,333","-22,373,056","26914","1665","1665","Erva, frutos passados castanhos","auto",NA,NA,NA,NA,"ESA095478","ESA095478",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:20:46-03","ESALQ","ESA","27871","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Souza, J.P.","1997","01","16","Baitello, J.B.","503.0","1994","03","29","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar, estrada de acesso ao núcleo","-44.9599990844727","-23.0699996948242",NA,NA,"38855",NA,NA,NA,"auto",NA,NA,NA,NA,"ESA027871",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:20:46-03","ESALQ","ESA","62502","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Souza, J.P.","1999","10","07","Romero, R. et al.","2060.0","1995","03","21","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,NA,NA,"auto",NA,NA,NA,NA,"ESA062502","ESA062502",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-04 11:20:46-03","ESALQ","ESA","27869","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.",NA,NA,NA,NA,"Kubitzki, K. et al.",NA,"1981","12","11","Brasil","São Paulo","Cunha","Reserva Florestal de Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"38855",NA,NA,NA,"auto",NA,NA,NA,NA,"ESA027869",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-04 11:20:46-03","ESALQ","ESA","27872","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.",NA,NA,NA,NA,"Moura, C. Mattos, J.","12.0","1961","05","02","Brasil","São Paulo","Alto da Serra","Na estrada entre Ubatuba e São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA027872",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-04 11:20:46-03","ESALQ","ESA","86650","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Hatschbach, G.","2003","01","01","Silva, J.M. et al.","3882.0","2003","11","07","Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,"17116",NA,NA,NA,"auto",NA,NA,NA,NA,"ESA086650","ESA086650",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:20:46-03","ESALQ","ESA","82702","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Souza, J.P.",NA,NA,NA,"Mello-Silva, R. et al.","1795.0","2000","03","25","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar, núcleo Cunha-Indaiá. Trilha para as nascentes do Rio Bonito. Solo arenoso, na orla do Rio Bonito, próximo à estrada","-44.9599990844727","-23.0699996948242",NA,NA,"38855","1100","1100",NA,"auto",NA,NA,NA,NA,"ESA082702","ESA082702",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 11:20:46-03","ESALQ","ESA","49990","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Souza, J.P.","1999","03","24","Leoni, L.S.","3904.0","1998","03","01","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,"21645",NA,NA,NA,"auto",NA,NA,NA,NA,"ESA049990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 11:20:46-03","ESALQ","ESA","27870","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Souza, J.P.","1997","01","16","Wanderley, M.G.L.","265.0","1981","02","12","Brasil","São Paulo","Cunha","Reserva do Florestal","-44.9599990844727","-23.0699996948242",NA,NA,"38855",NA,NA,NA,"auto",NA,NA,NA,NA,"ESA027870",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-01-14 15:33:58-03","MN","R","7399","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Ballard Jr., H.E.","1998",NA,NA,"Glaziou, A.F.M.","6471","1868","04","27","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,NA,"R000007399","R000007399_001",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-12-19 08:08:28-03","FPS","FPS","2704","MachineObservation","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Schwirkowski, P.","2016","11","26","Schwirkowski, P.","2132","2016","11","26","Brasil","Santa Catarina","São Bento do Sul","Minas de caulin.","-49.224649","-26.290754","-49.224649","-26.290754",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FPS02704,FURB55759","FPS02704_v01 FPS02704_v02 FPS02704_v03 FPS02704_v04 FPS02704_v05 FURB55759",NA,"FURB 55759","voucher",NA,NA,NA,NA,NA
"59","2019-12-19 08:15:33-03","FPS","FPS","3747","MachineObservation","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Schwirkowski, P.","2018","11","22","Schwirkowski, P.","3174","2018","11","22","Brasil","Santa Catarina","Campo Alegre","Turvo. Estrada Cel. Bueno Franco","-49.249622","-26.221459","-49.249622","-26.221459",NA,NA,NA,"<ll>dwc_commonname:</ll> Violeta",NA,NA,NA,NA,NA,"FPS03747,FURB63612","FPS03747_v01 FPS03747_v02 FPS03747_v03 FPS03747_v04 FURB63612",NA,"FURB 63612","voucher",NA,NA,NA,NA,NA
"60","2019-12-19 08:15:33-03","FPS","FPS","3099","MachineObservation","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Schwirkowski, P.","2017","10","30","Schwirkowski, P.","2527","2017","10","30","Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres, descendo o rio","-49.058028","-26.22121","-49.058028","-26.22121",NA,NA,NA,"<ll>dwc_commonname:</ll> Violeta",NA,NA,NA,NA,NA,"FPS03099,FURB57516","FPS03099_v01 FPS03099_v02 FPS03099_v03 FPS03099_v04 FPS03099_v05 FPS03099_v06 FPS03099_v07 FPS03099_v08 FURB57516",NA,"FURB 57516","voucher",NA,NA,NA,NA,NA
"61","2019-12-19 08:15:33-03","FPS","FPS","1017","MachineObservation","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Schwirkowski, P.","2015","11","10","Schwirkowski, P.","1283","2015","11","10","Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres","-49.054899","-26.224838","-49.054899","-26.224838",NA,NA,NA,"<ll>dwc_commonname:</ll> Violeta",NA,NA,NA,NA,NA,"FPS01017,FURB49351","FPS01017_v01 FPS01017_v02 FPS01017_v03 FURB49351",NA,"FURB 49351","voucher",NA,NA,NA,NA,NA
"62","2019-12-19 08:15:33-03","FPS","FPS","7","MachineObservation","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Santos, T.F.","2014","08","20","Schwirkowski, P.","90","2013","11","24","Brasil","Santa Catarina","São Bento do Sul","Parque Vinte e Três de Setembro","-49.383622","-26.27563","-49.383622","-26.27563",NA,NA,NA,"<ll>dwc_commonname:</ll> Violeta",NA,NA,NA,NA,NA,"FPS00007,FURB45538,FLOR0061159,MBM391900","FLOR0061159 FPS00007_v01 FPS00007_v02 FPS00007_v03 FURB45538 MBM391900",NA,"MBM 391900, FURB 46334, FLOR 61159","voucher",NA,NA,NA,NA,NA
"63","2019-12-19 08:15:33-03","FPS","FPS","706","MachineObservation","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Schwirkowski, P.","2015","02","01","Schwirkowski, P.","961","2015","02","01","Brasil","Santa Catarina","São Bento do Sul","Minas de caulim","-49.222126","-26.288067","-49.222126","-26.288067",NA,NA,NA,"<ll>dwc_commonname:</ll> Violeta",NA,NA,NA,NA,NA,"FPS00706","FPS00706_v01 FPS00706_v02 FPS00706_v03 FPS00706_v04",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-08-27 13:34:34-03","IAP","PACA-AGP","68731","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","sem det.",NA,NA,NA,"J. M. Silva","140","1986","07","18","Brasil","PR","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,"55154","1500","1500","Erva de flor lilás pálido. Conf.: M.C. Montes Luz, 02/IV/01 - UFPR. Habitat: Matinha nebular Fenofase: flor Hábito: erva","auto",NA,NA,NA,NA,"PACA068731",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"65","2019-08-27 13:34:34-03","IAP","PACA-AGP","8802","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Rambo, B.",NA,"1942","01","15","Brasil","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,"55856",NA,NA,"Conf.: M.C. Montes Luz, 02/IV/01 - UFPR. Habitat: In silvula riparia Fenofase: flor e fruto","auto",NA,NA,NA,NA,"PACA008802",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"66","2019-08-27 13:34:34-03","IAP","PACA-AGP","36392","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Rambo, B.",NA,"1948","02",NA,"Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,"30776",NA,NA,"Conf.: M.C. Montes Luz, 02/IV/01 - UFPR. Habitat: In araucarieto Fenofase: flor e fruto","auto",NA,NA,NA,NA,"PACA036392",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"67","2019-08-27 13:34:34-03","IAP","PACA-AGP","47850","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Sehnem, A.","3322","1948","04","22","Brasil","RS","Montenegro","Linha Campestre","-51.4611015319824","-29.6886005401611",NA,NA,"21601","400","400","Habitat: In araucarieto. Fenofase: flor","auto",NA,NA,NA,NA,"PACA047850",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"68","2019-08-27 13:34:34-03","IAP","PACA-AGP","4586","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Rambo, B.",NA,"1941","02","08","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"76715",NA,NA,"Conf.: M.C. Montes Luz, 02/IV/01 - UFPR. Habitat: In araucarieto Fenofase: flor e fruto","auto",NA,NA,NA,NA,"PACA004586",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"69","2019-08-27 13:34:34-03","IAP","PACA-AGP","4585","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Rambo, B.",NA,"1941","02","08","Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,"76715",NA,NA,"Conf.: M.C. Montes Luz, 02/IV/01 - UFPR. Habitat: In araucarieto Fenofase: flor","auto",NA,NA,NA,NA,"PACA004585",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"70","2019-08-27 13:34:34-03","IAP","PACA-AGP","49422","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Rambo, B.",NA,"1950","12","18","Brasil","RS","São Francisco de Paula","Taimbesinho","-50.5835990905762","-29.4480991363525",NA,NA,"76715",NA,NA,"Sem material. Habitat: In araucarieto Fenofase: flor e fruto","auto",NA,NA,NA,NA,"PACA049422",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"71","2019-08-27 13:34:34-03","IAP","PACA-AGP","35133","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Rambo, B.",NA,"1947","01","10","Brasil","RS","Vacaria","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,"63451",NA,NA,"Conf.: M.C. Montes Luz, 02/IV/01 - UFPR. Habitat: In silva(araucarieto) Fenofase: flor","auto",NA,NA,NA,NA,"PACA035133",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"72","2019-08-27 13:34:34-03","IAP","PACA-AGP","33673","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Hatschbach, G.",NA,"1946","03","03","Brasil","PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conf.: M.C. Montes Luz, 02/IV/01 - UFPR. Habitat: In araucarieto Fenofase: flor",NA,NA,NA,NA,NA,"PACA033673",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"73","2019-08-27 13:34:34-03","IAP","PACA-AGP","33719.1","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Hatschbach, G.",NA,"1946","02","10","Brasil","PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conf.: M.C. Montes Luz, 02/IV/01 - UFPR. Habitat: In araucarieto Fenofase: flor e fruto",NA,NA,NA,NA,NA,"PACA033719-1",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:37:26-03","IAP","PACA-AGP","54156","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","A C.Brade",NA,NA,NA,"Brade, A.C.",NA,NA,NA,NA,"Brasil","SP","Itatiaia",NA,NA,NA,NA,NA,NA,"800","800","Sem material. Herb. Jard. Bot. RJ 28217.",NA,NA,NA,NA,NA,"PACA054156",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"75","2019-08-27 13:34:34-03","IAP","PACA-AGP","54174","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","A C.Brade","1954","09","28","Edmundo Pereira",NA,"1953","03","11","Brasil","SP","Itatiaia",NA,NA,NA,NA,NA,NA,NA,NA,"Sem material. Herb. Jard. Bot. RJ 56380. Habitat: In humidis. Fenofase: flor",NA,NA,NA,NA,NA,"PACA054174",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"76","2019-08-27 13:34:34-03","IAP","PACA-AGP","35275","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Rambo, B.",NA,"1947","02","14","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,"55856",NA,NA,"Conf.: M.C. Montes Luz, 02/IV/01 - UFPR. Habitat: In silvula nebulari Fenofase: flor","auto",NA,NA,NA,NA,"PACA035275",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"77","2019-08-27 13:34:34-03","IAP","PACA-AGP","33329","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Emrich, K.",NA,"1946","02","26","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,"16452",NA,NA,"Conf.: M.C. Montes Luz, 02/IV/01 - UFPR. Habitat: In araucarieto Fenofase: flor e fruto","auto",NA,NA,NA,NA,"PACA033329",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"78","2019-08-27 13:34:34-03","IAP","PACA-AGP","52841","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Emrich, K.",NA,"1953","01","08","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,"16452",NA,NA,"Habitat: In umbrosis humidis. Fenofase: flor e fruto","auto",NA,NA,NA,NA,"PACA052841",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"79","2019-08-27 13:34:34-03","IAP","PACA-AGP","44692","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Rambo, B.",NA,"1949","12","03","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,"49662",NA,NA,"Sem material. Habitat: In araucarieto humido. Fenofase: flor","auto",NA,NA,NA,NA,"PACA044692",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"80","2019-08-27 13:34:34-03","IAP","PACA-AGP","63821","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1958","09","15","Misit Sacco","31","1949","09",NA,"Brasil","RS","Passo Fundo",NA,"-52.4067001342773","-28.2628002166748",NA,NA,"25060",NA,NA,"Conf.: M.C. Montes Luz, 02/IV/01 - UFPR. Habitat: In agro Fenofase: flor","auto",NA,NA,NA,NA,"PACA063821",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"81","2019-08-27 13:34:34-03","IAP","PACA-AGP","56383","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1955","04","08","Rambo, B.",NA,"1955","01","02","Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,"76715",NA,NA,"Conf.: M.C. Montes Luz, 02/IV/01 - UFPR. Habitat: In araucarieto. Fenofase: flor","auto",NA,NA,NA,NA,"PACA056383",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"82","2019-08-27 13:34:34-03","IAP","PACA-AGP","54658","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","B. Rambo","1954","09","28","Rambo, B.",NA,"1954","01","01","Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,"76715",NA,NA,"Conf.: M.C. Montes Luz, 02/IV/01 - UFPR. Habitat: In graminosis humidis. Fenofase: flor e fruto","auto",NA,NA,NA,NA,"PACA054658",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"83","2019-08-27 13:34:34-03","IAP","PACA-AGP","91022","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","B. Rambo",NA,NA,NA,"Sehnem, A.","5170","1950","12","19","Brasil","RS","São Francisco de Paula","Taimbé","-50.5835990905762","-29.4480991363525",NA,NA,"76715",NA,NA,"Habitat: In campo paludoso.","auto",NA,NA,NA,NA,"PACA091022",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"84","2019-08-27 13:34:34-03","IAP","PACA-AGP","51593","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Rambo, B.",NA,"1951","12","27","Brasil","RS","Vacaria","Passo do Socorro","-50.9338989257812","-28.5121994018555",NA,NA,"63451",NA,NA,"Sem material. Habitat: In araucarieto humido. Fenofase: flor e fruto","auto",NA,NA,NA,NA,"PACA051593",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"85","2019-08-27 13:34:34-03","IAP","PACA-AGP","55651","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","L. B. Smith","1953",NA,NA,"Reitz, R.","4713","1952","01","24","Brasil","SC","Dionisio Cerqueira",NA,"-53.6397018432617","-26.2549991607666",NA,NA,"28536",NA,NA,"HBR 5993. Conf.: M.C. Montes Luz, 02/IV/01 - UFPR. Habitat: In araucarieto. Fenofase: flor","auto",NA,NA,NA,NA,"PACA055651",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"86","2019-08-27 13:34:34-03","IAP","PACA-AGP","50975","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Sehnem, A.","5485","1951","01","10","Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,"70701","950","950","Habitat: In araucarieto. In silva, loco paludoso. Fenofase: flor","auto",NA,NA,NA,NA,"PACA050975",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"87","2019-08-27 13:34:34-03","IAP","PACA-AGP","49582","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Emrich-Rambo","1954","09","28","Rambo, B.",NA,"1951","10",NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,"70701",NA,NA,"Conf.: M.C. Montes Luz, 02/IV/01 - UFPR. Habitat: In araucarieto Fenofase: flor e fruto","auto",NA,NA,NA,NA,"PACA049582",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:37:26-03","IAP","PACA-AGP","54163","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","uleana","Viola uleana","W. Becker","A.C.Brade",NA,NA,NA,"Brade, A.C.",NA,"1950","03","01","Brasil","SP","Itatiaia",NA,NA,NA,NA,NA,NA,"2200","2200","Herb. Jard. Bot. Rio 69204. Fenofase: flor",NA,NA,NA,NA,NA,"PACA054163",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 14:48:52-03","UFJF","CESJ","14537","PreservedSpecimen","Plantae","Angiosperma",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","J. Paula-Souza","2001","12","07","Beatrix","s.n.","1977","01","26","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,NA,"Erva rasteira, com estolhões, flores alvas de galeria, lugares claros.",NA,NA,"América do Sul",NA,NA,"CESJ014537",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-21 14:48:52-03","UFJF","CESJ","23551","PreservedSpecimen","Plantae","Angiosperma",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","J. Paula-Souza","1999","03","24","L. Krieger; et al.","CESJ23551","1989","04","01","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Campos Altos",NA,NA,NA,NA,NA,"2000","2000","à beira do rio José Pedro, em terreno encharcado, flores roxo-azulado.",NA,NA,"América do Sul",NA,NA,"CESJ023551","CESJ023551 CESJ023551_1 CESJ023551_2",NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-04-07 11:49:15-03","UFMS","CGMS","46514","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","V.C. Souza","2001",NA,NA,"O.S. Ribas; C.B. Poliquesi; E. Barbosa; E.F. Costa","3349","2001","03","03","Brasil","Santa Catarina","Campo Alegre","Serra Quiriri.","-49.2655982971191","-26.1924991607666",NA,NA,"37493","1525","1525","Flor azul. Fruto ausente. Habitat: Campo de altitude do topo do morro. Habito: Erva.","auto",NA,NA,NA,NA,"CGMS1076483",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-25 09:28:15-03","UNICAMP","UEC","76996","S","Plantae","Magnoliopsida",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Souza, JP","2011","09","09","Stehmann, JR; Borba, EL; Ippolito, A; Reis, C","1780","1995","12","06","Brazil","Santa Catarina","Urubici","Morro da Igreja.","-49.812778","-28.220778","-49.812778","-28.220778",NA,"1820","1820","Flores brancas com fauce amarela.",NA,NA,NA,NA,NA,"UEC017179","UEC017179",NA,NA,NA,NA,NA,NA,NA,NA
