"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","561461","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","M. L. Kawasaki",NA,NA,NA,"A. Laurênio","282","1995","12","11","Brazil","Pernambuco","Ibimirim","Estrada Ibimirim-Petrolândia.","-37.6903","-8.5408",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388528' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561461","NY00561461_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1522495","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides","(Cambess.) D.Legrand","M. C. Souza",NA,NA,NA,"C. Farney","4543","2004","09","03","Brazil","Rio de Janeiro","Cabo Frio","Morro do Mico.","-42.0186004638672","-22.8794002532959",NA,NA,"80",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753119' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522495","NY01522495_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"40069","auto",NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1145378","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","L. R. Landrum",NA,NA,NA,"K. Almeida","129","2001","05","03","Brazil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá.","-34.9503","-8.0128",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1311056' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145378","NY01145378_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","561578","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides","(Cambess.) D.Legrand","M. L. Kawasaki",NA,NA,NA,"M. C. Tschá","627","1996","03","07","Brazil","Pernambuco","Buíque","Estrada Buíque Catimbau","-37.1542","-8.625",NA,NA,"799","799","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561578","NY00561578_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1737927","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides","(Cambess.) D.Legrand","B. S. Amorim; A. R. L. Lourenço",NA,NA,NA,"B. S. Amorim","1376","2012","01","12","Brazil","Pernambuco","Triunfo","Pico do Papagaio.","-38.0558","-7.8228",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1945965' target='other'> <mi>dwc_moreinfo</mi></a>","NY01737927","NY01737927_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00907142","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides","(Cambess.) D.Legrand","M. Sobral",NA,NA,NA,"G. G. Hatschbach","54629","1990","10","16","Brazil","Goiás","Alto Paraíso de Goiás","Parque Nacional Chapada dos Veadeiros","-47.5097","-14.1325",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907142","NY00907142_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1145427","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides","(Cambess.) D.Legrand","C. E. B. Proença",NA,NA,NA,"W. Ganev","1511","1992","11","20","Brazil","Bahia","Abaíra","Engenho de Baixo - Catolés, próximo ao Rio do Ribeirão","-41.82","-13.3",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1317017' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145427","NY01145427_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1738431","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides","(Cambess.) D.Legrand","B. S. Amorim; A. R. L. Lourenço",NA,NA,NA,"B. S. Amorim","1366","2012","01","11","Brazil","Pernambuco",NA,"Bela Jardim, Pedra do Caboclo.","-36.385","-8.2408",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007731' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738431","NY01738431_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","567183","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides","(Cambess.) D.Legrand","L. H. Soares-Silva",NA,NA,NA,"L. H. Soares-Silva","264","1989","10","14","Brazil","Paraná","Londrina","Parque Estadual Mata do Godoy.","-51.1628","-23.3106",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477959' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567183","NY00567183_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01198167","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","M. L. Kawasaki",NA,NA,NA,"A. M. V. de Carvalho","3862","1992","03","01","Brazil","Bahia","Tucano","Distrito de Caldas do Jorro. Estrada que liga Caldas do Jorro ao Rio Itapicurú","-38.7867","-10.9633",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623222' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198167","NY01198167_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","567188","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","M. I. U. de Oliveira",NA,NA,NA,"L. R. Noblick","2927","1984","02","12","Brazil","Bahia","Feira de Santana","Campus da UEFS - Feira de Santana","-38.97","-12.25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388535' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567188","NY00567188_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1145428","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","C. E. B. Proença",NA,NA,NA,"W. Ganev","2496","1993","11","14","Brazil","Bahia","Rio de Contas","Carrapato, Beira Rio da Agua Suja","-41.8","-13.38",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1317020' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145428","NY01145428_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00907854","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","M. Ibrahim",NA,NA,NA,"L. P. de Queiroz","2964","1992","12","13","Brazil","Bahia","Cachoeira","Fazenda Favela","-39","-12.53",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989293' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907854","NY00907854_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1801361","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","L. R. Landrum",NA,NA,NA,"L. P. de Queiroz","1152","1986","09","17","Brazil","Bahia","Queimadas","BA-120, entre Queimadas e Cansançao. 11 km após Queimadas","-39.6","-10.9264",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2020746' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801361","NY01801361_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","561463","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","M. L. Kawasaki",NA,NA,NA,"A. P. S. Gomes","296","1996","03","07","Brazil","Pernambuco","Buíque","Estrada Buíque Catimbau","-37.1542","-8.625",NA,NA,"799","799","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561463","NY00561463_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","567187","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","L. R. Landrum",NA,NA,NA,"E. Fromm","1091","1962","11","23","Brazil","Pernambuco","Pesqueira","Pesqueira, Serra de Ororubá.","-36.6964","-8.3581",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388534' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567187","NY00567187_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","567185","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","M. I. U. de Oliveira",NA,NA,NA,"S. A. Mori","14247","1981","06","07","Brazil","Bahia","Paulo Afonso","BR 110, road from Paulo Alfonso to Jeremoabo, between Jeremoabo and Ribeira do Pombal, 26 km S of first.","-38.2144","-9.4061",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477962' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567185","NY00567185_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","561460","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","M. L. Kawasaki",NA,NA,NA,"A. Laurênio","344","1996","03","08","Brazil","Pernambuco","Buíque","Serra do Catimbau - Paraíso selvagem.","-37.1542","-8.625",NA,NA,"799","799","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388527' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561460","NY00561460_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00907141","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","L. R. Landrum",NA,NA,NA,"E. P. Heringer","17949","1980","10","18","Brazil","Distrito Federal","Brasília","Catetinho","-47.988069","-15.948311",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907141","NY00907141_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01095507","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","L. R. Landrum",NA,NA,NA,"A. M. Amorim","3830","2003","11","25","Brazil","Bahia","Cachoeira","Barragem de Bananeiras. Vale dos Rios Paraguacu e Jacuipe","-39.08","-12.53",NA,NA,"120","120","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391528' target='other'> <mi>dwc_moreinfo</mi></a>","NY01095507","NY01095507_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00907126","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","L. R. Landrum",NA,NA,NA,"E. P. Heringer","12890","1973","10","02","Brazil","Distrito Federal","Brasília","Catetinho","-47.988069","-15.948311",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984073' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907126","NY00907126_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","561462","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","M. L. Kawasaki",NA,NA,NA,"A. Laurênio","278","1995","12","11","Brazil","Pernambuco","Ibimirim","Estrada Ibimirim-Petrolândia.","-37.6903","-8.5408",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388529' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561462","NY00561462_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00907140","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","L. R. Landrum",NA,NA,NA,"H. S. Irwin","9443","1965","10","21","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 12 km N.W. of Veadeiros, road to Cavalcante","-47.5952778","-14.04001",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984360' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907140","NY00907140_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","567184","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","M. I. U. de Oliveira",NA,NA,NA,"W. W. Thomas","9647","1993","01","24","Brazil","Bahia","Jaguarari","North end of Serra da Jacobina at Flamengo, 11 km south of Barrinha (ca. 52 km north of Senhor do Bonfim) at Fazenda Pasto Bom","-42.2","-10",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477960' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567184","NY00567184_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","558009","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","L. R. Landrum",NA,NA,NA,"G. L. Webster","25698","1986","11","17","Brazil","Bahia","Queimadas",NA,"-39.67","-10.87",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479620' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558009","NY00558009_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","561579","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","M. L. Kawasaki",NA,NA,NA,"M. C. Tschá","404","1995","12","11","Brazil","Pernambuco","Ibimirim","Estrada Ibimirim-Petrolândia.","-38.5708","-8.6",NA,NA,"444","444","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388531' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561579","NY00561579_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","561581","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","M. L. Kawasaki",NA,NA,NA,"D. S. Pimentel","81","1996","04","30","Brazil","Pernambuco","Floresta","Distrito de Inajá, Reserva Biológica de Serra Negra.","-35.6958","-8.4944",NA,NA,"444","444","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388533' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561581","NY00561581_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","561580","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides desertorum","(DC.) Landrum","M. L. Kawasaki",NA,NA,NA,"D. S. Pimentel","87","1996","05","01","Brazil","Pernambuco","Floresta","Distrito de Inajá, Reserva Biológica de Serra Negra.","-35.6958","-8.4944",NA,NA,"444","444","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388532' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561580","NY00561580_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","desertorum",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1016108","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides eugenioides","(Cambess.) D.Legrand","L. R. Landrum",NA,NA,NA,"G. G. Hatschbach","40337","1977","10","05","Brazil","Paraná","Cerro Azul","Rio Turvo.","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141479' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016108","NY01016108_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","eugenioides",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","567186","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides eugenioides","(Cambess.) D.Legrand","L. R. Landrum",NA,NA,NA,"F. C. Hoehne","s.n.","1925","10","20","Brazil","São Paulo","Sao Paulo","Sao Paulo, Jabaquara. Loc. 11","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707909' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567186","NY00567186_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","eugenioides",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","405495","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","campomanesioides","Myrcianthes campomanesioides","Mattos & D.Legrand",NA,NA,NA,NA,"H. S. Irwin","10570","1965","11","19","Brazil","Goiás","Cabeceiras","Serra do Rio Preto; Ca. 10 km. east of Cabeceiras","-47","-16",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405495","NY00405495_01","isotype","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
