"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-16 17:50:19-03","UCS","HUCS","27184","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Ribas, O.S.","Ribas, O.S.","6776","2005","02","20",NA,"Brasil","Santa Catarina","Praia doForte",NA,"epífita, sépalas esverdeadas, pétalas amarelas, labelo alvo.; restinga arbórea",NA,NA,"2005",NA,NA,"São Francisco do Sul","-48.6380996704102","-26.2432994842529",NA,NA,"10","10","23627","auto",NA,NA,NA,NA,NA
"12","2020-01-27 17:29:03-03","UTFPR","HCF","10337","S","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","C.A. Royer","M.G. Caxambu","3790","2012","02","04",NA,"Brasil","PR","Rio São João - estrada Castelhanos",NA,"erva epífita, semi-ciófila. Flores amarelas com labelo alvo. Forófito: Eriobotrya japonica (Thunb.) Lindl. (Rosaceae)",NA,NA,"2019",NA,NA,"Guaratuba","-48.914194","-25.810917","48°54'51,1 W","25°48'39,3 S","269","269",NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:38:53-03","MBM","MBM","108272","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Kummrow, R.; Andersson, L.; Hagberg, M.M.; Andersson, L.; Hagberg, M.M.","2708","1986","01","07","Southern America","Brazil","Paraná","Rio Faisqueira",NA,"Epífita, flor amarela, com labelo alvo.; Mata.","MBM108272",NA,"2019",NA,NA,"Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"14","2020-12-21 16:38:53-03","MBM","MBM","68190","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Hatschbach, G.","43610","1981","02","18","Southern America","Brazil","Paraná","Barra do Canha",NA,"Epífita.; Epífita. Flor amarelo-ocre, labelo alvo.; Da mata pluvial do vale do rio Ribeira.","MBM068190",NA,"2019",NA,NA,"Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA
"15","2020-12-21 16:38:53-03","MBM","MBM","50175","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Hatschbach, G.","6741","1960","02","11","Southern America","Brazil","Paraná","Turvo",NA,"Epífita.; Epífita, flor amarela com labelo alvo.","MBM050175",NA,"2019",NA,NA,"Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA
"16","2020-12-21 16:38:53-03","MBM","MBM","6236","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Hatschbach, G.","18676","1968","03","08","Southern America","Brazil","Paraná","Rio do Cedro",NA,"Epífita.; Epífita. Sépalas esverdeadas, pétalas amareladas, labelo alvo.; Mata pluvial, margens de rio.","MBM006236",NA,"2019",NA,NA,"Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"17","2020-12-21 16:38:53-03","MBM","MBM","297928","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Borgo, M.","590","2000","02","02","Southern America","Brazil","Paraná","Rio Cubatão, Ilha do Furado",NA,"Epífita a 1,6m do solo; Epífita a 1,6 m do solo.","MBM297928",NA,"2019",NA,NA,"Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"18","2020-12-21 16:38:53-03","MBM","MBM","304988","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Straube, F.","29","1988","01","01","Southern America","Brazil","Paraná","Cabaraquara",NA,"Epífita.; No manguezal.","MBM304988",NA,"2019",NA,NA,"Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA
"19","2020-12-21 16:38:53-03","MBM","MBM","50177","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Hatschbach, G.","9889","1963","01","28","Southern America","Brazil","Paraná","Serra da Prata",NA,"Epífita, unicata; Epífita. Flor amarela, labelo alvo.; Mata pluvial da vertente atlântica.","MBM050177",NA,"2019",NA,NA,"Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"50","50","24916","auto",NA,NA,NA,NA,NA
"20","2020-12-21 16:38:53-03","MBM","MBM","304656","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.",NA,"Ribas, O.S.; Silva, G.R.; Müller, M.; Silva, G.R.; Müller, M.","6776","2005","02","20","Southern America","Brazil","Santa Catarina","Praia do Forte",NA,"Epífita, sépalas esverdeadas, pétalas amarelas, labelo alvo.; Restinga arbórea.","MBM304656",NA,"2019",NA,NA,"São Francisco do Sul","-48.6380996704102","-26.2432994842529",NA,NA,"10","10","23627","auto",NA,NA,NA,NA,NA
"21","2020-12-21 16:38:53-03","MBM","MBM","324691","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Ziffer Berger, J.","549","2006","12","13","Southern America","Brazil","Santa Catarina","Vila da Glória",NA,"Epífita. Unicata.; Restinga arbórea.","MBM324691",NA,"2019",NA,NA,"São Francisco do Sul","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA
"22","2020-12-21 16:38:53-03","MBM","MBM","365497","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Ziffer Berger, J.","343","2006","02","07","Southern America","Brazil","Santa Catarina","Vila da Glória",NA,"Erva epífita, flor laranjada.; Restinga.","MBM365497",NA,"2019",NA,NA,"São Francisco do Sul","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA
"23","2020-12-21 16:38:53-03","MBM","MBM","237118","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Silva, J.M.; Abe, L.M.; Abe, L.M.","2851","1999","01","15","Southern America","Brazil","Paraná","Salto Chico Salu",NA,"Epífita, flor amarela.; Floresta Atlântica, beira do rio.","MBM237118",NA,"2019",NA,NA,"Barra do Turvo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:38:53-03","MBM","MBM","50178","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Hatschbach, G.","13910","1965","02","27","Southern America","Brazil","Paraná",NA,NA,"Epífita.; Epífita. Labelo alvo, sépalas e pétalas alaranjadas, bases esverdeadas. Unicata.; Mata pluvial.","MBM050178",NA,"2019",NA,NA,"Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"25","2020-12-21 16:38:53-03","MBM","MBM","68191","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Hatschbach, G.","43583","1981","02","11","Southern America","Brazil","Paraná","Rio Manduíra",NA,"Epífita. Flor amarelo-ocre, labelo alvo.; Mata pluvial da planície litorânea.","MBM068191",NA,"2019",NA,NA,"Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"26","2020-12-21 16:38:53-03","MBM","MBM","68191","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Brito, T.","Hatschbach, G.","43583","1981","02","11","Southern America","Brazil","Paraná","Rio Manduíra",NA,"Epífita.","MBM068191",NA,NA,NA,NA,"Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"27","2020-12-21 16:38:53-03","MBM","MBM","316074","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Barboza, E.; Costa, E.F.; Costa, E.F.","1259","2006","04","19","Southern America","Brazil","Paraná","Rio Turvo",NA,"Epífita, flor amarela.; Beira do rio encachoeirado.","MBM316074",NA,"2019",NA,NA,"Doutor Ulysses","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,"32237","auto",NA,NA,NA,NA,NA
"28","2020-12-21 16:38:53-03","MBM","MBM","167044","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","59811","1994","01","15","Southern America","Brazil","Paraná","Descampado",NA,"Flor amarelo ocre, labelo alvo.; Mata pluvial das depressões úmidas.","MBM167044",NA,"2019",NA,NA,"Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"29","2020-12-21 16:38:53-03","MBM","MBM","6194","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Hatschbach, G.","18640","1968","02","26","Southern America","Brazil","Paraná","Rio São João, Porto Miranda",NA,"Epífita. Flor amarela ocre, labelo alvo.; Mata pluvial da planície litorânea, margens de rio.","MBM006194",NA,"2019",NA,NA,"Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"5","10","41937","auto",NA,NA,NA,NA,NA
"30","2020-12-21 16:38:53-03","MBM","MBM","9588","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","20870","1969","01","23","Southern America","Brazil","Paraná","Colônia Floresta",NA,"Epífita.; Epífita. Flor amarela, labelo alvo.; Mata pluvial, margens de rio.","MBM009588",NA,"2019",NA,NA,"Morretes","-48.834400177002","-25.476900100708",NA,NA,"20","50","30514","auto",NA,NA,NA,NA,NA
"31","2020-12-21 16:38:53-03","MBM","MBM","222194","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Silva, J.M.; Poliquesi, C.B.; Barboza, E.; Poliquesi, C.B.; Barboza, E.","2266","1998","02","07","Southern America","Brazil","Paraná","Castelhanos",NA,"Epífita, flor amarela.; Floresta atlântica.","MBM222194",NA,"2019",NA,NA,"São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"32","2020-12-21 16:38:53-03","MBM","MBM","258494","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Ribas, O.S.; Sevegnani, L.; Silva, G.R.; Sevegnani, L.; Silva, G.R.","3442","2001","03","09","Southern America","Brazil","Santa Catarina","Ilha dos Barcos",NA,"Epífita, flor creme-amarelada.; Interior da mata.","MBM258494",NA,"2019",NA,NA,"Araquari","-48.7221984863281","-26.3700008392334",NA,NA,"8","10","25329","auto",NA,NA,NA,NA,NA
"33","2020-12-21 16:38:53-03","MBM","MBM","226960","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Singer, R.B.","s.n.","1996","12","10","Southern America","Brazil","Paraná","Ilha do Mel, Praia da Fortaleza",NA,"Flores branco amareladas.; Mata ciliar.","MBM226960",NA,"2019",NA,NA,"Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"34","2020-12-21 16:38:53-03","MBM","MBM","46060","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Hatschbach, G.","38106","1976","02","18","Southern America","Brazil","Paraná","Morro Inglês",NA,"Epífita.; Epífita. Flor amarela.; Mata pluvial da encosta de morro.","MBM046060",NA,"2019",NA,NA,"Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"35","2020-12-21 16:38:53-03","MBM","MBM","260713","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Ribas, O.S.; Sevegnani, L.; Silva, J.M.; Sevegnani, L.; Silva, J.M.","3421","2001","03","09","Southern America","Brazil","Santa Catarina","Ilha dos Barcos",NA,"Epífita, flor amarelo-alaranjada, fruto imaturo.; Mata do interior da ilha.","MBM260713",NA,"2019",NA,NA,"Araquari","-48.7221984863281","-26.3700008392334",NA,NA,"2","3","25329","auto",NA,NA,NA,NA,NA
"36","2020-12-21 16:38:53-03","MBM","MBM","267451","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Silva, J.M.; Barboza, E.; Barboza, E.","3511","2002","01","16","Southern America","Brazil","Santa Catarina","Rio Saí Guaçú, Ponte do Quinze",NA,"Epífita, flor amarela.; Floresta atlântica.","MBM267451",NA,"2019",NA,NA,"Itapoá","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"37","2015-09-03 19:50:29-03","MNHN","RECOLNAT_MNHN_P","P00436664","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Toscano","Dusén, P.",NA,"1912","2","12",NA,"Brésil",NA,"Parana : Jacarchy","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436664' target='other'> <mi>dwc_moreinfo</mi></a>","P00436664","P00436664_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14038",NA,NA,NA,NA
"38","2020-12-11 11:44:54-03","UFMG","BHCB","7727","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lind.",NA,"Andrade, PM de; Lopes, MA","573","1984","11","24","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga, Mata do Sapo",NA,"Epífita; botões verde-claros (caiu após chuvas); Mata atlântica","BHCB001589","BHCB001589","2019",NA,NA,"Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA
"39","2021-02-11 17:21:03-03","UFPR","UPCB","48905","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cf. cornuta","Zygostates cf. cornuta","Lindl.","Royer, C.A.","Kersten, R.","621","2003","04","09",NA,"Brasil","Santa Catarina",NA,NA,"Epífita rara em vegetação de restinga..",NA,NA,"2019",NA,NA,"Itapoá","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"40","2021-02-11 17:21:03-03","UFPR","UPCB","32182","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cf. cornuta","Zygostates cf. cornuta","Lindl.","Royer, C.A.","Souza, W.S.","1282","1988","04","30",NA,"Brasil","Paraná","Ilha do Mel, Estação Ecológica",NA,"Epífita com frutos, frequente na porção inferior dos troncos. Em floresta paludosa..",NA,NA,"2019",NA,NA,"Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"41","2021-02-11 17:21:03-03","UFPR","UPCB","73282","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Dreveck, S.","1735","2010","02","04",NA,"Brasil","Santa Catarina","Poço d'Anta.",NA,"IFFSC 953. Floresta ombrófila densa. Pétalas amarelas, labelo branco..",NA,NA,"2019",NA,NA,"Corupá","-49.232778","-26.46","-49.232778","-26.46","280","280",NA,NA,NA,NA,NA,NA,NA
"42","2021-02-11 17:21:03-03","UFPR","UPCB","89691","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Caglioni, E.","Caglioni, E. | Junckes, A.R.","563","2015","12","03",NA,"Brasil","Santa Catarina","Parque Botânico Morro do Baú",NA,"Floresta Ombrófila Densa. Epífito com frutos imaturos verdes, coletado em bambuzal na margem de curso d#?#água..","UPCB0029552","UPCB0029552","2016","03","05","Ilhota","-48.953056","-26.806667","-48.953056","-26.806667","211","211",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-11 17:21:03-03","UFPR","UPCB","71646","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Smidt, E.C.","972","2010","01",NA,NA,"Brasil","Paraná",NA,NA,"Foto e banco de DNA..",NA,NA,"2019",NA,NA,"Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"44","2021-02-11 17:21:03-03","UFPR","UPCB","49568","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A","Silva, S.M.",NA,"1998","01","27",NA,"Brasil","Paraná","Ilha do Mel, Estação Ecológica",NA,"Epífita coletada a 2m do solo, flores alaranjadas, labelo branco..",NA,NA,"2019",NA,NA,"Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"45","2021-02-11 17:21:03-03","UFPR","UPCB","22850","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Negrelle, R.R.B.","A771","1993","02","17",NA,"Brasil","Santa Catarina","Reserva Volta Velha (área das parcelas)",NA,"Epífita, flor amarela..",NA,NA,"2019",NA,NA,"Itapoá","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"46","2021-02-11 17:21:03-03","UFPR","UPCB","22849","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Royer, C.A.","Negrelle, R.R.B.","A842","1993","03","05",NA,"Brasil","Santa Catarina","Reserva Volta Velha (sub-bosque, área das parcelas)",NA,"Epífita, flor amarela..",NA,NA,"2019",NA,NA,"Itapoá","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","2475666","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","Tosceno L. Brito","Per Dusén","Dusén 14038","1912","2","12","South America","Brazil","Paraná","Tacarchy; in silva prim. ad. trunc. arb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","2846627","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","L. Brito","Gert G. Hatschbach","Hatschbach 43583","1981","2","11","South America","Brazil","Paraná","Rio Manduira (mun. Antonia).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","6123",NA,"Plantae",NA,NA,"Orchidaceae","Zygostates","chateaubriandii","Zygostates chateaubriandii","Ruschi",NA,"A. Ruschi",NA,"1954","12","23",NA,"Brasil","Espírito Santo","Altitude 800M",NA,"Informações transcritas do banco de dados, material não localizado no inventário de 2010","MBML006123",NA,NA,NA,NA,"Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"50","2021-01-25 17:20:35-03","MBML","MBML-HERBARIO","38775",NA,"Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","C.A. Royer, 2019","D.R. Couto","228","2005","01","07",NA,"Brasil","Espírito Santo","Mata da Chorona- Conceição de Muqui",NA,"Epífita. Pétalos laterais verde-amarelado com margens serrilhadas, labelo branco; sépalo dorsal e pétalos verdes virados para tráz. Mata de encosta, em forófito derrubado por corte seletivo.","MBML038775",NA,NA,NA,NA,"Mimoso do Sul","-41.3664016723633","-21.0641994476318",NA,NA,"800","800","29430","auto",NA,NA,NA,NA,NA
"51","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","47972",NA,"Plantae",NA,NA,"Orchidaceae","Zygostates","cornuta","Zygostates cornuta","Lindl.","W.S. Mancinelli/23-06-2009","W.S. Souza; R.M. Britez & S.M. Silva","1282","1988","04","30",NA,"Brasil","Paraná","Ilha do Mel, Estação Ecológica",NA,"Epífita com frutos, frequente na porção inferior dos troncos, em floresta paludosa","MBML047972",NA,NA,NA,NA,"Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
