"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","year","month","day","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","typeStatus","class"
"13","2008-12-29 10:04:00-02","MO","MOBOT","100162698","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","A. Kosterman","MACHADO","South America","Brazil",NA,NA,"Est. do Rio G. Fortella. Monte Sinai.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACHADO 323","1935",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"14","2011-03-02 14:49:00-03","MO","MOBOT","1376360","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","S. Nishida","G. Machado Nunes","South America","Brazil","Rio de Janeiro",NA,"Estado Rio G. Portella, Monte Sinai",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Machado Nunes 323","1935",NA,NA,NA,NA,NA,NA,NA,NA,"1","Holotype",NA
"15","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","10081",NA,"Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","T.D.M. Barbosa/18-VII-2007","L. Kollmann; E. Bausen & W. Pizziolo",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222",NA,"Chapada,. Arvoreto. 8m. Dap 14 cm. Fuste 7m. Frutos marrons.","MBML010081","MBML010081",NA,NA,NA,"2169","1999","03","16",NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA
"16","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","16358",NA,"Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","T.D.M. Barbosa/18-XI-2008","L. Kollmann; et al",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Árvore 14m. DAP 23cm. Fuste 11m. Frutos marrons.","MBML016358","MBML016358",NA,NA,NA,"5649","2002","03","13",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"17","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","16810",NA,"Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","T.D.M. Barbosa/18-XI-2008","R.R. Vervloet; et al",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Árvore com 12m de altura, frutos imaturos marrom claro, muito rígido, rugosa, lado direito da estrada, beira do córrego.","MBML016810","MBML016810",NA,NA,NA,"199","2002","04","25",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"18","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","17390",NA,"Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","T.D.M. Barbosa/18-XI-2008","R.R. Vervloet; et al",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Árvore com 15m de altura, interior de mata, baixada.","MBML017390","MBML017390",NA,NA,NA,"715","2002","08","21",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"19","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","17392",NA,"Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","T.D.M. Barbosa/18-VII-2007","R.R. Vervloet; et al",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Árvore com 12m de altura, interior de mata, baixada.","MBML017392","MBML017392",NA,NA,NA,"718","2002","08","21",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"20","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","19806",NA,"Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","T.D.M. Barbosa/18-XI-2008","R.R. Vervloet; et al",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Árvore de 20m, frutos imaturos de cor marrom, meia encosta, dossel 18m.","MBML019806","MBML019806",NA,NA,NA,"1870","2003","02","20",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"21","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","19880",NA,"Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","T.D.M. Barbosa/18-VII-2007","R.R. Vervloet; et al",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Árvore de 16m, frutos imaturos de cor marrom, meia encosta, dossel 18m.","MBML019880","MBML019880",NA,NA,NA,"1845","2003","02","18",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"22","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","20052",NA,"Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","T.D.M. Barbosa/18-XI-2008","R.R. Vervloet; et al",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Árvore de 18m, frutos imaturos de cor marrom, meia encosta, dossel 16m.","MBML020052","MBML020052",NA,NA,NA,"2016","2003","03","20",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"23","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","20342",NA,"Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","T.D.M. Barbosa/18-VII-2007","R.R. Vervloet; et al",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Arvoreto 11m, frutos imaturos de cor marrom, meia encosta dossel 19m.","MBML020342","MBML020342",NA,NA,NA,"2177","2003","04","09",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"24","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","20476",NA,"Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","T.D.M. Barbosa/18-VII-2007","R.R. Vervloet; et al",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Arvoreto de 9m, frutos de cor marrom. Topo de morro, dossel 10m.","MBML020476","MBML020476",NA,NA,NA,"2326","2003","04","29",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"25","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","21400",NA,"Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","T.D.M. Barbosa/18-XI-2008","J. Rossini; et al",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Arvoreta 8m. Folha discolor, frutos marrons.","MBML021400","MBML021400",NA,NA,NA,"459","2003","08","19",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"26","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","37781",NA,"Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","A. Quinet/ 06-11-2005","F.A.G.Guilherme",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.530278","-19.971389",NA,"Árvore, 14 m de altura. Flores muito perfumadas, cálice e corola verdes, estames com anteras laranja e estigma verde claro. Indivíduo 24 D 16.","MBML037781","MBML037781","2005","11","06","367","2004","09","01",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA
"27","2018-10-09 16:31:32-03","UFLA","ESAL","23855","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.",NA,"Vervloet, RR; Bausen, E",NA,"Brasil","Espírito Santo","Santa Teresa","Nova Lombardia/Reserva Biológica Augusto Ruschi, Goiapabo-açu, linha de divisa, Marco 53 a 55.","-40.6002998352051","-19.9356002807617",NA,"Doação MBML 20; Arvoreto 11m; frutos imaturos de cor marrom; meia encosta; dossel 19m.",NA,NA,NA,NA,NA,"2177","2003","04","09","23813","auto",NA,NA,NA,NA,NA,NA,NA
"28","2018-10-09 16:31:32-03","UFLA","ESAL","23852","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.",NA,"Vervloet, RR; Bausen, E; Pizziolo, W",NA,"Brasil","Espírito Santo","Santa Teresa","Nova Lombardia/Reserva Biológica Augusto Ruschi, Trilha da divisa. Lado direito. Goiapabo","-40.6002998352051","-19.9356002807617",NA,"Doação MBML 17; Árvore 15m; interior da mata. Baixada.",NA,NA,NA,NA,NA,"715","2002","08","21","23813","auto",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 18:27:32-03","USP","SPF","195432","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","Nishida, S","Antenor",NA,"Brasil","Rio de Janeiro",NA,"Mato Escuro, Obras Públicas.",NA,NA,NA,"Árvore até 2m, flor esverdeada.","SPF00195432",NA,"1998","10",NA,"s.n.","1927","10","25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-13 11:20:59-03","USP","SPF","195433","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","Nishida, S","Duarte, AP",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"SPF00195433",NA,"1998","10",NA,"5007","1959","09","02","57442","auto",NA,NA,NA,NA,NA,NA,NA
"31","2019-11-13 11:20:59-03","USP","SPF","195422","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","Nishida, S","Sucre, D",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Caminho para o Pae Ricardo.","-43.2075004577637","-22.9027996063232",NA,NA,"SPF00195422",NA,"1998","10",NA,"10058","1973","07","26","57442","auto",NA,NA,"510","510",NA,NA,NA
"32","2015-03-07 08:32:41-03","F","FMNH-SEEDPLANTS","V0151940F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0151940F","V0151940F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"33","2021-03-04 15:43:52-03","IF","SPSF","28400","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis","Kosterm.","J.B.Baitello","J.A.Pastore & C.Moura","América do Sul","Brasil","SP","São Vicente","P.E.Xixová-Japuí","-46.3899993896484","-23.9599990844727",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha da Pedreira&nf;;",NA,NA,NA,NA,NA,"1088","2001","08","31","25482","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"34","2021-03-04 15:43:52-03","IF","SPSF","35344","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis",NA,NA,"J.B.Baitello & F.T.Rocha & O.T. Aguiar","América do Sul","Brasil","SP","Ilhabela","Parque Estadual","-45.3499984741211","-23.7700004577637",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: estrada para Castelhanos, trilha da Água Branca&nf;;",NA,NA,NA,NA,NA,"1760","2000","06","29","23719","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"35","2021-03-04 15:43:52-03","IF","SPSF","34916","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","fluminensis","Beilschmiedia fluminensis",NA,"J.B.Baitello","J.B.Baitello","América do Sul","Brasil","SP","Ilhabela","Parque Estadual da Serra do Mar","-45.3499984741211","-23.7700004577637",NA,"COLETA: XLS: SPSFNovo; Arvore magna, 25m altura, casca semelhante a Cryprocarya, frutos verde escuros; GEOGRAFIA: estrada para Castelhanos, mata densa&nf;;",NA,NA,"2005","07","18","1689","2001","02","20","23719","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
