"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","typeStatus","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","eventTime","fieldNumber","individualCount"
"45","2020-12-21 16:34:08-03","MBM","MBM","296568","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra","Cogn.","Sobral, M.; et al.; et al.","9524","2002","02",NA,"Southern America","Brazil","Santa Catarina","Blumenau","Morro Santo Antônio","-49.0661010742188","-26.9193992614746",NA,NA,NA,"Árvore 15m, em resto de mata à beira de estrada; região de mata atlântica; frutos imaturos","MBM296568","MBM296568","Goldenberg, R.","34291","auto",NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA
"46","2020-12-21 16:34:08-03","MBM","MBM","317782","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra","Cogn.","Cielo Filho, R.; et al.; et al.","399","2005","03","14","Southern America","Brazil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"MBM317782","MBM317782","Ivanauskas, N.M.","26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2015-09-17 11:13:00-03","MNHN","RECOLNAT_MNHN_P","P00545621","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","cogniauxiana","Henriettea cogniauxiana","Penneys, Michelang., Judd & Almeda","Glaziou, A.",NA,"1877","1","20",NA,"Brésil",NA,NA,"Rio de Janeiro : Corcovado",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545621' target='other'> <mi>dwc_moreinfo</mi></a>","P00545621","P00545621_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8684",NA
"48","2015-09-17 11:13:01-03","MNHN","RECOLNAT_MNHN_P","P00545622","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","cogniauxiana","Henriettea cogniauxiana","Penneys, Michelang., Judd & Almeda","Glaziou, A.",NA,"1877","1","20",NA,"Brésil",NA,NA,"Rio de Janeiro : Corcovado",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545622' target='other'> <mi>dwc_moreinfo</mi></a>","P00545622","P00545622_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8684",NA
"49","2014-06-23 10:15:53-03","MNHN","RECOLNAT_MNHN_P","P00545623","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","cogniauxiana","Henriettea cogniauxiana","Penneys, Michelang., Judd & Almeda","Glaziou, A.",NA,"1877","1","20",NA,"Brésil",NA,NA,"Rio de Janeiro : Corcovado",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545623' target='other'> <mi>dwc_moreinfo</mi></a>","P00545623","P00545623_01","Romero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8684",NA
"50","2015-09-04 20:11:24-03","MNHN","RECOLNAT_MNHN_P","P05254519","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05254519' target='other'> <mi>dwc_moreinfo</mi></a>","P05254519","P05254519_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2015-09-04 20:08:09-03","MNHN","RECOLNAT_MNHN_P","P00545613","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Glaziou, A.",NA,"1882","2","5",NA,"Brésil",NA,NA,"Rio de Janeiro : Nova Friburgo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545613' target='other'> <mi>dwc_moreinfo</mi></a>","P00545613","P00545613_01 P00545613_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13858",NA
"52","2013-06-13 11:09:12-03","MNHN","RECOLNAT_MNHN_P","P00545614","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Glaziou, A.",NA,"1864","3","10",NA,"Brésil",NA,NA,"Prov. Rio de Janeiro : Corcorado, à Paineiras",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545614' target='other'> <mi>dwc_moreinfo</mi></a>","P00545614","P00545614_01 P00545614_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"598",NA
"53","2015-11-06 17:03:59-02","MNHN","RECOLNAT_MNHN_P","P00545615","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Glaziou, A.",NA,"1864","3","10",NA,"Brésil",NA,NA,"Prov. Rio de Janeiro : Corcorado, à Paineiras",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545615' target='other'> <mi>dwc_moreinfo</mi></a>","P00545615","P00545615_01 P00545615_02 P00545615_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"598",NA
"54","2016-03-17 12:22:31-03","MNHN","RECOLNAT_MNHN_P","P05254514","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05254514' target='other'> <mi>dwc_moreinfo</mi></a>","P05254514","P05254514_01","Romero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2016-03-17 12:22:31-03","MNHN","RECOLNAT_MNHN_P","P05254518","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05254518' target='other'> <mi>dwc_moreinfo</mi></a>","P05254518","P05254518_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2016-03-17 12:22:35-03","MNHN","RECOLNAT_MNHN_P","P05254515","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Glaziou, A.",NA,"1889","2","6",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Brésil. Alto Macahé.","-42.5311012268066","-22.2819004058838",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05254515' target='other'> <mi>dwc_moreinfo</mi></a>","P05254515","P05254515_01",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16960",NA
"57","2015-09-04 20:11:24-03","MNHN","RECOLNAT_MNHN_P","P05254516","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Glaziou, A.",NA,"1889","2","6",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Brésil, Rio Jan., Alto Macahé.","-42.5311012268066","-22.2819004058838",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05254516' target='other'> <mi>dwc_moreinfo</mi></a>","P05254516","P05254516_01",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16960",NA
"58","2015-11-06 17:04:05-02","MNHN","RECOLNAT_MNHN_P","P00545619","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henrietella","glazioviana","Henrietella glazioviana","Cogn.","Glaziou, A.",NA,"1876","6","8",NA,"Brésil",NA,NA,"Prov. Rio de Janeiro : Restinga de Maná",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545619' target='other'> <mi>dwc_moreinfo</mi></a>","P00545619","P00545619_01 P00545619_02",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,"8460",NA
"59","2006-12-07 14:13:41-02","MNHN","RECOLNAT_MNHN_P","P00545620","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henrietella","glazioviana","Henrietella glazioviana","Cogn.","Glaziou, A.",NA,"1876","6","8",NA,"Brésil",NA,NA,"Prov. Rio de Janeiro : Restinga de Maná",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545620' target='other'> <mi>dwc_moreinfo</mi></a>","P00545620","P00545620_01 P00545620_02",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,"8460",NA
"60","2021-02-11 17:19:38-03","UFPR","UPCB","60309","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Demuner, V.","961","2000","04","27",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,NA,NA,"Árvore 13m, DAP 15cm, fuste 9m, frutos jovens de cor verde. Interior da mata, local plano..","UPCB0012487","UPCB0012487","Goldenberg, R.",NA,NA,NA,NA,"9999","9999",NA,"2016",NA,NA,NA,NA,NA
"61","2021-02-11 17:19:38-03","UFPR","UPCB","60310","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Kollmann, L.","1713","1999","01","27",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,"750","750",NA,"Arvoreto 10m, DAP 14cm, fuste 7m, botões e flores brancas..","UPCB0012486","UPCB0012486","Goldenberg, R.",NA,NA,NA,NA,"9999","9999",NA,"2016",NA,NA,NA,NA,NA
"62","2021-02-11 17:19:38-03","UFPR","UPCB","60311","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Bausen, E.","134","1998","07","30",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,NA,NA,"Árvore ca. 13m, diâm. 18cm, frutos verdes. Fundo de vale..","UPCB0012490","UPCB0012490","Goldenberg, R.",NA,NA,NA,NA,"9999","9999",NA,"2016",NA,NA,NA,NA,NA
"63","2021-02-11 17:19:38-03","UFPR","UPCB","60312","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Kollmann, L.","5595","2002","02","20",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,"850","850",NA,"Arvoreto 5m, flores brancas..","UPCB0012482","UPCB0012482","Goldenberg, R.",NA,NA,NA,NA,"9999","9999",NA,"2016",NA,NA,NA,NA,NA
"64","2021-02-11 17:19:38-03","UFPR","UPCB","60313","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Kollmann, L.","2138","1999","03","11",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,"850","850",NA,"Arvoreto 6m, DAP 18cm, fuste 4m, frutos verdes..","UPCB0012479","UPCB0012479","Goldenberg, R.",NA,NA,NA,NA,"9999","9999",NA,"2016",NA,NA,NA,NA,NA
"65","2021-02-11 17:19:38-03","UFPR","UPCB","60314","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Kollmann, L.","2435","1999","04","07",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,"800","800",NA,"Botões verdes. Mata de encosta..","UPCB0012478","UPCB0012478","Goldenberg, R.",NA,NA,NA,NA,"9999","9999",NA,"2016",NA,NA,NA,NA,NA
"66","2021-02-11 17:19:38-03","UFPR","UPCB","60315","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Vervloet, R.R.","2032","2003","03","25",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,NA,NA,"Arvoreto 6m, frutos imaturos verde, meia encosta, dossel 14m..","UPCB0012492","UPCB0012492","Goldenberg, R.",NA,NA,NA,NA,"9999","9999",NA,"2016",NA,NA,NA,NA,NA
"67","2021-02-11 17:19:38-03","UFPR","UPCB","63435","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Kollmann, L.","137","1998","06","25",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,"750","750",NA,"Árvore 5m, DAP 10cm, frutos verdes. Mata de encosta..","UPCB0012489","UPCB0012489","Goldenberg, R.",NA,NA,NA,NA,"9999","9999",NA,"2016",NA,NA,NA,NA,NA
"68","2021-02-11 17:19:38-03","UFPR","UPCB","63745","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Amorim, A.M.","7587","2008","07","20",NA,"Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,"600","600",NA,"Árvore ca. 7m alt. Frutos imaturos verdes. Floresta Estacional Semidecidual..","UPCB0012488","UPCB0012488","Goldenberg, R.",NA,NA,NA,NA,"9999","9999",NA,"2016",NA,NA,NA,NA,NA
"69","2021-02-11 17:19:38-03","UFPR","UPCB","63765","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Goldenberg, R.","1223","2008","07","22",NA,"Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,"525","525",NA,"Árvore 10m. Frutos verdes. Floresta Ombrófila Densa Montana..","UPCB0012477","UPCB0012477","Goldenberg, R.",NA,NA,NA,NA,"9999","9999",NA,"2016",NA,NA,NA,NA,NA
"70","2021-02-11 17:19:38-03","UFPR","UPCB","83434","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Goldenberg, R.","1667","2013","08","20",NA,"Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato, Trilha para a picada da divisa, passando pela casa do puma","-48.304","-25.16","300","800",NA,"Árvore 4m, estéril.","UPCB0012471","UPCB0012471","Goldenberg, R.",NA,NA,NA,NA,"-48.304","-25.160",NA,"2013","08","26",NA,NA,NA
"71","2021-02-11 17:19:38-03","UFPR","UPCB","88124","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, F.A. Michelangeli, Judd et Almeda","Monteiro, J.","468","2013","04","02",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico, Mata do Horto, Margem do Rio dos Macacos","-43.245556","-22.965556",NA,NA,NA,"Árvore ca. 5m alt., folhas verdes, cartáceas, glabras, levemente descolores. Frutos verdes ou negros. Planta umbrófila localizada na parcela 2. Floresta Estacional Semidecidual..","UPCB0031911","UPCB0031911","Monteiro, J.",NA,NA,NA,NA,"-43.245556","-22.965556",NA,NA,NA,NA,NA,NA,NA
"72","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","12476",NA,"Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","V. Demuner; et al","961","2000","04","27",NA,"Brasil","Espírito Santo","Santa Teresa","Alto Lombardia, cabeceira do 25 de Julho","-40.541944","-19.844722",NA,NA,NA,"Árvore 13m, DAP 15cm, fuste 9m, frutos jovens de cor verde. Interior de mata, local plano.","MBML012476","MBML012476","R. Goldenberg/2015",NA,NA,NA,NA,"40W32'31","19S50'41",NA,NA,NA,NA,NA,NA,NA
"73","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","16259",NA,"Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","L. Kollmann; et al","5595","2002","02","20",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Arvoreto 5m. Flores brancas.","MBML016259","MBML016259","R. Goldenberg/2015",NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","20143",NA,"Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","R.R. Vervloet; et al","2032","2003","03","25",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Arvoreto de 6m, frutos imaturos de cor verde, meia encosta, dossel 14m.Epífita, a 4m do solo, flores brancas com ápice amarelado, labelo amarelo. Topo de morro dossel 10m.","MBML020143","MBML020143","R. Goldenberg/2015",NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"75","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","36076",NA,"Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","R. Goldenberg; et al","1223","2008","07","22",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.525","-20.267778",NA,NA,NA,NA,"MBML036076","MBML036076","R. Goldenberg/2015",NA,NA,NA,NA,"40W31'30","20S16'4",NA,NA,NA,NA,NA,NA,NA
"76","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","36408",NA,"Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","A. M. Amorim; et al","7587","2008","07","20",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.519444","-20.291389",NA,NA,NA,NA,"MBML036408","MBML036408","R. Goldenberg/2015",NA,NA,NA,NA,"40W31'10","20S17'29",NA,NA,NA,NA,NA,NA,NA
"77","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","7679",NA,"Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","L. Kollmann; E. Bausen & W. Pizziolo","137","1998","06","25",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço. Mata Fria de Clerio Loss.","-40.683611","-19.931111",NA,NA,NA,"Mata de encosta. Árvore de 5m, DAP 10cm. Frutos verdes.","MBML007679","MBML007679","R. Goldenberg/2015",NA,NA,NA,NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA,NA,NA
"78","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","8531",NA,"Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","E. Bausen; W. Pizziolo","134","1998","07","30",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389",NA,NA,NA,"Árvcore com mais 13m. Diâmetro 18cm. Com frutos verdes. Fundo de vale.","MBML008531","MBML008531","R. Goldenberg/2015",NA,NA,NA,NA,"40W36'27","19S55'53",NA,NA,NA,NA,NA,NA,NA
"79","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","8620",NA,"Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","L. Kollmann; E. Bausen & W. Pizziolo","1713","1999","01","27",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço. Mata Fria","-40.683611","-19.931111",NA,NA,NA,"Arvoreto 10m. DAP 14cm. Fuste 7m. Botões e flores brancos.","MBML008620","MBML008620","R. Goldenberg/2015",NA,NA,NA,NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA,NA,NA
"80","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","8773",NA,"Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","L. Kollmann; E. Bausen & W. Pizziolo","2138","1999","03","11",NA,"Brasil","Espírito Santo","Santa Teresa","Cabeceira do Vinte e Cinco de Julho","-40.548333","-19.847222",NA,NA,NA,"Arvoreto 6m. DAP 18cm. Fuste 4m. Frutos verdes.","MBML008773","MBML008773","R. Goldenberg/2015",NA,NA,NA,NA,"40W32'54","19S50'50",NA,NA,NA,NA,NA,NA,NA
"81","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","9342",NA,"Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","L. Kollmann; E. Bausen & W. Pizziolo","2435","1999","04","07",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria","-40.683611","-19.931111",NA,NA,NA,"Mata de encosta. Botões verdes.","MBML009342","MBML009342","R. Goldenberg/2015",NA,NA,NA,NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA,NA,NA
"82","2021-03-04 11:05:45-03","UFRB","HURB","4895","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys","Aona, L.Y.S.; Costa, G; Fonseca, W.; Jardim, J.G.; et al","1962","2013","01","07",NA,"Brasil","Bahia","Boa Nova","P.N. de Boa Nova; Ramal para Fazenda Liberdade, Setor Sul","-40.119722","-14.4125","917","917",NA,NA,"HURB000004895",NA,"R. Goldemberg",NA,NA,NA,NA,"40°07'11 W","14°24'45 S",NA,"2013","12",NA,NA,NA,NA
"83","2020-06-17 15:25:14-03","UNESP-RC","HRCB","14413","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","Assis, M. A. de",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"Rosana Romero","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-06-17 15:25:14-03","UNESP-RC","HRCB","16667","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","Assis, M. A. de",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"R. Romero","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-06-17 15:25:14-03","UNESP-RC","HRCB","29829","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","Takahasi, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-06-17 15:25:14-03","UNESP-RC","HRCB","29830","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","Takahasi, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-06-17 15:25:14-03","UNESP-RC","HRCB","29831","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","Takahasi, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-06-17 15:25:14-03","UNESP-RC","HRCB","29832","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","Takahasi, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-09-12 05:00:02-03","US","US","1540468","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","L. Smith","1361","1928","11","27","South America - Neotropics","Brazil","Distrito Federal",NA,"Federal District. Estrada Dona Castorina, between Jardim Botanico and Alto da Boa Vista, Rio de Janeiro.","-43.25","-22.95","100","500",NA,NA,"US02952247","US02952247_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"90","2020-09-12 05:00:02-03","US","US","2429005","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","A. P. Duarte","5243",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Guanabara, Sumaré.",NA,NA,NA,NA,NA,NA,"US02952241","US02952241_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"91","2020-09-12 05:00:02-03","US","US","3248288","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","H. C. Lima & J. Caruzo","3507","1989","4","2","South America - Neotropics","Brazil","Rio de Janeiro",NA,"RJ, Mun. Nova Friburgo, Distrito de Macaé de Cima, sítio Bacus.",NA,NA,"1400","1500",NA,NA,"US02952243","US02952243_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"92","2020-09-12 05:00:02-03","US","US","3060515","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","C. Angeli","589","1985","9",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"RJ, Estr. Vista Chinesa, km 2.",NA,NA,NA,NA,NA,NA,"US02952248","US02952248_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"93","2020-09-12 05:00:02-03","US","US","2623486","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","A. P. Duarte","5243","1960","5",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Estado da Guanabara, Sumaré.",NA,NA,NA,NA,NA,NA,"US02952240","US02952240_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
