"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","relatedCatalogItem","verbatimLongitude","verbatimLatitude","relationshipType","previousCatalogNumber","typeStatus","fieldNumber","individualCount"
"49","2019-08-27 13:31:53-03","IAP","PACA-AGP","8689.1","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","Emrich-Rambo","Rambo, B.",NA,"1942","01","14",NA,"Brasil","RS","Serra da Rocinha",NA,"Habitat: In campestribus turfosis Fenofase: flor e fruto","PACA008689-1",NA,"Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"55856","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-08-27 13:31:53-03","IAP","PACA-AGP","53739","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","R. Lüdtke","Rambo, B.",NA,"1953","02","03",NA,"Brasil","RS","Serra da Rocinha",NA,"Habitat: In sphagnetosis Fenofase: flor","PACA053739",NA,"Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"55856","auto","2003","Magnoliatae","01","28",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-08-27 13:31:53-03","IAP","PACA-AGP","2029","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","R. Lüdtke","Irm. Augusto",NA,"1935","10","01",NA,"Brasil","RS",NA,NA,"Habitat: In humidis graminosis Fenofase: flor e fruto","PACA002029",NA,"Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"49662","auto","2003","Magnoliatae","01","28",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-27 13:31:53-03","IAP","PACA-AGP","35732","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","Emrich-Rambo","Henz, E.",NA,"1947","01","03",NA,"Brasil","RS","Água Azul",NA,"Confirmado por: R. Lüdtke, Data: 15/09/2003 Habitat: In paludosis dumetosis Fenofase: flor e fruto","PACA035732",NA,"Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"49662","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-08-27 13:31:53-03","IAP","PACA-AGP","30910","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","Emrich-Rambo","Rambo, B.",NA,"1946","01","02",NA,"Brasil","RS","Vila Oliva",NA,"Confirmado por: R. Lüdtke, Data: 15/09/2003 Habitat: In paludosis dumetosis Fenofase: flor e fruto","PACA030910",NA,"Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"49662","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-08-27 13:31:53-03","IAP","PACA-AGP","47983","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","Emrich-Rambo","Sehnem, A.","2461","1947","01","23",NA,"Brasil","RS","Vila Oliva",NA,"Confirmado por: R. Lüdtke, Data: 15/09/2003 Habitat: In paludosis dumetosis Fenofase: flor e fruto","PACA047983",NA,"Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"49662","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-08-27 13:31:53-03","IAP","PACA-AGP","36167","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","Emrich-Rambo","Rambo, B.",NA,"1948","02",NA,NA,"Brasil","RS","Cambará",NA,"Confirmado por: R. Lüdtke, Data: 15/09/2003 Habitat: In paludosis dumetosis Fenofase: flor e fruto","PACA036167",NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-08-27 13:31:53-03","IAP","PACA-AGP","54537","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","B. Rambo SJ","Rambo, B.",NA,"1953","11","13",NA,"Brasil","RS","Taimbezinho",NA,"Confirmado por: R. Lüdtke, Data: 15/09/2003 Habitat: In paludosis dumetosis Fenofase: flor e fruto","PACA054537",NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-08-27 13:31:53-03","IAP","PACA-AGP","50934","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","R. Lüdtke","Sehnem, A.","5168","1950","12","18",NA,"Brasil","RS","Taimbezinho",NA,"Habitat: In campestribus humidis graminosis Fenofase: flor e fruto","PACA050934",NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto","2003","Magnoliatae","01","28",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-27 13:31:53-03","IAP","PACA-AGP","49369","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","R. Lüdtke","Rambo, B.",NA,"1950","12","18",NA,"Brasil","RS","Taimbezinho",NA,"Habitat: In campestribus turfosis Fenofase: flor e fruto","PACA049369",NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto","2003","Magnoliatae","01","28",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-08-27 13:31:53-03","IAP","PACA-AGP","34695","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","Emrich-Rambo","Rambo, B.",NA,"1946","12","30",NA,"Brasil","RS","Faz. da Ronda",NA,"Confirmado por: R. Lüdtke, Data: 15/09/2003 Habitat: In paludosis dumetosis Fenofase: flor e fruto","PACA034695",NA,"Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"63451","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-08-27 13:31:53-03","IAP","PACA-AGP","8489","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","Emrich-Rambo","Rambo, B.",NA,"1942","01","13",NA,"Brasil","RS","Rio dos Touros",NA,"Confirmado por: R. Lüdtke, Data: 15/09/2003 Habitat: In paludosis dumetosis Fenofase: flor e fruto","PACA008489",NA,"Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"63451","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-08-27 13:31:53-03","IAP","PACA-AGP","66273","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","J. J. Wurdack","Reitz & Klein","10185","1960","10","13",NA,"Brasil","SC","Serra da Boa Vista",NA,"Confirmado por: R. Lüdtke, Data: 15/09/2003 Habitat: Campo","PACA066273",NA,"São José","-48.627498626709","-27.6152992248535",NA,NA,"12814","auto","1963","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-08-27 13:31:53-03","IAP","PACA-AGP","27904","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","R. Lüdtke","E. Friderichs SJ",NA,"1944","01",NA,NA,"Brasil","SP",NA,NA,"Habitat: In humidis dumetosis Fenofase: flor e fruto","PACA027904",NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"21048","auto","2003","Magnoliatae","10","06",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-08-27 13:31:53-03","IAP","PACA-AGP","103477","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A. St.-Hil. & Moq.","Pastore, J.","K. T. B. Kerber","25","2004","12","20",NA,"Brasil","RS","parque nacional aparados da serra",NA,"Habitat: terrestre","PACA103477",NA,"Cambará do Sul","-50.133333","-29.033333",NA,NA,NA,NA,"2019","Magnoliatae","09","18",NA,"50°08'W","29°02'S",NA,NA,NA,NA,NA
"64","2020-12-20 21:19:06-03","UFV","VIC","4712","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.",NA,"Dombrowski, L.T.; Saito, Y.","1024","1964","11","19",NA,"Brasil","Paraná","Campos do capão da Imbuia",NA,"Em campo úmido, abundante.","VIC004712","VIC004712","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-02-27 16:44:19-03","UFSC","CTBS","4355","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.","Wurdack, J.J.","Smith, L.B. & Klein, R.M.","13763","1964","12","07",NA,"Brasil","Paraná","8km west of Campo Ecrê",NA,NA,NA,NA,"Campo Erê",NA,NA,NA,NA,NA,NA,"1970",NA,NA,NA,NA,"53°06''W","26°22''S",NA,NA,NA,NA,NA
"66","2020-02-27 16:44:19-03","UFSC","CTBS","2429","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","Pastore, J.F.B.","Siqueira, E.L. & Gonçalves, D.S.","614","2012","04","27",NA,"Brasil","Paraná","Estrada de terra próxima à Polícia Rodoviária Federal",NA,"Erva ereta, heliófita; Flores alvas.",NA,NA,"Guarapuava","-51.282778","-25.255556","1159","1159",NA,NA,"2017",NA,"04",NA,NA,"51°16'58W","25°15'20S",NA,"HCF 11197",NA,NA,NA
"67","2020-02-27 16:44:19-03","UFSC","CTBS","1235","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","Pastore, J.F.B.","Tiazziani, Tiago; Pizzolatti, Moacir; Ruani, Ana Paula & Vensks, Dalila",NA,"2015","04","04",NA,"Brasil","Santa Catarina","Morro da Antena.",NA,NA,NA,NA,"Rancho Queimado","-49.148056","-27.6825",NA,NA,NA,NA,"2015",NA,NA,NA,NA,"49°08'53W","27°40'57S",NA,NA,NA,NA,NA
"68","2020-02-27 16:44:19-03","UFSC","CTBS","1236","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","Pastore, J.F.B.","Tiazziani, Tiago; Pizzolatti, Moacir; Ruani, Ana Paula & Vensks, Dalila",NA,"2015","04","04",NA,"Brasil","Santa Catarina","Morro da Antena.",NA,NA,NA,NA,"Rancho Queimado","-49.148056","-27.6825",NA,NA,NA,NA,"2015",NA,NA,NA,NA,"49°08'53W","27°40'57S",NA,NA,NA,NA,NA
"69","2020-02-27 16:44:19-03","UFSC","CTBS","1237","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","Pastore, J.F.B.","Tiazziani, Tiago; Pizzolatti, Moacir; Ruani, Ana Paula & Vensks, Dalila",NA,"2015","04","04",NA,"Brasil","Santa Catarina","Morro da Antena.",NA,NA,NA,NA,"Rancho Queimado","-49.148056","-27.6825",NA,NA,NA,NA,"2015",NA,NA,NA,NA,"49°08'53W","27°40'57S",NA,NA,NA,NA,NA
"70","2021-03-10 14:35:16-03","UFSC","CTBS","4345","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","Pastore, J.F.B.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1262","2006","12","07",NA,"Brasil","Santa Catarina","Fazenda do Sr. Arno Philippe. Campo entre a casa da fazenda e morro dos Padres",NA,"erva, flor rosa.",NA,NA,"Urubici","-49.331389","-27.949444",NA,NA,NA,NA,"2019",NA,"08",NA,NA,"49°19'53''W","27°56'58''S",NA,NA,NA,NA,NA
"71","2021-03-10 14:35:16-03","UFSC","CTBS","4346","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","Pastore, J.F.B.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1158","2006","12","05",NA,"Brasil","Santa Catarina","Fazenda do Sr. Arno Philippe. Campo entre a casa da fazenda e morro dos Padres",NA,"Erva, flor lilás-escuro.",NA,NA,"Urubici","-49.331389","-27.949444",NA,NA,NA,NA,"2019",NA,"08",NA,NA,"49°19'53''W","27°56'58''S",NA,NA,NA,NA,NA
"72","2020-02-27 16:44:19-03","UFSC","CTBS","2500","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","Pastore, J.F.B.","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B. & Vaz, J.","7341","2008","11","18",NA,"Brasil","Rio Grande do Sul","Serra da Rocinha",NA,"Ereta; Flor vinosa; Campo de altitude.",NA,NA,"Timbó do Sul",NA,NA,NA,NA,NA,NA,"2017",NA,"07",NA,NA,NA,NA,NA,"MBM",NA,NA,NA
"73","2020-02-27 16:44:19-03","UFSC","CTBS","1305","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","Pastore, J.F.B.","Pastore, José Floriano Barêa","5157","2015","10","01",NA,"Brasil","Rio Grande do Sul","Caminho para Itambé",NA,"Próximo ao curso d'água. Flores rosa.",NA,NA,"Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"30776","auto","2015",NA,"10","03",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-02-27 16:44:19-03","UFSC","CTBS","1442","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","Pastore, J.F.B.","Pastore, José Floriano Barêa","5152","2015","10","01",NA,"Brasil","Rio Grande do Sul","Próximo ao Cânion Fortaleza",NA,"Campo limpo, terra escura. Erva com flores rosas.",NA,NA,"Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"30776","auto","2015",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-02-27 16:44:19-03","UFSC","CTBS","1302","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","Pastore, J.F.B.","Pastore, José Floriano Barêa","5147","2015","10","01",NA,"Brasil","Rio Grande do Sul","Subida para o Cânion Fortaleza.",NA,"Flor rosa. Apenas com botões a data em que foi coletada. Campo. Substrato ereto.",NA,NA,"Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"30776","auto","2015",NA,"10","01",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 14:43:55-03","UFJF","CESJ","60370","PreservedSpecimen","Plantae","Angiosperma",NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.","D.B. Falkenberg","D.B. Falkenberg; F.A.Silva","5985","1992","12","11","América do Sul","Brasil","Rio Grande do Sul","Itaimbezinho",NA,"Subarbusto ca. 0,1m alt., no campo úmido, flor rosa e lilás.","CESJ060370",NA,"Cambará do Sul","-50.1446990966797","-29.0478000640869","1000","1000","30776","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-04-07 11:47:47-03","UFMS","CGMS","49051","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.",NA,"G. Hatschbach; E. Barbosa; E.F. Costa","78899","2005","03","15",NA,"Brasil","Santa Catarina","Farol de Santa Marta.",NA,"Flor lilás. Habitat: Campo litorânea, arenoso. Habito: Ereta.","CGMS1078996",NA,"Laguna","-48.7807998657227","-28.4825000762939",NA,NA,"21199","auto","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:38:17-03","UNICAMP","UEC","55541","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A. St.-Hil. & Moq.",NA,"Meira Neto, JAA; Martins, E; Siqueira, MF","632","1990","10","09",NA,"Brazil","São Paulo","Estado Ecológico de Santa Bárbara - cerrado.",NA,"Flores lilases brancas no banhado com erva 25cm.","UEC079216","UEC079216","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-04 13:19:40-03","UDESC","LUSC","8042","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","Pastore.","Antoniutti, M. J. et al.","10","2013","12","16",NA,"Brasil","Santa Catarina","Serra do Oratório.",NA,NA,"LUSC001552","LUSC001552","Bom Jardim da Serra","-49.624698638916","-28.3369007110596",NA,NA,"32577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-10-14 10:05:07-03","FURB","FURB","3416","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W. Benn.","Dombrowski, LT","Dombrowski, L.T.","9826","1978","10","09",NA,"Brasil","Paraná",NA,NA,"Frequente. Habitat: campo úmido Habito: ascendente; flor lilás","FURB39735","FURB39735","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-10-14 10:05:07-03","FURB","FURB","2564","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W. Benn.","Hatschbach, G","Cordeiro, J.",NA,"2003","11","12",NA,"Brasil","Paraná","Medianeira.",NA,NA,"FURB03194","FURB03194","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-10-14 10:05:07-03","FURB","FURB","38799","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W. Benn.","Falkenberg, DB","Falkenberg, D.B.; Silva Filho, F.A.","5985","1992","07","11",NA,"Brasil","Rio Grande do Sul","Itambezinho.",NA,NA,"FURB39732","FURB39732","Cambará do Sul","-50.1446990966797","-29.0478000640869","1000","1000","30776","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-16 17:52:23-03","UCS","HUCS","2865","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W. Benn.","Lüdtke, R.","Sehnem, A.","s.n.",NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,"in dumeto herba",NA,NA,"Nova Petrópolis","-51.1143989562988","-29.3763999938965","750","750","14669","auto","2007",NA,"09","19",NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-16 17:52:23-03","UCS","HUCS","22535","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W. Benn.","Lüdtke, R.","Cordeiro, J.","2144","2003","11","12",NA,"Brasil","Paraná","Medianeira",NA,"erva , flor alva; brejo",NA,NA,"Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto","2007",NA,"09","19",NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-16 17:52:23-03","UCS","HUCS","19217","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W. Benn.","Lüdtke, R.","Rambo, B.","s.n.","1953","11","13",NA,"Brasil","Rio Grande do Sul","Taimbezinho",NA,"PACA - 54537; in paludosis dumetosis",NA,NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto","2007",NA,"09","19",NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-16 17:52:23-03","UCS","HUCS","46718","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A. St.-Hil. & Moq.","Lüdtke, R.","Gonzatti, F.","2239","2015","12","05",NA,"Brasil","Rio Grande do Sul","Trilha do Cânion",NA,"erva decumbente; moitas em meio à vegetação campestre, pleno sol",NA,NA,"Cambará do Sul","-50.087781","-29.142522","969","969",NA,NA,"2018",NA,"05","10",NA,"-50.087781","-29.142522",NA,NA,NA,NA,NA
"87","2021-03-16 17:52:23-03","UCS","HUCS","46735","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A. St.-Hil. & Moq.","Lüdtke, R.","Gonzatti, F.","4142","2018","02","24",NA,"Brasil","Rio Grande do Sul","Trilha da Tajuva para a cachoeira do Rio Josafaz",NA,"erva ereta, flores violáceas; campo nativo",NA,NA,"São Francisco de Paula","-50.032764","-29.350542","925","925",NA,NA,"2018",NA,"05","10",NA,"-50.032764","-29.350542",NA,NA,NA,NA,NA
"88","2014-10-14 15:56:35-03","BS","M","M-0153102","S","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Habitat in campis ad Tejuco. Provinciae Min. Ger.",NA,NA,"M0153102",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,"TYPE",NA,NA
"89","2014-10-14 15:56:35-03","BS","M","M-0153103","S","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Habitat in campis prope Yta et Jundiahy. Provinciae S. Pauli.",NA,NA,"M0153103",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,"TYPE",NA,NA
"90","2014-10-14 15:56:35-03","BS","M","M-0153104","S","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Habitat in campis aditis arenosis Serro Frio. Provinciae Min. Ger.",NA,NA,"M0153104",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,"TYPE",NA,NA
"91","2019-08-16 08:40:40-03","UTFPR","HCF","7878","S","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","J. Cordeiro & G. Felitto","M.G. Caxambu","2589","2009","04","16",NA,"Brasil","PR","vegetação ciliar do Rio Turvo",NA,"erva heliófita, ereta, palustre, ca. 1 m. Flores alvas.",NA,NA,"Turvo","-51.54725","-25.044472","1013","1013",NA,NA,"2011",NA,NA,NA,NA,"51°32'50,1 W","25°02'40,1 S",NA,NA,NA,NA,NA
"92","2019-08-16 08:40:40-03","UTFPR","HCF","11197","S","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","E. Barboza","E.L. Siqueira","614","2012","09","27",NA,"Brasil","PR","estrada de terra próxima à Polícia",NA,"erva ereta, heliófita. Flores alvas.",NA,NA,"Guarapuava","-51.282778","-25.2555","1159","1159",NA,NA,"2017",NA,NA,NA,NA,"51°16'58 W","25°15'19,8 S",NA,NA,NA,NA,NA
"93","2019-08-16 08:40:40-03","UTFPR","HCF","11978","S","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","E.D. Lozano","E.D. Lozano","1079","2012","10","10",NA,"Brasil","PR","Fazenda Capão das Almas",NA,"herbácea, 30 cm, flores róseas, campo úmido.",NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-08-16 08:40:40-03","UTFPR","HCF","14274","S","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","R. Lüdtke","G. Hatschbach","72680","2001","11","13",NA,"Brasil","RS","Rodovia São José dos Ausentes-",NA,"ereta, flor rosada. Campo limpo, seco.",NA,NA,"São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"42598","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:41:21-03","MBM","MBM","169828","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W. Benn.","Wurdack, J.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","61258",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Rod. SC-450, próximo ao postoda divisa SC-RS",NA,NA,"MBM169828","MBM169828","Cambará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:41:21-03","MBM","MBM","215775","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W. Benn.","Marques, M.C.M.","Kuhlmann, M.","2583",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Sapucaí-Mirim",NA,NA,"MBM215775","MBM215775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:41:21-03","MBM","MBM","245631","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W. Benn.","Wurdack, J.","Dombrowski, L.T.; et al.; et al.","1895",NA,NA,NA,"Southern America","Brazil","Paraná","Capão da Imbuia",NA,NA,"MBM245631","MBM245631","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:41:21-03","MBM","MBM","245624","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W. Benn.","Wurdack, J.","Dombrowski, L.T.; et al.; et al.","1866",NA,NA,NA,"Southern America","Brazil","Paraná","Capão da Imbuia",NA,NA,"MBM245624","MBM245624","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
