"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"46","2020-02-08 09:17:44-03","NBC","NL-BOTANY","U.1103564","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees) Müll.Arg.",NA,"Maas PJM; Maas-van de Kamer H; Mattos Silva LA",NA,"1987","11","26","Southern America","Brazil","Bahia","Bahia: Mun. de Santa Cruz Cabralia, 'Estacao Ecologica do Pau-Brasil', c. 16 km W of Porto Seguro.",NA,"Forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1103564 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1103564","NL-U1103564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0180968",NA,NA,NA,NA
"47","2020-02-08 09:17:44-03","NBC","NL-BOTANY","WAG.1609013","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees) Müll.Arg.",NA,"Hatschbach GG; Guimarães OA",NA,"1970","01","07","Southern America","Brazil",NA,"Rio do Cedro (mun. Guaraqueçaba) Paraná.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1609013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1609013","NL-WAG1609013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"48","2020-02-08 09:17:44-03","NBC","NL-BOTANY","WAG.1609014","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees) Müll.Arg.",NA,"Santos TS dos",NA,"1986","08","05","Southern America","Brazil",NA,"Município de Santa Cruz Cabrália.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1609014 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1609014","NL-WAG1609014",NA,"-39.133333","-16.383333",NA,NA,NA,NA,"-39.133333","-16.383333",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"49","2020-02-08 09:17:44-03","NBC","NL-BOTANY","WAG.1609015","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees) Müll.Arg.",NA,"Maas PJM; Maas-van de Kamer H; Mattos Silva LA",NA,"1987","11","26","Southern America","Brazil","Bahia","Bahia: Mun. de Santa Cruz Cabralia, 'Estacao Ecologica do Pau-Brasil', c. 16 km W of Porto Seguro.",NA,"Forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1609015 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1609015","NL-WAG1609015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"50","2020-02-08 09:17:44-03","NBC","NL-BOTANY","WAG.1609018","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees) Müll.Arg.",NA,"Mori S; Gracie C",NA,"1992","06","20","Southern America","Brazil",NA,"Amazonas: Rio Negro, Ponta do Pagodão.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1609018 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1609018","NL-WAG1609018",NA,"-60.483333","-2.866667",NA,NA,NA,NA,"-60.483333","-2.866667",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"51","2020-02-08 09:17:44-03","NBC","NL-BOTANY","WAG.1609019","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees) Müll.Arg.",NA,"Thomas WW; et al.",NA,"1996","11","14","Southern America","Brazil",NA,"Bahia, Porto Seguro: Parque Nacional Monte Pascoal.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1609019 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1609019","NL-WAG1609019",NA,"-40.574722","-15.264722",NA,NA,NA,NA,"-40.574722","-15.264722",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"52","2020-02-08 09:17:44-03","NBC","NL-BOTANY","WAG.1609020","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees) Müll.Arg.",NA,"Thomas WW; Amorim AM; Jardim JG; Sant'Ana SC da",NA,"1996","11","24","Southern America","Brazil",NA,"Bahia. Una: Reserva Bioloogica de Una. Picada do Marimbondo. Southern bahian Wet Forest.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1609020 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1609020","NL-WAG1609020",NA,"-39.066667","-15.166667",NA,NA,NA,NA,"-39.066667","-15.166667",NA,NA,NA,NA,"Magnoliopsidae","WAG0058734",NA,NA,NA,NA
"53","2020-11-04 10:59:44-03","ESALQ","ESA","23291","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea",NA,NA,"Sakai, L. et al.","33369.0","1995","02","10",NA,"Brasil","São Paulo",NA,NA,NA,"ESA023291","ESA023291","Pariquera Açu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 10:59:44-03","ESALQ","ESA","105421","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea",NA,"Aguiar, O.T.","Aguiar, O.T.",NA,"2002","03","13",NA,"Brasil","São Paulo",NA,NA,NA,"ESA105421","ESA105421","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,"2002",NA,NA,"03","27904","auto","17",NA,NA,NA,NA,NA,NA
"55","2020-11-04 10:59:44-03","ESALQ","ESA","51957","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers.",NA,"Lima, R.A.F.","365.0",NA,NA,NA,NA,"Brasil","São Paulo","Parcela permanente - Parque Estadual de Carlos Botelho",NA,"no sub-bosque","ESA051957","ESA051957","Sete Barras","-47.9199981689453","-24.3799991607666","400","400",NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 10:54:32-03","ESALQ","ESA","106130","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Malouetia","arborea","Malouetia arborea",NA,NA,"Sampaio, D.","34.0","1905","06","26",NA,"Brasil","São Paulo",NA,NA,NA,"ESA106130",NA,"Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 10:59:44-03","ESALQ","ESA","117887","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea",NA,"Simões, A.O.","Dias, A.C.","43.0","1985","01","01",NA,"Brasil","São Paulo",NA,NA,NA,"ESA117887",NA,"Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 10:59:44-03","ESALQ","ESA","46563","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides",NA,"Rapini, A.","Assis, M.C. et al.","502.0","1997","07","06",NA,"Brasil","Mato Grosso",NA,NA,NA,"ESA046563","ESA046563","Aripuanã","-59.459400177002","-10.1667003631592",NA,NA,NA,"2008",NA,NA,NA,"273871","auto",NA,NA,NA,NA,NA,NA,NA
"59","2020-11-04 10:59:44-03","ESALQ","ESA","123823","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides",NA,"Souza, V.C.","Souza, V.C. ; Flores, T.B.","34924.0","2013","04","30",NA,"Brasil","São Paulo","Área da Cia. Votorantim. Estrada entre o alojamento da Barra e a portaria para Tapiraí.",NA,"Árvore, ca. 7 m alt. Vegetativo.","ESA123823",NA,"Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,"2013",NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 10:59:44-03","ESALQ","ESA","96069","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides",NA,"Rapini, A.","Silva Neto, S.J. et al.","1582.0","2001","12","12",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"ESA096069",NA,"Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,"2008",NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA
"61","2020-11-04 10:59:44-03","ESALQ","ESA","62049","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides",NA,"Rapini, A.","Sampaio, D. et al.","64.0","1999","01","06",NA,"Brasil","São Paulo",NA,NA,NA,"ESA062049","ESA062049","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,"2008",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"62","2020-11-04 10:59:44-03","ESALQ","ESA","28669","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides",NA,"Rapini, A.","Ivanauskas, N.M.","607.0","1995","12","16",NA,"Brasil","São Paulo",NA,NA,NA,"ESA028669","ESA028669","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,"2008",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"63","2020-11-04 10:59:44-03","ESALQ","ESA","46551","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides",NA,"Rapini, A.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","17487.0","1997","06","09",NA,"Brasil","Mato Grosso","Beira do Córrego Falcão. 65km NE (em linha reta) de Tapurah. Estrada para Projeto Ipiranga. Mata ciliar",NA,"Arbusto, ca. 1 m alt.; flores alvas. Látex alvo.","ESA046551","ESA046551","Tapurah","-56.5416984558105","-12.7849998474121",NA,NA,NA,"2008",NA,NA,NA,"190293","auto",NA,NA,NA,NA,NA,NA,NA
"64","2020-11-04 10:59:44-03","ESALQ","ESA","128421","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides",NA,"Ivanauskas, N.M.","Polisel, R.T.","1072.0","2013","03","26",NA,"Brasil","São Paulo","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",NA,"Planta jovem de 1,0 m de altura.","ESA128421",NA,"Tapiraí","-47.31","-24.02","516","516",NA,"2013","-47.31","-24.02","03",NA,NA,"26",NA,NA,NA,NA,NA,NA
"65","2020-11-04 10:59:44-03","ESALQ","ESA","116990","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides",NA,"Ferreira, F. Valério","Krieger, L.","10487.0","1971","04","01",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"ESA116990",NA,"Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA
"66","2020-11-04 10:59:44-03","ESALQ","ESA","29345","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides",NA,"Rapini, A.","Ivanauskas, N.M. et al.","900.0",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,"ESA029345","ESA029345","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"67","2020-11-04 10:59:44-03","ESALQ","ESA","46556","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides",NA,"Rapini, A.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14394.0","1997","03","17",NA,"Brasil","Mato Grosso","Beira do Rio das Mortes. Vegetação ciliar.",NA,"Arbusto latescente, ca. 1,5 m alt.; flores alvas.","ESA046556","ESA046556","São Félix do Araguaia","-50.6693992614746","-11.6171998977661",NA,NA,NA,"2008",NA,NA,NA,"290331","auto",NA,NA,NA,NA,NA,NA,NA
"68","2020-11-04 10:54:42-03","ESALQ","ESA","132728","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides",NA,NA,"Souza, V.C.",NA,"2013","07","02",NA,"Brasil","São Paulo","Canteiro Central da Avenida Brasil, próximo ao Instituto Plantarum.",NA,"Árvore, ca. 5 m alt. Vegetativo.","ESA132728",NA,"Nova Odessa","-47.2900009155273","-22.7700004577637",NA,NA,NA,NA,NA,NA,NA,"8440","auto",NA,NA,NA,NA,NA,NA,NA
"69","2020-11-04 10:59:44-03","ESALQ","ESA","109489","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30009.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,"ESA109489","ESA109489","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"70","2021-01-14 15:21:34-03","MN","R","12103","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll. Arg.","Fallen, M.E.","Glaziou, A.F.M.","9511","1877","12","08",NA,"Brasil","Rio de Janeiro",NA,NA,"Plantas do Brasil Central","R000012103","R000012103_001",NA,NA,NA,NA,NA,NA,"1985",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-01-14 15:21:34-03","MN","R","144946","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll. Arg.","Fallen, M.E.","Gardner, G.","4547",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1985",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-01-14 15:21:34-03","MN","R","38724","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll. Arg.","Fallen, M.E.","Velloso, H.P.",NA,"1943","02","15",NA,"Brasil","Rio de janeiro",NA,NA,NA,NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,NA,"1985",NA,NA,"11","38539","auto",NA,NA,NA,NA,NA,NA,NA
"73","2021-01-14 15:21:34-03","MN","R","22029","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll. Arg.","Fallen, M.E.","Brade, A.C.","7940","1917","03",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,"1985",NA,NA,"11","55628","auto",NA,NA,NA,NA,NA,NA,NA
"74","2021-01-14 15:21:34-03","MN","R","22028","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll. Arg.","Fallen, M.E.","Brade, A.C.","8012","1917","04",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,"1985",NA,NA,"11","55628","auto",NA,NA,NA,NA,NA,NA,NA
"75","2021-01-14 15:21:34-03","MN","R","12102","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll. Arg.","Fallen, M.E.","Glaziou, A.F.M.","4077","1869","12","23",NA,"Brasil","Rio de Janeiro","Cascadura",NA,"Plantas do Brasil Central","R000012102","R000012102_001","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"1985",NA,NA,"11","57442","auto",NA,NA,NA,NA,NA,NA,NA
"76","2021-04-06 14:38:32-03","UFPI","TEPB","2300","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea",NA,"M.M. Plumel","Leitão, H.F",NA,"1979","12","14",NA,"Brasil","São Paulo","Ilha do Cardoso",NA,"Árvore cerca de 15m, flor creme esverdeada <ll>dwc_commonname:</ll> Folha-larga",NA,NA,"Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,"1983",NA,NA,"11","37574","auto","14",NA,NA,NA,NA,NA,NA
"77","2015-07-02 14:41:52-03","JBP","HPL","488","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll. Arg.","V.C. Souza","H. Lorenzi","1355","1994","02","18",NA,"Brasil","SP","Estação do IAC",NA,NA,NA,NA,"Pariquera-açu","-47.88","-24.71",NA,NA,NA,"2013",NA,NA,"07","17990","auto","04",NA,NA,NA,NA,NA,NA
"78","2019-02-15 11:33:04-02","IPA","IPA","14899","S","Plantae","Plantae",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Muell. Arg","Simões, A.O.","Sucre, D.","1661","1967","10","11","Southern America","Brasil","Rio de Janeiro","Parque Lagem, Matas do parque.",NA,"Pequena árvore, umbrófila, ca. 5m de altura; tubo da corola amarelo, lacínios brancos.","IPA0014899",NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,"11",NA,NA,"06",NA,NA,NA,NA,NA,NA
"79","2019-11-21 14:30:22-03","UFJF","CESJ","10487","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","Valério F.Ferreira","L. Krieger","CESJ10487","1971","04","04","América do Sul","Brasil","Rio de Janeiro",NA,NA,"Arbusto, mata da restinga. Flores alvas.","CESJ010487","CESJ010487","Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,NA,"1979",NA,NA,"12","17620","auto",NA,NA,NA,NA,NA,NA,NA
"80","2019-11-27 13:45:58-03","UFS","ASE","7843","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","Rapini","Landim, M","1277","1997","06","12","Southern America","Brasil","Sergipe","Mata do Crasto",NA,"árvore. 6.5. m. frutos imaturos verdes.; árvore. 6.5. m. frutos imaturos verdes.; Mata (interior)","ASE0017774",NA,"Santa Luzia do Itanhy","-37.425861","-11.385528",NA,NA,NA,"2008","-37.425861","-11.385528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-08-20 10:03:26-03","UNICAMP","UEC","72","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Simões, AO","Sakai, L","33369","1995","02","10",NA,"Brazil","São Paulo","Estação do IAC",NA,"Árvore 30m, frutos imaturos verdes, flores brancas, botões amarelos. Mata Atlantica de Planície.",NA,NA,"Pariquera-Açu","-24","-47",NA,NA,NA,"1997","-24","-47","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-08-20 10:03:26-03","UNICAMP","UEC","107380","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Ivanauskas, NM","Sampaio, D; Maltez, HM; Silva, C; Almeida, A; Silva, MMR","64","1999","01","06",NA,"Brazil","São Paulo","Estação Ecológica de Chauás. Trilha de a",NA,"Flor, Árvore de 30 m de altura. Flores com corola alva, cálice verde. Guairana. Floresta de restinga preservada.",NA,NA,"Iguape","-47.7","-24.783333",NA,NA,NA,"1999","-47.7","-24.783333","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-02-10 17:49:25-03","UNICAMP","UEC","114326","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Ivanauskas, NM","Ivanauskas, NM; Gomes, A; Dias Filho, S","900","1996","01","04",NA,"Brazil","São Paulo","Estação Experimental do Instituto Agronô",NA,"Flor, Árvore de 8 m de altura. Casca cinza, levemente fissurada. Flores brancas. Floresta ombrófila.","UEC178815","UEC178815","Pariquera-Açu","-47.866667","-24.6",NA,NA,NA,NA,"-47.866667","-24.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:21:59-03","UNICAMP","UEC","132839","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Urbanetz, C; Mariuza; Domingo","Urbanetz, C; Mariuza; Domingos; Lelo","177","2003","10","26",NA,"Brazil","São Paulo","Fazenda Folha Larga",NA,"Árvore de 25m, com látex, botões pequenos.",NA,NA,"Cananéia","-24.883333","-47.916667","100","100",NA,NA,"-24.883333","-47.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-08-20 10:03:26-03","UNICAMP","UEC","133528","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Kinoshita, LS","Urbanetz, C; Mariuza; Domingos; Lelo","221","2003","11","19",NA,"Brazil","São Paulo","Fazenda Folha Larga, Trilha Kaá-pozanga e trilha Paranã.",NA,"Árvore de 30m, com látex, conhecida como guairana, muito frequente na mata.",NA,NA,"Cananéia","-47.916667","-24.883333","30","115",NA,NA,"-47.916667","-24.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-08-20 10:03:26-03","UNICAMP","UEC","144502","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Coelho, RLG","Coelho, RLG; Urbanetz, C; Galvão, JC; Pinho-Ferreira, MA; Souza, CSD","97","2006","11","20",NA,"Brazil","São Paulo","Serra do Tambor, Vale do Ribeira, sul do Estado de São Paulo, Fazenda Folha Larga.",NA,"Árvore ca. 20m de altura, botões verdes.",NA,NA,"Cananéia","-47.933333","-24.9","100","157",NA,"2006","-47.933333","-24.9","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-08-20 10:03:26-03","UNICAMP","UEC","146946","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers",NA,"Aguirre, GH; et al.","10","2005","10","27",NA,"Brazil","São Paulo","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,"São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-08-20 10:03:26-03","UNICAMP","UEC","147785","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Campos, MCR","Campos, MCR; Belinello, R","942","2006","07","17",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,"indivíduo E1261, altura 3m",NA,NA,"Picinguaba",NA,NA,NA,NA,NA,"2007",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-08-20 10:03:26-03","UNICAMP","UEC","148878","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Koch, I","Aranha, BA","429","2007","01","14",NA,"Brazil","São Paulo","Fazenda Capricórnio, Parcela J",NA,NA,NA,NA,"Ubatuba","-45.084167","-23.366389","380","380",NA,"2008","-45.084167","-23.366389","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-01 16:21:59-03","UNICAMP","UEC","160903","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Cavalin, PO","Cavalin, PO","15","2009","11","12",NA,"Brazil","São Paulo","Fazenda Capricórnio",NA,"Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","UEC039377","UEC039377","Ubatuba","-45.092778","-23.396667","348","395",NA,"2010","-45.092778","-23.396667","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-01 16:21:59-03","UNICAMP","UEC","166880","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","74","2010","05","29",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar.",NA,"Árvore com 22 m.; Mata Atlântica.","UEC059368","UEC059368","Caraguatatuba","-45.515556","-23.639722","50","90",NA,"2010","-45.515556","-23.639722","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-01 16:21:59-03","UNICAMP","UEC","167010","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","269","2011","06","30",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar",NA,"Árvore com 10 m.; Mata Atlântica.","UEC098742","UEC098742","Paraibuna","-45.558333","-23.594167","800","900",NA,"2011","-45.558333","-23.594167","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-01 16:21:59-03","UNICAMP","UEC","169958","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Rochelle, ALC","Rochelle, ALC","J49",NA,NA,NA,NA,"Brazil","São Paulo","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.",NA,"Indivíduo J49 da Parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041736","UEC041736","Ubatuba","-45.084167","-23.366667","450","450",NA,"2007","-45.084167","-23.366667","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-08-20 10:03:26-03","UNICAMP","UEC","880","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Simões, AO","Ivanauskas, NM","607","1995","12","16",NA,"Brazil","São Paulo","Floresta Atlântica",NA,"Árvore de 8m. Casaca cinza, levemente fissurada.Flores brancas.",NA,NA,"Pariquera-Açu","-47","-24",NA,NA,NA,"1997","-47","-24","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
